player,nationality,position,squad,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,tackles_interceptions,clearances,errors,matches
Edouard Mendy,sn SEN,GK,Chelsea,28-354,1992,19.0,0,0,0,0,0,0,1,0.0,1,3,0,0.0,3,0,0,0,0,0,0,0,0,0,1,Matches
Nampalys Mendy,fr FRA,MF,Leicester City,28-240,1992,14.2,32,20,17,13,2,7,14,50.0,7,231,72,31.2,94,106,31,19,2,0,17,7,39,7,0,Matches
Illan Meslier,fr FRA,GK,Leeds United,20-353,2000,22.0,0,0,0,0,0,0,1,0.0,1,4,1,25.0,4,0,0,0,0,0,0,0,0,0,2,Matches
Luka Milivojević,rs SRB,MF,Crystal Palace,29-317,1991,15.6,35,20,13,17,5,19,48,39.6,29,268,71,26.5,115,122,31,26,4,0,22,21,56,28,0,Matches
James Milner,eng ENG,"MF,DF",Liverpool,35-045,1986,6.9,15,10,6,8,1,5,21,23.8,16,104,36,34.6,28,57,19,26,3,0,23,9,24,12,0,Matches
Yerry Mina,co COL,DF,Everton,26-148,1994,18.2,21,10,16,5,0,5,8,62.5,3,124,35,28.2,82,40,2,31,21,0,10,11,32,105,1,Matches
Takumi Minamino,jp JPN,MF,Southampton,26-033,1995,1.7,0,0,0,0,0,0,2,0.0,2,18,7,38.9,4,10,4,1,0,0,1,2,2,0,0,Matches
Takumi Minamino,jp JPN,"MF,FW",Liverpool,26-033,1995,3.3,4,3,1,2,1,0,12,0.0,12,80,24,30.0,19,39,22,0,0,0,0,0,4,3,0,Matches
Tyrone Mings,eng ENG,DF,Aston Villa,27-342,1993,20.5,13,9,9,3,1,6,12,50.0,6,118,38,32.2,65,43,10,44,24,1,20,13,26,132,1,Matches
Tyrick Mitchell,eng ENG,DF,Crystal Palace,21-170,1999,12.0,45,19,31,7,7,14,24,58.3,10,241,63,26.1,165,51,25,28,2,0,26,14,59,39,1,Matches
Aleksandar Mitrović,rs SRB,FW,Fulham,26-155,1994,11.2,9,7,1,4,4,2,6,33.3,4,127,50,39.4,9,46,72,17,4,0,13,3,12,6,0,Matches
Jayson Molumby,ie IRL,MF,Brighton,21-196,1999,0.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches
Wes Morgan,jm JAM,DF,Leicester City,37-028,1984,0.2,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,Matches
Mason Mount,eng ENG,"MF,FW",Chelsea,22-039,1999,20.7,51,33,21,20,10,12,46,26.1,34,430,130,30.2,99,201,130,27,1,0,26,25,76,13,0,Matches
Lucas Moura,br BRA,"FW,MF",Tottenham,28-189,1992,7.3,13,8,3,8,2,4,13,30.8,9,125,27,21.6,36,57,32,7,0,0,7,6,19,4,0,Matches
Lys Mousset,fr FRA,FW,Sheffield Utd,25-010,1996,2.3,0,0,0,0,0,0,3,0.0,3,42,9,21.4,1,17,24,1,1,0,0,0,0,0,0,Matches
João Moutinho,pt POR,MF,Wolves,34-163,1986,17.6,43,28,21,19,3,19,57,33.3,38,302,91,30.1,114,154,34,27,3,0,24,22,65,19,0,Matches
Joel Mumbongo,se SWE,FW,Burnley,22-040,1999,0.3,0,0,0,0,0,0,0,,0,5,1,20.0,0,1,4,1,0,0,1,0,0,0,0,Matches
Jacob Murphy,eng ENG,"DF,MF",Newcastle Utd,25-360,1995,8.2,19,11,8,8,3,11,20,55.0,9,150,32,21.3,60,52,38,21,2,0,19,6,25,12,0,Matches
Shkodran Mustafi,de GER,DF,Arsenal,28-307,1992,0.5,1,1,1,0,0,1,1,100.0,0,7,2,28.6,3,4,0,1,0,0,1,0,1,2,0,Matches
Marvelous Nakamba,zw ZIM,MF,Aston Villa,27-030,1994,3.2,8,5,3,5,0,0,2,0.0,2,54,15,27.8,28,21,5,5,1,0,4,3,11,9,0,Matches
Wilfred Ndidi,ng NGA,"MF,DF",Leicester City,24-064,1996,10.6,54,34,26,22,6,13,31,41.9,18,224,88,39.3,97,105,22,35,7,0,28,19,73,36,0,Matches
Tanguy Ndombele,fr FRA,MF,Tottenham,24-052,1996,15.1,35,22,10,13,12,9,28,32.1,19,306,92,30.1,84,158,64,22,2,0,20,13,48,13,0,Matches
Reiss Nelson,eng ENG,FW,Arsenal,21-070,1999,0.8,0,0,0,0,0,0,0,,0,13,6,46.2,2,6,5,1,0,0,1,1,1,1,0,Matches
Pedro Neto,pt POR,"FW,MF",Wolves,20-346,2000,22.0,18,15,7,5,6,4,22,18.2,18,242,74,30.6,64,110,68,23,1,0,22,19,37,9,0,Matches
Rúben Neves,pt POR,MF,Wolves,23-342,1997,18.3,50,38,28,18,4,20,56,35.7,36,345,105,30.4,152,167,26,44,5,0,39,23,73,40,1,Matches
Eddie Nketiah,eng ENG,FW,Arsenal,21-264,1999,3.6,2,2,0,1,1,0,2,0.0,2,74,10,13.5,9,37,28,7,2,0,5,1,3,4,0,Matches
Niels Nkounkou,fr FRA,DF,Everton,20-109,2000,0.8,4,0,2,1,1,1,4,25.0,3,20,4,20.0,6,9,5,4,0,0,4,0,4,4,0,Matches
Dan Nlundulu,eng ENG,"FW,MF",Southampton,22-013,1999,1.0,0,0,0,0,0,0,2,0.0,2,27,6,22.2,4,8,15,4,0,0,4,0,0,2,0,Matches
Mark Noble,eng ENG,MF,West Ham,33-286,1987,3.5,2,1,0,1,1,1,7,14.3,6,44,8,18.2,11,27,6,2,0,0,2,5,7,1,0,Matches
Oliver Norwood,nir NIR,MF,Sheffield Utd,29-312,1991,12.1,26,15,13,12,1,9,37,24.3,28,194,47,24.2,71,100,23,17,4,0,13,16,42,21,1,Matches
Jack O'Connell,eng ENG,DF,Sheffield Utd,26-326,1994,2.0,3,1,1,1,1,0,2,0.0,2,10,4,40.0,5,2,3,6,3,0,3,0,3,11,0,Matches
Dara O'Shea,ie IRL,DF,West Brom,21-351,1999,15.4,36,23,24,10,2,11,31,35.5,20,167,59,35.3,107,48,12,43,16,1,27,19,55,82,0,Matches
Michael Obafemi,ie IRL,FW,Southampton,20-227,2000,0.2,0,0,0,0,0,0,0,,0,6,2,33.3,4,1,1,0,0,0,0,0,0,0,0,Matches
Denis Odoi,be BEL,DF,Fulham,32-267,1988,3.0,3,0,2,1,0,1,4,25.0,3,23,3,13.0,11,8,4,6,1,0,5,1,4,11,0,Matches
Angelo Ogbonna,it ITA,DF,West Ham,32-271,1988,22.7,21,14,17,3,1,0,11,0.0,11,177,72,40.7,112,57,8,34,12,0,22,19,40,140,0,Matches
Robin Olsen,se SWE,GK,Everton,31-041,1990,5.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,2,0,Matches
Josh Onomah,eng ENG,MF,Fulham,23-297,1997,1.6,2,1,0,2,0,0,0,,0,35,10,28.6,4,19,12,1,1,0,0,0,2,1,0,Matches
Divock Origi,be BEL,FW,Liverpool,25-306,1995,2.0,4,3,1,2,1,1,1,100.0,0,38,14,36.8,3,10,25,4,1,0,3,1,5,2,0,Matches
Ben Osborn,eng ENG,"MF,DF",Sheffield Utd,26-197,1994,9.5,19,11,11,6,2,7,30,23.3,23,188,44,23.4,71,78,39,16,2,0,14,7,26,7,0,Matches
Owen Otasowie,us USA,MF,Wolves,19-304,2001,1.3,5,4,3,2,0,0,1,0.0,1,22,12,54.5,6,13,3,3,1,0,2,3,8,1,0,Matches
Alex Oxlade-Chamberlain,eng ENG,"MF,FW",Liverpool,27-187,1993,2.1,0,0,0,0,0,0,3,0.0,3,29,8,27.6,2,15,12,2,0,0,2,1,1,1,0,Matches
Emerson Palmieri,it ITA,DF,Chelsea,26-199,1994,1.0,3,2,1,1,1,1,3,33.3,2,14,3,21.4,6,3,5,2,0,0,2,1,4,10,0,Matches
Thomas Partey,gh GHA,MF,Arsenal,27-250,1993,7.5,22,14,9,11,2,12,26,46.2,14,113,48,42.5,41,57,15,13,1,0,12,7,29,10,0,Matches
Rui Patrício,pt POR,GK,Wolves,33-003,1988,24.0,0,0,0,0,0,0,0,,0,2,0,0.0,2,0,0,0,0,0,0,0,0,0,0,Matches
Bailey Peacock-Farrell,nir NIR,GK,Burnley,24-112,1996,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
Lee Peltier,eng ENG,DF,West Brom,34-069,1986,2.5,10,7,9,1,0,3,3,100.0,0,32,12,37.5,15,14,3,2,0,0,2,2,12,12,0,Matches
Nicolas Pépé,ci CIV,"FW,MF",Arsenal,25-265,1995,9.0,12,11,6,5,1,6,12,50.0,6,128,39,30.5,29,47,52,13,1,0,12,9,21,8,1,Matches
Matheus Pereira,br BRA,"MF,FW",West Brom,24-289,1996,16.3,22,14,7,10,5,4,28,14.3,24,248,71,28.6,59,129,60,17,0,0,17,17,39,14,0,Matches
Ricardo Pereira,pt POR,DF,Leicester City,27-135,1993,3.8,19,8,12,6,1,6,15,40.0,9,75,19,25.3,42,21,12,14,0,0,14,6,25,15,0,Matches
Ayoze Pérez,es ESP,"FW,MF",Leicester City,27-210,1993,9.8,24,10,8,13,3,7,30,23.3,23,212,54,25.5,44,100,68,22,1,0,21,11,35,5,0,Matches
Kalvin Phillips,eng ENG,MF,Leeds United,25-078,1995,17.5,50,28,30,15,5,16,50,32.0,34,352,116,33.0,150,171,31,40,10,0,30,30,80,39,0,Matches
Matt Phillips,sco SCO,"MF,DF",West Brom,29-342,1991,8.7,9,5,2,3,4,2,12,16.7,10,136,30,22.1,44,58,34,22,2,1,20,7,16,10,0,Matches
Nathaniel Phillips,eng ENG,DF,Liverpool,23-334,1997,5.5,6,3,5,1,0,0,4,0.0,4,53,19,35.8,21,30,2,3,3,0,0,6,12,38,0,Matches
Jordan Pickford,eng ENG,GK,Everton,26-348,1994,18.0,0,0,0,0,0,0,1,0.0,1,5,1,20.0,5,0,0,1,0,0,1,0,0,2,2,Matches
Erik Pieters,nl NED,"DF,MF",Burnley,32-195,1988,11.4,31,20,18,11,2,13,34,38.2,21,167,40,24.0,73,70,24,37,6,0,31,6,37,31,0,Matches
Daniel Podence,pt POR,"FW,MF",Wolves,25-120,1995,14.6,18,7,5,8,5,6,19,31.6,13,178,50,28.1,38,76,64,5,1,0,4,12,30,5,0,Matches
Paul Pogba,fr FRA,"MF,FW",Manchester Utd,27-340,1993,15.0,32,22,13,14,5,9,26,34.6,17,212,72,34.0,72,89,51,13,1,0,12,15,47,32,0,Matches
Nick Pope,eng ENG,GK,Burnley,28-305,1992,23.0,2,1,2,0,0,1,2,50.0,1,5,1,20.0,5,0,0,0,0,0,0,0,2,3,1,Matches
Dennis Praet,be BEL,"MF,FW",Leicester City,26-280,1994,7.3,12,7,5,6,1,6,13,46.2,7,126,30,23.8,35,60,31,14,2,0,12,7,19,3,0,Matches
Davy Pröpper,nl NED,MF,Brighton,29-169,1991,2.2,5,3,0,5,0,1,4,25.0,3,28,11,39.3,13,13,2,2,0,0,2,1,6,0,0,Matches
Christian Pulisic,us USA,"FW,MF",Chelsea,22-153,1998,10.7,14,8,8,6,0,3,12,25.0,9,156,48,30.8,34,76,46,19,1,0,18,7,21,8,0,Matches
Aaron Ramsdale,eng ENG,GK,Sheffield Utd,22-280,1998,24.0,0,0,0,0,0,0,0,,0,4,1,25.0,3,0,1,0,0,0,0,0,0,1,2,Matches
Jacob Ramsey,eng ENG,"MF,FW",Aston Villa,19-266,2001,1.8,0,0,0,0,0,0,3,0.0,3,48,7,14.6,15,23,10,4,1,0,3,0,0,2,0,Matches
Kayne Ramsey,eng ENG,DF,Southampton,20-131,2000,1.0,5,3,4,1,0,3,3,100.0,0,8,5,62.5,7,1,0,1,1,0,0,1,6,4,0,Matches
Darren Randolph,ie IRL,GK,West Ham,33-282,1987,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
Marcus Rashford,eng ENG,FW,Manchester Utd,23-110,1997,21.6,7,5,1,2,4,1,14,7.1,13,209,51,24.4,26,83,100,15,1,0,14,8,15,7,0,Matches
Tim Ream,us USA,DF,Fulham,33-136,1987,5.0,5,2,5,0,0,2,5,40.0,3,25,6,24.0,12,13,0,9,4,0,5,3,8,17,1,Matches
Nathan Redmond,eng ENG,"MF,FW",Southampton,26-349,1994,8.0,18,11,9,7,2,6,12,50.0,6,127,44,34.6,32,55,40,9,0,0,9,3,21,4,0,Matches
Harrison Reed,eng ENG,MF,Fulham,26-022,1995,15.9,40,22,14,24,2,14,56,25.0,42,305,91,29.8,132,137,36,31,9,0,22,35,75,28,0,Matches
Sergio Reguilón,es ESP,DF,Tottenham,24-064,1996,11.8,28,17,20,7,1,9,24,37.5,15,192,52,27.1,99,63,30,29,5,0,24,13,41,34,0,Matches
Bobby Reid,jm JAM,"DF,FW",Fulham,28-016,1993,16.9,21,12,9,8,4,6,19,31.6,13,239,68,28.5,76,88,75,28,5,0,23,10,31,29,0,Matches
Declan Rice,eng ENG,MF,West Ham,22-035,1999,24.0,59,44,36,22,1,21,43,48.8,22,364,113,31.0,155,178,31,41,6,0,35,46,105,26,1,Matches
Richarlison,br BRA,"FW,MF",Everton,23-284,1997,17.1,32,21,21,10,1,10,28,35.7,18,253,80,31.6,76,106,71,21,2,0,19,9,41,18,0,Matches
Jaïro Riedewald,nl NED,MF,Crystal Palace,24-162,1996,10.6,21,13,10,9,2,9,20,45.0,11,116,35,30.2,56,48,12,23,4,0,19,8,29,19,0,Matches
Matt Ritchie,sco SCO,"DF,MF",Newcastle Utd,31-161,1989,5.9,8,4,4,2,2,2,10,20.0,8,58,15,25.9,30,19,9,13,1,0,12,7,15,16,0,Matches
Tyler Roberts,wal WAL,"MF,FW",Leeds United,22-037,1999,4.1,6,3,2,4,0,0,5,0.0,5,86,25,29.1,13,43,30,10,3,0,7,0,6,1,0,Matches
Andrew Robertson,sco SCO,DF,Liverpool,26-344,1994,23.9,23,12,14,7,2,13,31,41.9,18,201,73,36.3,70,67,64,40,8,0,32,14,37,42,1,Matches
Antonee Robinson,us USA,DF,Fulham,23-194,1997,16.5,30,19,18,8,4,12,26,46.2,14,154,53,34.4,80,38,36,43,5,0,38,30,60,52,0,Matches
Callum Robinson,ie IRL,"FW,MF",West Brom,26-016,1995,13.2,11,5,7,2,2,3,14,21.4,11,191,45,23.6,28,75,88,13,0,0,13,7,18,8,0,Matches
Jack Robinson,eng ENG,DF,Sheffield Utd,27-170,1993,6.7,12,8,7,5,0,5,5,100.0,0,55,21,38.2,30,18,7,9,4,0,5,6,18,32,0,Matches
Hal Robson-Kanu,wal WAL,"FW,MF",West Brom,31-273,1989,2.5,1,1,1,0,0,0,0,,0,40,4,10.0,4,20,16,3,0,0,3,1,2,3,0,Matches
Marek Rodák,sk SVK,GK,Fulham,24-067,1996,1.0,0,0,0,0,0,0,1,0.0,1,2,0,0.0,2,0,0,0,0,0,0,0,0,0,0,Matches
Joe Rodon,wal WAL,DF,Tottenham,23-119,1997,4.1,10,7,8,2,0,4,4,100.0,0,36,10,27.8,27,9,0,5,2,0,3,6,16,26,2,Matches
Rodri,es ESP,MF,Manchester City,24-241,1996,21.1,59,48,23,27,9,24,54,44.4,30,322,122,37.9,113,168,41,32,7,0,25,16,75,43,1,Matches
Rodrigo,es ESP,MF,Leeds United,29-349,1991,11.0,14,10,9,3,2,1,20,5.0,19,183,47,25.7,37,90,56,9,0,0,9,5,19,7,0,Matches
James Rodríguez,co COL,"FW,MF",Everton,29-221,1991,14.3,16,11,3,10,3,6,32,18.8,26,170,44,25.9,51,80,39,22,0,0,22,10,26,1,0,Matches
Jay Rodriguez,eng ENG,"FW,MF",Burnley,31-204,1989,10.5,19,8,7,9,3,5,16,31.3,11,197,40,20.3,36,87,74,16,3,0,13,5,24,5,0,Matches
Oriol Romeu,es ESP,MF,Southampton,29-147,1991,17.5,62,30,25,33,4,21,59,35.6,38,305,90,29.5,115,169,21,28,6,0,22,21,83,18,0,Matches
Antonio Rüdiger,de GER,DF,Chelsea,27-352,1993,9.0,11,5,6,5,0,6,8,75.0,2,52,22,42.3,32,17,3,11,7,0,4,4,15,32,0,Matches
Mathew Ryan,au AUS,GK,Brighton,28-316,1992,11.0,0,0,0,0,0,0,0,,0,2,0,0.0,2,0,0,0,0,0,0,0,0,1,0,Matches
Mathew Ryan,au AUS,GK,Arsenal,28-316,1992,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
Allan Saint-Maximin,fr FRA,"FW,MF",Newcastle Utd,23-343,1997,9.1,12,8,5,6,1,1,4,25.0,3,107,30,28.0,20,57,30,5,0,0,5,3,15,0,0,Matches
Romain Saïss,ma MAR,DF,Wolves,30-329,1990,14.7,18,10,15,3,0,5,13,38.5,8,124,42,33.9,83,37,4,27,8,1,19,13,31,86,0,Matches
Bukayo Saka,eng ENG,"FW,DF",Arsenal,19-166,2001,19.7,22,13,7,11,4,2,22,9.1,20,251,77,30.7,63,104,84,33,2,0,31,16,38,20,0,Matches
Mamadou Sakho,fr FRA,DF,Crystal Palace,31-005,1990,3.1,4,2,1,3,0,3,3,100.0,0,14,6,42.9,8,6,0,3,2,0,1,0,4,14,1,Matches
Mohamed Salah,eg EGY,FW,Liverpool,28-248,1992,21.4,19,9,5,6,8,6,12,50.0,6,278,86,30.9,16,76,186,7,1,0,6,4,23,7,0,Matches
Mohammed Salisu,gh GHA,DF,Southampton,21-307,1999,0.2,1,0,1,0,0,0,0,,0,7,3,42.9,3,3,1,2,1,0,1,1,2,1,0,Matches
Davinson Sánchez,co COL,DF,Tottenham,24-251,1996,8.5,20,13,16,4,0,5,13,38.5,8,85,24,28.2,54,26,5,12,8,0,4,3,23,47,0,Matches
Robert Sánchez,es ESP,GK,Brighton,23-092,1997,13.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
Morgan Sanson,fr FRA,MF,Aston Villa,26-184,1994,0.3,0,0,0,0,0,0,0,,0,15,4,26.7,6,4,5,0,0,0,0,0,0,0,0,Matches
Romaine Sawyers,kn SKN,MF,West Brom,29-108,1991,16.5,31,19,21,9,1,10,36,27.8,26,329,79,24.0,162,143,24,19,2,0,17,22,53,14,1,Matches
Dane Scarlett,eng ENG,FW,Tottenham,16-331,2004,0.0,0,0,0,0,0,0,0,,0,1,1,100.0,0,1,0,0,0,0,0,0,0,0,0,Matches
Fabian Schär,ch SUI,DF,Newcastle Utd,29-060,1991,13.4,19,9,15,4,0,7,22,31.8,15,106,31,29.2,62,40,4,22,13,0,9,20,39,60,1,Matches
Jeffrey Schlupp,gh GHA,MF,Crystal Palace,28-057,1992,10.8,16,7,8,6,2,6,18,33.3,12,149,38,25.5,57,69,23,28,7,0,21,10,26,5,1,Matches
Kasper Schmeichel,dk DEN,GK,Leicester City,34-105,1986,24.0,0,0,0,0,0,0,0,,0,3,0,0.0,3,0,0,0,0,0,0,0,0,0,0,Matches
Nélson Semedo,pt POR,DF,Wolves,27-094,1993,20.7,52,31,35,11,6,22,43,51.2,21,324,97,29.9,165,107,52,45,10,0,35,31,83,49,0,Matches
Jamie Shackleton,eng ENG,"MF,DF",Leeds United,21-133,1999,4.4,7,5,4,3,0,1,6,16.7,5,66,16,24.2,21,30,15,5,1,0,4,6,13,5,0,Matches
Xherdan Shaqiri,ch SUI,"MF,FW",Liverpool,29-131,1991,4.5,4,3,3,1,0,1,4,25.0,3,72,25,34.7,14,23,35,6,0,0,6,4,8,2,0,Matches
Billy Sharp,eng ENG,FW,Sheffield Utd,35-013,1986,5.8,6,4,0,5,1,3,7,42.9,4,102,26,25.5,8,46,48,2,0,0,2,2,8,0,0,Matches
Luke Shaw,eng ENG,DF,Manchester Utd,25-221,1995,17.5,43,30,20,15,8,18,30,60.0,12,202,83,41.1,69,89,44,36,4,0,32,11,54,38,1,Matches
Jonjo Shelvey,eng ENG,MF,Newcastle Utd,28-357,1992,15.1,20,11,10,9,1,5,21,23.8,16,179,32,17.9,63,82,34,14,5,1,9,13,33,25,0,Matches
Gylfi Sigurðsson,is ISL,MF,Everton,31-163,1989,14.3,19,11,6,11,2,6,26,23.1,20,257,64,24.9,72,134,51,33,3,0,30,15,34,9,0,Matches
Bernardo Silva,pt POR,"MF,FW",Manchester City,26-192,1994,15.5,21,12,9,8,4,5,30,16.7,25,256,74,28.9,52,124,80,13,1,0,12,12,33,6,0,Matches
Fábio Silva,pt POR,FW,Wolves,18-214,2002,8.2,5,2,1,4,0,1,5,20.0,4,123,27,22.0,14,71,38,8,0,0,8,4,9,2,0,Matches
Thiago Silva,br BRA,DF,Chelsea,36-149,1984,16.2,20,12,14,5,1,9,14,64.3,5,74,30,40.5,31,39,4,20,11,1,9,15,35,79,1,Matches
Moussa Sissoko,fr FRA,MF,Tottenham,31-186,1989,15.3,23,18,20,3,0,7,20,35.0,13,202,60,29.7,117,67,18,22,4,0,18,16,39,29,0,Matches
Islam Slimani,dz ALG,FW,Leicester City,32-245,1988,0.2,0,0,0,0,0,0,0,,0,5,2,40.0,0,3,2,0,0,0,0,0,0,0,0,Matches
William Smallbone,ie IRL,MF,Southampton,20-363,2000,1.9,6,4,2,3,1,1,4,25.0,3,43,18,41.9,9,21,13,5,0,0,5,1,7,2,0,Matches
Emile Smith-Rowe,eng ENG,MF,Arsenal,20-205,2000,8.8,8,5,3,4,1,5,12,41.7,7,151,42,27.8,31,63,57,10,1,0,9,8,16,8,0,Matches
Robert Snodgrass,sco SCO,"MF,FW",West Brom,33-164,1987,5.5,18,10,12,5,1,8,17,47.1,9,76,19,25.0,30,29,17,11,3,0,8,4,22,11,0,Matches
Robert Snodgrass,sco SCO,"FW,DF",West Ham,33-164,1987,0.1,1,1,0,0,1,0,0,,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,Matches
Cédric Soares,pt POR,DF,Arsenal,29-171,1991,5.8,11,8,9,1,1,3,16,18.8,13,79,29,36.7,40,24,15,11,1,0,10,6,17,12,0,Matches
Tomáš Souček,cz CZE,MF,West Ham,25-357,1995,24.0,48,27,20,23,5,13,51,25.5,38,353,96,27.2,116,184,53,31,8,0,23,28,76,87,1,Matches
Çağlar Söyüncü,tr TUR,DF,Leicester City,24-271,1996,8.2,8,7,4,4,0,2,7,28.6,5,62,22,35.5,36,23,3,15,8,0,7,8,16,49,1,Matches
Zack Steffen,us USA,GK,Manchester City,25-322,1995,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
Dale Stephens,eng ENG,MF,Burnley,31-251,1989,2.8,8,4,3,4,1,4,7,57.1,3,44,14,31.8,15,24,5,3,0,0,3,3,11,0,0,Matches
Jack Stephens,eng ENG,DF,Southampton,27-022,1994,11.4,25,12,15,9,1,11,25,44.0,14,95,31,32.6,54,36,5,25,9,0,16,13,38,64,0,Matches
Raheem Sterling,eng ENG,FW,Manchester City,26-072,1994,19.9,19,17,3,13,3,6,18,33.3,12,214,62,29.0,25,99,90,15,1,0,14,6,25,1,0,Matches
Enda Stevens,ie IRL,DF,Sheffield Utd,30-224,1990,16.0,31,17,17,10,4,9,26,34.6,17,192,50,26.0,93,65,34,36,6,0,30,20,51,52,1,Matches
John Stones,eng ENG,DF,Manchester City,26-266,1994,14.0,12,6,8,3,1,4,8,50.0,4,68,24,35.3,32,33,3,21,9,0,12,5,17,39,0,Matches
Pascal Struijk,nl NED,"DF,MF",Leeds United,21-191,1999,12.2,25,12,17,8,0,5,15,33.3,10,194,66,34.0,96,85,13,20,6,0,14,19,44,49,0,Matches
Japhet Tanganga,eng ENG,DF,Tottenham,21-324,1999,1.0,1,1,1,0,0,0,0,,0,19,7,36.8,13,4,2,1,0,0,1,1,2,1,0,Matches
Matt Targett,eng ENG,DF,Aston Villa,25-153,1995,21.8,58,33,35,14,9,32,57,56.1,25,211,72,34.1,111,66,34,46,11,0,35,26,84,75,1,Matches
James Tarkowski,eng ENG,DF,Burnley,28-091,1992,22.0,47,26,41,5,1,22,31,71.0,9,142,63,44.4,96,41,5,41,23,0,18,28,75,137,1,Matches
Percy Tau,za RSA,"FW,MF",Brighton,26-281,1994,0.9,1,0,1,0,0,1,2,50.0,1,23,2,8.7,8,9,6,2,0,0,2,0,1,0,0,Matches
Charlie Taylor,eng ENG,DF,Burnley,27-153,1993,15.6,26,13,15,7,4,14,29,48.3,15,121,36,29.8,57,47,17,35,10,0,25,10,36,51,0,Matches
Neil Taylor,wal WAL,DF,Aston Villa,32-011,1989,0.2,1,0,1,0,0,0,0,,0,4,0,0.0,3,0,1,0,0,0,0,0,1,0,0,Matches
Allan Tchaptchet,fr FRA,DF,Southampton,19-059,2001,0.1,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches
Nathan Tella,eng ENG,"FW,MF",Southampton,21-228,1999,1.8,1,0,0,1,0,1,2,50.0,1,47,11,23.4,5,24,18,3,0,0,3,0,1,1,0,Matches
Alex Telles,br BRA,DF,Manchester Utd,28-065,1992,5.7,8,4,7,1,0,3,7,42.9,4,47,15,31.9,24,15,8,8,0,0,8,6,14,17,0,Matches
Kenny Tete,nl NED,DF,Fulham,25-132,1995,8.5,32,17,18,9,5,6,15,40.0,9,136,36,26.5,71,45,20,21,2,0,19,14,46,32,0,Matches
Luke Thomas,eng ENG,DF,Leicester City,19-253,2001,3.0,5,2,2,0,3,2,5,40.0,3,56,19,33.9,22,25,9,8,0,0,8,5,10,7,0,Matches
Youri Tielemans,be BEL,MF,Leicester City,23-287,1997,23.3,43,34,19,17,7,14,63,22.2,49,319,107,33.5,96,163,60,34,6,0,28,21,64,14,0,Matches
Kieran Tierney,sco SCO,DF,Arsenal,23-258,1997,16.9,20,12,7,9,4,6,16,37.5,10,115,39,33.9,47,47,21,33,7,0,26,11,31,51,0,Matches
James Tomkins,eng ENG,DF,Crystal Palace,31-326,1989,4.3,3,2,3,0,0,3,4,75.0,1,24,6,25.0,21,3,0,4,1,0,3,2,5,33,0,Matches
Fikayo Tomori,eng ENG,DF,Chelsea,23-061,1997,0.5,3,2,1,2,0,2,2,100.0,0,3,1,33.3,3,0,0,4,3,0,1,1,4,8,0,Matches
Ferrán Torres,es ESP,FW,Manchester City,20-355,2000,8.2,6,2,1,3,2,4,10,40.0,6,93,28,30.1,11,41,41,5,1,0,4,1,7,1,1,Matches
Cenk Tosun,tr TUR,FW,Everton,29-256,1991,0.5,0,0,0,0,0,0,0,,0,8,1,12.5,2,4,2,0,0,0,0,0,0,0,0,Matches
Andros Townsend,eng ENG,MF,Crystal Palace,29-217,1991,16.3,46,26,25,15,6,17,62,27.4,45,330,86,26.1,153,127,50,32,1,0,31,29,75,9,0,Matches
Conor Townsend,eng ENG,DF,West Brom,27-351,1993,10.8,22,11,16,6,0,11,20,55.0,9,113,27,23.9,54,45,14,14,7,1,7,16,38,26,0,Matches
Adama Traoré,es ESP,"FW,DF",Wolves,25-024,1996,16.8,19,13,10,7,2,7,13,53.8,6,193,62,32.1,53,101,39,17,0,0,17,7,26,9,0,Matches
Bertrand Traoré,bf BFA,FW,Aston Villa,25-165,1995,12.3,9,3,3,2,4,3,21,14.3,18,177,36,20.3,49,76,52,11,0,0,11,15,24,12,0,Matches
Trézéguet,eg EGY,FW,Aston Villa,26-140,1994,9.0,23,13,10,9,4,7,25,28.0,18,203,43,21.2,64,82,57,23,1,0,22,7,30,14,0,Matches
Leandro Trossard,be BEL,"FW,MF",Brighton,26-076,1994,17.3,18,14,3,11,4,5,20,25.0,15,221,75,33.9,55,92,74,24,3,0,21,11,29,3,0,Matches
