player,nationality,position,squad,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,tackles_interceptions,clearances,errors,matches
John Fleck,sco SCO,MF,Sheffield Utd,29-178,1991,14.7,24,13,10,12,2,5,24,20.8,19,218,57,26.1,76,109,33,21,3,0,18,19,43,9,0,Matches
Phil Foden,eng ENG,"FW,MF",Manchester City,20-266,2000,13.4,20,12,7,9,4,7,15,46.7,8,203,58,28.6,38,76,89,10,1,0,9,11,31,8,0,Matches
Wesley Fofana,fr FRA,DF,Leicester City,20-063,2000,15.5,34,23,23,10,1,7,20,35.0,13,146,47,32.2,86,54,6,32,14,0,18,28,62,72,0,Matches
Pablo Fornals,es ESP,"FW,MF",West Ham,24-362,1996,17.1,19,10,7,10,2,5,48,10.4,43,317,62,19.6,105,151,61,34,1,0,33,12,31,4,1,Matches
Fraser Forster,eng ENG,GK,Southampton,32-338,1988,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
Timothy Fosu-Mensah,nl NED,DF,Manchester Utd,23-047,1998,0.9,3,1,2,1,0,1,1,100.0,0,7,2,28.6,3,4,0,1,0,0,1,1,4,1,0,Matches
Ryan Fraser,sco SCO,"MF,FW",Newcastle Utd,26-360,1994,6.6,2,1,2,0,0,0,1,0.0,1,66,11,16.7,16,30,20,6,0,0,6,1,3,3,0,Matches
Fred,br BRA,MF,Manchester Utd,27-350,1993,15.6,49,30,21,23,5,17,49,34.7,32,361,107,29.6,128,165,68,38,4,0,34,27,76,18,1,Matches
Ryan Fredericks,eng ENG,"DF,FW",West Ham,28-131,1992,4.9,11,5,6,5,0,5,10,50.0,5,58,11,19.0,34,12,12,13,1,0,12,4,15,16,0,Matches
Christian Fuchs,at AUT,DF,Leicester City,34-317,1986,7.8,15,9,13,1,1,5,14,35.7,9,87,23,26.4,53,27,7,16,4,1,12,12,27,31,0,Matches
Darnell Furlong,eng ENG,DF,West Brom,25-110,1995,18.6,16,7,10,4,2,7,22,31.8,15,140,38,27.1,71,45,24,46,13,1,33,16,32,64,1,Matches
Conor Gallagher,eng ENG,MF,West Brom,21-012,2000,17.1,52,36,20,24,8,12,58,20.7,46,418,118,28.2,147,207,64,41,5,0,36,21,73,21,0,Matches
Eric García,es ESP,DF,Manchester City,20-040,2001,2.2,6,2,4,1,1,2,5,40.0,3,15,5,33.3,10,5,0,2,0,0,2,3,9,7,0,Matches
Dwight Gayle,eng ENG,FW,Newcastle Utd,30-124,1990,1.8,0,0,0,0,0,0,3,0.0,3,24,3,12.5,2,11,11,2,2,0,0,1,1,0,0,Matches
David de Gea,es ESP,GK,Manchester Utd,30-103,1990,21.5,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
Anwar El Ghazi,nl NED,FW,Aston Villa,25-291,1995,6.3,7,5,4,1,2,3,9,33.3,6,56,16,28.6,19,23,14,6,0,0,6,1,8,3,0,Matches
Kieran Gibbs,eng ENG,DF,West Brom,31-145,1989,9.0,14,6,9,3,2,3,7,42.9,4,80,20,25.0,42,30,8,18,6,0,12,13,27,31,0,Matches
Morgan Gibbs-White,eng ENG,"FW,MF",Wolves,21-022,2000,1.1,1,1,0,0,1,1,3,33.3,2,21,6,28.6,2,10,9,1,0,0,1,2,3,1,0,Matches
Billy Gilmour,sco SCO,MF,Chelsea,19-252,2001,0.4,3,1,1,2,0,1,1,100.0,0,10,7,70.0,5,3,2,2,1,0,1,1,4,0,0,Matches
Olivier Giroud,fr FRA,FW,Chelsea,34-141,1986,7.1,6,3,0,3,3,0,3,0.0,3,104,28,26.9,10,40,54,2,1,0,1,3,9,8,0,Matches
Ben Godfrey,eng ENG,DF,Everton,23-034,1998,15.7,30,14,20,8,2,13,19,68.4,6,185,56,30.3,120,53,12,44,17,1,27,26,56,57,0,Matches
André Gomes,pt POR,MF,Everton,27-203,1993,10.7,34,23,19,12,3,13,30,43.3,17,198,65,32.8,74,93,31,18,1,0,17,9,43,6,0,Matches
Joe Gomez,eng ENG,DF,Liverpool,23-271,1997,6.6,5,2,2,3,0,0,4,0.0,4,39,15,38.5,24,13,2,7,3,0,4,5,10,32,2,Matches
Anthony Gordon,eng ENG,"FW,MF",Everton,19-360,2001,1.0,3,2,3,0,0,0,2,0.0,2,18,3,16.7,5,9,4,2,0,0,2,1,4,1,0,Matches
Karlan Grant,eng ENG,"FW,MF",West Brom,23-153,1997,12.0,6,3,3,3,0,3,6,50.0,3,153,39,25.5,23,58,72,7,0,0,7,9,15,13,0,Matches
Demarai Gray,eng ENG,FW,Leicester City,24-235,1996,0.2,2,2,2,0,0,0,0,,0,5,2,40.0,1,1,3,0,0,0,0,0,2,0,0,Matches
Jack Grealish,eng ENG,"FW,MF",Aston Villa,25-161,1995,22.0,23,15,5,13,5,3,17,17.6,14,281,91,32.4,72,104,105,25,2,0,23,11,34,4,1,Matches
Mason Greenwood,eng ENG,FW,Manchester Utd,19-140,2001,11.1,15,10,8,2,5,2,14,14.3,12,140,44,31.4,28,64,48,3,0,0,3,7,22,0,0,Matches
Pascal Groß,de GER,MF,Brighton,29-248,1991,14.0,22,17,12,10,0,8,20,40.0,12,193,54,28.0,61,96,36,18,3,0,15,12,34,10,0,Matches
Kamil Grosicki,pl POL,"FW,MF",West Brom,32-255,1988,1.6,1,0,1,0,0,1,6,16.7,5,22,3,13.6,11,8,3,1,0,0,1,0,1,2,0,Matches
Vicente Guaita,es ESP,GK,Crystal Palace,34-039,1987,24.0,0,0,0,0,0,0,0,,0,3,1,33.3,3,0,0,0,0,0,0,0,0,1,0,Matches
İlkay Gündoğan,de GER,MF,Manchester City,30-117,1990,15.3,15,11,8,6,1,6,25,24.0,19,145,43,29.7,34,74,37,12,3,0,9,11,26,8,0,Matches
Antwoine Hackford,eng ENG,"DF,FW",Sheffield Utd,16-335,2004,0.1,0,0,0,0,0,0,0,,0,3,2,66.7,0,0,3,1,0,0,1,0,0,0,0,Matches
Sébastien Haller,ci CIV,FW,West Ham,26-241,1994,10.4,11,4,1,5,5,4,18,22.2,14,199,42,21.1,12,115,72,4,1,0,3,5,16,7,0,Matches
Rekeem Harper,eng ENG,MF,West Brom,20-347,2000,0.4,2,1,1,1,0,1,1,100.0,0,10,0,0.0,2,7,1,0,0,0,0,0,2,0,0,Matches
Jack Harrison,eng ENG,MF,Leeds United,24-090,1996,20.0,40,23,20,9,11,9,25,36.0,16,374,125,33.4,104,123,147,24,1,0,23,14,54,17,0,Matches
Kortney Hause,eng ENG,DF,Aston Villa,25-217,1995,4.0,4,4,2,2,0,0,0,,0,16,6,37.5,9,6,1,4,2,0,2,3,7,34,0,Matches
Kai Havertz,de GER,"MF,FW",Chelsea,21-252,1999,10.9,16,9,5,10,1,3,20,15.0,17,168,37,22.0,33,85,50,18,2,0,16,7,23,12,1,Matches
Isaac Hayden,eng ENG,"MF,DF",Newcastle Utd,25-333,1995,17.1,36,24,9,22,5,7,19,36.8,12,280,69,24.6,114,133,33,37,8,0,29,32,68,51,1,Matches
Michael Hector,jm JAM,DF,Fulham,28-214,1992,2.9,7,5,4,3,0,3,7,42.9,4,28,11,39.3,21,7,0,6,3,1,3,0,7,11,0,Matches
Ahmed Hegazi,eg EGY,DF,West Brom,30-024,1991,1.0,0,0,0,0,0,0,0,,0,10,4,40.0,8,2,0,2,0,0,2,0,0,11,0,Matches
Dean Henderson,eng ENG,GK,Manchester Utd,23-343,1997,2.5,0,0,0,0,0,0,1,0.0,1,3,1,33.3,3,0,0,0,0,0,0,0,0,0,0,Matches
Jordan Henderson,eng ENG,"MF,DF",Liverpool,30-246,1990,18.6,19,9,8,7,4,8,28,28.6,20,179,58,32.4,57,84,38,28,4,1,24,24,43,41,1,Matches
Jeff Hendrick,ie IRL,MF,Newcastle Utd,29-018,1992,14.5,7,5,3,4,0,2,14,14.3,12,156,43,27.6,36,94,26,22,7,0,15,10,17,26,0,Matches
Pablo Hernández,es ESP,MF,Leeds United,35-313,1985,3.1,5,2,2,1,2,4,14,28.6,10,51,13,25.5,6,28,17,0,0,0,0,3,8,0,0,Matches
Son Heung-min,kr KOR,FW,Tottenham,28-225,1992,21.9,16,6,7,6,3,7,46,15.2,39,401,85,21.2,82,209,110,26,3,0,23,17,33,2,0,Matches
Ki-Jana Hoever,nl NED,DF,Wolves,19-031,2002,3.3,9,5,6,2,1,5,11,45.5,6,58,11,19.0,31,23,4,2,1,0,1,7,16,9,0,Matches
Rob Holding,eng ENG,DF,Arsenal,25-151,1995,19.5,25,13,17,5,3,7,21,33.3,14,197,55,27.9,122,64,11,31,17,0,14,12,37,107,0,Matches
Mason Holgate,eng ENG,DF,Everton,24-119,1996,12.8,35,20,23,7,5,14,33,42.4,19,147,46,31.3,74,50,23,29,4,0,25,23,58,52,0,Matches
Conor Hourihane,ie IRL,MF,Aston Villa,30-016,1991,2.5,0,0,0,0,0,0,2,0.0,2,17,6,35.3,4,6,7,3,0,0,3,0,0,2,0,Matches
Callum Hudson-Odoi,eng ENG,"FW,DF",Chelsea,20-103,2000,8.3,14,8,6,4,4,3,10,30.0,7,102,34,33.3,27,43,32,8,0,0,8,5,19,3,0,Matches
Niall Huggins,wal WAL,DF,Leeds United,20-062,2000,0.4,0,0,0,0,0,0,2,0.0,2,9,1,11.1,4,3,2,0,0,0,0,0,0,0,0,Matches
Pierre Højbjerg,dk DEN,MF,Tottenham,25-197,1995,23.0,82,56,43,30,9,42,84,50.0,42,457,126,27.6,194,219,44,31,7,0,24,25,107,47,0,Matches
Odion Ighalo,ng NGA,FW,Manchester Utd,31-247,1989,0.1,0,0,0,0,0,0,1,0.0,1,2,0,0.0,1,0,1,0,0,0,0,0,0,0,0,Matches
Kelechi Iheanacho,ng NGA,FW,Leicester City,24-138,1996,4.4,0,0,0,0,0,0,7,0.0,7,76,12,15.8,2,38,36,9,1,0,8,0,0,1,0,Matches
Danny Ings,eng ENG,FW,Southampton,28-210,1992,16.3,17,9,6,9,2,6,19,31.6,13,251,65,25.9,38,101,112,37,2,0,35,3,20,15,1,Matches
Branislav Ivanović,rs SRB,DF,West Brom,36-362,1984,8.2,14,5,9,5,0,5,11,45.5,6,82,18,22.0,53,28,1,14,7,0,7,3,17,29,0,Matches
Alex Iwobi,ng NGA,"FW,DF",Everton,24-291,1996,12.4,24,16,12,12,0,10,21,47.6,11,143,49,34.3,68,46,29,17,1,0,16,13,37,10,0,Matches
Phil Jagielka,eng ENG,DF,Sheffield Utd,38-185,1982,2.6,8,3,5,2,1,4,5,80.0,1,29,9,31.0,20,9,0,7,2,0,5,6,14,18,1,Matches
Alireza Jahanbakhsh,ir IRN,"FW,DF",Brighton,27-191,1993,2.8,4,2,0,3,1,2,7,28.6,5,37,11,29.7,4,13,20,4,0,0,4,2,6,0,0,Matches
Daniel James,wal WAL,FW,Manchester Utd,23-100,1997,3.9,4,3,1,2,1,0,8,0.0,8,63,15,23.8,6,27,30,6,0,0,6,5,9,1,0,Matches
Reece James,eng ENG,DF,Chelsea,21-072,1999,15.4,40,23,26,12,2,12,25,48.0,13,212,63,29.7,100,89,23,38,5,0,33,26,66,31,0,Matches
Alexandre Jankewitz,ch SUI,MF,Southampton,19-055,2001,0.0,2,0,1,1,0,1,1,100.0,0,8,2,25.0,4,4,0,0,0,0,0,0,2,0,0,Matches
Gabriel Jesus,br BRA,FW,Manchester City,23-321,1997,13.0,10,5,5,3,2,4,12,33.3,8,168,55,32.7,17,60,91,9,1,0,8,11,21,2,0,Matches
Raúl Jiménez,mx MEX,FW,Wolves,29-289,1991,9.1,7,4,1,4,2,0,7,0.0,7,90,22,24.4,12,36,42,8,1,0,7,6,13,10,1,Matches
Joelinton,br BRA,"FW,MF",Newcastle Utd,24-188,1996,12.5,26,13,8,14,4,11,25,44.0,14,224,57,25.4,54,121,49,25,2,0,23,9,35,15,0,Matches
Ben Johnson,eng ENG,DF,West Ham,21-025,2000,2.6,4,1,4,0,0,3,4,75.0,1,24,3,12.5,16,8,0,2,1,0,1,3,7,4,0,Matches
Sam Johnstone,eng ENG,GK,West Brom,27-330,1993,23.0,0,0,0,0,0,0,0,,0,2,2,100.0,2,0,0,0,0,0,0,0,0,0,0,Matches
Curtis Jones,eng ENG,MF,Liverpool,20-019,2001,9.9,19,15,7,7,5,9,21,42.9,12,163,56,34.4,36,76,51,14,0,0,14,12,31,10,1,Matches
Jorginho,it ITA,MF,Chelsea,29-060,1991,12.8,36,22,18,13,5,13,37,35.1,24,242,96,39.7,90,124,28,20,2,0,18,23,59,13,0,Matches
Willian José,br BRA,FW,Wolves,29-087,1991,3.8,0,0,0,0,0,0,1,0.0,1,38,12,31.6,3,21,14,2,1,0,1,2,2,3,0,Matches
Diogo Jota,pt POR,FW,Liverpool,24-076,1996,5.6,5,3,1,2,2,1,16,6.3,15,129,32,24.8,34,50,45,4,0,0,4,3,8,1,0,Matches
James Justin,eng ENG,DF,Leicester City,22-361,1998,23.0,64,28,41,18,5,18,43,41.9,25,344,108,31.4,179,107,58,57,11,0,46,24,88,60,0,Matches
Ozan Kabak,tr TUR,DF,Liverpool,20-330,2000,1.0,3,1,1,1,1,0,1,0.0,1,6,2,33.3,2,3,1,1,1,0,0,0,3,2,1,Matches
Aboubakar Kamara,fr FRA,"FW,DF",Fulham,25-348,1995,3.5,2,2,2,0,0,1,5,20.0,4,71,13,18.3,13,27,31,10,1,0,9,2,4,2,0,Matches
Harry Kane,eng ENG,FW,Tottenham,27-205,1993,20.4,12,7,3,7,2,4,14,28.6,10,262,64,24.4,18,129,115,20,8,1,12,10,22,32,0,Matches
N'Golo Kanté,fr FRA,MF,Chelsea,29-326,1991,17.0,55,35,27,26,2,19,46,41.3,27,339,117,34.5,150,143,46,41,3,0,38,38,93,18,0,Matches
Moise Kean,it ITA,FW,Everton,20-356,2000,0.2,0,0,0,0,0,0,0,,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,Matches
Michael Keane,eng ENG,DF,Everton,28-038,1993,20.2,20,11,15,3,2,7,20,35.0,13,107,37,34.6,70,31,6,41,23,0,18,19,39,102,1,Matches
Neeskens Kebano,cd COD,"FW,MF",Fulham,28-345,1992,1.3,1,1,1,0,0,1,3,33.3,2,30,9,30.0,4,13,13,5,0,0,5,0,1,1,0,Matches
Naby Keïta,gn GUI,MF,Liverpool,26-008,1995,4.4,6,4,4,1,1,1,14,7.1,13,119,34,28.6,15,58,46,8,0,0,8,10,16,2,0,Matches
Caoimhin Kelleher,ie IRL,GK,Liverpool,22-087,1998,2.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
Jonjoe Kenny,eng ENG,DF,Everton,23-340,1997,0.9,1,0,1,0,0,0,1,0.0,1,11,1,9.1,4,4,3,2,0,0,2,1,2,1,0,Matches
Reda Khadra,de GER,FW,Brighton,19-229,2001,0.1,0,0,0,0,0,0,0,,0,1,1,100.0,0,0,1,0,0,0,0,0,0,0,0,Matches
Max Kilman,eng ENG,DF,Wolves,23-271,1997,12.5,25,18,19,3,3,9,17,52.9,8,122,39,32.0,85,31,6,15,6,0,9,13,38,43,0,Matches
Joshua King,no NOR,"FW,MF",Everton,29-034,1992,0.8,2,1,0,0,2,1,1,100.0,0,17,5,29.4,3,6,8,1,0,0,1,0,2,0,0,Matches
Mateusz Klich,pl POL,MF,Leeds United,30-250,1990,20.0,37,31,15,16,6,5,35,14.3,30,418,123,29.4,93,227,98,20,4,0,16,14,51,17,0,Matches
Robin Koch,de GER,DF,Leeds United,24-216,1996,10.1,20,13,13,7,0,9,18,50.0,9,122,33,27.0,68,52,2,24,11,0,13,7,27,29,2,Matches
Sead Kolašinac,ba BIH,DF,Arsenal,27-243,1993,1.0,0,0,0,0,0,0,0,,0,3,1,33.3,0,2,1,0,0,0,0,0,0,0,0,Matches
Ezri Konsa,eng ENG,DF,Aston Villa,23-118,1997,19.5,17,12,13,3,1,5,9,55.6,4,122,37,30.3,73,41,8,33,23,0,10,10,27,95,0,Matches
Cheikhou Kouyaté,sn SEN,DF,Crystal Palace,31-059,1989,20.7,38,22,28,8,2,13,26,50.0,13,184,61,33.2,118,55,11,31,16,0,15,17,55,96,2,Matches
Mateo Kovačić,hr CRO,MF,Chelsea,26-288,1994,14.1,35,24,17,16,2,5,19,26.3,14,212,68,32.1,61,109,42,11,1,0,10,17,52,10,0,Matches
Emil Krafth,se SWE,DF,Newcastle Utd,26-200,1994,5.9,13,9,7,6,0,6,7,85.7,1,64,22,34.4,39,18,7,18,5,0,13,6,19,22,0,Matches
Filip Krovinović,hr CRO,MF,West Brom,25-173,1995,6.1,16,10,6,7,3,5,18,27.8,13,99,21,21.2,35,52,12,5,0,0,5,2,18,5,0,Matches
Alexandre Lacazette,fr FRA,FW,Arsenal,29-266,1991,14.6,18,13,5,9,4,3,13,23.1,10,229,74,32.3,29,100,100,15,2,0,13,8,26,7,0,Matches
Adam Lallana,eng ENG,"MF,FW",Brighton,32-284,1988,9.4,6,5,5,0,1,1,19,5.3,18,159,50,31.4,47,71,41,15,2,0,13,9,15,9,0,Matches
Érik Lamela,ar ARG,FW,Tottenham,28-351,1992,4.9,9,7,0,7,2,2,6,33.3,4,97,24,24.7,22,50,25,4,0,0,4,4,13,1,0,Matches
Tariq Lamptey,eng ENG,DF,Brighton,20-141,2000,9.8,17,10,9,6,2,7,14,50.0,7,124,41,33.1,49,53,22,15,1,0,14,13,30,17,0,Matches
Manuel Lanzini,ar ARG,"MF,FW",West Ham,28-003,1993,4.2,3,3,0,3,0,1,7,14.3,6,74,25,33.8,19,35,20,12,0,0,12,5,8,3,0,Matches
Aymeric Laporte,fr FRA,DF,Manchester City,26-267,1994,8.4,8,4,6,2,0,1,6,16.7,5,43,13,30.2,28,11,4,6,3,0,3,4,12,34,0,Matches
Jamaal Lascelles,eng ENG,DF,Newcastle Utd,27-099,1993,12.1,17,11,10,5,2,4,6,66.7,2,99,32,32.3,62,33,4,26,13,2,13,6,23,65,1,Matches
Maxime Le Marchand,fr FRA,DF,Fulham,31-130,1989,1.4,2,1,2,0,0,1,1,100.0,0,9,2,22.2,6,2,1,0,0,0,0,0,2,7,0,Matches
Mario Lemina,ga GAB,MF,Fulham,27-170,1993,9.3,28,18,15,8,5,8,21,38.1,13,147,49,33.3,59,69,19,12,1,0,11,18,46,15,0,Matches
Bernd Leno,de GER,GK,Arsenal,28-351,1992,22.8,0,0,0,0,0,0,0,,0,2,1,50.0,2,0,0,1,0,0,1,0,0,0,0,Matches
Jamal Lewis,nir NIR,DF,Newcastle Utd,23-024,1998,18.3,46,24,31,12,3,19,37,51.4,18,300,74,24.7,167,104,29,32,6,0,26,17,63,31,1,Matches
Victor Lindelöf,se SWE,DF,Manchester Utd,26-216,1994,17.7,17,10,10,6,1,6,12,50.0,6,108,40,37.0,65,38,5,28,11,0,17,12,29,79,0,Matches
Jesse Lingard,eng ENG,"MF,FW",West Ham,28-065,1992,2.9,3,2,1,1,1,0,3,0.0,3,75,16,21.3,10,49,16,1,0,0,1,3,6,0,0,Matches
Jake Livermore,eng ENG,MF,West Brom,31-096,1989,13.6,29,19,10,17,2,11,31,35.5,20,237,65,27.4,71,130,36,33,7,0,26,18,47,32,0,Matches
Diego Llorente,es ESP,DF,Leeds United,27-186,1993,1.0,5,4,1,4,0,3,3,100.0,0,15,11,73.3,7,8,0,2,2,0,0,2,7,6,0,Matches
Hugo Lloris,fr FRA,GK,Tottenham,34-054,1986,23.0,0,0,0,0,0,0,1,0.0,1,2,0,0.0,2,0,0,0,0,0,0,0,0,0,1,Matches
Giovani Lo Celso,ar ARG,"MF,FW",Tottenham,24-315,1996,4.9,17,9,9,6,2,4,17,23.5,13,162,42,25.9,56,76,30,5,1,0,4,2,19,4,0,Matches
Ruben Loftus-Cheek,eng ENG,"MF,FW",Fulham,25-026,1996,14.5,23,17,11,10,2,7,12,58.3,5,221,61,27.6,44,112,65,18,2,0,16,15,38,10,0,Matches
Ruben Loftus-Cheek,eng ENG,FW,Chelsea,25-026,1996,0.7,0,0,0,0,0,0,0,,0,14,4,28.6,3,7,4,1,0,0,1,1,1,0,0,Matches
Kevin Long,ie IRL,DF,Burnley,30-184,1990,7.1,14,8,10,4,0,5,8,62.5,3,53,20,37.7,34,18,1,9,5,0,4,4,18,31,0,Matches
Shane Long,ie IRL,"FW,MF",Southampton,34-027,1987,2.3,2,0,0,0,2,1,3,33.3,2,33,7,21.2,2,18,13,1,0,0,1,2,4,1,0,Matches
Matthew Longstaff,eng ENG,MF,Newcastle Utd,20-334,2000,4.2,4,3,4,0,0,2,7,28.6,5,98,25,25.5,30,58,10,9,0,0,9,6,10,3,0,Matches
Sean Longstaff,eng ENG,MF,Newcastle Utd,23-111,1997,9.2,20,11,7,10,3,13,35,37.1,22,220,61,27.7,94,99,27,17,1,0,16,11,31,12,1,Matches
Ademola Lookman,eng ENG,"FW,MF",Fulham,23-121,1997,19.4,25,20,8,13,4,2,22,9.1,20,316,102,32.3,65,149,102,26,1,0,25,19,44,8,0,Matches
Max Lowe,eng ENG,DF,Sheffield Utd,23-283,1997,6.1,23,14,20,2,1,7,20,35.0,13,126,35,27.8,60,48,18,19,3,0,16,2,25,11,1,Matches
Matthew Lowton,eng ENG,DF,Burnley,31-254,1989,20.0,47,24,27,19,1,25,47,53.2,22,166,47,28.3,74,74,18,39,7,0,32,28,75,68,0,Matches
David Luiz,br BRA,DF,Arsenal,33-302,1987,10.8,9,5,2,7,0,2,3,66.7,1,66,23,34.8,34,29,3,20,10,0,10,7,16,40,1,Matches
Douglas Luiz,br BRA,MF,Aston Villa,22-285,1998,19.4,35,26,18,15,2,11,37,29.7,26,322,85,26.4,129,152,41,33,12,0,21,18,53,29,0,Matches
John Lundstram,eng ENG,MF,Sheffield Utd,27-000,1994,15.5,16,5,5,9,2,5,28,17.9,23,215,52,24.2,73,99,43,29,8,0,21,12,28,18,1,Matches
Alexis Mac Allister,ar ARG,"MF,FW",Brighton,22-056,1998,7.0,16,11,8,6,2,7,23,30.4,16,144,52,36.1,43,62,39,14,1,0,13,6,22,4,0,Matches
James Maddison,eng ENG,"MF,FW",Leicester City,24-087,1996,17.4,27,19,4,12,11,8,23,34.8,15,270,69,25.6,50,134,86,10,1,0,9,9,36,6,0,Matches
Harry Maguire,eng ENG,DF,Manchester Utd,27-350,1993,24.0,20,11,15,5,0,9,17,52.9,8,126,47,37.3,78,45,3,33,19,0,14,43,63,111,0,Matches
Riyad Mahrez,dz ALG,FW,Manchester City,29-363,1991,13.4,15,11,3,6,6,7,25,28.0,18,146,36,24.7,16,66,64,16,0,0,16,0,15,2,0,Matches
Ainsley Maitland-Niles,eng ENG,DF,Arsenal,23-173,1997,5.4,17,11,9,6,2,8,11,72.7,3,111,25,22.5,47,43,21,13,3,0,10,13,30,12,1,Matches
Ainsley Maitland-Niles,eng ENG,MF,West Brom,23-173,1997,2.0,3,2,2,1,0,1,2,50.0,1,50,11,22.0,20,25,5,7,0,0,7,5,8,5,0,Matches
Josh Maja,ng NGA,FW,Fulham,22-053,1998,1.9,1,1,0,0,1,0,0,,0,18,5,27.8,0,9,9,2,0,0,2,3,4,0,0,Matches
Sadio Mané,sn SEN,FW,Liverpool,28-314,1992,19.8,27,22,5,13,9,7,17,41.2,10,281,98,34.9,36,94,151,26,2,0,24,11,38,4,0,Matches
Javier Manquillo,es ESP,DF,Newcastle Utd,26-289,1994,8.0,23,11,9,11,3,8,12,66.7,4,104,30,28.8,38,39,27,17,2,0,15,5,28,19,0,Matches
Fernando Marçal,br BRA,DF,Wolves,31-365,1989,6.6,9,4,5,4,0,2,6,33.3,4,60,19,31.7,30,20,10,17,2,0,15,7,16,22,0,Matches
Solly March,eng ENG,DF,Brighton,26-213,1994,18.6,56,35,29,18,9,15,33,45.5,18,240,71,29.6,86,84,70,50,6,0,44,19,75,16,0,Matches
Pablo Marí,es ESP,DF,Arsenal,27-171,1993,3.0,6,6,5,1,0,1,1,100.0,0,19,9,47.4,10,9,0,8,4,0,4,1,7,22,0,Matches
Anthony Martial,fr FRA,FW,Manchester Utd,25-075,1995,14.6,1,1,0,0,1,0,6,0.0,6,136,40,29.4,9,36,91,18,3,0,15,2,3,6,0,Matches
Martinelli,br BRA,FW,Arsenal,19-245,2001,2.3,4,1,1,2,1,3,9,33.3,6,44,4,9.1,9,13,22,1,0,0,1,5,9,3,0,Matches
Emiliano Martínez,ar ARG,GK,Aston Villa,28-169,1992,22.0,0,0,0,0,0,0,0,,0,2,0,0.0,2,0,0,0,0,0,0,0,0,0,1,Matches
Arthur Masuaku,cd COD,DF,West Ham,27-103,1993,9.4,17,11,13,3,1,11,29,37.9,18,103,34,33.0,63,26,14,27,0,0,27,2,19,14,0,Matches
Juan Mata,es ESP,FW,Manchester Utd,32-296,1988,3.7,2,2,1,1,0,0,5,0.0,5,42,10,23.8,9,13,20,2,0,0,2,0,2,2,0,Matches
Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,23-235,1997,0.9,0,0,0,0,0,0,0,,0,8,1,12.5,0,3,5,0,0,0,0,1,1,2,0,Matches
Nemanja Matić,rs SRB,MF,Manchester Utd,32-201,1988,8.1,17,10,10,7,0,6,19,31.6,13,110,34,30.9,49,56,5,23,1,0,22,6,23,10,0,Matches
Joël Matip,cm CMR,DF,Liverpool,29-194,1991,7.7,14,10,10,4,0,5,8,62.5,3,59,24,40.7,36,20,3,7,0,0,7,4,18,28,0,Matches
Neal Maupay,fr FRA,"FW,MF",Brighton,24-188,1996,17.9,13,10,2,7,4,0,8,0.0,8,268,87,32.5,40,102,126,15,2,0,13,6,19,4,0,Matches
James McArthur,sco SCO,MF,Crystal Palace,33-134,1987,16.3,54,25,29,21,4,18,46,39.1,28,376,103,27.4,159,182,35,39,4,0,35,23,77,25,0,Matches
Oliver McBurnie,sco SCO,FW,Sheffield Utd,24-259,1996,11.1,11,6,5,4,2,4,13,30.8,9,225,48,21.3,18,129,78,13,3,0,10,6,17,19,0,Matches
Alex McCarthy,eng ENG,GK,Southampton,31-077,1989,22.0,0,0,0,0,0,0,2,0.0,2,3,1,33.3,3,0,0,0,0,0,0,0,0,2,1,Matches
James McCarthy,ie IRL,MF,Crystal Palace,30-098,1990,5.2,10,5,8,2,0,4,11,36.4,7,101,23,22.8,47,48,6,12,5,0,7,7,17,6,0,Matches
John McGinn,sco SCO,MF,Aston Villa,26-123,1994,21.0,42,23,15,21,6,12,41,29.3,29,306,76,24.8,86,166,54,24,4,0,20,19,61,19,2,Matches
David McGoldrick,ie IRL,"FW,MF",Sheffield Utd,33-081,1987,15.8,15,7,3,8,4,6,16,37.5,10,237,57,24.1,39,98,100,25,2,0,23,8,23,13,0,Matches
Dwight McNeil,eng ENG,MF,Burnley,21-088,1999,20.7,22,10,7,12,3,4,33,12.1,29,349,77,22.1,85,183,81,41,4,0,37,18,40,16,1,Matches
Scott McTominay,sco SCO,MF,Manchester Utd,24-072,1996,14.7,27,17,18,7,2,8,25,32.0,17,210,69,32.9,77,103,30,37,9,0,28,22,49,31,0,Matches
Ben Mee,eng ENG,DF,Burnley,31-148,1989,16.9,22,13,13,9,0,4,13,30.8,9,76,19,25.0,46,25,5,35,22,1,13,11,33,133,1,Matches
Benjamin Mendy,fr FRA,DF,Manchester City,26-216,1994,5.6,8,5,3,2,3,2,8,25.0,6,51,14,27.5,14,24,13,10,2,0,8,2,10,8,1,Matches
