,Unnamed: 0,player,nationality,position,squad,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,npxg_xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,matches
83,83,Kiko Casilla,es ESP,GK,Leeds United,34-134,1986,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
84,84,Timothy Castagne,be BEL,DF,Leicester City,25-070,1995,13,13,1085,12.1,1,2,1,0,0,1,0,0.08,0.17,0.25,0.08,0.25,0.4,0.4,0.7,1.2,0.03,0.06,0.1,0.03,0.1,Matches
85,85,Jonny Castro,es ESP,DF,Wolves,26-347,1994,1,1,45,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
86,86,Ivan Cavaleiro,pt POR,"FW,MF",Fulham,27-118,1993,20,16,1434,15.9,3,0,2,1,2,2,0,0.19,0.0,0.19,0.13,0.13,4.3,3.5,1.5,5.1,0.27,0.1,0.36,0.22,0.32,Matches
87,87,Edinson Cavani,uy URU,FW,Manchester Utd,33-365,1987,16,7,762,8.5,6,2,6,0,0,1,0,0.71,0.24,0.94,0.71,0.94,4.8,4.8,1.6,6.4,0.57,0.19,0.75,0.57,0.75,Matches
88,88,Dani Ceballos,es ESP,MF,Arsenal,24-190,1996,16,10,1019,11.3,0,1,0,0,0,3,0,0.0,0.09,0.09,0.0,0.09,0.1,0.1,2.0,2.1,0.01,0.18,0.19,0.01,0.19,Matches
89,89,Ben Chilwell,eng ENG,DF,Chelsea,24-054,1996,18,18,1486,16.5,2,4,2,0,0,2,0,0.12,0.24,0.36,0.12,0.36,1.3,1.3,1.1,2.4,0.08,0.07,0.15,0.08,0.15,Matches
90,90,Hamza Choudhury,eng ENG,MF,Leicester City,23-135,1997,5,3,221,2.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
91,91,Andreas Christensen,dk DEN,DF,Chelsea,24-309,1996,7,6,549,6.1,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
92,92,Ciaran Clark,ie IRL,DF,Newcastle Utd,31-140,1989,12,11,1025,11.4,1,0,1,0,0,2,0,0.09,0.0,0.09,0.09,0.09,0.3,0.3,0.1,0.3,0.02,0.01,0.03,0.02,0.03,Matches
93,93,Nathaniel Clyne,eng ENG,DF,Crystal Palace,29-314,1991,12,12,1055,11.7,0,1,0,0,0,2,0,0.0,0.09,0.09,0.0,0.09,0.1,0.1,0.3,0.4,0.01,0.02,0.04,0.01,0.04,Matches
94,94,Conor Coady,eng ENG,DF,Wolves,27-354,1993,22,22,1953,21.7,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.01,0.0,0.01,0.01,0.01,Matches
95,95,Séamus Coleman,ie IRL,DF,Everton,32-125,1988,12,8,667,7.4,0,1,0,0,0,0,0,0.0,0.13,0.13,0.0,0.13,0.2,0.2,0.6,0.7,0.02,0.08,0.1,0.02,0.1,Matches
96,96,Aaron Connolly,ie IRL,FW,Brighton,21-016,2000,14,8,662,7.4,2,1,2,0,0,0,0,0.27,0.14,0.41,0.27,0.41,3.0,3.0,0.2,3.2,0.41,0.02,0.43,0.41,0.43,Matches
