player,nationality,position,squad,age,birth_year,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,gca_og_for,matches
Kieran Gibbs,eng ENG,DF,West Brom,31-145,1989,9.0,4,0.44,4,0,0,0,0,0,1,0.11,1,0,0,0,0,0,0,Matches
Morgan Gibbs-White,eng ENG,"FW,MF",Wolves,21-022,2000,1.1,6,5.57,4,1,0,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
Billy Gilmour,sco SCO,MF,Chelsea,19-252,2001,0.4,1,2.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Olivier Giroud,fr FRA,FW,Chelsea,34-141,1986,7.1,14,1.96,11,0,0,2,0,1,0,0.00,0,0,0,0,0,0,0,Matches
Ben Godfrey,eng ENG,DF,Everton,23-034,1998,15.7,6,0.38,4,0,0,1,1,0,1,0.06,0,0,0,1,0,0,0,Matches
André Gomes,pt POR,MF,Everton,27-203,1993,10.7,19,1.77,16,1,1,0,0,1,2,0.19,2,0,0,0,0,0,0,Matches
Joe Gomez,eng ENG,DF,Liverpool,23-271,1997,6.6,2,0.31,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Anthony Gordon,eng ENG,"FW,MF",Everton,19-360,2001,1.0,1,1.02,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Karlan Grant,eng ENG,"FW,MF",West Brom,23-153,1997,12.0,10,0.83,7,1,1,1,0,0,1,0.08,1,0,0,0,0,0,0,Matches
Demarai Gray,eng ENG,FW,Leicester City,24-235,1996,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Jack Grealish,eng ENG,"FW,MF",Aston Villa,25-161,1995,22.0,134,6.10,102,12,8,2,9,1,20,0.91,16,0,0,0,3,1,0,Matches
Mason Greenwood,eng ENG,FW,Manchester Utd,19-140,2001,11.1,27,2.44,17,1,5,2,1,1,2,0.18,2,0,0,0,0,0,0,Matches
Pascal Groß,de GER,MF,Brighton,29-248,1991,14.0,59,4.22,36,23,0,0,0,0,5,0.36,4,1,0,0,0,0,0,Matches
Kamil Grosicki,pl POL,"FW,MF",West Brom,32-255,1988,1.6,5,3.04,4,0,0,1,0,0,2,1.22,2,0,0,0,0,0,0,Matches
Vicente Guaita,es ESP,GK,Crystal Palace,34-039,1987,24.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
İlkay Gündoğan,de GER,MF,Manchester City,30-117,1990,15.3,60,3.93,43,3,6,4,2,2,8,0.52,3,0,3,0,1,1,0,Matches
Antwoine Hackford,eng ENG,"DF,FW",Sheffield Utd,16-335,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Sébastien Haller,ci CIV,FW,West Ham,26-241,1994,10.4,17,1.63,13,0,1,0,3,0,0,0.00,0,0,0,0,0,0,0,Matches
Rekeem Harper,eng ENG,MF,West Brom,20-347,2000,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Jack Harrison,eng ENG,MF,Leeds United,24-090,1996,20.0,67,3.35,57,2,2,2,2,2,10,0.50,7,0,2,0,0,1,0,Matches
Kortney Hause,eng ENG,DF,Aston Villa,25-217,1995,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Kai Havertz,de GER,"MF,FW",Chelsea,21-252,1999,10.9,31,2.83,28,0,0,1,2,0,4,0.37,3,0,0,0,1,0,0,Matches
Isaac Hayden,eng ENG,"MF,DF",Newcastle Utd,25-333,1995,17.1,12,0.70,8,0,0,1,1,2,0,0.00,0,0,0,0,0,0,0,Matches
Michael Hector,jm JAM,DF,Fulham,28-214,1992,2.9,2,0.68,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Ahmed Hegazi,eg EGY,DF,West Brom,30-024,1991,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Dean Henderson,eng ENG,GK,Manchester Utd,23-343,1997,2.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Jordan Henderson,eng ENG,"MF,DF",Liverpool,30-246,1990,18.6,33,1.77,27,4,0,0,1,1,4,0.21,3,1,0,0,0,0,0,Matches
Jeff Hendrick,ie IRL,MF,Newcastle Utd,29-018,1992,14.5,14,0.97,12,0,0,1,1,0,2,0.14,2,0,0,0,0,0,0,Matches
Pablo Hernández,es ESP,MF,Leeds United,35-313,1985,3.1,13,4.18,9,0,1,2,0,1,2,0.64,2,0,0,0,0,0,0,Matches
Son Heung-min,kr KOR,FW,Tottenham,28-225,1992,21.9,62,2.83,35,18,6,0,3,0,9,0.41,6,2,1,0,0,0,0,Matches
Ki-Jana Hoever,nl NED,DF,Wolves,19-031,2002,3.3,4,1.20,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,Matches
Rob Holding,eng ENG,DF,Arsenal,25-151,1995,19.5,10,0.51,9,0,0,0,0,1,3,0.15,3,0,0,0,0,0,0,Matches
Mason Holgate,eng ENG,DF,Everton,24-119,1996,12.8,11,0.86,6,2,0,0,2,1,0,0.00,0,0,0,0,0,0,0,Matches
Conor Hourihane,ie IRL,MF,Aston Villa,30-016,1991,2.5,8,3.20,4,4,0,0,0,0,1,0.40,0,1,0,0,0,0,0,Matches
Callum Hudson-Odoi,eng ENG,"FW,DF",Chelsea,20-103,2000,8.3,41,4.93,39,0,2,0,0,0,6,0.72,5,0,1,0,0,0,0,Matches
Niall Huggins,wal WAL,DF,Leeds United,20-062,2000,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Pierre Højbjerg,dk DEN,MF,Tottenham,25-197,1995,23.0,34,1.48,26,3,0,2,1,2,5,0.22,4,1,0,0,0,0,0,Matches
Odion Ighalo,ng NGA,FW,Manchester Utd,31-247,1989,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Kelechi Iheanacho,ng NGA,FW,Leicester City,24-138,1996,4.4,9,2.07,8,0,1,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Danny Ings,eng ENG,FW,Southampton,28-210,1992,16.3,39,2.39,30,0,5,3,1,0,5,0.31,3,0,1,1,0,0,0,Matches
Branislav Ivanović,rs SRB,DF,West Brom,36-362,1984,8.2,1,0.12,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Alex Iwobi,ng NGA,"FW,DF",Everton,24-291,1996,12.4,35,2.83,29,0,2,2,1,1,4,0.32,4,0,0,0,0,0,0,Matches
Phil Jagielka,eng ENG,DF,Sheffield Utd,38-185,1982,2.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Alireza Jahanbakhsh,ir IRN,"FW,DF",Brighton,27-191,1993,2.8,13,4.62,11,0,0,1,1,0,1,0.36,1,0,0,0,0,0,0,Matches
Daniel James,wal WAL,FW,Manchester Utd,23-100,1997,3.9,7,1.77,6,0,0,0,1,0,1,0.25,1,0,0,0,0,0,0,Matches
Reece James,eng ENG,DF,Chelsea,21-072,1999,15.4,43,2.79,34,2,2,1,3,1,5,0.32,3,1,0,0,1,0,0,Matches
Alexandre Jankewitz,ch SUI,MF,Southampton,19-055,2001,0.0,1,30.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Gabriel Jesus,br BRA,FW,Manchester City,23-321,1997,13.0,39,2.99,25,0,5,3,6,0,6,0.46,5,0,0,1,0,0,0,Matches
Raúl Jiménez,mx MEX,FW,Wolves,29-289,1991,9.1,22,2.41,11,0,3,4,2,2,4,0.44,1,0,1,2,0,0,0,Matches
Joelinton,br BRA,"FW,MF",Newcastle Utd,24-188,1996,12.5,25,2.01,15,0,3,1,4,2,4,0.32,2,0,1,0,1,0,0,Matches
Ben Johnson,eng ENG,DF,West Ham,21-025,2000,2.6,1,0.38,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Sam Johnstone,eng ENG,GK,West Brom,27-330,1993,23.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Curtis Jones,eng ENG,MF,Liverpool,20-019,2001,9.9,25,2.54,18,0,2,0,2,3,3,0.30,3,0,0,0,0,0,0,Matches
Jorginho,it ITA,MF,Chelsea,29-060,1991,12.8,31,2.42,28,0,1,0,0,2,3,0.23,3,0,0,0,0,0,0,Matches
Willian José,br BRA,FW,Wolves,29-087,1991,3.8,4,1.04,2,0,1,0,1,0,1,0.26,0,0,0,0,1,0,0,Matches
Diogo Jota,pt POR,FW,Liverpool,24-076,1996,5.6,13,2.33,9,0,1,2,1,0,1,0.18,0,0,1,0,0,0,0,Matches
James Justin,eng ENG,DF,Leicester City,22-361,1998,23.0,48,2.09,37,2,3,0,6,0,7,0.30,5,0,1,0,1,0,0,Matches
Ozan Kabak,tr TUR,DF,Liverpool,20-330,2000,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Aboubakar Kamara,fr FRA,"FW,DF",Fulham,25-348,1995,3.5,10,2.86,9,0,1,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Harry Kane,eng ENG,FW,Tottenham,27-205,1993,20.4,70,3.44,42,2,13,3,8,2,18,0.88,11,1,4,0,2,0,0,Matches
N'Golo Kanté,fr FRA,MF,Chelsea,29-326,1991,17.0,31,1.82,29,0,0,1,0,1,0,0.00,0,0,0,0,0,0,0,Matches
Moise Kean,it ITA,FW,Everton,20-356,2000,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Michael Keane,eng ENG,DF,Everton,28-038,1993,20.2,13,0.64,12,0,0,1,0,0,1,0.05,1,0,0,0,0,0,0,Matches
Neeskens Kebano,cd COD,"FW,MF",Fulham,28-345,1992,1.3,3,2.27,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Naby Keïta,gn GUI,MF,Liverpool,26-008,1995,4.4,10,2.28,8,0,0,2,0,0,1,0.23,1,0,0,0,0,0,0,Matches
Caoimhin Kelleher,ie IRL,GK,Liverpool,22-087,1998,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Jonjoe Kenny,eng ENG,DF,Everton,23-340,1997,0.9,1,1.14,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Reda Khadra,de GER,FW,Brighton,19-229,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Max Kilman,eng ENG,DF,Wolves,23-271,1997,12.5,7,0.56,5,0,0,0,0,2,1,0.08,1,0,0,0,0,0,0,Matches
Joshua King,no NOR,"FW,MF",Everton,29-034,1992,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Mateusz Klich,pl POL,MF,Leeds United,30-250,1990,20.0,81,4.05,68,7,2,3,1,0,12,0.60,10,1,1,0,0,0,0,Matches
Robin Koch,de GER,DF,Leeds United,24-216,1996,10.1,8,0.79,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Sead Kolašinac,ba BIH,DF,Arsenal,27-243,1993,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Ezri Konsa,eng ENG,DF,Aston Villa,23-118,1997,19.5,1,0.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Cheikhou Kouyaté,sn SEN,DF,Crystal Palace,31-059,1989,20.7,8,0.39,6,0,0,1,1,0,1,0.05,1,0,0,0,0,0,0,Matches
Mateo Kovačić,hr CRO,MF,Chelsea,26-288,1994,14.1,29,2.06,26,0,1,0,2,0,3,0.21,3,0,0,0,0,0,0,Matches
Emil Krafth,se SWE,DF,Newcastle Utd,26-200,1994,5.9,5,0.84,4,1,0,0,0,0,1,0.17,1,0,0,0,0,0,0,Matches
Filip Krovinović,hr CRO,MF,West Brom,25-173,1995,6.1,17,2.80,10,3,3,0,1,0,1,0.16,1,0,0,0,0,0,0,Matches
Alexandre Lacazette,fr FRA,FW,Arsenal,29-266,1991,14.6,36,2.46,22,0,3,1,6,4,3,0.21,3,0,0,0,0,0,0,Matches
Adam Lallana,eng ENG,"MF,FW",Brighton,32-284,1988,9.4,30,3.18,27,0,0,1,2,0,2,0.21,1,0,0,1,0,0,0,Matches
Érik Lamela,ar ARG,FW,Tottenham,28-351,1992,4.9,15,3.06,8,2,1,1,1,2,4,0.82,1,1,0,1,0,1,0,Matches
Tariq Lamptey,eng ENG,DF,Brighton,20-141,2000,9.8,24,2.44,19,0,1,0,4,0,4,0.41,2,0,0,0,2,0,0,Matches
Manuel Lanzini,ar ARG,"MF,FW",West Ham,28-003,1993,4.2,15,3.56,9,1,1,2,1,1,4,0.95,2,0,0,1,1,0,0,Matches
Aymeric Laporte,fr FRA,DF,Manchester City,26-267,1994,8.4,4,0.47,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Jamaal Lascelles,eng ENG,DF,Newcastle Utd,27-099,1993,12.1,4,0.33,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Maxime Le Marchand,fr FRA,DF,Fulham,31-130,1989,1.4,2,1.46,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Mario Lemina,ga GAB,MF,Fulham,27-170,1993,9.3,12,1.29,8,0,4,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Bernd Leno,de GER,GK,Arsenal,28-351,1992,22.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Jamal Lewis,nir NIR,DF,Newcastle Utd,23-024,1998,18.3,28,1.53,23,3,1,0,1,0,2,0.11,2,0,0,0,0,0,0,Matches
Victor Lindelöf,se SWE,DF,Manchester Utd,26-216,1994,17.7,7,0.39,7,0,0,0,0,0,1,0.06,1,0,0,0,0,0,0,Matches
Jesse Lingard,eng ENG,"MF,FW",West Ham,28-065,1992,2.9,12,4.15,7,0,1,1,3,0,1,0.35,0,0,0,0,1,0,0,Matches
Jake Livermore,eng ENG,MF,West Brom,31-096,1989,13.6,8,0.59,7,0,0,1,0,0,1,0.07,1,0,0,0,0,0,0,Matches
Diego Llorente,es ESP,DF,Leeds United,27-186,1993,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Hugo Lloris,fr FRA,GK,Tottenham,34-054,1986,23.0,1,0.04,1,0,0,0,0,0,1,0.04,1,0,0,0,0,0,0,Matches
Giovani Lo Celso,ar ARG,"MF,FW",Tottenham,24-315,1996,4.9,17,3.49,10,3,0,1,3,0,3,0.62,3,0,0,0,0,0,0,Matches
Ruben Loftus-Cheek,eng ENG,"MF,FW",Fulham,25-026,1996,14.5,31,2.14,18,0,3,3,5,2,0,0.00,0,0,0,0,0,0,0,Matches
Ruben Loftus-Cheek,eng ENG,FW,Chelsea,25-026,1996,0.7,1,1.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Kevin Long,ie IRL,DF,Burnley,30-184,1990,7.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Shane Long,ie IRL,"FW,MF",Southampton,34-027,1987,2.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Matthew Longstaff,eng ENG,MF,Newcastle Utd,20-334,2000,4.2,2,0.48,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Sean Longstaff,eng ENG,MF,Newcastle Utd,23-111,1997,9.2,10,1.09,4,3,1,0,1,1,0,0.00,0,0,0,0,0,0,0,Matches
Ademola Lookman,eng ENG,"FW,MF",Fulham,23-121,1997,19.4,77,3.98,55,11,2,5,3,1,10,0.52,6,2,2,0,0,0,0,Matches
Max Lowe,eng ENG,DF,Sheffield Utd,23-283,1997,6.1,7,1.15,4,1,1,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Matthew Lowton,eng ENG,DF,Burnley,31-254,1989,20.0,24,1.20,20,1,1,0,0,2,1,0.05,1,0,0,0,0,0,0,Matches
David Luiz,br BRA,DF,Arsenal,33-302,1987,10.8,6,0.55,5,0,1,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Douglas Luiz,br BRA,MF,Aston Villa,22-285,1998,19.4,32,1.65,29,2,0,1,0,0,4,0.21,4,0,0,0,0,0,0,Matches
John Lundstram,eng ENG,MF,Sheffield Utd,27-000,1994,15.5,32,2.06,26,4,1,0,0,1,3,0.19,2,1,0,0,0,0,0,Matches
Alexis Mac Allister,ar ARG,"MF,FW",Brighton,22-056,1998,7.0,17,2.41,16,0,0,1,0,0,2,0.28,2,0,0,0,0,0,0,Matches
James Maddison,eng ENG,"MF,FW",Leicester City,24-087,1996,17.4,79,4.54,41,20,4,3,7,4,11,0.63,7,1,0,0,2,1,0,Matches
Harry Maguire,eng ENG,DF,Manchester Utd,27-350,1993,24.0,19,0.79,15,0,1,1,1,1,5,0.21,3,0,0,1,0,1,0,Matches
Riyad Mahrez,dz ALG,FW,Manchester City,29-363,1991,13.4,50,3.73,39,5,1,3,1,1,5,0.37,3,1,1,0,0,0,0,Matches
Ainsley Maitland-Niles,eng ENG,DF,Arsenal,23-173,1997,5.4,11,2.02,7,1,2,0,1,0,1,0.18,0,0,0,0,1,0,0,Matches
Ainsley Maitland-Niles,eng ENG,MF,West Brom,23-173,1997,2.0,4,2.00,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Josh Maja,ng NGA,FW,Fulham,22-053,1998,1.9,4,2.07,2,0,1,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Sadio Mané,sn SEN,FW,Liverpool,28-314,1992,19.8,80,4.04,57,0,4,7,11,1,8,0.40,3,0,0,3,1,1,0,Matches
Javier Manquillo,es ESP,DF,Newcastle Utd,26-289,1994,8.0,8,1.00,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Fernando Marçal,br BRA,DF,Wolves,31-365,1989,6.6,3,0.46,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Solly March,eng ENG,DF,Brighton,26-213,1994,18.6,52,2.80,39,7,4,2,0,0,3,0.16,2,1,0,0,0,0,0,Matches
Pablo Marí,es ESP,DF,Arsenal,27-171,1993,3.0,1,0.33,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Anthony Martial,fr FRA,FW,Manchester Utd,25-075,1995,14.6,37,2.54,25,0,2,4,5,1,7,0.48,2,0,0,2,3,0,0,Matches
Martinelli,br BRA,FW,Arsenal,19-245,2001,2.3,4,1.72,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
Emiliano Martínez,ar ARG,GK,Aston Villa,28-169,1992,22.0,4,0.18,4,0,0,0,0,0,1,0.05,1,0,0,0,0,0,0,Matches
Arthur Masuaku,cd COD,DF,West Ham,27-103,1993,9.4,29,3.07,20,2,4,2,1,0,2,0.21,2,0,0,0,0,0,0,Matches
Juan Mata,es ESP,FW,Manchester Utd,32-296,1988,3.7,18,4.84,12,4,0,2,0,0,5,1.34,3,1,0,1,0,0,0,Matches
Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,23-235,1997,0.9,3,3.42,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,Matches
Nemanja Matić,rs SRB,MF,Manchester Utd,32-201,1988,8.1,12,1.48,12,0,0,0,0,0,1,0.12,1,0,0,0,0,0,0,Matches
Joël Matip,cm CMR,DF,Liverpool,29-194,1991,7.7,6,0.78,5,0,0,1,0,0,2,0.26,1,0,0,1,0,0,0,Matches
Neal Maupay,fr FRA,"FW,MF",Brighton,24-188,1996,17.9,49,2.74,32,0,7,2,6,2,4,0.22,3,0,0,0,1,0,0,Matches
James McArthur,sco SCO,MF,Crystal Palace,33-134,1987,16.3,19,1.17,18,0,0,0,1,0,2,0.12,2,0,0,0,0,0,0,Matches
Oliver McBurnie,sco SCO,FW,Sheffield Utd,24-259,1996,11.1,24,2.16,20,0,0,3,1,0,2,0.18,1,0,0,0,1,0,0,Matches
Alex McCarthy,eng ENG,GK,Southampton,31-077,1989,22.0,1,0.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
James McCarthy,ie IRL,MF,Crystal Palace,30-098,1990,5.2,5,0.96,3,1,0,0,0,1,1,0.19,0,0,0,0,0,1,0,Matches
John McGinn,sco SCO,MF,Aston Villa,26-123,1994,21.0,53,2.52,44,1,2,1,5,0,9,0.43,6,1,1,0,1,0,0,Matches
David McGoldrick,ie IRL,"FW,MF",Sheffield Utd,33-081,1987,15.8,28,1.77,18,1,5,0,2,2,1,0.06,1,0,0,0,0,0,0,Matches
Dwight McNeil,eng ENG,MF,Burnley,21-088,1999,20.7,42,2.02,24,12,1,1,4,0,4,0.19,2,2,0,0,0,0,0,Matches
Scott McTominay,sco SCO,MF,Manchester Utd,24-072,1996,14.7,21,1.43,15,0,0,1,3,2,3,0.20,1,0,0,0,1,1,0,Matches
Ben Mee,eng ENG,DF,Burnley,31-148,1989,16.9,4,0.24,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Benjamin Mendy,fr FRA,DF,Manchester City,26-216,1994,5.6,5,0.89,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Edouard Mendy,sn SEN,GK,Chelsea,28-354,1992,19.0,2,0.11,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Nampalys Mendy,fr FRA,MF,Leicester City,28-240,1992,14.2,12,0.85,8,0,0,0,2,2,1,0.07,1,0,0,0,0,0,0,Matches
Illan Meslier,fr FRA,GK,Leeds United,20-353,2000,22.0,2,0.09,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Luka Milivojević,rs SRB,MF,Crystal Palace,29-317,1991,15.6,23,1.48,12,8,1,0,1,1,1,0.06,0,1,0,0,0,0,0,Matches
James Milner,eng ENG,"MF,DF",Liverpool,35-045,1986,6.9,15,2.16,10,3,1,0,0,1,1,0.14,0,1,0,0,0,0,0,Matches
Yerry Mina,co COL,DF,Everton,26-148,1994,18.2,3,0.16,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Takumi Minamino,jp JPN,MF,Southampton,26-033,1995,1.7,2,1.19,1,0,0,0,1,0,1,0.60,1,0,0,0,0,0,0,Matches
Takumi Minamino,jp JPN,"MF,FW",Liverpool,26-033,1995,3.3,6,1.84,3,0,1,1,1,0,1,0.31,0,0,1,0,0,0,0,Matches
Tyrone Mings,eng ENG,DF,Aston Villa,27-342,1993,20.5,10,0.49,8,0,1,1,0,0,1,0.05,1,0,0,0,0,0,0,Matches
Tyrick Mitchell,eng ENG,DF,Crystal Palace,21-170,1999,12.0,8,0.67,8,0,0,0,0,0,2,0.17,2,0,0,0,0,0,0,Matches
Aleksandar Mitrović,rs SRB,FW,Fulham,26-155,1994,11.2,36,3.22,29,1,3,1,1,1,4,0.36,3,0,0,1,0,0,0,Matches
Jayson Molumby,ie IRL,MF,Brighton,21-196,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Wes Morgan,jm JAM,DF,Leicester City,37-028,1984,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Mason Mount,eng ENG,"MF,FW",Chelsea,22-039,1999,20.7,96,4.63,52,35,4,2,2,1,8,0.39,2,4,0,2,0,0,0,Matches
Lucas Moura,br BRA,"FW,MF",Tottenham,28-189,1992,7.3,11,1.51,11,0,0,0,0,0,2,0.28,2,0,0,0,0,0,0,Matches
Lys Mousset,fr FRA,FW,Sheffield Utd,25-010,1996,2.3,4,1.77,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
João Moutinho,pt POR,MF,Wolves,34-163,1986,17.6,49,2.79,31,15,0,2,0,1,2,0.11,1,1,0,0,0,0,0,Matches
Joel Mumbongo,se SWE,FW,Burnley,22-040,1999,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Jacob Murphy,eng ENG,"DF,MF",Newcastle Utd,25-360,1995,8.2,14,1.70,9,1,1,0,1,2,1,0.12,1,0,0,0,0,0,0,Matches
Shkodran Mustafi,de GER,DF,Arsenal,28-307,1992,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Marvelous Nakamba,zw ZIM,MF,Aston Villa,27-030,1994,3.2,3,0.94,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Wilfred Ndidi,ng NGA,"MF,DF",Leicester City,24-064,1996,10.6,7,0.66,5,0,0,0,0,2,1,0.09,1,0,0,0,0,0,0,Matches
Tanguy Ndombele,fr FRA,MF,Tottenham,24-052,1996,15.1,34,2.25,25,0,4,1,3,1,7,0.46,6,0,0,1,0,0,0,Matches
Reiss Nelson,eng ENG,FW,Arsenal,21-070,1999,0.8,1,1.27,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Pedro Neto,pt POR,"FW,MF",Wolves,20-346,2000,22.0,90,4.09,44,22,12,4,8,0,7,0.32,2,2,1,2,0,0,0,Matches
Rúben Neves,pt POR,MF,Wolves,23-342,1997,18.3,38,2.08,32,2,2,2,0,0,2,0.11,2,0,0,0,0,0,0,Matches
Eddie Nketiah,eng ENG,FW,Arsenal,21-264,1999,3.6,5,1.38,3,0,0,0,1,1,1,0.28,1,0,0,0,0,0,0,Matches
Niels Nkounkou,fr FRA,DF,Everton,20-109,2000,0.8,1,1.32,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Dan Nlundulu,eng ENG,"FW,MF",Southampton,22-013,1999,1.0,1,0.99,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Mark Noble,eng ENG,MF,West Ham,33-286,1987,3.5,3,0.86,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Oliver Norwood,nir NIR,MF,Sheffield Utd,29-312,1991,12.1,25,2.06,18,7,0,0,0,0,1,0.08,1,0,0,0,0,0,0,Matches
Jack O'Connell,eng ENG,DF,Sheffield Utd,26-326,1994,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Dara O'Shea,ie IRL,DF,West Brom,21-351,1999,15.4,11,0.72,9,2,0,0,0,0,2,0.13,1,1,0,0,0,0,0,Matches
Michael Obafemi,ie IRL,FW,Southampton,20-227,2000,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Denis Odoi,be BEL,DF,Fulham,32-267,1988,3.0,5,1.67,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Angelo Ogbonna,it ITA,DF,West Ham,32-271,1988,22.7,6,0.26,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Robin Olsen,se SWE,GK,Everton,31-041,1990,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Josh Onomah,eng ENG,MF,Fulham,23-297,1997,1.6,2,1.24,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Divock Origi,be BEL,FW,Liverpool,25-306,1995,2.0,3,1.48,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Ben Osborn,eng ENG,"MF,DF",Sheffield Utd,26-197,1994,9.5,18,1.89,14,4,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
