player,nationality,position,squad,age,birth_year,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,matches
Eberechi Eze,eng ENG,MF,Crystal Palace,22-229,1998,16.7,928,16,148,468,414,37,871,43,71,60.6,46,4,750,5051,2809,134,47,10,25,36,785,655,83.4,80,Matches
Łukasz Fabiański,pl POL,GK,West Ham,35-301,1985,22.0,651,588,651,0,0,0,425,0,0,,0,0,287,1753,997,0,0,0,0,0,220,219,99.5,0,Matches
Fabinho,br BRA,"DF,MF",Liverpool,27-113,1993,17.4,1529,131,667,878,61,5,1507,3,5,60.0,4,0,1003,4830,2755,97,6,0,2,3,1158,1139,98.4,8,Matches
Bruno Fernandes,pt POR,MF,Manchester Utd,26-158,1994,21.4,1704,26,202,758,830,81,1561,13,38,34.2,17,2,1024,4567,2712,161,47,10,28,26,1541,1279,83.0,196,Matches
Federico Fernández,ar ARG,DF,Newcastle Utd,31-358,1989,15.3,747,155,465,242,63,6,700,0,0,,0,0,363,1439,519,5,1,0,2,4,404,387,95.8,4,Matches
Fernandinho,br BRA,MF,Manchester City,35-285,1985,5.8,544,15,67,431,76,3,535,3,4,75.0,4,0,408,1858,1048,67,14,1,1,2,454,437,96.3,7,Matches
Sam Field,eng ENG,MF,West Brom,22-281,1998,0.7,44,5,17,28,2,0,44,1,2,50.0,2,0,14,32,19,1,1,0,0,1,12,12,100.0,0,Matches
Roberto Firmino,br BRA,FW,Liverpool,29-134,1991,19.8,1023,6,70,477,532,152,993,28,40,70.0,29,3,697,3098,1550,98,26,19,38,29,1102,775,70.3,206,Matches
John Fleck,sco SCO,MF,Sheffield Utd,29-173,1991,14.7,805,16,128,394,341,24,753,16,24,66.7,17,3,512,2649,1686,82,37,5,8,23,597,541,90.6,33,Matches
Phil Foden,eng ENG,FW,Manchester City,20-261,2000,11.4,646,8,58,212,413,87,619,29,47,61.7,34,2,487,2416,1438,85,21,27,17,19,638,517,81.0,97,Matches
Wesley Fofana,fr FRA,DF,Leicester City,20-058,2000,15.5,1106,143,546,589,52,12,1069,6,8,75.0,6,0,703,4780,2681,75,13,0,9,6,731,706,96.6,2,Matches
Pablo Fornals,es ESP,"FW,MF",West Ham,24-357,1996,17.1,753,13,134,382,283,42,738,10,27,37.0,11,0,499,2616,1330,71,20,9,15,21,708,530,74.9,70,Matches
Fraser Forster,eng ENG,GK,Southampton,32-333,1988,1.0,45,36,45,0,0,0,25,0,0,,0,0,14,34,9,0,0,0,0,0,13,13,100.0,0,Matches
Timothy Fosu-Mensah,nl NED,DF,Manchester Utd,23-042,1998,0.9,85,1,16,38,37,4,81,0,0,,0,0,61,263,157,7,4,1,1,2,66,64,97.0,8,Matches
Ryan Fraser,sco SCO,"MF,FW",Newcastle Utd,26-355,1994,6.3,289,9,48,88,170,14,245,2,3,66.7,2,1,177,898,464,28,4,1,7,6,270,197,73.0,30,Matches
Fred,br BRA,MF,Manchester Utd,27-345,1993,14.7,1130,36,291,684,231,10,1104,14,19,73.7,17,0,750,3493,1707,51,20,2,12,15,835,776,92.9,17,Matches
Ryan Fredericks,eng ENG,"DF,FW",West Ham,28-126,1992,4.9,264,27,73,115,87,7,236,2,4,50.0,2,0,130,589,358,19,5,0,1,0,171,141,82.5,13,Matches
Christian Fuchs,at AUT,DF,Leicester City,34-312,1986,7.8,662,54,231,373,87,2,592,0,2,0.0,0,0,376,1435,696,27,8,0,2,1,450,434,96.4,3,Matches
Darnell Furlong,eng ENG,DF,West Brom,25-105,1995,18.1,878,77,252,385,280,38,739,7,13,53.8,9,0,362,1757,949,40,19,2,21,8,575,472,82.1,28,Matches
Conor Gallagher,eng ENG,MF,West Brom,21-007,2000,16.1,776,38,186,425,221,21,754,23,37,62.2,23,2,517,2751,1272,50,13,6,22,20,544,461,84.7,42,Matches
Eric García,es ESP,DF,Manchester City,20-035,2001,2.2,241,20,65,179,11,0,237,0,0,,0,0,177,1113,721,31,5,0,0,0,200,194,97.0,0,Matches
Dwight Gayle,eng ENG,"FW,MF",Newcastle Utd,30-119,1990,1.1,40,1,5,13,23,8,37,0,0,,0,0,18,45,15,0,1,0,1,1,42,23,54.8,10,Matches
David de Gea,es ESP,GK,Manchester Utd,30-098,1990,20.5,486,447,484,2,0,0,315,0,0,,0,0,180,759,326,0,0,0,0,0,188,187,99.5,0,Matches
Anwar El Ghazi,nl NED,FW,Aston Villa,25-286,1995,6.3,310,5,24,109,204,39,299,16,23,69.6,16,1,207,1200,839,51,18,8,15,13,333,250,75.1,55,Matches
Kieran Gibbs,eng ENG,DF,West Brom,31-140,1989,9.0,396,54,154,178,80,3,353,2,3,66.7,2,0,187,1127,552,23,5,0,5,3,216,189,87.5,9,Matches
Morgan Gibbs-White,eng ENG,"FW,MF",Wolves,21-017,2000,1.1,67,1,6,38,29,1,64,0,1,0.0,0,0,46,253,143,10,5,0,4,1,63,51,81.0,5,Matches
Billy Gilmour,sco SCO,MF,Chelsea,19-247,2001,0.4,44,1,8,26,12,0,44,0,1,0.0,0,1,31,134,51,3,0,0,0,0,35,33,94.3,1,Matches
Olivier Giroud,fr FRA,FW,Chelsea,34-136,1986,6.4,220,8,24,92,109,35,214,1,3,33.3,1,0,103,182,63,3,0,0,13,8,331,171,51.7,43,Matches
Ben Godfrey,eng ENG,DF,Everton,23-029,1998,13.7,711,72,320,342,95,8,624,5,7,71.4,6,0,339,2141,1186,36,15,2,12,12,393,358,91.1,3,Matches
André Gomes,pt POR,MF,Everton,27-198,1993,9.7,593,13,131,358,154,12,585,15,22,68.2,16,0,444,2256,1082,45,16,2,13,24,459,420,91.5,21,Matches
Joe Gomez,eng ENG,DF,Liverpool,23-266,1997,6.6,591,69,268,352,6,0,584,4,4,100.0,4,0,417,1924,1071,27,0,0,1,6,426,424,99.5,0,Matches
Anthony Gordon,eng ENG,"FW,MF",Everton,19-355,2001,1.0,45,2,14,15,18,3,44,3,7,42.9,3,0,37,212,116,4,0,1,3,4,39,28,71.8,5,Matches
Karlan Grant,eng ENG,"FW,MF",West Brom,23-148,1997,12.0,340,14,40,152,166,42,321,12,20,60.0,14,1,202,1182,400,25,7,9,29,18,446,222,49.8,78,Matches
Demarai Gray,eng ENG,FW,Leicester City,24-230,1996,0.2,16,0,2,3,11,1,15,0,0,,0,0,12,60,17,1,0,0,1,0,14,10,71.4,3,Matches
Jack Grealish,eng ENG,"FW,MF",Aston Villa,25-156,1995,21.0,1236,18,127,516,726,167,1148,56,86,65.1,59,0,960,7837,5081,268,79,73,34,38,1188,897,75.5,163,Matches
Mason Greenwood,eng ENG,FW,Manchester Utd,19-135,2001,10.8,489,1,58,209,256,45,485,23,41,56.1,27,2,406,1997,1021,59,11,16,17,17,531,404,76.1,79,Matches
Pascal Groß,de GER,MF,Brighton,29-243,1991,13.0,836,16,167,408,310,32,743,8,15,53.3,8,0,493,2404,997,57,19,3,9,7,658,568,86.3,46,Matches
Kamil Grosicki,pl POL,"FW,MF",West Brom,32-250,1988,1.6,61,2,9,18,35,4,59,1,1,100.0,1,0,42,342,168,13,0,2,2,2,57,39,68.4,5,Matches
Vicente Guaita,es ESP,GK,Crystal Palace,34-034,1987,23.0,693,597,692,2,0,0,451,0,0,,0,0,248,1226,701,0,0,0,0,0,229,228,99.6,0,Matches
İlkay Gündoğan,de GER,MF,Manchester City,30-112,1990,14.5,1211,18,166,740,413,49,1178,19,30,63.3,22,1,855,4531,2448,110,47,5,11,8,1104,1003,90.9,69,Matches
Antwoine Hackford,eng ENG,"DF,FW",Sheffield Utd,16-330,2004,0.1,3,0,0,2,1,1,3,0,0,,0,0,0,0,0,0,0,0,0,0,8,1,12.5,0,Matches
Sébastien Haller,ci CIV,FW,West Ham,26-236,1994,10.4,384,12,29,192,177,54,374,8,14,57.1,9,1,200,611,186,8,4,0,34,19,558,296,53.0,69,Matches
Rekeem Harper,eng ENG,MF,West Brom,20-342,2000,0.4,22,0,2,16,6,0,22,0,0,,0,0,11,41,18,1,1,0,1,0,14,12,85.7,2,Matches
Jack Harrison,eng ENG,MF,Leeds United,24-085,1996,19.5,986,25,185,335,529,69,958,32,49,65.3,34,3,711,4126,2325,128,29,15,52,40,910,708,77.8,124,Matches
Kortney Hause,eng ENG,DF,Aston Villa,25-212,1995,4.0,189,27,100,89,10,8,183,0,0,,0,0,87,422,163,1,0,0,2,0,99,91,91.9,0,Matches
Kai Havertz,de GER,"MF,FW",Chelsea,21-247,1999,10.9,691,18,101,355,287,38,680,11,28,39.3,13,2,513,2588,1249,59,30,7,26,26,672,544,81.0,99,Matches
Isaac Hayden,eng ENG,"MF,DF",Newcastle Utd,25-328,1995,16.1,805,61,283,419,128,10,755,6,13,46.2,7,0,422,1483,566,19,7,2,9,12,460,414,90.0,14,Matches
Michael Hector,jm JAM,DF,Fulham,28-209,1992,2.9,199,31,118,89,5,1,190,2,2,100.0,2,0,132,664,447,9,1,0,1,0,141,140,99.3,1,Matches
Ahmed Hegazi,eg EGY,DF,West Brom,30-019,1991,1.0,68,17,48,24,0,0,68,0,0,,0,0,32,165,62,0,0,0,1,0,32,32,100.0,0,Matches
Dean Henderson,eng ENG,GK,Manchester Utd,23-338,1997,2.5,72,66,72,0,0,0,49,0,0,,0,0,21,83,18,0,0,0,0,0,25,25,100.0,0,Matches
Jordan Henderson,eng ENG,"MF,DF",Liverpool,30-241,1990,17.6,1831,71,477,1221,262,13,1792,6,10,60.0,6,1,1273,7689,4190,143,42,1,7,3,1490,1442,96.8,16,Matches
Jeff Hendrick,ie IRL,MF,Newcastle Utd,29-013,1992,14.5,601,35,163,345,126,16,591,9,16,56.3,10,0,363,1549,621,22,9,1,7,14,452,385,85.2,16,Matches
Pablo Hernández,es ESP,MF,Leeds United,35-308,1985,3.1,295,5,45,156,119,15,283,6,8,75.0,6,0,216,1363,858,45,16,6,1,1,275,243,88.4,29,Matches
Son Heung-min,kr KOR,FW,Tottenham,28-220,1992,20.9,884,8,105,373,463,78,800,26,38,68.4,26,3,587,3209,1730,85,29,21,33,33,996,632,63.5,153,Matches
Ki-Jana Hoever,nl NED,DF,Wolves,19-026,2002,3.3,217,14,69,101,67,5,191,1,6,16.7,1,0,131,790,575,22,10,0,3,3,147,133,90.5,4,Matches
Rob Holding,eng ENG,DF,Arsenal,25-146,1995,19.5,1408,216,756,704,45,19,1380,6,8,75.0,6,1,960,5122,3055,79,4,0,3,5,1041,1008,96.8,1,Matches
Mason Holgate,eng ENG,DF,Everton,24-114,1996,10.8,660,73,314,294,91,4,589,5,8,62.5,5,0,361,1954,1249,29,6,0,3,7,391,372,95.1,6,Matches
Conor Hourihane,ie IRL,MF,Aston Villa,30-011,1991,2.5,170,3,20,66,85,5,133,0,0,,0,0,86,201,82,4,0,0,1,0,127,112,88.2,9,Matches
Callum Hudson-Odoi,eng ENG,"FW,DF",Chelsea,20-098,2000,7.5,470,5,46,155,303,47,457,8,15,53.3,8,0,364,2525,1699,103,18,20,8,7,472,390,82.6,64,Matches
Pierre Højbjerg,dk DEN,MF,Tottenham,25-192,1995,22.0,1782,77,463,1206,212,16,1727,14,25,56.0,15,2,1223,5424,2538,91,21,1,17,18,1323,1273,96.2,20,Matches
Odion Ighalo,ng NGA,FW,Manchester Utd,31-242,1989,0.1,5,0,0,1,4,2,5,0,0,,0,0,5,1,0,0,0,0,1,3,10,5,50.0,3,Matches
Kelechi Iheanacho,ng NGA,FW,Leicester City,24-133,1996,4.4,162,1,6,63,103,24,159,6,8,75.0,7,0,121,465,197,12,3,1,19,11,254,131,51.6,41,Matches
Danny Ings,eng ENG,FW,Southampton,28-205,1992,15.3,512,20,60,228,249,72,506,23,42,54.8,25,4,332,1306,663,38,12,10,27,15,630,352,55.9,104,Matches
Branislav Ivanović,rs SRB,DF,West Brom,36-357,1984,8.2,379,52,197,186,10,6,360,0,0,,0,0,172,786,399,4,1,0,1,1,215,207,96.3,1,Matches
Alex Iwobi,ng NGA,"FW,DF",Everton,24-286,1996,11.6,626,18,144,285,261,34,601,29,41,70.7,29,3,480,3362,2092,107,30,9,16,23,550,451,82.0,54,Matches
Phil Jagielka,eng ENG,DF,Sheffield Utd,38-180,1982,2.6,106,20,58,44,5,0,98,0,0,,0,0,34,91,33,1,0,0,0,0,41,37,90.2,0,Matches
Alireza Jahanbakhsh,ir IRN,"FW,DF",Brighton,27-186,1993,2.8,141,1,8,55,89,18,137,7,8,87.5,7,0,96,487,312,19,8,2,6,3,164,107,65.2,27,Matches
Daniel James,wal WAL,FW,Manchester Utd,23-095,1997,3.9,188,5,26,66,111,20,188,3,7,42.9,5,0,137,777,470,26,6,5,5,8,186,141,75.8,28,Matches
Reece James,eng ENG,DF,Chelsea,21-067,1999,15.2,1348,59,327,599,495,35,1218,21,28,75.0,21,0,867,3781,2020,113,31,14,3,17,991,924,93.2,67,Matches
Alexandre Jankewitz,ch SUI,MF,Southampton,19-050,2001,0.0,7,0,2,3,2,0,7,0,0,,0,0,5,7,0,0,0,0,1,0,4,4,100.0,0,Matches
Gabriel Jesus,br BRA,FW,Manchester City,23-316,1997,11.2,454,5,26,189,260,67,439,17,40,42.5,17,2,341,1405,574,35,7,4,23,23,572,362,63.3,119,Matches
Raúl Jiménez,mx MEX,FW,Wolves,29-284,1991,9.1,384,15,36,213,164,41,377,11,23,47.8,14,0,253,1359,724,43,13,6,21,19,421,295,70.1,83,Matches
Joelinton,br BRA,"FW,MF",Newcastle Utd,24-183,1996,12.2,543,23,100,291,196,38,537,21,36,58.3,22,3,356,1624,770,42,12,5,31,23,566,374,66.1,60,Matches
Ben Johnson,eng ENG,DF,West Ham,21-020,2000,1.6,73,2,20,35,23,1,68,2,3,66.7,2,0,46,270,162,8,2,0,0,1,52,49,94.2,1,Matches
Sam Johnstone,eng ENG,GK,West Brom,27-325,1993,22.0,826,687,818,8,0,0,553,0,0,,0,0,323,2003,1165,0,0,0,0,0,295,294,99.7,0,Matches
Curtis Jones,eng ENG,MF,Liverpool,20-014,2001,9.0,829,13,112,513,274,18,824,13,21,61.9,13,0,666,3450,1806,96,31,6,8,13,742,683,92.0,45,Matches
Jorginho,it ITA,MF,Chelsea,29-055,1991,11.8,1046,40,303,647,160,14,1030,5,9,55.6,6,0,702,2895,1558,56,14,1,6,7,799,781,97.7,8,Matches
Willian José,br BRA,FW,Wolves,29-082,1991,2.9,91,3,12,49,37,14,88,4,5,80.0,4,0,61,253,71,5,3,0,5,4,124,62,50.0,12,Matches
Diogo Jota,pt POR,FW,Liverpool,24-071,1996,5.6,296,3,26,129,159,41,293,10,16,62.5,11,0,228,1326,912,43,9,11,20,12,294,238,81.0,62,Matches
James Justin,eng ENG,DF,Leicester City,22-356,1998,23.0,1543,58,453,693,491,43,1370,20,34,58.8,21,1,928,4128,2443,113,46,4,25,24,1056,943,89.3,79,Matches
Aboubakar Kamara,fr FRA,"FW,DF",Fulham,25-343,1995,3.5,177,2,17,82,94,5,172,4,8,50.0,4,1,127,557,340,19,6,0,13,9,170,128,75.3,18,Matches
Harry Kane,eng ENG,FW,Tottenham,27-200,1993,19.4,798,35,103,409,345,94,772,22,41,53.7,22,3,509,2669,1413,78,31,13,42,43,925,584,63.1,124,Matches
N'Golo Kanté,fr FRA,MF,Chelsea,29-321,1991,16.8,1257,39,341,755,241,9,1240,18,23,78.3,18,1,799,3744,1971,67,22,0,13,21,900,845,93.9,26,Matches
Moise Kean,it ITA,FW,Everton,20-351,2000,0.2,14,0,1,6,8,4,14,0,3,0.0,0,0,11,84,56,2,1,1,1,0,13,12,92.3,6,Matches
Michael Keane,eng ENG,DF,Everton,28-033,1993,18.8,1334,217,799,575,37,20,1305,0,1,0.0,0,0,809,4625,2771,52,4,0,3,6,984,970,98.6,2,Matches
Neeskens Kebano,cd COD,"FW,MF",Fulham,28-340,1992,1.3,67,1,7,22,43,4,65,3,6,50.0,3,0,47,289,151,7,3,1,4,4,64,49,76.6,11,Matches
Naby Keïta,gn GUI,MF,Liverpool,26-003,1995,4.4,313,1,35,210,88,18,303,8,10,80.0,8,0,221,943,499,28,7,2,9,11,259,233,90.0,18,Matches
Caoimhin Kelleher,ie IRL,GK,Liverpool,22-082,1998,2.0,68,58,68,0,0,0,51,0,0,,0,0,28,97,27,0,0,0,0,0,33,33,100.0,0,Matches
Jonjoe Kenny,eng ENG,DF,Everton,23-335,1997,0.9,71,3,16,21,37,5,58,0,1,0.0,0,0,36,150,63,2,1,0,1,0,49,43,87.8,2,Matches
Reda Khadra,de GER,FW,Brighton,19-224,2001,0.1,1,0,0,0,1,1,1,0,0,,0,0,1,39,36,1,0,1,0,0,5,1,20.0,1,Matches
Max Kilman,eng ENG,DF,Wolves,23-266,1997,12.4,725,68,343,395,35,10,706,3,4,75.0,3,0,458,2414,1320,31,6,0,3,3,520,509,97.9,2,Matches
Joshua King,no NOR,"MF,FW",Everton,29-029,1992,0.2,17,0,3,12,7,0,17,2,2,100.0,2,0,14,68,59,4,2,0,0,6,17,11,64.7,3,Matches
Mateusz Klich,pl POL,MF,Leeds United,30-245,1990,19.5,1339,26,209,667,549,57,1291,10,17,58.8,13,2,834,4637,2326,117,53,3,23,22,1174,984,83.8,154,Matches
Robin Koch,de GER,DF,Leeds United,24-211,1996,10.1,764,140,456,321,31,9,750,0,0,,0,0,491,2838,1867,28,4,0,0,5,530,523,98.7,4,Matches
Sead Kolašinac,ba BIH,DF,Arsenal,27-238,1993,1.0,66,1,14,36,18,1,62,0,0,,0,0,51,170,113,5,1,0,1,0,52,50,96.2,6,Matches
Ezri Konsa,eng ENG,DF,Aston Villa,23-113,1997,18.5,780,161,457,321,30,14,761,3,6,50.0,3,0,440,1709,629,9,2,0,3,2,462,439,95.0,5,Matches
Cheikhou Kouyaté,sn SEN,DF,Crystal Palace,31-054,1989,19.7,939,134,518,412,47,19,909,4,6,66.7,4,0,477,2314,1020,27,3,0,2,9,532,510,95.9,5,Matches
Mateo Kovačić,hr CRO,MF,Chelsea,26-283,1994,13.1,1200,16,201,814,273,13,1189,22,28,78.6,22,1,953,5155,2685,129,35,4,11,12,1091,1027,94.1,30,Matches
Emil Krafth,se SWE,DF,Newcastle Utd,26-195,1994,4.9,270,35,127,99,55,4,225,1,3,33.3,1,0,117,575,324,18,5,1,0,1,135,123,91.1,6,Matches
Filip Krovinović,hr CRO,MF,West Brom,25-168,1995,6.1,423,6,72,259,119,5,392,8,9,88.9,8,0,279,1706,923,44,13,2,7,8,324,288,88.9,26,Matches
Alexandre Lacazette,fr FRA,FW,Arsenal,29-261,1991,14.6,495,9,58,226,228,76,470,11,18,61.1,12,0,306,1074,427,23,8,5,22,21,596,340,57.0,106,Matches
Adam Lallana,eng ENG,"MF,FW",Brighton,32-279,1988,9.1,482,19,96,214,197,39,471,10,14,71.4,10,0,330,1556,834,43,8,7,9,10,445,357,80.2,56,Matches
Érik Lamela,ar ARG,"FW,MF",Tottenham,28-346,1992,4.1,228,3,18,115,115,14,206,5,6,83.3,5,0,161,1099,478,34,12,2,6,8,211,163,77.3,30,Matches
Tariq Lamptey,eng ENG,DF,Brighton,20-136,2000,9.8,635,18,169,278,249,33,544,17,34,50.0,18,2,417,2572,1683,85,31,13,16,15,466,384,82.4,37,Matches
Manuel Lanzini,ar ARG,"MF,FW",West Ham,27-364,1993,3.5,237,6,40,127,93,11,232,6,9,66.7,6,0,173,976,443,17,9,0,5,9,217,172,79.3,22,Matches
Aymeric Laporte,fr FRA,DF,Manchester City,26-262,1994,6.4,591,36,211,387,46,5,573,2,2,100.0,2,0,423,2522,1621,61,13,0,3,0,455,451,99.1,1,Matches
Jamaal Lascelles,eng ENG,DF,Newcastle Utd,27-094,1993,11.1,515,108,354,152,20,9,505,2,3,66.7,2,0,266,1019,362,9,0,0,2,1,299,294,98.3,2,Matches
Maxime Le Marchand,fr FRA,DF,Fulham,31-125,1989,1.4,92,18,59,33,4,0,90,0,0,,0,0,60,268,147,2,1,0,0,0,70,69,98.6,0,Matches
Mario Lemina,ga GAB,MF,Fulham,27-165,1993,7.6,504,22,153,313,79,0,499,13,15,86.7,14,0,307,1660,921,40,7,0,7,17,360,341,94.7,5,Matches
Bernd Leno,de GER,GK,Arsenal,28-346,1992,21.8,783,644,766,19,0,0,602,0,0,,0,0,414,1505,874,0,0,0,0,1,414,411,99.3,0,Matches
Jamal Lewis,nir NIR,DF,Newcastle Utd,23-019,1998,17.3,856,57,345,368,200,7,733,13,25,52.0,13,1,478,2411,1125,39,16,1,6,14,499,453,90.8,19,Matches
Victor Lindelöf,se SWE,DF,Manchester Utd,26-211,1994,16.7,1200,202,661,543,55,9,1165,1,3,33.3,1,0,751,4823,2544,57,10,0,2,5,852,836,98.1,2,Matches
Jesse Lingard,eng ENG,"MF,FW",West Ham,28-060,1992,2.0,102,1,9,52,49,3,96,5,10,50.0,5,1,81,324,205,11,5,1,2,1,100,79,79.0,12,Matches
Jake Livermore,eng ENG,MF,West Brom,31-091,1989,13.3,506,45,149,306,69,8,502,1,5,20.0,1,0,250,955,377,15,4,0,6,8,276,238,86.2,9,Matches
Diego Llorente,es ESP,DF,Leeds United,27-181,1993,1.0,98,12,59,45,2,0,97,1,1,100.0,1,0,64,538,379,5,1,0,0,1,68,68,100.0,0,Matches
Hugo Lloris,fr FRA,GK,Tottenham,34-049,1986,22.0,636,576,635,1,0,0,399,0,0,,0,0,232,963,552,0,0,0,0,0,223,221,99.1,0,Matches
Giovani Lo Celso,ar ARG,"MF,FW",Tottenham,24-310,1996,4.9,305,8,55,147,124,13,282,7,10,70.0,7,1,206,970,533,15,11,5,5,15,248,197,79.4,17,Matches
Ruben Loftus-Cheek,eng ENG,FW,Chelsea,25-021,1996,0.7,25,0,5,16,5,0,25,0,4,0.0,0,1,19,84,46,1,1,0,2,1,29,18,62.1,5,Matches
Ruben Loftus-Cheek,eng ENG,"FW,MF",Fulham,25-021,1996,12.5,578,14,76,333,216,37,575,21,38,55.3,23,2,422,2578,1460,54,20,5,34,23,661,429,64.9,70,Matches
Kevin Long,ie IRL,DF,Burnley,30-179,1990,6.0,261,34,149,110,6,5,257,0,0,,0,0,116,397,134,1,0,0,1,0,134,127,94.8,1,Matches
Shane Long,ie IRL,"FW,MF",Southampton,34-022,1987,2.3,88,1,9,42,41,7,86,3,6,50.0,3,0,46,121,33,3,0,0,7,9,130,62,47.7,15,Matches
Matthew Longstaff,eng ENG,MF,Newcastle Utd,20-329,2000,4.2,176,7,56,92,32,1,173,1,1,100.0,1,0,101,293,98,1,2,0,1,1,123,101,82.1,2,Matches
Sean Longstaff,eng ENG,MF,Newcastle Utd,23-106,1997,9.2,443,21,100,242,118,11,415,3,5,60.0,4,0,238,1066,452,16,4,1,6,4,304,264,86.8,10,Matches
Ademola Lookman,eng ENG,FW,Fulham,23-116,1997,17.5,890,7,83,422,466,73,827,53,82,64.6,55,8,708,3847,2197,126,37,21,54,47,834,620,74.3,106,Matches
Max Lowe,eng ENG,DF,Sheffield Utd,23-278,1997,6.1,288,16,80,105,113,11,260,7,10,70.0,7,0,149,624,371,20,3,3,3,7,188,159,84.6,11,Matches
Matthew Lowton,eng ENG,DF,Burnley,31-249,1989,18.0,935,82,322,460,210,11,788,14,19,73.7,15,1,453,2399,1621,61,29,3,9,14,471,451,95.8,18,Matches
David Luiz,br BRA,DF,Arsenal,33-297,1987,9.8,732,104,380,384,37,10,711,1,1,100.0,1,0,495,3520,2209,52,11,1,0,1,573,563,98.3,0,Matches
Douglas Luiz,br BRA,MF,Aston Villa,22-280,1998,18.4,1003,61,259,599,217,12,967,18,22,81.8,18,1,628,3823,2188,78,26,0,8,13,666,617,92.6,20,Matches
John Lundstram,eng ENG,MF,Sheffield Utd,26-361,1994,14.5,830,19,136,405,342,28,786,13,19,68.4,14,1,559,2995,1227,51,22,2,10,11,662,591,89.3,42,Matches
Alexis Mac Allister,ar ARG,"MF,FW",Brighton,22-051,1998,6.0,272,5,52,123,115,17,266,11,15,73.3,11,0,180,904,472,24,7,1,13,8,246,180,73.2,33,Matches
James Maddison,eng ENG,"MF,FW",Leicester City,24-082,1996,16.4,978,6,71,476,490,52,859,18,38,47.4,20,0,660,3282,1734,104,29,13,30,36,888,694,78.2,98,Matches
Harry Maguire,eng ENG,DF,Manchester Utd,27-345,1993,23.0,1664,234,840,820,132,33,1623,2,5,40.0,2,0,1036,6824,3940,121,35,1,3,4,1161,1138,98.0,8,Matches
Riyad Mahrez,dz ALG,FW,Manchester City,29-358,1991,12.3,762,4,41,284,490,78,719,17,45,37.8,19,0,573,2795,1477,98,22,19,20,18,736,602,81.8,119,Matches
Ainsley Maitland-Niles,eng ENG,DF,Arsenal,23-168,1997,5.4,356,21,127,166,90,8,322,6,14,42.9,7,0,218,1118,615,17,5,3,6,8,240,213,88.8,12,Matches
Ainsley Maitland-Niles,eng ENG,MF,West Brom,23-168,1997,1.0,34,4,9,18,8,1,34,0,2,0.0,1,0,26,171,64,4,1,0,0,3,33,19,57.6,1,Matches
Josh Maja,ng NGA,FW,Fulham,22-048,1998,0.1,5,0,0,1,5,1,5,0,0,,0,0,4,6,0,0,0,0,0,0,6,5,83.3,4,Matches
Sadio Mané,sn SEN,FW,Liverpool,28-309,1992,18.8,956,11,64,342,636,173,946,45,72,62.5,47,3,714,4108,2430,137,45,32,52,56,1140,761,66.8,255,Matches
Javier Manquillo,es ESP,DF,Newcastle Utd,26-284,1994,8.0,426,27,114,182,157,7,353,3,12,25.0,3,0,221,1116,654,24,9,0,12,6,262,221,84.4,13,Matches
Fernando Marçal,br BRA,DF,Wolves,31-360,1989,6.3,406,25,143,198,88,2,353,7,9,77.8,8,1,236,1084,634,21,5,0,3,8,249,238,95.6,8,Matches
Solly March,eng ENG,DF,Brighton,26-208,1994,18.6,1197,49,274,468,548,59,1012,35,54,64.8,37,4,754,4965,2731,140,35,20,17,26,800,670,83.8,66,Matches
Pablo Marí,es ESP,DF,Arsenal,27-166,1993,3.0,212,24,128,97,3,1,211,0,0,,0,0,145,744,381,7,1,0,1,0,154,152,98.7,0,Matches
Anthony Martial,fr FRA,FW,Manchester Utd,25-070,1995,13.9,593,11,42,237,359,109,584,28,45,62.2,28,1,473,2536,1329,81,22,13,28,38,740,490,66.2,140,Matches
Martinelli,br BRA,FW,Arsenal,19-240,2001,2.3,73,5,16,25,36,12,73,5,8,62.5,5,0,46,197,126,4,2,1,3,5,87,44,50.6,14,Matches
Emiliano Martínez,ar ARG,GK,Aston Villa,28-164,1992,21.0,775,662,770,8,0,0,561,0,0,,0,0,383,1729,1017,0,0,0,0,0,338,336,99.4,0,Matches
Arthur Masuaku,cd COD,DF,West Ham,27-098,1993,9.4,590,29,151,287,204,10,549,24,39,61.5,24,1,413,2489,1657,67,25,3,5,14,433,397,91.7,22,Matches
Juan Mata,es ESP,FW,Manchester Utd,32-291,1988,3.7,212,4,21,98,103,15,203,2,3,66.7,2,0,147,792,405,28,9,4,4,9,209,176,84.2,28,Matches
Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,23-230,1997,0.7,28,2,9,18,4,1,26,0,0,,0,0,18,38,1,0,0,0,3,4,35,17,48.6,3,Matches
Nemanja Matić,rs SRB,MF,Manchester Utd,32-196,1988,8.1,691,21,198,452,125,6,671,9,12,75.0,9,0,487,3312,2049,63,27,1,4,9,526,507,96.4,5,Matches
Joël Matip,cm CMR,DF,Liverpool,29-189,1991,7.7,583,51,268,335,24,6,575,0,0,,0,0,354,2006,1297,38,12,0,0,2,431,423,98.1,0,Matches
