player,nationality,position,squad,age,birth_year,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,matches
Neal Maupay,fr FRA,"FW,MF",Brighton,24-183,1996,17.0,578,8,55,256,308,100,543,13,22,59.1,14,0,388,2160,1001,56,21,9,38,44,777,416,53.5,146,Matches
James McArthur,sco SCO,MF,Crystal Palace,33-129,1987,16.3,952,50,277,590,138,19,911,16,21,76.2,17,1,560,2917,1396,58,21,2,11,14,586,534,91.1,25,Matches
Oliver McBurnie,sco SCO,FW,Sheffield Utd,24-254,1996,10.8,442,23,39,190,227,49,434,8,20,40.0,9,2,176,781,406,24,8,3,17,15,511,334,65.4,83,Matches
Alex McCarthy,eng ENG,GK,Southampton,31-072,1989,21.0,805,620,799,7,0,0,629,1,1,100.0,1,0,409,1518,818,0,0,0,0,0,432,431,99.8,0,Matches
James McCarthy,ie IRL,MF,Crystal Palace,30-093,1990,5.2,230,16,64,144,31,0,221,3,3,100.0,3,0,119,403,164,11,2,0,2,1,124,118,95.2,3,Matches
John McGinn,sco SCO,MF,Aston Villa,26-118,1994,20.0,913,33,169,514,277,44,882,30,43,69.8,31,1,633,2590,1386,64,13,3,21,32,692,603,87.1,61,Matches
David McGoldrick,ie IRL,"FW,MF",Sheffield Utd,33-076,1987,14.8,714,13,64,304,391,49,699,24,43,55.8,31,1,461,1971,772,43,19,6,31,31,823,545,66.2,114,Matches
Dwight McNeil,eng ENG,MF,Burnley,21-083,1999,18.7,877,30,159,497,330,29,810,43,67,64.2,46,4,655,4353,1924,91,38,13,20,30,691,575,83.2,36,Matches
Scott McTominay,sco SCO,MF,Manchester Utd,24-067,1996,13.7,878,53,276,518,157,14,862,13,17,76.5,13,0,604,3450,1921,70,26,3,11,17,634,598,94.3,20,Matches
Ben Mee,eng ENG,DF,Burnley,31-143,1989,16.0,768,135,411,349,36,24,748,2,3,66.7,2,0,339,1338,566,7,1,0,5,1,379,361,95.3,3,Matches
Benjamin Mendy,fr FRA,DF,Manchester City,26-211,1994,5.6,427,14,93,220,136,5,375,8,10,80.0,8,1,255,1095,693,36,10,0,4,3,307,283,92.2,14,Matches
Edouard Mendy,sn SEN,GK,Chelsea,28-349,1992,19.0,659,546,654,7,0,0,526,1,1,100.0,1,0,376,1527,635,0,0,0,1,0,395,393,99.5,0,Matches
Nampalys Mendy,fr FRA,MF,Leicester City,28-235,1992,14.2,980,22,209,654,174,1,972,6,12,50.0,7,1,743,3234,1513,61,16,0,16,13,755,727,96.3,12,Matches
Illan Meslier,fr FRA,GK,Leeds United,20-348,2000,21.0,868,784,866,2,0,0,670,0,0,,0,0,425,1772,892,0,0,0,0,1,432,430,99.5,0,Matches
Luka Milivojević,rs SRB,MF,Crystal Palace,29-312,1991,14.6,899,48,269,560,133,3,841,9,9,100.0,9,0,540,2605,1200,51,12,0,3,11,586,562,95.9,4,Matches
James Milner,eng ENG,"MF,DF",Liverpool,35-040,1986,6.8,637,16,110,367,189,15,597,4,8,50.0,4,0,428,1837,970,40,15,1,3,7,484,453,93.6,18,Matches
Yerry Mina,co COL,DF,Everton,26-143,1994,18.0,1230,197,761,550,29,21,1208,0,1,0.0,0,0,795,5277,3236,60,5,0,1,2,905,880,97.2,4,Matches
Takumi Minamino,jp JPN,"MF,FW",Liverpool,26-028,1995,3.3,171,5,20,93,68,12,167,8,9,88.9,8,0,126,506,202,14,3,3,5,6,178,131,73.6,20,Matches
Takumi Minamino,jp JPN,MF,Southampton,26-028,1995,1.0,49,0,1,23,28,2,49,0,0,,0,0,33,153,66,5,1,1,2,0,53,41,77.4,7,Matches
Tyrone Mings,eng ENG,DF,Aston Villa,27-337,1993,19.5,1106,205,655,482,46,22,1074,5,8,62.5,5,0,598,3904,1800,32,6,1,4,7,659,636,96.5,8,Matches
Tyrick Mitchell,eng ENG,DF,Crystal Palace,21-165,1999,12.0,672,42,265,288,144,5,557,6,11,54.5,6,0,341,1349,650,22,7,0,9,11,345,325,94.2,8,Matches
Aleksandar Mitrović,rs SRB,FW,Fulham,26-150,1994,11.2,444,10,29,200,229,86,418,11,16,68.8,11,1,227,803,346,19,5,1,39,20,584,331,56.7,101,Matches
Jayson Molumby,ie IRL,MF,Brighton,21-191,1999,0.0,1,0,0,1,0,0,1,0,0,,0,0,1,8,0,0,0,0,0,0,0,0,,0,Matches
Wes Morgan,jm JAM,DF,Leicester City,37-023,1984,0.2,6,2,2,4,0,0,6,0,0,,0,0,4,8,5,0,0,0,0,0,3,3,100.0,0,Matches
Mason Mount,eng ENG,"MF,FW",Chelsea,22-034,1999,20.0,1446,25,183,725,644,82,1313,28,45,62.2,30,6,993,5341,2818,145,51,15,25,30,1209,1018,84.2,150,Matches
Lucas Moura,br BRA,"FW,MF",Tottenham,28-184,1992,6.8,356,7,42,190,152,21,351,14,25,56.0,16,2,246,1272,687,34,13,4,20,14,317,252,79.5,48,Matches
Lys Mousset,fr FRA,FW,Sheffield Utd,25-005,1996,2.3,62,0,1,29,34,7,57,4,11,36.4,5,1,42,123,53,4,0,0,6,7,124,47,37.9,14,Matches
João Moutinho,pt POR,MF,Wolves,34-158,1986,16.6,1207,42,273,708,289,3,1094,4,9,44.4,4,0,750,3532,1941,95,24,1,5,5,890,829,93.1,27,Matches
Joel Mumbongo,se SWE,FW,Burnley,22-035,1999,0.3,7,0,0,5,2,0,7,0,0,,0,0,6,16,10,0,0,0,0,1,14,5,35.7,1,Matches
Jacob Murphy,eng ENG,"DF,MF",Newcastle Utd,25-355,1995,8.2,357,19,103,143,142,11,308,21,32,65.6,23,1,222,1201,706,32,13,4,10,23,247,182,73.7,15,Matches
Shkodran Mustafi,de GER,DF,Arsenal,28-302,1992,0.5,52,4,19,37,2,0,51,0,0,,0,0,40,325,210,6,1,0,0,0,42,42,100.0,0,Matches
Marvelous Nakamba,zw ZIM,MF,Aston Villa,27-025,1994,3.2,152,10,52,90,16,0,148,1,1,100.0,1,0,82,422,120,1,0,0,2,2,94,90,95.7,0,Matches
Wilfred Ndidi,ng NGA,"MF,DF",Leicester City,24-059,1996,9.6,679,41,289,367,67,2,672,4,6,66.7,4,0,410,1907,777,14,7,0,6,4,433,411,94.9,3,Matches
Tanguy Ndombele,fr FRA,MF,Tottenham,24-047,1996,14.4,930,21,150,579,264,30,905,47,63,74.6,49,5,681,3063,1664,98,24,8,18,31,780,677,86.8,56,Matches
Reiss Nelson,eng ENG,FW,Arsenal,21-065,1999,0.8,40,1,8,10,26,5,33,1,2,50.0,1,0,29,218,129,6,3,0,1,2,43,25,58.1,5,Matches
Pedro Neto,pt POR,"FW,MF",Wolves,20-341,2000,21.0,1159,12,116,528,636,89,1052,65,100,65.0,68,6,874,6199,3849,202,70,40,56,37,1111,864,77.8,144,Matches
Rúben Neves,pt POR,MF,Wolves,23-337,1997,17.3,1373,69,330,894,220,11,1325,7,10,70.0,8,0,852,3559,1771,73,25,2,10,8,979,936,95.6,21,Matches
Eddie Nketiah,eng ENG,FW,Arsenal,21-259,1999,3.6,117,5,18,50,53,19,111,6,12,50.0,7,0,76,303,120,5,1,3,8,3,167,86,51.5,35,Matches
Niels Nkounkou,fr FRA,DF,Everton,20-104,2000,0.8,49,3,13,21,18,0,45,1,3,33.3,1,0,23,80,40,2,1,0,4,1,34,29,85.3,2,Matches
Dan Nlundulu,eng ENG,"FW,MF",Southampton,22-008,1999,1.0,41,2,3,21,17,6,41,3,5,60.0,4,1,25,92,14,1,0,0,3,1,59,29,49.2,12,Matches
Mark Noble,eng ENG,MF,West Ham,33-281,1987,3.2,190,1,23,139,38,2,180,0,2,0.0,0,0,134,755,250,15,5,2,3,2,159,141,88.7,3,Matches
Oliver Norwood,nir NIR,MF,Sheffield Utd,29-307,1991,11.5,802,28,192,471,163,4,737,1,3,33.3,1,0,439,1512,665,27,2,0,8,6,541,523,96.7,9,Matches
Jack O'Connell,eng ENG,DF,Sheffield Utd,26-321,1994,2.0,96,12,42,43,15,0,95,0,1,0.0,0,0,50,169,82,3,1,0,0,0,56,53,94.6,1,Matches
Dara O'Shea,ie IRL,DF,West Brom,21-346,1999,15.4,798,114,367,349,104,14,695,3,8,37.5,3,0,313,1399,708,27,5,1,5,10,397,363,91.4,4,Matches
Michael Obafemi,ie IRL,FW,Southampton,20-222,2000,0.2,6,1,3,4,0,0,6,0,0,,0,0,4,2,2,0,0,0,1,0,9,3,33.3,3,Matches
Denis Odoi,be BEL,DF,Fulham,32-262,1988,3.0,213,14,100,105,35,0,195,0,0,,0,0,138,985,642,10,10,0,0,1,140,136,97.1,2,Matches
Angelo Ogbonna,it ITA,DF,West Ham,32-266,1988,22.7,993,166,583,426,40,23,982,3,3,100.0,3,0,516,3549,1561,27,2,0,2,2,586,567,96.8,8,Matches
Robin Olsen,se SWE,GK,Everton,31-036,1990,4.0,127,109,127,0,0,0,87,0,0,,0,0,47,195,114,0,0,0,0,0,61,60,98.4,0,Matches
Josh Onomah,eng ENG,MF,Fulham,23-292,1997,1.6,64,2,7,36,26,2,63,0,0,,0,0,46,276,115,4,2,0,3,5,58,47,81.0,4,Matches
Divock Origi,be BEL,FW,Liverpool,25-301,1995,2.0,90,3,9,37,53,15,90,1,2,50.0,1,0,66,314,212,10,6,3,8,4,112,62,55.4,20,Matches
Ben Osborn,eng ENG,"MF,DF",Sheffield Utd,26-192,1994,8.5,532,19,122,234,211,18,485,8,11,72.7,8,1,325,1592,862,39,19,3,14,11,396,352,88.9,44,Matches
Owen Otasowie,us USA,MF,Wolves,19-299,2001,1.3,71,3,18,42,16,4,71,1,2,50.0,1,0,41,195,104,4,2,0,5,3,67,42,62.7,7,Matches
Alex Oxlade-Chamberlain,eng ENG,"MF,FW",Liverpool,27-182,1993,1.9,120,2,9,62,58,3,118,0,3,0.0,1,0,70,428,212,9,5,0,7,5,125,93,74.4,16,Matches
Emerson Palmieri,it ITA,DF,Chelsea,26-194,1994,1.0,82,6,26,36,24,1,71,0,1,0.0,0,0,43,193,120,2,1,1,2,2,47,44,93.6,1,Matches
Thomas Partey,gh GHA,MF,Arsenal,27-245,1993,7.5,529,17,123,355,93,3,520,15,20,75.0,15,1,401,1976,1210,62,19,0,3,9,377,366,97.1,11,Matches
Rui Patrício,pt POR,GK,Wolves,32-364,1988,23.0,506,468,506,0,0,0,289,0,0,,0,0,170,850,481,0,0,0,1,0,123,123,100.0,0,Matches
Bailey Peacock-Farrell,nir NIR,GK,Burnley,24-107,1996,1.0,33,26,33,0,0,0,21,0,0,,0,0,13,107,62,0,0,0,0,0,16,15,93.8,0,Matches
Lee Peltier,eng ENG,DF,West Brom,34-064,1986,2.0,82,15,34,36,16,0,70,1,1,100.0,1,0,44,172,50,1,1,0,1,0,39,36,92.3,0,Matches
Nicolas Pépé,ci CIV,"FW,MF",Arsenal,25-260,1995,9.0,427,16,68,156,237,53,405,18,39,46.2,19,3,306,1400,867,47,9,14,13,20,423,303,71.6,67,Matches
Matheus Pereira,br BRA,"MF,FW",West Brom,24-284,1996,15.3,765,19,107,366,342,33,671,24,50,48.0,29,6,470,2545,1311,75,23,7,31,28,647,475,73.4,79,Matches
Ricardo Pereira,pt POR,DF,Leicester City,27-130,1993,2.8,177,5,51,83,57,6,146,3,10,30.0,3,0,97,438,308,14,6,2,7,4,109,95,87.2,4,Matches
Ayoze Pérez,es ESP,"FW,MF",Leicester City,27-205,1993,9.6,485,5,58,225,240,43,470,18,40,45.0,19,2,342,1631,1005,61,16,2,25,20,463,334,72.1,92,Matches
Kalvin Phillips,eng ENG,MF,Leeds United,25-073,1995,17.5,1239,80,435,650,223,7,1155,8,13,61.5,8,1,736,3848,1667,42,11,1,14,15,809,777,96.0,16,Matches
Matt Phillips,sco SCO,"MF,DF",West Brom,29-337,1991,8.7,396,19,99,164,165,25,369,9,20,45.0,9,0,253,1250,713,31,10,5,16,16,356,241,67.7,30,Matches
Nathaniel Phillips,eng ENG,DF,Liverpool,23-329,1997,5.5,433,46,181,253,12,3,425,0,0,,0,0,275,1324,589,13,1,0,3,0,308,300,97.4,0,Matches
Jordan Pickford,eng ENG,GK,Everton,26-343,1994,17.0,658,575,652,7,0,0,494,0,0,,0,0,298,1757,895,0,0,0,0,0,317,316,99.7,0,Matches
Erik Pieters,nl NED,"DF,MF",Burnley,32-190,1988,10.4,527,47,179,256,119,6,438,5,6,83.3,5,0,234,1108,552,22,8,0,5,10,258,233,90.3,7,Matches
Daniel Podence,pt POR,"FW,MF",Wolves,25-115,1995,14.6,648,8,84,332,297,54,626,34,57,59.6,38,6,516,2750,1639,73,24,14,26,18,644,493,76.6,79,Matches
Paul Pogba,fr FRA,"MF,FW",Manchester Utd,27-335,1993,15.0,1211,41,263,681,335,42,1193,28,46,60.9,30,0,862,3950,2090,97,18,2,31,30,1016,911,89.7,56,Matches
Nick Pope,eng ENG,GK,Burnley,28-300,1992,21.0,737,623,726,12,0,0,497,0,0,,0,0,272,1897,1232,0,0,0,1,0,220,217,98.6,0,Matches
Dennis Praet,be BEL,"MF,FW",Leicester City,26-275,1994,7.3,347,6,53,153,157,22,342,9,15,60.0,10,1,219,950,550,29,8,3,9,13,311,240,77.2,52,Matches
Davy Pröpper,nl NED,MF,Brighton,29-164,1991,2.2,103,1,13,64,33,4,103,0,0,,0,0,58,363,173,7,6,0,0,6,100,84,84.0,8,Matches
Christian Pulisic,us USA,"FW,MF",Chelsea,22-148,1998,10.7,545,10,67,225,307,68,538,30,57,52.6,32,2,419,2654,1786,110,33,20,30,26,573,413,72.1,88,Matches
Aaron Ramsdale,eng ENG,GK,Sheffield Utd,22-275,1998,23.0,742,643,735,6,2,2,496,1,1,100.0,1,0,297,1863,1150,0,0,0,1,0,248,246,99.2,0,Matches
Jacob Ramsey,eng ENG,"MF,FW",Aston Villa,19-261,2001,1.8,70,6,15,28,30,5,70,2,3,66.7,3,0,44,197,81,2,1,0,2,3,54,35,64.8,6,Matches
Kayne Ramsey,eng ENG,DF,Southampton,20-126,2000,1.0,35,10,29,7,0,0,32,0,0,,0,0,13,47,12,0,0,0,0,0,13,13,100.0,0,Matches
Darren Randolph,ie IRL,GK,West Ham,33-277,1987,1.0,24,21,24,0,0,0,14,0,0,,0,0,8,37,13,0,0,0,0,0,9,9,100.0,0,Matches
Marcus Rashford,eng ENG,FW,Manchester Utd,23-105,1997,20.6,1018,10,67,424,620,113,997,56,95,58.9,58,9,784,4224,2763,140,56,41,43,44,1192,860,72.1,173,Matches
Tim Ream,us USA,DF,Fulham,33-131,1987,5.0,323,57,187,155,2,0,321,1,2,50.0,1,0,210,1211,651,15,1,0,0,0,239,237,99.2,0,Matches
Nathan Redmond,eng ENG,"MF,FW",Southampton,26-344,1994,7.0,398,0,34,186,213,30,389,15,33,45.5,16,2,289,1737,849,53,22,6,8,10,380,298,78.4,46,Matches
Harrison Reed,eng ENG,MF,Fulham,26-017,1995,13.9,943,42,249,553,195,4,903,11,14,78.6,12,1,581,2620,1237,43,12,1,6,7,652,611,93.7,15,Matches
Sergio Reguilón,es ESP,DF,Tottenham,24-059,1996,11.8,751,52,239,329,233,22,672,11,21,52.4,14,2,465,2120,1354,48,20,3,10,20,499,451,90.4,43,Matches
Bobby Reid,jm JAM,"DF,FW",Fulham,28-011,1993,15.2,633,31,122,284,263,50,603,19,31,61.3,19,3,427,1904,994,57,21,10,23,16,556,423,76.1,73,Matches
Declan Rice,eng ENG,MF,West Ham,22-030,1999,23.0,1330,67,362,844,241,30,1313,25,29,86.2,25,0,898,5947,3080,123,41,4,18,16,951,888,93.4,31,Matches
Richarlison,br BRA,"FW,MF",Everton,23-279,1997,15.1,657,27,130,297,305,80,650,36,70,51.4,37,7,506,3462,2188,90,32,27,26,38,668,457,68.4,100,Matches
Jaïro Riedewald,nl NED,MF,Crystal Palace,24-157,1996,9.6,417,28,117,257,72,7,414,5,7,71.4,6,1,256,1436,691,27,9,1,6,6,282,256,90.8,11,Matches
Matt Ritchie,sco SCO,"DF,MF",Newcastle Utd,31-156,1989,5.9,332,22,98,135,119,3,275,0,0,,0,0,148,843,482,22,12,0,5,6,191,170,89.0,7,Matches
Tyler Roberts,wal WAL,"MF,FW",Leeds United,22-032,1999,3.6,155,4,17,66,80,15,154,4,5,80.0,4,0,97,565,248,13,4,2,8,6,165,116,70.3,32,Matches
Andrew Robertson,sco SCO,DF,Liverpool,26-339,1994,22.9,2234,59,469,1045,862,70,1916,19,32,59.4,23,2,1440,6373,3710,141,57,7,23,14,1674,1539,91.9,109,Matches
Antonee Robinson,us USA,DF,Fulham,23-189,1997,16.3,1122,61,325,496,402,20,959,33,47,70.2,34,2,662,4042,2623,110,48,4,26,16,708,642,90.7,48,Matches
Callum Robinson,ie IRL,"FW,MF",West Brom,26-011,1995,13.2,468,14,62,150,280,35,451,15,25,60.0,16,0,320,1467,720,44,12,8,27,22,622,327,52.6,93,Matches
Jack Robinson,eng ENG,DF,Sheffield Utd,27-165,1993,6.7,389,32,153,196,58,4,353,1,2,50.0,2,1,208,903,396,16,5,0,3,2,222,214,96.4,6,Matches
Hal Robson-Kanu,wal WAL,"FW,MF",West Brom,31-268,1989,2.5,76,3,6,32,42,5,72,2,6,33.3,2,0,58,160,101,10,1,2,16,12,110,53,48.2,22,Matches
Marek Rodák,sk SVK,GK,Fulham,24-062,1996,1.0,28,26,28,0,0,0,22,0,0,,0,0,13,46,15,0,0,0,0,0,17,17,100.0,0,Matches
Joe Rodon,wal WAL,DF,Tottenham,23-114,1997,4.1,291,52,163,141,2,1,289,0,0,,0,0,183,892,332,4,0,0,1,0,203,201,99.0,0,Matches
Rodri,es ESP,MF,Manchester City,24-236,1996,19.1,1861,81,416,1226,311,24,1848,16,20,80.0,16,0,1333,6430,3288,123,26,5,10,9,1463,1430,97.7,19,Matches
Rodrigo,es ESP,MF,Leeds United,29-344,1991,11.0,597,8,83,272,276,59,593,13,21,61.9,13,0,414,2169,923,59,16,9,27,19,645,472,73.2,126,Matches
James Rodríguez,co COL,"FW,MF",Everton,29-216,1991,13.3,892,6,121,504,311,26,800,21,30,70.0,23,3,615,2757,1112,62,17,8,15,26,762,655,86.0,46,Matches
Jay Rodriguez,eng ENG,"FW,MF",Burnley,31-199,1989,8.5,275,9,26,134,126,25,273,11,20,55.0,11,0,160,637,261,17,6,2,28,11,376,191,50.8,40,Matches
Oriol Romeu,es ESP,MF,Southampton,29-142,1991,16.5,1269,44,282,851,221,10,1258,10,12,83.3,10,1,766,3789,1922,93,36,3,7,18,916,871,95.1,18,Matches
Antonio Rüdiger,de GER,DF,Chelsea,27-347,1993,8.0,723,95,337,397,29,10,715,0,1,0.0,0,0,546,2440,1298,33,3,0,1,0,607,596,98.2,0,Matches
Mathew Ryan,au AUS,GK,Arsenal,28-311,1992,1.0,22,18,22,0,0,0,18,0,0,,0,0,9,36,18,0,0,0,0,0,7,7,100.0,0,Matches
Mathew Ryan,au AUS,GK,Brighton,28-311,1992,11.0,421,338,420,2,0,0,337,0,0,,0,0,253,991,394,0,0,0,0,0,255,254,99.6,0,Matches
Allan Saint-Maximin,fr FRA,"FW,MF",Newcastle Utd,23-338,1997,8.3,332,0,46,184,161,21,327,37,58,63.8,38,1,329,2267,1480,70,27,7,19,30,334,259,77.5,30,Matches
Romain Saïss,ma MAR,DF,Wolves,30-324,1990,13.7,897,121,443,401,92,20,849,5,10,50.0,5,0,505,2537,1516,38,7,0,3,2,620,596,96.1,12,Matches
Bukayo Saka,eng ENG,"FW,DF",Arsenal,19-161,2001,18.7,1024,39,159,403,539,96,938,28,54,51.9,31,2,724,3711,2333,132,35,20,31,40,904,714,79.0,149,Matches
Mamadou Sakho,fr FRA,DF,Crystal Palace,31-000,1990,3.1,108,26,61,48,4,2,98,0,0,,0,0,50,270,153,3,2,0,1,1,59,56,94.9,1,Matches
Mohamed Salah,eg EGY,FW,Liverpool,28-243,1992,20.4,1095,7,46,404,709,174,1070,32,64,50.0,37,2,847,3950,2072,131,37,22,69,60,1308,910,69.6,249,Matches
Davinson Sánchez,co COL,DF,Tottenham,24-246,1996,7.5,527,70,277,266,11,4,515,0,0,,0,0,332,1743,871,22,2,0,2,1,369,365,98.9,2,Matches
Robert Sánchez,es ESP,GK,Brighton,23-087,1997,12.0,494,432,493,1,0,0,385,0,0,,0,0,254,1245,650,0,0,0,0,1,258,255,98.8,0,Matches
Morgan Sanson,fr FRA,MF,Aston Villa,26-179,1994,0.1,7,0,1,5,1,0,7,0,0,,0,0,6,61,36,2,0,0,0,0,6,6,100.0,0,Matches
Romaine Sawyers,kn SKN,MF,West Brom,29-103,1991,16.5,841,29,258,526,103,2,811,9,19,47.4,11,0,516,2645,1107,39,5,0,9,17,564,531,94.1,10,Matches
Dane Scarlett,eng ENG,FW,Tottenham,16-326,2004,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0,Matches
Fabian Schär,ch SUI,DF,Newcastle Utd,29-055,1991,13.4,699,95,405,291,57,8,650,7,10,70.0,7,1,418,2362,1397,33,6,0,4,5,418,399,95.5,0,Matches
Jeffrey Schlupp,gh GHA,MF,Crystal Palace,28-052,1992,10.8,445,14,69,226,185,39,436,24,42,57.1,26,0,289,1309,673,38,13,8,20,37,404,304,75.2,63,Matches
Kasper Schmeichel,dk DEN,GK,Leicester City,34-100,1986,23.0,780,665,772,9,0,0,546,0,1,0.0,0,0,352,1556,826,0,0,0,0,0,357,355,99.4,0,Matches
Nélson Semedo,pt POR,DF,Wolves,27-089,1993,19.7,1397,91,388,664,443,28,1192,45,63,71.4,47,0,897,4897,2869,130,39,6,26,24,911,834,91.5,52,Matches
Jamie Shackleton,eng ENG,"MF,DF",Leeds United,21-128,1999,3.4,168,8,35,79,60,8,156,1,3,33.3,3,0,104,440,237,13,4,2,5,3,139,110,79.1,16,Matches
Xherdan Shaqiri,ch SUI,"MF,FW",Liverpool,29-126,1991,4.4,328,2,33,147,165,12,315,3,3,100.0,3,0,238,891,343,16,5,0,6,9,291,251,86.3,25,Matches
Billy Sharp,eng ENG,FW,Sheffield Utd,35-008,1986,4.8,134,0,7,48,88,33,126,5,8,62.5,5,1,86,371,165,8,4,4,11,16,195,96,49.2,46,Matches
Luke Shaw,eng ENG,DF,Manchester Utd,25-216,1995,16.5,1266,50,309,548,510,31,1069,20,31,64.5,21,3,761,4791,2963,120,60,8,9,12,862,784,91.0,45,Matches
Jonjo Shelvey,eng ENG,MF,Newcastle Utd,28-352,1992,14.1,851,26,214,484,208,18,761,18,20,90.0,20,0,518,2701,1240,46,16,1,3,5,602,568,94.4,22,Matches
Gylfi Sigurðsson,is ISL,MF,Everton,31-158,1989,12.3,669,14,117,338,234,23,596,10,13,76.9,10,0,374,1302,484,19,6,0,19,22,501,419,83.6,44,Matches
Bernardo Silva,pt POR,"MF,FW",Manchester City,26-187,1994,13.5,983,13,137,517,429,58,951,27,37,73.0,28,1,780,5611,3261,175,54,22,17,13,918,800,87.1,72,Matches
Fábio Silva,pt POR,FW,Wolves,18-209,2002,8.2,259,6,36,135,110,39,250,9,15,60.0,10,0,152,564,275,10,5,1,23,12,372,192,51.6,51,Matches
Thiago Silva,br BRA,DF,Chelsea,36-144,1984,16.2,1586,184,739,931,43,14,1557,2,3,66.7,2,0,1120,6102,4077,124,13,0,5,2,1242,1234,99.4,1,Matches
Moussa Sissoko,fr FRA,MF,Tottenham,31-181,1989,14.8,774,54,236,442,152,9,731,13,25,52.0,15,0,471,2464,1228,54,22,3,8,13,531,478,90.0,27,Matches
Islam Slimani,dz ALG,FW,Leicester City,32-240,1988,0.2,13,0,0,7,7,2,12,0,0,,0,0,6,20,7,0,0,0,1,0,17,12,70.6,3,Matches
William Smallbone,ie IRL,MF,Southampton,20-358,2000,1.9,95,1,14,51,38,3,95,1,1,100.0,1,0,61,302,133,7,3,1,2,2,79,67,84.8,6,Matches
Emile Smith-Rowe,eng ENG,MF,Arsenal,20-200,2000,8.1,448,8,84,205,189,23,443,5,13,38.5,5,1,328,1563,841,36,16,6,13,7,431,352,81.7,51,Matches
Robert Snodgrass,sco SCO,"MF,FW",West Brom,33-159,1987,4.5,158,12,46,75,45,6,157,3,6,50.0,3,1,97,513,212,13,3,4,3,3,111,74,66.7,15,Matches
Robert Snodgrass,sco SCO,"FW,DF",West Ham,33-159,1987,0.1,4,0,0,0,4,0,4,0,0,,0,0,4,11,0,0,0,0,0,0,5,3,60.0,0,Matches
Cédric Soares,pt POR,DF,Arsenal,29-166,1991,4.8,301,14,78,140,96,7,260,4,5,80.0,4,0,168,849,505,22,6,3,4,3,204,189,92.6,14,Matches
Tomáš Souček,cz CZE,MF,West Ham,25-352,1995,23.0,1157,92,337,634,245,68,1144,10,15,66.7,10,0,522,2598,1129,43,19,2,17,10,803,652,81.2,46,Matches
Çağlar Söyüncü,tr TUR,DF,Leicester City,24-266,1996,7.2,519,67,288,257,15,9,500,2,2,100.0,2,0,312,2175,1293,20,4,0,0,1,356,352,98.9,0,Matches
Zack Steffen,us USA,GK,Manchester City,25-317,1995,1.0,29,27,29,0,0,0,21,0,0,,0,0,15,32,11,0,0,0,0,0,17,17,100.0,0,Matches
Dale Stephens,eng ENG,MF,Burnley,31-246,1989,2.8,144,4,33,89,28,5,143,1,1,100.0,1,0,80,314,152,2,0,0,0,5,81,75,92.6,5,Matches
Jack Stephens,eng ENG,DF,Southampton,27-017,1994,11.4,841,88,402,454,35,6,809,1,1,100.0,1,0,492,2602,1418,42,6,0,2,3,551,539,97.8,0,Matches
Raheem Sterling,eng ENG,FW,Manchester City,26-067,1994,18.0,927,4,53,391,554,153,909,46,86,53.5,48,1,793,3871,2397,152,35,37,36,55,1053,780,74.1,175,Matches
Enda Stevens,ie IRL,DF,Sheffield Utd,30-219,1990,15.0,907,62,278,411,261,22,814,10,18,55.6,11,0,510,2382,1279,54,14,4,11,12,551,512,92.9,19,Matches
John Stones,eng ENG,DF,Manchester City,26-261,1994,13.0,1209,109,474,764,50,6,1192,4,4,100.0,4,0,906,5635,3012,106,10,0,2,0,1011,998,98.7,1,Matches
Pascal Struijk,nl NED,"DF,MF",Leeds United,21-186,1999,11.2,878,131,531,354,47,7,862,3,4,75.0,3,1,502,3045,1792,16,3,0,5,2,636,613,96.4,9,Matches
Matt Targett,eng ENG,DF,Aston Villa,25-148,1995,20.8,1333,96,399,596,383,25,1124,9,11,81.8,9,1,657,2243,1127,49,12,1,8,4,755,700,92.7,40,Matches
James Tarkowski,eng ENG,DF,Burnley,28-086,1992,20.0,850,152,491,323,66,47,832,3,3,100.0,3,0,319,1649,841,19,0,1,7,3,422,393,93.1,12,Matches
Percy Tau,za RSA,"FW,MF",Brighton,26-276,1994,0.9,32,1,4,18,12,4,31,2,2,100.0,2,0,22,132,68,2,0,1,5,1,49,23,46.9,8,Matches
Charlie Taylor,eng ENG,DF,Burnley,27-148,1993,14.6,836,74,293,414,200,7,707,12,21,57.1,13,0,444,3098,1383,62,30,2,9,5,474,440,92.8,12,Matches
Neil Taylor,wal WAL,DF,Aston Villa,32-006,1989,0.2,12,1,4,6,2,0,11,0,0,,0,0,7,14,9,1,0,0,0,0,8,8,100.0,0,Matches
Allan Tchaptchet,fr FRA,DF,Southampton,19-054,2001,0.1,2,1,2,0,0,0,2,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,100.0,0,Matches
Nathan Tella,eng ENG,"FW,MF",Southampton,21-223,1999,1.8,56,0,6,33,22,1,55,2,2,100.0,2,0,39,180,105,5,2,1,7,5,70,37,52.9,4,Matches
