player,nationality,position,squad,age,birth_year,minutes_90s,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xa,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,matches
Islam Slimani,dz ALG,FW,Leicester City,32-245,1988,0.2,8,11,72.7,108,16,5,6,83.3,3,5,60.0,0,0,,0,0.0,0.0,1,0,0,0,1,Matches
William Smallbone,ie IRL,MF,Southampton,20-363,2000,1.9,64,78,82.1,1113,243,28,31,90.3,31,34,91.2,4,11,36.4,0,0.0,0.0,0,4,1,0,5,Matches
Emile Smith-Rowe,eng ENG,MF,Arsenal,20-205,2000,8.8,344,401,85.8,5046,1060,203,224,90.6,115,130,88.5,15,21,71.4,4,2.0,+2.0,14,20,9,2,24,Matches
Robert Snodgrass,sco SCO,"MF,FW",West Brom,33-164,1987,5.5,92,119,77.3,1497,521,52,63,82.5,30,42,71.4,7,11,63.6,0,0.3,-0.3,3,9,4,0,14,Matches
Robert Snodgrass,sco SCO,"FW,DF",West Ham,33-164,1987,0.1,3,3,100.0,35,13,3,3,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
Cédric Soares,pt POR,DF,Arsenal,29-171,1991,5.8,233,315,74.0,3943,1507,120,141,85.1,88,115,76.5,22,49,44.9,1,0.9,+0.1,6,21,6,2,18,Matches
Tomáš Souček,cz CZE,MF,West Ham,25-357,1995,24.0,697,931,74.9,13517,3449,287,384,74.7,284,374,75.9,112,139,80.6,0,0.8,-0.8,11,58,7,1,68,Matches
Çağlar Söyüncü,tr TUR,DF,Leicester City,24-271,1996,8.2,415,475,87.4,7972,2779,148,162,91.4,211,231,91.3,48,72,66.7,0,0.1,-0.1,1,18,1,0,25,Matches
Zack Steffen,us USA,GK,Manchester City,25-322,1995,1.0,23,28,82.1,512,236,8,8,100.0,8,8,100.0,7,12,58.3,0,0.0,0.0,0,0,0,0,0,Matches
Dale Stephens,eng ENG,MF,Burnley,31-251,1989,2.8,98,119,82.4,1804,527,43,48,89.6,37,44,84.1,16,22,72.7,0,0.0,0.0,0,7,3,0,12,Matches
Jack Stephens,eng ENG,DF,Southampton,27-022,1994,11.4,574,705,81.4,12083,4189,165,194,85.1,317,353,89.8,85,141,60.3,0,0.4,-0.4,6,42,8,0,38,Matches
Raheem Sterling,eng ENG,FW,Manchester City,26-072,1994,19.9,667,783,85.2,8825,1694,441,488,90.4,183,205,89.3,17,31,54.8,5,2.9,+2.1,27,29,21,5,40,Matches
Enda Stevens,ie IRL,DF,Sheffield Utd,30-224,1990,16.0,632,801,78.9,11015,4651,316,341,92.7,243,306,79.4,66,132,50.0,0,0.4,-0.4,6,52,17,4,68,Matches
John Stones,eng ENG,DF,Manchester City,26-266,1994,14.0,1132,1202,94.2,22053,5698,421,437,96.3,552,573,96.3,148,170,87.1,0,0.1,-0.1,1,76,0,0,47,Matches
Pascal Struijk,nl NED,"DF,MF",Leeds United,21-191,1999,12.2,707,793,89.2,15369,3841,184,203,90.6,400,427,93.7,117,152,77.0,0,0.1,-0.1,1,28,2,0,29,Matches
Japhet Tanganga,eng ENG,DF,Tottenham,21-324,1999,1.0,36,43,83.7,535,194,22,24,91.7,13,15,86.7,1,3,33.3,0,0.0,0.0,0,2,0,0,3,Matches
Matt Targett,eng ENG,DF,Aston Villa,25-153,1995,21.8,917,1194,76.8,16571,7846,421,481,87.5,358,457,78.3,108,194,55.7,1,1.3,-0.3,19,87,31,5,134,Matches
James Tarkowski,eng ENG,DF,Burnley,28-091,1992,22.0,488,696,70.1,12196,4422,130,174,74.7,210,268,78.4,145,239,60.7,0,0.4,-0.4,5,36,3,1,37,Matches
Percy Tau,za RSA,"FW,MF",Brighton,26-281,1994,0.9,15,22,68.2,217,35,8,12,66.7,6,7,85.7,0,2,0.0,0,0.0,0.0,1,0,0,0,1,Matches
Charlie Taylor,eng ENG,DF,Burnley,27-153,1993,15.6,533,762,69.9,9988,4199,247,290,85.2,207,281,73.7,74,161,46.0,1,0.8,+0.2,9,45,12,9,39,Matches
Neil Taylor,wal WAL,DF,Aston Villa,32-011,1989,0.2,10,11,90.9,120,29,8,8,100.0,2,3,66.7,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
Allan Tchaptchet,fr FRA,DF,Southampton,19-059,2001,0.1,0,2,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
Nathan Tella,eng ENG,"FW,MF",Southampton,21-228,1999,1.8,21,28,75.0,289,40,10,12,83.3,8,11,72.7,1,3,33.3,0,0.0,0.0,0,2,0,0,0,Matches
Alex Telles,br BRA,DF,Manchester Utd,28-065,1992,5.7,364,452,80.5,6000,2492,191,202,94.6,128,152,84.2,33,81,40.7,2,0.8,+1.2,10,29,12,1,40,Matches
Kenny Tete,nl NED,DF,Fulham,25-132,1995,8.5,299,420,71.2,5317,2275,140,169,82.8,120,166,72.3,32,54,59.3,1,1.2,-0.2,11,9,17,12,29,Matches
Luke Thomas,eng ENG,DF,Leicester City,19-253,2001,3.0,77,116,66.4,1071,363,49,64,76.6,24,35,68.6,2,12,16.7,0,0.0,0.0,1,4,1,1,5,Matches
Youri Tielemans,be BEL,MF,Leicester City,23-287,1997,23.3,1262,1565,80.6,24548,6309,499,553,90.2,552,640,86.3,192,325,59.1,2,1.2,+0.8,16,133,29,2,131,Matches
Kieran Tierney,sco SCO,DF,Arsenal,23-258,1997,16.9,811,1055,76.9,15242,4316,316,360,87.8,391,458,85.4,96,205,46.8,1,2.7,-1.7,24,41,24,8,77,Matches
James Tomkins,eng ENG,DF,Crystal Palace,31-326,1989,4.3,101,131,77.1,2377,865,22,26,84.6,54,58,93.1,24,44,54.5,0,0.0,0.0,0,11,0,0,3,Matches
Fikayo Tomori,eng ENG,DF,Chelsea,23-061,1997,0.5,27,29,93.1,574,161,6,6,100.0,17,18,94.4,4,5,80.0,0,0.0,0.0,0,0,0,0,0,Matches
Ferrán Torres,es ESP,FW,Manchester City,20-355,2000,8.2,200,241,83.0,3186,624,106,119,89.1,77,89,86.5,11,23,47.8,2,1.2,+0.8,7,11,9,1,21,Matches
Cenk Tosun,tr TUR,FW,Everton,29-256,1991,0.5,8,10,80.0,151,14,4,4,100.0,3,3,100.0,1,2,50.0,0,0.1,-0.1,1,0,0,0,0,Matches
Andros Townsend,eng ENG,MF,Crystal Palace,29-217,1991,16.3,400,588,68.0,6919,2599,201,241,83.4,127,168,75.6,54,134,40.3,3,2.2,+0.8,24,25,25,10,49,Matches
Conor Townsend,eng ENG,DF,West Brom,27-351,1993,10.8,436,568,76.8,8012,3552,191,211,90.5,201,247,81.4,42,99,42.4,0,0.5,-0.5,7,37,9,4,65,Matches
Adama Traoré,es ESP,"FW,DF",Wolves,25-024,1996,16.8,320,514,62.3,5093,1557,180,240,75.0,103,170,60.6,28,56,50.0,0,3.4,-3.4,33,23,17,11,35,Matches
Bertrand Traoré,bf BFA,FW,Aston Villa,25-165,1995,12.3,321,443,72.5,6160,1479,142,168,84.5,118,148,79.7,55,107,51.4,3,1.4,+1.6,14,16,11,4,30,Matches
Trézéguet,eg EGY,FW,Aston Villa,26-140,1994,9.0,154,224,68.8,2503,849,71,92,77.2,58,82,70.7,14,29,48.3,1,1.9,-0.9,8,14,6,3,21,Matches
Leandro Trossard,be BEL,"FW,MF",Brighton,26-076,1994,17.3,488,667,73.2,9539,2555,213,268,79.5,189,226,83.6,75,126,59.5,4,3.3,+0.7,33,46,38,12,67,Matches
Kostas Tsimikas,gr GRE,DF,Liverpool,24-282,1996,0.1,6,8,75.0,118,0,4,4,100.0,1,2,50.0,1,2,50.0,0,0.0,0.0,0,0,0,0,0,Matches
Axel Tuanzebe,eng ENG,DF,Manchester Utd,23-096,1997,1.5,109,117,93.2,2163,497,39,41,95.1,55,57,96.5,15,17,88.2,0,0.0,0.0,0,6,0,0,7,Matches
Cengiz Ünder,tr TUR,"MF,FW",Leicester City,23-219,1997,2.7,78,110,70.9,1304,384,44,53,83.0,25,33,75.8,8,15,53.3,2,1.7,+0.3,5,3,7,3,7,Matches
Yan Valery,fr FRA,"DF,MF",Southampton,21-362,1999,1.1,53,66,80.3,885,269,24,27,88.9,27,30,90.0,2,6,33.3,0,0.0,0.0,0,0,2,1,2,Matches
Jamie Vardy,eng ENG,FW,Leicester City,34-038,1987,17.7,142,233,60.9,2001,353,93,134,69.4,37,60,61.7,8,16,50.0,5,2.5,+2.5,16,6,5,0,14,Matches
Joël Veltman,nl NED,DF,Brighton,29-034,1992,15.3,677,888,76.2,13453,5402,259,302,85.8,314,399,78.7,99,168,58.9,0,0.8,-0.8,14,55,27,11,73,Matches
Jannik Vestergaard,dk DEN,DF,Southampton,28-199,1992,14.5,808,961,84.1,16552,5806,285,308,92.5,407,471,86.4,111,166,66.9,0,0.4,-0.4,3,61,6,0,36,Matches
Rúben Vinagre,pt POR,DF,Wolves,21-315,1999,1.9,82,98,83.7,1310,324,44,48,91.7,31,40,77.5,7,9,77.8,0,0.0,0.0,0,2,1,1,2,Matches
Carlos Vinícius,br BRA,FW,Tottenham,25-330,1995,1.8,15,25,60.0,220,42,4,9,44.4,5,7,71.4,2,4,50.0,0,0.1,-0.1,2,2,1,0,2,Matches
Vitinha,pt POR,MF,Wolves,21-005,2000,2.6,153,168,91.1,2560,236,70,78,89.7,64,65,98.5,15,20,75.0,1,0.2,+0.8,5,11,0,0,3,Matches
Jake Vokins,eng ENG,DF,Southampton,20-338,2000,0.7,20,22,90.9,371,115,7,7,100.0,13,13,100.0,0,1,0.0,0,0.2,-0.2,2,0,2,1,3,Matches
Matěj Vydra,cz CZE,FW,Burnley,28-293,1992,5.2,67,88,76.1,797,89,48,59,81.4,11,13,84.6,3,5,60.0,0,0.6,-0.6,5,0,3,1,2,Matches
Theo Walcott,eng ENG,"MF,FW",Southampton,31-339,1989,13.7,234,326,71.8,3254,645,147,173,85.0,69,100,69.0,8,27,29.6,2,0.8,+1.2,11,14,10,3,20,Matches
Theo Walcott,eng ENG,FW,Everton,31-339,1989,0.1,1,1,100.0,18,10,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
Kyle Walker,eng ENG,DF,Manchester City,30-266,1990,14.3,1073,1218,88.1,21535,5865,393,430,91.4,515,557,92.5,156,206,75.7,1,0.5,+0.5,6,113,6,0,74,Matches
Kyle Walker-Peters,eng ENG,DF,Southampton,23-311,1997,18.8,883,1101,80.2,14697,4712,444,485,91.5,337,410,82.2,82,145,56.6,1,0.4,+0.6,10,37,8,0,55,Matches
Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,23-084,1997,22.0,1126,1316,85.6,16694,5984,655,712,92.0,421,481,87.5,36,74,48.6,2,1.3,+0.7,16,56,14,7,82,Matches
Joel Ward,eng ENG,DF,Crystal Palace,31-112,1989,11.1,337,483,69.8,5526,2872,172,202,85.1,121,170,71.2,32,78,41.0,1,0.4,+0.6,5,31,5,2,31,Matches
James Ward-Prowse,eng ENG,MF,Southampton,26-109,1994,23.0,1371,1674,81.9,24290,6173,610,675,90.4,589,642,91.7,143,309,46.3,5,2.4,+2.6,33,106,15,0,101,Matches
Ollie Watkins,eng ENG,FW,Aston Villa,25-050,1995,22.0,347,489,71.0,4710,852,218,289,75.4,104,142,73.2,8,17,47.1,2,2.1,-0.1,23,27,13,3,21,Matches
Caleb Watts,au AUS,"MF,FW",Southampton,19-033,2002,0.2,2,5,40.0,56,26,1,3,33.3,0,1,0.0,1,1,100.0,0,0.0,0.0,0,0,1,1,0,Matches
Adam Webster,eng ENG,DF,Brighton,26-045,1995,21.8,1088,1337,81.4,23757,8155,293,346,84.7,595,666,89.3,192,294,65.3,0,0.2,-0.2,6,106,6,1,86,Matches
Danny Welbeck,eng ENG,FW,Brighton,30-084,1990,7.3,70,93,75.3,960,230,48,63,76.2,15,18,83.3,6,7,85.7,0,0.6,-0.6,7,5,1,0,9,Matches
Timo Werner,de GER,FW,Chelsea,24-349,1996,19.3,479,619,77.4,7279,1493,257,312,82.4,187,216,86.6,19,41,46.3,5,2.8,+2.2,18,25,15,5,45,Matches
Ashley Westwood,eng ENG,MF,Burnley,30-323,1990,23.9,980,1328,73.8,20757,6932,339,388,87.4,399,476,83.8,210,410,51.2,2,3.7,-1.7,33,109,49,7,124,Matches
Ben White,eng ENG,"DF,MF",Brighton,23-133,1997,22.5,864,1061,81.4,17633,5241,292,329,88.8,436,493,88.4,128,216,59.3,0,0.5,-0.5,7,64,15,1,68,Matches
Georginio Wijnaldum,nl NED,MF,Liverpool,30-099,1990,21.7,1083,1169,92.6,18615,3596,525,559,93.9,433,460,94.1,100,113,88.5,0,1.3,-1.3,15,95,16,1,65,Matches
Brandon Williams,eng ENG,DF,Manchester Utd,20-168,2000,0.1,6,7,85.7,115,9,3,3,100.0,1,2,50.0,2,2,100.0,0,0.0,0.0,0,1,0,0,0,Matches
Neco Williams,wal WAL,DF,Liverpool,19-311,2001,1.9,117,151,77.5,1940,634,59,65,90.8,42,51,82.4,11,23,47.8,0,0.1,-0.1,1,8,0,0,11,Matches
Rhys Williams,eng ENG,DF,Liverpool,20-015,2001,1.3,89,101,88.1,2001,614,22,28,78.6,44,47,93.6,23,26,88.5,0,0.2,-0.2,1,7,1,0,5,Matches
Willian,br BRA,"FW,MF",Arsenal,32-193,1988,11.4,445,575,77.4,8050,1481,211,241,87.6,180,218,82.6,52,104,50.0,3,1.7,+1.3,17,23,20,7,33,Matches
Joe Willock,eng ENG,MF,Arsenal,21-182,1999,2.6,69,91,75.8,1078,279,35,42,83.3,28,34,82.4,3,9,33.3,0,0.0,0.0,2,9,4,1,6,Matches
Joe Willock,eng ENG,MF,Newcastle Utd,21-182,1999,1.9,22,29,75.9,372,81,9,10,90.0,9,14,64.3,2,3,66.7,0,0.3,-0.3,2,3,0,0,2,Matches
Callum Wilson,eng ENG,FW,Newcastle Utd,28-357,1992,20.1,225,324,69.4,3098,606,134,178,75.3,67,87,77.0,9,14,64.3,5,2.0,+3.0,14,9,13,0,19,Matches
Harry Winks,eng ENG,MF,Tottenham,25-016,1996,6.3,348,413,84.3,6510,1846,149,164,90.9,152,167,91.0,44,68,64.7,0,0.3,-0.3,4,46,3,0,34,Matches
Chris Wood,nz NZL,FW,Burnley,29-073,1991,18.7,252,373,67.6,3324,427,157,215,73.0,71,106,67.0,7,14,50.0,0,1.0,-1.0,14,12,4,0,18,Matches
Granit Xhaka,ch SUI,MF,Arsenal,28-144,1992,18.1,1160,1300,89.2,23558,5829,415,457,90.8,550,589,93.4,187,229,81.7,2,1.0,+1.0,9,160,20,0,140,Matches
Andriy Yarmolenko,ua UKR,"FW,MF",West Ham,31-118,1989,4.0,110,139,79.1,1946,530,60,69,87.0,34,47,72.3,15,20,75.0,1,1.0,0.0,5,10,4,1,10,Matches
DeAndre Yedlin,us USA,DF,Newcastle Utd,27-224,1993,4.8,111,172,64.5,1758,808,62,76,81.6,35,54,64.8,11,31,35.5,0,0.1,-0.1,3,5,6,1,13,Matches
Okay Yokuşlu,tr TUR,MF,West Brom,26-346,1994,0.9,19,24,79.2,286,51,11,13,84.6,8,11,72.7,0,0,,0,0.0,0.0,0,2,0,0,1,Matches
Wilfried Zaha,ci CIV,FW,Crystal Palace,28-100,1992,18.5,381,503,75.7,5524,1211,237,296,80.1,107,130,82.3,22,36,61.1,2,2.0,0.0,15,16,20,3,39,Matches
Andre-Frank Zambo Anguissa,cm CMR,MF,Fulham,25-094,1995,19.1,830,972,85.4,14217,3468,384,441,87.1,371,410,90.5,58,84,69.0,3,1.8,+1.2,20,103,13,4,75,Matches
Andi Zeqiri,ch SUI,"FW,DF",Brighton,21-241,1999,0.8,5,11,45.5,89,34,4,5,80.0,0,3,0.0,1,1,100.0,0,0.0,0.0,0,1,1,1,1,Matches
Oleksandr Zinchenko,ua UKR,DF,Manchester City,24-065,1996,8.1,674,742,90.8,10960,2965,364,382,95.3,253,274,92.3,47,66,71.2,0,0.1,-0.1,1,50,8,0,45,Matches
Hakim Ziyech,ma MAR,"FW,MF",Chelsea,27-336,1993,7.0,352,470,74.9,6235,1658,165,195,84.6,135,161,83.9,43,93,46.2,3,2.3,+0.7,17,32,19,4,41,Matches
Kurt Zouma,fr FRA,DF,Chelsea,26-114,1994,15.0,1004,1109,90.5,23048,5819,225,243,92.6,571,603,94.7,203,251,80.9,0,0.0,0.0,1,72,2,0,46,Matches
Martin Ødegaard,no NOR,MF,Arsenal,22-063,1998,1.2,52,62,83.9,761,202,26,28,92.9,15,17,88.2,5,8,62.5,0,0.0,0.0,1,4,2,0,7,Matches
