player,nationality,position,squad,age,birth_year,games,minutes,minutes_per_game,minutes_pct,minutes_90s,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_match,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,matches
Oliver Burke,sco SCO,FW,Sheffield Utd,23-312,1997,16,904,57,43.7,10.0,11,69,1,5,30,5,0.63,6,14,-8,-0.80,+0.28,8.9,12.6,-3.7,-0.37,+0.28,Matches
Dan Burn,eng ENG,DF,Brighton,28-280,1992,15,"1,112",74,53.7,12.4,12,87,10,3,21,8,1.40,10,15,-5,-0.40,-0.40,12.3,15.2,-2.9,-0.23,-1.01,Matches
Jack Butland,eng ENG,GK,Crystal Palace,27-340,1993,0,,,,,0,,0,0,,16,,,,,,,,,,,,Matches
David Button,eng ENG,GK,West Brom,31-352,1989,1,90,90,4.3,1.0,1,90,1,0,,22,3.00,3,2,+1,+1.00,+2.68,2.3,2.2,0.0,+0.02,+1.22,Matches
Oskar Buur,dk DEN,DF,Wolves,22-319,1998,1,22,22,1.1,0.2,0,,0,1,22,2,3.00,0,0,0,0.00,+0.35,0.9,0.5,+0.4,+1.64,+1.75,Matches
Willy Caballero,ar ARG,GK,Chelsea,39-138,1981,1,90,90,4.3,1.0,1,90,1,0,,6,1.00,3,3,0,0.00,-0.64,2.2,1.0,+1.3,+1.27,+0.67,Matches
Gary Cahill,eng ENG,DF,Crystal Palace,35-056,1985,9,810,90,39.1,9.0,9,90,9,0,,4,0.89,11,22,-11,-1.22,-1.15,6.9,15.1,-8.2,-0.91,-0.54,Matches
Jake Cain,eng ENG,MF,Liverpool,19-164,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Tom Cairney,sco SCO,MF,Fulham,30-024,1991,10,759,76,38.3,8.4,9,83,7,1,8,5,0.50,6,15,-9,-1.07,-0.70,9.2,13.1,-3.9,-0.46,-0.20,Matches
Dominic Calvert-Lewin,eng ENG,FW,Everton,23-334,1997,20,"1,762",88,93.2,19.6,20,88,14,0,,0,1.70,32,26,+6,+0.31,+0.31,25.3,24.5,+0.8,+0.04,+0.98,Matches
João Cancelo,pt POR,DF,Manchester City,26-262,1994,17,"1,433",84,72.4,15.9,16,88,15,1,20,2,2.35,28,7,+21,+1.32,0.00,32.8,10.2,+22.5,+1.42,+0.79,Matches
Elia Caprile,it ITA,GK,Leeds United,19-172,2001,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
Ian Carlo Poveda,eng ENG,"MF,DF",Leeds United,21-004,2000,10,253,25,12.8,2.8,0,,0,10,25,10,1.10,3,4,-1,-0.36,-0.41,4.2,6.5,-2.3,-0.81,-0.81,Matches
Andy Carroll,eng ENG,FW,Newcastle Utd,32-038,1989,13,369,28,17.8,4.1,4,68,0,9,11,9,0.62,5,8,-3,-0.73,-0.20,3.7,7.6,-3.9,-0.94,-0.62,Matches
Scott Carson,eng ENG,GK,Manchester City,35-163,1985,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Oliver Casey,eng ENG,DF,Leeds United,20-122,2000,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
Matty Cash,eng ENG,DF,Aston Villa,23-190,1997,20,"1,762",88,93.2,19.6,20,88,17,0,,0,1.70,34,24,+10,+0.51,-0.90,30.6,26.5,+4.0,+0.21,-2.04,Matches
Kiko Casilla,es ESP,GK,Leeds United,34-134,1986,1,90,90,4.5,1.0,1,90,1,0,,18,0.00,0,1,-1,-1.00,-1.05,0.3,1.3,-1.0,-1.02,-0.96,Matches
Timothy Castagne,be BEL,DF,Leicester City,25-070,1995,13,"1,085",83,52.4,12.1,13,83,11,0,,0,2.00,25,13,+12,+1.00,+0.81,16.6,11.9,+4.6,+0.38,+0.19,Matches
Jonny Castro,es ESP,DF,Wolves,26-347,1994,1,45,45,2.2,0.5,1,45,0,0,,0,1.00,0,0,0,0.00,+0.36,0.5,0.4,+0.1,+0.14,+0.23,Matches
Ivan Cavaleiro,pt POR,"FW,MF",Fulham,27-118,1993,20,"1,434",72,72.4,15.9,16,85,10,4,18,0,0.70,12,23,-11,-0.69,-0.20,16.6,22.8,-6.2,-0.39,-0.20,Matches
Edinson Cavani,uy URU,FW,Manchester Utd,33-365,1987,16,762,48,36.8,8.5,7,77,5,9,25,0,2.00,16,8,+8,+0.94,+0.19,13.5,8.9,+4.6,+0.55,+0.16,Matches
Dani Ceballos,es ESP,MF,Arsenal,24-190,1996,16,"1,019",64,49.2,11.3,10,84,7,6,29,4,1.13,11,12,-1,-0.09,-0.52,13.3,14.0,-0.7,-0.06,-0.39,Matches
Calum Chambers,eng ENG,"DF,MF",Arsenal,26-024,1995,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
Kgagelo Chauke,eng ENG,MF,Southampton,18-036,2003,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
Ben Chilwell,eng ENG,DF,Chelsea,24-054,1996,18,"1,486",83,71.8,16.5,18,83,14,0,,2,1.61,27,18,+9,+0.55,-0.23,25.9,15.4,+10.5,+0.63,+0.03,Matches
Hamza Choudhury,eng ENG,MF,Leicester City,23-135,1997,5,221,44,10.7,2.5,3,69,1,2,8,12,1.00,2,1,+1,+0.41,-0.23,3.6,3.0,+0.6,+0.25,-0.05,Matches
