player,nationality,position,squad,age,birth_year,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,matches
Ahmed Hegazi,eg EGY,DF,West Brom,30-019,1991,1.0,0,0,0,0,1,0,0,0,0,0,0,0,21,8,3,72.7,Matches
Dean Henderson,eng ENG,GK,Manchester Utd,23-338,1997,2.5,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,Matches
Jordan Henderson,eng ENG,"MF,DF",Liverpool,30-241,1990,17.6,0,0,0,8,11,0,13,21,9,0,0,0,219,11,5,68.8,Matches
Jeff Hendrick,ie IRL,MF,Newcastle Utd,29-013,1992,14.5,3,1,1,13,10,3,4,10,5,0,0,0,130,14,29,32.6,Matches
Pablo Hernández,es ESP,MF,Leeds United,35-308,1985,3.1,0,0,0,0,5,0,7,3,2,0,0,0,27,0,2,0.0,Matches
Son Heung-min,kr KOR,FW,Tottenham,28-220,1992,20.9,0,0,0,7,32,10,27,14,5,0,0,0,94,18,43,29.5,Matches
Ki-Jana Hoever,nl NED,DF,Wolves,19-026,2002,3.3,1,0,0,4,3,0,7,7,5,0,0,0,31,4,6,40.0,Matches
Rob Holding,eng ENG,DF,Arsenal,25-146,1995,19.5,2,0,0,15,5,0,1,11,13,0,0,1,182,43,46,48.3,Matches
Mason Holgate,eng ENG,DF,Everton,24-114,1996,10.8,4,0,0,8,17,0,11,20,15,0,0,0,104,12,11,52.2,Matches
Conor Hourihane,ie IRL,MF,Aston Villa,30-011,1991,2.5,0,0,0,1,0,0,12,0,0,0,0,0,12,3,0,100.0,Matches
Callum Hudson-Odoi,eng ENG,"FW,DF",Chelsea,20-098,2000,7.5,0,0,0,6,5,0,33,3,5,0,0,0,43,1,9,10.0,Matches
Pierre Højbjerg,dk DEN,MF,Tottenham,25-192,1995,22.0,5,0,0,42,33,0,7,20,54,0,0,0,258,30,25,54.5,Matches
Odion Ighalo,ng NGA,FW,Manchester Utd,31-242,1989,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,Matches
Kelechi Iheanacho,ng NGA,FW,Leicester City,24-133,1996,4.4,0,0,0,11,4,6,0,0,0,0,0,0,15,1,15,6.3,Matches
Danny Ings,eng ENG,FW,Southampton,28-205,1992,15.3,1,0,0,13,12,14,14,2,9,0,0,0,71,11,32,25.6,Matches
Branislav Ivanović,rs SRB,DF,West Brom,36-357,1984,8.2,2,0,0,11,4,1,0,3,5,0,0,0,82,18,13,58.1,Matches
Alex Iwobi,ng NGA,"FW,DF",Everton,24-286,1996,11.6,0,0,0,10,11,0,44,13,15,0,0,0,76,2,4,33.3,Matches
Phil Jagielka,eng ENG,DF,Sheffield Utd,38-180,1982,2.6,1,0,0,5,1,0,1,6,2,0,0,0,23,7,5,58.3,Matches
Alireza Jahanbakhsh,ir IRN,"FW,DF",Brighton,27-186,1993,2.8,2,0,0,3,1,0,11,2,2,0,0,0,18,2,12,14.3,Matches
Daniel James,wal WAL,FW,Manchester Utd,23-095,1997,3.9,2,0,0,6,2,2,7,5,3,0,0,0,26,2,4,33.3,Matches
Reece James,eng ENG,DF,Chelsea,21-067,1999,15.2,3,0,0,21,9,1,74,26,23,0,1,0,139,28,12,70.0,Matches
Alexandre Jankewitz,ch SUI,MF,Southampton,19-050,2001,0.0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,,Matches
Gabriel Jesus,br BRA,FW,Manchester City,23-316,1997,11.2,1,0,0,12,18,10,2,11,4,0,0,0,46,9,32,22.0,Matches
Raúl Jiménez,mx MEX,FW,Wolves,29-284,1991,9.1,0,0,0,9,17,4,3,6,4,0,0,1,45,17,19,47.2,Matches
Joelinton,br BRA,"FW,MF",Newcastle Utd,24-183,1996,12.2,2,0,0,13,20,4,5,9,12,0,0,0,83,59,61,49.2,Matches
Ben Johnson,eng ENG,DF,West Ham,21-020,2000,1.6,0,0,0,0,2,0,4,2,1,0,0,0,12,0,2,0.0,Matches
Sam Johnstone,eng ENG,GK,West Brom,27-325,1993,22.0,0,0,0,0,4,0,0,0,0,0,0,0,112,0,0,,Matches
Curtis Jones,eng ENG,MF,Liverpool,20-014,2001,9.0,1,0,0,15,9,0,4,10,15,0,0,0,82,10,17,37.0,Matches
Jorginho,it ITA,MF,Chelsea,29-055,1991,11.8,0,0,0,20,12,0,0,21,19,0,0,0,137,9,13,40.9,Matches
Willian José,br BRA,FW,Wolves,29-082,1991,2.9,0,0,0,2,3,0,2,1,0,1,0,0,18,4,6,40.0,Matches
Diogo Jota,pt POR,FW,Liverpool,24-071,1996,5.6,0,0,0,11,8,0,7,3,3,0,0,0,37,2,17,10.5,Matches
James Justin,eng ENG,DF,Leicester City,22-356,1998,23.0,4,0,0,16,39,3,50,24,28,2,0,0,204,24,46,34.3,Matches
Aboubakar Kamara,fr FRA,"FW,DF",Fulham,25-343,1995,3.5,1,1,0,9,3,0,12,2,2,0,1,0,25,8,7,53.3,Matches
Harry Kane,eng ENG,FW,Tottenham,27-200,1993,19.4,1,0,0,22,42,5,16,9,7,1,0,0,100,52,72,41.9,Matches
N'Golo Kanté,fr FRA,MF,Chelsea,29-321,1991,16.8,6,0,0,31,6,0,6,38,35,0,0,0,211,14,26,35.0,Matches
Moise Kean,it ITA,FW,Everton,20-351,2000,0.2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,,Matches
Michael Keane,eng ENG,DF,Everton,28-033,1993,18.8,2,0,0,8,5,0,0,17,11,0,0,0,156,61,19,76.3,Matches
Neeskens Kebano,cd COD,"FW,MF",Fulham,28-340,1992,1.3,0,0,0,3,1,1,4,0,1,0,0,0,7,0,1,0.0,Matches
Naby Keïta,gn GUI,MF,Liverpool,26-003,1995,4.4,0,0,0,10,1,0,2,10,4,0,0,0,41,3,5,37.5,Matches
Caoimhin Kelleher,ie IRL,GK,Liverpool,22-082,1998,2.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,Matches
Jonjoe Kenny,eng ENG,DF,Everton,23-335,1997,0.9,0,0,0,0,0,1,3,1,0,0,0,0,8,0,0,,Matches
Reda Khadra,de GER,FW,Brighton,19-224,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
Max Kilman,eng ENG,DF,Wolves,23-266,1997,12.4,3,0,0,17,4,1,0,13,18,0,1,0,87,20,12,62.5,Matches
Joshua King,no NOR,"MF,FW",Everton,29-029,1992,0.2,0,0,0,0,1,1,0,0,1,0,0,0,5,1,0,100.0,Matches
Mateusz Klich,pl POL,MF,Leeds United,30-245,1990,19.5,5,0,0,36,15,3,29,14,31,0,1,0,200,16,15,51.6,Matches
Robin Koch,de GER,DF,Leeds United,24-211,1996,10.1,0,0,0,14,5,0,1,7,13,0,2,0,140,33,21,61.1,Matches
Sead Kolašinac,ba BIH,DF,Arsenal,27-238,1993,1.0,0,0,0,1,1,0,0,0,0,0,0,0,12,1,1,50.0,Matches
Ezri Konsa,eng ENG,DF,Aston Villa,23-113,1997,18.5,2,0,0,8,33,1,1,9,12,0,0,0,161,50,32,61.0,Matches
Cheikhou Kouyaté,sn SEN,DF,Crystal Palace,31-054,1989,19.7,0,0,0,17,9,0,2,17,22,0,0,0,203,61,20,75.3,Matches
Mateo Kovačić,hr CRO,MF,Chelsea,26-283,1994,13.1,2,0,0,11,24,0,6,17,21,0,0,0,86,7,10,41.2,Matches
Emil Krafth,se SWE,DF,Newcastle Utd,26-195,1994,4.9,2,0,0,3,6,0,6,5,8,0,0,0,42,11,9,55.0,Matches
Filip Krovinović,hr CRO,MF,West Brom,25-168,1995,6.1,0,0,0,6,12,0,5,2,10,0,0,0,70,8,13,38.1,Matches
Alexandre Lacazette,fr FRA,FW,Arsenal,29-261,1991,14.6,2,0,0,28,33,8,3,8,13,0,0,0,68,19,43,30.6,Matches
Adam Lallana,eng ENG,"MF,FW",Brighton,32-279,1988,9.1,0,0,0,10,11,2,12,9,5,0,1,0,66,8,22,26.7,Matches
Érik Lamela,ar ARG,"FW,MF",Tottenham,28-346,1992,4.1,2,0,0,12,4,0,6,3,7,0,0,0,21,3,11,21.4,Matches
Tariq Lamptey,eng ENG,DF,Brighton,20-136,2000,9.8,4,1,1,21,28,1,30,13,10,2,1,0,83,5,12,29.4,Matches
Manuel Lanzini,ar ARG,"MF,FW",West Ham,27-364,1993,3.5,1,0,0,4,7,2,0,5,2,0,0,0,35,1,6,14.3,Matches
Aymeric Laporte,fr FRA,DF,Manchester City,26-262,1994,6.4,1,0,0,3,6,0,0,2,3,0,0,0,78,33,10,76.7,Matches
Jamaal Lascelles,eng ENG,DF,Newcastle Utd,27-094,1993,11.1,3,0,0,12,7,0,1,6,10,0,0,0,99,31,11,73.8,Matches
Maxime Le Marchand,fr FRA,DF,Fulham,31-125,1989,1.4,2,0,0,3,1,0,0,0,1,0,0,0,11,4,3,57.1,Matches
Mario Lemina,ga GAB,MF,Fulham,27-165,1993,7.6,1,0,0,13,3,0,1,18,14,0,0,0,80,11,14,44.0,Matches
Bernd Leno,de GER,GK,Arsenal,28-346,1992,21.8,0,1,0,1,3,0,0,0,0,0,0,0,96,0,0,,Matches
Jamal Lewis,nir NIR,DF,Newcastle Utd,23-019,1998,17.3,4,0,0,14,16,1,31,17,22,0,1,0,137,14,15,48.3,Matches
Victor Lindelöf,se SWE,DF,Manchester Utd,26-211,1994,16.7,0,0,0,17,5,1,0,11,10,0,1,0,184,40,20,66.7,Matches
Jesse Lingard,eng ENG,"MF,FW",West Ham,28-060,1992,2.0,0,0,0,6,3,2,3,2,2,0,0,0,11,0,0,,Matches
Jake Livermore,eng ENG,MF,West Brom,31-091,1989,13.3,2,1,0,28,6,0,4,18,18,0,0,1,138,18,19,48.6,Matches
Diego Llorente,es ESP,DF,Leeds United,27-181,1993,1.0,1,0,0,1,0,0,0,2,4,0,0,0,12,4,0,100.0,Matches
Hugo Lloris,fr FRA,GK,Tottenham,34-049,1986,22.0,0,0,0,0,2,0,0,0,0,0,0,0,73,0,0,,Matches
Giovani Lo Celso,ar ARG,"MF,FW",Tottenham,24-310,1996,4.9,3,0,0,15,15,0,3,2,9,0,0,0,55,8,10,44.4,Matches
Ruben Loftus-Cheek,eng ENG,FW,Chelsea,25-021,1996,0.7,0,0,0,1,2,0,0,1,0,0,0,0,5,1,3,25.0,Matches
Ruben Loftus-Cheek,eng ENG,"FW,MF",Fulham,25-021,1996,12.5,1,0,0,19,27,1,7,11,16,1,0,0,80,20,46,30.3,Matches
Kevin Long,ie IRL,DF,Burnley,30-179,1990,6.0,2,0,0,8,3,0,1,3,7,0,0,0,79,19,19,50.0,Matches
Shane Long,ie IRL,"FW,MF",Southampton,34-022,1987,2.3,0,0,0,7,6,3,0,2,0,0,0,0,19,15,14,51.7,Matches
Matthew Longstaff,eng ENG,MF,Newcastle Utd,20-329,2000,4.2,0,0,0,3,5,0,3,6,3,0,0,0,44,6,4,60.0,Matches
Sean Longstaff,eng ENG,MF,Newcastle Utd,23-106,1997,9.2,2,0,0,12,12,0,4,11,11,0,0,0,79,5,9,35.7,Matches
Ademola Lookman,eng ENG,FW,Fulham,23-116,1997,17.5,3,0,0,28,35,3,34,18,19,0,0,0,120,4,17,19.0,Matches
Max Lowe,eng ENG,DF,Sheffield Utd,23-278,1997,6.1,1,0,0,10,3,0,17,2,14,0,0,0,43,5,17,22.7,Matches
Matthew Lowton,eng ENG,DF,Burnley,31-249,1989,18.0,2,0,0,10,7,0,24,22,21,0,0,0,163,18,12,60.0,Matches
David Luiz,br BRA,DF,Arsenal,33-297,1987,9.8,1,1,0,11,5,1,3,6,5,0,0,0,72,11,7,61.1,Matches
Douglas Luiz,br BRA,MF,Aston Villa,22-280,1998,18.4,5,1,1,27,32,0,7,15,23,0,1,0,228,24,23,51.1,Matches
John Lundstram,eng ENG,MF,Sheffield Utd,26-361,1994,14.5,5,1,0,13,13,1,24,12,4,0,0,0,115,10,10,50.0,Matches
Alexis Mac Allister,ar ARG,"MF,FW",Brighton,22-051,1998,6.0,1,0,0,8,6,0,5,5,10,0,0,0,42,5,16,23.8,Matches
James Maddison,eng ENG,"MF,FW",Leicester City,24-082,1996,16.4,4,0,0,13,48,3,29,9,16,2,0,0,95,2,14,12.5,Matches
Harry Maguire,eng ENG,DF,Manchester Utd,27-345,1993,23.0,6,0,0,28,19,1,2,42,11,0,0,0,272,92,31,74.8,Matches
Riyad Mahrez,dz ALG,FW,Manchester City,29-358,1991,12.3,0,0,0,9,15,3,29,0,10,0,0,0,76,12,10,54.5,Matches
Ainsley Maitland-Niles,eng ENG,DF,Arsenal,23-168,1997,5.4,0,0,0,6,3,2,4,13,11,1,0,0,44,5,4,55.6,Matches
Ainsley Maitland-Niles,eng ENG,MF,West Brom,23-168,1997,1.0,0,0,0,2,1,0,0,3,2,0,0,0,4,0,0,,Matches
Josh Maja,ng NGA,FW,Fulham,22-048,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
Sadio Mané,sn SEN,FW,Liverpool,28-309,1992,18.8,2,0,0,33,49,17,38,11,22,1,0,0,94,17,43,28.3,Matches
Javier Manquillo,es ESP,DF,Newcastle Utd,26-284,1994,8.0,1,0,0,7,6,0,18,5,11,0,0,0,63,13,9,59.1,Matches
Fernando Marçal,br BRA,DF,Wolves,31-360,1989,6.3,2,0,0,8,3,0,9,7,4,0,0,0,49,8,11,42.1,Matches
Solly March,eng ENG,DF,Brighton,26-208,1994,18.6,0,0,0,26,26,2,71,19,35,0,1,0,186,17,22,43.6,Matches
Pablo Marí,es ESP,DF,Arsenal,27-166,1993,3.0,1,0,0,3,2,0,0,1,6,0,1,0,22,10,3,76.9,Matches
Anthony Martial,fr FRA,FW,Manchester Utd,25-070,1995,13.9,0,1,0,12,22,13,10,1,1,3,0,0,54,13,20,39.4,Matches
Martinelli,br BRA,FW,Arsenal,19-240,2001,2.3,0,0,0,2,3,0,2,5,1,0,0,0,12,2,2,50.0,Matches
Emiliano Martínez,ar ARG,GK,Aston Villa,28-164,1992,21.0,0,0,0,1,8,0,0,0,0,0,0,0,97,0,0,,Matches
Arthur Masuaku,cd COD,DF,West Ham,27-098,1993,9.4,1,0,0,9,8,1,29,2,11,0,1,0,88,8,15,34.8,Matches
Juan Mata,es ESP,FW,Manchester Utd,32-291,1988,3.7,0,0,0,1,2,2,5,0,2,0,0,0,19,1,3,25.0,Matches
Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,23-230,1997,0.7,0,0,0,0,1,1,0,1,0,0,0,0,6,2,5,28.6,Matches
Nemanja Matić,rs SRB,MF,Manchester Utd,32-196,1988,8.1,2,0,0,12,6,0,2,6,10,0,0,0,97,13,3,81.3,Matches
Joël Matip,cm CMR,DF,Liverpool,29-189,1991,7.7,2,0,0,10,4,0,0,4,10,0,0,0,83,24,11,68.6,Matches
Neal Maupay,fr FRA,"FW,MF",Brighton,24-183,1996,17.0,1,0,0,20,26,6,4,6,10,1,1,0,78,17,41,29.3,Matches
James McArthur,sco SCO,MF,Crystal Palace,33-129,1987,16.3,3,0,0,32,14,0,7,23,25,0,0,0,209,20,20,50.0,Matches
Oliver McBurnie,sco SCO,FW,Sheffield Utd,24-254,1996,10.8,1,0,0,15,16,2,2,6,5,1,0,0,48,105,82,56.1,Matches
Alex McCarthy,eng ENG,GK,Southampton,31-072,1989,21.0,1,0,0,0,2,0,0,0,0,0,0,0,91,0,0,,Matches
James McCarthy,ie IRL,MF,Crystal Palace,30-093,1990,5.2,1,0,0,5,3,0,2,7,5,0,0,0,61,3,6,33.3,Matches
John McGinn,sco SCO,MF,Aston Villa,26-118,1994,20.0,5,0,0,20,47,2,19,13,23,1,0,0,166,12,28,30.0,Matches
David McGoldrick,ie IRL,"FW,MF",Sheffield Utd,33-076,1987,14.8,3,0,0,27,14,10,16,8,7,0,0,0,78,46,67,40.7,Matches
Dwight McNeil,eng ENG,MF,Burnley,21-083,1999,18.7,1,0,0,7,23,1,63,17,10,0,0,0,133,13,16,44.8,Matches
Scott McTominay,sco SCO,MF,Manchester Utd,24-067,1996,13.7,0,0,0,27,22,0,5,20,16,0,0,0,135,22,17,56.4,Matches
Ben Mee,eng ENG,DF,Burnley,31-143,1989,16.0,1,0,0,6,11,1,0,9,9,0,0,0,180,63,33,65.6,Matches
Benjamin Mendy,fr FRA,DF,Manchester City,26-211,1994,5.6,2,0,0,9,0,0,10,2,5,0,1,0,54,8,9,47.1,Matches
Edouard Mendy,sn SEN,GK,Chelsea,28-349,1992,19.0,0,0,0,1,1,0,0,0,0,0,1,0,67,0,1,0.0,Matches
Nampalys Mendy,fr FRA,MF,Leicester City,28-235,1992,14.2,5,0,0,18,27,0,0,7,20,0,0,0,167,8,13,38.1,Matches
Illan Meslier,fr FRA,GK,Leeds United,20-348,2000,21.0,0,0,0,0,5,0,0,0,0,0,0,0,106,0,0,,Matches
Luka Milivojević,rs SRB,MF,Crystal Palace,29-312,1991,14.6,6,1,0,21,21,0,8,21,18,0,0,0,151,22,12,64.7,Matches
James Milner,eng ENG,"MF,DF",Liverpool,35-040,1986,6.8,1,0,0,8,6,0,12,8,10,0,0,0,74,11,10,52.4,Matches
Yerry Mina,co COL,DF,Everton,26-143,1994,18.0,1,0,0,20,11,0,0,10,10,0,0,0,147,59,23,72.0,Matches
Takumi Minamino,jp JPN,MF,Southampton,26-028,1995,1.0,0,0,0,2,4,1,1,1,0,0,0,0,6,0,2,0.0,Matches
Takumi Minamino,jp JPN,"MF,FW",Liverpool,26-028,1995,3.3,0,0,0,4,2,1,3,0,3,0,0,0,21,3,2,60.0,Matches
Tyrone Mings,eng ENG,DF,Aston Villa,27-337,1993,19.5,5,1,1,9,11,2,0,10,9,0,0,0,237,67,21,76.1,Matches
Tyrick Mitchell,eng ENG,DF,Crystal Palace,21-165,1999,12.0,1,0,0,7,6,0,15,14,19,0,1,0,95,12,8,60.0,Matches
Aleksandar Mitrović,rs SRB,FW,Fulham,26-150,1994,11.2,2,0,0,20,14,1,5,3,7,0,1,0,38,49,59,45.4,Matches
Jayson Molumby,ie IRL,MF,Brighton,21-191,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Wes Morgan,jm JAM,DF,Leicester City,37-023,1984,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
Mason Mount,eng ENG,"MF,FW",Chelsea,22-034,1999,20.0,2,0,0,35,24,2,34,25,33,1,0,0,154,13,36,26.5,Matches
Lucas Moura,br BRA,"FW,MF",Tottenham,28-184,1992,6.8,0,0,0,12,17,2,4,6,8,0,0,0,62,14,19,42.4,Matches
Lys Mousset,fr FRA,FW,Sheffield Utd,25-005,1996,2.3,0,0,0,6,1,3,0,0,0,0,0,0,7,0,12,0.0,Matches
João Moutinho,pt POR,MF,Wolves,34-158,1986,16.6,5,1,1,29,14,0,29,20,28,0,1,0,146,14,16,46.7,Matches
Joel Mumbongo,se SWE,FW,Burnley,22-035,1999,0.3,1,0,0,1,2,1,0,0,0,0,0,0,1,0,2,0.0,Matches
Jacob Murphy,eng ENG,"DF,MF",Newcastle Utd,25-355,1995,8.2,2,0,0,12,6,1,15,6,11,0,0,0,60,2,11,15.4,Matches
Shkodran Mustafi,de GER,DF,Arsenal,28-302,1992,0.5,0,0,0,1,0,0,0,0,1,0,0,0,5,2,0,100.0,Matches
Marvelous Nakamba,zw ZIM,MF,Aston Villa,27-025,1994,3.2,2,0,0,7,4,0,0,3,5,0,0,0,29,3,3,50.0,Matches
Wilfred Ndidi,ng NGA,"MF,DF",Leicester City,24-059,1996,9.6,2,0,0,16,6,0,0,17,28,0,0,0,128,22,13,62.9,Matches
Tanguy Ndombele,fr FRA,MF,Tottenham,24-047,1996,14.4,2,0,0,16,33,0,7,13,20,0,0,0,125,12,14,46.2,Matches
Reiss Nelson,eng ENG,FW,Arsenal,21-065,1999,0.8,0,0,0,2,1,0,4,1,0,0,0,0,4,0,0,,Matches
Pedro Neto,pt POR,"FW,MF",Wolves,20-341,2000,21.0,1,0,0,14,32,3,94,18,15,0,0,0,105,14,27,34.1,Matches
Rúben Neves,pt POR,MF,Wolves,23-337,1997,17.3,5,0,0,27,11,0,5,23,38,0,0,0,203,16,12,57.1,Matches
Eddie Nketiah,eng ENG,FW,Arsenal,21-259,1999,3.6,0,0,0,8,9,0,3,1,2,0,0,0,10,3,14,17.6,Matches
Niels Nkounkou,fr FRA,DF,Everton,20-104,2000,0.8,1,0,0,1,0,0,2,0,0,0,0,0,3,0,0,,Matches
Dan Nlundulu,eng ENG,"FW,MF",Southampton,22-008,1999,1.0,0,0,0,4,0,1,0,0,0,0,0,0,6,3,4,42.9,Matches
Mark Noble,eng ENG,MF,West Ham,33-281,1987,3.2,1,0,0,3,4,1,2,4,1,0,0,0,26,1,0,100.0,Matches
Oliver Norwood,nir NIR,MF,Sheffield Utd,29-307,1991,11.5,4,0,0,11,8,0,14,15,13,0,0,0,127,7,10,41.2,Matches
Jack O'Connell,eng ENG,DF,Sheffield Utd,26-321,1994,2.0,0,0,0,0,0,1,1,0,1,0,0,0,21,5,10,33.3,Matches
Dara O'Shea,ie IRL,DF,West Brom,21-346,1999,15.4,2,0,0,11,12,0,8,19,23,0,1,0,139,51,33,60.7,Matches
Michael Obafemi,ie IRL,FW,Southampton,20-222,2000,0.2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0.0,Matches
Denis Odoi,be BEL,DF,Fulham,32-262,1988,3.0,1,0,0,7,4,1,4,1,0,0,0,0,35,7,6,53.8,Matches
Angelo Ogbonna,it ITA,DF,West Ham,32-266,1988,22.7,4,0,0,26,9,1,2,19,14,0,0,0,193,61,31,66.3,Matches
Robin Olsen,se SWE,GK,Everton,31-036,1990,4.0,1,0,0,0,1,0,0,0,0,0,0,0,10,0,0,,Matches
Josh Onomah,eng ENG,MF,Fulham,23-292,1997,1.6,0,0,0,3,0,0,0,0,1,0,0,0,10,1,2,33.3,Matches
Divock Origi,be BEL,FW,Liverpool,25-301,1995,2.0,0,0,0,0,1,0,3,1,3,0,0,0,17,3,6,33.3,Matches
Ben Osborn,eng ENG,"MF,DF",Sheffield Utd,26-192,1994,8.5,1,0,0,6,10,0,23,6,11,0,0,0,79,6,12,33.3,Matches
Owen Otasowie,us USA,MF,Wolves,19-299,2001,1.3,1,0,0,3,4,0,0,3,4,0,0,0,14,8,7,53.3,Matches
Alex Oxlade-Chamberlain,eng ENG,"MF,FW",Liverpool,27-182,1993,1.9,0,0,0,1,1,0,1,1,0,0,0,0,20,2,2,50.0,Matches
Emerson Palmieri,it ITA,DF,Chelsea,26-194,1994,1.0,0,0,0,3,0,0,1,1,2,0,0,0,11,3,0,100.0,Matches
Thomas Partey,gh GHA,MF,Arsenal,27-245,1993,7.5,3,0,0,7,10,0,1,7,14,0,0,0,95,9,9,50.0,Matches
Rui Patrício,pt POR,GK,Wolves,32-364,1988,23.0,1,0,0,0,1,0,0,0,0,0,0,0,83,0,0,,Matches
Bailey Peacock-Farrell,nir NIR,GK,Burnley,24-107,1996,1.0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,,Matches
Lee Peltier,eng ENG,DF,West Brom,34-064,1986,2.0,1,0,0,2,0,0,1,1,6,0,0,0,11,6,0,100.0,Matches
Nicolas Pépé,ci CIV,"FW,MF",Arsenal,25-260,1995,9.0,1,1,0,6,13,1,16,9,11,0,0,0,46,20,22,47.6,Matches
Matheus Pereira,br BRA,"MF,FW",West Brom,24-284,1996,15.3,2,1,0,22,30,10,27,15,14,0,0,0,112,8,27,22.9,Matches
Ricardo Pereira,pt POR,DF,Leicester City,27-130,1993,2.8,0,0,0,4,2,1,2,2,5,0,0,0,17,2,1,66.7,Matches
Ayoze Pérez,es ESP,"FW,MF",Leicester City,27-205,1993,9.6,1,0,0,16,11,7,15,11,10,0,0,0,64,8,31,20.5,Matches
Kalvin Phillips,eng ENG,MF,Leeds United,25-073,1995,17.5,5,0,0,22,28,0,19,29,28,0,0,0,200,24,24,50.0,Matches
Matt Phillips,sco SCO,"MF,DF",West Brom,29-337,1991,8.7,1,0,0,16,2,4,23,7,5,0,0,0,75,13,22,37.1,Matches
Nathaniel Phillips,eng ENG,DF,Liverpool,23-329,1997,5.5,2,0,0,11,2,0,0,6,3,0,0,0,67,32,12,72.7,Matches
Jordan Pickford,eng ENG,GK,Everton,26-343,1994,17.0,1,0,0,0,1,0,0,0,0,0,0,0,84,0,0,,Matches
Erik Pieters,nl NED,"DF,MF",Burnley,32-190,1988,10.4,0,0,0,17,11,1,7,6,19,0,0,1,97,18,7,72.0,Matches
Daniel Podence,pt POR,"FW,MF",Wolves,25-115,1995,14.6,2,0,0,11,20,3,24,12,7,0,0,0,83,7,17,29.2,Matches
Paul Pogba,fr FRA,"MF,FW",Manchester Utd,27-335,1993,15.0,3,0,0,30,28,3,12,16,22,1,2,0,167,39,26,60.0,Matches
Nick Pope,eng ENG,GK,Burnley,28-300,1992,21.0,0,0,0,2,1,0,0,0,1,0,2,0,109,0,0,,Matches
Dennis Praet,be BEL,"MF,FW",Leicester City,26-275,1994,7.3,0,0,0,12,2,0,17,7,7,0,0,0,57,5,10,33.3,Matches
Davy Pröpper,nl NED,MF,Brighton,29-164,1991,2.2,0,0,0,1,0,0,2,1,3,0,0,0,10,3,4,42.9,Matches
Christian Pulisic,us USA,"FW,MF",Chelsea,22-148,1998,10.7,2,0,0,9,19,3,20,7,8,0,0,0,62,11,24,31.4,Matches
Aaron Ramsdale,eng ENG,GK,Sheffield Utd,22-275,1998,23.0,1,0,0,1,4,0,0,0,0,0,1,0,108,0,0,,Matches
Jacob Ramsey,eng ENG,"MF,FW",Aston Villa,19-261,2001,1.8,0,0,0,4,3,0,2,0,0,0,0,0,23,1,4,20.0,Matches
Kayne Ramsey,eng ENG,DF,Southampton,20-126,2000,1.0,1,0,0,1,0,0,0,1,3,0,0,0,6,1,1,50.0,Matches
Darren Randolph,ie IRL,GK,West Ham,33-277,1987,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
Marcus Rashford,eng ENG,FW,Manchester Utd,23-105,1997,20.6,3,0,0,18,25,19,23,8,5,1,0,0,84,13,17,43.3,Matches
Tim Ream,us USA,DF,Fulham,33-131,1987,5.0,0,0,0,2,0,0,0,3,2,0,0,0,50,7,8,46.7,Matches
Nathan Redmond,eng ENG,"MF,FW",Southampton,26-344,1994,7.0,0,0,0,12,9,1,15,3,11,0,0,0,52,2,6,25.0,Matches
Harrison Reed,eng ENG,MF,Fulham,26-017,1995,13.9,4,0,0,19,14,1,6,28,18,0,0,0,168,13,13,50.0,Matches
Sergio Reguilón,es ESP,DF,Tottenham,24-059,1996,11.8,2,0,0,11,12,1,28,13,17,0,0,0,107,14,15,48.3,Matches
Bobby Reid,jm JAM,"DF,FW",Fulham,28-011,1993,15.2,5,0,0,19,13,1,19,10,12,1,0,0,91,15,24,38.5,Matches
Declan Rice,eng ENG,MF,West Ham,22-030,1999,23.0,2,0,0,20,11,1,24,45,43,0,1,0,236,36,23,61.0,Matches
Richarlison,br BRA,"FW,MF",Everton,23-279,1997,15.1,2,1,0,19,39,12,12,8,20,0,0,0,105,16,29,35.6,Matches
Jaïro Riedewald,nl NED,MF,Crystal Palace,24-157,1996,9.6,0,0,0,8,3,0,2,8,11,0,0,0,80,5,4,55.6,Matches
Matt Ritchie,sco SCO,"DF,MF",Newcastle Utd,31-156,1989,5.9,1,0,0,5,9,0,22,7,4,0,0,1,50,9,15,37.5,Matches
Tyler Roberts,wal WAL,"MF,FW",Leeds United,22-032,1999,3.6,0,0,0,4,9,5,3,0,2,0,0,0,22,5,11,31.3,Matches
