player,nationality,position,squad,age,birth_year,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,matches
Andrew Robertson,sco SCO,DF,Liverpool,26-339,1994,22.9,1,0,0,15,6,4,104,12,12,0,1,0,248,22,19,53.7,Matches
Antonee Robinson,us USA,DF,Fulham,23-189,1997,16.3,3,1,0,14,5,1,64,30,19,0,0,0,149,31,19,62.0,Matches
Callum Robinson,ie IRL,"FW,MF",West Brom,26-011,1995,13.2,0,0,0,3,14,6,32,7,4,2,0,0,73,12,43,21.8,Matches
Jack Robinson,eng ENG,DF,Sheffield Utd,27-165,1993,6.7,2,0,0,6,5,0,10,6,8,1,1,0,71,17,12,58.6,Matches
Hal Robson-Kanu,wal WAL,"FW,MF",West Brom,31-268,1989,2.5,1,0,0,9,6,1,1,1,1,0,0,0,10,2,10,16.7,Matches
Marek Rodák,sk SVK,GK,Fulham,24-062,1996,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
Joe Rodon,wal WAL,DF,Tottenham,23-114,1997,4.1,0,0,0,1,3,1,0,6,7,0,0,0,38,10,10,50.0,Matches
Rodri,es ESP,MF,Manchester City,24-236,1996,19.1,3,0,0,24,21,3,6,16,39,0,0,0,273,58,12,82.9,Matches
Rodrigo,es ESP,MF,Leeds United,29-344,1991,11.0,1,0,0,16,7,0,17,5,10,0,1,0,75,17,25,40.5,Matches
James Rodríguez,co COL,"FW,MF",Everton,29-216,1991,13.3,3,0,0,13,30,6,25,8,9,0,0,0,87,3,9,25.0,Matches
Jay Rodriguez,eng ENG,"FW,MF",Burnley,31-199,1989,8.5,3,0,0,21,12,6,2,5,6,0,0,0,32,24,46,34.3,Matches
Oriol Romeu,es ESP,MF,Southampton,29-142,1991,16.5,5,0,0,25,17,0,4,20,27,0,0,0,245,34,25,57.6,Matches
Antonio Rüdiger,de GER,DF,Chelsea,27-347,1993,8.0,0,0,0,3,3,1,1,3,4,0,0,1,53,21,7,75.0,Matches
Mathew Ryan,au AUS,GK,Arsenal,28-311,1992,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
Mathew Ryan,au AUS,GK,Brighton,28-311,1992,11.0,1,0,0,1,0,0,0,0,0,0,1,0,42,0,0,,Matches
Allan Saint-Maximin,fr FRA,"FW,MF",Newcastle Utd,23-338,1997,8.3,0,0,0,8,28,1,7,3,7,0,1,0,47,1,1,50.0,Matches
Romain Saïss,ma MAR,DF,Wolves,30-324,1990,13.7,0,0,0,12,6,1,11,12,9,0,1,0,105,44,35,55.7,Matches
Bukayo Saka,eng ENG,"FW,DF",Arsenal,19-161,2001,18.7,0,0,0,11,42,9,62,15,10,0,0,1,118,11,30,26.8,Matches
Mamadou Sakho,fr FRA,DF,Crystal Palace,31-000,1990,3.1,0,0,0,2,1,0,0,0,2,0,1,0,17,5,8,38.5,Matches
Mohamed Salah,eg EGY,FW,Liverpool,28-243,1992,20.4,0,0,0,12,15,9,28,4,9,2,0,0,106,16,37,30.2,Matches
Davinson Sánchez,co COL,DF,Tottenham,24-246,1996,7.5,0,0,0,12,4,0,0,3,12,0,1,1,73,25,12,67.6,Matches
Robert Sánchez,es ESP,GK,Brighton,23-087,1997,12.0,0,0,0,2,2,0,0,0,0,0,1,0,73,0,1,0.0,Matches
Morgan Sanson,fr FRA,MF,Aston Villa,26-179,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
Romaine Sawyers,kn SKN,MF,West Brom,29-103,1991,16.5,2,0,0,18,14,0,5,23,19,0,0,1,175,13,6,68.4,Matches
Dane Scarlett,eng ENG,FW,Tottenham,16-326,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Fabian Schär,ch SUI,DF,Newcastle Utd,29-055,1991,13.4,4,0,0,21,15,1,3,20,9,0,0,0,119,20,23,46.5,Matches
Jeffrey Schlupp,gh GHA,MF,Crystal Palace,28-052,1992,10.8,2,0,0,13,14,0,21,10,7,0,0,0,64,29,34,46.0,Matches
Kasper Schmeichel,dk DEN,GK,Leicester City,34-100,1986,23.0,0,0,0,0,1,0,0,0,0,0,0,0,96,0,0,,Matches
Nélson Semedo,pt POR,DF,Wolves,27-089,1993,19.7,4,0,0,31,23,2,33,31,31,0,1,1,155,26,23,53.1,Matches
Jamie Shackleton,eng ENG,"MF,DF",Leeds United,21-128,1999,3.4,0,0,0,2,2,1,2,5,4,0,0,0,22,3,3,50.0,Matches
Xherdan Shaqiri,ch SUI,"MF,FW",Liverpool,29-126,1991,4.4,2,0,0,10,4,0,7,4,3,0,0,0,42,3,5,37.5,Matches
Billy Sharp,eng ENG,FW,Sheffield Utd,35-008,1986,4.8,1,0,0,9,8,8,5,2,4,0,0,0,16,11,21,34.4,Matches
Luke Shaw,eng ENG,DF,Manchester Utd,25-216,1995,16.5,5,0,0,25,16,1,52,11,29,0,0,1,155,22,17,56.4,Matches
Jonjo Shelvey,eng ENG,MF,Newcastle Utd,28-352,1992,14.1,4,0,0,11,5,0,25,13,11,0,0,0,117,13,11,54.2,Matches
Gylfi Sigurðsson,is ISL,MF,Everton,31-158,1989,12.3,1,0,0,13,9,0,16,12,10,0,0,0,94,5,4,55.6,Matches
Bernardo Silva,pt POR,"MF,FW",Manchester City,26-187,1994,13.5,1,0,0,10,15,3,8,9,12,0,0,0,91,5,19,20.8,Matches
Fábio Silva,pt POR,FW,Wolves,18-209,2002,8.2,2,0,0,9,15,2,2,4,2,1,0,0,30,13,46,22.0,Matches
Thiago Silva,br BRA,DF,Chelsea,36-144,1984,16.2,3,0,0,10,12,0,1,15,12,0,0,0,173,39,13,75.0,Matches
Moussa Sissoko,fr FRA,MF,Tottenham,31-181,1989,14.8,2,0,0,18,7,0,10,15,18,0,0,0,149,15,22,40.5,Matches
Islam Slimani,dz ALG,FW,Leicester City,32-240,1988,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,75.0,Matches
William Smallbone,ie IRL,MF,Southampton,20-358,2000,1.9,0,0,0,3,2,0,2,1,4,0,0,0,12,3,4,42.9,Matches
Emile Smith-Rowe,eng ENG,MF,Arsenal,20-200,2000,8.1,0,0,0,3,8,2,13,7,5,0,0,0,56,5,7,41.7,Matches
Robert Snodgrass,sco SCO,"MF,FW",West Brom,33-159,1987,4.5,1,0,0,7,11,0,5,1,10,0,0,0,48,8,11,42.1,Matches
Robert Snodgrass,sco SCO,"FW,DF",West Ham,33-159,1987,0.1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,Matches
Cédric Soares,pt POR,DF,Arsenal,29-166,1991,4.8,1,0,0,3,5,0,16,4,5,0,0,0,40,5,10,33.3,Matches
Tomáš Souček,cz CZE,MF,West Ham,25-352,1995,23.0,3,1,0,41,33,0,7,25,27,0,0,0,290,131,72,64.5,Matches
Çağlar Söyüncü,tr TUR,DF,Leicester City,24-266,1996,7.2,2,0,0,6,6,0,1,4,6,0,0,0,74,18,15,54.5,Matches
Zack Steffen,us USA,GK,Manchester City,25-317,1995,1.0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,,Matches
Dale Stephens,eng ENG,MF,Burnley,31-246,1989,2.8,1,0,0,7,2,0,0,3,4,0,0,0,49,5,4,55.6,Matches
Jack Stephens,eng ENG,DF,Southampton,27-017,1994,11.4,2,0,0,5,6,0,0,13,12,0,0,0,139,20,10,66.7,Matches
Raheem Sterling,eng ENG,FW,Manchester City,26-067,1994,18.0,1,0,0,22,27,8,22,6,15,2,0,0,78,3,11,21.4,Matches
Enda Stevens,ie IRL,DF,Sheffield Utd,30-219,1990,15.0,3,0,0,15,4,2,27,19,15,0,0,0,161,22,16,57.9,Matches
John Stones,eng ENG,DF,Manchester City,26-261,1994,13.0,0,0,0,4,4,1,1,5,5,0,0,0,117,26,12,68.4,Matches
Pascal Struijk,nl NED,"DF,MF",Leeds United,21-186,1999,11.2,1,0,0,11,4,0,1,17,9,0,1,0,127,27,23,54.0,Matches
Matt Targett,eng ENG,DF,Aston Villa,25-148,1995,20.8,4,0,0,12,10,0,47,22,33,0,1,0,216,53,29,64.6,Matches
James Tarkowski,eng ENG,DF,Burnley,28-086,1992,20.0,3,0,0,21,14,2,2,25,25,0,0,0,179,101,31,76.5,Matches
Percy Tau,za RSA,"FW,MF",Brighton,26-276,1994,0.9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0.0,Matches
Charlie Taylor,eng ENG,DF,Burnley,27-148,1993,14.6,1,0,0,6,19,0,35,9,13,0,0,0,143,24,10,70.6,Matches
Neil Taylor,wal WAL,DF,Aston Villa,32-006,1989,0.2,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,,Matches
Allan Tchaptchet,fr FRA,DF,Southampton,19-054,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
Nathan Tella,eng ENG,"FW,MF",Southampton,21-223,1999,1.8,0,0,0,4,6,2,4,0,0,0,0,0,10,0,3,0.0,Matches
Alex Telles,br BRA,DF,Manchester Utd,28-060,1992,5.7,0,0,0,4,3,1,22,6,4,0,0,0,52,9,8,52.9,Matches
Kenny Tete,nl NED,DF,Fulham,25-127,1995,6.6,1,0,0,11,7,1,26,7,14,0,0,0,65,10,9,52.6,Matches
Luke Thomas,eng ENG,DF,Leicester City,19-248,2001,3.0,1,0,0,2,5,0,3,5,2,1,0,0,33,3,9,25.0,Matches
Youri Tielemans,be BEL,MF,Leicester City,23-282,1997,22.4,4,0,0,24,38,0,25,19,31,0,0,0,273,19,26,42.2,Matches
Kieran Tierney,sco SCO,DF,Arsenal,23-253,1997,16.9,3,0,0,7,11,0,69,11,12,1,0,0,148,15,30,33.3,Matches
James Tomkins,eng ENG,DF,Crystal Palace,31-321,1989,4.3,1,0,0,2,1,0,0,2,2,0,1,0,34,10,9,52.6,Matches
Fikayo Tomori,eng ENG,DF,Chelsea,23-056,1997,0.5,0,0,0,1,0,0,0,1,2,0,0,0,4,0,0,,Matches
Ferrán Torres,es ESP,FW,Manchester City,20-350,2000,8.0,1,0,0,11,8,3,17,1,1,0,0,0,35,10,12,45.5,Matches
Cenk Tosun,tr TUR,FW,Everton,29-251,1991,0.5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,50.0,Matches
Andros Townsend,eng ENG,MF,Crystal Palace,29-212,1991,15.9,0,0,0,20,28,1,51,28,26,0,0,0,132,2,17,10.5,Matches
Conor Townsend,eng ENG,DF,West Brom,27-346,1993,9.8,0,0,0,3,12,0,17,13,10,0,0,0,80,22,15,59.5,Matches
Adama Traoré,es ESP,"FW,DF",Wolves,25-019,1996,15.8,3,0,0,26,49,4,68,6,13,1,0,0,78,39,33,54.2,Matches
Bertrand Traoré,bf BFA,FW,Aston Villa,25-160,1995,11.5,0,0,0,16,15,4,30,14,2,0,0,0,65,14,17,45.2,Matches
Trézéguet,eg EGY,FW,Aston Villa,26-135,1994,8.7,0,0,0,25,9,1,21,7,13,1,0,0,59,22,31,41.5,Matches
Leandro Trossard,be BEL,"FW,MF",Brighton,26-071,1994,16.3,1,0,0,13,15,4,42,10,14,0,0,0,112,2,16,11.1,Matches
Kostas Tsimikas,gr GRE,DF,Liverpool,24-277,1996,0.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.0,Matches
Axel Tuanzebe,eng ENG,DF,Manchester Utd,23-091,1997,1.5,2,0,0,3,0,0,0,0,2,0,0,1,21,4,2,66.7,Matches
Cengiz Ünder,tr TUR,"MF,FW",Leicester City,23-214,1997,2.7,0,0,0,0,2,2,9,3,3,0,0,0,22,0,3,0.0,Matches
Yan Valery,fr FRA,"DF,MF",Southampton,21-357,1999,1.1,0,0,0,1,1,0,2,3,2,0,0,0,14,1,3,25.0,Matches
Jamie Vardy,eng ENG,FW,Leicester City,34-033,1987,16.7,1,0,0,13,13,19,9,3,3,3,0,0,31,31,34,47.7,Matches
Joël Veltman,nl NED,DF,Brighton,29-029,1992,14.3,2,0,0,15,18,0,32,17,22,0,0,0,158,31,18,63.3,Matches
Jannik Vestergaard,dk DEN,DF,Southampton,28-194,1992,13.5,0,0,0,12,6,0,2,16,16,0,0,0,168,62,19,76.5,Matches
Rúben Vinagre,pt POR,DF,Wolves,21-310,1999,1.9,0,0,0,2,0,0,4,1,3,0,0,0,19,3,3,50.0,Matches
Carlos Vinícius,br BRA,FW,Tottenham,25-325,1995,1.8,0,0,0,7,1,0,1,0,0,0,0,0,6,6,12,33.3,Matches
Vitinha,pt POR,MF,Wolves,21-000,2000,2.6,0,0,0,4,1,0,0,0,4,0,0,0,15,0,1,0.0,Matches
Jake Vokins,eng ENG,DF,Southampton,20-333,2000,0.7,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,,Matches
Matěj Vydra,cz CZE,FW,Burnley,28-288,1992,5.2,0,0,0,0,3,7,2,0,1,0,0,0,20,12,24,33.3,Matches
Theo Walcott,eng ENG,"MF,FW",Southampton,31-334,1989,13.7,0,0,0,9,25,7,25,6,16,0,0,0,93,5,23,17.9,Matches
Theo Walcott,eng ENG,FW,Everton,31-334,1989,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Kyle Walker,eng ENG,DF,Manchester City,30-261,1990,13.3,1,0,0,21,7,1,13,11,19,0,2,0,117,18,11,62.1,Matches
Kyle Walker-Peters,eng ENG,DF,Southampton,23-306,1997,18.0,4,0,0,17,26,2,9,22,31,1,0,0,173,9,24,27.3,Matches
Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,23-079,1997,21.0,1,0,0,18,7,1,29,29,40,0,0,0,164,32,26,55.2,Matches
Joel Ward,eng ENG,DF,Crystal Palace,31-107,1989,11.1,3,0,0,19,3,0,10,16,12,0,1,0,113,27,20,57.4,Matches
James Ward-Prowse,eng ENG,MF,Southampton,26-104,1994,22.0,4,0,0,31,15,0,29,27,34,0,1,0,297,28,40,41.2,Matches
Ollie Watkins,eng ENG,FW,Aston Villa,25-045,1995,21.0,1,0,0,25,29,17,21,9,13,0,0,0,62,86,111,43.7,Matches
Caleb Watts,au AUS,"MF,FW",Southampton,19-028,2002,0.2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0.0,Matches
Adam Webster,eng ENG,DF,Brighton,26-040,1995,21.8,3,0,0,17,12,1,2,26,14,0,0,0,255,73,39,65.2,Matches
Danny Welbeck,eng ENG,FW,Brighton,30-079,1990,7.2,0,0,0,10,8,2,1,2,4,1,0,0,25,9,26,25.7,Matches
Timo Werner,de GER,FW,Chelsea,24-344,1996,18.3,0,0,0,14,17,15,28,5,11,4,0,0,105,5,20,20.0,Matches
Ashley Westwood,eng ENG,MF,Burnley,30-318,1990,21.9,5,0,0,18,32,0,42,19,9,0,0,0,233,7,13,35.0,Matches
Ben White,eng ENG,"DF,MF",Brighton,23-128,1997,21.5,2,0,0,19,7,0,13,18,22,0,0,0,209,31,24,56.4,Matches
Georginio Wijnaldum,nl NED,MF,Liverpool,30-094,1990,20.7,1,0,0,13,20,0,3,9,19,0,0,0,190,24,36,40.0,Matches
Brandon Williams,eng ENG,DF,Manchester Utd,20-163,2000,0.1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,,Matches
Neco Williams,wal WAL,DF,Liverpool,19-306,2001,1.9,1,0,0,2,4,0,5,4,2,0,1,0,16,1,2,33.3,Matches
Rhys Williams,eng ENG,DF,Liverpool,20-010,2001,1.3,0,0,0,1,1,0,0,0,1,0,0,0,28,8,0,100.0,Matches
Willian,br BRA,"FW,MF",Arsenal,32-188,1988,11.1,0,0,0,5,17,3,33,7,4,0,0,0,70,4,11,26.7,Matches
Joe Willock,eng ENG,MF,Arsenal,21-177,1999,2.6,1,0,0,6,4,1,5,5,4,0,0,0,21,7,5,58.3,Matches
Joe Willock,eng ENG,MF,Newcastle Utd,21-177,1999,1.0,0,0,0,1,0,0,1,3,3,0,0,0,5,1,1,50.0,Matches
Callum Wilson,eng ENG,FW,Newcastle Utd,28-352,1992,20.1,2,0,0,31,37,17,13,2,8,2,0,0,77,34,115,22.8,Matches
Harry Winks,eng ENG,MF,Tottenham,25-011,1996,6.3,4,0,0,5,7,0,1,10,8,0,0,0,61,5,5,50.0,Matches
Chris Wood,nz NZL,FW,Burnley,29-068,1991,18.7,0,0,0,19,13,15,0,3,7,0,0,0,46,100,99,50.3,Matches
Granit Xhaka,ch SUI,MF,Arsenal,28-139,1992,17.1,4,1,0,26,23,1,3,12,20,0,0,0,212,27,23,54.0,Matches
Andriy Yarmolenko,ua UKR,"FW,MF",West Ham,31-113,1989,4.0,3,0,0,8,6,5,8,3,3,0,0,0,27,3,3,50.0,Matches
DeAndre Yedlin,us USA,DF,Newcastle Utd,27-219,1993,4.8,0,0,0,4,4,1,8,3,6,0,0,0,28,4,3,57.1,Matches
Okay Yokuşlu,tr TUR,MF,West Brom,26-341,1994,0.1,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,100.0,Matches
Wilfried Zaha,ci CIV,FW,Crystal Palace,28-095,1992,18.5,4,0,0,22,56,9,31,14,9,0,0,0,96,8,22,26.7,Matches
Andre-Frank Zambo Anguissa,cm CMR,MF,Fulham,25-089,1995,18.7,4,0,0,27,17,0,10,41,34,0,0,0,220,29,23,55.8,Matches
Andi Zeqiri,ch SUI,"FW,DF",Brighton,21-236,1999,0.8,0,0,0,0,0,0,3,0,1,0,0,0,5,1,2,33.3,Matches
Oleksandr Zinchenko,ua UKR,DF,Manchester City,24-060,1996,7.1,0,0,0,3,2,0,3,8,4,0,0,0,67,15,8,65.2,Matches
Hakim Ziyech,ma MAR,"FW,MF",Chelsea,27-331,1993,7.0,3,0,0,11,9,1,26,8,2,0,0,0,61,0,13,0.0,Matches
Kurt Zouma,fr FRA,DF,Chelsea,26-109,1994,15.0,1,0,0,11,5,0,0,13,8,0,0,0,158,63,16,79.7,Matches
Martin Ødegaard,no NOR,"MF,DF",Arsenal,22-058,1998,0.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0.0,Matches
