player,nationality,position,squad,age,birth_year,minutes_90s,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xa,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,matches
Niclas Füllkrug,de GER,FW,Werder Bremen,28-004,1993,3.4,42,79,53.2,649,159,21,30,70.0,17,36,47.2,1,4,25.0,0,0.1,-0.1,3,7,0,0,3,Matches
Mijat Gaćinović,rs SRB,"DF,MF",Hoffenheim,26-005,1995,7.6,281,366,76.8,4458,1796,144,171,84.2,109,135,80.7,21,40,52.5,2,1.5,+0.5,8,21,4,0,32,Matches
Christian Gebauer,at AUT,"MF,FW",Arminia,27-055,1993,4.0,68,101,67.3,1033,457,37,43,86.0,21,32,65.6,6,16,37.5,0,0.2,-0.2,3,4,2,1,11,Matches
Theodor Gebre Selassie,cz CZE,DF,Werder Bremen,34-051,1986,19.0,673,867,77.6,12189,5599,292,339,86.1,301,386,78.0,73,117,62.4,1,0.4,+0.6,11,41,12,4,65,Matches
Dennis Geiger,de GER,MF,Hoffenheim,22-248,1998,7.3,292,354,82.5,5954,1812,110,120,91.7,124,140,88.6,52,81,64.2,1,1.7,-0.7,14,32,5,0,40,Matches
Christian Gentner,de GER,MF,Union Berlin,35-183,1985,4.7,152,186,81.7,2736,773,66,75,88.0,62,70,88.6,20,35,57.1,0,0.9,-0.9,4,19,3,2,17,Matches
Yannick Gerhardt,de GER,MF,Wolfsburg,26-337,1994,10.1,241,335,71.9,4354,1272,103,135,76.3,101,130,77.7,27,45,60.0,3,2.5,+0.5,15,28,11,4,39,Matches
Hamadi Al Ghaddioui,ma MAR,"MF,FW",Stuttgart,30-144,1990,0.2,7,9,77.8,126,54,3,4,75.0,3,4,75.0,1,1,100.0,0,0.0,0.0,0,1,0,0,1,Matches
Niko Gießelmann,de GER,DF,Union Berlin,29-140,1991,3.4,118,185,63.8,2369,980,50,65,76.9,46,68,67.6,22,45,48.9,0,0.1,-0.1,2,15,1,0,18,Matches
Rafał Gikiewicz,pl POL,GK,Augsburg,33-110,1987,21.0,652,889,73.3,18627,10015,133,135,98.5,275,280,98.2,244,474,51.5,0,0.0,0.0,0,7,0,0,0,Matches
Daniel Ginczek,de GER,"FW,MF",Wolfsburg,29-306,1991,1.6,30,49,61.2,543,124,13,22,59.1,15,21,71.4,2,4,50.0,0,0.1,-0.1,2,4,1,0,6,Matches
Matthias Ginter,de GER,DF,M'Gladbach,27-025,1994,20.0,1280,1492,85.8,27167,9935,395,422,93.6,666,728,91.5,203,316,64.2,1,1.8,-0.8,8,99,14,2,119,Matches
Robert Glatzel,de GER,FW,Mainz 05,27-036,1994,0.1,3,7,42.9,57,38,1,1,100.0,2,4,50.0,0,0,,0,0.0,0.0,0,1,1,1,0,Matches
Serge Gnabry,de GER,"FW,MF",Bayern Munich,25-214,1995,13.7,503,645,78.0,8371,1871,251,300,83.7,197,233,84.5,40,73,54.8,0,2.9,-2.9,21,27,27,6,43,Matches
Akaki Gogia,de GER,FW,Union Berlin,29-026,1992,1.6,46,57,80.7,816,262,23,26,88.5,17,21,81.0,5,7,71.4,1,0.4,+0.6,2,3,1,0,7,Matches
Nicolás González,ar ARG,"FW,DF",Stuttgart,22-313,1998,9.9,135,222,60.8,2371,719,60,87,69.0,55,84,65.5,16,28,57.1,2,1.8,+0.2,10,18,9,0,24,Matches
Leon Goretzka,de GER,MF,Bayern Munich,26-007,1995,12.7,643,722,89.1,13306,2760,216,242,89.3,291,311,93.6,120,141,85.1,2,0.9,+1.1,11,79,15,1,70,Matches
Jeffrey Gouweleeuw,nl NED,DF,Augsburg,29-218,1991,20.0,871,1070,81.4,20282,7446,209,242,86.4,467,509,91.7,185,299,61.9,0,0.1,-0.1,4,78,7,0,68,Matches
Demarai Gray,eng ENG,FW,Leverkusen,24-230,1996,0.2,6,7,85.7,72,10,4,4,100.0,0,0,,1,2,50.0,0,0.0,0.0,0,0,0,0,0,Matches
Michael Gregoritsch,at AUT,"FW,MF",Augsburg,26-301,1994,8.4,151,232,65.1,2529,647,74,92,80.4,48,73,65.8,19,46,41.3,2,0.9,+1.1,5,16,5,1,18,Matches
Sebastian Griesbeck,de GER,MF,Union Berlin,30-133,1990,8.3,139,188,73.9,2441,674,65,77,84.4,55,73,75.3,14,28,50.0,0,0.0,0.0,1,11,3,1,16,Matches
Vincenzo Grifo,it ITA,"MF,FW",Freiburg,27-312,1993,16.6,536,722,74.2,10640,3075,219,250,87.6,203,248,81.9,98,180,54.4,5,3.4,+1.6,47,36,19,4,72,Matches
Florian Grillitsch,at AUT,MF,Hoffenheim,25-190,1995,7.3,313,382,81.9,5848,1779,120,148,81.1,143,158,90.5,39,54,72.2,0,1.0,-1.0,6,33,14,3,46,Matches
Christian Groß,de GER,"MF,DF",Werder Bremen,32-005,1989,9.8,490,572,85.7,9781,2515,182,207,87.9,227,251,90.4,78,106,73.6,1,0.5,+0.5,3,34,2,0,35,Matches
Ilia Gruev,bg BUL,FW,Werder Bremen,20-283,2000,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
Carlos Gruezo,ec ECU,MF,Augsburg,25-300,1995,17.1,455,566,80.4,9839,2164,159,190,83.7,195,225,86.7,96,132,72.7,0,0.5,-0.5,6,30,3,0,40,Matches
Mattéo Guendouzi,fr FRA,MF,Hertha BSC,21-305,1999,13.7,635,743,85.5,13491,3600,186,208,89.4,321,357,89.9,120,151,79.5,0,0.8,-0.8,10,69,7,0,75,Matches
Raphaël Guerreiro,pt POR,DF,Dortmund,27-053,1993,14.7,1163,1334,87.2,19220,7083,614,661,92.9,444,503,88.3,87,117,74.4,7,4.5,+2.5,41,105,37,8,143,Matches
Josuha Guilavogui,fr FRA,"MF,DF",Wolfsburg,30-147,1990,6.4,290,342,84.8,6178,1740,89,105,84.8,138,156,88.5,57,71,80.3,0,0.1,-0.1,3,34,2,0,23,Matches
Péter Gulácsi,hu HUN,GK,RB Leipzig,30-283,1990,21.0,650,765,85.0,17151,9034,134,134,100.0,320,322,99.4,194,307,63.2,0,0.0,0.0,0,10,0,0,1,Matches
Manuel Gulde,de GER,DF,Freiburg,30-001,1991,12.5,428,511,83.8,9200,2744,119,137,86.9,233,260,89.6,74,106,69.8,0,0.0,0.0,0,22,0,0,21,Matches
Robert Gumny,pl POL,DF,Augsburg,22-254,1998,6.6,222,291,76.3,3657,1389,110,130,84.6,94,112,83.9,15,31,48.4,0,0.1,-0.1,1,7,3,0,15,Matches
Christian Günter,de GER,DF,Freiburg,27-351,1993,20.0,680,945,72.0,13197,5333,296,333,88.9,269,358,75.1,103,201,51.2,2,3.2,-1.2,40,43,34,21,70,Matches
Janik Haberer,de GER,"MF,FW",Freiburg,26-317,1994,2.2,52,76,68.4,908,210,23,31,74.2,18,27,66.7,9,14,64.3,0,0.0,0.0,0,3,1,0,5,Matches
Alexander Hack,de GER,DF,Mainz 05,27-158,1993,10.9,384,505,76.0,8927,3623,98,124,79.0,186,218,85.3,96,148,64.9,0,0.4,-0.4,6,26,2,0,41,Matches
André Hahn,de GER,"FW,MF",Augsburg,30-184,1990,11.7,148,255,58.0,2519,471,72,109,66.1,60,101,59.4,11,28,39.3,1,0.6,+0.4,9,7,6,2,12,Matches
Amadou Haidara,ml MLI,"MF,FW",RB Leipzig,23-013,1998,12.4,460,583,78.9,7083,2225,276,313,88.2,140,180,77.8,32,55,58.2,1,1.2,-0.2,17,36,13,5,52,Matches
Erling Håland,no NOR,FW,Dortmund,20-207,2000,14.1,178,251,70.9,2344,315,108,142,76.1,49,72,68.1,6,12,50.0,3,3.0,0.0,11,7,8,0,13,Matches
Marcel Halstenberg,de GER,DF,RB Leipzig,29-139,1991,11.6,887,1007,88.1,16432,5626,337,364,92.6,457,502,91.0,84,122,68.9,1,0.5,+0.5,7,80,10,5,102,Matches
Amine Harit,ma MAR,"MF,FW",Schalke 04,23-240,1997,11.6,336,443,75.8,5995,2128,146,178,82.0,131,165,79.4,43,66,65.2,5,3.3,+1.7,28,26,22,2,54,Matches
Marcel Hartel,de GER,MF,Arminia,25-025,1996,17.7,565,752,75.1,10342,2542,264,296,89.2,222,270,82.2,70,147,47.6,0,1.1,-1.1,11,44,16,7,54,Matches
Makoto Hasebe,jp JPN,"DF,MF",Eint Frankfurt,37-026,1984,15.0,819,939,87.2,16322,5008,270,308,87.7,429,463,92.7,115,156,73.7,0,0.0,0.0,0,62,9,1,72,Matches
Thorgan Hazard,be BEL,"FW,DF",Dortmund,27-321,1993,1.8,102,119,85.7,1781,436,49,56,87.5,39,42,92.9,12,16,75.0,0,0.0,0.0,1,6,5,0,9,Matches
Jonas Hector,de GER,MF,Köln,30-262,1990,5.7,180,229,78.6,3434,662,75,94,79.8,79,87,90.8,24,40,60.0,0,0.2,-0.2,4,15,4,1,16,Matches
Hwang Hee-chan,kr KOR,"FW,MF",RB Leipzig,25-018,1996,1.7,35,51,68.6,467,169,25,31,80.6,7,14,50.0,1,3,33.3,0,0.1,-0.1,2,2,1,0,4,Matches
Dominique Heintz,de GER,DF,Freiburg,27-182,1993,8.3,434,500,86.8,10469,3334,97,104,93.3,229,246,93.1,105,142,73.9,0,0.1,-0.1,2,38,1,0,29,Matches
Benjamin Henrichs,de GER,"MF,DF",RB Leipzig,23-356,1997,3.9,168,223,75.3,2892,1000,84,93,90.3,64,83,77.1,18,31,58.1,0,0.2,-0.2,2,19,2,0,21,Matches
Lucas Hernández,fr FRA,DF,Bayern Munich,24-365,1996,9.8,567,714,79.4,10498,3847,237,275,86.2,255,306,83.3,70,105,66.7,1,0.4,+0.6,9,34,15,12,52,Matches
Patrick Herrmann,de GER,FW,M'Gladbach,30-001,1991,8.9,211,317,66.6,3580,1098,109,143,76.2,73,97,75.3,23,60,38.3,2,1.2,+0.8,18,11,7,3,20,Matches
Martin Hinteregger,at AUT,DF,Eint Frankfurt,28-159,1992,19.6,978,1224,79.9,21010,7340,281,322,87.3,522,596,87.6,165,285,57.9,1,0.4,+0.6,5,78,8,0,90,Matches
Marwin Hitz,ch SUI,GK,Dortmund,33-148,1987,4.0,137,152,90.1,3631,2055,30,30,100.0,71,71,100.0,35,50,70.0,0,0.0,0.0,0,0,0,0,0,Matches
Nicolas Höfler,de GER,MF,Freiburg,30-341,1990,18.3,635,774,82.0,12237,3353,230,271,84.9,308,344,89.5,79,115,68.7,2,0.9,+1.1,11,56,10,3,64,Matches
Jonas Hofmann,de GER,"FW,MF",M'Gladbach,28-214,1992,12.2,459,608,75.5,8944,2593,202,231,87.4,164,192,85.4,80,151,53.0,8,3.1,+4.9,34,30,10,0,38,Matches
Marco Höger,de GER,DF,Köln,31-150,1989,0.6,20,29,69.0,367,167,9,10,90.0,8,13,61.5,3,6,50.0,0,0.0,0.0,0,1,1,0,4,Matches
Lucas Höler,de GER,"FW,MF",Freiburg,26-218,1994,13.8,264,374,70.6,4026,706,158,195,81.0,73,103,70.9,21,38,55.3,2,1.9,+0.1,17,16,8,0,23,Matches
Matthew Hoppe,us USA,FW,Schalke 04,19-337,2001,7.6,97,139,69.8,1377,196,52,71,73.2,32,44,72.7,5,9,55.6,0,0.3,-0.3,6,2,3,1,6,Matches
Jannes Horn,de GER,DF,Köln,24-007,1997,12.7,467,593,78.8,10158,4315,125,142,88.0,257,296,86.8,81,144,56.3,0,1.0,-1.0,9,35,10,6,47,Matches
Timo Horn,de GER,GK,Köln,27-277,1993,19.4,546,783,69.7,18495,12257,59,59,100.0,232,236,98.3,253,486,52.1,0,0.0,0.0,0,12,0,0,0,Matches
Lukáš Hrádecký,fi FIN,GK,Leverkusen,31-081,1989,20.0,774,1011,76.6,21241,13526,126,126,100.0,393,397,99.0,251,481,52.2,0,0.0,0.0,0,8,0,0,1,Matches
Ajdin Hrustic,au AUS,"MF,FW",Eint Frankfurt,24-223,1996,0.9,51,65,78.5,861,273,21,23,91.3,24,25,96.0,4,14,28.6,0,0.3,-0.3,1,4,3,0,8,Matches
Florian Hübner,de GER,DF,Union Berlin,29-349,1991,4.8,152,206,73.8,2822,1155,61,69,88.4,72,95,75.8,15,36,41.7,0,0.0,0.0,0,11,1,0,10,Matches
Mats Hummels,de GER,DF,Dortmund,32-059,1988,19.9,1545,1752,88.2,37569,10021,278,308,90.3,878,937,93.7,387,494,78.3,0,0.7,-0.7,7,109,7,0,102,Matches
Klaas-Jan Huntelaar,nl NED,FW,Schalke 04,37-185,1983,0.1,2,3,66.7,35,6,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
Iago,br BRA,DF,Augsburg,23-327,1997,13.4,474,634,74.8,8433,2834,215,243,88.5,210,258,81.4,48,113,42.5,1,0.8,+0.2,10,11,11,6,28,Matches
Vedad Ibišević,ba BIH,FW,Schalke 04,36-191,1984,1.7,25,35,71.4,355,42,15,19,78.9,6,9,66.7,2,3,66.7,0,0.0,0.0,2,2,0,0,2,Matches
Stefan Ilsanker,at AUT,MF,Eint Frankfurt,31-271,1989,9.2,340,446,76.2,6356,2247,141,162,87.0,154,197,78.2,38,69,55.1,0,0.1,-0.1,3,37,5,1,44,Matches
Marcus Ingvartsen,dk DEN,"MF,FW",Union Berlin,25-040,1996,12.8,277,390,71.0,4486,1275,148,172,86.0,92,137,67.2,24,54,44.4,4,1.0,+3.0,13,21,5,1,25,Matches
Ismail Jakobs,de GER,"DF,MF",Köln,21-180,1999,12.2,252,403,62.5,4376,1562,133,167,79.6,81,136,59.6,33,76,43.4,0,0.8,-0.8,5,12,11,5,23,Matches
Tony Jantschke,de GER,DF,M'Gladbach,30-312,1990,2.8,229,248,92.3,4731,1463,67,70,95.7,124,130,95.4,35,42,83.3,0,0.0,0.0,0,7,0,0,16,Matches
Rune Jarstein,no NOR,GK,Hertha BSC,36-137,1984,2.0,37,69,53.6,1220,764,6,6,100.0,12,13,92.3,19,50,38.0,0,0.0,0.0,0,0,0,0,0,Matches
Tin Jedvaj,hr CRO,DF,Leverkusen,25-077,1995,0.2,7,7,100.0,163,50,1,1,100.0,5,5,100.0,1,1,100.0,0,0.0,0.0,0,2,0,0,0,Matches
Fredrik Jensen,fi FIN,"FW,MF",Augsburg,23-157,1997,2.9,40,61,65.6,596,208,23,28,82.1,15,19,78.9,2,8,25.0,0,0.5,-0.5,4,2,3,1,2,Matches
Marco John,de GER,DF,Hoffenheim,18-317,2002,6.0,230,284,81.0,3642,1443,128,144,88.9,86,103,83.5,13,20,65.0,0,0.3,-0.3,3,19,8,4,29,Matches
Luka Jović,rs SRB,"FW,MF",Eint Frankfurt,23-052,1997,1.4,39,50,78.0,742,183,18,22,81.8,12,18,66.7,7,7,100.0,0,0.3,-0.3,1,3,2,0,5,Matches
Ozan Kabak,tr TUR,DF,Schalke 04,20-325,2000,13.8,605,680,89.0,13088,3961,173,188,92.0,321,336,95.5,106,150,70.7,0,0.2,-0.2,3,44,3,0,42,Matches
Pavel Kadeřábek,cz CZE,DF,Hoffenheim,28-294,1992,4.0,145,202,71.8,2583,1199,69,82,84.1,61,80,76.3,13,27,48.1,0,0.8,-0.8,6,9,8,3,23,Matches
Sasa Kalajdzic,at AUT,FW,Stuttgart,23-221,1997,10.5,212,307,69.1,3038,513,134,171,78.4,56,87,64.4,13,22,59.1,3,2.1,+0.9,12,12,4,0,18,Matches
Daichi Kamada,jp JPN,"MF,FW",Eint Frankfurt,24-192,1996,15.1,414,563,73.5,7664,2372,189,230,82.2,156,190,82.1,61,107,57.0,6,5.3,+0.7,35,46,13,3,47,Matches
Marcin Kamiński,pl POL,DF,Stuttgart,29-029,1992,1.4,115,128,89.8,2534,824,21,23,91.3,75,79,94.9,18,24,75.0,0,0.0,0.0,0,15,1,0,15,Matches
Kevin Kampl,si SVN,MF,RB Leipzig,30-127,1990,14.2,800,896,89.3,13934,2853,344,370,93.0,354,380,93.2,77,103,74.8,0,1.3,-1.3,10,65,6,1,58,Matches
Atakan Karazor,de GER,DF,Stuttgart,24-123,1996,4.3,192,225,85.3,3686,1074,62,69,89.9,104,114,91.2,21,34,61.8,0,0.0,0.0,0,0,0,0,3,Matches
Loris Karius,de GER,GK,Union Berlin,27-236,1993,0.2,3,7,42.9,135,112,0,0,,0,0,,3,7,42.9,0,0.0,0.0,0,0,0,0,0,Matches
Noah Katterbach,de GER,DF,Köln,19-306,2001,6.4,211,286,73.8,3688,1610,97,109,89.0,91,120,75.8,19,43,44.2,0,0.4,-0.4,4,9,6,2,26,Matches
Yannik Keitel,de GER,MF,Freiburg,20-364,2000,0.8,11,13,84.6,165,67,7,7,100.0,2,2,100.0,2,3,66.7,0,0.0,0.0,0,2,0,0,1,Matches
Marc-Oliver Kempf,de GER,DF,Stuttgart,26-016,1995,18.7,885,1095,80.8,18714,7601,286,320,89.4,443,514,86.2,146,234,62.4,0,0.4,-0.4,8,96,9,2,97,Matches
Rani Khedira,de GER,MF,Augsburg,27-017,1994,11.3,308,405,76.0,5572,1406,134,158,84.8,126,160,78.8,38,61,62.3,0,0.1,-0.1,4,17,10,3,26,Matches
Sami Khedira,de GER,MF,Hertha BSC,33-315,1987,0.1,9,11,81.8,218,21,1,2,50.0,5,5,100.0,2,2,100.0,0,0.0,0.0,0,0,0,0,0,Matches
Luca Kilian,de GER,DF,Mainz 05,21-165,1999,4.2,193,222,86.9,4430,1057,42,45,93.3,111,119,93.3,38,53,71.7,0,0.0,0.0,1,6,1,0,10,Matches
Joshua Kimmich,de GER,MF,Bayern Munich,26-005,1995,12.2,906,1065,85.1,20406,6056,277,301,92.0,408,442,92.3,206,297,69.4,10,4.9,+5.1,37,105,32,4,119,Matches
Davy Klaassen,nl NED,MF,Werder Bremen,27-358,1993,2.5,44,64,68.8,684,215,19,26,73.1,23,28,82.1,1,6,16.7,0,0.0,0.0,0,4,1,0,5,Matches
Felix Klaus,de GER,"DF,MF",Wolfsburg,28-153,1992,1.5,58,72,80.6,1043,197,27,32,84.4,21,25,84.0,8,10,80.0,0,0.0,0.0,0,2,0,0,4,Matches
Klauss,br BRA,FW,Hoffenheim,23-349,1997,0.6,18,22,81.8,245,100,13,14,92.9,4,5,80.0,1,2,50.0,0,0.3,-0.3,2,1,2,0,4,Matches
Philipp Klement,de GER,"MF,FW",Stuttgart,28-157,1992,2.7,156,199,78.4,3194,1144,67,72,93.1,56,64,87.5,31,58,53.4,2,1.1,+0.9,12,18,6,1,13,Matches
Mateo Klimowicz,ar ARG,"FW,MF",Stuttgart,20-222,2000,9.4,158,206,76.7,2455,483,89,109,81.7,49,60,81.7,13,21,61.9,1,1.1,-0.1,10,12,7,0,18,Matches
Fabian Klos,de GER,FW,Arminia,33-073,1987,18.1,253,441,57.4,4378,1047,136,207,65.7,83,151,55.0,29,51,56.9,2,2.6,-0.6,18,23,6,1,41,Matches
Lukas Klostermann,de GER,DF,RB Leipzig,24-256,1996,6.7,404,462,87.4,7916,2543,131,144,91.0,219,236,92.8,51,76,67.1,0,0.4,-0.4,1,41,5,1,38,Matches
Justin Kluivert,nl NED,FW,RB Leipzig,21-284,1999,3.8,81,112,72.3,1255,293,50,62,80.6,23,34,67.6,7,10,70.0,0,0.6,-0.6,5,6,5,2,7,Matches
Lukas Klünter,de GER,DF,Hertha BSC,24-263,1996,1.0,33,48,68.8,641,267,13,14,92.9,13,15,86.7,7,16,43.8,0,0.0,0.0,0,3,0,0,4,Matches
Robin Knoche,de GER,DF,Union Berlin,28-267,1992,20.0,1009,1191,84.7,23881,6587,227,252,90.1,507,564,89.9,269,361,74.5,0,0.0,0.0,0,46,2,0,57,Matches
Gregor Kobel,ch SUI,GK,Stuttgart,23-069,1997,20.0,615,745,82.6,13912,8470,224,224,100.0,228,229,99.6,133,260,51.2,0,0.0,0.0,1,9,1,0,1,Matches
Dominik Kohr,de GER,"MF,FW",Eint Frankfurt,27-013,1994,2.9,133,173,76.9,2317,686,59,71,83.1,65,83,78.3,7,13,53.8,0,0.0,0.0,1,20,1,0,23,Matches
Dominik Kohr,de GER,MF,Mainz 05,27-013,1994,3.2,81,114,71.1,1222,414,39,47,83.0,32,49,65.3,4,10,40.0,0,0.0,0.0,1,7,1,0,9,Matches
Sead Kolašinac,ba BIH,DF,Schalke 04,27-238,1993,4.8,219,268,81.7,3672,1454,94,109,86.2,109,123,88.6,10,25,40.0,0,0.2,-0.2,3,14,3,0,20,Matches
Ibrahima Konaté,fr FRA,DF,RB Leipzig,21-264,1999,4.5,211,254,83.1,4342,1251,48,52,92.3,131,148,88.5,30,51,58.8,0,0.0,0.0,0,13,0,0,10,Matches
Filip Kostić,rs SRB,DF,Eint Frankfurt,28-104,1992,14.2,500,781,64.0,9616,3773,207,271,76.4,206,291,70.8,76,172,44.2,6,3.4,+2.6,33,38,28,18,67,Matches
Nianzou Kouassi,fr FRA,DF,Bayern Munich,18-251,2002,0.2,7,7,100.0,132,62,3,3,100.0,4,4,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
Andrej Kramarić,hr CRO,"FW,MF",Hoffenheim,29-239,1991,15.7,463,604,76.7,7556,1494,229,265,86.4,174,220,79.1,38,71,53.5,3,2.9,+0.1,21,29,24,8,41,Matches
Christoph Kramer,de GER,MF,M'Gladbach,29-360,1991,15.8,809,928,87.2,14162,3948,371,404,91.8,335,370,90.5,82,117,70.1,0,0.4,-0.4,5,63,9,1,69,Matches
Max Kruse,de GER,"MF,FW",Union Berlin,32-331,1988,8.0,231,304,76.0,4734,957,87,111,78.4,96,115,83.5,42,57,73.7,5,2.6,+2.4,19,17,10,1,29,Matches
Lukas Kübler,de GER,DF,Freiburg,28-167,1992,5.0,141,231,61.0,2840,1191,57,82,69.5,60,92,65.2,24,49,49.0,1,0.3,+0.7,3,6,5,2,17,Matches
Pierre Kunde,cm CMR,MF,Mainz 05,25-202,1995,5.7,224,294,76.2,4584,1152,83,97,85.6,102,123,82.9,37,64,57.8,0,0.9,-0.9,6,23,5,0,23,Matches
Fabian Kunze,de GER,MF,Arminia,22-244,1998,8.2,291,365,79.7,5401,1110,108,133,81.2,148,170,87.1,31,51,60.8,0,0.1,-0.1,2,26,1,0,29,Matches
Ahmed Kutucu,tr TUR,"FW,MF",Schalke 04,20-349,2000,1.2,22,37,59.5,356,35,12,17,70.6,5,8,62.5,3,7,42.9,0,0.0,0.0,1,1,0,0,0,Matches
Maxence Lacroix,fr FRA,DF,Wolfsburg,20-313,2000,17.1,822,1013,81.1,19684,6171,140,164,85.4,481,529,90.9,197,300,65.7,1,0.2,+0.8,2,46,2,0,60,Matches
Stefan Lainer,at AUT,DF,M'Gladbach,28-170,1992,17.9,786,1062,74.0,13671,6005,369,420,87.9,321,415,77.3,81,169,47.9,0,1.2,-1.2,19,56,21,9,94,Matches
Michael Langer,at AUT,GK,Schalke 04,36-038,1985,1.0,21,28,75.0,725,466,3,3,100.0,8,8,100.0,10,17,58.8,0,0.0,0.0,0,1,0,0,0,Matches
Danny Latza,de GER,MF,Mainz 05,31-068,1989,13.9,376,528,71.2,7443,2075,140,169,82.8,177,230,77.0,53,100,53.0,2,2.0,0.0,19,30,6,2,46,Matches
Valentino Lazaro,at AUT,"DF,FW",M'Gladbach,24-326,1996,4.2,193,243,79.4,3412,962,89,98,90.8,79,104,76.0,21,33,63.6,0,0.2,-0.2,3,13,1,0,14,Matches
Mathew Leckie,au AUS,"FW,MF",Hertha BSC,30-009,1991,2.2,62,83,74.7,1330,263,24,31,77.4,26,30,86.7,11,17,64.7,1,0.5,+0.5,4,3,6,3,8,Matches
Christopher Lenz,de GER,DF,Union Berlin,26-144,1994,17.5,702,941,74.6,13141,5355,310,356,87.1,293,368,79.6,88,167,52.7,3,1.4,+1.6,14,56,20,10,77,Matches
Robert Lewandowski,pl POL,FW,Bayern Munich,32-176,1988,17.7,364,478,76.2,5518,1089,205,249,82.3,107,139,77.0,31,40,77.5,6,2.6,+3.4,21,24,15,3,37,Matches
Philipp Lienhart,at AUT,DF,Freiburg,24-217,1996,20.0,855,1036,82.5,21194,5773,128,149,85.9,507,546,92.9,216,326,66.3,0,0.2,-0.2,2,38,1,0,40,Matches
Dimitris Limnios,gr GRE,"MF,FW",Köln,22-262,1998,3.7,66,102,64.7,1134,337,31,40,77.5,29,37,78.4,5,13,38.5,0,0.5,-0.5,4,2,4,1,7,Matches
Eduard Löwen,de GER,"MF,DF",Hertha BSC,24-016,1997,0.4,22,32,68.8,398,126,7,9,77.8,15,20,75.0,0,1,0.0,0,0.0,0.0,0,2,2,1,2,Matches
Jan Luca Schuler,de GER,FW,Schalke 04,21-328,1999,0.1,1,3,33.3,8,0,1,3,33.3,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
Anderson Lucoqui,ao ANG,DF,Arminia,23-222,1997,9.1,303,435,69.7,5523,1948,124,152,81.6,143,191,74.9,30,62,48.4,0,0.0,0.0,2,17,0,0,22,Matches
Kilian Ludewig,de GER,DF,Schalke 04,20-345,2000,5.8,220,294,74.8,3616,1738,112,131,85.5,89,111,80.2,16,34,47.1,0,0.3,-0.3,5,10,8,3,24,Matches
Dodi Lukebakio,be BEL,"FW,MF",Hertha BSC,23-142,1997,15.3,308,404,76.2,5685,1000,144,181,79.6,116,143,81.1,40,54,74.1,3,1.5,+1.5,16,17,9,3,24,Matches
Andreas Luthe,de GER,GK,Union Berlin,33-340,1987,19.8,489,722,67.7,15079,9505,78,79,98.7,216,223,96.9,194,418,46.4,0,0.0,0.0,0,4,0,0,0,Matches
Tim Maciejewski,de GER,MF,Union Berlin,19-345,2001,0.1,2,3,66.7,41,2,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
Arne Maier,de GER,MF,Arminia,22-036,1999,1.2,49,60,81.7,865,156,18,22,81.8,22,25,88.0,7,8,87.5,0,0.1,-0.1,1,2,1,0,5,Matches
Arne Maier,de GER,MF,Hertha BSC,22-036,1999,0.3,20,21,95.2,463,108,5,5,100.0,12,12,100.0,3,4,75.0,0,0.2,-0.2,1,2,1,0,3,Matches
Yunus Mallı,tr TUR,MF,Wolfsburg,28-355,1992,0.6,11,13,84.6,204,62,4,4,100.0,6,7,85.7,1,2,50.0,0,0.1,-0.1,2,2,1,0,2,Matches
Orel Mangala,be BEL,MF,Stuttgart,22-332,1998,19.0,721,849,84.9,12464,3370,339,380,89.2,304,346,87.9,64,92,69.6,3,1.5,+1.5,14,61,12,1,70,Matches
Omar Marmoush,eg EGY,FW,Wolfsburg,22-006,1999,0.0,1,1,100.0,13,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
Aarón Martín,es ESP,DF,Mainz 05,23-297,1997,2.9,122,169,72.2,2219,899,54,61,88.5,49,67,73.1,17,34,50.0,0,0.4,-0.4,5,9,4,4,6,Matches
Javi Martínez,es ESP,"MF,DF",Bayern Munich,32-164,1988,3.1,216,243,88.9,4634,898,61,68,89.7,113,126,89.7,41,48,85.4,0,0.2,-0.2,1,26,2,0,18,Matches
Omar Mascarell,es ESP,MF,Schalke 04,28-011,1993,13.3,545,658,82.8,11978,2706,168,191,88.0,261,299,87.3,108,149,72.5,1,0.4,+0.6,5,35,6,0,46,Matches
Roberto Massimo,de GER,"DF,FW",Stuttgart,20-124,2000,3.8,89,125,71.2,1375,326,47,64,73.4,34,42,81.0,4,9,44.4,0,0.9,-0.9,3,5,0,0,6,Matches
Jean-Philippe Mateta,fr FRA,FW,Mainz 05,23-230,1997,11.1,182,252,72.2,2551,307,107,135,79.3,55,74,74.3,10,13,76.9,1,1.5,-0.5,14,5,4,0,6,Matches
