player,nationality,position,squad,age,birth_year,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,matches
Dennis Geiger,de GER,MF,Hoffenheim,22-248,1998,7.3,408,7,60,248,127,7,363,4,5,80.0,4,0,268,1481,676,35,12,2,2,5,298,266,89.3,12,Matches
Christian Gentner,de GER,MF,Union Berlin,35-183,1985,4.7,236,10,79,120,48,2,230,5,7,71.4,5,0,136,402,192,7,2,0,4,1,183,157,85.8,12,Matches
Yannick Gerhardt,de GER,MF,Wolfsburg,26-337,1994,10.1,467,22,79,261,164,32,458,5,12,41.7,6,0,278,1732,934,47,18,7,19,19,387,283,73.1,59,Matches
Hamadi Al Ghaddioui,ma MAR,"MF,FW",Stuttgart,30-144,1990,0.2,11,0,1,5,6,1,11,0,0,,0,0,9,94,63,2,0,0,1,0,11,7,63.6,0,Matches
Niko Gießelmann,de GER,DF,Union Berlin,29-140,1991,3.4,227,14,82,90,61,3,196,2,4,50.0,2,0,114,386,184,6,3,0,3,1,149,123,82.6,8,Matches
Rafał Gikiewicz,pl POL,GK,Augsburg,33-110,1987,21.0,946,807,943,3,0,0,711,1,1,100.0,1,0,504,2266,1234,0,0,0,1,0,451,450,99.8,0,Matches
Daniel Ginczek,de GER,"FW,MF",Wolfsburg,29-306,1991,1.6,69,2,13,31,26,6,68,2,3,66.7,3,0,35,134,30,2,0,0,4,4,70,46,65.7,13,Matches
Matthias Ginter,de GER,DF,M'Gladbach,27-025,1994,20.0,1697,203,867,862,100,25,1645,4,5,80.0,4,0,1129,6653,4038,115,24,0,1,1,1243,1222,98.3,12,Matches
Robert Glatzel,de GER,FW,Mainz 05,27-036,1994,0.1,10,0,1,4,6,2,10,1,1,100.0,1,0,5,42,30,3,1,1,0,0,14,7,50.0,0,Matches
Serge Gnabry,de GER,"FW,MF",Bayern Munich,25-214,1995,13.7,846,7,58,366,480,113,796,29,55,52.7,30,2,625,3414,2002,124,31,30,37,23,835,629,75.3,138,Matches
Akaki Gogia,de GER,FW,Union Berlin,29-026,1992,1.6,75,1,7,34,39,7,74,4,6,66.7,4,0,60,196,112,4,2,0,4,3,87,59,67.8,17,Matches
Nicolás González,ar ARG,"FW,DF",Stuttgart,22-313,1998,9.9,386,14,55,181,187,71,359,15,25,60.0,19,3,230,1257,797,30,17,9,25,22,430,268,62.3,60,Matches
Leon Goretzka,de GER,MF,Bayern Munich,26-007,1995,12.7,847,21,161,548,191,37,837,9,12,75.0,9,0,549,3107,1529,68,18,2,10,4,604,559,92.5,30,Matches
Jeffrey Gouweleeuw,nl NED,DF,Augsburg,29-218,1991,20.0,1292,188,759,578,43,7,1222,9,14,64.3,12,0,772,5400,2681,60,9,1,9,6,809,787,97.3,1,Matches
Demarai Gray,eng ENG,FW,Leverkusen,24-230,1996,0.2,12,0,3,3,6,6,12,0,1,0.0,0,0,10,58,42,2,0,2,1,0,10,10,100.0,0,Matches
Michael Gregoritsch,at AUT,"FW,MF",Augsburg,26-301,1994,8.4,333,15,53,204,95,22,317,11,15,73.3,12,2,217,852,400,19,11,0,24,20,401,240,59.9,45,Matches
Sebastian Griesbeck,de GER,MF,Union Berlin,30-133,1990,8.3,257,10,55,154,58,9,251,1,1,100.0,1,0,126,476,189,6,4,1,8,11,220,141,64.1,23,Matches
Vincenzo Grifo,it ITA,"MF,FW",Freiburg,27-312,1993,16.6,900,18,121,420,439,49,806,24,44,54.5,24,2,609,3453,1813,94,36,15,31,26,781,619,79.3,87,Matches
Florian Grillitsch,at AUT,MF,Hoffenheim,25-190,1995,7.3,474,24,109,256,134,20,462,11,14,78.6,11,0,331,1628,890,36,10,3,10,15,394,328,83.2,39,Matches
Christian Groß,de GER,"MF,DF",Werder Bremen,32-005,1989,9.8,658,55,272,383,46,2,642,3,4,75.0,3,0,444,2633,1301,33,3,0,2,2,451,434,96.2,6,Matches
Ilia Gruev,bg BUL,FW,Werder Bremen,20-283,2000,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Matches
Carlos Gruezo,ec ECU,MF,Augsburg,25-300,1995,17.1,730,39,240,440,84,3,722,7,11,63.6,9,1,417,1649,637,19,9,0,10,9,448,393,87.7,7,Matches
Mattéo Guendouzi,fr FRA,MF,Hertha BSC,21-305,1999,13.7,876,33,192,578,199,24,852,16,27,59.3,17,2,680,4667,2393,93,24,3,17,21,713,650,91.2,42,Matches
Raphaël Guerreiro,pt POR,DF,Dortmund,27-053,1993,14.7,1486,39,313,769,518,61,1347,21,30,70.0,22,1,1056,5172,3274,160,51,11,20,14,1190,1111,93.4,66,Matches
Josuha Guilavogui,fr FRA,"MF,DF",Wolfsburg,30-147,1990,6.4,410,39,145,233,43,2,405,3,3,100.0,3,0,211,850,344,9,2,0,1,3,258,238,92.2,7,Matches
Péter Gulácsi,hu HUN,GK,RB Leipzig,30-283,1990,21.0,795,614,786,11,0,0,652,0,0,,0,0,490,1794,778,0,0,0,0,0,444,442,99.5,0,Matches
Manuel Gulde,de GER,DF,Freiburg,30-001,1991,12.5,619,66,358,263,30,12,609,3,4,75.0,3,0,350,1522,706,11,3,0,0,0,374,365,97.6,3,Matches
Robert Gumny,pl POL,DF,Augsburg,22-254,1998,6.6,363,18,123,169,90,2,300,7,9,77.8,7,0,194,935,470,16,5,0,10,5,223,188,84.3,7,Matches
Christian Günter,de GER,DF,Freiburg,27-351,1993,20.0,1101,36,251,487,419,29,882,13,23,56.5,14,1,598,2568,1523,77,33,9,13,13,767,645,84.1,63,Matches
Janik Haberer,de GER,"MF,FW",Freiburg,26-317,1994,2.2,102,9,34,55,23,2,101,3,3,100.0,3,0,56,354,166,5,4,0,5,0,62,46,74.2,5,Matches
Alexander Hack,de GER,DF,Mainz 05,27-158,1993,10.9,652,100,374,294,22,11,620,5,6,83.3,5,0,312,1637,1023,23,5,0,3,1,336,325,96.7,2,Matches
André Hahn,de GER,"FW,MF",Augsburg,30-184,1990,11.7,399,13,74,208,137,34,389,12,22,54.5,13,1,219,1036,452,24,6,3,21,19,505,268,53.1,54,Matches
Amadou Haidara,ml MLI,"MF,FW",RB Leipzig,23-013,1998,12.4,750,15,133,412,245,32,730,16,28,57.1,17,2,493,2014,1159,63,17,6,24,19,628,506,80.6,50,Matches
Erling Håland,no NOR,FW,Dortmund,20-207,2000,14.1,375,7,12,154,232,102,350,14,19,73.7,15,0,224,1209,708,39,13,13,24,10,537,278,51.8,127,Matches
Marcel Halstenberg,de GER,DF,RB Leipzig,29-139,1991,11.6,1103,40,320,708,162,17,1034,10,15,66.7,11,2,768,3836,2481,120,35,1,6,9,844,815,96.6,28,Matches
Amine Harit,ma MAR,"MF,FW",Schalke 04,23-240,1997,11.6,587,6,120,303,234,23,554,45,65,69.2,48,2,476,2736,1607,77,25,3,26,29,568,436,76.8,55,Matches
Marcel Hartel,de GER,MF,Arminia,25-025,1996,17.7,915,30,198,521,260,24,826,19,36,52.8,20,4,572,2836,1257,57,19,4,17,16,640,540,84.4,55,Matches
Makoto Hasebe,jp JPN,"DF,MF",Eint Frankfurt,37-026,1984,15.0,1069,92,446,654,65,1,1027,3,5,60.0,3,0,645,4301,2725,76,14,0,3,8,739,720,97.4,12,Matches
Thorgan Hazard,be BEL,"FW,DF",Dortmund,27-321,1993,1.8,133,2,16,69,61,7,120,1,2,50.0,1,0,87,470,248,14,4,0,1,2,104,90,86.5,9,Matches
Jonas Hector,de GER,MF,Köln,30-262,1990,5.7,297,13,70,165,75,10,280,1,3,33.3,1,0,147,561,217,13,2,0,6,5,221,174,78.7,31,Matches
Hwang Hee-chan,kr KOR,"FW,MF",RB Leipzig,25-018,1996,1.7,80,3,13,33,40,16,78,6,8,75.0,8,0,57,302,198,9,3,2,5,5,95,55,57.9,20,Matches
Dominique Heintz,de GER,DF,Freiburg,27-182,1993,8.3,572,63,324,293,14,4,559,3,3,100.0,3,0,395,2287,1207,27,2,0,3,1,409,404,98.8,1,Matches
Benjamin Henrichs,de GER,"MF,DF",RB Leipzig,23-356,1997,3.9,273,12,71,150,65,6,257,1,1,100.0,1,0,180,704,376,18,5,0,7,2,189,180,95.2,15,Matches
Lucas Hernández,fr FRA,DF,Bayern Munich,24-365,1996,9.8,842,37,220,402,271,18,737,12,20,60.0,13,1,512,2411,1324,58,24,4,9,11,567,535,94.4,33,Matches
Patrick Herrmann,de GER,FW,M'Gladbach,30-001,1991,8.9,415,10,64,159,215,41,375,8,14,57.1,8,1,235,1276,806,39,12,10,12,8,354,255,72.0,68,Matches
Martin Hinteregger,at AUT,DF,Eint Frankfurt,28-159,1992,19.6,1447,161,715,727,79,18,1349,5,11,45.5,5,2,778,4375,1917,45,5,0,6,9,880,856,97.3,9,Matches
Marwin Hitz,ch SUI,GK,Dortmund,33-148,1987,4.0,155,135,154,1,0,0,131,0,0,,0,0,89,368,202,0,0,0,0,0,96,96,100.0,0,Matches
Nicolas Höfler,de GER,MF,Freiburg,30-341,1990,18.3,952,45,276,586,158,17,917,21,27,77.8,21,2,580,3097,1511,40,15,4,8,16,567,525,92.6,17,Matches
Jonas Hofmann,de GER,"FW,MF",M'Gladbach,28-214,1992,12.2,728,14,131,365,278,44,624,10,21,47.6,10,0,438,2242,1120,48,16,14,16,16,565,468,82.8,67,Matches
Marco Höger,de GER,DF,Köln,31-150,1989,0.6,37,0,16,14,9,1,33,1,1,100.0,1,0,16,87,50,0,0,0,1,0,17,17,100.0,1,Matches
Lucas Höler,de GER,"FW,MF",Freiburg,26-218,1994,13.8,580,14,88,272,258,63,569,18,31,58.1,19,1,388,2149,1166,53,22,9,46,30,665,416,62.6,119,Matches
Matthew Hoppe,us USA,FW,Schalke 04,19-337,2001,7.6,223,11,28,115,91,32,204,4,13,30.8,4,0,114,563,232,11,2,7,23,8,347,145,41.8,44,Matches
Jannes Horn,de GER,DF,Köln,24-007,1997,12.7,715,57,335,322,119,3,640,6,11,54.5,6,0,402,2686,1521,42,19,0,3,7,436,414,95.0,12,Matches
Timo Horn,de GER,GK,Köln,27-277,1993,19.4,836,741,833,3,0,0,643,3,3,100.0,3,0,405,1777,1102,0,0,0,0,0,433,431,99.5,0,Matches
Lukáš Hrádecký,fi FIN,GK,Leverkusen,31-081,1989,20.0,1054,847,1044,14,0,0,906,0,0,,0,0,667,3052,1607,0,0,0,1,0,707,706,99.9,0,Matches
Ajdin Hrustic,au AUS,"MF,FW",Eint Frankfurt,24-223,1996,0.9,76,0,4,41,35,3,67,3,3,100.0,3,1,50,239,160,7,3,0,5,2,67,53,79.1,7,Matches
Florian Hübner,de GER,DF,Union Berlin,29-349,1991,4.8,261,35,145,103,18,5,251,0,0,,0,0,140,543,299,10,1,0,1,1,154,149,96.8,1,Matches
Mats Hummels,de GER,DF,Dortmund,32-059,1988,19.9,1963,200,911,1148,64,26,1927,6,7,85.7,6,1,1342,8168,4464,103,13,0,4,6,1440,1397,97.0,11,Matches
Klaas-Jan Huntelaar,nl NED,FW,Schalke 04,37-185,1983,0.1,3,1,1,2,0,0,3,0,0,,0,0,2,19,7,0,0,0,0,0,7,2,28.6,0,Matches
Iago,br BRA,DF,Augsburg,23-327,1997,13.4,787,60,328,323,190,13,678,9,15,60.0,10,0,434,2726,1404,42,19,4,13,17,499,437,87.6,33,Matches
Vedad Ibišević,ba BIH,FW,Schalke 04,36-191,1984,1.7,47,1,2,30,17,6,45,0,0,,0,0,25,60,11,0,0,0,5,2,76,39,51.3,17,Matches
Stefan Ilsanker,at AUT,MF,Eint Frankfurt,31-271,1989,9.2,539,21,140,347,77,5,528,3,5,60.0,3,0,262,1178,500,18,5,0,5,4,314,292,93.0,12,Matches
Marcus Ingvartsen,dk DEN,"MF,FW",Union Berlin,25-040,1996,12.8,552,12,105,283,200,26,530,13,28,46.4,13,0,351,1537,757,39,14,5,25,27,531,362,68.2,73,Matches
Ismail Jakobs,de GER,"DF,MF",Köln,21-180,1999,12.2,546,32,145,218,212,32,496,9,19,47.4,11,0,306,1720,919,45,15,10,24,16,462,322,69.7,54,Matches
Tony Jantschke,de GER,DF,M'Gladbach,30-312,1990,2.8,278,21,117,168,9,3,275,1,1,100.0,1,0,213,791,340,6,0,0,1,0,207,207,100.0,0,Matches
Rune Jarstein,no NOR,GK,Hertha BSC,36-137,1984,2.0,82,74,81,1,0,0,62,0,0,,0,0,43,236,111,0,0,0,0,1,35,35,100.0,0,Matches
Tin Jedvaj,hr CRO,DF,Leverkusen,25-077,1995,0.2,13,3,9,4,0,0,13,0,0,,0,0,5,23,5,0,0,0,0,0,7,7,100.0,0,Matches
Fredrik Jensen,fi FIN,"FW,MF",Augsburg,23-157,1997,2.9,101,8,26,42,38,5,99,5,9,55.6,5,0,69,263,122,5,2,0,9,7,115,61,53.0,16,Matches
Marco John,de GER,DF,Hoffenheim,18-317,2002,6.0,366,16,87,168,121,9,319,10,15,66.7,12,2,217,945,593,37,6,4,10,7,244,214,87.7,23,Matches
Luka Jović,rs SRB,"FW,MF",Eint Frankfurt,23-052,1997,1.4,68,0,3,42,26,8,67,3,3,100.0,3,0,50,215,55,3,0,0,6,3,94,63,67.0,16,Matches
Ozan Kabak,tr TUR,DF,Schalke 04,20-325,2000,13.8,857,131,480,415,44,16,845,15,23,65.2,16,0,561,3044,1682,38,6,0,6,8,577,555,96.2,2,Matches
Pavel Kadeřábek,cz CZE,DF,Hoffenheim,28-294,1992,4.0,237,6,68,108,74,10,194,1,4,25.0,1,0,118,487,252,14,7,1,2,2,181,140,77.3,17,Matches
Sasa Kalajdzic,at AUT,FW,Stuttgart,23-221,1997,10.5,444,7,22,227,206,61,420,8,17,47.1,9,1,234,815,362,24,5,5,35,18,586,356,60.8,113,Matches
Daichi Kamada,jp JPN,"MF,FW",Eint Frankfurt,24-192,1996,15.1,756,16,90,352,359,70,695,22,44,50.0,26,1,479,2459,1335,79,16,19,36,33,762,502,65.9,137,Matches
Marcin Kamiński,pl POL,DF,Stuttgart,29-029,1992,1.4,140,15,55,91,7,1,137,0,0,,0,0,97,539,386,16,3,0,0,0,103,102,99.0,1,Matches
Kevin Kampl,si SVN,MF,RB Leipzig,30-127,1990,14.2,1017,23,171,724,190,9,990,15,17,88.2,15,0,721,3472,1412,57,28,1,6,16,760,713,93.8,19,Matches
Atakan Karazor,de GER,DF,Stuttgart,24-123,1996,4.3,265,68,176,96,3,2,255,3,3,100.0,3,0,151,616,264,2,0,0,1,3,156,153,98.1,0,Matches
Loris Karius,de GER,GK,Union Berlin,27-236,1993,0.2,8,8,8,0,0,0,4,0,0,,0,0,2,2,2,0,0,0,0,0,3,3,100.0,0,Matches
Noah Katterbach,de GER,DF,Köln,19-306,2001,6.4,351,12,142,136,90,3,300,10,16,62.5,11,0,210,958,534,25,4,0,8,8,237,196,82.7,6,Matches
Yannik Keitel,de GER,MF,Freiburg,20-364,2000,0.8,33,7,14,11,8,1,33,0,0,,0,0,9,25,12,0,0,0,1,1,13,10,76.9,2,Matches
Marc-Oliver Kempf,de GER,DF,Stuttgart,26-016,1995,18.7,1282,157,604,688,80,17,1194,15,19,78.9,15,0,758,4343,2514,74,15,0,7,7,801,782,97.6,8,Matches
Rani Khedira,de GER,MF,Augsburg,27-017,1994,11.3,505,32,189,256,74,11,490,1,2,50.0,1,0,283,991,341,10,2,0,8,8,356,301,84.6,13,Matches
Sami Khedira,de GER,MF,Hertha BSC,33-315,1987,0.1,11,0,5,6,0,0,11,0,0,,0,0,6,25,8,0,0,0,0,0,10,9,90.0,1,Matches
Luca Kilian,de GER,DF,Mainz 05,21-165,1999,4.2,262,30,160,114,6,2,255,0,0,,0,0,163,910,394,3,0,0,1,1,171,169,98.8,1,Matches
Joshua Kimmich,de GER,MF,Bayern Munich,26-005,1995,12.2,1183,42,246,658,393,23,1062,6,9,66.7,7,1,791,5330,2566,104,38,4,9,21,890,840,94.4,30,Matches
Davy Klaassen,nl NED,MF,Werder Bremen,27-358,1993,2.5,92,4,14,53,29,2,90,1,3,33.3,1,0,41,139,56,5,1,0,5,2,51,43,84.3,10,Matches
Felix Klaus,de GER,"DF,MF",Wolfsburg,28-153,1992,1.5,93,5,23,43,35,1,83,1,2,50.0,1,0,47,251,164,7,4,1,2,1,67,53,79.1,4,Matches
Klauss,br BRA,FW,Hoffenheim,23-349,1997,0.6,29,0,1,11,19,2,28,1,1,100.0,1,0,23,103,63,1,1,0,1,3,34,22,64.7,4,Matches
Philipp Klement,de GER,"MF,FW",Stuttgart,28-157,1992,2.7,235,6,47,116,85,3,195,2,5,40.0,2,0,144,958,403,19,2,0,3,8,170,146,85.9,15,Matches
Mateo Klimowicz,ar ARG,"FW,MF",Stuttgart,20-222,2000,9.4,325,1,33,164,152,42,315,15,28,53.6,16,4,228,1222,687,44,14,12,20,21,331,232,70.1,60,Matches
Fabian Klos,de GER,FW,Arminia,33-073,1987,18.1,642,19,55,333,285,68,617,4,14,28.6,5,0,301,1482,698,34,14,3,45,36,865,471,54.5,98,Matches
Lukas Klostermann,de GER,DF,RB Leipzig,24-256,1996,6.7,536,42,183,328,53,10,514,0,3,0.0,1,0,349,1579,772,28,4,1,3,2,385,368,95.6,5,Matches
Justin Kluivert,nl NED,FW,RB Leipzig,21-284,1999,3.8,161,2,14,69,91,26,156,10,15,66.7,11,1,127,630,401,30,6,10,9,9,185,119,64.3,32,Matches
Lukas Klünter,de GER,DF,Hertha BSC,24-263,1996,1.0,55,3,29,23,5,0,45,1,2,50.0,1,0,36,221,71,2,0,0,0,1,29,26,89.7,0,Matches
Robin Knoche,de GER,DF,Union Berlin,28-267,1992,20.0,1409,173,852,625,35,13,1366,3,5,60.0,3,0,823,5067,2652,40,6,0,4,8,872,845,96.9,0,Matches
Gregor Kobel,ch SUI,GK,Stuttgart,23-069,1997,20.0,795,690,794,2,0,0,604,0,0,,0,0,418,1927,737,0,0,0,0,0,371,370,99.7,0,Matches
Dominik Kohr,de GER,"MF,FW",Eint Frankfurt,27-013,1994,2.9,225,8,38,130,70,8,219,3,3,100.0,3,0,120,513,266,10,5,1,4,4,162,138,85.2,17,Matches
Dominik Kohr,de GER,MF,Mainz 05,27-013,1994,3.2,161,9,37,89,44,5,160,0,1,0.0,0,0,80,361,179,6,4,0,5,2,88,81,92.0,5,Matches
Sead Kolašinac,ba BIH,DF,Schalke 04,27-238,1993,4.8,305,20,114,153,60,9,271,6,10,60.0,8,0,200,1028,684,25,6,5,4,1,216,200,92.6,12,Matches
Ibrahima Konaté,fr FRA,DF,RB Leipzig,21-264,1999,4.5,303,39,163,156,12,5,293,2,3,66.7,3,0,211,1294,833,14,2,0,3,1,216,210,97.2,1,Matches
Filip Kostić,rs SRB,DF,Eint Frankfurt,28-104,1992,14.2,949,16,168,441,406,58,804,18,33,54.5,19,1,550,3749,2392,116,35,24,16,16,696,570,81.9,76,Matches
Nianzou Kouassi,fr FRA,DF,Bayern Munich,18-251,2002,0.2,9,0,4,5,0,0,8,0,0,,0,0,6,16,9,0,0,0,1,0,6,6,100.0,0,Matches
Andrej Kramarić,hr CRO,"FW,MF",Hoffenheim,29-239,1991,15.7,790,10,80,351,438,89,740,32,43,74.4,33,1,641,3601,1973,103,45,14,33,29,889,607,68.3,151,Matches
Christoph Kramer,de GER,MF,M'Gladbach,29-360,1991,15.8,1092,58,324,696,132,6,1060,17,18,94.4,17,0,669,3252,1711,77,9,2,8,8,742,706,95.1,20,Matches
Max Kruse,de GER,"MF,FW",Union Berlin,32-331,1988,8.0,354,2,36,194,151,19,319,4,5,80.0,4,1,210,1259,579,34,14,5,12,8,376,261,69.4,55,Matches
Lukas Kübler,de GER,DF,Freiburg,28-167,1992,5.0,284,23,104,125,72,4,236,3,4,75.0,3,1,123,686,284,13,8,0,3,3,146,127,87.0,8,Matches
Pierre Kunde,cm CMR,MF,Mainz 05,25-202,1995,5.7,353,16,80,223,69,1,335,1,4,25.0,1,0,228,1222,616,15,6,0,4,5,242,221,91.3,9,Matches
Fabian Kunze,de GER,MF,Arminia,22-244,1998,8.2,454,27,145,293,57,3,450,8,9,88.9,9,1,244,1268,701,17,9,1,3,10,275,255,92.7,10,Matches
Ahmed Kutucu,tr TUR,"FW,MF",Schalke 04,20-349,2000,1.2,53,0,5,25,28,5,50,3,4,75.0,3,0,35,229,111,7,3,1,7,2,68,43,63.2,14,Matches
Maxence Lacroix,fr FRA,DF,Wolfsburg,20-313,2000,17.1,1240,160,714,587,24,16,1217,6,8,75.0,7,0,788,4440,2328,38,3,3,6,4,788,775,98.4,6,Matches
Stefan Lainer,at AUT,DF,M'Gladbach,28-170,1992,17.9,1288,80,396,605,372,34,1109,13,24,54.2,14,1,749,3574,2222,103,36,5,16,20,865,788,91.1,56,Matches
Michael Langer,at AUT,GK,Schalke 04,36-038,1985,1.0,37,33,37,0,0,0,21,0,0,,0,0,7,21,11,0,0,0,0,0,9,9,100.0,0,Matches
Danny Latza,de GER,MF,Mainz 05,31-068,1989,13.9,686,37,182,366,174,18,653,9,13,69.2,9,3,396,1747,793,36,11,2,18,18,482,384,79.7,29,Matches
Valentino Lazaro,at AUT,"DF,FW",M'Gladbach,24-326,1996,4.2,287,10,83,138,83,9,247,6,10,60.0,7,0,162,838,359,18,4,2,5,3,193,172,89.1,16,Matches
Mathew Leckie,au AUS,"FW,MF",Hertha BSC,30-009,1991,2.2,123,3,22,53,59,10,122,1,5,20.0,1,0,75,512,223,10,4,0,7,6,114,77,67.5,13,Matches
Christopher Lenz,de GER,DF,Union Berlin,26-144,1994,17.5,1144,58,392,528,287,12,950,6,11,54.5,6,0,571,3146,1808,83,21,6,21,17,678,584,86.1,37,Matches
Robert Lewandowski,pl POL,FW,Bayern Munich,32-176,1988,17.7,681,8,32,258,425,141,658,15,28,53.6,16,1,434,2147,972,57,18,19,45,27,889,541,60.9,152,Matches
Philipp Lienhart,at AUT,DF,Freiburg,24-217,1996,20.0,1199,179,820,430,49,14,1159,3,5,60.0,3,0,770,5337,2929,33,4,1,5,0,845,820,97.0,4,Matches
Dimitris Limnios,gr GRE,"MF,FW",Köln,22-262,1998,3.7,153,3,26,72,69,10,149,5,11,45.5,6,1,107,719,412,14,5,1,6,5,146,100,68.5,23,Matches
Eduard Löwen,de GER,"MF,DF",Hertha BSC,24-016,1997,0.4,38,1,5,20,15,1,33,1,1,100.0,1,0,24,119,78,6,2,0,0,1,24,22,91.7,0,Matches
Jan Luca Schuler,de GER,FW,Schalke 04,21-328,1999,0.1,5,0,1,1,3,1,5,0,0,,0,0,1,0,0,0,0,0,0,0,8,4,50.0,1,Matches
Anderson Lucoqui,ao ANG,DF,Arminia,23-222,1997,9.1,578,46,232,276,107,0,481,9,18,50.0,11,1,313,1380,665,26,15,0,8,12,274,253,92.3,3,Matches
Kilian Ludewig,de GER,DF,Schalke 04,20-345,2000,5.8,355,18,127,175,74,7,289,6,10,60.0,6,0,192,1008,576,19,8,1,5,6,214,190,88.8,13,Matches
Dodi Lukebakio,be BEL,"FW,MF",Hertha BSC,23-142,1997,15.3,590,9,89,282,275,60,579,32,53,60.4,35,1,461,2356,1273,55,23,17,30,36,657,432,65.8,114,Matches
Andreas Luthe,de GER,GK,Union Berlin,33-340,1987,19.8,760,652,759,2,0,0,560,0,0,,0,0,373,1776,965,0,0,0,0,0,373,371,99.5,0,Matches
Tim Maciejewski,de GER,MF,Union Berlin,19-345,2001,0.1,3,0,0,2,2,1,3,0,0,,0,0,2,11,7,1,1,0,0,0,3,3,100.0,1,Matches
Arne Maier,de GER,MF,Arminia,22-036,1999,1.2,68,1,13,34,24,1,68,0,0,,0,0,49,159,43,2,0,0,3,1,63,53,84.1,5,Matches
Arne Maier,de GER,MF,Hertha BSC,22-036,1999,0.3,24,0,4,22,3,0,24,0,0,,0,0,21,161,92,2,2,0,2,0,26,22,84.6,0,Matches
Yunus Mallı,tr TUR,MF,Wolfsburg,28-355,1992,0.6,20,0,3,14,7,1,19,0,2,0.0,0,0,15,45,23,1,1,0,0,3,29,17,58.6,3,Matches
Orel Mangala,be BEL,MF,Stuttgart,22-332,1998,19.0,1093,55,264,612,311,36,1082,50,74,67.6,52,4,808,4137,2065,89,36,5,25,49,883,764,86.5,67,Matches
Omar Marmoush,eg EGY,FW,Wolfsburg,22-006,1999,0.0,1,0,0,0,1,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,100.0,1,Matches
Aarón Martín,es ESP,DF,Mainz 05,23-297,1997,2.9,184,6,43,89,59,1,141,5,7,71.4,5,0,117,465,200,8,1,0,4,1,145,116,80.0,7,Matches
Javi Martínez,es ESP,"MF,DF",Bayern Munich,32-164,1988,3.1,279,13,65,196,33,4,277,0,0,,0,0,169,934,491,22,5,0,2,3,211,205,97.2,4,Matches
Omar Mascarell,es ESP,MF,Schalke 04,28-011,1993,13.3,791,39,249,507,76,3,765,9,13,69.2,10,0,465,2372,850,25,8,0,8,8,510,486,95.3,5,Matches
Roberto Massimo,de GER,"DF,FW",Stuttgart,20-124,2000,3.8,196,10,53,89,75,18,179,12,23,52.2,13,0,136,623,326,14,6,2,14,10,149,109,73.2,23,Matches
Jean-Philippe Mateta,fr FRA,FW,Mainz 05,23-230,1997,11.1,395,10,35,199,183,55,366,14,24,58.3,16,1,245,731,247,20,3,6,38,35,549,287,52.3,103,Matches
Rabbi Matondo,wal WAL,"FW,MF",Schalke 04,20-157,2000,2.4,63,2,15,20,36,3,63,2,8,25.0,4,1,50,405,217,5,3,0,5,4,71,40,56.3,14,Matches
Konstantinos Mavropanos,gr GRE,DF,Stuttgart,23-064,1997,6.0,480,48,233,230,41,9,420,3,5,60.0,3,0,217,988,532,18,6,0,3,4,252,244,96.8,4,Matches
Eric Maxim Choupo-Moting,cm CMR,"FW,MF",Bayern Munich,31-327,1989,1.8,43,4,7,13,25,6,42,1,2,50.0,1,0,30,157,91,5,1,1,2,5,56,30,53.6,8,Matches
Kevin Mbabu,ch SUI,DF,Wolfsburg,25-300,1995,6.8,440,32,133,204,136,11,364,17,26,65.4,19,2,223,1330,803,35,16,3,6,10,260,213,81.9,13,Matches
Jean-Manuel Mbom,de GER,"MF,DF",Werder Bremen,20-355,2000,11.5,451,34,157,200,122,13,424,8,15,53.3,8,0,247,1163,625,33,15,4,17,16,343,259,75.5,37,Matches
Nathan de Medina,be BEL,DF,Arminia,23-128,1997,4.7,294,19,116,138,49,1,234,5,8,62.5,5,1,140,529,172,5,3,0,2,15,139,123,88.5,1,Matches
Joshua Mees,de GER,FW,Union Berlin,24-304,1996,0.1,5,0,0,0,5,2,5,0,0,,0,0,2,5,4,0,0,0,0,0,6,5,83.3,2,Matches
Admir Mehmedi,ch SUI,"MF,FW",Wolfsburg,29-334,1991,6.5,378,4,37,179,185,22,360,7,10,70.0,8,0,273,1134,553,40,14,3,9,10,357,280,78.4,49,Matches
Hamza Mendyl,ma MAR,FW,Schalke 04,23-115,1997,1.1,43,1,6,23,17,2,41,2,2,100.0,2,0,27,166,63,3,2,0,2,3,43,27,62.8,5,Matches
Jorge Meré,es ESP,DF,Köln,23-302,1997,6.6,350,55,220,136,12,2,335,1,1,100.0,1,1,185,875,434,9,2,0,1,2,209,203,97.1,2,Matches
Thomas Meunier,be BEL,DF,Dortmund,29-154,1991,12.9,1151,43,310,579,365,34,1037,17,22,77.3,18,1,746,4441,2653,130,52,4,10,10,874,815,93.2,62,Matches
Max Meyer,de GER,MF,Köln,25-148,1995,0.0,5,0,1,3,1,1,5,0,0,,0,0,2,4,1,0,0,0,0,0,4,3,75.0,2,Matches
