player,nationality,position,squad,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,tackles_interceptions,clearances,errors,matches
Florian Müller,de GER,GK,Freiburg,23-092,1997,20.0,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,1,1,4,0,Matches
Sebastian Müller,de GER,"MF,DF",Arminia,20-021,2001,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
Thomas Müller,de GER,MF,Bayern Munich,31-153,1989,19.4,39,21,10,15,14,14,39,35.9,25,365,131,35.9,54,165,146,26,0,0,26,7,46,13,0,Matches
Petar Musa,hr CRO,FW,Union Berlin,22-346,1998,0.2,1,0,1,0,0,0,0,,0,9,1,11.1,2,4,3,2,0,0,2,0,1,0,0,Matches
Jamal Musiala,eng ENG,"MF,FW",Bayern Munich,17-353,2003,4.6,9,7,0,3,6,2,9,22.2,7,104,38,36.5,20,51,33,12,2,0,10,9,18,2,0,Matches
Shkodran Mustafi,de GER,DF,Schalke 04,28-302,1992,1.0,1,1,1,0,0,0,0,,0,13,5,38.5,10,3,0,3,2,0,1,6,7,6,0,Matches
Phillipp Mwene,at AUT,DF,Mainz 05,27-015,1994,6.5,17,11,12,3,2,9,20,45.0,11,81,36,44.4,38,31,12,8,0,0,8,9,26,24,1,Matches
Obite N'Dicka,fr FRA,DF,Eint Frankfurt,21-177,1999,11.0,20,11,10,9,1,6,17,35.3,11,145,45,31.0,73,58,14,31,6,0,25,25,45,41,0,Matches
Matija Nastasić,rs SRB,DF,Schalke 04,27-322,1993,13.6,11,6,9,2,0,2,11,18.2,9,95,30,31.6,68,26,1,35,22,0,13,15,26,63,0,Matches
Paul Nebel,de GER,MF,Mainz 05,18-126,2002,0.6,1,0,0,1,0,0,0,,0,17,2,11.8,0,12,5,0,0,0,0,1,2,1,0,Matches
Luca Netz,de GER,DF,Hertha BSC,17-274,2003,2.2,10,5,9,1,0,7,17,41.2,10,50,12,24.0,31,11,8,5,0,0,5,2,12,5,0,Matches
Manuel Neuer,de GER,GK,Bayern Munich,34-323,1986,20.0,0,0,0,0,0,0,1,0.0,1,4,0,0.0,4,0,0,0,0,0,0,0,0,0,0,Matches
Florian Neuhaus,de GER,MF,M'Gladbach,23-334,1997,16.1,31,21,12,18,1,12,48,25.0,36,204,70,34.3,60,117,27,28,3,0,25,24,55,13,0,Matches
Jessic Ngankam,de GER,FW,Hertha BSC,20-208,2000,1.4,3,2,2,0,1,1,4,25.0,3,33,8,24.2,6,13,14,7,0,0,7,0,3,0,0,Matches
Moussa Niakhate,fr FRA,DF,Mainz 05,24-342,1996,17.8,27,17,18,9,0,10,22,45.5,12,174,66,37.9,99,62,13,27,4,1,23,19,46,68,0,Matches
Florian Niederlechner,de GER,FW,Augsburg,30-112,1990,12.9,5,5,1,3,1,2,14,14.3,12,130,42,32.3,13,50,67,13,2,0,11,2,7,13,0,Matches
Joakim Nilsson,se SWE,DF,Arminia,27-007,1994,9.0,20,13,14,6,0,2,7,28.6,5,92,31,33.7,48,43,1,22,13,0,9,8,28,69,1,Matches
Christopher Nkunku,fr FRA,"FW,MF",RB Leipzig,23-091,1997,11.4,13,9,3,5,5,1,13,7.7,12,234,76,32.5,28,94,112,23,0,0,23,8,21,8,0,Matches
Håvard Nordtveit,no NOR,DF,Hoffenheim,30-237,1990,6.8,4,1,3,1,0,3,6,50.0,3,30,15,50.0,19,10,1,12,3,0,9,4,8,41,1,Matches
Kasim Nuhu,gh GHA,DF,Hoffenheim,25-236,1995,8.0,6,4,5,1,0,3,10,30.0,7,49,21,42.9,22,25,2,12,0,0,12,6,12,38,1,Matches
Bastian Oczipka,de GER,DF,Schalke 04,32-032,1989,14.5,31,20,18,12,1,9,21,42.9,12,137,40,29.2,72,51,14,22,1,0,21,15,46,29,0,Matches
Dani Olmo,es ESP,"MF,FW",RB Leipzig,22-282,1998,16.3,22,14,5,12,5,3,15,20.0,12,294,105,35.7,41,144,109,13,0,0,13,16,38,19,0,Matches
Karim Onisiwo,at AUT,"FW,MF",Mainz 05,28-333,1992,11.1,20,13,5,8,7,2,10,20.0,8,205,52,25.4,18,104,83,15,1,0,14,3,23,7,0,Matches
Willi Orban,hu HUN,DF,RB Leipzig,28-102,1992,15.3,22,14,12,8,2,11,20,55.0,9,124,57,46.0,53,58,13,29,14,0,15,18,40,69,1,Matches
Stefan Ortega,de GER,GK,Arminia,28-099,1992,19.0,1,1,1,0,0,1,5,20.0,4,3,1,33.3,3,0,0,0,0,0,0,0,1,0,1,Matches
Yuya Osako,jp JPN,"FW,MF",Werder Bremen,30-271,1990,6.0,7,4,0,4,3,0,1,0.0,1,97,19,19.6,14,52,31,8,0,0,8,5,12,2,0,Matches
Paulo Otávio,br BRA,DF,Wolfsburg,26-082,1994,10.4,43,22,29,12,2,12,27,44.4,15,174,60,34.5,85,63,26,34,4,0,30,26,69,35,1,Matches
Reece Oxford,eng ENG,DF,Augsburg,22-059,1998,8.7,12,7,8,4,0,6,12,50.0,6,71,20,28.2,44,24,3,15,7,0,8,17,29,71,0,Matches
Salih Özcan,de GER,MF,Köln,23-033,1998,10.9,11,8,7,2,2,6,26,23.1,20,185,58,31.4,69,100,16,15,2,0,13,13,24,21,0,Matches
Levin Öztunalı,de GER,"DF,FW",Mainz 05,24-335,1996,7.6,23,14,12,7,4,8,13,61.5,5,81,21,25.9,36,28,17,18,1,0,17,13,36,20,0,Matches
Gonçalo Paciência,pt POR,FW,Schalke 04,26-196,1994,6.2,6,5,4,0,2,1,8,12.5,7,95,22,23.2,16,45,34,4,1,0,3,2,8,5,0,Matches
Exequiel Palacios,ar ARG,MF,Leverkusen,22-131,1998,1.0,2,2,0,2,0,0,1,0.0,1,17,7,41.2,2,9,6,1,0,0,1,0,2,1,0,Matches
Matondo-Merveille Papela,de GER,DF,Mainz 05,20-026,2001,0.0,0,0,0,0,0,0,0,,0,3,2,66.7,2,1,0,0,0,0,0,0,0,0,0,Matches
Felix Passlack,de GER,DF,Dortmund,22-260,1998,3.8,13,8,6,5,2,4,8,50.0,4,70,30,42.9,28,24,18,11,0,0,11,4,17,1,0,Matches
Benjamin Pavard,fr FRA,DF,Bayern Munich,24-322,1996,13.4,23,14,15,5,3,8,18,44.4,10,173,66,38.2,57,59,57,36,2,0,34,19,42,27,2,Matches
Jiří Pavlenka,cz CZE,GK,Werder Bremen,28-305,1992,19.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,1,0,Matches
Mads Pedersen,dk DEN,DF,Augsburg,24-165,1996,4.4,15,10,11,4,0,3,8,37.5,5,68,29,42.6,37,22,9,12,1,1,11,9,24,9,0,Matches
Peter Pekarík,sk SVK,DF,Hertha BSC,34-106,1986,14.9,19,8,11,6,2,13,26,50.0,13,163,50,30.7,83,52,28,30,5,0,25,13,32,36,1,Matches
Philipp Pentke,de GER,GK,Hoffenheim,35-288,1985,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
Pavao Pervan,at AUT,GK,Wolfsburg,33-092,1987,1.0,0,0,0,0,0,0,1,0.0,1,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches
Nils Petersen,de GER,FW,Freiburg,32-069,1988,10.1,9,6,2,4,3,1,13,7.7,12,186,37,19.9,21,70,95,13,1,0,12,0,9,23,0,Matches
Maximilian Philipp,de GER,MF,Wolfsburg,26-349,1994,6.3,5,2,4,0,1,0,9,0.0,9,104,29,27.9,17,43,44,9,0,0,9,4,9,1,0,Matches
Krzysztof Piątek,pl POL,FW,Hertha BSC,25-227,1995,11.3,5,2,1,3,1,3,21,14.3,18,273,63,23.1,23,133,117,6,0,0,6,3,8,15,0,Matches
Amos Pieper,de GER,DF,Arminia,23-027,1998,15.8,44,24,32,12,0,16,25,64.0,9,157,67,42.7,98,55,4,42,23,0,19,13,57,107,3,Matches
Łukasz Piszczek,pl POL,DF,Dortmund,35-255,1985,0.7,1,1,1,0,0,0,1,0.0,1,11,4,36.4,5,6,0,0,0,0,0,0,1,2,0,Matches
Marvin Plattenhardt,de GER,DF,Hertha BSC,29-018,1992,8.2,14,10,6,6,2,4,7,57.1,3,99,40,40.4,44,44,11,8,0,0,8,1,15,17,0,Matches
Alassane Pléa,fr FRA,FW,M'Gladbach,27-340,1993,10.1,6,3,3,2,1,1,12,8.3,11,135,31,23.0,20,50,65,4,0,0,4,3,9,2,0,Matches
Joel Pohjanpalo,fi FIN,MF,Leverkusen,26-153,1994,0.1,1,0,1,0,0,0,0,,0,2,0,0.0,1,0,1,0,0,0,0,0,1,0,0,Matches
Joel Pohjanpalo,fi FIN,FW,Union Berlin,26-153,1994,3.1,1,1,0,1,0,0,2,0.0,2,30,3,10.0,2,19,9,0,0,0,0,0,1,3,0,Matches
Marin Pongračić,hr CRO,DF,Wolfsburg,23-155,1997,3.0,7,5,5,1,1,1,1,100.0,0,35,16,45.7,18,12,5,3,2,0,1,11,18,14,1,Matches
Stefan Posch,at AUT,DF,Hoffenheim,23-275,1997,14.9,39,19,22,13,4,18,31,58.1,13,208,68,32.7,102,75,31,33,4,0,29,20,59,52,1,Matches
Yussuf Poulsen,dk DEN,FW,RB Leipzig,26-243,1994,9.7,4,1,1,2,1,1,9,11.1,8,214,55,25.7,13,101,100,12,0,0,12,6,10,5,0,Matches
Manuel Prietl,at AUT,MF,Arminia,29-194,1991,13.0,35,21,16,19,0,5,32,15.6,27,262,95,36.3,114,136,12,29,2,0,27,15,50,13,0,Matches
Grischa Prömel,de GER,MF,Union Berlin,26-035,1995,11.9,25,17,9,13,3,7,18,38.9,11,179,61,34.1,46,112,21,22,2,0,20,20,45,15,0,Matches
Robin Quaison,se SWE,"FW,MF",Mainz 05,27-127,1993,13.0,14,9,3,7,4,2,14,14.3,12,214,51,23.8,31,112,71,12,0,0,12,5,19,6,0,Matches
Nemanja Radonjić,rs SRB,FW,Hertha BSC,24-364,1996,0.3,0,0,0,0,0,0,0,,0,0,0,,0,0,0,1,0,0,1,0,0,0,0,Matches
Benito Raman,be BEL,"FW,MF",Schalke 04,26-098,1994,10.2,14,8,8,3,3,1,18,5.6,17,231,66,28.6,49,86,96,11,0,0,11,9,23,3,0,Matches
Milot Rashica,xk KVX,"FW,MF",Werder Bremen,24-230,1996,4.2,5,3,1,3,1,2,10,20.0,8,58,13,22.4,25,23,10,6,0,0,6,4,9,1,0,Matches
Daishawn Redan,nl NED,"MF,FW",Hertha BSC,20-011,2001,0.8,0,0,0,0,0,0,0,,0,11,4,36.4,1,4,6,1,0,0,1,0,0,0,0,Matches
Reinier,br BRA,"MF,FW",Dortmund,19-025,2002,1.1,3,2,1,1,1,0,1,0.0,1,15,3,20.0,7,4,4,1,0,0,1,0,3,0,0,Matches
Rocco Reitz,de GER,MF,M'Gladbach,18-260,2002,0.7,2,1,1,1,0,2,3,66.7,1,21,6,28.6,11,9,1,3,1,0,2,1,3,1,0,Matches
Marco Reus,de GER,"MF,FW",Dortmund,31-258,1989,14.4,25,19,6,12,7,4,16,25.0,12,276,104,37.7,52,131,93,16,0,0,16,7,32,7,0,Matches
Elvis Rexhbeçaj,de GER,"MF,FW",Köln,23-104,1997,13.4,38,20,12,23,3,5,29,17.2,24,300,91,30.3,67,149,84,33,5,0,28,15,53,14,0,Matches
Gio Reyna,us USA,"FW,MF",Dortmund,18-092,2002,14.0,22,18,6,10,6,4,18,22.2,14,227,83,36.6,35,113,79,18,1,0,17,7,29,8,0,Matches
Chris Richards,us USA,DF,Bayern Munich,20-322,2000,1.0,1,1,1,0,0,0,0,,0,10,2,20.0,5,5,0,0,0,0,0,0,1,3,0,Matches
Chris Richards,us USA,DF,Hoffenheim,20-322,2000,1.0,3,1,2,0,1,1,2,50.0,1,14,5,35.7,5,6,3,1,0,0,1,0,3,6,0,Matches
Marco Richter,de GER,"FW,MF",Augsburg,23-081,1997,7.9,9,5,1,1,7,2,7,28.6,5,97,21,21.6,14,47,36,4,0,0,4,2,11,2,0,Matches
Marc Roca,es ESP,MF,Bayern Munich,24-079,1996,1.0,2,2,1,1,0,1,2,50.0,1,16,7,43.8,4,7,5,4,1,0,3,1,3,1,0,Matches
Sebastian Rode,de GER,MF,Eint Frankfurt,30-125,1990,9.9,32,18,13,14,5,8,24,33.3,16,216,60,27.8,78,107,31,22,1,0,21,19,51,12,0,Matches
Jérôme Roussillon,fr FRA,DF,Wolfsburg,28-038,1993,10.3,20,11,14,6,0,9,18,50.0,9,121,45,37.2,57,49,15,15,1,0,14,8,28,26,0,Matches
Sebastian Rudy,de GER,DF,Schalke 04,30-351,1990,2.0,4,1,3,0,1,2,7,28.6,5,31,9,29.0,14,11,6,11,4,1,7,0,4,6,0,Matches
Sebastian Rudy,de GER,"MF,DF",Hoffenheim,30-351,1990,11.8,30,17,13,13,4,11,28,39.3,17,220,72,32.7,61,96,63,32,3,0,29,3,33,8,0,Matches
Julian Ryerson,no NOR,"DF,MF",Union Berlin,23-088,1997,5.6,8,1,3,4,1,4,7,57.1,3,60,17,28.3,28,25,7,14,2,0,12,6,14,15,1,Matches
Frederik Rønnow,dk DEN,GK,Schalke 04,28-193,1992,6.5,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
João Victor Santos Sá,br BRA,"FW,MF",Wolfsburg,26-323,1994,2.9,13,7,3,8,2,4,8,50.0,4,73,19,26.0,15,24,34,6,0,0,6,2,15,1,0,Matches
Marcel Sabitzer,at AUT,MF,RB Leipzig,26-333,1994,13.1,26,17,12,12,2,7,18,38.9,11,157,53,33.8,45,84,28,11,1,0,10,25,51,16,0,Matches
Roland Sallai,hu HUN,"MF,FW",Freiburg,23-267,1997,10.6,13,8,6,6,1,3,8,37.5,5,182,42,23.1,36,97,49,14,1,0,13,7,20,4,0,Matches
Lazar Samardzic,de GER,"MF,FW",RB Leipzig,18-355,2002,2.0,6,6,2,4,0,2,11,18.2,9,77,24,31.2,27,38,12,5,0,0,5,5,11,1,0,Matches
Diadie Samassékou,ml MLI,MF,Hoffenheim,25-033,1996,16.6,54,30,18,32,4,19,53,35.8,34,294,95,32.3,93,170,31,30,5,0,25,42,96,36,0,Matches
Jadon Sancho,eng ENG,FW,Dortmund,20-325,2000,16.7,12,9,2,7,3,6,15,40.0,9,183,70,38.3,25,83,75,25,1,0,24,10,22,1,0,Matches
Leroy Sané,de GER,"FW,MF",Bayern Munich,25-033,1996,10.4,14,10,4,4,6,3,16,18.8,13,214,78,36.4,33,88,93,19,0,0,19,2,16,2,0,Matches
Salif Sané,sn SEN,DF,Schalke 04,30-172,1990,8.5,11,5,7,3,1,4,13,30.8,9,71,28,39.4,43,24,4,27,10,0,17,12,23,53,0,Matches
Baptiste Santamaria,fr FRA,MF,Freiburg,25-341,1995,15.1,41,26,19,18,4,9,41,22.0,32,317,77,24.3,92,178,47,28,3,0,25,27,68,23,0,Matches
Josh Sargent,us USA,FW,Werder Bremen,20-359,2000,16.2,20,16,6,10,4,2,18,11.1,16,294,89,30.3,48,140,106,30,4,0,26,11,31,15,0,Matches
Bouna Sarr,gn GUI,DF,Bayern Munich,29-013,1992,3.0,5,3,2,1,2,1,1,100.0,0,30,6,20.0,11,13,6,2,0,0,2,1,6,7,1,Matches
Patrik Schick,cz CZE,FW,Leverkusen,25-020,1996,10.5,11,6,0,6,5,1,4,25.0,3,120,38,31.7,1,38,81,8,5,0,3,0,11,6,0,Matches
Sven Schipplock,de GER,"FW,MF",Arminia,32-097,1988,6.8,7,5,2,4,1,2,24,8.3,22,244,60,24.6,34,139,71,8,3,0,5,2,9,11,0,Matches
Xaver Schlager,at AUT,MF,Wolfsburg,23-138,1997,16.9,64,46,17,41,6,13,39,33.3,26,323,119,36.8,85,178,60,33,4,0,29,22,86,35,0,Matches
Keven Schlotterbeck,de GER,DF,Freiburg,23-291,1997,12.4,13,6,8,5,0,3,17,17.6,14,118,33,28.0,67,42,9,22,14,0,8,18,31,81,1,Matches
Nico Schlotterbeck,de GER,DF,Union Berlin,21-074,1999,4.3,12,5,7,5,0,3,5,60.0,2,60,19,31.7,30,29,1,8,3,0,5,8,20,21,0,Matches
Jonathan Schmid,fr FRA,DF,Freiburg,30-232,1990,14.9,26,20,11,12,3,6,21,28.6,15,178,58,32.6,61,85,32,28,8,0,20,7,33,31,0,Matches
Romano Schmid,at AUT,FW,Werder Bremen,21-017,2000,5.3,12,8,5,4,3,6,14,42.9,8,121,32,26.4,18,66,37,12,1,0,11,6,18,2,0,Matches
Benno Schmitz,de GER,DF,Köln,26-088,1994,1.3,4,3,2,2,0,0,2,0.0,2,32,14,43.8,15,11,6,2,2,0,0,3,7,7,0,Matches
Alessandro Schöpf,at AUT,"FW,MF",Schalke 04,27-006,1994,7.9,12,10,5,7,0,5,13,38.5,8,161,51,31.7,46,80,35,20,1,0,19,2,14,4,0,Matches
Nico Schulz,de GER,DF,Dortmund,27-318,1993,1.6,4,3,2,1,1,0,3,0.0,3,25,13,52.0,5,12,8,3,1,0,2,2,6,4,0,Matches
Alexander Schwolow,de GER,GK,Hertha BSC,28-256,1992,18.0,0,0,0,0,0,0,0,,0,2,1,50.0,2,0,0,1,0,0,1,0,0,2,1,Matches
Davie Selke,de GER,FW,Werder Bremen,26-024,1995,4.1,2,2,1,1,0,1,3,33.3,2,86,26,30.2,11,34,41,0,0,0,0,1,3,6,0,Matches
Suat Serdar,de GER,MF,Schalke 04,23-308,1997,11.5,36,24,10,23,3,12,30,40.0,18,180,68,37.8,61,98,21,23,5,0,18,16,52,17,0,Matches
Ryan Sessegnon,eng ENG,DF,Hoffenheim,20-271,2000,9.2,24,14,14,7,3,4,16,25.0,12,154,59,38.3,54,63,37,25,0,0,25,8,32,19,0,Matches
Nils Seufert,de GER,"MF,FW",Arminia,24-010,1997,3.3,10,7,0,6,4,2,9,22.2,7,74,18,24.3,11,39,24,4,1,0,3,2,12,6,0,Matches
André Silva,pt POR,FW,Eint Frankfurt,25-099,1995,18.1,6,4,0,2,4,0,3,0.0,3,194,55,28.4,12,52,130,7,0,0,7,3,9,9,0,Matches
Jóan Símun Edmundsson,fo FRO,"MF,FW",Arminia,29-202,1991,0.6,2,1,1,1,0,1,1,100.0,0,11,3,27.3,2,8,1,0,0,0,0,0,2,1,0,Matches
Daley Sinkgraven,nl NED,DF,Leverkusen,25-224,1995,14.7,29,20,13,12,4,13,32,40.6,19,175,68,38.9,58,79,38,44,6,0,38,18,47,21,0,Matches
Tobias Sippel,de GER,GK,M'Gladbach,32-328,1988,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
Ellyes Skhiri,tn TUN,MF,Köln,25-279,1995,18.2,50,25,28,17,5,18,42,42.9,24,322,91,28.3,142,144,36,44,8,0,36,51,101,32,1,Matches
Robert Skov,dk DEN,"DF,FW",Hoffenheim,24-269,1996,7.1,15,11,6,7,2,7,15,46.7,8,88,39,44.3,29,32,27,12,3,1,9,4,19,4,0,Matches
Steven Skrzybski,de GER,FW,Schalke 04,28-087,1992,4.1,6,5,1,5,0,2,7,28.6,5,96,23,24.0,21,54,21,9,1,0,8,5,11,1,0,Matches
Yann Sommer,ch SUI,GK,M'Gladbach,32-058,1988,19.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,1,2,Matches
Borna Sosa,hr CRO,DF,Stuttgart,23-023,1998,12.5,11,7,6,3,2,5,12,41.7,7,82,31,37.8,34,29,19,26,2,0,24,16,27,39,0,Matches
Cebio Soukou,bj BEN,"FW,MF",Arminia,28-134,1992,4.7,9,6,4,3,2,3,7,42.9,4,91,24,26.4,24,38,29,3,0,0,3,1,10,5,0,Matches
Djibril Sow,ch SUI,MF,Eint Frankfurt,24-007,1997,13.1,35,23,15,19,1,10,24,41.7,14,256,82,32.0,73,140,43,24,4,0,20,28,63,16,0,Matches
Jerry St. Juste,nl NED,DF,Mainz 05,24-117,1996,18.0,43,24,26,14,3,13,29,44.8,16,212,61,28.8,120,76,16,54,17,1,37,23,66,82,0,Matches
Benjamin Stambouli,fr FRA,"MF,DF",Schalke 04,30-184,1990,14.0,41,28,21,17,3,16,34,47.1,18,182,68,37.4,79,86,17,42,12,0,30,30,71,37,1,Matches
Niklas Stark,de GER,"MF,DF",Hertha BSC,25-305,1995,19.9,47,23,26,20,1,6,24,25.0,18,325,94,28.9,152,144,29,41,10,0,31,25,72,76,0,Matches
Renato Steffen,ch SUI,"FW,MF",Wolfsburg,29-102,1991,14.0,21,11,8,10,3,7,25,28.0,18,244,66,27.0,61,126,57,27,3,0,24,12,33,12,0,Matches
Pascal Stenzel,de GER,DF,Stuttgart,24-330,1996,11.4,28,15,13,14,1,15,33,45.5,18,139,43,30.9,67,67,5,30,4,1,26,13,41,28,1,Matches
Lars Stindl,de GER,"MF,FW",M'Gladbach,32-171,1988,14.1,20,13,4,13,3,2,19,10.5,17,281,68,24.2,41,129,111,18,3,1,15,4,24,10,0,Matches
Kevin Stöger,at AUT,"MF,FW",Mainz 05,27-170,1993,4.0,10,6,4,5,1,4,15,26.7,11,66,21,31.8,23,31,12,5,0,0,5,8,18,3,0,Matches
Tobias Strobl,de GER,MF,Augsburg,30-277,1990,13.9,15,10,7,7,1,8,26,30.8,18,209,63,30.1,74,115,20,26,10,0,16,20,35,13,0,Matches
Marek Suchý,cz CZE,DF,Augsburg,32-321,1988,1.9,3,2,0,3,0,0,1,0.0,1,15,5,33.3,3,12,0,2,2,0,0,0,3,4,0,Matches
Niklas Süle,de GER,DF,Bayern Munich,25-163,1995,9.9,22,12,12,8,2,7,16,43.8,9,92,36,39.1,39,39,14,14,6,0,8,12,34,30,0,Matches
Ádám Szalai,hu HUN,FW,Mainz 05,33-066,1987,1.7,3,3,2,1,0,0,0,,0,29,8,27.6,6,13,10,0,0,0,0,1,4,1,0,Matches
Frederik Sørensen,dk DEN,DF,Köln,28-305,1992,1.1,2,2,0,2,0,0,2,0.0,2,26,9,34.6,13,9,4,3,0,0,3,0,2,3,0,Matches
Alexander Sørloth,no NOR,FW,RB Leipzig,25-070,1995,9.9,6,4,1,2,3,3,12,25.0,9,194,71,36.6,5,76,113,10,1,0,9,4,10,10,0,Matches
Jonathan Tah,de GER,DF,Leverkusen,25-002,1996,13.5,24,12,16,8,0,8,14,57.1,6,115,48,41.7,63,46,6,21,8,0,13,34,58,59,0,Matches
Edmond Tapsoba,bf BFA,DF,Leverkusen,22-011,1999,16.5,38,20,23,14,1,12,31,38.7,19,216,81,37.5,106,97,13,42,11,1,31,28,66,69,2,Matches
Niklas Tauer,de GER,"MF,DF",Mainz 05,19-362,2001,0.8,1,0,0,1,0,0,2,0.0,2,13,3,23.1,4,7,2,4,1,0,3,0,1,5,0,Matches
Lino Tempelmann,de GER,"MF,DF",Freiburg,22-011,1999,2.6,3,2,1,2,0,0,1,0.0,1,54,15,27.8,20,31,3,8,1,0,7,0,3,6,0,Matches
Cedric Teuchert,de GER,"FW,MF",Union Berlin,24-030,1997,6.6,6,5,1,5,0,1,11,9.1,10,123,35,28.5,18,68,37,11,0,0,11,10,16,6,0,Matches
Malick Thiaw,fi FIN,DF,Schalke 04,19-189,2001,6.4,21,9,14,5,2,9,13,69.2,4,86,26,30.2,36,40,10,6,1,0,5,9,30,21,0,Matches
Jan Thielmann,de GER,FW,Köln,18-263,2002,8.8,10,5,4,4,2,2,7,28.6,5,163,41,25.2,25,82,56,9,1,0,8,5,15,2,0,Matches
Erik Thommy,de GER,DF,Stuttgart,26-177,1994,0.6,1,0,0,1,0,0,0,,0,6,2,33.3,0,4,2,1,0,0,1,3,4,0,0,Matches
Marcus Thuram,fr FRA,"FW,MF",M'Gladbach,23-191,1997,9.3,10,7,5,3,2,0,4,0.0,4,145,54,37.2,22,68,55,16,1,0,15,8,18,8,0,Matches
Steffen Tigges,de GER,"FW,DF",Dortmund,22-197,1998,0.2,4,3,0,1,3,2,3,66.7,1,13,4,30.8,3,7,3,2,0,0,2,0,4,0,0,Matches
Guus Til,nl NED,"FW,MF",Freiburg,23-053,1997,0.2,1,0,0,1,0,1,3,33.3,2,6,1,16.7,2,1,3,0,0,0,0,0,1,0,0,Matches
Corentin Tolisso,fr FRA,MF,Bayern Munich,26-194,1994,7.1,13,10,2,10,1,6,20,30.0,14,128,31,24.2,27,76,25,13,1,0,12,3,16,8,0,Matches
Ömer Toprak,tr TUR,DF,Werder Bremen,31-207,1989,11.6,17,7,11,6,0,7,12,58.3,5,68,21,30.9,40,24,4,18,7,0,11,27,44,72,1,Matches
Jordan Torunarigha,de GER,DF,Hertha BSC,23-190,1997,7.5,8,4,7,1,0,1,7,14.3,6,70,17,24.3,39,26,5,11,2,0,9,14,22,55,3,Matches
Almamy Touré,ml MLI,DF,Eint Frankfurt,24-291,1996,6.4,13,11,5,5,3,7,13,53.8,6,101,32,31.7,28,44,29,10,1,0,9,8,21,14,1,Matches
Lucas Tousart,fr FRA,MF,Hertha BSC,23-290,1997,13.8,24,15,11,13,0,5,14,35.7,9,260,88,33.8,91,136,33,34,7,0,27,21,45,51,2,Matches
Ibrahima Traoré,gn GUI,FW,M'Gladbach,32-298,1988,0.9,0,0,0,0,0,0,2,0.0,2,16,6,37.5,2,8,6,2,0,0,2,0,0,0,0,Matches
Kevin Trapp,de GER,GK,Eint Frankfurt,30-220,1990,20.0,0,0,0,0,0,0,1,0.0,1,5,1,20.0,5,0,0,0,0,0,0,0,0,2,2,Matches
Christopher Trimmel,at AUT,DF,Union Berlin,33-355,1987,16.1,39,22,31,8,0,16,38,42.1,22,172,49,28.5,93,62,17,19,4,0,15,26,65,47,0,Matches
Tuta,br BRA,DF,Eint Frankfurt,21-224,1999,6.3,15,8,9,5,1,3,10,30.0,7,75,21,28.0,42,26,7,9,0,0,9,13,28,27,1,Matches
Dayot Upamecano,fr FRA,DF,RB Leipzig,22-109,1998,17.8,36,23,20,15,1,10,18,55.6,8,166,64,38.6,81,78,7,31,10,0,21,21,57,66,0,Matches
Mark Uth,de GER,"FW,MF",Schalke 04,29-173,1991,14.4,23,16,12,5,6,4,20,20.0,16,272,77,28.3,56,141,75,18,0,0,18,15,38,4,1,Matches
Ruben Vargas,ch SUI,"MF,FW",Augsburg,22-192,1998,12.0,16,9,5,9,2,3,16,18.8,13,164,47,28.7,41,76,47,28,3,0,25,15,31,15,0,Matches
Miloš Veljković,rs SRB,DF,Werder Bremen,25-140,1995,10.5,10,10,8,2,0,4,16,25.0,12,75,25,33.3,51,21,3,18,5,0,13,12,22,59,0,Matches
Andreas Voglsammer,de GER,MF,Arminia,29-035,1992,0.6,2,1,0,2,0,0,0,,0,12,4,33.3,0,7,5,3,0,0,3,0,2,0,0,Matches
Kevin Vogt,de GER,DF,Hoffenheim,29-143,1991,15.5,20,11,14,6,0,8,15,53.3,7,119,42,35.3,70,48,1,20,10,1,10,7,27,63,1,Matches
Silas Wamangituka,cd COD,"DF,FW",Stuttgart,21-130,1999,16.4,34,21,21,11,2,15,37,40.5,22,224,66,29.5,66,92,66,31,2,0,29,19,53,9,0,Matches
Wout Weghorst,nl NED,FW,Wolfsburg,28-190,1992,18.9,7,6,2,4,1,1,6,16.7,5,322,104,32.3,13,125,184,15,3,0,12,5,12,11,1,Matches
Mitchell Weiser,de GER,DF,Leverkusen,26-298,1994,2.5,4,2,1,2,1,2,5,40.0,3,47,18,38.3,15,23,9,2,0,0,2,2,6,8,0,Matches
