player,nationality,position,squad,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,tackles_interceptions,clearances,errors,matches
Hamadi Al Ghaddioui,ma MAR,"MF,FW",Stuttgart,30-144,1990,0.2,0,0,0,0,0,0,1,0.0,1,4,1,25.0,1,1,2,0,0,0,0,0,0,0,0,Matches
Niko Gießelmann,de GER,DF,Union Berlin,29-140,1991,3.4,15,9,11,2,2,5,6,83.3,1,52,17,32.7,26,14,12,4,1,0,3,6,21,16,1,Matches
Rafał Gikiewicz,pl POL,GK,Augsburg,33-110,1987,21.0,0,0,0,0,0,0,2,0.0,2,4,2,50.0,4,0,0,2,0,0,2,0,0,0,0,Matches
Daniel Ginczek,de GER,"FW,MF",Wolfsburg,29-306,1991,1.6,2,0,0,2,0,0,4,0.0,4,41,10,24.4,3,25,13,1,0,0,1,0,2,1,0,Matches
Matthias Ginter,de GER,DF,M'Gladbach,27-025,1994,20.0,20,12,10,9,1,8,18,44.4,10,118,49,41.5,65,45,8,38,23,2,15,16,36,110,0,Matches
Robert Glatzel,de GER,FW,Mainz 05,27-036,1994,0.1,0,0,0,0,0,0,0,,0,1,1,100.0,0,0,1,0,0,0,0,0,0,0,0,Matches
Serge Gnabry,de GER,"FW,MF",Bayern Munich,25-214,1995,13.7,31,19,9,12,10,10,25,40.0,15,210,65,31.0,27,99,84,16,1,0,15,14,45,2,0,Matches
Akaki Gogia,de GER,FW,Union Berlin,29-026,1992,1.6,2,1,0,2,0,0,1,0.0,1,20,3,15.0,1,15,4,1,0,0,1,0,2,1,0,Matches
Nicolás González,ar ARG,"FW,DF",Stuttgart,22-313,1998,9.9,5,5,2,2,1,0,7,0.0,7,118,26,22.0,18,38,62,15,4,0,11,3,8,7,0,Matches
Leon Goretzka,de GER,MF,Bayern Munich,26-007,1995,12.7,29,17,14,14,1,10,27,37.0,17,191,76,39.8,56,99,36,29,2,0,27,22,51,16,0,Matches
Jeffrey Gouweleeuw,nl NED,DF,Augsburg,29-218,1991,20.0,22,16,10,9,3,6,20,30.0,14,161,59,36.6,88,64,9,34,13,0,21,26,48,126,1,Matches
Demarai Gray,eng ENG,FW,Leverkusen,24-230,1996,0.2,0,0,0,0,0,0,0,,0,7,0,0.0,1,3,3,0,0,0,0,0,0,0,0,Matches
Michael Gregoritsch,at AUT,"FW,MF",Augsburg,26-301,1994,8.4,13,9,3,10,0,1,8,12.5,7,150,45,30.0,20,100,30,6,1,0,5,0,13,11,0,Matches
Sebastian Griesbeck,de GER,MF,Union Berlin,30-133,1990,8.3,18,10,9,9,0,5,21,23.8,16,157,45,28.7,57,76,24,13,2,0,11,5,23,9,0,Matches
Vincenzo Grifo,it ITA,"MF,FW",Freiburg,27-312,1993,16.6,19,11,7,9,3,13,34,38.2,21,173,47,27.2,41,76,56,19,1,0,18,13,32,10,1,Matches
Florian Grillitsch,at AUT,MF,Hoffenheim,25-190,1995,7.3,10,7,6,4,0,1,18,5.6,17,164,43,26.2,40,79,45,22,1,0,21,5,15,7,0,Matches
Christian Groß,de GER,"MF,DF",Werder Bremen,32-005,1989,9.8,21,14,9,12,0,6,19,31.6,13,165,60,36.4,66,80,19,13,2,0,11,20,41,22,0,Matches
Ilia Gruev,bg BUL,FW,Werder Bremen,20-283,2000,0.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches
Carlos Gruezo,ec ECU,MF,Augsburg,25-300,1995,17.1,55,33,25,27,3,20,44,45.5,24,316,103,32.6,126,160,30,30,3,0,27,22,77,19,1,Matches
Mattéo Guendouzi,fr FRA,MF,Hertha BSC,21-305,1999,13.7,15,15,6,8,1,5,15,33.3,10,170,55,32.4,55,91,24,21,4,0,17,14,29,14,0,Matches
Raphaël Guerreiro,pt POR,DF,Dortmund,27-053,1993,14.7,18,10,9,5,4,8,18,44.4,10,106,26,24.5,35,43,28,24,4,0,20,17,35,20,1,Matches
Josuha Guilavogui,fr FRA,"MF,DF",Wolfsburg,30-147,1990,6.4,17,10,9,6,2,4,10,40.0,6,80,25,31.3,33,41,6,11,6,1,5,16,33,29,0,Matches
Péter Gulácsi,hu HUN,GK,RB Leipzig,30-283,1990,21.0,0,0,0,0,0,0,1,0.0,1,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches
Manuel Gulde,de GER,DF,Freiburg,30-001,1991,12.5,17,7,7,9,1,3,12,25.0,9,97,31,32.0,48,48,1,23,9,0,14,18,35,49,0,Matches
Robert Gumny,pl POL,DF,Augsburg,22-254,1998,6.6,10,6,6,3,1,4,6,66.7,2,85,27,31.8,32,39,14,14,2,0,12,10,20,12,0,Matches
Christian Günter,de GER,DF,Freiburg,27-351,1993,20.0,28,15,18,8,2,11,35,31.4,24,233,62,26.6,85,97,51,31,4,0,27,13,41,27,0,Matches
Janik Haberer,de GER,"MF,FW",Freiburg,26-317,1994,2.2,5,4,3,2,0,3,10,30.0,7,56,19,33.9,18,26,12,5,1,0,4,4,9,3,0,Matches
Alexander Hack,de GER,DF,Mainz 05,27-158,1993,10.9,30,16,20,8,2,18,28,64.3,10,86,32,37.2,52,28,6,17,13,0,4,18,48,79,1,Matches
André Hahn,de GER,"FW,MF",Augsburg,30-184,1990,11.7,24,13,6,15,3,10,34,29.4,24,262,57,21.8,48,125,89,21,1,0,20,9,33,13,0,Matches
Amadou Haidara,ml MLI,"MF,FW",RB Leipzig,23-013,1998,12.4,32,21,11,15,6,9,27,33.3,18,226,72,31.9,48,129,49,24,2,0,22,13,45,11,0,Matches
Erling Håland,no NOR,FW,Dortmund,20-207,2000,14.1,3,3,1,2,0,1,8,12.5,7,140,45,32.1,4,55,81,10,5,0,5,3,6,4,0,Matches
Marcel Halstenberg,de GER,DF,RB Leipzig,29-139,1991,11.6,26,18,16,8,2,7,24,29.2,17,113,50,44.2,49,52,12,9,1,0,8,9,35,29,1,Matches
Amine Harit,ma MAR,"MF,FW",Schalke 04,23-240,1997,11.6,14,9,4,8,2,5,16,31.3,11,158,47,29.7,52,79,27,7,0,0,7,10,24,7,0,Matches
Marcel Hartel,de GER,MF,Arminia,25-025,1996,17.7,35,21,16,16,3,12,37,32.4,25,305,90,29.5,86,158,61,27,5,0,22,15,50,13,0,Matches
Makoto Hasebe,jp JPN,"DF,MF",Eint Frankfurt,37-026,1984,15.0,34,25,22,8,4,18,33,54.5,15,175,71,40.6,83,77,15,19,7,0,12,16,50,48,0,Matches
Thorgan Hazard,be BEL,"FW,DF",Dortmund,27-321,1993,1.8,2,1,2,0,0,2,6,33.3,4,36,12,33.3,12,15,9,2,0,0,2,1,3,0,0,Matches
Jonas Hector,de GER,MF,Köln,30-262,1990,5.7,14,6,5,6,3,3,17,17.6,14,104,22,21.2,34,49,21,13,5,0,8,6,20,10,3,Matches
Hwang Hee-chan,kr KOR,"FW,MF",RB Leipzig,25-018,1996,1.7,3,2,3,0,0,1,2,50.0,1,36,15,41.7,8,16,12,2,0,0,2,1,4,1,0,Matches
Dominique Heintz,de GER,DF,Freiburg,27-182,1993,8.3,17,9,14,3,0,3,11,27.3,8,94,39,41.5,52,38,4,13,8,1,5,7,24,32,0,Matches
Benjamin Henrichs,de GER,"MF,DF",RB Leipzig,23-356,1997,3.9,13,8,7,4,2,1,2,50.0,1,55,19,34.5,22,25,8,13,1,0,12,4,17,7,0,Matches
Lucas Hernández,fr FRA,DF,Bayern Munich,24-365,1996,9.8,27,13,11,9,7,11,25,44.0,14,138,44,31.9,48,53,37,27,3,0,24,6,33,27,0,Matches
Patrick Herrmann,de GER,FW,M'Gladbach,30-001,1991,8.9,13,9,6,3,4,1,10,10.0,9,114,32,28.1,17,50,47,13,0,0,13,8,21,5,0,Matches
Martin Hinteregger,at AUT,DF,Eint Frankfurt,28-159,1992,19.6,51,28,38,13,0,21,53,39.6,32,245,82,33.5,151,80,14,30,11,0,19,19,70,97,3,Matches
Marwin Hitz,ch SUI,GK,Dortmund,33-148,1987,4.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
Nicolas Höfler,de GER,MF,Freiburg,30-341,1990,18.3,52,30,18,25,9,15,42,35.7,27,340,81,23.8,100,191,49,36,5,0,31,27,79,24,1,Matches
Jonas Hofmann,de GER,"FW,MF",M'Gladbach,28-214,1992,12.2,19,14,6,10,3,7,43,16.3,36,269,62,23.0,59,130,80,22,2,0,20,10,29,12,0,Matches
Marco Höger,de GER,DF,Köln,31-150,1989,0.6,3,3,0,3,0,1,3,33.3,2,15,6,40.0,8,7,0,1,0,0,1,1,4,2,0,Matches
Lucas Höler,de GER,"FW,MF",Freiburg,26-218,1994,13.8,15,9,6,7,2,6,26,23.1,20,261,73,28.0,46,114,101,18,3,0,15,10,25,11,1,Matches
Matthew Hoppe,us USA,FW,Schalke 04,19-337,2001,7.6,4,3,2,2,0,1,5,20.0,4,124,28,22.6,18,53,53,7,1,0,6,4,8,8,0,Matches
Jannes Horn,de GER,DF,Köln,24-007,1997,12.7,22,12,15,6,1,12,23,52.2,11,137,37,27.0,84,46,7,21,2,0,19,7,29,49,1,Matches
Timo Horn,de GER,GK,Köln,27-277,1993,19.4,0,0,0,0,0,0,4,0.0,4,5,1,20.0,4,1,0,0,0,0,0,1,1,1,1,Matches
Lukáš Hrádecký,fi FIN,GK,Leverkusen,31-081,1989,20.0,0,0,0,0,0,0,0,,0,4,1,25.0,3,1,0,0,0,0,0,0,0,3,0,Matches
Ajdin Hrustic,au AUS,"MF,FW",Eint Frankfurt,24-223,1996,0.9,0,0,0,0,0,0,2,0.0,2,21,5,23.8,6,10,5,2,0,0,2,1,1,0,0,Matches
Florian Hübner,de GER,DF,Union Berlin,29-349,1991,4.8,5,4,4,1,0,3,8,37.5,5,59,19,32.2,34,23,2,9,3,0,6,5,10,26,0,Matches
Mats Hummels,de GER,DF,Dortmund,32-059,1988,19.9,37,23,25,9,3,14,29,48.3,15,150,60,40.0,81,64,5,24,13,1,11,35,72,101,0,Matches
Klaas-Jan Huntelaar,nl NED,FW,Schalke 04,37-185,1983,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
Iago,br BRA,DF,Augsburg,23-327,1997,13.4,25,15,9,11,5,7,18,38.9,11,159,55,34.6,66,65,28,34,5,0,29,13,38,40,0,Matches
Vedad Ibišević,ba BIH,FW,Schalke 04,36-191,1984,1.7,0,0,0,0,0,0,0,,0,16,5,31.3,0,11,5,3,1,0,2,0,0,1,0,Matches
Stefan Ilsanker,at AUT,MF,Eint Frankfurt,31-271,1989,9.2,28,16,10,16,2,6,21,28.6,15,191,53,27.7,67,108,16,21,4,0,17,9,37,13,0,Matches
Marcus Ingvartsen,dk DEN,"MF,FW",Union Berlin,25-040,1996,12.8,11,6,4,5,2,6,13,46.2,7,180,53,29.4,42,95,43,19,1,0,18,16,27,7,1,Matches
Ismail Jakobs,de GER,"DF,MF",Köln,21-180,1999,12.2,17,7,11,3,3,6,16,37.5,10,195,56,28.7,76,71,48,24,0,0,24,9,26,21,0,Matches
Tony Jantschke,de GER,DF,M'Gladbach,30-312,1990,2.8,8,7,4,4,0,3,6,50.0,3,22,12,54.5,9,10,3,10,6,0,4,4,12,9,0,Matches
Rune Jarstein,no NOR,GK,Hertha BSC,36-137,1984,2.0,0,0,0,0,0,0,0,,0,2,0,0.0,2,0,0,0,0,0,0,0,0,0,0,Matches
Tin Jedvaj,hr CRO,DF,Leverkusen,25-077,1995,0.2,2,0,1,1,0,0,0,,0,3,1,33.3,2,1,0,0,0,0,0,0,2,4,0,Matches
Fredrik Jensen,fi FIN,"FW,MF",Augsburg,23-157,1997,2.9,2,0,1,1,0,2,5,40.0,3,48,6,12.5,7,23,18,3,1,0,2,3,5,7,0,Matches
Marco John,de GER,DF,Hoffenheim,18-317,2002,6.0,9,5,2,6,1,2,10,20.0,8,87,32,36.8,34,43,10,21,1,0,20,9,18,7,0,Matches
Luka Jović,rs SRB,"FW,MF",Eint Frankfurt,23-052,1997,1.4,0,0,0,0,0,0,0,,0,12,4,33.3,0,4,8,1,0,0,1,0,0,0,0,Matches
Ozan Kabak,tr TUR,DF,Schalke 04,20-325,2000,13.8,20,11,15,4,1,6,16,37.5,10,151,47,31.1,104,42,5,30,14,0,16,16,36,76,2,Matches
Pavel Kadeřábek,cz CZE,DF,Hoffenheim,28-294,1992,4.0,10,7,5,3,2,3,7,42.9,4,45,13,28.9,18,17,10,5,0,0,5,1,11,8,0,Matches
Sasa Kalajdzic,at AUT,FW,Stuttgart,23-221,1997,10.5,7,3,0,4,3,0,11,0.0,11,159,42,26.4,6,57,96,11,1,0,10,1,8,8,0,Matches
Daichi Kamada,jp JPN,"MF,FW",Eint Frankfurt,24-192,1996,15.1,24,16,12,8,4,7,27,25.9,20,290,98,33.8,48,136,106,16,1,0,15,16,40,10,0,Matches
Marcin Kamiński,pl POL,DF,Stuttgart,29-029,1992,1.4,0,0,0,0,0,0,0,,0,4,2,50.0,3,1,0,3,0,0,3,1,1,8,0,Matches
Kevin Kampl,si SVN,MF,RB Leipzig,30-127,1990,14.2,33,26,11,20,2,6,21,28.6,15,263,105,39.9,68,157,38,22,3,0,19,22,55,12,0,Matches
Atakan Karazor,de GER,DF,Stuttgart,24-123,1996,4.3,6,4,4,2,0,3,6,50.0,3,49,22,44.9,34,14,1,4,2,0,2,1,7,24,1,Matches
Loris Karius,de GER,GK,Union Berlin,27-236,1993,0.2,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
Noah Katterbach,de GER,DF,Köln,19-306,2001,6.4,13,8,7,4,2,2,11,18.2,9,82,26,31.7,36,40,6,7,1,0,6,4,17,14,0,Matches
Yannik Keitel,de GER,MF,Freiburg,20-364,2000,0.8,2,1,1,1,0,0,1,0.0,1,17,7,41.2,7,6,4,4,0,0,4,3,5,7,0,Matches
Marc-Oliver Kempf,de GER,DF,Stuttgart,26-016,1995,18.7,38,24,30,5,3,14,26,53.8,12,157,56,35.7,94,50,13,42,19,0,23,30,68,63,0,Matches
Rani Khedira,de GER,MF,Augsburg,27-017,1994,11.3,24,14,12,10,2,6,14,42.9,8,172,57,33.1,55,89,28,15,4,0,11,11,35,25,0,Matches
Sami Khedira,de GER,MF,Hertha BSC,33-315,1987,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,1,1,0,0,Matches
Luca Kilian,de GER,DF,Mainz 05,21-165,1999,4.2,14,4,10,3,1,2,10,20.0,8,38,17,44.7,22,15,1,6,2,0,4,1,15,15,1,Matches
Joshua Kimmich,de GER,MF,Bayern Munich,26-005,1995,12.2,23,17,9,13,1,8,24,33.3,16,190,68,35.8,59,98,33,17,3,0,14,12,35,11,0,Matches
Davy Klaassen,nl NED,MF,Werder Bremen,27-358,1993,2.5,3,2,1,1,1,0,2,0.0,2,59,20,33.9,9,35,15,9,1,0,8,2,5,0,0,Matches
Felix Klaus,de GER,"DF,MF",Wolfsburg,28-153,1992,1.5,9,8,3,5,1,3,5,60.0,2,35,16,45.7,12,14,9,5,0,0,5,0,9,6,0,Matches
Klauss,br BRA,FW,Hoffenheim,23-349,1997,0.6,0,0,0,0,0,0,1,0.0,1,11,4,36.4,0,3,8,0,0,0,0,0,0,0,0,Matches
Philipp Klement,de GER,"MF,FW",Stuttgart,28-157,1992,2.7,7,4,4,1,2,2,8,25.0,6,63,15,23.8,23,24,16,5,0,0,5,3,10,4,0,Matches
Mateo Klimowicz,ar ARG,"FW,MF",Stuttgart,20-222,2000,9.4,15,9,4,7,4,2,10,20.0,8,162,48,29.6,25,61,76,7,0,0,7,2,17,2,0,Matches
Fabian Klos,de GER,FW,Arminia,33-073,1987,18.1,15,8,3,8,4,1,13,7.7,12,265,79,29.8,26,123,116,11,3,0,8,5,20,18,0,Matches
Lukas Klostermann,de GER,DF,RB Leipzig,24-256,1996,6.7,10,6,4,4,2,4,6,66.7,2,55,20,36.4,24,28,3,14,5,0,9,9,19,24,0,Matches
Justin Kluivert,nl NED,FW,RB Leipzig,21-284,1999,3.8,3,2,0,2,1,0,4,0.0,4,47,10,21.3,7,24,16,6,0,0,6,0,3,5,0,Matches
Lukas Klünter,de GER,DF,Hertha BSC,24-263,1996,1.0,3,2,3,0,0,1,2,50.0,1,10,4,40.0,7,3,0,1,0,0,1,1,4,3,0,Matches
Robin Knoche,de GER,DF,Union Berlin,28-267,1992,20.0,35,24,23,11,1,13,26,50.0,13,199,76,38.2,130,58,11,35,15,1,20,32,67,99,0,Matches
Gregor Kobel,ch SUI,GK,Stuttgart,23-069,1997,20.0,0,0,0,0,0,0,0,,0,1,1,100.0,1,0,0,0,0,0,0,0,0,1,1,Matches
Dominik Kohr,de GER,"MF,FW",Eint Frankfurt,27-013,1994,2.9,17,11,2,10,5,3,6,50.0,3,74,28,37.8,15,44,15,7,1,0,6,5,22,9,0,Matches
Dominik Kohr,de GER,MF,Mainz 05,27-013,1994,3.2,12,8,2,7,3,3,9,33.3,6,75,20,26.7,19,37,19,6,2,0,4,5,17,8,0,Matches
Sead Kolašinac,ba BIH,DF,Schalke 04,27-238,1993,4.8,3,2,1,2,0,3,4,75.0,1,31,9,29.0,17,10,4,2,0,0,2,14,17,9,0,Matches
Ibrahima Konaté,fr FRA,DF,RB Leipzig,21-264,1999,4.5,6,2,4,2,0,2,7,28.6,5,33,7,21.2,16,17,0,5,1,0,4,2,8,28,0,Matches
Filip Kostić,rs SRB,DF,Eint Frankfurt,28-104,1992,14.2,27,14,15,9,3,10,23,43.5,13,206,68,33.0,73,74,59,33,3,0,30,19,46,18,1,Matches
Nianzou Kouassi,fr FRA,DF,Bayern Munich,18-251,2002,0.2,1,0,1,0,0,0,0,,0,2,1,50.0,2,0,0,0,0,0,0,0,1,0,0,Matches
Andrej Kramarić,hr CRO,"FW,MF",Hoffenheim,29-239,1991,15.7,4,2,3,0,1,3,6,50.0,3,100,43,43.0,12,35,53,15,3,0,12,9,13,6,1,Matches
Christoph Kramer,de GER,MF,M'Gladbach,29-360,1991,15.8,39,24,16,18,5,15,44,34.1,29,254,85,33.5,91,135,28,37,10,0,27,22,61,39,0,Matches
Max Kruse,de GER,"MF,FW",Union Berlin,32-331,1988,8.0,3,1,2,0,1,1,5,20.0,4,59,20,33.9,8,33,18,6,0,0,6,2,5,2,0,Matches
Lukas Kübler,de GER,DF,Freiburg,28-167,1992,5.0,13,9,10,1,2,6,11,54.5,5,74,21,28.4,42,23,9,9,1,0,8,7,20,18,0,Matches
Pierre Kunde,cm CMR,MF,Mainz 05,25-202,1995,5.7,12,6,3,8,1,1,8,12.5,7,77,21,27.3,21,44,12,6,1,0,5,7,19,12,0,Matches
Fabian Kunze,de GER,MF,Arminia,22-244,1998,8.2,22,15,11,11,0,7,21,33.3,14,138,27,19.6,55,75,8,19,2,0,17,6,28,21,0,Matches
Ahmed Kutucu,tr TUR,"FW,MF",Schalke 04,20-349,2000,1.2,1,0,0,0,1,1,1,100.0,0,29,7,24.1,4,11,14,1,0,0,1,0,1,0,0,Matches
Maxence Lacroix,fr FRA,DF,Wolfsburg,20-313,2000,17.1,32,21,22,10,0,12,29,41.4,17,194,75,38.7,111,80,3,44,16,0,28,37,69,92,0,Matches
Stefan Lainer,at AUT,DF,M'Gladbach,28-170,1992,17.9,31,19,13,13,5,13,34,38.2,21,251,78,31.1,87,122,42,52,7,0,45,18,49,55,1,Matches
Michael Langer,at AUT,GK,Schalke 04,36-038,1985,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
Danny Latza,de GER,MF,Mainz 05,31-068,1989,13.9,29,20,11,10,8,12,49,24.5,37,288,94,32.6,82,154,52,36,5,0,31,18,47,23,0,Matches
Valentino Lazaro,at AUT,"DF,FW",M'Gladbach,24-326,1996,4.2,7,2,4,2,1,5,9,55.6,4,59,21,35.6,25,23,11,7,0,0,7,3,10,8,0,Matches
Mathew Leckie,au AUS,"FW,MF",Hertha BSC,30-009,1991,2.2,5,4,2,2,1,0,4,0.0,4,57,18,31.6,10,29,18,5,0,0,5,5,10,4,0,Matches
Christopher Lenz,de GER,DF,Union Berlin,26-144,1994,17.5,59,31,35,24,0,20,45,44.4,25,283,88,31.1,135,108,40,44,7,0,37,21,80,38,0,Matches
Robert Lewandowski,pl POL,FW,Bayern Munich,32-176,1988,17.7,13,8,2,8,3,3,8,37.5,5,202,68,33.7,10,59,133,6,1,0,5,5,18,6,0,Matches
Philipp Lienhart,at AUT,DF,Freiburg,24-217,1996,20.0,18,11,14,3,1,4,16,25.0,12,122,41,33.6,65,52,5,32,11,0,21,19,37,69,1,Matches
Dimitris Limnios,gr GRE,"MF,FW",Köln,22-262,1998,3.7,8,5,5,2,1,3,6,50.0,3,64,18,28.1,19,32,13,5,0,0,5,1,9,1,0,Matches
Eduard Löwen,de GER,"MF,DF",Hertha BSC,24-016,1997,0.4,3,2,1,1,1,0,1,0.0,1,12,3,25.0,3,5,4,0,0,0,0,0,3,1,0,Matches
Jan Luca Schuler,de GER,FW,Schalke 04,21-328,1999,0.1,0,0,0,0,0,0,0,,0,2,1,50.0,0,0,2,1,0,0,1,0,0,0,0,Matches
Anderson Lucoqui,ao ANG,DF,Arminia,23-222,1997,9.1,29,12,21,7,1,16,29,55.2,13,128,34,26.6,75,40,13,37,4,0,33,6,35,33,1,Matches
Kilian Ludewig,de GER,DF,Schalke 04,20-345,2000,5.8,14,5,9,3,2,6,31,19.4,25,141,43,30.5,72,57,12,12,1,0,11,4,18,11,0,Matches
Dodi Lukebakio,be BEL,"FW,MF",Hertha BSC,23-142,1997,15.3,20,11,14,4,2,3,9,33.3,6,202,47,23.3,54,83,65,15,1,0,14,7,27,7,0,Matches
Andreas Luthe,de GER,GK,Union Berlin,33-340,1987,19.8,0,0,0,0,0,0,0,,0,2,1,50.0,2,0,0,0,0,0,0,0,0,1,1,Matches
Tim Maciejewski,de GER,MF,Union Berlin,19-345,2001,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
Arne Maier,de GER,MF,Arminia,22-036,1999,1.2,3,2,0,2,1,0,0,,0,17,8,47.1,2,8,7,0,0,0,0,0,3,2,0,Matches
Arne Maier,de GER,MF,Hertha BSC,22-036,1999,0.3,1,0,0,1,0,0,0,,0,3,1,33.3,0,3,0,0,0,0,0,0,1,0,0,Matches
Yunus Mallı,tr TUR,MF,Wolfsburg,28-355,1992,0.6,0,0,0,0,0,0,0,,0,3,0,0.0,0,1,2,0,0,0,0,0,0,0,0,Matches
Orel Mangala,be BEL,MF,Stuttgart,22-332,1998,19.0,28,18,11,13,4,11,20,55.0,9,174,61,35.1,45,95,34,38,10,0,28,20,48,23,0,Matches
Omar Marmoush,eg EGY,FW,Wolfsburg,22-006,1999,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
Aarón Martín,es ESP,DF,Mainz 05,23-297,1997,2.9,2,2,2,0,0,1,4,25.0,3,26,9,34.6,6,17,3,2,0,0,2,3,5,1,0,Matches
Javi Martínez,es ESP,"MF,DF",Bayern Munich,32-164,1988,3.1,6,4,4,1,1,4,5,80.0,1,37,12,32.4,11,19,7,8,2,0,6,5,11,14,0,Matches
Omar Mascarell,es ESP,MF,Schalke 04,28-011,1993,13.3,30,16,11,16,3,9,27,33.3,18,232,78,33.6,83,127,22,33,10,0,23,20,50,20,1,Matches
Roberto Massimo,de GER,"DF,FW",Stuttgart,20-124,2000,3.8,10,8,5,4,1,6,12,50.0,6,73,23,31.5,28,26,19,10,2,0,8,4,14,3,0,Matches
Jean-Philippe Mateta,fr FRA,FW,Mainz 05,23-230,1997,11.1,5,5,2,1,2,0,3,0.0,3,107,32,29.9,8,50,49,7,1,0,6,1,6,7,0,Matches
Rabbi Matondo,wal WAL,"FW,MF",Schalke 04,20-157,2000,2.4,4,3,2,2,0,2,4,50.0,2,63,17,27.0,18,24,21,5,1,0,4,2,6,0,0,Matches
Konstantinos Mavropanos,gr GRE,DF,Stuttgart,23-064,1997,6.0,19,13,15,4,0,10,19,52.6,9,54,17,31.5,32,19,3,15,3,0,12,20,39,35,0,Matches
Eric Maxim Choupo-Moting,cm CMR,"FW,MF",Bayern Munich,31-327,1989,1.8,0,0,0,0,0,0,1,0.0,1,25,6,24.0,2,10,13,1,0,0,1,0,0,4,0,Matches
Kevin Mbabu,ch SUI,DF,Wolfsburg,25-300,1995,6.8,10,5,5,4,1,4,14,28.6,10,77,17,22.1,35,26,16,18,4,0,14,7,17,27,0,Matches
Jean-Manuel Mbom,de GER,"MF,DF",Werder Bremen,20-355,2000,11.5,22,13,15,5,2,11,31,35.5,20,229,62,27.1,97,95,37,25,5,0,20,11,33,26,0,Matches
Nathan de Medina,be BEL,DF,Arminia,23-128,1997,4.7,16,12,8,6,2,6,9,66.7,3,89,34,38.2,51,31,7,16,0,0,16,5,21,18,0,Matches
Joshua Mees,de GER,FW,Union Berlin,24-304,1996,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
Admir Mehmedi,ch SUI,"MF,FW",Wolfsburg,29-334,1991,6.5,12,7,3,4,5,4,10,40.0,6,134,49,36.6,22,65,47,5,1,0,4,4,16,3,0,Matches
Hamza Mendyl,ma MAR,FW,Schalke 04,23-115,1997,1.1,4,1,3,0,1,2,4,50.0,2,33,7,21.2,9,16,8,1,0,0,1,1,5,1,0,Matches
Jorge Meré,es ESP,DF,Köln,23-302,1997,6.6,12,8,10,2,0,2,5,40.0,3,57,21,36.8,35,17,5,8,6,0,2,9,21,38,0,Matches
Thomas Meunier,be BEL,DF,Dortmund,29-154,1991,12.9,29,19,16,7,6,14,26,53.8,12,131,51,38.9,54,46,31,21,5,0,16,11,40,23,1,Matches
Max Meyer,de GER,MF,Köln,25-148,1995,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,Matches
Maximilian Mittelstädt,de GER,"DF,MF",Hertha BSC,23-332,1997,11.9,49,23,31,15,3,19,43,44.2,24,197,58,29.4,104,73,20,37,4,0,33,25,74,44,0,Matches
Anthony Modeste,fr FRA,"FW,MF",Köln,32-305,1988,2.5,1,0,0,1,0,0,2,0.0,2,32,9,28.1,0,17,15,0,0,0,0,0,1,2,0,Matches
Kevin Möhwald,de GER,MF,Werder Bremen,27-225,1993,8.2,9,8,7,2,0,1,13,7.7,12,109,26,23.9,54,47,8,12,2,0,10,19,28,7,0,Matches
Niklas Moisander,fi FIN,DF,Werder Bremen,35-137,1985,5.1,8,4,7,1,0,3,7,42.9,4,52,16,30.8,25,27,0,8,2,0,6,4,12,31,0,Matches
Alkhaly Momo Cissé,gn GUI,DF,Stuttgart,18-119,2002,0.1,1,1,1,0,0,0,0,,0,1,0,0.0,0,0,1,0,0,0,0,0,1,0,0,Matches
Mateu Morey,es ESP,DF,Dortmund,20-348,2000,5.0,3,2,0,2,1,2,6,33.3,4,55,16,29.1,19,27,9,6,0,0,6,7,10,4,0,Matches
Youssoufa Moukoko,de GER,"FW,MF",Dortmund,16-085,2004,3.7,1,0,0,0,1,1,1,100.0,0,48,20,41.7,3,14,31,5,0,0,5,0,1,1,0,Matches
Nordi Mukiele,fr FRA,DF,RB Leipzig,23-104,1997,12.2,34,14,14,16,4,17,35,48.6,18,185,56,30.3,50,92,43,24,1,0,23,14,48,27,1,Matches
