player,nationality,position,squad,age,birth_year,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,matches
Erling Håland,no NOR,FW,Dortmund,20-207,2000,14.1,2,0,0,10,9,8,7,3,3,0,0,0,42,16,17,48.5,Matches
Marcel Halstenberg,de GER,DF,RB Leipzig,29-139,1991,11.6,2,0,0,13,7,1,10,9,18,0,0,0,132,35,17,67.3,Matches
Amine Harit,ma MAR,"MF,FW",Schalke 04,23-240,1997,11.6,2,0,0,16,40,4,13,10,9,0,0,0,68,4,15,21.1,Matches
Marcel Hartel,de GER,MF,Arminia,25-025,1996,17.7,1,0,0,6,16,4,29,15,21,0,0,0,174,13,18,41.9,Matches
Makoto Hasebe,jp JPN,"DF,MF",Eint Frankfurt,37-026,1984,15.0,4,0,0,11,20,0,1,16,25,0,0,0,172,25,22,53.2,Matches
Thorgan Hazard,be BEL,"FW,DF",Dortmund,27-321,1993,1.8,0,0,0,4,3,1,0,1,1,0,0,0,24,0,6,0.0,Matches
Jonas Hector,de GER,MF,Köln,30-262,1990,5.7,2,0,0,6,7,1,3,6,6,0,0,0,56,14,14,50.0,Matches
Hwang Hee-chan,kr KOR,"FW,MF",RB Leipzig,25-018,1996,1.7,1,0,0,3,6,0,3,1,2,0,0,0,14,2,6,25.0,Matches
Dominique Heintz,de GER,DF,Freiburg,27-182,1993,8.3,1,0,0,7,3,0,2,7,9,0,0,0,82,16,8,66.7,Matches
Benjamin Henrichs,de GER,"MF,DF",RB Leipzig,23-356,1997,3.9,1,0,0,3,10,0,5,4,8,0,0,0,38,2,3,40.0,Matches
Lucas Hernández,fr FRA,DF,Bayern Munich,24-365,1996,9.8,1,0,0,10,22,0,38,6,13,1,0,0,98,26,12,68.4,Matches
Patrick Herrmann,de GER,FW,M'Gladbach,30-001,1991,8.9,3,0,0,13,12,6,22,8,9,0,0,0,67,2,11,15.4,Matches
Martin Hinteregger,at AUT,DF,Eint Frankfurt,28-159,1992,19.6,2,0,0,26,26,0,4,19,28,2,1,1,263,96,32,75.0,Matches
Marwin Hitz,ch SUI,GK,Dortmund,33-148,1987,4.0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,,Matches
Nicolas Höfler,de GER,MF,Freiburg,30-341,1990,18.3,5,0,0,43,18,0,7,27,30,1,2,0,223,42,22,65.6,Matches
Jonas Hofmann,de GER,"FW,MF",M'Gladbach,28-214,1992,12.2,1,0,0,13,12,8,21,10,14,0,0,0,83,6,9,40.0,Matches
Marco Höger,de GER,DF,Köln,31-150,1989,0.6,0,0,0,0,1,0,2,1,3,0,0,0,8,2,4,33.3,Matches
Lucas Höler,de GER,"FW,MF",Freiburg,26-218,1994,13.8,3,0,0,19,43,8,12,10,9,1,0,0,88,41,48,46.1,Matches
Matthew Hoppe,us USA,FW,Schalke 04,19-337,2001,7.6,2,0,0,14,7,2,1,4,3,0,0,0,30,19,44,30.2,Matches
Jannes Horn,de GER,DF,Köln,24-007,1997,12.7,4,0,0,10,13,0,22,7,12,0,0,0,115,15,14,51.7,Matches
Timo Horn,de GER,GK,Köln,27-277,1993,19.4,0,0,0,0,1,0,0,1,0,0,0,0,119,0,0,,Matches
Lukáš Hrádecký,fi FIN,GK,Leverkusen,31-081,1989,20.0,1,0,0,1,4,0,0,0,0,0,1,1,107,1,0,100.0,Matches
Ajdin Hrustic,au AUS,"MF,FW",Eint Frankfurt,24-223,1996,0.9,0,0,0,2,1,0,2,1,0,0,0,0,10,1,0,100.0,Matches
Florian Hübner,de GER,DF,Union Berlin,29-349,1991,4.8,2,0,0,8,6,0,0,5,4,0,0,0,54,19,11,63.3,Matches
Mats Hummels,de GER,DF,Dortmund,32-059,1988,19.9,3,0,0,15,11,3,2,35,23,0,0,0,319,81,28,74.3,Matches
Klaas-Jan Huntelaar,nl NED,FW,Schalke 04,37-185,1983,0.1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0,Matches
Iago,br BRA,DF,Augsburg,23-327,1997,13.4,2,0,0,11,8,1,25,13,15,0,1,0,113,15,21,41.7,Matches
Vedad Ibišević,ba BIH,FW,Schalke 04,36-191,1984,1.7,1,0,0,3,0,3,0,0,0,0,0,0,1,6,7,46.2,Matches
Stefan Ilsanker,at AUT,MF,Eint Frankfurt,31-271,1989,9.2,3,0,0,21,10,0,2,9,16,0,1,0,143,19,14,57.6,Matches
Marcus Ingvartsen,dk DEN,"MF,FW",Union Berlin,25-040,1996,12.8,3,0,0,24,16,3,13,16,6,1,1,0,94,31,39,44.3,Matches
Ismail Jakobs,de GER,"DF,MF",Köln,21-180,1999,12.2,3,0,0,15,8,3,40,9,7,0,0,0,95,10,7,58.8,Matches
Tony Jantschke,de GER,DF,M'Gladbach,30-312,1990,2.8,1,0,0,3,2,0,0,4,7,0,0,0,35,4,1,80.0,Matches
Rune Jarstein,no NOR,GK,Hertha BSC,36-137,1984,2.0,0,0,0,1,0,0,0,0,0,0,1,0,11,0,0,,Matches
Tin Jedvaj,hr CRO,DF,Leverkusen,25-077,1995,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Fredrik Jensen,fi FIN,"FW,MF",Augsburg,23-157,1997,2.9,0,0,0,5,0,1,2,3,0,0,0,0,21,3,11,21.4,Matches
Marco John,de GER,DF,Hoffenheim,18-317,2002,6.0,1,0,0,3,10,0,11,9,5,0,1,0,51,6,15,28.6,Matches
Luka Jović,rs SRB,"FW,MF",Eint Frankfurt,23-052,1997,1.4,1,0,0,2,4,1,0,0,0,0,0,0,4,6,2,75.0,Matches
Ozan Kabak,tr TUR,DF,Schalke 04,20-325,2000,13.8,6,1,1,21,7,1,0,16,11,0,3,0,131,60,19,75.9,Matches
Pavel Kadeřábek,cz CZE,DF,Hoffenheim,28-294,1992,4.0,1,0,0,8,3,1,10,1,7,0,0,0,26,8,14,36.4,Matches
Sasa Kalajdzic,at AUT,FW,Stuttgart,23-221,1997,10.5,1,0,0,10,16,0,4,1,3,1,0,0,31,55,43,56.1,Matches
Daichi Kamada,jp JPN,"MF,FW",Eint Frankfurt,24-192,1996,15.1,2,0,0,26,20,5,31,16,16,1,0,0,114,14,18,43.8,Matches
Marcin Kamiński,pl POL,DF,Stuttgart,29-029,1992,1.4,0,0,0,0,0,0,0,1,0,0,0,0,22,9,2,81.8,Matches
Kevin Kampl,si SVN,MF,RB Leipzig,30-127,1990,14.2,4,0,0,28,14,1,1,22,26,0,0,0,165,15,11,57.7,Matches
Atakan Karazor,de GER,DF,Stuttgart,24-123,1996,4.3,1,0,0,8,3,0,0,1,4,0,1,0,60,8,10,44.4,Matches
Loris Karius,de GER,GK,Union Berlin,27-236,1993,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Noah Katterbach,de GER,DF,Köln,19-306,2001,6.4,0,0,0,5,7,0,14,4,8,0,0,0,63,9,17,34.6,Matches
Yannik Keitel,de GER,MF,Freiburg,20-364,2000,0.8,1,0,0,4,1,0,0,3,1,0,0,0,8,4,2,66.7,Matches
Marc-Oliver Kempf,de GER,DF,Stuttgart,26-016,1995,18.7,2,0,0,18,21,0,7,30,24,0,0,1,221,54,28,65.9,Matches
Rani Khedira,de GER,MF,Augsburg,27-017,1994,11.3,4,0,0,14,11,0,7,11,14,0,1,0,105,13,18,41.9,Matches
Sami Khedira,de GER,MF,Hertha BSC,33-315,1987,0.1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,50.0,Matches
Luca Kilian,de GER,DF,Mainz 05,21-165,1999,4.2,1,0,0,5,3,0,0,1,4,0,0,0,47,13,5,72.2,Matches
Joshua Kimmich,de GER,MF,Bayern Munich,26-005,1995,12.2,3,0,0,8,25,0,21,12,17,0,0,0,141,5,9,35.7,Matches
Davy Klaassen,nl NED,MF,Werder Bremen,27-358,1993,2.5,1,0,0,6,4,0,1,2,2,0,0,0,30,2,4,33.3,Matches
Felix Klaus,de GER,"DF,MF",Wolfsburg,28-153,1992,1.5,0,0,0,2,0,0,1,0,8,0,0,0,11,5,5,50.0,Matches
Klauss,br BRA,FW,Hoffenheim,23-349,1997,0.6,0,0,0,3,1,0,0,0,0,0,0,0,4,2,4,33.3,Matches
Philipp Klement,de GER,"MF,FW",Stuttgart,28-157,1992,2.7,0,0,0,4,1,0,7,3,4,0,0,0,30,2,3,40.0,Matches
Mateo Klimowicz,ar ARG,"FW,MF",Stuttgart,20-222,2000,9.4,1,0,0,11,11,0,3,2,9,2,0,0,51,3,5,37.5,Matches
Fabian Klos,de GER,FW,Arminia,33-073,1987,18.1,2,0,0,35,30,10,16,5,8,0,0,0,72,125,111,53.0,Matches
Lukas Klostermann,de GER,DF,RB Leipzig,24-256,1996,6.7,2,0,0,2,5,0,3,9,6,0,0,0,80,10,4,71.4,Matches
Justin Kluivert,nl NED,FW,RB Leipzig,21-284,1999,3.8,1,0,0,9,4,2,12,0,2,0,0,0,22,3,7,30.0,Matches
Lukas Klünter,de GER,DF,Hertha BSC,24-263,1996,1.0,0,0,0,0,2,0,1,1,2,0,0,0,11,0,0,,Matches
Robin Knoche,de GER,DF,Union Berlin,28-267,1992,20.0,3,0,0,24,7,2,0,32,24,0,0,0,302,55,53,50.9,Matches
Gregor Kobel,ch SUI,GK,Stuttgart,23-069,1997,20.0,0,0,0,0,3,0,0,0,0,0,0,0,133,0,0,,Matches
Dominik Kohr,de GER,"MF,FW",Eint Frankfurt,27-013,1994,2.9,1,0,0,9,5,0,4,5,11,0,0,0,39,6,7,46.2,Matches
Dominik Kohr,de GER,MF,Mainz 05,27-013,1994,3.2,2,0,0,10,4,0,1,5,8,0,0,0,41,4,7,36.4,Matches
Sead Kolašinac,ba BIH,DF,Schalke 04,27-238,1993,4.8,1,0,0,3,2,1,4,14,2,0,0,0,37,2,7,22.2,Matches
Ibrahima Konaté,fr FRA,DF,RB Leipzig,21-264,1999,4.5,0,0,0,6,8,0,0,2,2,0,1,0,42,19,4,82.6,Matches
Filip Kostić,rs SRB,DF,Eint Frankfurt,28-104,1992,14.2,1,0,0,14,11,2,93,19,14,0,0,0,121,15,12,55.6,Matches
Nianzou Kouassi,fr FRA,DF,Bayern Munich,18-251,2002,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Andrej Kramarić,hr CRO,"FW,MF",Hoffenheim,29-239,1991,15.7,2,0,0,4,31,9,33,9,2,0,0,0,89,4,14,22.2,Matches
Christoph Kramer,de GER,MF,M'Gladbach,29-360,1991,15.8,2,0,0,18,13,0,1,22,24,0,0,0,200,21,19,52.5,Matches
Max Kruse,de GER,"MF,FW",Union Berlin,32-331,1988,8.0,0,0,0,4,5,2,9,2,1,0,0,0,41,8,20,28.6,Matches
Lukas Kübler,de GER,DF,Freiburg,28-167,1992,5.0,2,0,0,9,5,0,10,7,9,0,0,0,55,13,6,68.4,Matches
Pierre Kunde,cm CMR,MF,Mainz 05,25-202,1995,5.7,1,0,0,10,9,1,3,7,6,0,0,0,74,1,3,25.0,Matches
Fabian Kunze,de GER,MF,Arminia,22-244,1998,8.2,3,0,0,18,10,0,2,6,15,0,0,0,120,26,8,76.5,Matches
Ahmed Kutucu,tr TUR,"FW,MF",Schalke 04,20-349,2000,1.2,1,0,0,2,1,0,2,0,0,0,0,0,4,5,6,45.5,Matches
Maxence Lacroix,fr FRA,DF,Wolfsburg,20-313,2000,17.1,4,0,0,15,17,1,5,37,21,0,0,0,220,45,41,52.3,Matches
Stefan Lainer,at AUT,DF,M'Gladbach,28-170,1992,17.9,2,0,0,16,15,1,50,18,19,1,2,0,139,26,23,53.1,Matches
Michael Langer,at AUT,GK,Schalke 04,36-038,1985,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Matches
Danny Latza,de GER,MF,Mainz 05,31-068,1989,13.9,6,0,0,23,19,1,15,18,20,0,0,0,148,20,26,43.5,Matches
Valentino Lazaro,at AUT,"DF,FW",M'Gladbach,24-326,1996,4.2,2,0,0,4,4,0,11,3,2,0,0,0,44,6,6,50.0,Matches
Mathew Leckie,au AUS,"FW,MF",Hertha BSC,30-009,1991,2.2,0,0,0,8,2,0,4,5,4,0,0,0,23,8,9,47.1,Matches
Christopher Lenz,de GER,DF,Union Berlin,26-144,1994,17.5,2,0,0,19,16,1,41,21,31,0,0,0,185,27,26,50.9,Matches
Robert Lewandowski,pl POL,FW,Bayern Munich,32-176,1988,17.7,2,0,0,29,18,14,14,5,8,2,0,0,77,39,35,52.7,Matches
Philipp Lienhart,at AUT,DF,Freiburg,24-217,1996,20.0,2,0,0,9,27,2,1,19,11,0,0,0,179,34,32,51.5,Matches
Dimitris Limnios,gr GRE,"MF,FW",Köln,22-262,1998,3.7,0,0,0,5,11,1,8,1,5,0,0,0,26,2,6,25.0,Matches
Eduard Löwen,de GER,"MF,DF",Hertha BSC,24-016,1997,0.4,0,0,0,1,0,0,3,0,2,0,0,0,6,0,0,,Matches
Jan Luca Schuler,de GER,FW,Schalke 04,21-328,1999,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,50.0,Matches
Anderson Lucoqui,ao ANG,DF,Arminia,23-222,1997,9.1,2,0,0,12,21,0,4,6,12,0,0,0,112,12,18,40.0,Matches
Kilian Ludewig,de GER,DF,Schalke 04,20-345,2000,5.8,1,0,0,7,3,2,7,4,5,0,0,0,48,5,7,41.7,Matches
Dodi Lukebakio,be BEL,"FW,MF",Hertha BSC,23-142,1997,15.3,1,0,0,21,24,13,19,7,11,0,0,0,87,17,24,41.5,Matches
Andreas Luthe,de GER,GK,Union Berlin,33-340,1987,19.8,1,0,0,0,3,0,0,0,0,0,0,0,91,0,0,,Matches
Tim Maciejewski,de GER,MF,Union Berlin,19-345,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Arne Maier,de GER,MF,Arminia,22-036,1999,1.2,0,0,0,1,3,1,2,0,2,0,0,0,9,1,1,50.0,Matches
Arne Maier,de GER,MF,Hertha BSC,22-036,1999,0.3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0.0,Matches
Yunus Mallı,tr TUR,MF,Wolfsburg,28-355,1992,0.6,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0.0,Matches
Orel Mangala,be BEL,MF,Stuttgart,22-332,1998,19.0,3,0,0,24,22,0,9,20,18,0,0,0,188,7,7,50.0,Matches
Omar Marmoush,eg EGY,FW,Wolfsburg,22-006,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Aarón Martín,es ESP,DF,Mainz 05,23-297,1997,2.9,0,0,0,4,0,0,13,3,2,0,0,0,17,0,2,0.0,Matches
Javi Martínez,es ESP,"MF,DF",Bayern Munich,32-164,1988,3.1,0,0,0,1,3,0,0,5,4,0,0,0,36,11,2,84.6,Matches
Omar Mascarell,es ESP,MF,Schalke 04,28-011,1993,13.3,4,0,0,20,12,0,3,20,16,0,0,0,159,24,17,58.5,Matches
Roberto Massimo,de GER,"DF,FW",Stuttgart,20-124,2000,3.8,1,0,0,3,4,3,2,4,8,0,0,0,42,7,4,63.6,Matches
Jean-Philippe Mateta,fr FRA,FW,Mainz 05,23-230,1997,11.1,2,0,0,8,8,13,4,1,5,1,0,0,51,23,32,41.8,Matches
Rabbi Matondo,wal WAL,"FW,MF",Schalke 04,20-157,2000,2.4,0,0,0,2,1,1,1,2,3,0,0,0,11,1,2,33.3,Matches
Konstantinos Mavropanos,gr GRE,DF,Stuttgart,23-064,1997,6.0,3,0,0,9,6,1,3,20,13,0,0,0,74,20,10,66.7,Matches
Eric Maxim Choupo-Moting,cm CMR,"FW,MF",Bayern Munich,31-327,1989,1.8,2,0,0,2,1,4,0,0,0,0,0,0,7,4,4,50.0,Matches
Kevin Mbabu,ch SUI,DF,Wolfsburg,25-300,1995,6.8,1,0,0,16,8,1,18,7,5,0,0,0,81,11,12,47.8,Matches
Jean-Manuel Mbom,de GER,"MF,DF",Werder Bremen,20-355,2000,11.5,7,0,0,27,17,2,12,11,13,0,1,0,73,30,23,56.6,Matches
Nathan de Medina,be BEL,DF,Arminia,23-128,1997,4.7,3,0,0,6,4,0,5,5,12,0,0,0,52,3,10,23.1,Matches
Joshua Mees,de GER,FW,Union Berlin,24-304,1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,100.0,Matches
Admir Mehmedi,ch SUI,"MF,FW",Wolfsburg,29-334,1991,6.5,0,0,0,13,9,7,16,4,7,0,0,0,45,4,15,21.1,Matches
Hamza Mendyl,ma MAR,FW,Schalke 04,23-115,1997,1.1,1,0,0,2,0,0,2,1,1,0,0,0,5,2,5,28.6,Matches
Jorge Meré,es ESP,DF,Köln,23-302,1997,6.6,1,0,0,3,1,0,0,9,8,0,0,0,57,18,16,52.9,Matches
Thomas Meunier,be BEL,DF,Dortmund,29-154,1991,12.9,1,0,0,14,5,3,41,11,19,1,0,0,130,13,14,48.1,Matches
Max Meyer,de GER,MF,Köln,25-148,1995,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Maximilian Mittelstädt,de GER,"DF,MF",Hertha BSC,23-332,1997,11.9,2,0,0,18,13,1,34,25,23,0,2,0,131,11,12,47.8,Matches
Anthony Modeste,fr FRA,"FW,MF",Köln,32-305,1988,2.5,1,0,0,1,6,3,0,0,0,0,1,0,13,16,12,57.1,Matches
Kevin Möhwald,de GER,MF,Werder Bremen,27-225,1993,8.2,2,1,1,12,18,0,11,19,8,0,0,0,76,9,1,90.0,Matches
Niklas Moisander,fi FIN,DF,Werder Bremen,35-137,1985,5.1,0,0,0,6,4,0,0,4,4,0,0,1,66,8,5,61.5,Matches
Alkhaly Momo Cissé,gn GUI,DF,Stuttgart,18-119,2002,0.1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0.0,Matches
Mateu Morey,es ESP,DF,Dortmund,20-348,2000,5.0,1,0,0,4,4,1,14,7,2,0,0,0,47,4,5,44.4,Matches
Youssoufa Moukoko,de GER,"FW,MF",Dortmund,16-085,2004,3.7,0,0,0,7,5,4,2,0,0,0,0,0,16,2,4,33.3,Matches
Nordi Mukiele,fr FRA,DF,RB Leipzig,23-104,1997,12.2,3,0,0,27,18,1,24,14,14,1,0,0,125,45,23,66.2,Matches
Florian Müller,de GER,GK,Freiburg,23-092,1997,20.0,0,0,0,1,3,0,0,1,0,0,0,0,100,0,0,,Matches
Sebastian Müller,de GER,"MF,DF",Arminia,20-021,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Thomas Müller,de GER,MF,Bayern Munich,31-153,1989,19.4,0,0,0,16,15,9,74,7,21,0,0,0,123,35,48,42.2,Matches
Petar Musa,hr CRO,FW,Union Berlin,22-346,1998,0.2,0,0,0,2,0,0,0,0,0,0,0,0,2,3,3,50.0,Matches
Jamal Musiala,eng ENG,"MF,FW",Bayern Munich,17-353,2003,4.6,0,0,0,5,11,1,5,9,7,0,0,0,55,3,8,27.3,Matches
Shkodran Mustafi,de GER,DF,Schalke 04,28-302,1992,1.0,0,0,0,1,0,0,0,6,1,0,0,0,2,2,2,50.0,Matches
Phillipp Mwene,at AUT,DF,Mainz 05,27-015,1994,6.5,1,0,0,5,3,1,11,9,11,0,0,0,41,3,5,37.5,Matches
Obite N'Dicka,fr FRA,DF,Eint Frankfurt,21-177,1999,11.0,4,0,0,15,16,0,2,25,11,0,0,0,117,31,14,68.9,Matches
Matija Nastasić,rs SRB,DF,Schalke 04,27-322,1993,13.6,2,0,0,16,5,0,0,15,6,0,2,0,96,30,17,63.8,Matches
Paul Nebel,de GER,MF,Mainz 05,18-126,2002,0.6,0,0,0,2,1,0,0,1,0,0,0,0,4,0,0,,Matches
Luca Netz,de GER,DF,Hertha BSC,17-274,2003,2.2,0,0,0,2,1,0,7,2,5,0,0,0,20,3,2,60.0,Matches
Manuel Neuer,de GER,GK,Bayern Munich,34-323,1986,20.0,1,0,0,1,2,0,0,0,0,0,1,0,137,0,0,,Matches
Florian Neuhaus,de GER,MF,M'Gladbach,23-334,1997,16.1,8,0,0,18,20,0,3,24,21,0,1,0,181,8,11,42.1,Matches
Jessic Ngankam,de GER,FW,Hertha BSC,20-208,2000,1.4,1,0,0,5,2,0,1,0,2,0,0,0,4,1,4,20.0,Matches
Moussa Niakhate,fr FRA,DF,Mainz 05,24-342,1996,17.8,10,1,1,36,7,0,5,19,17,0,3,0,172,25,31,44.6,Matches
Florian Niederlechner,de GER,FW,Augsburg,30-112,1990,12.9,2,1,1,15,25,16,7,2,5,0,1,0,55,15,40,27.3,Matches
Joakim Nilsson,se SWE,DF,Arminia,27-007,1994,9.0,1,0,0,6,3,0,1,8,13,0,0,1,81,41,20,67.2,Matches
Christopher Nkunku,fr FRA,"FW,MF",RB Leipzig,23-091,1997,11.4,2,0,0,24,31,7,25,8,9,1,0,0,75,17,21,44.7,Matches
Håvard Nordtveit,no NOR,DF,Hoffenheim,30-237,1990,6.8,1,0,0,4,5,0,0,4,1,0,1,0,78,26,11,70.3,Matches
Kasim Nuhu,gh GHA,DF,Hoffenheim,25-236,1995,8.0,0,0,0,9,6,0,0,6,4,0,1,1,104,21,16,56.8,Matches
Bastian Oczipka,de GER,DF,Schalke 04,32-032,1989,14.5,1,0,0,11,12,1,37,15,20,0,0,0,126,16,20,44.4,Matches
Dani Olmo,es ESP,"MF,FW",RB Leipzig,22-282,1998,16.3,1,0,0,9,28,2,15,16,14,1,0,0,158,15,20,42.9,Matches
Karim Onisiwo,at AUT,"FW,MF",Mainz 05,28-333,1992,11.1,2,0,0,21,16,7,19,3,13,1,0,0,58,36,53,40.4,Matches
Willi Orban,hu HUN,DF,RB Leipzig,28-102,1992,15.3,4,0,0,10,9,2,3,18,14,1,0,0,201,74,37,66.7,Matches
Stefan Ortega,de GER,GK,Arminia,28-099,1992,19.0,1,0,0,0,1,0,0,0,1,0,0,0,134,0,0,,Matches
Yuya Osako,jp JPN,"FW,MF",Werder Bremen,30-271,1990,6.0,3,0,0,10,9,3,5,5,4,0,0,0,29,18,15,54.5,Matches
Paulo Otávio,br BRA,DF,Wolfsburg,26-082,1994,10.4,3,0,0,15,17,0,29,26,22,0,0,0,106,17,19,47.2,Matches
Reece Oxford,eng ENG,DF,Augsburg,22-059,1998,8.7,2,0,0,9,10,0,1,17,7,0,2,0,67,26,21,55.3,Matches
Salih Özcan,de GER,MF,Köln,23-033,1998,10.9,2,0,0,20,31,3,8,13,8,0,1,0,129,21,27,43.8,Matches
Levin Öztunalı,de GER,"DF,FW",Mainz 05,24-335,1996,7.6,0,0,0,7,5,3,17,13,14,0,0,0,51,8,5,61.5,Matches
Gonçalo Paciência,pt POR,FW,Schalke 04,26-196,1994,6.2,2,0,0,13,8,8,7,2,5,0,0,0,20,15,33,31.3,Matches
Exequiel Palacios,ar ARG,MF,Leverkusen,22-131,1998,1.0,0,0,0,1,3,0,1,0,2,0,0,0,7,0,0,,Matches
Matondo-Merveille Papela,de GER,DF,Mainz 05,20-026,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Felix Passlack,de GER,DF,Dortmund,22-260,1998,3.8,0,0,0,4,6,1,6,4,8,0,0,0,39,0,5,0.0,Matches
Benjamin Pavard,fr FRA,DF,Bayern Munich,24-322,1996,13.4,3,0,0,17,13,0,33,19,14,0,1,0,136,28,13,68.3,Matches
Jiří Pavlenka,cz CZE,GK,Werder Bremen,28-305,1992,19.0,2,0,0,2,3,0,0,0,0,0,1,0,88,0,0,,Matches
Mads Pedersen,dk DEN,DF,Augsburg,24-165,1996,4.4,0,0,0,4,9,0,4,9,10,1,0,0,50,2,4,33.3,Matches
Peter Pekarík,sk SVK,DF,Hertha BSC,34-106,1986,14.9,3,0,0,8,19,1,31,13,8,0,0,0,123,14,7,66.7,Matches
Philipp Pentke,de GER,GK,Hoffenheim,35-288,1985,1.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,Matches
Pavao Pervan,at AUT,GK,Wolfsburg,33-092,1987,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Matches
Nils Petersen,de GER,FW,Freiburg,32-069,1988,10.1,0,0,0,9,3,4,3,0,6,0,0,0,35,32,74,30.2,Matches
Maximilian Philipp,de GER,MF,Wolfsburg,26-349,1994,6.3,2,0,0,7,7,6,3,4,2,0,0,0,33,8,7,53.3,Matches
Krzysztof Piątek,pl POL,FW,Hertha BSC,25-227,1995,11.3,3,0,0,37,13,12,1,3,2,0,0,0,51,30,44,40.5,Matches
Amos Pieper,de GER,DF,Arminia,23-027,1998,15.8,1,0,0,12,15,1,1,13,24,0,2,0,170,41,47,46.6,Matches
Łukasz Piszczek,pl POL,DF,Dortmund,35-255,1985,0.7,0,0,0,0,2,0,0,0,1,0,0,0,5,1,0,100.0,Matches
Marvin Plattenhardt,de GER,DF,Hertha BSC,29-018,1992,8.2,1,0,0,7,6,0,35,1,10,0,0,0,46,6,3,66.7,Matches
Alassane Pléa,fr FRA,FW,M'Gladbach,27-340,1993,10.1,1,0,0,7,19,11,18,3,3,0,0,0,35,20,24,45.5,Matches
Joel Pohjanpalo,fi FIN,MF,Leverkusen,26-153,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Joel Pohjanpalo,fi FIN,FW,Union Berlin,26-153,1994,3.1,0,0,0,2,3,3,0,0,1,0,0,0,12,16,20,44.4,Matches
Marin Pongračić,hr CRO,DF,Wolfsburg,23-155,1997,3.0,0,0,0,5,3,0,0,11,5,0,0,0,30,7,4,63.6,Matches
Stefan Posch,at AUT,DF,Hoffenheim,23-275,1997,14.9,8,1,1,26,12,1,14,20,19,0,0,0,149,28,20,58.3,Matches
Yussuf Poulsen,dk DEN,FW,RB Leipzig,26-243,1994,9.7,1,0,0,13,19,5,7,6,1,1,0,0,54,28,26,51.9,Matches
Manuel Prietl,at AUT,MF,Arminia,29-194,1991,13.0,1,0,0,20,5,0,1,15,21,0,0,0,136,19,17,52.8,Matches
Grischa Prömel,de GER,MF,Union Berlin,26-035,1995,11.9,5,0,0,23,33,2,4,20,17,1,0,0,146,16,14,53.3,Matches
Robin Quaison,se SWE,"FW,MF",Mainz 05,27-127,1993,13.0,1,0,0,17,8,1,4,5,9,0,0,0,64,16,39,29.1,Matches
Nemanja Radonjić,rs SRB,FW,Hertha BSC,24-364,1996,0.3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,100.0,Matches
Benito Raman,be BEL,"FW,MF",Schalke 04,26-098,1994,10.2,2,0,0,12,10,4,12,9,8,0,0,0,89,10,9,52.6,Matches
Milot Rashica,xk KVX,"FW,MF",Werder Bremen,24-230,1996,4.2,0,0,0,3,8,1,5,4,3,0,0,0,27,1,7,12.5,Matches
Daishawn Redan,nl NED,"MF,FW",Hertha BSC,20-011,2001,0.8,0,0,0,2,0,0,3,0,0,0,0,0,3,0,4,0.0,Matches
Reinier,br BRA,"MF,FW",Dortmund,19-025,2002,1.1,0,0,0,2,1,0,0,0,2,0,0,0,8,3,3,50.0,Matches
Rocco Reitz,de GER,MF,M'Gladbach,18-260,2002,0.7,0,0,0,1,1,0,0,1,1,0,0,0,15,0,0,,Matches
Marco Reus,de GER,"MF,FW",Dortmund,31-258,1989,14.4,1,0,0,16,17,4,28,7,19,0,0,0,73,9,18,33.3,Matches
Elvis Rexhbeçaj,de GER,"MF,FW",Köln,23-104,1997,13.4,3,0,0,15,34,1,15,15,20,0,0,0,113,7,31,18.4,Matches
Gio Reyna,us USA,"FW,MF",Dortmund,18-092,2002,14.0,1,0,0,18,35,2,20,7,18,1,0,0,99,15,27,35.7,Matches
