player,nationality,position,squad,age,birth_year,minutes_90s,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_completed,passes_offsides,passes_oob,passes_intercepted,passes_blocked,matches
Niklas Moisander,fi FIN,DF,Werder Bremen,35-137,1985,5.1,352,343,9,9,0,24,8,0,0,0,0,0,277,17,58,188,140,19,0,1,316,0,4,1,2,Matches
Alkhaly Momo Cissé,gn GUI,DF,Stuttgart,18-119,2002,0.1,9,8,1,0,0,0,0,0,0,0,0,0,7,2,0,3,5,0,1,0,9,0,0,0,0,Matches
Mateu Morey,es ESP,DF,Dortmund,20-348,2000,5.0,398,349,49,5,1,16,6,14,0,0,0,0,286,61,51,33,311,6,44,0,323,1,4,13,13,Matches
Youssoufa Moukoko,de GER,"FW,MF",Dortmund,16-085,2004,3.7,62,55,7,0,0,12,0,2,0,0,0,0,48,8,6,45,14,1,0,1,47,0,1,1,2,Matches
Nordi Mukiele,fr FRA,DF,RB Leipzig,23-104,1997,12.2,738,627,111,13,0,106,18,24,0,0,0,0,424,152,162,44,525,39,98,0,568,2,13,22,38,Matches
Florian Müller,de GER,GK,Freiburg,23-092,1997,20.0,793,563,230,58,0,77,13,0,0,0,0,0,333,27,433,547,138,1,0,79,496,2,17,3,3,Matches
Sebastian Müller,de GER,"MF,DF",Arminia,20-021,2001,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Matches
Thomas Müller,de GER,MF,Bayern Munich,31-153,1989,19.4,1010,941,69,8,7,157,23,74,6,2,1,0,606,208,196,160,720,62,31,10,747,3,14,26,45,Matches
Petar Musa,hr CRO,FW,Union Berlin,22-346,1998,0.2,9,9,0,0,0,3,0,0,0,0,0,0,2,1,6,1,4,1,0,0,4,0,0,1,0,Matches
Jamal Musiala,eng ENG,"MF,FW",Bayern Munich,17-353,2003,4.6,235,232,3,1,0,31,6,5,0,0,0,0,194,21,20,30,187,11,2,3,203,0,4,4,5,Matches
Shkodran Mustafi,de GER,DF,Schalke 04,28-302,1992,1.0,35,31,4,4,0,7,3,0,0,0,0,0,21,4,10,1,33,1,0,0,23,0,1,0,1,Matches
Phillipp Mwene,at AUT,DF,Mainz 05,27-015,1994,6.5,202,155,47,3,0,26,3,11,0,0,0,0,89,50,63,41,107,9,44,0,134,0,5,9,15,Matches
Obite N'Dicka,fr FRA,DF,Eint Frankfurt,21-177,1999,11.0,626,585,41,11,0,74,11,2,0,0,0,0,465,71,90,481,65,34,30,2,537,0,7,9,16,Matches
Matija Nastasić,rs SRB,DF,Schalke 04,27-322,1993,13.6,679,648,31,29,0,49,28,0,0,0,0,0,524,41,114,510,127,23,2,2,594,1,9,5,0,Matches
Paul Nebel,de GER,MF,Mainz 05,18-126,2002,0.6,28,27,1,0,0,5,3,0,0,0,0,0,23,3,2,1,27,0,0,0,22,0,1,1,1,Matches
Luca Netz,de GER,DF,Hertha BSC,17-274,2003,2.2,118,101,17,0,0,12,2,7,0,0,0,0,71,26,21,86,11,1,17,0,93,1,4,2,3,Matches
Manuel Neuer,de GER,GK,Bayern Munich,34-323,1986,20.0,816,649,167,49,1,36,34,0,0,0,0,0,530,86,200,139,536,6,1,118,713,2,10,6,2,Matches
Florian Neuhaus,de GER,MF,M'Gladbach,23-334,1997,16.1,1025,996,29,26,3,163,36,3,2,1,1,0,811,91,123,163,834,19,1,3,863,7,5,19,17,Matches
Jessic Ngankam,de GER,FW,Hertha BSC,20-208,2000,1.4,25,23,2,0,0,6,0,1,0,0,0,0,20,2,3,3,21,0,1,0,17,1,0,2,1,Matches
Moussa Niakhate,fr FRA,DF,Mainz 05,24-342,1996,17.8,844,771,73,19,0,102,23,5,0,0,0,0,563,84,197,666,95,20,54,0,662,2,19,11,25,Matches
Florian Niederlechner,de GER,FW,Augsburg,30-112,1990,12.9,218,196,22,0,1,47,7,7,0,0,0,0,136,52,30,39,141,22,0,7,156,0,5,6,11,Matches
Joakim Nilsson,se SWE,DF,Arminia,27-007,1994,9.0,412,398,14,14,0,45,12,1,0,0,0,0,312,28,72,328,48,16,0,2,342,2,6,4,5,Matches
Christopher Nkunku,fr FRA,"FW,MF",RB Leipzig,23-091,1997,11.4,528,449,79,28,3,84,16,25,46,24,15,6,345,70,113,30,461,17,5,2,414,2,3,13,16,Matches
Håvard Nordtveit,no NOR,DF,Hoffenheim,30-237,1990,6.8,395,372,23,23,1,44,22,0,0,0,0,0,281,21,93,47,311,20,0,1,336,0,6,1,3,Matches
Kasim Nuhu,gh GHA,DF,Hoffenheim,25-236,1995,8.0,487,469,18,14,1,43,18,0,0,0,0,0,365,43,79,30,421,20,4,2,412,0,7,5,11,Matches
Bastian Oczipka,de GER,DF,Schalke 04,32-032,1989,14.5,784,601,183,18,1,96,18,37,20,8,12,0,403,197,184,487,117,25,145,1,594,3,8,12,31,Matches
Dani Olmo,es ESP,"MF,FW",RB Leipzig,22-282,1998,16.3,827,806,21,7,5,177,16,15,6,2,0,2,603,93,131,100,680,20,6,8,640,5,16,43,29,Matches
Karim Onisiwo,at AUT,"FW,MF",Mainz 05,28-333,1992,11.1,228,213,15,0,0,72,5,19,1,0,1,0,141,38,49,40,144,11,3,5,145,1,8,7,12,Matches
Willi Orban,hu HUN,DF,RB Leipzig,28-102,1992,15.3,1144,1102,42,30,0,133,14,3,0,0,0,0,863,118,163,136,880,62,12,9,1002,2,13,16,8,Matches
Stefan Ortega,de GER,GK,Arminia,28-099,1992,19.0,1100,891,209,75,2,142,63,0,0,0,0,0,492,35,573,165,782,1,0,67,784,7,34,4,5,Matches
Yuya Osako,jp JPN,"FW,MF",Werder Bremen,30-271,1990,6.0,175,164,11,0,0,53,2,5,0,0,0,0,105,38,32,41,102,14,2,1,118,1,2,5,5,Matches
Paulo Otávio,br BRA,DF,Wolfsburg,26-082,1994,10.4,548,434,114,3,0,45,12,29,1,0,1,0,268,140,140,358,45,26,110,0,395,0,8,10,20,Matches
Reece Oxford,eng ENG,DF,Augsburg,22-059,1998,8.7,429,411,18,12,0,52,9,1,0,0,0,0,338,27,64,20,376,15,6,0,361,0,10,10,5,Matches
Salih Özcan,de GER,MF,Köln,23-033,1998,10.9,452,416,36,28,0,87,11,8,0,0,0,0,293,77,82,58,327,40,6,4,357,4,7,11,8,Matches
Levin Öztunalı,de GER,"DF,FW",Mainz 05,24-335,1996,7.6,249,208,41,4,1,40,9,17,1,1,0,0,137,48,64,33,169,7,36,1,157,1,9,8,15,Matches
Gonçalo Paciência,pt POR,FW,Schalke 04,26-196,1994,6.2,123,105,18,0,0,28,7,7,0,0,0,0,76,25,22,24,79,7,0,3,78,1,5,1,7,Matches
Exequiel Palacios,ar ARG,MF,Leverkusen,22-131,1998,1.0,62,58,4,1,0,2,1,1,0,0,0,0,46,9,7,4,53,2,3,0,53,1,1,0,1,Matches
Matondo-Merveille Papela,de GER,DF,Mainz 05,20-026,2001,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,Matches
Felix Passlack,de GER,DF,Dortmund,22-260,1998,3.8,295,251,44,3,0,47,4,6,0,0,0,0,212,49,34,65,181,7,41,1,249,0,2,2,10,Matches
Benjamin Pavard,fr FRA,DF,Bayern Munich,24-322,1996,13.4,1052,929,123,11,0,71,18,33,1,0,1,0,729,183,140,43,852,25,111,3,894,0,11,21,18,Matches
Jiří Pavlenka,cz CZE,GK,Werder Bremen,28-305,1992,19.0,636,404,232,81,0,39,29,0,0,0,0,0,306,29,301,74,439,1,0,94,460,3,21,4,2,Matches
Mads Pedersen,dk DEN,DF,Augsburg,24-165,1996,4.4,212,152,60,13,0,42,6,4,7,3,2,1,122,46,44,132,29,7,40,3,158,1,4,6,9,Matches
Peter Pekarík,sk SVK,DF,Hertha BSC,34-106,1986,14.9,785,625,160,10,0,68,11,31,1,0,0,0,430,200,155,38,539,46,149,5,639,2,15,13,12,Matches
Philipp Pentke,de GER,GK,Hoffenheim,35-288,1985,1.0,29,25,4,0,0,4,0,0,0,0,0,0,21,1,7,2,22,0,0,5,23,0,1,1,0,Matches
Pavao Pervan,at AUT,GK,Wolfsburg,33-092,1987,1.0,32,20,12,3,0,1,1,0,0,0,0,0,11,1,20,6,23,0,0,1,18,0,3,0,1,Matches
Nils Petersen,de GER,FW,Freiburg,32-069,1988,10.1,178,173,5,0,2,54,1,3,0,0,0,0,83,64,31,31,96,19,0,10,117,0,5,5,14,Matches
Maximilian Philipp,de GER,MF,Wolfsburg,26-349,1994,6.3,209,200,9,1,0,43,4,3,1,1,0,0,136,42,31,44,141,11,3,3,142,1,5,8,12,Matches
Krzysztof Piątek,pl POL,FW,Hertha BSC,25-227,1995,11.3,241,217,24,0,1,62,7,1,0,0,0,0,131,62,48,19,174,21,1,3,168,1,4,9,9,Matches
Amos Pieper,de GER,DF,Arminia,23-027,1998,15.8,886,862,24,19,1,98,49,1,0,0,0,0,609,71,206,118,691,52,5,0,733,3,21,5,4,Matches
Łukasz Piszczek,pl POL,DF,Dortmund,35-255,1985,0.7,45,41,4,2,0,1,0,0,0,0,0,0,37,2,6,3,37,3,2,0,37,0,0,1,0,Matches
Marvin Plattenhardt,de GER,DF,Hertha BSC,29-018,1992,8.2,508,384,124,19,0,53,18,35,19,5,10,0,283,85,140,389,18,11,86,0,379,0,3,3,27,Matches
Alassane Pléa,fr FRA,FW,M'Gladbach,27-340,1993,10.1,365,351,14,0,1,98,8,18,0,0,0,0,242,68,55,46,279,11,1,13,261,3,9,14,19,Matches
Joel Pohjanpalo,fi FIN,MF,Leverkusen,26-153,1994,0.1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,2,0,0,0,0,Matches
Joel Pohjanpalo,fi FIN,FW,Union Berlin,26-153,1994,3.1,64,63,1,0,0,24,2,0,0,0,0,0,28,14,22,10,31,8,0,2,41,0,0,3,2,Matches
Marin Pongračić,hr CRO,DF,Wolfsburg,23-155,1997,3.0,154,147,7,6,0,11,3,0,0,0,0,0,114,12,28,30,107,12,1,1,131,0,5,3,2,Matches
Stefan Posch,at AUT,DF,Hoffenheim,23-275,1997,14.9,833,713,120,35,1,106,36,14,0,0,0,0,483,149,201,108,591,32,85,0,633,4,19,16,36,Matches
Yussuf Poulsen,dk DEN,FW,RB Leipzig,26-243,1994,9.7,281,267,14,0,0,87,0,7,0,0,0,0,172,62,47,36,198,15,0,13,203,2,2,10,10,Matches
Manuel Prietl,at AUT,MF,Arminia,29-194,1991,13.0,514,503,11,10,0,99,12,1,1,1,0,0,381,62,71,132,332,32,0,0,419,0,4,14,14,Matches
Grischa Prömel,de GER,MF,Union Berlin,26-035,1995,11.9,485,458,27,9,0,77,4,4,0,0,0,0,322,85,78,80,343,37,2,11,368,1,13,12,14,Matches
Robin Quaison,se SWE,"FW,MF",Mainz 05,27-127,1993,13.0,263,257,6,1,1,67,9,4,0,0,0,0,158,48,57,20,197,24,1,9,178,2,4,7,16,Matches
Nemanja Radonjić,rs SRB,FW,Hertha BSC,24-364,1996,0.3,8,8,0,0,0,3,0,0,0,0,0,0,7,0,1,2,5,0,0,0,7,0,0,0,0,Matches
Benito Raman,be BEL,"FW,MF",Schalke 04,26-098,1994,10.2,231,212,19,1,0,33,5,12,0,0,0,0,144,52,35,26,174,12,10,2,150,3,3,11,26,Matches
Milot Rashica,xk KVX,"FW,MF",Werder Bremen,24-230,1996,4.2,95,94,1,0,0,20,4,5,1,0,0,0,59,15,21,18,66,9,0,1,63,2,4,1,6,Matches
Daishawn Redan,nl NED,"MF,FW",Hertha BSC,20-011,2001,0.8,21,21,0,0,0,0,0,3,0,0,0,0,14,6,1,1,17,3,0,0,15,0,1,2,0,Matches
Reinier,br BRA,"MF,FW",Dortmund,19-025,2002,1.1,44,44,0,0,0,2,0,0,0,0,0,0,36,6,2,2,37,2,0,1,41,0,0,1,0,Matches
Rocco Reitz,de GER,MF,M'Gladbach,18-260,2002,0.7,43,43,0,0,1,8,0,0,0,0,0,0,26,7,10,2,38,3,0,0,35,1,0,1,0,Matches
Marco Reus,de GER,"MF,FW",Dortmund,31-258,1989,14.4,622,569,53,21,4,76,7,28,9,3,3,0,483,76,63,120,463,15,7,8,497,3,6,15,29,Matches
Elvis Rexhbeçaj,de GER,"MF,FW",Köln,23-104,1997,13.4,407,360,47,14,2,75,16,15,23,13,5,3,245,52,110,283,93,21,3,4,270,3,3,21,19,Matches
Gio Reyna,us USA,"FW,MF",Dortmund,18-092,2002,14.0,680,634,46,7,4,105,12,20,20,9,8,0,534,77,69,71,553,22,18,4,540,2,12,16,25,Matches
Chris Richards,us USA,DF,Bayern Munich,20-322,2000,1.0,87,81,6,1,0,6,4,4,0,0,0,0,75,4,8,14,66,1,5,0,79,1,0,1,4,Matches
Chris Richards,us USA,DF,Hoffenheim,20-322,2000,1.0,50,50,0,0,0,2,2,0,0,0,0,0,42,2,6,20,28,0,0,0,43,0,3,1,0,Matches
Marco Richter,de GER,"FW,MF",Augsburg,23-081,1997,7.9,240,232,8,0,0,38,6,24,1,0,0,0,128,50,62,72,149,6,4,2,143,3,8,18,21,Matches
Marc Roca,es ESP,MF,Bayern Munich,24-079,1996,1.0,64,64,0,0,0,3,1,1,0,0,0,0,53,5,6,50,10,3,0,0,57,0,0,1,0,Matches
Sebastian Rode,de GER,MF,Eint Frankfurt,30-125,1990,9.9,577,564,13,11,2,91,5,3,2,0,0,0,400,83,94,85,432,37,0,4,470,2,16,7,16,Matches
Jérôme Roussillon,fr FRA,DF,Wolfsburg,28-038,1993,10.3,546,450,96,5,0,68,16,37,0,0,0,0,304,109,133,371,56,23,91,0,412,1,13,13,18,Matches
Sebastian Rudy,de GER,DF,Schalke 04,30-351,1990,2.0,136,107,29,2,0,32,3,3,3,0,1,1,70,37,29,13,91,4,24,0,91,0,1,1,15,Matches
Sebastian Rudy,de GER,"MF,DF",Hoffenheim,30-351,1990,11.8,575,489,86,25,0,93,14,23,36,13,16,0,344,108,123,62,451,28,25,1,424,1,12,15,29,Matches
Julian Ryerson,no NOR,"DF,MF",Union Berlin,23-088,1997,5.6,218,187,31,4,0,34,4,6,0,0,0,0,122,44,52,28,143,14,27,0,156,0,10,5,11,Matches
Frederik Rønnow,dk DEN,GK,Schalke 04,28-193,1992,6.5,231,167,64,12,0,17,4,0,0,0,0,0,135,16,80,20,165,0,0,41,182,2,9,2,0,Matches
João Victor Santos Sá,br BRA,"FW,MF",Wolfsburg,26-323,1994,2.9,103,101,2,0,0,24,0,2,0,0,0,0,75,19,9,20,69,3,2,3,80,1,1,2,4,Matches
Marcel Sabitzer,at AUT,MF,RB Leipzig,26-333,1994,13.1,762,722,40,29,3,132,27,13,0,0,0,0,489,114,159,109,583,44,10,5,607,4,17,16,23,Matches
Roland Sallai,hu HUN,"MF,FW",Freiburg,23-267,1997,10.6,297,291,6,4,0,66,7,25,0,0,0,0,185,62,50,69,199,9,0,4,204,1,7,7,17,Matches
Lazar Samardzic,de GER,"MF,FW",RB Leipzig,18-355,2002,2.0,62,61,1,1,1,24,0,0,0,0,0,0,42,11,9,45,13,3,0,0,47,0,0,1,1,Matches
Diadie Samassékou,ml MLI,MF,Hoffenheim,25-033,1996,16.6,819,804,15,15,2,144,20,5,0,0,0,0,600,88,131,84,662,52,0,4,684,0,16,16,19,Matches
Jadon Sancho,eng ENG,FW,Dortmund,20-325,2000,16.7,1112,1005,107,19,4,113,22,37,52,19,25,0,862,130,120,139,911,25,34,0,865,7,23,40,36,Matches
Leroy Sané,de GER,"FW,MF",Bayern Munich,25-033,1996,10.4,402,368,34,3,1,66,27,23,25,9,11,1,287,57,58,337,44,8,6,4,297,0,12,12,21,Matches
Salif Sané,sn SEN,DF,Schalke 04,30-172,1990,8.5,552,524,28,28,1,63,18,3,0,0,0,0,388,59,105,105,373,40,0,2,458,1,12,3,6,Matches
Baptiste Santamaria,fr FRA,MF,Freiburg,25-341,1995,15.1,679,667,12,10,0,115,27,16,0,0,0,0,440,114,125,54,560,33,1,6,528,3,7,19,28,Matches
Josh Sargent,us USA,FW,Werder Bremen,20-359,2000,16.2,336,317,19,1,1,97,1,7,0,0,0,0,207,87,42,67,193,24,5,17,231,1,5,17,18,Matches
Bouna Sarr,gn GUI,DF,Bayern Munich,29-013,1992,3.0,224,197,27,4,0,21,2,5,0,0,0,0,164,39,21,31,156,10,23,0,198,1,3,2,3,Matches
Patrik Schick,cz CZE,FW,Leverkusen,25-020,1996,10.5,206,194,12,0,0,71,0,1,0,0,0,0,107,55,44,109,28,22,2,14,144,0,2,10,5,Matches
Sven Schipplock,de GER,"FW,MF",Arminia,32-097,1988,6.8,152,149,3,0,0,44,1,8,0,0,0,0,87,33,32,18,91,21,1,5,86,1,3,12,12,Matches
Xaver Schlager,at AUT,MF,Wolfsburg,23-138,1997,16.9,691,676,15,12,3,124,18,5,0,0,0,0,461,95,135,424,207,34,0,7,530,7,17,21,20,Matches
Keven Schlotterbeck,de GER,DF,Freiburg,23-291,1997,12.4,462,442,20,20,0,55,8,1,0,0,0,0,319,56,87,282,126,35,0,3,378,0,13,9,5,Matches
Nico Schlotterbeck,de GER,DF,Union Berlin,21-074,1999,4.3,268,261,7,7,1,39,15,0,0,0,0,0,198,31,39,225,28,11,0,1,223,0,7,4,5,Matches
Jonathan Schmid,fr FRA,DF,Freiburg,30-232,1990,14.9,752,550,202,13,0,84,20,37,1,0,1,0,343,210,199,90,437,28,188,1,584,2,7,20,23,Matches
Romano Schmid,at AUT,FW,Werder Bremen,21-017,2000,5.3,171,162,9,0,0,35,2,5,0,0,0,0,112,32,27,16,141,7,3,1,121,0,7,8,9,Matches
Benno Schmitz,de GER,DF,Köln,26-088,1994,1.3,75,65,10,0,0,8,2,0,0,0,0,0,37,14,24,12,47,5,10,1,54,0,2,2,2,Matches
Alessandro Schöpf,at AUT,"FW,MF",Schalke 04,27-006,1994,7.9,261,245,16,3,1,44,2,5,2,0,0,2,188,54,19,88,153,5,11,0,213,0,2,8,13,Matches
Nico Schulz,de GER,DF,Dortmund,27-318,1993,1.6,109,102,7,3,0,10,0,3,0,0,0,0,92,6,11,81,22,1,4,0,89,0,2,4,2,Matches
Alexander Schwolow,de GER,GK,Hertha BSC,28-256,1992,18.0,629,452,177,34,0,36,16,0,0,0,0,0,382,27,220,109,428,0,0,75,504,5,10,4,1,Matches
Davie Selke,de GER,FW,Werder Bremen,26-024,1995,4.1,103,98,5,0,0,41,2,4,0,0,0,0,38,32,33,4,51,11,0,8,58,0,4,3,6,Matches
Suat Serdar,de GER,MF,Schalke 04,23-308,1997,11.5,365,355,10,5,0,86,8,5,0,0,0,0,261,57,47,33,306,14,1,4,283,3,11,12,10,Matches
Ryan Sessegnon,eng ENG,DF,Hoffenheim,20-271,2000,9.2,535,458,77,4,0,46,12,29,0,0,0,0,338,101,96,392,44,18,73,1,419,2,9,21,16,Matches
Nils Seufert,de GER,"MF,FW",Arminia,24-010,1997,3.3,133,127,6,4,0,28,1,2,1,0,1,0,89,27,17,21,99,9,1,0,111,0,1,2,4,Matches
André Silva,pt POR,FW,Eint Frankfurt,25-099,1995,18.1,468,425,43,2,1,159,8,9,0,0,0,0,302,98,68,46,330,33,6,16,351,1,3,9,22,Matches
Jóan Símun Edmundsson,fo FRO,"MF,FW",Arminia,29-202,1991,0.6,15,14,1,0,0,6,1,0,1,0,0,0,10,2,3,13,2,0,0,0,11,0,2,1,1,Matches
Daley Sinkgraven,nl NED,DF,Leverkusen,25-224,1995,14.7,1137,978,159,7,4,136,13,16,1,0,1,0,774,190,173,761,179,35,151,3,938,2,19,25,32,Matches
Tobias Sippel,de GER,GK,M'Gladbach,32-328,1988,1.0,25,17,8,3,0,5,1,0,0,0,0,0,17,1,7,1,22,0,0,2,21,0,2,0,0,Matches
Ellyes Skhiri,tn TUN,MF,Köln,25-279,1995,18.2,793,752,41,38,3,100,18,2,0,0,0,0,540,109,144,85,647,38,2,5,685,2,11,12,9,Matches
Robert Skov,dk DEN,"DF,FW",Hoffenheim,24-269,1996,7.1,290,243,47,6,0,44,23,24,19,11,5,0,158,51,81,222,26,10,22,6,197,1,12,5,15,Matches
Steven Skrzybski,de GER,FW,Schalke 04,28-087,1992,4.1,106,97,9,0,0,15,3,4,0,0,0,0,53,23,30,11,79,4,9,1,61,1,4,4,12,Matches
Yann Sommer,ch SUI,GK,M'Gladbach,32-058,1988,19.0,777,601,176,35,0,62,19,0,0,0,0,0,498,39,240,194,494,0,0,71,634,3,6,2,1,Matches
Borna Sosa,hr CRO,DF,Stuttgart,23-023,1998,12.5,702,561,141,11,0,72,25,80,22,9,6,3,377,137,188,528,46,12,108,2,490,2,20,30,21,Matches
Cebio Soukou,bj BEN,"FW,MF",Arminia,28-134,1992,4.7,108,104,4,0,0,24,2,2,0,0,0,0,81,15,12,10,89,2,3,1,95,1,5,1,2,Matches
Djibril Sow,ch SUI,MF,Eint Frankfurt,24-007,1997,13.1,602,593,9,7,1,101,10,4,0,0,0,0,483,47,72,110,447,25,2,4,525,2,10,15,2,Matches
Jerry St. Juste,nl NED,DF,Mainz 05,24-117,1996,18.0,783,703,80,35,0,92,28,9,1,1,0,0,544,89,150,56,620,46,44,2,645,2,6,17,14,Matches
Benjamin Stambouli,fr FRA,"MF,DF",Schalke 04,30-184,1990,14.0,618,559,59,25,1,97,23,5,0,0,0,0,347,77,194,150,382,37,34,0,442,5,14,21,16,Matches
Niklas Stark,de GER,"MF,DF",Hertha BSC,25-305,1995,19.9,913,878,35,30,0,100,29,5,0,0,0,0,666,84,163,60,770,51,4,4,754,2,19,9,14,Matches
Renato Steffen,ch SUI,"FW,MF",Wolfsburg,29-102,1991,14.0,550,521,29,6,1,101,15,29,2,0,2,0,344,103,103,412,75,24,18,4,397,4,11,12,29,Matches
Pascal Stenzel,de GER,DF,Stuttgart,24-330,1996,11.4,879,740,139,28,0,40,38,4,0,0,0,0,584,132,163,73,645,42,111,3,754,1,14,7,16,Matches
Lars Stindl,de GER,"MF,FW",M'Gladbach,32-171,1988,14.1,671,633,38,7,4,111,19,5,17,1,10,2,488,104,79,131,503,20,1,1,550,4,6,16,11,Matches
Kevin Stöger,at AUT,"MF,FW",Mainz 05,27-170,1993,4.0,268,222,46,22,0,25,11,7,13,7,3,3,160,42,66,208,40,7,11,0,188,1,5,10,4,Matches
Tobias Strobl,de GER,MF,Augsburg,30-277,1990,13.9,585,567,18,15,2,107,23,7,0,0,0,0,362,108,115,58,478,32,0,1,487,2,9,14,11,Matches
Marek Suchý,cz CZE,DF,Augsburg,32-321,1988,1.9,104,97,7,7,0,19,2,1,0,0,0,0,83,2,19,35,63,2,0,0,89,0,0,1,1,Matches
Niklas Süle,de GER,DF,Bayern Munich,25-163,1995,9.9,837,789,48,12,0,55,26,2,1,0,0,0,667,79,91,162,600,30,35,0,771,0,7,9,4,Matches
Ádám Szalai,hu HUN,FW,Mainz 05,33-066,1987,1.7,58,58,0,0,0,20,0,2,0,0,0,0,22,21,15,9,30,8,0,0,26,0,2,2,6,Matches
Frederik Sørensen,dk DEN,DF,Köln,28-305,1992,1.1,50,47,3,1,0,8,0,0,0,0,0,0,26,8,16,4,37,3,2,0,38,0,4,0,2,Matches
Alexander Sørloth,no NOR,FW,RB Leipzig,25-070,1995,9.9,305,292,13,0,0,111,4,15,0,0,0,0,188,73,44,154,78,17,1,6,229,0,9,6,11,Matches
Jonathan Tah,de GER,DF,Leverkusen,25-002,1996,13.5,1066,1046,20,20,0,114,25,0,0,0,0,0,866,79,121,261,718,58,0,3,973,2,6,10,7,Matches
Edmond Tapsoba,bf BFA,DF,Leverkusen,22-011,1999,16.5,1595,1547,48,28,1,148,51,1,0,0,0,0,1327,127,141,226,1310,37,3,0,1438,2,17,15,12,Matches
Niklas Tauer,de GER,"MF,DF",Mainz 05,19-362,2001,0.8,27,22,5,0,0,6,0,1,0,0,0,0,10,7,10,3,16,1,5,0,17,0,2,1,1,Matches
Lino Tempelmann,de GER,"MF,DF",Freiburg,22-011,1999,2.6,141,133,8,0,0,25,2,3,0,0,0,0,100,18,23,29,89,13,7,0,112,0,5,2,6,Matches
Cedric Teuchert,de GER,"FW,MF",Union Berlin,24-030,1997,6.6,153,147,6,1,0,34,3,1,2,0,1,1,103,32,18,40,99,9,0,3,109,1,6,7,6,Matches
Malick Thiaw,fi FIN,DF,Schalke 04,19-189,2001,6.4,277,246,31,4,0,47,9,1,0,0,0,0,168,50,59,31,198,10,27,2,205,0,10,6,12,Matches
Jan Thielmann,de GER,FW,Köln,18-263,2002,8.8,264,254,10,0,0,57,5,11,0,0,0,0,137,60,67,16,216,15,6,3,172,2,10,5,25,Matches
Erik Thommy,de GER,DF,Stuttgart,26-177,1994,0.6,30,27,3,0,1,5,2,3,3,2,1,0,19,5,6,11,19,0,0,0,18,0,0,0,3,Matches
Marcus Thuram,fr FRA,"FW,MF",M'Gladbach,23-191,1997,9.3,297,294,3,0,2,73,4,8,0,0,0,0,201,50,46,59,189,26,1,5,206,0,1,9,18,Matches
Steffen Tigges,de GER,"FW,DF",Dortmund,22-197,1998,0.2,12,12,0,0,0,7,0,0,0,0,0,0,5,3,4,5,2,2,0,0,6,0,1,0,1,Matches
Guus Til,nl NED,"FW,MF",Freiburg,23-053,1997,0.2,6,6,0,0,0,3,0,1,0,0,0,0,4,1,1,0,4,0,0,1,2,0,0,1,0,Matches
Corentin Tolisso,fr FRA,MF,Bayern Munich,26-194,1994,7.1,436,420,16,9,0,67,22,4,5,2,3,0,311,62,63,53,357,10,2,2,368,2,3,8,10,Matches
Ömer Toprak,tr TUR,DF,Werder Bremen,31-207,1989,11.6,618,579,39,39,0,56,14,0,0,0,0,0,472,39,107,166,397,38,0,3,520,4,9,12,3,Matches
Jordan Torunarigha,de GER,DF,Hertha BSC,23-190,1997,7.5,480,477,3,3,1,37,11,1,0,0,0,0,405,28,47,323,128,19,0,1,432,1,7,2,5,Matches
Almamy Touré,ml MLI,DF,Eint Frankfurt,24-291,1996,6.4,286,254,32,1,0,38,8,33,0,0,0,0,143,61,82,28,209,10,31,0,189,1,6,5,25,Matches
Lucas Tousart,fr FRA,MF,Hertha BSC,23-290,1997,13.8,522,513,9,9,0,87,34,5,0,0,0,0,350,59,113,77,383,32,0,0,427,2,12,4,14,Matches
Ibrahima Traoré,gn GUI,FW,M'Gladbach,32-298,1988,0.9,39,36,3,1,0,5,1,4,0,0,0,0,27,6,6,29,8,0,2,0,24,0,0,1,4,Matches
Kevin Trapp,de GER,GK,Eint Frankfurt,30-220,1990,20.0,818,618,200,50,0,65,15,0,0,0,0,0,398,18,402,96,588,0,0,99,572,4,17,2,4,Matches
Christopher Trimmel,at AUT,DF,Union Berlin,33-355,1987,16.1,901,655,246,36,1,95,44,44,60,25,28,4,393,224,284,79,610,53,150,0,646,9,15,17,35,Matches
Tuta,br BRA,DF,Eint Frankfurt,21-224,1999,6.3,375,361,14,7,0,52,4,1,0,0,0,0,284,27,64,43,295,17,7,1,313,2,6,2,5,Matches
Dayot Upamecano,fr FRA,DF,RB Leipzig,22-109,1998,17.8,1523,1492,31,30,2,147,49,2,0,0,0,0,1186,120,217,143,1287,52,1,2,1357,1,14,19,12,Matches
Mark Uth,de GER,"FW,MF",Schalke 04,29-173,1991,14.4,481,410,71,28,0,88,30,18,31,8,21,2,302,67,112,386,74,12,2,1,355,4,9,7,13,Matches
Ruben Vargas,ch SUI,"MF,FW",Augsburg,22-192,1998,12.0,360,348,12,0,1,75,5,12,0,0,0,0,241,65,54,41,285,16,12,1,271,1,8,11,23,Matches
