player,nationality,position,squad,age,birth_year,minutes_90s,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_completed,passes_offsides,passes_oob,passes_intercepted,passes_blocked,matches
Theodor Gebre Selassie,cz CZE,DF,Werder Bremen,34-051,1986,19.0,867,681,186,7,0,93,10,18,0,0,0,0,439,204,224,50,569,46,179,4,673,2,12,25,19,Matches
Dennis Geiger,de GER,MF,Hoffenheim,22-248,1998,7.3,354,306,48,24,1,60,16,12,23,8,11,1,253,29,72,34,309,4,1,4,292,2,2,6,7,Matches
Christian Gentner,de GER,MF,Union Berlin,35-183,1985,4.7,186,180,6,3,0,21,2,4,0,0,0,0,110,34,42,22,141,19,0,4,152,0,7,2,2,Matches
Yannick Gerhardt,de GER,MF,Wolfsburg,26-337,1994,10.1,335,325,10,3,2,45,7,12,4,4,0,0,240,45,50,208,90,25,0,3,241,3,8,3,18,Matches
Hamadi Al Ghaddioui,ma MAR,"MF,FW",Stuttgart,30-144,1990,0.2,9,9,0,0,0,3,0,0,0,0,0,0,4,3,2,4,5,0,0,0,7,0,0,0,0,Matches
Niko Gießelmann,de GER,DF,Union Berlin,29-140,1991,3.4,185,153,32,6,0,28,4,15,0,0,0,0,83,48,54,133,12,6,26,0,118,1,7,3,10,Matches
Rafał Gikiewicz,pl POL,GK,Augsburg,33-110,1987,21.0,889,652,237,65,0,63,11,0,0,0,0,0,460,62,367,159,567,0,0,136,652,2,20,7,0,Matches
Daniel Ginczek,de GER,"FW,MF",Wolfsburg,29-306,1991,1.6,49,48,1,0,0,18,0,0,0,0,0,0,26,12,11,4,32,4,0,2,30,1,2,0,2,Matches
Matthias Ginter,de GER,DF,M'Gladbach,27-025,1994,20.0,1492,1437,55,40,2,107,29,10,0,0,0,0,1065,122,305,196,1191,60,15,3,1280,3,9,21,12,Matches
Robert Glatzel,de GER,FW,Mainz 05,27-036,1994,0.1,7,7,0,0,0,4,0,1,0,0,0,0,2,3,2,1,3,0,0,0,3,0,0,1,2,Matches
Serge Gnabry,de GER,"FW,MF",Bayern Munich,25-214,1995,13.7,645,589,56,14,2,65,17,34,22,9,10,0,473,95,77,135,459,22,15,9,503,5,11,20,28,Matches
Akaki Gogia,de GER,FW,Union Berlin,29-026,1992,1.6,57,56,1,1,0,9,1,3,0,0,0,0,38,12,7,21,32,3,0,0,46,0,1,1,3,Matches
Nicolás González,ar ARG,"FW,DF",Stuttgart,22-313,1998,9.9,222,197,25,1,3,46,3,9,1,0,0,0,130,43,49,147,24,17,7,6,135,1,9,11,16,Matches
Leon Goretzka,de GER,MF,Bayern Munich,26-007,1995,12.7,722,711,11,11,1,84,28,4,0,0,0,0,530,82,110,37,621,33,0,2,643,2,8,7,10,Matches
Jeffrey Gouweleeuw,nl NED,DF,Augsburg,29-218,1991,20.0,1070,1000,70,68,1,101,34,3,0,0,0,0,727,73,270,113,889,51,2,3,871,3,19,22,18,Matches
Demarai Gray,eng ENG,FW,Leverkusen,24-230,1996,0.2,7,7,0,0,0,1,0,1,0,0,0,0,5,1,1,0,7,0,0,0,6,0,0,0,0,Matches
Michael Gregoritsch,at AUT,"FW,MF",Augsburg,26-301,1994,8.4,232,215,17,2,1,48,6,11,1,1,0,0,134,46,52,146,51,18,4,4,151,6,7,10,12,Matches
Sebastian Griesbeck,de GER,MF,Union Berlin,30-133,1990,8.3,188,182,6,3,0,31,4,3,0,0,0,0,110,32,46,50,105,22,0,1,139,1,7,3,5,Matches
Vincenzo Grifo,it ITA,"MF,FW",Freiburg,27-312,1993,16.6,722,634,88,29,1,111,44,37,52,19,22,3,465,89,168,68,616,23,5,4,536,0,14,24,29,Matches
Florian Grillitsch,at AUT,MF,Hoffenheim,25-190,1995,7.3,382,365,17,12,0,65,8,6,0,0,0,0,269,48,65,37,310,19,4,2,313,1,4,6,12,Matches
Christian Groß,de GER,"MF,DF",Werder Bremen,32-005,1989,9.8,572,555,17,13,0,46,9,0,0,0,0,0,441,47,84,50,482,26,2,2,490,1,5,11,6,Matches
Ilia Gruev,bg BUL,FW,Werder Bremen,20-283,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Carlos Gruezo,ec ECU,MF,Augsburg,25-300,1995,17.1,566,556,10,10,1,118,29,1,0,0,0,0,374,71,121,49,478,33,0,1,455,0,21,11,14,Matches
Mattéo Guendouzi,fr FRA,MF,Hertha BSC,21-305,1999,13.7,743,709,34,25,1,113,35,5,2,0,0,0,582,75,86,59,641,27,7,3,635,4,9,12,19,Matches
Raphaël Guerreiro,pt POR,DF,Dortmund,27-053,1993,14.7,1334,1194,140,20,7,94,15,26,18,10,1,0,1022,177,135,1133,72,22,102,1,1163,2,8,32,28,Matches
Josuha Guilavogui,fr FRA,"MF,DF",Wolfsburg,30-147,1990,6.4,342,337,5,4,0,38,13,1,0,0,0,0,228,54,60,32,275,21,1,1,290,2,4,8,6,Matches
Péter Gulácsi,hu HUN,GK,RB Leipzig,30-283,1990,21.0,765,621,144,40,2,49,14,0,0,0,0,0,526,34,205,67,553,1,0,118,650,1,10,1,2,Matches
Manuel Gulde,de GER,DF,Freiburg,30-001,1991,12.5,511,498,13,12,0,81,10,3,0,0,0,0,367,62,82,157,296,35,1,3,428,2,9,6,5,Matches
Robert Gumny,pl POL,DF,Augsburg,22-254,1998,6.6,291,224,67,5,0,37,1,6,0,0,0,0,160,77,54,26,182,14,62,0,222,0,7,14,18,Matches
Christian Günter,de GER,DF,Freiburg,27-351,1993,20.0,945,720,225,35,0,115,58,74,28,15,9,1,436,250,259,618,130,23,162,2,680,5,26,14,47,Matches
Janik Haberer,de GER,"MF,FW",Freiburg,26-317,1994,2.2,76,74,2,1,0,21,1,1,0,0,0,0,49,13,14,11,57,6,0,0,52,0,3,4,2,Matches
Alexander Hack,de GER,DF,Mainz 05,27-158,1993,10.9,505,471,34,30,1,64,17,1,0,0,0,0,308,63,134,395,40,42,4,2,384,1,5,6,14,Matches
André Hahn,de GER,"FW,MF",Augsburg,30-184,1990,11.7,255,245,10,0,0,81,9,10,0,0,0,0,134,56,65,31,163,21,3,6,148,0,11,15,12,Matches
Amadou Haidara,ml MLI,"MF,FW",RB Leipzig,23-013,1998,12.4,583,563,20,1,1,117,12,16,0,0,0,0,395,102,86,57,452,25,19,8,460,2,10,18,15,Matches
Erling Håland,no NOR,FW,Dortmund,20-207,2000,14.1,251,228,23,0,0,55,0,7,0,0,0,0,174,54,23,166,56,14,1,4,178,2,6,8,12,Matches
Marcel Halstenberg,de GER,DF,RB Leipzig,29-139,1991,11.6,1007,939,68,13,2,113,12,10,1,1,0,0,750,130,127,766,130,30,54,6,887,3,8,11,11,Matches
Amine Harit,ma MAR,"MF,FW",Schalke 04,23-240,1997,11.6,443,400,43,23,4,61,17,13,9,2,5,1,339,46,58,37,383,6,9,5,336,3,5,21,15,Matches
Marcel Hartel,de GER,MF,Arminia,25-025,1996,17.7,752,660,92,48,1,146,23,29,18,6,9,0,508,81,163,86,617,30,2,4,565,2,18,23,23,Matches
Makoto Hasebe,jp JPN,"DF,MF",Eint Frankfurt,37-026,1984,15.0,939,895,44,43,1,117,16,1,0,0,0,0,751,74,114,176,698,45,1,0,819,4,9,18,7,Matches
Thorgan Hazard,be BEL,"FW,DF",Dortmund,27-321,1993,1.8,119,106,13,4,1,11,4,0,3,2,0,0,81,17,21,25,83,5,6,0,102,0,0,0,6,Matches
Jonas Hector,de GER,MF,Köln,30-262,1990,5.7,229,209,20,9,1,44,5,3,7,2,2,1,146,45,38,140,60,13,4,1,180,2,3,6,2,Matches
Hwang Hee-chan,kr KOR,"FW,MF",RB Leipzig,25-018,1996,1.7,51,48,3,0,0,12,1,3,0,0,0,0,37,7,7,13,32,1,3,0,35,0,1,3,1,Matches
Dominique Heintz,de GER,DF,Freiburg,27-182,1993,8.3,500,486,14,12,0,33,28,2,0,0,0,0,382,22,96,381,92,21,2,0,434,2,8,5,4,Matches
Benjamin Henrichs,de GER,"MF,DF",RB Leipzig,23-356,1997,3.9,223,204,19,2,1,42,3,5,0,0,0,0,156,29,38,52,144,7,17,2,168,0,3,6,14,Matches
Lucas Hernández,fr FRA,DF,Bayern Munich,24-365,1996,9.8,714,602,112,18,0,80,14,38,1,0,0,0,445,119,150,536,43,26,93,1,567,0,6,15,28,Matches
Patrick Herrmann,de GER,FW,M'Gladbach,30-001,1991,8.9,317,275,42,8,0,34,15,22,22,8,13,0,192,48,77,35,254,14,10,2,211,2,3,11,12,Matches
Martin Hinteregger,at AUT,DF,Eint Frankfurt,28-159,1992,19.6,1224,1116,108,49,3,170,25,4,0,0,0,0,802,154,268,839,199,64,58,3,978,5,27,16,14,Matches
Marwin Hitz,ch SUI,GK,Dortmund,33-148,1987,4.0,152,127,25,2,0,17,3,0,0,0,0,0,114,6,32,20,110,0,0,18,137,1,2,0,0,Matches
Nicolas Höfler,de GER,MF,Freiburg,30-341,1990,18.3,774,739,35,13,0,152,10,7,0,0,0,0,519,126,129,200,483,50,0,4,635,2,8,10,26,Matches
Jonas Hofmann,de GER,"FW,MF",M'Gladbach,28-214,1992,12.2,608,502,106,34,1,78,52,21,56,18,24,9,400,77,131,87,494,9,13,2,459,3,5,11,25,Matches
Marco Höger,de GER,DF,Köln,31-150,1989,0.6,29,24,5,0,0,3,0,2,0,0,0,0,10,9,10,0,17,5,5,0,20,0,1,0,0,Matches
Lucas Höler,de GER,"FW,MF",Freiburg,26-218,1994,13.8,374,362,12,1,0,103,6,12,0,0,0,0,221,89,64,47,263,28,1,4,264,2,10,9,27,Matches
Matthew Hoppe,us USA,FW,Schalke 04,19-337,2001,7.6,139,120,19,0,0,33,1,1,0,0,0,0,89,32,18,23,87,11,1,4,97,0,1,5,8,Matches
Jannes Horn,de GER,DF,Köln,24-007,1997,12.7,593,515,78,15,0,63,12,22,0,0,0,0,344,92,157,434,55,34,63,1,467,0,16,6,13,Matches
Timo Horn,de GER,GK,Köln,27-277,1993,19.4,783,587,196,67,0,47,17,0,0,0,0,0,329,37,417,545,120,0,0,69,546,3,17,5,1,Matches
Lukáš Hrádecký,fi FIN,GK,Leverkusen,31-081,1989,20.0,1011,863,148,35,0,114,18,0,0,0,0,0,600,46,365,210,677,2,1,111,774,6,16,5,3,Matches
Ajdin Hrustic,au AUS,"MF,FW",Eint Frankfurt,24-223,1996,0.9,65,56,9,3,0,7,7,2,6,3,2,0,50,4,11,56,6,1,0,1,51,1,0,1,1,Matches
Florian Hübner,de GER,DF,Union Berlin,29-349,1991,4.8,206,194,12,5,0,32,1,0,0,0,0,0,129,30,47,51,116,21,7,0,152,1,16,3,2,Matches
Mats Hummels,de GER,DF,Dortmund,32-059,1988,19.9,1752,1714,38,33,3,166,71,2,0,0,0,0,1333,165,254,578,1035,79,4,4,1545,2,37,10,14,Matches
Klaas-Jan Huntelaar,nl NED,FW,Schalke 04,37-185,1983,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,2,0,0,0,1,Matches
Iago,br BRA,DF,Augsburg,23-327,1997,13.4,634,524,110,11,0,73,9,25,0,0,0,0,349,143,142,402,85,36,99,0,474,4,11,18,26,Matches
Vedad Ibišević,ba BIH,FW,Schalke 04,36-191,1984,1.7,35,33,2,0,0,10,0,0,0,0,0,0,17,9,9,0,24,3,0,2,25,0,0,1,1,Matches
Stefan Ilsanker,at AUT,MF,Eint Frankfurt,31-271,1989,9.2,446,431,15,12,0,52,5,2,0,0,0,0,274,58,114,40,342,44,3,2,340,0,4,9,12,Matches
Marcus Ingvartsen,dk DEN,"MF,FW",Union Berlin,25-040,1996,12.8,390,367,23,13,1,102,10,13,9,6,3,0,229,79,82,261,64,31,0,5,277,4,11,7,13,Matches
Ismail Jakobs,de GER,"DF,MF",Köln,21-180,1999,12.2,403,353,50,3,0,72,15,40,1,1,0,0,189,100,114,298,33,15,46,3,252,2,12,8,21,Matches
Tony Jantschke,de GER,DF,M'Gladbach,30-312,1990,2.8,248,245,3,2,0,17,6,0,0,0,0,0,213,14,21,42,194,8,1,2,229,0,5,1,2,Matches
Rune Jarstein,no NOR,GK,Hertha BSC,36-137,1984,2.0,69,49,20,4,0,1,3,0,0,0,0,0,24,3,42,8,49,0,0,6,37,2,1,1,1,Matches
Tin Jedvaj,hr CRO,DF,Leverkusen,25-077,1995,0.2,7,7,0,0,0,1,1,0,0,0,0,0,5,1,1,1,6,0,0,0,7,0,0,0,0,Matches
Fredrik Jensen,fi FIN,"FW,MF",Augsburg,23-157,1997,2.9,61,59,2,0,1,22,3,2,1,0,1,0,41,8,12,9,47,2,1,0,40,0,1,3,2,Matches
Marco John,de GER,DF,Hoffenheim,18-317,2002,6.0,284,235,49,1,0,25,6,11,0,0,0,0,177,72,35,181,42,10,48,0,230,1,1,10,15,Matches
Luka Jović,rs SRB,"FW,MF",Eint Frankfurt,23-052,1997,1.4,50,49,1,0,1,21,1,0,0,0,0,0,35,8,7,11,31,2,1,0,39,0,0,0,2,Matches
Ozan Kabak,tr TUR,DF,Schalke 04,20-325,2000,13.8,680,666,14,12,2,90,18,0,0,0,0,0,518,51,111,85,540,22,2,2,605,1,5,8,2,Matches
Pavel Kadeřábek,cz CZE,DF,Hoffenheim,28-294,1992,4.0,202,158,44,1,1,27,0,10,0,0,0,0,88,55,59,18,120,14,43,1,145,0,2,4,14,Matches
Sasa Kalajdzic,at AUT,FW,Stuttgart,23-221,1997,10.5,307,282,25,1,1,109,2,4,0,0,0,0,184,77,46,37,198,23,2,8,212,0,3,9,15,Matches
Daichi Kamada,jp JPN,"MF,FW",Eint Frankfurt,24-192,1996,15.1,563,500,63,13,3,112,23,31,46,11,13,8,382,75,106,84,422,39,1,8,414,3,7,12,29,Matches
Marcin Kamiński,pl POL,DF,Stuttgart,29-029,1992,1.4,128,124,4,2,0,10,3,0,0,0,0,0,105,8,15,96,21,5,2,0,115,0,1,0,1,Matches
Kevin Kampl,si SVN,MF,RB Leipzig,30-127,1990,14.2,896,864,32,24,4,133,6,1,2,1,1,0,699,83,114,94,750,30,6,2,800,2,11,8,14,Matches
Atakan Karazor,de GER,DF,Stuttgart,24-123,1996,4.3,225,214,11,9,0,21,1,0,0,0,0,0,180,18,27,22,186,10,0,0,192,0,2,3,3,Matches
Loris Karius,de GER,GK,Union Berlin,27-236,1993,0.2,7,3,4,1,0,0,0,0,0,0,0,0,1,0,6,1,6,0,0,0,3,0,0,0,0,Matches
Noah Katterbach,de GER,DF,Köln,19-306,2001,6.4,286,234,52,3,0,43,6,14,0,0,0,0,155,70,61,145,70,16,49,0,211,0,11,9,10,Matches
Yannik Keitel,de GER,MF,Freiburg,20-364,2000,0.8,13,13,0,0,0,2,0,0,0,0,0,0,9,0,4,4,6,1,0,0,11,0,0,0,1,Matches
Marc-Oliver Kempf,de GER,DF,Stuttgart,26-016,1995,18.7,1095,997,98,55,1,127,34,7,0,0,0,0,718,137,240,850,108,59,43,6,885,7,15,15,25,Matches
Rani Khedira,de GER,MF,Augsburg,27-017,1994,11.3,405,389,16,8,0,62,10,7,0,0,0,0,258,59,88,40,316,33,2,3,308,1,15,4,14,Matches
Sami Khedira,de GER,MF,Hertha BSC,33-315,1987,0.1,11,11,0,0,0,3,2,0,0,0,0,0,9,2,0,4,6,0,0,0,9,0,0,0,1,Matches
Luca Kilian,de GER,DF,Mainz 05,21-165,1999,4.2,222,214,8,8,0,20,6,0,0,0,0,0,168,14,40,24,176,13,0,0,193,0,2,2,3,Matches
Joshua Kimmich,de GER,MF,Bayern Munich,26-005,1995,12.2,1065,931,134,51,9,111,69,21,70,25,29,6,720,107,238,201,810,33,13,3,906,6,8,13,11,Matches
Davy Klaassen,nl NED,MF,Werder Bremen,27-358,1993,2.5,64,62,2,2,0,13,0,1,0,0,0,0,43,12,9,12,45,5,0,0,44,2,3,0,3,Matches
Felix Klaus,de GER,"DF,MF",Wolfsburg,28-153,1992,1.5,72,62,10,0,0,4,1,1,0,0,0,0,46,14,12,3,54,3,10,1,58,0,3,0,4,Matches
Klauss,br BRA,FW,Hoffenheim,23-349,1997,0.6,22,21,1,0,1,7,0,0,0,0,0,0,15,2,5,3,18,0,0,0,18,0,0,0,1,Matches
Philipp Klement,de GER,"MF,FW",Stuttgart,28-157,1992,2.7,199,159,40,15,0,21,8,7,20,6,12,1,121,25,53,176,14,2,5,0,156,0,3,1,6,Matches
Mateo Klimowicz,ar ARG,"FW,MF",Stuttgart,20-222,2000,9.4,206,195,11,1,2,35,4,3,1,1,0,0,169,14,23,70,125,4,3,1,158,1,2,10,8,Matches
Fabian Klos,de GER,FW,Arminia,33-073,1987,18.1,441,415,26,2,1,190,12,16,1,0,0,0,174,149,118,58,198,60,2,14,253,3,12,14,25,Matches
Lukas Klostermann,de GER,DF,RB Leipzig,24-256,1996,6.7,462,437,25,12,0,32,3,3,0,0,0,0,358,38,66,70,362,11,13,1,404,0,5,7,3,Matches
Justin Kluivert,nl NED,FW,RB Leipzig,21-284,1999,3.8,112,107,5,0,0,15,2,12,0,0,0,0,79,15,18,20,83,3,5,0,81,0,2,1,8,Matches
Lukas Klünter,de GER,DF,Hertha BSC,24-263,1996,1.0,48,37,11,1,0,9,1,1,0,0,0,0,31,8,9,8,30,0,10,0,33,0,4,1,3,Matches
Robin Knoche,de GER,DF,Union Berlin,28-267,1992,20.0,1191,1148,43,40,1,110,43,0,0,0,0,0,858,107,226,186,873,88,3,4,1009,3,24,9,10,Matches
Gregor Kobel,ch SUI,GK,Stuttgart,23-069,1997,20.0,745,553,192,26,0,44,7,0,0,0,0,0,516,18,211,124,479,0,0,122,615,1,16,5,3,Matches
Dominik Kohr,de GER,"MF,FW",Eint Frankfurt,27-013,1994,2.9,173,167,6,3,0,26,0,4,0,0,0,0,129,19,25,21,133,12,2,1,133,1,4,4,4,Matches
Dominik Kohr,de GER,MF,Mainz 05,27-013,1994,3.2,114,113,1,1,0,11,2,1,0,0,0,0,68,23,23,25,77,11,0,0,81,0,4,3,2,Matches
Sead Kolašinac,ba BIH,DF,Schalke 04,27-238,1993,4.8,268,234,34,3,0,25,1,4,0,0,0,0,184,42,42,204,23,8,31,1,219,1,9,9,5,Matches
Ibrahima Konaté,fr FRA,DF,RB Leipzig,21-264,1999,4.5,254,242,12,10,0,27,4,0,2,0,1,1,197,17,40,20,217,8,0,2,211,1,1,6,0,Matches
Filip Kostić,rs SRB,DF,Eint Frankfurt,28-104,1992,14.2,781,632,149,21,1,82,22,93,25,11,10,1,409,151,221,574,68,26,103,1,500,5,15,28,47,Matches
Nianzou Kouassi,fr FRA,DF,Bayern Munich,18-251,2002,0.2,7,6,1,1,0,2,0,0,0,0,0,0,6,1,0,0,6,1,0,0,7,0,0,0,0,Matches
Andrej Kramarić,hr CRO,"FW,MF",Hoffenheim,29-239,1991,15.7,604,553,51,12,1,83,11,33,8,1,1,1,447,78,79,84,485,12,18,3,463,7,8,22,25,Matches
Christoph Kramer,de GER,MF,M'Gladbach,29-360,1991,15.8,928,896,32,30,1,112,13,1,0,0,0,0,690,111,127,132,741,33,2,4,809,2,8,15,14,Matches
Max Kruse,de GER,"MF,FW",Union Berlin,32-331,1988,8.0,304,273,31,11,3,45,9,9,11,2,7,2,187,60,57,208,65,15,1,8,231,0,3,7,12,Matches
Lukas Kübler,de GER,DF,Freiburg,28-167,1992,5.0,231,182,49,0,1,38,6,10,0,0,0,0,90,47,94,19,130,24,49,1,141,2,4,5,13,Matches
Pierre Kunde,cm CMR,MF,Mainz 05,25-202,1995,5.7,294,273,21,12,2,47,13,3,6,0,5,1,182,43,69,34,237,15,2,5,224,1,3,11,8,Matches
Fabian Kunze,de GER,MF,Arminia,22-244,1998,8.2,365,359,6,6,0,74,6,2,0,0,0,0,261,38,66,31,286,29,0,0,291,1,6,7,6,Matches
Ahmed Kutucu,tr TUR,"FW,MF",Schalke 04,20-349,2000,1.2,37,34,3,0,0,6,2,2,0,0,0,0,24,7,6,8,22,4,0,0,22,1,0,2,2,Matches
Maxence Lacroix,fr FRA,DF,Wolfsburg,20-313,2000,17.1,1013,987,26,26,0,96,22,5,0,0,0,0,728,72,213,136,785,61,0,7,822,4,19,10,14,Matches
Stefan Lainer,at AUT,DF,M'Gladbach,28-170,1992,17.9,1062,877,185,19,2,123,14,50,1,0,1,0,601,217,244,202,648,33,165,3,786,5,18,22,49,Matches
Michael Langer,at AUT,GK,Schalke 04,36-038,1985,1.0,28,12,16,1,0,5,1,0,0,0,0,0,12,1,15,1,25,0,0,1,21,0,1,0,0,Matches
Danny Latza,de GER,MF,Mainz 05,31-068,1989,13.9,528,494,34,20,1,98,16,15,10,5,5,0,319,78,131,78,400,33,2,1,376,3,14,15,18,Matches
Valentino Lazaro,at AUT,"DF,FW",M'Gladbach,24-326,1996,4.2,243,201,42,10,0,30,5,11,2,0,1,0,157,42,44,34,166,9,30,0,193,0,3,6,4,Matches
Mathew Leckie,au AUS,"FW,MF",Hertha BSC,30-009,1991,2.2,83,82,1,0,0,17,5,4,0,0,0,0,52,14,17,13,55,6,1,3,62,0,2,2,4,Matches
Christopher Lenz,de GER,DF,Union Berlin,26-144,1994,17.5,941,743,198,12,1,130,24,41,1,0,1,0,494,167,280,528,163,37,185,5,702,2,23,25,40,Matches
Robert Lewandowski,pl POL,FW,Bayern Munich,32-176,1988,17.7,478,462,16,4,3,93,10,14,0,0,0,0,322,93,63,54,372,23,0,5,364,2,5,18,22,Matches
Philipp Lienhart,at AUT,DF,Freiburg,24-217,1996,20.0,1036,984,52,50,0,84,46,1,0,0,0,0,765,80,191,95,866,51,2,5,855,2,22,12,14,Matches
Dimitris Limnios,gr GRE,"MF,FW",Köln,22-262,1998,3.7,102,98,4,2,0,27,4,8,0,0,0,0,67,17,18,2,93,2,2,1,66,1,4,3,10,Matches
Eduard Löwen,de GER,"MF,DF",Hertha BSC,24-016,1997,0.4,32,27,5,1,0,4,0,3,0,0,0,0,19,6,7,2,25,1,4,0,22,1,0,0,2,Matches
Jan Luca Schuler,de GER,FW,Schalke 04,21-328,1999,0.1,3,3,0,0,0,2,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,Matches
Anderson Lucoqui,ao ANG,DF,Arminia,23-222,1997,9.1,435,332,103,15,0,73,6,4,0,0,0,0,242,83,110,283,43,16,88,0,303,0,11,15,24,Matches
Kilian Ludewig,de GER,DF,Schalke 04,20-345,2000,5.8,294,228,66,4,2,42,0,7,0,0,0,0,152,82,60,20,197,10,62,0,220,2,5,7,18,Matches
Dodi Lukebakio,be BEL,"FW,MF",Hertha BSC,23-142,1997,15.3,404,390,14,7,0,76,13,19,2,0,1,1,287,55,62,277,91,12,3,6,308,0,6,15,15,Matches
Andreas Luthe,de GER,GK,Union Berlin,33-340,1987,19.8,722,519,203,57,0,43,9,0,0,0,0,0,340,27,355,79,533,0,1,70,489,1,18,6,2,Matches
Tim Maciejewski,de GER,MF,Union Berlin,19-345,2001,0.1,3,3,0,0,0,1,0,0,0,0,0,0,2,1,0,0,3,0,0,0,2,0,0,0,1,Matches
Arne Maier,de GER,MF,Arminia,22-036,1999,1.2,60,59,1,1,0,18,0,2,0,0,0,0,41,12,7,11,45,3,0,1,49,0,0,3,2,Matches
Arne Maier,de GER,MF,Hertha BSC,22-036,1999,0.3,21,21,0,0,1,3,1,0,0,0,0,0,15,2,4,3,18,0,0,0,20,0,0,0,0,Matches
Yunus Mallı,tr TUR,MF,Wolfsburg,28-355,1992,0.6,13,12,1,0,0,1,0,0,0,0,0,0,10,2,1,1,12,0,0,0,11,0,0,0,0,Matches
Orel Mangala,be BEL,MF,Stuttgart,22-332,1998,19.0,849,836,13,10,3,132,6,9,1,0,1,0,713,65,71,108,711,22,2,1,721,1,8,26,13,Matches
Omar Marmoush,eg EGY,FW,Wolfsburg,22-006,1999,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,Matches
Aarón Martín,es ESP,DF,Mainz 05,23-297,1997,2.9,169,126,43,2,0,15,3,13,3,0,2,0,74,45,50,123,6,2,38,0,122,0,3,3,8,Matches
Javi Martínez,es ESP,"MF,DF",Bayern Munich,32-164,1988,3.1,243,240,3,2,0,20,3,0,0,0,0,0,194,19,30,46,174,13,1,2,216,0,5,1,0,Matches
Omar Mascarell,es ESP,MF,Schalke 04,28-011,1993,13.3,658,633,25,20,4,106,28,3,5,2,3,0,447,73,138,129,480,30,0,2,545,3,6,5,11,Matches
Roberto Massimo,de GER,"DF,FW",Stuttgart,20-124,2000,3.8,125,108,17,2,0,27,3,2,0,0,0,0,83,27,15,21,79,6,14,1,89,2,2,3,11,Matches
Jean-Philippe Mateta,fr FRA,FW,Mainz 05,23-230,1997,11.1,252,224,28,0,1,65,2,4,1,1,0,0,168,52,32,46,156,21,0,8,182,1,3,1,13,Matches
Rabbi Matondo,wal WAL,"FW,MF",Schalke 04,20-157,2000,2.4,40,40,0,0,0,13,2,1,0,0,0,0,31,6,3,9,28,2,0,0,34,0,0,0,4,Matches
Konstantinos Mavropanos,gr GRE,DF,Stuttgart,23-064,1997,6.0,385,324,61,14,0,46,20,3,1,0,0,0,214,71,100,58,243,24,46,2,294,2,6,16,8,Matches
Eric Maxim Choupo-Moting,cm CMR,"FW,MF",Bayern Munich,31-327,1989,1.8,27,26,1,0,0,8,0,0,0,0,0,0,23,4,0,2,21,0,0,1,24,0,0,0,0,Matches
Kevin Mbabu,ch SUI,DF,Wolfsburg,25-300,1995,6.8,352,274,78,0,0,33,12,18,0,0,0,0,153,95,104,48,189,28,78,0,253,1,10,14,18,Matches
Jean-Manuel Mbom,de GER,"MF,DF",Werder Bremen,20-355,2000,11.5,309,282,27,1,0,69,9,12,0,0,0,0,178,62,69,36,210,14,26,3,219,1,12,6,11,Matches
Nathan de Medina,be BEL,DF,Arminia,23-128,1997,4.7,224,163,61,5,0,35,3,5,0,0,0,0,107,47,70,33,124,10,56,1,158,1,7,3,8,Matches
Joshua Mees,de GER,FW,Union Berlin,24-304,1996,0.1,3,3,0,0,0,1,0,0,0,0,0,0,3,0,0,1,2,0,0,0,2,0,1,0,0,Matches
Admir Mehmedi,ch SUI,"MF,FW",Wolfsburg,29-334,1991,6.5,313,294,19,5,1,51,9,16,7,2,1,0,232,43,38,44,249,10,3,4,246,0,4,7,11,Matches
Hamza Mendyl,ma MAR,FW,Schalke 04,23-115,1997,1.1,29,27,2,1,0,7,0,2,0,0,0,0,24,1,4,20,5,1,1,0,23,0,0,0,2,Matches
Jorge Meré,es ESP,DF,Köln,23-302,1997,6.6,281,265,16,9,0,22,14,0,0,0,0,0,215,19,47,68,192,13,1,1,250,1,4,2,2,Matches
Thomas Meunier,be BEL,DF,Dortmund,29-154,1991,12.9,1035,921,114,7,4,123,22,41,0,0,0,0,688,162,185,67,807,44,107,2,838,2,8,21,35,Matches
Max Meyer,de GER,MF,Köln,25-148,1995,0.0,3,3,0,0,0,2,0,0,0,0,0,0,1,1,1,0,2,1,0,0,2,0,0,0,0,Matches
Maximilian Mittelstädt,de GER,"DF,MF",Hertha BSC,23-332,1997,11.9,711,592,119,17,1,81,36,34,1,0,0,1,384,147,180,469,103,30,101,1,543,4,16,14,27,Matches
Anthony Modeste,fr FRA,"FW,MF",Köln,32-305,1988,2.5,48,45,3,0,0,16,0,0,0,0,0,0,21,14,13,4,27,4,0,1,28,0,0,1,2,Matches
Kevin Möhwald,de GER,MF,Werder Bremen,27-225,1993,8.2,464,425,39,29,2,39,14,11,7,0,3,1,337,53,74,27,406,16,3,3,385,2,3,17,10,Matches
