player,nationality,position,squad,age,birth_year,minutes_90s,goals,shots_total,shots_on_target,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,matches
Theodor Gebre Selassie,cz CZE,DF,Werder Bremen,34-051,1986,19.0,1,8,4,50.0,0.42,0.21,0.13,0.25,14.0,0,0,0,0.6,0.6,0.07,+0.4,+0.4,Matches
Dennis Geiger,de GER,MF,Hoffenheim,22-248,1998,7.3,1,7,3,42.9,0.96,0.41,0.14,0.33,20.9,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
Christian Gentner,de GER,MF,Union Berlin,35-183,1985,4.7,0,1,0,0.0,0.21,0.00,0.00,,18.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Yannick Gerhardt,de GER,MF,Wolfsburg,26-337,1994,10.1,1,14,6,42.9,1.39,0.60,0.07,0.17,14.7,0,0,0,2.6,2.6,0.19,-1.6,-1.6,Matches
Hamadi Al Ghaddioui,ma MAR,"MF,FW",Stuttgart,30-144,1990,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Niko Gießelmann,de GER,DF,Union Berlin,29-140,1991,3.4,0,1,0,0.0,0.30,0.00,0.00,,21.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Rafał Gikiewicz,pl POL,GK,Augsburg,33-110,1987,21.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Daniel Ginczek,de GER,"FW,MF",Wolfsburg,29-306,1991,1.6,0,3,0,0.0,1.86,0.00,0.00,,11.2,0,0,0,0.4,0.4,0.13,-0.4,-0.4,Matches
Matthias Ginter,de GER,DF,M'Gladbach,27-025,1994,20.0,1,12,5,41.7,0.60,0.25,0.08,0.20,10.9,0,0,0,1.3,1.3,0.11,-0.3,-0.3,Matches
Robert Glatzel,de GER,FW,Mainz 05,27-036,1994,0.1,0,2,1,50.0,16.36,8.18,0.00,0.00,12.9,0,0,0,0.5,0.5,0.27,-0.5,-0.5,Matches
Serge Gnabry,de GER,"FW,MF",Bayern Munich,25-214,1995,13.7,5,43,20,46.5,3.13,1.46,0.12,0.25,16.4,0,0,0,5.3,5.3,0.12,-0.3,-0.3,Matches
Akaki Gogia,de GER,FW,Union Berlin,29-026,1992,1.6,0,2,2,100.0,1.29,1.29,0.00,0.00,21.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Nicolás González,ar ARG,"FW,DF",Stuttgart,22-313,1998,9.9,6,45,11,24.4,4.56,1.11,0.07,0.27,17.5,0,3,4,8.1,5.2,0.11,-2.1,-2.2,Matches
Leon Goretzka,de GER,MF,Bayern Munich,26-007,1995,12.7,2,22,9,40.9,1.73,0.71,0.09,0.22,14.9,0,0,0,2.8,2.8,0.13,-0.8,-0.8,Matches
Jeffrey Gouweleeuw,nl NED,DF,Augsburg,29-218,1991,20.0,1,1,1,100.0,0.05,0.05,1.00,1.00,13.0,0,0,0,0.2,0.2,0.25,+0.8,+0.8,Matches
Demarai Gray,eng ENG,FW,Leverkusen,24-230,1996,0.2,1,3,2,66.7,15.88,10.59,0.33,0.50,17.1,0,0,0,0.3,0.3,0.10,+0.7,+0.7,Matches
Michael Gregoritsch,at AUT,"FW,MF",Augsburg,26-301,1994,8.4,1,13,3,23.1,1.55,0.36,0.08,0.33,18.5,0,0,0,1.0,1.0,0.08,0.0,0.0,Matches
Sebastian Griesbeck,de GER,MF,Union Berlin,30-133,1990,8.3,0,4,1,25.0,0.48,0.12,0.00,0.00,14.8,0,0,0,0.4,0.4,0.11,-0.4,-0.4,Matches
Vincenzo Grifo,it ITA,"MF,FW",Freiburg,27-312,1993,16.6,7,34,20,58.8,2.04,1.20,0.12,0.20,19.4,5,3,3,5.5,3.2,0.09,+1.5,+0.8,Matches
Florian Grillitsch,at AUT,MF,Hoffenheim,25-190,1995,7.3,2,11,4,36.4,1.51,0.55,0.18,0.50,14.6,0,0,0,1.4,1.4,0.12,+0.6,+0.6,Matches
Christian Groß,de GER,"MF,DF",Werder Bremen,32-005,1989,9.8,0,3,0,0.0,0.31,0.00,0.00,,15.4,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
Ilia Gruev,bg BUL,FW,Werder Bremen,20-283,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Carlos Gruezo,ec ECU,MF,Augsburg,25-300,1995,17.1,0,12,0,0.0,0.70,0.00,0.00,,27.7,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
Mattéo Guendouzi,fr FRA,MF,Hertha BSC,21-305,1999,13.7,2,12,7,58.3,0.87,0.51,0.17,0.29,16.9,0,0,0,0.7,0.7,0.06,+1.3,+1.3,Matches
Raphaël Guerreiro,pt POR,DF,Dortmund,27-053,1993,14.7,2,24,10,41.7,1.63,0.68,0.08,0.20,19.3,2,0,0,2.1,2.1,0.09,-0.1,-0.1,Matches
Josuha Guilavogui,fr FRA,"MF,DF",Wolfsburg,30-147,1990,6.4,0,3,0,0.0,0.47,0.00,0.00,,17.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Péter Gulácsi,hu HUN,GK,RB Leipzig,30-283,1990,21.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Manuel Gulde,de GER,DF,Freiburg,30-001,1991,12.5,1,7,4,57.1,0.56,0.32,0.14,0.25,8.6,0,0,0,0.9,0.9,0.12,+0.1,+0.1,Matches
Robert Gumny,pl POL,DF,Augsburg,22-254,1998,6.6,0,3,2,66.7,0.45,0.30,0.00,0.00,17.2,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
Christian Günter,de GER,DF,Freiburg,27-351,1993,20.0,0,14,3,21.4,0.70,0.15,0.00,0.00,23.8,0,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches
Janik Haberer,de GER,"MF,FW",Freiburg,26-317,1994,2.2,0,3,1,33.3,1.38,0.46,0.00,0.00,18.8,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
Alexander Hack,de GER,DF,Mainz 05,27-158,1993,10.9,1,6,1,16.7,0.55,0.09,0.17,1.00,10.8,0,0,0,0.2,0.2,0.04,+0.8,+0.8,Matches
André Hahn,de GER,"FW,MF",Augsburg,30-184,1990,11.7,4,24,8,33.3,2.06,0.69,0.17,0.50,15.9,0,0,0,2.6,2.6,0.11,+1.4,+1.4,Matches
Amadou Haidara,ml MLI,"MF,FW",RB Leipzig,23-013,1998,12.4,1,24,5,20.8,1.94,0.40,0.04,0.20,18.8,0,0,0,2.8,2.8,0.12,-1.8,-1.8,Matches
Erling Håland,no NOR,FW,Dortmund,20-207,2000,14.1,14,49,25,51.0,3.47,1.77,0.27,0.52,12.7,0,1,2,12.2,10.7,0.22,+1.8,+2.3,Matches
Marcel Halstenberg,de GER,DF,RB Leipzig,29-139,1991,11.6,2,6,2,33.3,0.52,0.17,0.17,0.50,18.3,0,1,1,1.3,0.5,0.09,+0.7,+0.5,Matches
Amine Harit,ma MAR,"MF,FW",Schalke 04,23-240,1997,11.6,1,8,3,37.5,0.69,0.26,0.13,0.33,22.2,0,0,0,0.5,0.5,0.06,+0.5,+0.5,Matches
Marcel Hartel,de GER,MF,Arminia,25-025,1996,17.7,0,18,6,33.3,1.02,0.34,0.00,0.00,22.8,2,0,0,0.9,0.9,0.05,-0.9,-0.9,Matches
Makoto Hasebe,jp JPN,"DF,MF",Eint Frankfurt,37-026,1984,15.0,0,2,1,50.0,0.13,0.07,0.00,0.00,21.6,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
Thorgan Hazard,be BEL,"FW,DF",Dortmund,27-321,1993,1.8,1,3,2,66.7,1.64,1.09,0.33,0.50,15.0,0,0,0,0.3,0.3,0.11,+0.7,+0.7,Matches
Jonas Hector,de GER,MF,Köln,30-262,1990,5.7,0,7,2,28.6,1.23,0.35,0.00,0.00,19.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Hwang Hee-chan,kr KOR,"FW,MF",RB Leipzig,25-018,1996,1.7,0,4,2,50.0,2.40,1.20,0.00,0.00,12.1,0,0,0,0.4,0.4,0.11,-0.4,-0.4,Matches
Dominique Heintz,de GER,DF,Freiburg,27-182,1993,8.3,0,3,1,33.3,0.36,0.12,0.00,0.00,13.7,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
Benjamin Henrichs,de GER,"MF,DF",RB Leipzig,23-356,1997,3.9,0,3,1,33.3,0.78,0.26,0.00,0.00,23.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Lucas Hernández,fr FRA,DF,Bayern Munich,24-365,1996,9.8,0,3,1,33.3,0.31,0.10,0.00,0.00,12.3,0,0,0,0.7,0.7,0.24,-0.7,-0.7,Matches
Patrick Herrmann,de GER,FW,M'Gladbach,30-001,1991,8.9,0,18,7,38.9,2.03,0.79,0.00,0.00,15.8,1,0,0,2.4,2.4,0.13,-2.4,-2.4,Matches
Martin Hinteregger,at AUT,DF,Eint Frankfurt,28-159,1992,19.6,1,16,4,25.0,0.82,0.20,0.06,0.25,15.4,0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches
Marwin Hitz,ch SUI,GK,Dortmund,33-148,1987,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Nicolas Höfler,de GER,MF,Freiburg,30-341,1990,18.3,1,6,2,33.3,0.33,0.11,0.17,0.50,16.1,0,0,0,0.8,0.8,0.13,+0.2,+0.2,Matches
Jonas Hofmann,de GER,"FW,MF",M'Gladbach,28-214,1992,12.2,4,14,7,50.0,1.15,0.57,0.14,0.29,19.8,0,2,2,3.5,2.0,0.14,+0.5,0.0,Matches
Marco Höger,de GER,DF,Köln,31-150,1989,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Lucas Höler,de GER,"FW,MF",Freiburg,26-218,1994,13.8,2,27,7,25.9,1.96,0.51,0.07,0.29,12.4,0,0,0,4.5,4.5,0.18,-2.5,-2.5,Matches
Matthew Hoppe,us USA,FW,Schalke 04,19-337,2001,7.6,5,15,6,40.0,1.98,0.79,0.33,0.83,13.4,0,0,0,2.4,2.4,0.16,+2.6,+2.6,Matches
Jannes Horn,de GER,DF,Köln,24-007,1997,12.7,0,1,1,100.0,0.08,0.08,0.00,0.00,26.1,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Timo Horn,de GER,GK,Köln,27-277,1993,19.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Lukáš Hrádecký,fi FIN,GK,Leverkusen,31-081,1989,20.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ajdin Hrustic,au AUS,"MF,FW",Eint Frankfurt,24-223,1996,0.9,0,1,1,100.0,1.11,1.11,0.00,0.00,27.3,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Florian Hübner,de GER,DF,Union Berlin,29-349,1991,4.8,0,3,1,33.3,0.62,0.21,0.00,0.00,15.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Mats Hummels,de GER,DF,Dortmund,32-059,1988,19.9,3,17,9,52.9,0.86,0.45,0.18,0.33,10.4,0,0,0,2.4,2.4,0.14,+0.6,+0.6,Matches
Klaas-Jan Huntelaar,nl NED,FW,Schalke 04,37-185,1983,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Iago,br BRA,DF,Augsburg,23-327,1997,13.4,1,5,1,20.0,0.37,0.07,0.20,1.00,17.8,0,0,0,0.8,0.8,0.16,+0.2,+0.2,Matches
Vedad Ibišević,ba BIH,FW,Schalke 04,36-191,1984,1.7,0,2,0,0.0,1.15,0.00,0.00,,6.0,0,0,0,0.5,0.5,0.27,-0.5,-0.5,Matches
Stefan Ilsanker,at AUT,MF,Eint Frankfurt,31-271,1989,9.2,1,7,2,28.6,0.76,0.22,0.14,0.50,15.3,0,0,0,0.5,0.5,0.07,+0.5,+0.5,Matches
Marcus Ingvartsen,dk DEN,"MF,FW",Union Berlin,25-040,1996,12.8,2,21,7,33.3,1.65,0.55,0.10,0.29,18.7,2,0,1,2.5,1.7,0.08,-0.5,+0.3,Matches
Ismail Jakobs,de GER,"DF,MF",Köln,21-180,1999,12.2,0,15,4,26.7,1.23,0.33,0.00,0.00,14.9,0,0,0,1.7,1.7,0.11,-1.7,-1.7,Matches
Tony Jantschke,de GER,DF,M'Gladbach,30-312,1990,2.8,0,2,1,50.0,0.70,0.35,0.00,0.00,10.8,0,0,0,0.2,0.2,0.11,-0.2,-0.2,Matches
Rune Jarstein,no NOR,GK,Hertha BSC,36-137,1984,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Tin Jedvaj,hr CRO,DF,Leverkusen,25-077,1995,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Fredrik Jensen,fi FIN,"FW,MF",Augsburg,23-157,1997,2.9,0,2,0,0.0,0.69,0.00,0.00,,23.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Marco John,de GER,DF,Hoffenheim,18-317,2002,6.0,0,3,0,0.0,0.50,0.00,0.00,,20.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Luka Jović,rs SRB,"FW,MF",Eint Frankfurt,23-052,1997,1.4,3,5,4,80.0,3.54,2.83,0.60,0.75,12.5,0,0,0,0.6,0.6,0.13,+2.4,+2.4,Matches
Ozan Kabak,tr TUR,DF,Schalke 04,20-325,2000,13.8,0,12,1,8.3,0.87,0.07,0.00,0.00,12.7,0,0,0,1.0,1.0,0.09,-1.0,-1.0,Matches
Pavel Kadeřábek,cz CZE,DF,Hoffenheim,28-294,1992,4.0,0,4,2,50.0,0.99,0.49,0.00,0.00,11.3,0,0,0,0.8,0.8,0.19,-0.8,-0.8,Matches
Sasa Kalajdzic,at AUT,FW,Stuttgart,23-221,1997,10.5,8,35,13,37.1,3.34,1.24,0.23,0.62,12.3,0,0,0,4.3,4.3,0.12,+3.7,+3.7,Matches
Daichi Kamada,jp JPN,"MF,FW",Eint Frankfurt,24-192,1996,15.1,2,21,3,14.3,1.39,0.20,0.10,0.67,17.3,2,0,0,3.0,3.0,0.14,-1.0,-1.0,Matches
Marcin Kamiński,pl POL,DF,Stuttgart,29-029,1992,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Kevin Kampl,si SVN,MF,RB Leipzig,30-127,1990,14.2,0,8,1,12.5,0.56,0.07,0.00,0.00,21.1,0,0,0,0.9,0.9,0.11,-0.9,-0.9,Matches
Atakan Karazor,de GER,DF,Stuttgart,24-123,1996,4.3,0,2,1,50.0,0.46,0.23,0.00,0.00,14.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Loris Karius,de GER,GK,Union Berlin,27-236,1993,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Noah Katterbach,de GER,DF,Köln,19-306,2001,6.4,0,4,0,0.0,0.63,0.00,0.00,,22.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Yannik Keitel,de GER,MF,Freiburg,20-364,2000,0.8,0,2,0,0.0,2.54,0.00,0.00,,17.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Marc-Oliver Kempf,de GER,DF,Stuttgart,26-016,1995,18.7,2,12,5,41.7,0.64,0.27,0.17,0.40,14.4,0,0,0,1.1,1.1,0.10,+0.9,+0.9,Matches
Rani Khedira,de GER,MF,Augsburg,27-017,1994,11.3,0,5,1,20.0,0.44,0.09,0.00,0.00,19.7,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches
Sami Khedira,de GER,MF,Hertha BSC,33-315,1987,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Luca Kilian,de GER,DF,Mainz 05,21-165,1999,4.2,0,1,0,0.0,0.24,0.00,0.00,,12.0,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
Joshua Kimmich,de GER,MF,Bayern Munich,26-005,1995,12.2,2,18,8,44.4,1.48,0.66,0.11,0.25,20.1,1,0,0,1.7,1.7,0.09,+0.3,+0.3,Matches
Davy Klaassen,nl NED,MF,Werder Bremen,27-358,1993,2.5,0,4,0,0.0,1.62,0.00,0.00,,21.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Felix Klaus,de GER,"DF,MF",Wolfsburg,28-153,1992,1.5,0,1,0,0.0,0.66,0.00,0.00,,30.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Klauss,br BRA,FW,Hoffenheim,23-349,1997,0.6,0,1,1,100.0,1.76,1.76,0.00,0.00,8.0,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
Philipp Klement,de GER,"MF,FW",Stuttgart,28-157,1992,2.7,0,5,2,40.0,1.83,0.73,0.00,0.00,22.8,1,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Mateo Klimowicz,ar ARG,"FW,MF",Stuttgart,20-222,2000,9.4,1,27,8,29.6,2.87,0.85,0.04,0.13,16.9,0,0,0,3.6,3.6,0.13,-2.6,-2.6,Matches
Fabian Klos,de GER,FW,Arminia,33-073,1987,18.1,3,23,12,52.2,1.27,0.66,0.13,0.25,12.6,0,0,0,3.8,3.8,0.17,-0.8,-0.8,Matches
Lukas Klostermann,de GER,DF,RB Leipzig,24-256,1996,6.7,0,5,0,0.0,0.75,0.00,0.00,,9.9,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
Justin Kluivert,nl NED,FW,RB Leipzig,21-284,1999,3.8,1,6,3,50.0,1.57,0.78,0.17,0.33,14.2,0,0,0,1.6,1.6,0.27,-0.6,-0.6,Matches
Lukas Klünter,de GER,DF,Hertha BSC,24-263,1996,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Robin Knoche,de GER,DF,Union Berlin,28-267,1992,20.0,1,7,2,28.6,0.35,0.10,0.14,0.50,12.4,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
Gregor Kobel,ch SUI,GK,Stuttgart,23-069,1997,20.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Dominik Kohr,de GER,"MF,FW",Eint Frankfurt,27-013,1994,2.9,0,5,0,0.0,1.73,0.00,0.00,,18.7,1,0,0,0.5,0.5,0.11,-0.5,-0.5,Matches
Dominik Kohr,de GER,MF,Mainz 05,27-013,1994,3.2,0,3,1,33.3,0.94,0.31,0.00,0.00,21.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Sead Kolašinac,ba BIH,DF,Schalke 04,27-238,1993,4.8,0,2,0,0.0,0.42,0.00,0.00,,16.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
Ibrahima Konaté,fr FRA,DF,RB Leipzig,21-264,1999,4.5,1,3,1,33.3,0.67,0.22,0.33,1.00,6.4,0,0,0,0.4,0.4,0.12,+0.6,+0.6,Matches
Filip Kostić,rs SRB,DF,Eint Frankfurt,28-104,1992,14.2,2,30,13,43.3,2.12,0.92,0.07,0.15,20.2,2,0,0,2.4,2.4,0.08,-0.4,-0.4,Matches
Nianzou Kouassi,fr FRA,DF,Bayern Munich,18-251,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Andrej Kramarić,hr CRO,"FW,MF",Hoffenheim,29-239,1991,15.7,13,52,25,48.1,3.31,1.59,0.15,0.32,16.8,3,5,5,11.1,7.3,0.14,+1.9,+0.7,Matches
Christoph Kramer,de GER,MF,M'Gladbach,29-360,1991,15.8,0,4,0,0.0,0.25,0.00,0.00,,25.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Max Kruse,de GER,"MF,FW",Union Berlin,32-331,1988,8.0,6,9,5,55.6,1.12,0.62,0.33,0.60,19.3,0,3,4,3.8,0.7,0.08,+2.2,+2.3,Matches
Lukas Kübler,de GER,DF,Freiburg,28-167,1992,5.0,0,1,1,100.0,0.20,0.20,0.00,0.00,11.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Pierre Kunde,cm CMR,MF,Mainz 05,25-202,1995,5.7,0,7,0,0.0,1.23,0.00,0.00,,25.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Fabian Kunze,de GER,MF,Arminia,22-244,1998,8.2,0,3,0,0.0,0.36,0.00,0.00,,14.1,0,0,0,0.4,0.4,0.13,-0.4,-0.4,Matches
Ahmed Kutucu,tr TUR,"FW,MF",Schalke 04,20-349,2000,1.2,0,2,0,0.0,1.67,0.00,0.00,,14.0,0,0,0,0.3,0.3,0.13,-0.3,-0.3,Matches
Maxence Lacroix,fr FRA,DF,Wolfsburg,20-313,2000,17.1,0,11,1,9.1,0.64,0.06,0.00,0.00,9.2,0,0,0,0.8,0.8,0.07,-0.8,-0.8,Matches
Stefan Lainer,at AUT,DF,M'Gladbach,28-170,1992,17.9,1,13,4,30.8,0.73,0.22,0.08,0.25,18.1,0,0,0,0.9,0.9,0.07,+0.1,+0.1,Matches
Michael Langer,at AUT,GK,Schalke 04,36-038,1985,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Danny Latza,de GER,MF,Mainz 05,31-068,1989,13.9,0,11,4,36.4,0.79,0.29,0.00,0.00,17.4,0,0,0,1.2,1.2,0.11,-1.2,-1.2,Matches
Valentino Lazaro,at AUT,"DF,FW",M'Gladbach,24-326,1996,4.2,1,2,1,50.0,0.47,0.24,0.50,1.00,18.9,0,0,0,0.1,0.1,0.03,+0.9,+0.9,Matches
Mathew Leckie,au AUS,"FW,MF",Hertha BSC,30-009,1991,2.2,0,1,1,100.0,0.45,0.45,0.00,0.00,12.8,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Christopher Lenz,de GER,DF,Union Berlin,26-144,1994,17.5,0,11,4,36.4,0.63,0.23,0.00,0.00,22.7,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
Robert Lewandowski,pl POL,FW,Bayern Munich,32-176,1988,17.7,24,74,30,40.5,4.19,1.70,0.26,0.63,15.3,4,5,6,16.8,12.2,0.17,+7.2,+6.8,Matches
Philipp Lienhart,at AUT,DF,Freiburg,24-217,1996,20.0,3,7,3,42.9,0.35,0.15,0.43,1.00,6.6,0,0,0,1.4,1.4,0.21,+1.6,+1.6,Matches
Dimitris Limnios,gr GRE,"MF,FW",Köln,22-262,1998,3.7,0,4,2,50.0,1.08,0.54,0.00,0.00,17.5,0,0,0,0.5,0.5,0.13,-0.5,-0.5,Matches
Eduard Löwen,de GER,"MF,DF",Hertha BSC,24-016,1997,0.4,0,1,0,0.0,2.57,0.00,0.00,,19.1,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Jan Luca Schuler,de GER,FW,Schalke 04,21-328,1999,0.1,0,1,0,0.0,9.00,0.00,0.00,,13.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Anderson Lucoqui,ao ANG,DF,Arminia,23-222,1997,9.1,0,4,1,25.0,0.44,0.11,0.00,0.00,32.5,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Kilian Ludewig,de GER,DF,Schalke 04,20-345,2000,5.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Dodi Lukebakio,be BEL,"FW,MF",Hertha BSC,23-142,1997,15.3,3,28,14,50.0,1.83,0.91,0.11,0.21,14.3,1,0,0,4.5,4.5,0.16,-1.5,-1.5,Matches
Andreas Luthe,de GER,GK,Union Berlin,33-340,1987,19.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Tim Maciejewski,de GER,MF,Union Berlin,19-345,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Arne Maier,de GER,MF,Hertha BSC,22-036,1999,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Arne Maier,de GER,MF,Arminia,22-036,1999,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Yunus Mallı,tr TUR,MF,Wolfsburg,28-355,1992,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Orel Mangala,be BEL,MF,Stuttgart,22-332,1998,19.0,1,23,7,30.4,1.21,0.37,0.04,0.14,20.7,0,0,0,1.2,1.2,0.05,-0.2,-0.2,Matches
Omar Marmoush,eg EGY,FW,Wolfsburg,22-006,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Aarón Martín,es ESP,DF,Mainz 05,23-297,1997,2.9,0,1,0,0.0,0.34,0.00,0.00,,23.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Javi Martínez,es ESP,"MF,DF",Bayern Munich,32-164,1988,3.1,0,1,0,0.0,0.32,0.00,0.00,,6.0,0,0,0,0.3,0.3,0.27,-0.3,-0.3,Matches
Omar Mascarell,es ESP,MF,Schalke 04,28-011,1993,13.3,1,8,3,37.5,0.60,0.23,0.13,0.33,23.6,1,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
Roberto Massimo,de GER,"DF,FW",Stuttgart,20-124,2000,3.8,0,8,2,25.0,2.08,0.52,0.00,0.00,14.2,0,0,0,1.1,1.1,0.13,-1.1,-1.1,Matches
Jean-Philippe Mateta,fr FRA,FW,Mainz 05,23-230,1997,11.1,7,27,13,48.1,2.44,1.17,0.22,0.46,11.9,1,1,1,7.4,6.7,0.25,-0.4,-0.7,Matches
Rabbi Matondo,wal WAL,"FW,MF",Schalke 04,20-157,2000,2.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Konstantinos Mavropanos,gr GRE,DF,Stuttgart,23-064,1997,6.0,0,7,2,28.6,1.16,0.33,0.00,0.00,9.5,0,0,0,0.8,0.8,0.11,-0.8,-0.8,Matches
Eric Maxim Choupo-Moting,cm CMR,"FW,MF",Bayern Munich,31-327,1989,1.8,0,2,1,50.0,1.12,0.56,0.00,0.00,9.8,0,0,0,0.5,0.5,0.27,-0.5,-0.5,Matches
Kevin Mbabu,ch SUI,DF,Wolfsburg,25-300,1995,6.8,0,1,1,100.0,0.15,0.15,0.00,0.00,9.2,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Jean-Manuel Mbom,de GER,"MF,DF",Werder Bremen,20-355,2000,11.5,0,6,1,16.7,0.52,0.09,0.00,0.00,17.9,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
Nathan de Medina,be BEL,DF,Arminia,23-128,1997,4.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Joshua Mees,de GER,FW,Union Berlin,24-304,1996,0.1,0,2,0,0.0,36.00,0.00,0.00,,12.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Admir Mehmedi,ch SUI,"MF,FW",Wolfsburg,29-334,1991,6.5,0,5,2,40.0,0.77,0.31,0.00,0.00,15.3,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches
Hamza Mendyl,ma MAR,FW,Schalke 04,23-115,1997,1.1,0,2,0,0.0,1.89,0.00,0.00,,17.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
