player,nationality,position,squad,age,birth_year,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,gca_og_for,matches
Florian Neuhaus,de GER,MF,M'Gladbach,23-334,1997,16.1,35,2.17,28,1,2,2,2,0,7,0.43,6,1,0,0,0,0,0,Matches
Jessic Ngankam,de GER,FW,Hertha BSC,20-208,2000,1.4,1,0.73,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Moussa Niakhate,fr FRA,DF,Mainz 05,24-342,1996,17.8,11,0.62,8,0,1,0,1,1,0,0.00,0,0,0,0,0,0,0,Matches
Florian Niederlechner,de GER,FW,Augsburg,30-112,1990,12.9,19,1.48,14,0,3,0,1,1,4,0.31,4,0,0,0,0,0,0,Matches
Joakim Nilsson,se SWE,DF,Arminia,27-007,1994,9.0,2,0.22,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Christopher Nkunku,fr FRA,"FW,MF",RB Leipzig,23-091,1997,11.4,72,6.29,31,22,5,5,8,1,8,0.70,3,1,2,1,1,0,0,Matches
Håvard Nordtveit,no NOR,DF,Hoffenheim,30-237,1990,6.8,6,0.88,4,0,0,2,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Kasim Nuhu,gh GHA,DF,Hoffenheim,25-236,1995,8.0,3,0.38,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Bastian Oczipka,de GER,DF,Schalke 04,32-032,1989,14.5,37,2.56,24,11,0,0,2,0,1,0.07,1,0,0,0,0,0,0,Matches
Dani Olmo,es ESP,"MF,FW",RB Leipzig,22-282,1998,16.3,73,4.47,55,0,4,10,3,1,14,0.86,9,0,1,2,1,1,0,Matches
Karim Onisiwo,at AUT,"FW,MF",Mainz 05,28-333,1992,11.1,21,1.90,15,0,1,1,3,1,2,0.18,0,0,1,0,1,0,0,Matches
Willi Orban,hu HUN,DF,RB Leipzig,28-102,1992,15.3,10,0.66,7,0,0,2,1,0,1,0.07,0,0,0,0,1,0,0,Matches
Stefan Ortega,de GER,GK,Arminia,28-099,1992,19.0,11,0.58,9,2,0,0,0,0,2,0.11,2,0,0,0,0,0,0,Matches
Yuya Osako,jp JPN,"FW,MF",Werder Bremen,30-271,1990,6.0,17,2.83,14,0,1,0,1,1,3,0.50,2,0,0,0,0,1,0,Matches
Paulo Otávio,br BRA,DF,Wolfsburg,26-082,1994,10.4,16,1.54,13,1,1,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
Reece Oxford,eng ENG,DF,Augsburg,22-059,1998,8.7,4,0.46,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
Salih Özcan,de GER,MF,Köln,23-033,1998,10.9,17,1.56,11,1,2,0,3,0,2,0.18,2,0,0,0,0,0,0,Matches
Levin Öztunalı,de GER,"DF,FW",Mainz 05,24-335,1996,7.6,18,2.38,14,2,1,0,1,0,2,0.26,2,0,0,0,0,0,0,Matches
Gonçalo Paciência,pt POR,FW,Schalke 04,26-196,1994,6.2,12,1.94,6,0,2,3,1,0,3,0.48,1,0,1,0,1,0,0,Matches
Exequiel Palacios,ar ARG,MF,Leverkusen,22-131,1998,1.0,1,1.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Matondo-Merveille Papela,de GER,DF,Mainz 05,20-026,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Felix Passlack,de GER,DF,Dortmund,22-260,1998,3.8,6,1.56,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Benjamin Pavard,fr FRA,DF,Bayern Munich,24-322,1996,13.4,15,1.12,13,1,0,0,1,0,1,0.07,1,0,0,0,0,0,0,Matches
Jiří Pavlenka,cz CZE,GK,Werder Bremen,28-305,1992,19.0,1,0.05,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Mads Pedersen,dk DEN,DF,Augsburg,24-165,1996,4.4,12,2.71,5,5,0,0,2,0,1,0.23,0,0,0,0,1,0,0,Matches
Peter Pekarík,sk SVK,DF,Hertha BSC,34-106,1986,14.9,18,1.21,16,1,0,0,1,0,1,0.07,1,0,0,0,0,0,0,Matches
Philipp Pentke,de GER,GK,Hoffenheim,35-288,1985,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Pavao Pervan,at AUT,GK,Wolfsburg,33-092,1987,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Nils Petersen,de GER,FW,Freiburg,32-069,1988,10.1,19,1.89,14,0,0,4,0,1,1,0.10,0,0,0,1,0,0,0,Matches
Maximilian Philipp,de GER,MF,Wolfsburg,26-349,1994,6.3,13,2.05,9,0,2,1,1,0,2,0.32,2,0,0,0,0,0,0,Matches
Krzysztof Piątek,pl POL,FW,Hertha BSC,25-227,1995,11.3,11,0.97,10,0,0,0,0,1,3,0.27,3,0,0,0,0,0,0,Matches
Amos Pieper,de GER,DF,Arminia,23-027,1998,15.8,7,0.44,7,0,0,0,0,0,1,0.06,1,0,0,0,0,0,0,Matches
Łukasz Piszczek,pl POL,DF,Dortmund,35-255,1985,0.7,1,1.53,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Marvin Plattenhardt,de GER,DF,Hertha BSC,29-018,1992,8.2,19,2.31,13,4,1,0,1,0,1,0.12,1,0,0,0,0,0,0,Matches
Alassane Pléa,fr FRA,FW,M'Gladbach,27-340,1993,10.1,30,2.98,22,0,3,2,3,0,5,0.50,4,0,0,1,0,0,0,Matches
Joel Pohjanpalo,fi FIN,MF,Leverkusen,26-153,1994,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Joel Pohjanpalo,fi FIN,FW,Union Berlin,26-153,1994,3.1,5,1.61,4,0,0,0,1,0,1,0.32,1,0,0,0,0,0,0,Matches
Marin Pongračić,hr CRO,DF,Wolfsburg,23-155,1997,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Stefan Posch,at AUT,DF,Hoffenheim,23-275,1997,14.9,17,1.14,16,0,0,1,0,0,1,0.07,1,0,0,0,0,0,0,Matches
Yussuf Poulsen,dk DEN,FW,RB Leipzig,26-243,1994,9.7,26,2.68,19,0,1,2,3,1,5,0.52,3,0,1,0,1,0,0,Matches
Manuel Prietl,at AUT,MF,Arminia,29-194,1991,13.0,8,0.62,6,0,0,0,0,2,2,0.15,2,0,0,0,0,0,0,Matches
Grischa Prömel,de GER,MF,Union Berlin,26-035,1995,11.9,26,2.19,16,0,1,2,4,3,2,0.17,0,0,0,1,1,0,0,Matches
Robin Quaison,se SWE,"FW,MF",Mainz 05,27-127,1993,13.0,28,2.15,18,0,4,2,2,2,4,0.31,2,0,0,2,0,0,0,Matches
Nemanja Radonjić,rs SRB,FW,Hertha BSC,24-364,1996,0.3,2,6.43,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Benito Raman,be BEL,"FW,MF",Schalke 04,26-098,1994,10.2,24,2.35,19,0,2,2,1,0,0,0.00,0,0,0,0,0,0,0,Matches
Milot Rashica,xk KVX,"FW,MF",Werder Bremen,24-230,1996,4.2,8,1.89,5,0,2,1,0,0,1,0.24,1,0,0,0,0,0,0,Matches
Daishawn Redan,nl NED,"MF,FW",Hertha BSC,20-011,2001,0.8,1,1.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Reinier,br BRA,"MF,FW",Dortmund,19-025,2002,1.1,2,1.89,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
Rocco Reitz,de GER,MF,M'Gladbach,18-260,2002,0.7,3,4.58,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Marco Reus,de GER,"MF,FW",Dortmund,31-258,1989,14.4,51,3.55,31,6,4,5,3,2,7,0.49,4,1,0,1,0,1,0,Matches
Elvis Rexhbeçaj,de GER,"MF,FW",Köln,23-104,1997,13.4,32,2.39,13,10,1,3,4,1,4,0.30,2,0,0,1,0,1,0,Matches
Gio Reyna,us USA,"FW,MF",Dortmund,18-092,2002,14.0,50,3.57,32,4,5,2,7,0,9,0.64,5,1,1,1,1,0,0,Matches
Chris Richards,us USA,DF,Bayern Munich,20-322,2000,1.0,3,3.03,3,0,0,0,0,0,1,1.01,1,0,0,0,0,0,0,Matches
Chris Richards,us USA,DF,Hoffenheim,20-322,2000,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Marco Richter,de GER,"FW,MF",Augsburg,23-081,1997,7.9,18,2.28,7,1,7,0,2,1,1,0.13,0,0,0,0,0,1,0,Matches
Marc Roca,es ESP,MF,Bayern Munich,24-079,1996,1.0,2,2.00,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Sebastian Rode,de GER,MF,Eint Frankfurt,30-125,1990,9.9,28,2.83,23,1,1,0,3,0,3,0.30,2,0,0,0,1,0,0,Matches
Jérôme Roussillon,fr FRA,DF,Wolfsburg,28-038,1993,10.3,16,1.55,15,0,0,1,0,0,1,0.10,1,0,0,0,0,0,0,Matches
Sebastian Rudy,de GER,DF,Schalke 04,30-351,1990,2.0,4,2.00,1,3,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Sebastian Rudy,de GER,"MF,DF",Hoffenheim,30-351,1990,11.8,28,2.38,23,4,1,0,0,0,2,0.17,2,0,0,0,0,0,0,Matches
Julian Ryerson,no NOR,"DF,MF",Union Berlin,23-088,1997,5.6,4,0.71,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Frederik Rønnow,dk DEN,GK,Schalke 04,28-193,1992,6.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
João Victor Santos Sá,br BRA,"FW,MF",Wolfsburg,26-323,1994,2.9,11,3.81,7,0,1,2,0,1,1,0.35,1,0,0,0,0,0,0,Matches
Marcel Sabitzer,at AUT,MF,RB Leipzig,26-333,1994,13.1,35,2.67,32,0,0,3,0,0,3,0.23,2,0,0,1,0,0,0,Matches
Roland Sallai,hu HUN,"MF,FW",Freiburg,23-267,1997,10.6,20,1.88,15,1,0,2,2,0,5,0.47,3,0,0,1,1,0,0,Matches
Lazar Samardzic,de GER,"MF,FW",RB Leipzig,18-355,2002,2.0,4,2.02,3,0,1,0,0,0,1,0.51,1,0,0,0,0,0,0,Matches
Diadie Samassékou,ml MLI,MF,Hoffenheim,25-033,1996,16.6,21,1.26,15,1,1,2,0,2,3,0.18,2,0,0,1,0,0,0,Matches
Jadon Sancho,eng ENG,FW,Dortmund,20-325,2000,16.7,88,5.28,60,18,5,2,2,1,14,0.84,9,1,1,1,2,0,0,Matches
Leroy Sané,de GER,"FW,MF",Bayern Munich,25-033,1996,10.4,37,3.54,29,2,5,0,1,0,8,0.77,8,0,0,0,0,0,0,Matches
Salif Sané,sn SEN,DF,Schalke 04,30-172,1990,8.5,6,0.71,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Baptiste Santamaria,fr FRA,MF,Freiburg,25-341,1995,15.1,25,1.66,19,0,1,2,2,1,3,0.20,2,0,0,1,0,0,0,Matches
Josh Sargent,us USA,FW,Werder Bremen,20-359,2000,16.2,38,2.34,24,0,4,4,5,1,4,0.25,1,0,0,1,1,1,0,Matches
Bouna Sarr,gn GUI,DF,Bayern Munich,29-013,1992,3.0,3,1.00,2,0,1,0,0,0,1,0.33,1,0,0,0,0,0,0,Matches
Patrik Schick,cz CZE,FW,Leverkusen,25-020,1996,10.5,26,2.48,19,0,3,3,1,0,3,0.29,3,0,0,0,0,0,0,Matches
Sven Schipplock,de GER,"FW,MF",Arminia,32-097,1988,6.8,14,2.06,11,0,1,0,2,0,1,0.15,1,0,0,0,0,0,0,Matches
Xaver Schlager,at AUT,MF,Wolfsburg,23-138,1997,16.9,30,1.78,25,0,0,3,1,1,3,0.18,2,0,0,1,0,0,0,Matches
Keven Schlotterbeck,de GER,DF,Freiburg,23-291,1997,12.4,5,0.40,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Nico Schlotterbeck,de GER,DF,Union Berlin,21-074,1999,4.3,6,1.38,4,0,0,1,0,1,1,0.23,1,0,0,0,0,0,0,Matches
Jonathan Schmid,fr FRA,DF,Freiburg,30-232,1990,14.9,33,2.21,23,5,1,2,1,1,5,0.33,3,1,0,0,0,1,0,Matches
Romano Schmid,at AUT,FW,Werder Bremen,21-017,2000,5.3,12,2.27,9,0,1,1,1,0,3,0.57,2,0,0,0,1,0,0,Matches
Benno Schmitz,de GER,DF,Köln,26-088,1994,1.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Alessandro Schöpf,at AUT,"FW,MF",Schalke 04,27-006,1994,7.9,10,1.26,7,0,1,1,1,0,0,0.00,0,0,0,0,0,0,0,Matches
Nico Schulz,de GER,DF,Dortmund,27-318,1993,1.6,2,1.25,2,0,0,0,0,0,1,0.62,1,0,0,0,0,0,0,Matches
Alexander Schwolow,de GER,GK,Hertha BSC,28-256,1992,18.0,1,0.06,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Davie Selke,de GER,FW,Werder Bremen,26-024,1995,4.1,5,1.22,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Suat Serdar,de GER,MF,Schalke 04,23-308,1997,11.5,20,1.73,16,0,0,1,2,1,2,0.17,2,0,0,0,0,0,0,Matches
Ryan Sessegnon,eng ENG,DF,Hoffenheim,20-271,2000,9.2,12,1.31,12,0,0,0,0,0,2,0.22,2,0,0,0,0,0,0,Matches
Nils Seufert,de GER,"MF,FW",Arminia,24-010,1997,3.3,5,1.51,3,1,0,0,1,0,1,0.30,1,0,0,0,0,0,0,Matches
André Silva,pt POR,FW,Eint Frankfurt,25-099,1995,18.1,41,2.27,26,0,4,4,6,1,8,0.44,3,0,0,1,4,0,0,Matches
Jóan Símun Edmundsson,fo FRO,"MF,FW",Arminia,29-202,1991,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Daley Sinkgraven,nl NED,DF,Leverkusen,25-224,1995,14.7,28,1.91,22,4,0,0,1,1,3,0.20,2,0,0,0,1,0,0,Matches
Tobias Sippel,de GER,GK,M'Gladbach,32-328,1988,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Ellyes Skhiri,tn TUN,MF,Köln,25-279,1995,18.2,19,1.04,15,1,0,3,0,0,2,0.11,1,0,0,1,0,0,0,Matches
Robert Skov,dk DEN,"DF,FW",Hoffenheim,24-269,1996,7.1,17,2.40,10,6,0,1,0,0,1,0.14,0,0,0,1,0,0,0,Matches
Steven Skrzybski,de GER,FW,Schalke 04,28-087,1992,4.1,7,1.71,3,1,0,2,1,0,1,0.24,0,0,0,1,0,0,0,Matches
Yann Sommer,ch SUI,GK,M'Gladbach,32-058,1988,19.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Borna Sosa,hr CRO,DF,Stuttgart,23-023,1998,12.5,36,2.87,31,3,0,1,1,0,4,0.32,4,0,0,0,0,0,0,Matches
Cebio Soukou,bj BEN,"FW,MF",Arminia,28-134,1992,4.7,8,1.70,6,0,1,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
Djibril Sow,ch SUI,MF,Eint Frankfurt,24-007,1997,13.1,19,1.45,17,0,0,0,1,1,4,0.30,3,0,0,0,1,0,0,Matches
Jerry St. Juste,nl NED,DF,Mainz 05,24-117,1996,18.0,17,0.94,12,1,1,2,1,0,3,0.17,2,1,0,0,0,0,0,Matches
Benjamin Stambouli,fr FRA,"MF,DF",Schalke 04,30-184,1990,14.0,13,0.93,11,1,0,0,0,1,2,0.14,2,0,0,0,0,0,0,Matches
Niklas Stark,de GER,"MF,DF",Hertha BSC,25-305,1995,19.9,8,0.40,6,0,0,0,1,1,0,0.00,0,0,0,0,0,0,0,Matches
Renato Steffen,ch SUI,"FW,MF",Wolfsburg,29-102,1991,14.0,39,2.79,29,0,3,3,2,2,8,0.57,7,0,0,0,1,0,0,Matches
Pascal Stenzel,de GER,DF,Stuttgart,24-330,1996,11.4,8,0.70,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Lars Stindl,de GER,"MF,FW",M'Gladbach,32-171,1988,14.1,43,3.06,29,6,0,5,2,1,10,0.71,6,0,0,3,0,1,0,Matches
Kevin Stöger,at AUT,"MF,FW",Mainz 05,27-170,1993,4.0,17,4.25,13,3,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Tobias Strobl,de GER,MF,Augsburg,30-277,1990,13.9,19,1.37,18,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Marek Suchý,cz CZE,DF,Augsburg,32-321,1988,1.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Niklas Süle,de GER,DF,Bayern Munich,25-163,1995,9.9,12,1.21,10,0,0,2,0,0,4,0.40,4,0,0,0,0,0,0,Matches
Ádám Szalai,hu HUN,FW,Mainz 05,33-066,1987,1.7,2,1.15,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Frederik Sørensen,dk DEN,DF,Köln,28-305,1992,1.1,1,0.91,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Alexander Sørloth,no NOR,FW,RB Leipzig,25-070,1995,9.9,39,3.95,28,0,2,6,1,2,1,0.10,0,0,0,1,0,0,0,Matches
Jonathan Tah,de GER,DF,Leverkusen,25-002,1996,13.5,2,0.15,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Edmond Tapsoba,bf BFA,DF,Leverkusen,22-011,1999,16.5,15,0.91,15,0,0,0,0,0,1,0.06,1,0,0,0,0,0,0,Matches
Niklas Tauer,de GER,"MF,DF",Mainz 05,19-362,2001,0.8,1,1.30,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Lino Tempelmann,de GER,"MF,DF",Freiburg,22-011,1999,2.6,1,0.39,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
Cedric Teuchert,de GER,"FW,MF",Union Berlin,24-030,1997,6.6,14,2.11,9,1,1,2,1,0,2,0.30,1,1,0,0,0,0,0,Matches
Malick Thiaw,fi FIN,DF,Schalke 04,19-189,2001,6.4,5,0.79,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Jan Thielmann,de GER,FW,Köln,18-263,2002,8.8,13,1.48,12,0,0,1,0,0,2,0.23,1,0,0,1,0,0,0,Matches
Erik Thommy,de GER,DF,Stuttgart,26-177,1994,0.6,4,6.92,3,1,0,0,0,0,2,3.46,2,0,0,0,0,0,0,Matches
Marcus Thuram,fr FRA,"FW,MF",M'Gladbach,23-191,1997,9.3,21,2.25,9,0,1,5,6,0,5,0.54,1,0,0,1,3,0,0,Matches
Steffen Tigges,de GER,"FW,DF",Dortmund,22-197,1998,0.2,1,4.09,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,Matches
Guus Til,nl NED,"FW,MF",Freiburg,23-053,1997,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Corentin Tolisso,fr FRA,MF,Bayern Munich,26-194,1994,7.1,14,1.96,9,3,1,0,1,0,2,0.28,2,0,0,0,0,0,0,Matches
Ömer Toprak,tr TUR,DF,Werder Bremen,31-207,1989,11.6,6,0.52,4,0,0,0,2,0,0,0.00,0,0,0,0,0,0,0,Matches
Jordan Torunarigha,de GER,DF,Hertha BSC,23-190,1997,7.5,3,0.40,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Almamy Touré,ml MLI,DF,Eint Frankfurt,24-291,1996,6.4,22,3.45,18,1,1,0,0,2,2,0.31,2,0,0,0,0,0,0,Matches
Lucas Tousart,fr FRA,MF,Hertha BSC,23-290,1997,13.8,19,1.38,14,0,0,4,1,0,3,0.22,3,0,0,0,0,0,0,Matches
Ibrahima Traoré,gn GUI,FW,M'Gladbach,32-298,1988,0.9,1,1.07,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Kevin Trapp,de GER,GK,Eint Frankfurt,30-220,1990,20.0,1,0.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Christopher Trimmel,at AUT,DF,Union Berlin,33-355,1987,16.1,41,2.55,23,18,0,0,0,0,6,0.37,3,3,0,0,0,0,0,Matches
Tuta,br BRA,DF,Eint Frankfurt,21-224,1999,6.3,5,0.79,4,1,0,0,0,0,1,0.16,0,1,0,0,0,0,0,Matches
Dayot Upamecano,fr FRA,DF,RB Leipzig,22-109,1998,17.8,12,0.68,11,0,0,1,0,0,1,0.06,0,0,0,1,0,0,0,Matches
Mark Uth,de GER,"FW,MF",Schalke 04,29-173,1991,14.4,40,2.79,17,11,2,4,3,3,4,0.28,2,0,0,0,1,1,0,Matches
Ruben Vargas,ch SUI,"MF,FW",Augsburg,22-192,1998,12.0,21,1.75,16,0,1,1,3,0,2,0.17,2,0,0,0,0,0,0,Matches
Miloš Veljković,rs SRB,DF,Werder Bremen,25-140,1995,10.5,3,0.29,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Andreas Voglsammer,de GER,MF,Arminia,29-035,1992,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Kevin Vogt,de GER,DF,Hoffenheim,29-143,1991,15.5,8,0.52,7,0,1,0,0,0,2,0.13,1,0,1,0,0,0,0,Matches
Silas Wamangituka,cd COD,"DF,FW",Stuttgart,21-130,1999,16.4,52,3.18,33,0,6,7,3,3,8,0.49,4,0,1,1,0,2,0,Matches
Wout Weghorst,nl NED,FW,Wolfsburg,28-190,1992,18.9,30,1.58,23,0,0,5,2,0,4,0.21,2,0,0,2,0,0,0,Matches
Mitchell Weiser,de GER,DF,Leverkusen,26-298,1994,2.5,2,0.80,1,0,0,1,0,0,1,0.40,0,0,0,1,0,0,0,Matches
Wendell,br BRA,DF,Leverkusen,27-208,1993,4.9,3,0.61,3,0,0,0,0,0,1,0.20,1,0,0,0,0,0,0,Matches
Oscar Wendt,se SWE,DF,M'Gladbach,35-112,1985,10.5,10,0.95,7,3,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
William,br BRA,FW,Wolfsburg,25-316,1995,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
William,br BRA,"DF,FW",Schalke 04,25-316,1995,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Florian Wirtz,de GER,MF,Leverkusen,17-286,2003,15.7,56,3.58,45,0,6,2,2,1,8,0.51,7,0,1,0,0,0,0,Matches
Axel Witsel,be BEL,MF,Dortmund,32-032,1989,12.6,19,1.51,17,0,0,2,0,0,1,0.08,1,0,0,0,0,0,0,Matches
Hannes Wolf,at AUT,"FW,MF",M'Gladbach,21-303,1999,9.6,19,1.98,18,0,0,0,1,0,3,0.31,2,0,0,0,1,0,0,Matches
Marius Wolf,de GER,"DF,MF",Köln,25-262,1995,16.3,29,1.78,18,0,5,3,3,0,6,0.37,4,0,0,1,1,0,0,Matches
Nick Woltemade,de GER,"MF,FW",Werder Bremen,18-365,2002,1.6,5,3.06,3,0,0,1,1,0,1,0.61,1,0,0,0,0,0,0,Matches
Jeong Woo-yeong,kr KOR,"FW,MF",Freiburg,21-146,1999,5.7,16,2.82,14,0,0,2,0,0,1,0.18,1,0,0,0,0,0,0,Matches
Joscha Wosz,de GER,"DF,FW",RB Leipzig,18-208,2002,0.4,1,2.65,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Reinhold Yabo,de GER,"MF,FW",Arminia,29-003,1992,7.2,7,0.97,5,0,0,0,2,0,0,0.00,0,0,0,0,0,0,0,Matches
Amin Younes,de GER,"FW,MF",Eint Frankfurt,27-191,1993,8.9,33,3.69,20,4,4,1,4,0,4,0.45,2,0,2,0,0,0,0,Matches
Dan-Axel Zagadou,fr FRA,DF,Dortmund,21-255,1999,1.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Denis Zakaria,ch SUI,"MF,DF",M'Gladbach,24-085,1996,7.5,5,0.67,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Deyovaisio Zeefuik,nl NED,"DF,MF",Hertha BSC,22-339,1998,3.9,8,2.05,7,0,1,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Robin Zentner,de GER,GK,Mainz 05,26-108,1994,19.0,2,0.11,0,1,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Ron-Robert Zieler,de GER,GK,Köln,32-001,1989,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Joshua Zirkzee,nl NED,FW,Bayern Munich,19-267,2001,1.0,2,1.96,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Steven Zuber,ch SUI,DF,Eint Frankfurt,29-180,1991,5.1,15,2.95,14,0,0,0,0,1,2,0.39,2,0,0,0,0,0,0,Matches
