player,nationality,position,squad,age,birth_year,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,gca_og_for,matches
Issah Abbas,gh GHA,"DF,FW",Mainz 05,22-140,1998,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
David Abraham,ar ARG,DF,Eint Frankfurt,34-213,1986,13.6,2,0.15,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Amir Abrashi,al ALB,MF,Freiburg,30-323,1990,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Ragnar Ache,de GER,FW,Eint Frankfurt,22-200,1998,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Tyler Adams,us USA,"MF,DF",RB Leipzig,21-365,1999,12.7,14,1.10,12,0,0,0,2,0,0,0.00,0,0,0,0,0,0,0,Matches
Sargis Adamyan,am ARM,"FW,MF",Hoffenheim,27-266,1993,1.7,7,4.09,5,0,0,1,1,0,2,1.17,1,0,0,1,0,0,0,Matches
Felix Agu,de GER,"DF,FW",Werder Bremen,21-139,1999,4.1,3,0.74,2,0,0,0,1,0,1,0.25,1,0,0,0,0,0,0,Matches
Naouirou Ahamada,fr FRA,MF,Stuttgart,18-321,2002,0.5,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Manuel Akanji,ch SUI,DF,Dortmund,25-209,1995,17.4,12,0.69,8,1,0,1,1,1,0,0.00,0,0,0,0,0,0,0,Matches
Kevin Akpoguma,ng NGA,DF,Hoffenheim,25-300,1995,10.5,5,0.48,4,1,0,0,0,0,1,0.10,1,0,0,0,0,0,0,Matches
David Alaba,at AUT,DF,Bayern Munich,28-234,1992,18.1,22,1.21,19,1,0,2,0,0,2,0.11,1,1,0,0,0,0,0,Matches
Lucas Alario,ar ARG,FW,Leverkusen,28-128,1992,9.2,15,1.63,11,0,1,1,2,0,1,0.11,0,0,0,1,0,0,0,Matches
Omar Alderete,py PAR,DF,Hertha BSC,24-049,1996,10.3,5,0.48,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Nadiem Amiri,de GER,MF,Leverkusen,24-109,1996,14.1,51,3.61,33,10,4,4,0,0,11,0.78,7,1,2,1,0,0,0,Matches
Sebastian Andersson,se SWE,FW,Köln,29-213,1991,8.2,9,1.10,5,0,0,3,1,0,2,0.24,0,0,0,1,1,0,0,Matches
Robert Andrich,de GER,MF,Union Berlin,26-144,1994,16.1,37,2.30,26,3,4,1,2,1,6,0.37,5,0,0,0,1,0,0,Matches
Angeliño,es ESP,"DF,FW",RB Leipzig,24-040,1997,19.9,76,3.83,52,13,6,3,2,0,6,0.30,4,1,1,0,0,0,0,Matches
Waldemar Anton,de GER,DF,Stuttgart,24-208,1996,16.1,19,1.18,16,1,0,1,0,1,2,0.12,2,0,0,0,0,0,0,Matches
Charles Aránguiz,cl CHI,MF,Leverkusen,31-302,1989,7.3,12,1.65,11,0,0,0,0,1,1,0.14,1,0,0,0,0,0,0,Matches
Santiago Arias,co COL,DF,Leverkusen,29-031,1992,1.0,1,1.00,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,Matches
Maximilian Arnold,de GER,MF,Wolfsburg,26-262,1994,16.1,43,2.67,19,15,1,2,6,0,7,0.43,1,3,1,0,2,0,0,Matches
Toluwalas Arokodare,ng NGA,FW,Köln,20-082,2000,0.9,1,1.15,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Santiago Ascacíbar,ar ARG,MF,Hertha BSC,23-354,1997,1.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Ludwig Augustinsson,se SWE,DF,Werder Bremen,26-298,1994,12.3,37,3.00,17,17,0,2,1,0,5,0.41,1,4,0,0,0,0,0,Matches
Taiwo Awoniyi,ng NGA,FW,Union Berlin,23-185,1997,13.4,24,1.79,16,0,3,1,3,1,6,0.45,3,0,1,0,2,0,0,Matches
Leon Bailey,jm JAM,FW,Leverkusen,23-188,1997,16.2,68,4.20,41,8,8,4,6,1,11,0.68,5,4,0,1,0,1,0,Matches
Ridle Baku,de GER,"DF,FW",Wolfsburg,22-311,1998,16.4,40,2.44,35,0,2,2,1,0,8,0.49,7,0,1,0,0,0,0,Matches
Ridle Baku,de GER,DF,Mainz 05,22-311,1998,2.0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Aymen Barkok,ma MAR,"FW,MF",Eint Frankfurt,22-268,1998,7.8,34,4.38,23,7,2,0,1,1,5,0.64,3,1,1,0,0,0,0,Matches
Leandro Barreiro Martins,lu LUX,MF,Mainz 05,21-041,2000,12.7,17,1.34,14,0,1,0,2,0,1,0.08,1,0,0,0,0,0,0,Matches
Jacob Barrett Laursen,dk DEN,DF,Arminia,26-088,1994,7.3,6,0.83,6,0,0,0,0,0,1,0.14,1,0,0,0,0,0,0,Matches
Oliver Baumann,de GER,GK,Hoffenheim,30-256,1990,19.0,2,0.11,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Julian Baumgartlinger,at AUT,MF,Leverkusen,33-042,1988,11.9,23,1.93,18,0,0,1,4,0,2,0.17,1,0,0,1,0,0,0,Matches
Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,21-196,1999,15.9,47,2.96,29,1,2,3,9,3,10,0.63,6,0,1,0,3,0,0,Matches
Noah Joel Sarenren Bazee,ng NGA,"FW,MF",Augsburg,24-176,1996,0.4,1,2.65,1,0,0,0,0,0,1,2.65,1,0,0,0,0,0,0,Matches
Ihlas Bebou,tg TOG,"FW,DF",Hoffenheim,26-296,1994,11.3,37,3.26,28,0,5,2,2,0,9,0.79,4,0,2,2,1,0,0,Matches
Sheraldo Becker,nl NED,"FW,MF",Union Berlin,26-004,1995,11.9,33,2.77,25,0,2,3,3,0,7,0.59,6,0,0,0,1,0,0,Matches
Timo Becker,de GER,DF,Schalke 04,23-325,1997,5.5,7,1.27,4,1,0,0,2,0,3,0.55,2,1,0,0,0,0,0,Matches
Brian Behrendt,de GER,DF,Arminia,29-112,1991,0.9,2,2.28,0,1,1,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Maximilian Beier,de GER,"FW,DF",Hoffenheim,18-119,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Ishak Belfodil,dz ALG,FW,Hoffenheim,29-032,1992,6.4,17,2.64,12,0,0,2,3,0,1,0.16,1,0,0,0,0,0,0,Matches
Stefan Bell,de GER,DF,Mainz 05,29-173,1991,4.6,1,0.22,1,0,0,0,0,0,1,0.22,1,0,0,0,0,0,0,Matches
Karim Bellarabi,de GER,"MF,FW",Leverkusen,30-311,1990,4.8,10,2.09,6,0,2,2,0,0,1,0.21,0,0,0,1,0,0,0,Matches
Jude Bellingham,eng ENG,MF,Dortmund,17-229,2003,8.9,25,2.80,21,0,0,0,3,1,6,0.67,6,0,0,0,0,0,0,Matches
Lars Bender,de GER,DF,Leverkusen,31-292,1989,10.4,17,1.64,16,0,1,0,0,0,3,0.29,3,0,0,0,0,0,0,Matches
Sven Bender,de GER,DF,Leverkusen,31-292,1989,6.9,9,1.30,8,0,0,1,0,0,2,0.29,2,0,0,0,0,0,0,Matches
László Bénes,sk SVK,MF,M'Gladbach,23-157,1997,1.7,6,3.60,1,4,0,0,1,0,2,1.20,0,1,0,0,1,0,0,Matches
László Bénes,sk SVK,"MF,FW",Augsburg,23-157,1997,1.4,3,2.13,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Ramy Bensebaini,dz ALG,DF,M'Gladbach,25-303,1995,9.6,7,0.73,6,0,0,1,0,0,1,0.10,0,0,0,1,0,0,0,Matches
Nabil Bentaleb,dz ALG,MF,Schalke 04,26-081,1994,5.0,3,0.60,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Bartosz Bialek,pl POL,"FW,MF",Wolfsburg,19-094,2001,2.0,8,4.09,8,0,0,0,0,0,2,1.02,2,0,0,0,0,0,0,Matches
Ermin Bičakčić,ba BIH,DF,Hoffenheim,31-020,1990,1.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Leonardo Bittencourt,de GER,"FW,MF",Werder Bremen,27-056,1993,11.5,30,2.60,16,6,3,1,2,2,4,0.35,1,1,0,0,1,1,0,Matches
Jérôme Boateng,de GER,DF,Bayern Munich,32-163,1988,15.7,8,0.51,8,0,0,0,0,0,2,0.13,2,0,0,0,0,0,0,Matches
Jean-Paul Boëtius,nl NED,"MF,FW",Mainz 05,26-328,1994,14.1,40,2.83,30,0,3,2,4,1,5,0.35,4,0,0,1,0,0,0,Matches
Melayro Bogarde,nl NED,"DF,MF",Hoffenheim,18-261,2002,3.0,7,2.37,5,0,0,0,2,0,0,0.00,0,0,0,0,0,0,0,Matches
Dennis Borkowski,de GER,MF,RB Leipzig,19-018,2002,0.1,1,8.18,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Sebastiaan Bornauw,be BEL,DF,Köln,21-328,1999,17.0,2,0.12,2,0,0,0,0,0,1,0.06,1,0,0,0,0,0,0,Matches
Nassim Boujellab,ma MAR,"MF,FW",Schalke 04,21-238,1999,5.9,12,2.03,7,0,0,2,3,0,0,0.00,0,0,0,0,0,0,0,Matches
Dedryck Boyata,be BEL,DF,Hertha BSC,30-077,1990,12.8,8,0.62,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Can Bozdogan,de GER,MF,Schalke 04,19-314,2001,4.5,5,1.11,5,0,0,0,0,0,1,0.22,1,0,0,0,0,0,0,Matches
Julian Brandt,de GER,"FW,MF",Dortmund,24-287,1996,10.9,50,4.59,42,2,2,2,2,0,2,0.18,2,0,0,0,0,0,0,Matches
Josip Brekalo,hr CRO,FW,Wolfsburg,22-235,1998,13.4,51,3.80,36,8,4,2,1,0,7,0.52,4,0,1,1,1,0,0,Matches
Joshua Brenet,nl NED,DF,Hoffenheim,26-330,1994,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
John Brooks,us USA,DF,Wolfsburg,28-016,1993,18.2,11,0.60,10,0,0,0,0,1,1,0.05,1,0,0,0,0,0,0,Matches
Daniel Brosinski,de GER,DF,Mainz 05,32-211,1988,11.2,21,1.87,14,7,0,0,0,0,3,0.27,1,2,0,0,0,0,0,Matches
Cédric Brunner,ch SUI,DF,Arminia,26-362,1994,16.1,10,0.62,8,2,0,0,0,0,1,0.06,1,0,0,0,0,0,0,Matches
Jacob Bruun Larsen,dk DEN,FW,Hoffenheim,22-147,1998,1.0,2,2.02,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Marius Bülter,de GER,"FW,MF",Union Berlin,27-321,1993,6.7,17,2.55,13,0,2,0,1,1,2,0.30,2,0,0,0,0,0,0,Matches
Jonathan Burkardt,de GER,"FW,DF",Mainz 05,20-217,2000,9.5,17,1.79,13,0,0,1,3,0,3,0.32,2,0,0,0,1,0,0,Matches
Roman Bürki,ch SUI,GK,Dortmund,30-091,1990,16.0,1,0.06,1,0,0,0,0,0,1,0.06,1,0,0,0,0,0,0,Matches
Daniel Caligiuri,it ITA,"MF,DF",Augsburg,33-029,1988,20.3,51,2.51,27,15,6,0,2,1,6,0.30,5,1,0,0,0,0,0,Matches
Emre Can,de GER,"DF,MF",Dortmund,27-032,1994,12.2,28,2.29,23,0,3,0,0,2,3,0.25,3,0,0,0,0,0,0,Matches
Koen Casteels,be BEL,GK,Wolfsburg,28-233,1992,19.0,1,0.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Gonzalo Castro,de GER,"MF,FW",Stuttgart,33-247,1987,12.8,58,4.52,31,19,3,3,0,2,2,0.16,1,0,1,0,0,0,0,Matches
Sava Cestic,de GER,DF,Köln,19-360,2001,7.3,2,0.27,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Timothy Chandler,us USA,DF,Eint Frankfurt,30-321,1990,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Kwon Chang-hoon,kr KOR,"MF,FW",Freiburg,26-228,1994,2.0,3,1.49,3,0,0,0,0,0,1,0.50,1,0,0,0,0,0,0,Matches
Tahith Chong,nl NED,"FW,MF",Werder Bremen,21-071,1999,4.3,13,3.03,10,0,1,0,1,1,1,0.23,1,0,0,0,0,0,0,Matches
Darko Churlinov,mk MKD,"DF,FW",Stuttgart,20-217,2000,0.7,1,1.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Tim Civeja,de GER,"MF,DF",Augsburg,19-040,2002,0.4,1,2.65,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,24-245,1996,11.4,49,4.29,40,0,6,2,1,0,12,1.05,10,0,2,0,0,0,0,Matches
Jhon Córdoba,co COL,FW,Hertha BSC,27-278,1993,10.0,32,3.21,22,0,2,2,5,1,3,0.30,1,0,0,0,2,0,0,Matches
Sergio Córdova,ve VEN,"FW,MF",Arminia,23-188,1997,9.9,25,2.54,18,0,3,1,2,1,2,0.20,2,0,0,0,0,0,0,Matches
Danny da Costa,de GER,DF,Eint Frankfurt,27-215,1993,1.2,3,2.45,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Danny da Costa,de GER,DF,Mainz 05,27-215,1993,3.0,7,2.33,5,0,1,0,0,1,2,0.67,1,0,1,0,0,0,0,Matches
Douglas Costa,br BRA,"FW,MF",Bayern Munich,30-152,1990,3.6,17,4.78,8,7,2,0,0,0,2,0.56,1,0,1,0,0,0,0,Matches
Tanguy Coulibaly,fr FRA,"DF,FW",Stuttgart,19-361,2001,9.4,30,3.20,19,0,6,2,3,0,1,0.11,1,0,0,0,0,0,0,Matches
Mickaël Cuisance,fr FRA,FW,Bayern Munich,21-181,1999,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Matheus Cunha,br BRA,"FW,MF",Hertha BSC,21-262,1999,16.7,71,4.25,31,17,9,4,6,4,7,0.42,4,1,0,2,0,0,0,Matches
Rafael Czichos,de GER,DF,Köln,30-275,1990,12.7,7,0.55,6,0,1,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Moanes Dabour,il ISR,FW,Hoffenheim,28-275,1992,8.5,18,2.11,14,0,2,1,1,0,2,0.23,2,0,0,0,0,0,0,Matches
Finn Dahmen,de GER,GK,Mainz 05,22-323,1998,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Mahmoud Dahoud,de GER,MF,Dortmund,25-043,1996,3.3,6,1.82,4,0,0,1,0,1,0,0.00,0,0,0,0,0,0,0,Matches
Leon Dajaku,de GER,FW,Union Berlin,19-307,2001,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Márton Dárdai,de GER,DF,Hertha BSC,19-001,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Vladimír Darida,cz CZE,MF,Hertha BSC,30-189,1990,15.5,53,3.41,37,9,3,0,4,0,8,0.52,8,0,0,0,0,0,0,Matches
Alphonso Davies,ca CAN,DF,Bayern Munich,20-103,2000,8.8,21,2.40,18,0,1,0,2,0,2,0.23,1,0,0,0,1,0,0,Matches
Thomas Delaney,dk DEN,MF,Dortmund,29-163,1991,8.2,13,1.58,9,0,0,1,1,2,0,0.00,0,0,0,0,0,0,0,Matches
Kerem Demirbay,de GER,MF,Leverkusen,27-225,1993,9.7,39,4.01,17,15,3,3,1,0,3,0.31,0,2,0,1,0,0,0,Matches
Ermedin Demirović,ba BIH,FW,Freiburg,22-325,1998,8.2,19,2.30,13,0,1,1,3,1,6,0.73,4,0,1,1,0,0,0,Matches
Emmanuel Dennis,ng NGA,FW,Köln,23-090,1997,1.5,2,1.30,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Mike van der Hoorn,nl NED,DF,Arminia,28-121,1992,13.9,5,0.36,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Moussa Diaby,fr FRA,"FW,MF",Leverkusen,21-221,1999,18.6,53,2.85,40,0,9,2,1,1,8,0.43,6,0,1,1,0,0,0,Matches
Daniel Didavi,de GER,"FW,MF",Stuttgart,30-358,1990,7.7,29,3.78,24,3,0,1,1,0,5,0.65,3,1,0,1,0,0,0,Matches
Javairô Dilrosun,nl NED,FW,Hertha BSC,22-236,1998,3.0,9,2.97,4,2,2,0,0,1,3,0.99,2,0,0,0,0,1,0,Matches
Eren Dinkçi,de GER,FW,Werder Bremen,19-062,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Ritsu Doan,jp JPN,"MF,FW",Arminia,22-242,1998,17.9,48,2.67,21,13,11,1,1,1,4,0.22,3,0,1,0,0,0,0,Matches
Ji Dong-won,kr KOR,FW,Mainz 05,29-261,1991,0.7,2,2.90,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Bas Dost,nl NED,FW,Eint Frankfurt,31-258,1989,9.1,18,1.98,17,0,0,1,0,0,3,0.33,3,0,0,0,0,0,0,Matches
Aleksandar Dragović,at AUT,DF,Leverkusen,29-344,1991,8.1,12,1.48,8,2,0,1,0,1,0,0.00,0,0,0,0,0,0,0,Matches
Dominick Drexler,de GER,"MF,FW",Köln,30-263,1990,8.4,14,1.67,12,0,0,1,1,0,1,0.12,0,0,0,1,0,0,0,Matches
Ondrej Duda,sk SVK,"FW,MF",Köln,26-070,1994,16.7,46,2.75,19,19,4,3,1,0,4,0.24,2,2,0,0,0,0,0,Matches
Erik Durm,de GER,DF,Eint Frankfurt,28-277,1992,10.1,18,1.79,12,0,1,5,0,0,2,0.20,0,0,0,2,0,0,0,Matches
Johannes Eggestein,de GER,"FW,MF",Werder Bremen,22-281,1998,0.4,1,2.73,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Maximilian Eggestein,de GER,MF,Werder Bremen,24-067,1996,19.0,29,1.53,24,1,0,1,1,2,6,0.32,6,0,0,0,0,0,0,Matches
Lilian Egloff,de GER,MF,Stuttgart,18-177,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Kingsley Ehizibue,nl NED,DF,Köln,25-264,1995,6.8,12,1.75,9,1,2,0,0,0,2,0.29,1,0,1,0,0,0,0,Matches
Nico Elvedi,ch SUI,DF,M'Gladbach,24-136,1996,16.5,7,0.42,6,0,0,1,0,0,2,0.12,2,0,0,0,0,0,0,Matches
Breel Embolo,ch SUI,"FW,MF",M'Gladbach,23-365,1997,11.4,31,2.72,19,0,2,8,2,0,6,0.53,2,0,0,2,2,0,0,Matches
Keita Endo,jp JPN,"MF,FW",Union Berlin,23-083,1997,1.3,3,2.37,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Wataru Endo,jp JPN,MF,Stuttgart,28-004,1993,20.0,43,2.15,34,0,1,1,4,3,4,0.20,3,0,0,0,1,0,0,Matches
Patrick Erras,de GER,"FW,MF",Werder Bremen,26-023,1995,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Ralf Fährmann,de GER,GK,Schalke 04,32-139,1988,12.5,4,0.32,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Ohis Felix Uduokhai,de GER,DF,Augsburg,23-157,1997,20.0,8,0.40,6,0,0,0,1,1,1,0.05,1,0,0,0,0,0,0,Matches
Edimilson Fernandes,ch SUI,"MF,DF",Mainz 05,24-304,1996,8.6,12,1.39,9,3,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Alfreð Finnbogason,is ISL,FW,Augsburg,32-012,1989,4.6,16,3.46,12,0,2,2,0,0,1,0.22,1,0,0,0,0,0,0,Matches
Emil Forsberg,se SWE,"FW,MF",RB Leipzig,29-113,1991,10.4,39,3.73,25,6,5,1,1,1,6,0.57,4,0,1,0,0,1,0,Matches
Philipp Förster,de GER,"MF,FW",Stuttgart,26-009,1995,5.7,19,3.31,13,3,2,0,1,0,3,0.52,3,0,0,0,0,0,0,Matches
Timothy Fosu-Mensah,nl NED,DF,Leverkusen,23-042,1998,2.1,4,1.94,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Raphael Framberger,de GER,DF,Augsburg,25-160,1995,9.1,12,1.32,9,1,1,0,0,1,1,0.11,1,0,0,0,0,0,0,Matches
Marco Friedl,at AUT,DF,Werder Bremen,22-334,1998,19.0,15,0.79,10,2,1,0,1,1,2,0.11,1,1,0,0,0,0,0,Matches
Marvin Friedrich,de GER,DF,Union Berlin,25-062,1995,20.0,9,0.45,8,0,1,0,0,0,2,0.10,2,0,0,0,0,0,0,Matches
Jeremie Frimpong,nl NED,FW,Leverkusen,20-065,2000,0.2,1,5.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Niclas Füllkrug,de GER,FW,Werder Bremen,28-004,1993,3.4,7,2.06,4,0,0,1,2,0,1,0.29,0,0,0,0,1,0,0,Matches
Mijat Gaćinović,rs SRB,"DF,MF",Hoffenheim,26-005,1995,7.6,20,2.63,14,4,1,1,0,0,3,0.39,1,1,0,1,0,0,0,Matches
Christian Gebauer,at AUT,"MF,FW",Arminia,27-055,1993,4.0,6,1.50,4,0,0,2,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Theodor Gebre Selassie,cz CZE,DF,Werder Bremen,34-051,1986,19.0,18,0.95,15,2,0,0,1,0,3,0.16,2,1,0,0,0,0,0,Matches
Dennis Geiger,de GER,MF,Hoffenheim,22-248,1998,7.3,24,3.28,15,8,0,1,0,0,1,0.14,0,1,0,0,0,0,0,Matches
