player,nationality,position,squad,age,birth_year,games,minutes,minutes_per_game,minutes_pct,minutes_90s,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_match,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,matches
Keita Endo,jp JPN,"MF,FW",Union Berlin,23-083,1997,8,114,14,6.3,1.3,1,19,0,7,14,8,1.50,3,0,+3,+2.37,+2.05,1.6,1.6,+0.1,+0.04,-0.25,Matches
Wataru Endo,jp JPN,MF,Stuttgart,28-004,1993,20,"1,799",90,99.9,20.0,20,90,19,0,,0,1.25,37,34,+3,+0.15,+0.15,38.5,31.5,+6.9,+0.35,-11.30,Matches
Patrick Erras,de GER,"FW,MF",Werder Bremen,26-023,1995,2,22,11,1.3,0.2,0,,0,2,11,6,0.00,1,2,-1,-4.09,-3.98,0.4,2.3,-1.9,-7.96,-7.71,Matches
Ralf Fährmann,de GER,GK,Schalke 04,32-139,1988,13,"1,125",87,62.5,12.5,13,87,12,0,,2,0.38,10,35,-25,-2.00,-0.40,10.0,25.8,-15.8,-1.26,+0.20,Matches
Simon Falette,gn GUI,DF,Eint Frankfurt,28-360,1992,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Adrian Fein,de GER,MF,Bayern Munich,21-332,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Ohis Felix Uduokhai,de GER,DF,Augsburg,23-157,1997,20,"1,800",90,95.2,20.0,20,90,20,0,,0,1.10,20,32,-12,-0.60,+0.40,18.5,33.6,-15.0,-0.75,+1.23,Matches
Edimilson Fernandes,ch SUI,"MF,DF",Mainz 05,24-304,1996,12,776,65,43.1,8.6,9,79,4,3,22,0,0.50,8,16,-8,-0.93,+0.21,12.4,13.4,-1.0,-0.11,+0.52,Matches
Alfreð Finnbogason,is ISL,FW,Augsburg,32-012,1989,12,416,35,22.0,4.6,3,70,1,9,23,1,1.50,6,4,+2,+0.43,+1.35,7.3,6.7,+0.6,+0.12,+1.19,Matches
Emil Forsberg,se SWE,"FW,MF",RB Leipzig,29-113,1991,18,940,52,49.7,10.4,12,62,0,6,32,0,1.94,20,12,+8,+0.77,-0.28,17.0,9.7,+7.3,+0.70,-0.59,Matches
Philipp Förster,de GER,"MF,FW",Stuttgart,26-009,1995,11,516,47,28.7,5.7,5,74,0,6,24,3,1.36,12,12,0,0.00,-0.21,12.8,8.7,+4.1,+0.71,+0.50,Matches
Timothy Fosu-Mensah,nl NED,DF,Leverkusen,23-042,1998,3,186,62,10.3,2.1,2,71,0,1,45,1,1.00,3,2,+1,+0.48,-0.35,3.4,2.4,+1.0,+0.48,+0.18,Matches
Raphael Framberger,de GER,DF,Augsburg,25-160,1995,11,820,75,43.4,9.1,10,81,6,1,12,1,1.36,10,12,-2,-0.22,+0.71,8.7,13.4,-4.8,-0.52,+0.51,Matches
Marco Friedl,at AUT,DF,Werder Bremen,22-334,1998,19,"1,710",90,100.0,19.0,19,90,19,0,,0,1.16,24,27,-3,-0.16,,18.7,25.3,-6.6,-0.35,,Matches
Marvin Friedrich,de GER,DF,Union Berlin,25-062,1995,20,"1,800",90,100.0,20.0,20,90,20,0,,0,1.45,34,25,+9,+0.45,,27.3,21.8,+5.5,+0.27,,Matches
Jeremie Frimpong,nl NED,FW,Leverkusen,20-065,2000,1,17,17,0.9,0.2,0,,0,1,17,0,3.00,1,1,0,0.00,-0.81,0.9,0.4,+0.5,+2.40,+2.10,Matches
Julian Frommann,de GER,MF,Arminia,17-308,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Niclas Füllkrug,de GER,FW,Werder Bremen,28-004,1993,7,306,44,17.9,3.4,4,63,0,3,18,0,1.29,7,3,+4,+1.18,+1.63,4.9,3.8,+1.1,+0.33,+0.82,Matches
Mijat Gaćinović,rs SRB,"DF,MF",Hoffenheim,26-005,1995,18,684,38,38.0,7.6,7,72,2,11,17,2,1.06,11,13,-2,-0.26,+0.14,13.5,13.5,0.0,0.00,+0.21,Matches
Christian Gebauer,at AUT,"MF,FW",Arminia,27-055,1993,10,359,36,21.0,4.0,3,70,1,7,21,4,1.10,3,8,-5,-1.25,-0.45,3.3,6.7,-3.4,-0.85,+0.04,Matches
Theodor Gebre Selassie,cz CZE,DF,Werder Bremen,34-051,1986,19,"1,710",90,100.0,19.0,19,90,19,0,,0,1.16,24,27,-3,-0.16,,18.7,25.3,-6.6,-0.35,,Matches
Emrehan Gedikli,de GER,FW,Leverkusen,17-294,2003,0,,,,,0,,0,0,,10,,,,,,,,,,,,Matches
Dennis Geiger,de GER,MF,Hoffenheim,22-248,1998,9,658,73,36.6,7.3,9,73,3,0,,0,1.33,10,12,-2,-0.27,+0.12,11.3,13.7,-2.4,-0.33,-0.32,Matches
Christian Gentner,de GER,MF,Union Berlin,35-183,1985,10,427,43,23.7,4.7,6,63,0,4,12,0,1.00,7,4,+3,+0.63,+0.24,6.3,4.0,+2.3,+0.49,+0.28,Matches
Yannick Gerhardt,de GER,MF,Wolfsburg,26-337,1994,15,907,60,50.4,10.1,9,86,7,6,22,5,1.87,15,9,+6,+0.60,-0.11,15.6,14.5,+1.0,+0.10,-0.49,Matches
Max Geschwill,de GER,MF,Hoffenheim,19-221,2001,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
Hamadi Al Ghaddioui,ma MAR,"MF,FW",Stuttgart,30-144,1990,3,21,7,1.2,0.2,0,,0,3,7,2,2.00,1,0,+1,+4.29,+4.18,0.5,0.0,+0.5,+2.12,+1.78,Matches
Niko Gießelmann,de GER,DF,Union Berlin,29-140,1991,10,302,30,16.8,3.4,3,82,2,7,8,9,1.10,4,5,-1,-0.30,-0.90,3.5,4.9,-1.4,-0.42,-0.84,Matches
Rafał Gikiewicz,pl POL,GK,Augsburg,33-110,1987,21,"1,890",90,100.0,21.0,21,90,21,0,,0,1.05,21,34,-13,-0.62,,19.5,36.5,-17.0,-0.81,,Matches
Daniel Ginczek,de GER,"FW,MF",Wolfsburg,29-306,1991,6,145,24,8.1,1.6,1,76,0,5,14,8,1.00,1,2,-1,-0.62,-1.38,1.5,2.4,-0.9,-0.54,-0.96,Matches
Matthias Ginter,de GER,DF,M'Gladbach,27-025,1994,20,"1,800",90,100.0,20.0,20,90,20,0,,0,1.60,37,31,+6,+0.30,,32.8,24.8,+8.0,+0.40,,Matches
Robert Glatzel,de GER,FW,Mainz 05,27-036,1994,1,11,11,0.6,0.1,0,,0,1,11,0,3.00,0,0,0,0.00,+1.06,0.6,0.3,+0.3,+2.47,+2.89,Matches
Serge Gnabry,de GER,"FW,MF",Bayern Munich,25-214,1995,18,"1,235",69,68.6,13.7,16,74,3,2,28,0,2.50,41,18,+23,+1.68,+0.24,33.0,18.4,+14.5,+1.06,+0.78,Matches
Akaki Gogia,de GER,FW,Union Berlin,29-026,1992,7,140,20,7.8,1.6,0,,0,7,20,8,1.71,4,2,+2,+1.29,+0.91,1.7,1.6,+0.2,+0.11,-0.17,Matches
Nicolás González,ar ARG,"FW,DF",Stuttgart,22-313,1998,14,889,64,49.4,9.9,10,76,6,4,33,0,1.29,16,13,+3,+0.30,+0.30,18.3,15.0,+3.3,+0.34,-0.03,Matches
Leon Goretzka,de GER,MF,Bayern Munich,26-007,1995,15,"1,146",76,63.7,12.7,12,83,8,3,50,0,2.20,42,18,+24,+1.88,+0.78,30.4,17.1,+13.2,+1.04,+0.62,Matches
Felix Götze,de GER,MF,Augsburg,23-002,1998,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Jeffrey Gouweleeuw,nl NED,DF,Augsburg,29-218,1991,20,"1,800",90,95.2,20.0,20,90,20,0,,0,1.10,20,30,-10,-0.50,+2.50,18.4,32.5,-14.0,-0.70,+2.23,Matches
Demarai Gray,eng ENG,FW,Leverkusen,24-230,1996,1,17,17,0.9,0.2,0,,0,1,17,0,3.00,1,1,0,0.00,-0.81,0.9,0.4,+0.5,+2.40,+2.10,Matches
Michael Gregoritsch,at AUT,"FW,MF",Augsburg,26-301,1994,17,754,44,39.9,8.4,9,67,1,8,19,3,1.12,11,14,-3,-0.36,+0.43,7.6,14.1,-6.6,-0.79,+0.04,Matches
Sebastian Griesbeck,de GER,MF,Union Berlin,30-133,1990,17,751,44,41.7,8.3,7,75,1,10,23,3,1.47,12,12,0,0.00,-0.77,9.8,11.1,-1.3,-0.16,-0.74,Matches
Vincenzo Grifo,it ITA,"MF,FW",Freiburg,27-312,1993,20,"1,498",75,83.2,16.6,18,80,4,2,32,0,1.50,32,30,+2,+0.12,+0.12,25.2,26.1,-0.9,-0.06,+0.39,Matches
Lennart Grill,de GER,GK,Leverkusen,22-019,1999,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
Florian Grillitsch,at AUT,MF,Hoffenheim,25-190,1995,12,654,55,36.3,7.3,8,74,2,4,15,0,0.92,11,13,-2,-0.28,+0.12,11.2,14.4,-3.1,-0.43,-0.47,Matches
Christian Groß,de GER,"MF,DF",Werder Bremen,32-005,1989,13,883,68,51.6,9.8,10,86,5,3,8,0,1.08,9,16,-7,-0.71,-1.15,8.0,14.2,-6.2,-0.63,-0.59,Matches
Ilia Gruev,bg BUL,FW,Werder Bremen,20-283,2000,1,1,1,0.1,0.0,0,,0,1,1,8,3.00,0,0,0,0.00,+0.16,0.0,0.0,0.0,0.00,+0.35,Matches
Carlos Gruezo,ec ECU,MF,Augsburg,25-300,1995,20,"1,535",77,81.2,17.1,18,83,6,2,23,0,1.05,16,28,-12,-0.70,-0.45,15.5,28.4,-12.9,-0.75,+0.29,Matches
Max Grün,de GER,GK,M'Gladbach,33-314,1987,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Mattéo Guendouzi,fr FRA,MF,Hertha BSC,21-305,1999,15,"1,237",82,68.7,13.7,13,90,12,2,35,0,0.93,15,21,-6,-0.44,+0.36,16.5,17.1,-0.5,-0.04,+0.68,Matches
Raphaël Guerreiro,pt POR,DF,Dortmund,27-053,1993,17,"1,325",78,73.6,14.7,15,86,10,2,16,0,1.65,31,25,+6,+0.41,-0.35,30.6,17.0,+13.7,+0.93,-0.19,Matches
Josuha Guilavogui,fr FRA,"MF,DF",Wolfsburg,30-147,1990,12,574,48,31.9,6.4,6,80,5,6,16,1,1.92,8,5,+3,+0.47,-0.26,8.6,8.9,-0.3,-0.05,-0.57,Matches
Péter Gulácsi,hu HUN,GK,RB Leipzig,30-283,1990,21,"1,890",90,100.0,21.0,21,90,21,0,,0,2.10,37,18,+19,+0.90,,39.4,18.5,+20.9,+0.99,,Matches
Manuel Gulde,de GER,DF,Freiburg,30-001,1991,16,"1,126",70,62.6,12.5,13,85,9,3,6,4,1.75,24,17,+7,+0.56,+1.23,20.0,18.2,+1.7,+0.14,+0.70,Matches
Robert Gumny,pl POL,DF,Augsburg,22-254,1998,13,597,46,31.6,6.6,6,73,3,7,23,8,0.92,5,15,-10,-1.51,-1.30,5.2,14.8,-9.7,-1.46,-0.95,Matches
Christian Günter,de GER,DF,Freiburg,27-351,1993,20,"1,800",90,100.0,20.0,20,90,20,0,,0,1.50,35,33,+2,+0.10,,29.2,31.7,-2.4,-0.12,,Matches
Janik Haberer,de GER,"MF,FW",Freiburg,26-317,1994,5,196,39,10.9,2.2,2,67,0,3,21,0,1.40,5,5,0,0.00,-0.11,2.6,5.9,-3.2,-1.49,-1.54,Matches
Alexander Hack,de GER,DF,Mainz 05,27-158,1993,12,984,82,54.7,10.9,11,89,10,1,9,7,0.50,8,21,-13,-1.19,-0.31,12.2,18.0,-5.8,-0.53,-0.26,Matches
Eduardo Dos Santos Haesler,de GER,GK,Werder Bremen,22-003,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
André Hahn,de GER,"FW,MF",Augsburg,30-184,1990,17,"1,049",62,55.5,11.7,13,74,4,4,22,0,1.06,14,17,-3,-0.26,+0.81,10.5,21.3,-10.8,-0.93,-0.27,Matches
Amadou Haidara,ml MLI,"MF,FW",RB Leipzig,23-013,1998,19,"1,116",59,59.0,12.4,13,79,5,6,16,0,2.00,23,15,+8,+0.65,-0.63,25.1,11.8,+13.2,+1.07,+0.18,Matches
Erling Håland,no NOR,FW,Dortmund,20-207,2000,15,"1,271",85,70.6,14.1,14,89,12,1,27,0,1.67,31,20,+11,+0.78,+0.95,30.4,14.3,+16.1,+1.14,+0.54,Matches
Marcel Halstenberg,de GER,DF,RB Leipzig,29-139,1991,15,"1,048",70,55.4,11.6,12,83,10,3,16,2,2.33,22,10,+12,+1.03,+0.28,26.2,11.0,+15.2,+1.31,+0.70,Matches
Amine Harit,ma MAR,"MF,FW",Schalke 04,23-240,1997,15,"1,043",70,57.9,11.6,13,75,4,2,33,0,0.47,10,28,-18,-1.55,+0.71,8.3,24.9,-16.5,-1.43,-0.21,Matches
Marcel Hartel,de GER,MF,Arminia,25-025,1996,19,"1,596",84,93.3,17.7,19,84,6,0,,0,0.89,15,29,-14,-0.79,+1.58,14.1,28.7,-14.6,-0.82,+0.90,Matches
Makoto Hasebe,jp JPN,"DF,MF",Eint Frankfurt,37-026,1984,16,"1,348",84,74.9,15.0,16,84,11,0,,4,2.06,31,22,+9,+0.60,0.00,26.8,17.8,+9.0,+0.60,+0.81,Matches
Thorgan Hazard,be BEL,"FW,DF",Dortmund,27-321,1993,5,165,33,9.2,1.8,2,50,0,3,22,2,1.80,5,1,+4,+2.18,+1.85,4.7,0.6,+4.1,+2.23,+1.38,Matches
Jonas Hector,de GER,MF,Köln,30-262,1990,9,513,57,28.5,5.7,6,73,2,3,25,1,0.56,3,12,-9,-1.58,-1.30,5.8,11.5,-5.7,-1.00,-0.48,Matches
Hwang Hee-chan,kr KOR,"FW,MF",RB Leipzig,25-018,1996,8,150,19,7.9,1.7,0,,0,8,19,7,1.63,3,1,+2,+1.20,+0.32,2.4,3.0,-0.6,-0.37,-1.49,Matches
Dominique Heintz,de GER,DF,Freiburg,27-182,1993,11,743,68,41.3,8.3,8,90,7,3,8,9,1.00,9,19,-10,-1.21,-2.23,10.0,15.9,-5.9,-0.71,-1.01,Matches
Benjamin Henrichs,de GER,"MF,DF",RB Leipzig,23-356,1997,7,348,50,18.4,3.9,3,90,3,4,20,1,2.29,7,2,+5,+1.29,+0.48,7.3,3.2,+4.1,+1.07,+0.09,Matches
