player,nationality,position,squad,age,birth_year,games,minutes,minutes_per_game,minutes_pct,minutes_90s,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_match,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,matches
Issah Abbas,gh GHA,"DF,FW",Mainz 05,22-140,1998,2,18,9,1.0,0.2,0,,0,2,9,5,0.00,0,0,0,0.00,+1.06,1.0,0.0,+1.0,+4.88,+5.34,Matches
David Abraham,ar ARG,DF,Eint Frankfurt,34-213,1986,14,"1,222",87,67.9,13.6,14,87,12,0,,0,1.64,25,17,+8,+0.59,-0.03,24.0,18.0,+6.0,+0.44,+0.13,Matches
Amir Abrashi,al ALB,MF,Freiburg,30-323,1990,5,60,12,3.3,0.7,0,,0,5,12,7,2.40,1,1,0,0.00,-0.10,1.1,1.5,-0.4,-0.56,-0.45,Matches
Ragnar Ache,de GER,FW,Eint Frankfurt,22-200,1998,2,36,18,2.0,0.4,0,,0,2,18,0,3.00,1,1,0,0.00,-0.61,0.5,0.3,+0.2,+0.43,+0.03,Matches
Tyler Adams,us USA,"MF,DF",RB Leipzig,21-365,1999,17,"1,144",67,60.5,12.7,12,86,9,5,22,1,2.18,19,14,+5,+0.39,-1.30,23.0,13.1,+9.9,+0.78,-0.54,Matches
Sargis Adamyan,am ARM,"FW,MF",Hoffenheim,27-266,1993,9,154,17,8.6,1.7,0,,0,9,17,3,1.22,3,4,-1,-0.58,-0.26,3.8,6.2,-2.4,-1.40,-1.38,Matches
Felix Agu,de GER,"DF,FW",Werder Bremen,21-139,1999,7,365,52,21.3,4.1,4,79,3,3,17,9,1.14,6,5,+1,+0.25,+0.51,4.3,5.5,-1.1,-0.28,+0.09,Matches
Naouirou Ahamada,fr FRA,MF,Stuttgart,18-321,2002,1,45,45,2.5,0.5,0,,0,1,45,1,0.00,2,3,-1,-2.00,-2.21,1.0,2.2,-1.2,-2.40,-2.82,Matches
Sören Ahlers,de GER,GK,Schalke 04,23-157,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Antonis Aidonis,de GER,DF,Stuttgart,19-267,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Manuel Akanji,ch SUI,DF,Dortmund,25-209,1995,18,"1,565",87,86.9,17.4,17,89,15,1,46,0,1.56,37,27,+10,+0.58,+0.58,35.9,19.0,+16.9,+0.97,-0.07,Matches
Kevin Akpoguma,ng NGA,DF,Hoffenheim,25-300,1995,13,942,72,52.3,10.5,11,83,9,2,14,1,0.92,15,19,-4,-0.38,-0.07,17.4,20.1,-2.7,-0.26,-0.28,Matches
David Alaba,at AUT,DF,Bayern Munich,28-234,1992,19,"1,632",86,90.7,18.1,18,90,18,1,12,0,2.37,48,26,+22,+1.21,-4.14,37.4,26.7,+10.7,+0.59,-2.39,Matches
Lucas Alario,ar ARG,FW,Leverkusen,28-128,1992,16,826,52,45.9,9.2,8,78,2,8,25,2,1.69,14,11,+3,+0.33,-0.87,11.1,10.2,+0.9,+0.10,-0.40,Matches
Julian Albrecht,de GER,MF,Hertha BSC,19-166,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Omar Alderete,py PAR,DF,Hertha BSC,24-049,1996,11,929,84,51.6,10.3,10,88,9,1,45,5,0.82,11,16,-5,-0.48,+0.14,14.3,13.1,+1.2,+0.12,+0.77,Matches
Alfons Amade,de GER,DF,Hoffenheim,21-093,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Nadiem Amiri,de GER,MF,Leverkusen,24-109,1996,17,"1,272",75,70.7,14.1,14,87,11,3,18,0,1.82,29,16,+13,+0.92,+0.41,19.3,15.8,+3.5,+0.25,-0.24,Matches
Sebastian Andersson,se SWE,FW,Köln,29-213,1991,10,737,74,40.9,8.2,9,82,4,1,3,1,0.40,7,17,-10,-1.22,-0.97,8.5,13.5,-5.0,-0.61,+0.08,Matches
Robert Andrich,de GER,MF,Union Berlin,26-144,1994,17,"1,446",85,80.3,16.1,17,85,14,0,,0,1.41,29,18,+11,+0.68,+1.19,24.1,17.5,+6.7,+0.42,+0.73,Matches
Angeliño,es ESP,"DF,FW",RB Leipzig,24-040,1997,20,"1,787",89,94.6,19.9,20,89,16,0,,1,2.05,35,18,+17,+0.86,-0.89,35.8,17.9,+18.0,+0.91,-1.63,Matches
Waldemar Anton,de GER,DF,Stuttgart,24-208,1996,17,"1,451",85,80.6,16.1,16,90,15,1,18,1,1.18,31,31,0,0.00,-0.77,33.4,25.5,+8.0,+0.49,+0.73,Matches
Charles Aránguiz,cl CHI,MF,Leverkusen,31-302,1989,9,653,73,36.3,7.3,8,79,4,1,21,0,1.33,9,8,+1,+0.14,-1.04,9.9,9.0,+0.9,+0.12,-0.31,Matches
Santiago Arias,co COL,DF,Leverkusen,29-031,1992,1,90,90,5.0,1.0,1,90,1,0,,0,1.00,1,1,0,0.00,-0.84,1.4,0.8,+0.5,+0.54,+0.23,Matches
Maximilian Arnold,de GER,MF,Wolfsburg,26-262,1994,17,"1,451",85,80.6,16.1,17,85,13,0,,0,1.94,27,15,+12,+0.74,+0.49,26.6,17.7,+8.9,+0.55,+1.08,Matches
Toluwalas Arokodare,ng NGA,FW,Köln,20-082,2000,8,78,10,4.3,0.9,0,,0,8,10,5,0.75,3,2,+1,+1.15,+1.89,1.3,0.9,+0.4,+0.46,+1.17,Matches
Santiago Ascacíbar,ar ARG,MF,Hertha BSC,23-354,1997,2,168,84,9.3,1.9,2,84,0,0,,5,0.00,1,3,-2,-1.07,-0.58,1.1,4.0,-2.9,-1.53,-1.41,Matches
Ludwig Augustinsson,se SWE,DF,Werder Bremen,26-298,1994,13,"1,110",85,64.9,12.3,12,89,11,1,45,0,1.00,15,21,-6,-0.49,-0.94,12.0,18.2,-6.1,-0.50,-0.42,Matches
Taiwo Awoniyi,ng NGA,FW,Union Berlin,23-185,1997,18,"1,206",67,67.0,13.4,15,76,3,3,21,1,1.44,19,17,+2,+0.15,-0.91,16.5,16.5,-0.1,0.00,-0.84,Matches
Leon Bailey,jm JAM,FW,Leverkusen,23-188,1997,19,"1,457",77,80.9,16.2,17,84,12,2,13,0,1.79,33,17,+16,+0.99,+0.99,22.8,18.6,+4.3,+0.26,-0.28,Matches
Ridle Baku,de GER,"DF,FW",Wolfsburg,22-311,1998,18,"1,474",82,81.9,16.4,17,86,8,1,19,0,2.00,30,18,+12,+0.73,+0.46,27.1,20.1,+6.9,+0.42,+0.44,Matches
Ridle Baku,de GER,DF,Mainz 05,22-311,1998,2,180,90,10.0,2.0,2,90,2,0,,0,0.00,2,7,-5,-2.50,-1.61,2.3,5.5,-3.2,-1.59,-1.32,Matches
Aymen Barkok,ma MAR,"FW,MF",Eint Frankfurt,22-268,1998,17,699,41,38.8,7.8,7,73,1,10,19,1,1.71,13,10,+3,+0.39,-0.35,12.4,9.3,+3.1,+0.40,0.00,Matches
Leandro Barreiro Martins,lu LUX,MF,Mainz 05,21-041,2000,15,"1,146",76,63.7,12.7,13,84,8,2,24,4,0.87,15,25,-10,-0.79,+0.73,18.4,23.5,-5.2,-0.40,0.00,Matches
Jacob Barrett Laursen,dk DEN,DF,Arminia,26-088,1994,9,653,73,38.2,7.3,7,88,6,2,19,5,0.89,7,15,-8,-1.10,-0.34,7.2,10.7,-3.4,-0.47,+0.66,Matches
Oliver Baumann,de GER,GK,Hoffenheim,30-256,1990,19,"1,710",90,95.0,19.0,19,90,19,0,,0,1.11,29,36,-7,-0.37,-0.37,31.1,34.6,-3.5,-0.18,-1.09,Matches
Julian Baumgartlinger,at AUT,MF,Leverkusen,33-042,1988,16,"1,070",67,59.4,11.9,12,83,8,4,18,1,1.75,25,12,+13,+1.09,+0.72,15.7,11.7,+4.0,+0.34,+0.04,Matches
Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,21-196,1999,19,"1,427",75,79.3,15.9,17,80,7,2,30,0,1.11,27,32,-5,-0.32,+0.17,26.2,28.3,-2.1,-0.13,-0.02,Matches
Noah Joel Sarenren Bazee,ng NGA,"FW,MF",Augsburg,24-176,1996,3,34,11,1.8,0.4,0,,0,3,11,2,1.00,2,3,-1,-2.65,-2.07,1.0,1.0,0.0,-0.09,+0.73,Matches
Ihlas Bebou,tg TOG,"FW,DF",Hoffenheim,26-296,1994,18,"1,021",57,56.7,11.3,10,82,5,8,26,2,1.17,22,23,-1,-0.09,+0.61,21.1,18.8,+2.4,+0.21,+0.78,Matches
Sheraldo Becker,nl NED,"FW,MF",Union Berlin,26-004,1995,16,"1,072",67,59.6,11.9,15,71,2,1,9,1,1.56,23,13,+10,+0.84,+0.96,16.9,11.4,+5.5,+0.46,+0.47,Matches
Timo Becker,de GER,DF,Schalke 04,23-325,1997,7,495,71,27.5,5.5,5,90,5,2,23,1,0.57,7,12,-5,-0.91,+1.30,4.8,10.5,-5.6,-1.02,+0.44,Matches
Brian Behrendt,de GER,DF,Arminia,29-112,1991,3,79,26,4.6,0.9,0,,0,3,26,0,0.00,1,1,0,0.00,+0.94,0.4,2.0,-1.6,-1.83,-0.99,Matches
Maximilian Beier,de GER,"FW,DF",Hoffenheim,18-119,2002,2,2,1,0.1,0.0,0,,0,2,1,5,0.50,0,1,-1,-45.00,-44.70,0.0,0.1,-0.1,-5.71,-5.58,Matches
Ishak Belfodil,dz ALG,FW,Hoffenheim,29-032,1992,13,579,45,32.2,6.4,7,68,1,6,18,3,0.54,3,14,-11,-1.71,-2.00,7.7,11.9,-4.2,-0.65,-0.77,Matches
Stefan Bell,de GER,DF,Mainz 05,29-173,1991,5,417,83,23.2,4.6,5,83,3,0,,2,1.40,5,6,-1,-0.22,+1.09,5.0,6.2,-1.2,-0.26,+0.19,Matches
Karim Bellarabi,de GER,"MF,FW",Leverkusen,30-311,1990,14,431,31,23.9,4.8,3,80,0,11,17,1,1.93,6,3,+3,+0.63,-0.23,7.7,4.1,+3.6,+0.75,+0.57,Matches
Jude Bellingham,eng ENG,MF,Dortmund,17-229,2003,16,804,50,44.7,8.9,9,71,1,7,24,2,1.44,17,18,-1,-0.11,-1.11,18.8,10.4,+8.3,+0.93,-0.09,Matches
Lars Bender,de GER,DF,Leverkusen,31-292,1989,13,934,72,51.9,10.4,12,75,5,1,30,3,2.15,21,8,+13,+1.25,+0.94,13.9,11.5,+2.4,+0.23,-0.18,Matches
Sven Bender,de GER,DF,Leverkusen,31-292,1989,9,624,69,34.7,6.9,8,78,5,1,4,1,2.33,14,8,+6,+0.87,+0.10,9.3,6.0,+3.3,+0.47,+0.24,Matches
László Bénes,sk SVK,MF,M'Gladbach,23-157,1997,7,150,21,8.3,1.7,1,45,0,6,18,6,1.43,3,5,-2,-1.20,-1.64,1.6,4.5,-2.9,-1.76,-2.35,Matches
László Bénes,sk SVK,"MF,FW",Augsburg,23-157,1997,2,127,64,6.7,1.4,2,64,0,0,,0,0.00,0,4,-4,-2.83,-2.38,0.6,3.8,-3.2,-2.30,-1.60,Matches
Ramy Bensebaini,dz ALG,DF,M'Gladbach,25-303,1995,13,865,67,48.1,9.6,9,90,8,4,14,1,1.69,19,17,+2,+0.21,-0.18,13.8,11.6,+2.2,+0.23,-0.32,Matches
Nabil Bentaleb,dz ALG,MF,Schalke 04,26-081,1994,7,450,64,25.0,5.0,5,83,4,2,18,1,0.29,2,17,-15,-3.00,-1.53,2.2,12.6,-10.4,-2.08,-1.00,Matches
Dion Berisha,xk KVX,MF,Augsburg,17-280,2003,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
Louis Beyer,de GER,DF,M'Gladbach,20-270,2000,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
Bartosz Bialek,pl POL,"FW,MF",Wolfsburg,19-094,2001,11,176,16,9.8,2.0,1,72,0,10,10,9,2.27,7,1,+6,+3.07,+2.68,5.9,2.6,+3.3,+1.69,+1.49,Matches
Ermin Bičakčić,ba BIH,DF,Hoffenheim,31-020,1990,2,128,64,7.1,1.4,2,64,1,0,,0,3.00,5,3,+2,+1.41,+1.89,4.4,2.6,+1.7,+1.23,+1.46,Matches
Leonardo Bittencourt,de GER,"FW,MF",Werder Bremen,27-056,1993,16,"1,038",65,60.7,11.5,13,74,4,3,26,2,0.94,18,18,0,0.00,+0.40,13.0,16.3,-3.2,-0.28,+0.18,Matches
Jérôme Boateng,de GER,DF,Bayern Munich,32-163,1988,17,"1,412",83,78.4,15.7,17,83,11,0,,3,2.47,43,21,+22,+1.40,-0.92,34.2,21.1,+13.1,+0.83,+0.09,Matches
Jean-Paul Boëtius,nl NED,"MF,FW",Mainz 05,26-328,1994,17,"1,270",75,70.6,14.1,15,82,7,2,20,3,0.35,14,28,-14,-0.99,+0.20,18.5,24.0,-5.5,-0.39,+0.06,Matches
Melayro Bogarde,nl NED,"DF,MF",Hoffenheim,18-261,2002,6,266,44,14.8,3.0,2,88,1,4,23,12,1.00,2,9,-7,-2.37,-2.37,4.6,6.6,-2.0,-0.68,-0.64,Matches
Elias Bördner,de GER,GK,Eint Frankfurt,18-361,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Dennis Borkowski,de GER,MF,RB Leipzig,19-018,2002,2,11,6,0.6,0.1,0,,0,2,6,6,2.00,0,0,0,0.00,-0.91,0.2,0.1,+0.1,+0.47,-0.52,Matches
Sebastiaan Bornauw,be BEL,DF,Köln,21-328,1999,17,"1,530",90,85.0,17.0,17,90,17,0,,1,0.88,14,29,-15,-0.88,-1.55,17.5,29.2,-11.7,-0.69,-0.21,Matches
Nassim Boujellab,ma MAR,"MF,FW",Schalke 04,21-238,1999,10,533,53,29.6,5.9,5,78,3,5,29,2,0.20,3,16,-13,-2.20,-0.49,4.5,10.8,-6.3,-1.06,+0.40,Matches
Carlo Boukhalfa,ma MAR,MF,Freiburg,21-286,1999,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
Dedryck Boyata,be BEL,DF,Hertha BSC,30-077,1990,13,"1,153",89,64.1,12.8,13,89,11,0,,0,1.00,20,23,-3,-0.23,+0.88,15.5,19.3,-3.8,-0.30,-0.12,Matches
Can Bozdogan,de GER,MF,Schalke 04,19-314,2001,9,405,45,22.5,4.5,2,72,0,7,37,8,0.44,4,12,-8,-1.78,+0.09,3.0,7.8,-4.8,-1.07,+0.34,Matches
Julian Brandt,de GER,"FW,MF",Dortmund,24-287,1996,19,981,52,54.5,10.9,11,77,5,8,17,1,1.53,20,17,+3,+0.28,-0.49,23.0,12.0,+11.0,+1.01,+0.07,Matches
Fabian Bredlow,de GER,GK,Stuttgart,25-348,1995,0,,,,,0,,0,0,,20,,,,,,,,,,,,Matches
Josip Brekalo,hr CRO,FW,Wolfsburg,22-235,1998,19,"1,208",64,67.1,13.4,15,76,4,4,17,0,1.84,17,14,+3,+0.22,-1.30,18.1,15.9,+2.1,+0.16,-0.56,Matches
Joshua Brenet,nl NED,DF,Hoffenheim,26-330,1994,1,1,1,0.1,0.0,0,,0,1,1,11,3.00,0,0,0,0.00,+0.35,0.0,0.0,0.0,0.00,+0.13,Matches
John Brooks,us USA,DF,Wolfsburg,28-016,1993,19,"1,638",86,91.0,18.2,18,90,18,1,18,0,2.00,30,17,+13,+0.71,+0.71,28.5,20.9,+7.6,+0.42,+0.82,Matches
Daniel Brosinski,de GER,DF,Mainz 05,32-211,1988,12,"1,010",84,56.1,11.2,12,84,8,0,,4,0.42,13,27,-14,-1.25,-0.45,16.0,23.6,-7.5,-0.67,-0.61,Matches
Cédric Brunner,ch SUI,DF,Arminia,26-362,1994,17,"1,449",85,84.7,16.1,16,86,13,1,78,0,1.00,13,25,-12,-0.75,+0.98,11.9,25.2,-13.4,-0.83,+0.35,Matches
Mathis Bruns,de GER,DF,Union Berlin,,,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Jacob Bruun Larsen,dk DEN,FW,Hoffenheim,22-147,1998,2,89,45,4.9,1.0,1,58,0,1,31,7,0.50,1,2,-1,-1.01,-0.70,1.2,1.9,-0.7,-0.69,-0.59,Matches
Marius Bülter,de GER,"FW,MF",Union Berlin,27-321,1993,16,599,37,33.3,6.7,5,77,1,11,19,2,1.25,7,10,-3,-0.45,-1.35,8.8,6.7,+2.1,+0.32,+0.06,Matches
Jonathan Burkardt,de GER,"FW,DF",Mainz 05,20-217,2000,18,855,48,47.5,9.5,9,75,1,9,20,1,0.56,7,25,-18,-1.89,-1.61,12.1,20.3,-8.2,-0.86,-0.87,Matches
Nishan Burkart,ch SUI,FW,Freiburg,21-013,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Roman Bürki,ch SUI,GK,Dortmund,30-091,1990,16,"1,440",90,80.0,16.0,16,90,16,0,,1,1.44,30,26,+4,+0.25,-1.25,32.1,19.1,+13.1,+0.82,-0.82,Matches
Kerim Calhanoglu,de GER,MF,Schalke 04,18-171,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Daniel Caligiuri,it ITA,"MF,DF",Augsburg,33-029,1988,21,"1,828",87,96.7,20.3,21,87,18,0,,0,1.05,20,32,-12,-0.59,+0.86,18.7,35.1,-16.4,-0.81,+0.09,Matches
Emre Can,de GER,"DF,MF",Dortmund,27-032,1994,15,"1,100",73,61.1,12.2,12,85,9,3,26,2,1.53,24,18,+6,+0.49,-0.02,25.5,13.5,+12.0,+0.98,+0.01,Matches
Koen Casteels,be BEL,GK,Wolfsburg,28-233,1992,19,"1,710",90,95.0,19.0,19,90,19,0,,0,1.95,31,18,+13,+0.68,+0.68,30.5,22.7,+7.8,+0.41,+1.32,Matches
Gonzalo Castro,de GER,"MF,FW",Stuttgart,33-247,1987,17,"1,154",68,64.1,12.8,16,72,2,1,9,1,1.29,19,22,-3,-0.23,-1.07,21.6,20.1,+1.5,+0.12,-0.66,Matches
Sava Cestic,de GER,DF,Köln,19-360,2001,8,659,82,36.6,7.3,8,82,7,0,,3,1.75,9,11,-2,-0.27,+0.59,6.5,11.8,-5.3,-0.73,-0.11,Matches
Timothy Chandler,us USA,DF,Eint Frankfurt,30-321,1990,5,66,13,3.7,0.7,0,,0,5,13,13,1.60,0,3,-3,-4.09,-4.87,0.5,2.8,-2.4,-3.21,-3.75,Matches
Kwon Chang-hoon,kr KOR,"MF,FW",Freiburg,26-228,1994,8,181,23,10.1,2.0,1,65,0,7,17,2,1.13,3,5,-2,-0.99,-1.22,2.3,3.7,-1.4,-0.71,-0.65,Matches
Tahith Chong,nl NED,"FW,MF",Werder Bremen,21-071,1999,13,386,30,22.6,4.3,4,68,1,9,13,6,1.08,5,8,-3,-0.70,-0.70,3.9,6.0,-2.1,-0.50,-0.20,Matches
Darko Churlinov,mk MKD,"DF,FW",Stuttgart,20-217,2000,5,60,12,3.3,0.7,0,,0,5,12,8,1.60,1,2,-1,-1.50,-1.71,1.1,1.0,0.0,+0.06,-0.31,Matches
Tim Civeja,de GER,"MF,DF",Augsburg,19-040,2002,3,34,11,1.8,0.4,0,,0,3,11,8,0.00,0,0,0,0.00,+0.63,0.0,0.7,-0.7,-1.76,-0.97,Matches
Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,24-245,1996,16,"1,028",64,57.1,11.4,13,74,2,3,23,1,2.25,29,14,+15,+1.31,-0.67,22.2,15.8,+6.4,+0.56,-0.60,Matches
Jomaine Consbruch,de GER,MF,Arminia,19-018,2002,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
Jhon Córdoba,co COL,FW,Hertha BSC,27-278,1993,12,896,75,49.8,10.0,10,82,5,2,38,0,0.92,12,19,-7,-0.70,-0.30,15.0,13.6,+1.4,+0.14,+0.78,Matches
Sergio Córdova,ve VEN,"FW,MF",Arminia,23-188,1997,16,887,55,51.9,9.9,11,71,1,5,21,1,1.06,7,14,-7,-0.71,+0.38,7.8,15.1,-7.3,-0.74,+0.30,Matches
Danny da Costa,de GER,DF,Eint Frankfurt,27-215,1993,6,110,18,6.1,1.2,1,45,0,5,13,7,1.00,2,6,-4,-3.27,-4.12,2.0,2.5,-0.5,-0.39,-0.84,Matches
Danny da Costa,de GER,DF,Mainz 05,27-215,1993,3,270,90,15.0,3.0,3,90,3,0,,0,2.00,4,4,0,0.00,+1.24,4.0,3.2,+0.8,+0.27,+0.79,Matches
Douglas Costa,br BRA,"FW,MF",Bayern Munich,30-152,1990,11,320,29,17.8,3.6,3,65,0,8,16,5,2.36,7,5,+2,+0.56,-1.26,4.5,5.2,-0.7,-0.19,-1.23,Matches
Tanguy Coulibaly,fr FRA,"DF,FW",Stuttgart,19-361,2001,19,843,44,46.8,9.4,10,67,0,9,19,1,1.32,18,16,+2,+0.21,+0.12,18.1,11.3,+6.8,+0.73,+0.71,Matches
Mickaël Cuisance,fr FRA,FW,Bayern Munich,21-181,1999,1,18,18,1.0,0.2,0,,0,1,18,0,3.00,1,0,+1,+5.00,+3.43,0.1,0.1,+0.1,+0.27,-0.55,Matches
Matheus Cunha,br BRA,"FW,MF",Hertha BSC,21-262,1999,18,"1,505",84,83.6,16.7,17,87,13,1,31,0,0.89,23,31,-8,-0.48,+0.44,21.0,25.1,-4.1,-0.24,+0.05,Matches
Rafael Czichos,de GER,DF,Köln,30-275,1990,15,"1,145",76,63.6,12.7,14,81,10,1,9,0,1.07,15,16,-1,-0.08,+1.57,14.7,17.8,-3.0,-0.24,+1.15,Matches
Moanes Dabour,il ISR,FW,Hoffenheim,28-275,1992,16,767,48,42.6,8.5,9,75,2,7,13,3,1.13,12,9,+3,+0.35,+1.22,13.1,12.0,+1.1,+0.12,+0.44,Matches
Finn Dahmen,de GER,GK,Mainz 05,22-323,1998,1,90,90,5.0,1.0,1,90,1,0,,19,0.00,2,5,-3,-3.00,-2.05,1.5,3.5,-2.0,-1.96,-1.64,Matches
Mahmoud Dahoud,de GER,MF,Dortmund,25-043,1996,7,296,42,16.4,3.3,4,63,0,3,15,11,1.86,6,2,+4,+1.22,+0.86,5.8,2.2,+3.6,+1.09,+0.13,Matches
Leon Dajaku,de GER,FW,Union Berlin,19-307,2001,2,37,19,2.1,0.4,0,,0,2,19,0,0.50,0,1,-1,-2.43,-2.94,0.3,1.2,-0.8,-2.06,-2.38,Matches
Tiago Dantas,pt POR,MF,Bayern Munich,20-051,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Márton Dárdai,de GER,DF,Hertha BSC,19-001,2002,2,17,9,0.9,0.2,0,,0,2,9,9,2.00,0,0,0,0.00,+0.56,0.0,0.1,0.0,-0.16,+0.09,Matches
Vladimír Darida,cz CZE,MF,Hertha BSC,30-189,1990,19,"1,398",74,77.7,15.5,18,78,8,1,2,1,0.84,19,30,-11,-0.71,-0.71,20.6,24.5,-3.9,-0.25,0.00,Matches
Alphonso Davies,ca CAN,DF,Bayern Munich,20-103,2000,11,788,72,43.8,8.8,10,79,7,1,1,4,2.27,22,16,+6,+0.69,-1.63,18.6,13.6,+5.0,+0.57,-0.44,Matches
Thomas Delaney,dk DEN,MF,Dortmund,29-163,1991,11,741,67,41.2,8.2,8,78,4,3,38,4,2.18,16,7,+9,+1.09,+1.01,15.7,6.3,+9.4,+1.14,+0.27,Matches
Kerem Demirbay,de GER,MF,Leverkusen,27-225,1993,16,875,55,48.6,9.7,9,82,5,7,20,2,1.44,12,9,+3,+0.31,-0.96,12.8,9.2,+3.6,+0.37,+0.11,Matches
Ermedin Demirović,ba BIH,FW,Freiburg,22-325,1998,17,742,44,41.2,8.2,10,68,0,7,9,2,1.59,19,10,+9,+1.09,+1.69,11.8,12.2,-0.3,-0.04,+0.14,Matches
Emmanuel Dennis,ng NGA,FW,Köln,23-090,1997,2,138,69,7.7,1.5,2,69,0,0,,0,3.00,5,2,+3,+1.96,+2.82,1.8,2.0,-0.2,-0.15,+0.55,Matches
Mike van der Hoorn,nl NED,DF,Arminia,28-121,1992,16,"1,251",78,73.2,13.9,14,89,12,2,2,3,0.81,9,24,-15,-1.08,-0.69,8.4,24.0,-15.7,-1.13,-0.91,Matches
Moussa Diaby,fr FRA,"FW,MF",Leverkusen,21-221,1999,20,"1,676",84,93.1,18.6,20,84,14,0,,0,1.75,34,20,+14,+0.75,-0.70,25.1,19.7,+5.4,+0.29,-0.39,Matches
Daniel Didavi,de GER,"FW,MF",Stuttgart,30-358,1990,13,691,53,38.4,7.7,8,74,1,5,19,2,1.15,15,13,+2,+0.26,+0.18,16.8,11.3,+5.5,+0.72,+0.59,Matches
Javairô Dilrosun,nl NED,FW,Hertha BSC,22-236,1998,7,273,39,15.2,3.0,2,67,0,5,28,3,0.86,5,5,0,0.00,+0.65,3.2,4.1,-0.9,-0.31,-0.06,Matches
Eren Dinkçi,de GER,FW,Werder Bremen,19-062,2001,1,6,6,0.4,0.1,0,,0,1,6,5,3.00,1,0,+1,+15.00,+15.21,0.3,0.1,+0.2,+3.30,+3.66,Matches
Ritsu Doan,jp JPN,"MF,FW",Arminia,22-242,1998,19,"1,615",85,94.4,17.9,19,85,10,0,,0,0.89,14,30,-16,-0.89,+0.06,13.0,29.4,-16.4,-0.92,-0.59,Matches
Ji Dong-won,kr KOR,FW,Mainz 05,29-261,1991,6,62,10,3.4,0.7,0,,0,6,10,6,0.67,0,4,-4,-5.81,-4.93,0.6,2.1,-1.5,-2.18,-1.84,Matches
Bas Dost,nl NED,FW,Eint Frankfurt,31-258,1989,12,817,68,45.4,9.1,9,86,7,3,14,1,1.33,14,16,-2,-0.22,-1.50,16.1,16.1,0.0,0.00,-0.73,Matches
Aleksandar Dragović,at AUT,DF,Leverkusen,29-344,1991,13,729,56,40.5,8.1,7,84,5,6,23,6,1.85,16,9,+7,+0.86,+0.11,11.9,7.8,+4.1,+0.51,+0.32,Matches
Dominick Drexler,de GER,"MF,FW",Köln,30-263,1990,15,754,50,41.9,8.4,7,78,1,8,26,5,1.07,6,12,-6,-0.72,-0.11,8.5,14.4,-5.9,-0.70,-0.08,Matches
Stefan Drljača,de GER,GK,Dortmund,21-299,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Ondrej Duda,sk SVK,"FW,MF",Köln,26-070,1994,19,"1,507",79,83.7,16.7,19,79,7,0,,0,1.11,18,21,-3,-0.18,+2.89,16.5,25.6,-9.1,-0.54,+0.71,Matches
Erik Durm,de GER,DF,Eint Frankfurt,28-277,1992,11,907,82,50.4,10.1,11,82,4,0,,1,2.00,22,12,+10,+0.99,+0.79,15.5,14.2,+1.2,+0.12,-0.56,Matches
Johannes Eggestein,de GER,"FW,MF",Werder Bremen,22-281,1998,2,33,17,1.9,0.4,0,,0,2,17,1,3.00,0,1,-1,-2.73,-2.62,0.5,0.4,+0.1,+0.25,+0.61,Matches
Maximilian Eggestein,de GER,MF,Werder Bremen,24-067,1996,19,"1,710",90,100.0,19.0,19,90,19,0,,0,1.16,24,27,-3,-0.16,,18.7,25.3,-6.6,-0.35,,Matches
Lilian Egloff,de GER,MF,Stuttgart,18-177,2002,2,16,8,0.9,0.2,0,,0,2,8,3,3.00,1,0,+1,+5.63,+5.52,0.5,0.5,0.0,+0.06,-0.30,Matches
Kingsley Ehizibue,nl NED,DF,Köln,25-264,1995,12,616,51,34.2,6.8,8,64,1,4,26,6,1.00,5,13,-8,-1.17,-0.79,7.4,10.6,-3.2,-0.47,+0.29,Matches
Nico Elvedi,ch SUI,DF,M'Gladbach,24-136,1996,17,"1,485",87,82.5,16.5,17,87,16,0,,2,1.65,29,26,+3,+0.18,-0.68,27.1,19.5,+7.6,+0.46,+0.36,Matches
Breel Embolo,ch SUI,"FW,MF",M'Gladbach,23-365,1997,17,"1,027",60,57.1,11.4,13,75,5,4,13,0,1.65,22,16,+6,+0.53,+0.53,21.0,14.2,+6.8,+0.60,+0.46,Matches
