player,nationality,position,squad,age,birth_year,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,gca_og_for,matches
David García,es ESP,DF,Osasuna,26-365,1994,20.0,6,0.30,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Manu García,es ESP,MF,Alavés,34-293,1986,6.4,2,0.31,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Raúl García,es ESP,"DF,MF",Valladolid,31-289,1989,5.6,8,1.43,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Raúl García,es ESP,"FW,MF",Athletic Club,34-217,1986,12.0,19,1.59,15,0,0,0,4,0,2,0.17,2,0,0,0,0,0,0,Matches
Rubén García,es ESP,"MF,FW",Osasuna,27-214,1993,19.5,48,2.47,27,15,1,0,4,1,6,0.31,4,0,0,0,1,1,0,Matches
Sergi García,es ESP,MF,Alavés,21-305,1999,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Unai García,es ESP,DF,Osasuna,29-010,1992,10.1,5,0.49,3,1,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Mario Gaspar,es ESP,DF,Villarreal,30-081,1990,13.3,21,1.58,17,0,0,0,2,2,4,0.30,3,0,0,0,1,0,0,Matches
David Gil,es ESP,GK,Cádiz,27-033,1994,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Álvaro Giménez,es ESP,"FW,MF",Cádiz,29-270,1991,4.5,3,0.66,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Dani Gómez,es ESP,FW,Levante,22-198,1998,9.7,15,1.55,10,0,1,2,2,0,5,0.52,2,0,0,2,1,0,0,Matches
Maxi Gómez,uy URU,FW,Valencia,24-183,1996,18.7,30,1.60,18,0,1,3,7,1,8,0.43,2,0,0,2,4,0,0,Matches
Moi Gómez,es ESP,"MF,FW",Villarreal,26-235,1994,17.9,42,2.35,33,5,3,0,1,0,4,0.22,3,1,0,0,0,0,0,Matches
Papu Gómez,ar ARG,"MF,FW",Sevilla,32-364,1988,0.4,1,2.65,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Sergi Gómez,es ESP,DF,Sevilla,28-322,1992,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Sergio Gómez,es ESP,"FW,MF",Huesca,20-162,2000,4.0,10,2.50,7,3,0,0,0,0,1,0.25,1,0,0,0,0,0,0,Matches
Maxime Gonalons,fr FRA,MF,Granada,31-340,1989,9.4,10,1.07,10,0,0,0,0,0,2,0.21,2,0,0,0,0,0,0,Matches
Alfonso González,es ESP,MF,Celta Vigo,21-285,1999,0.4,1,2.65,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Bruno González,es ESP,DF,Valladolid,30-265,1990,18.0,4,0.22,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
Diego González,es ESP,DF,Elche,26-016,1995,9.2,4,0.46,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Sergio González,es ESP,MF,Cádiz,23-275,1997,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Urko González,es ESP,MF,Real Sociedad,19-330,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Andoni Gorosabel,es ESP,DF,Real Sociedad,24-193,1996,14.9,36,2.42,28,5,0,1,2,0,4,0.27,4,0,0,0,0,0,0,Matches
Antoine Griezmann,fr FRA,"FW,MF",Barcelona,29-329,1991,16.0,44,2.75,40,0,2,1,1,0,4,0.25,4,0,0,0,0,0,0,Matches
Andrés Guardado,mx MEX,"MF,FW",Betis,34-138,1986,6.0,8,1.34,7,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
Sergi Guardiola,es ESP,FW,Valladolid,29-260,1991,10.7,17,1.59,11,0,2,1,2,1,3,0.28,2,0,1,0,0,0,0,Matches
Nemanja Gudelj,rs SRB,"MF,DF",Sevilla,29-089,1991,5.2,6,1.15,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
Gonçalo Guedes,pt POR,"MF,FW",Valencia,24-076,1996,13.0,38,2.92,24,0,4,1,9,0,4,0.31,3,0,0,0,1,0,0,Matches
Ander Guevara,es ESP,MF,Real Sociedad,23-221,1997,12.3,10,0.81,10,0,0,0,0,0,1,0.08,1,0,0,0,0,0,0,Matches
John Guidetti,se SWE,FW,Alavés,28-304,1992,0.7,2,2.77,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Hugo Guillamón,es ESP,DF,Valencia,21-013,2000,11.5,2,0.17,1,0,0,1,0,0,1,0.09,1,0,0,0,0,0,0,Matches
Jon Guridi,es ESP,MF,Real Sociedad,25-351,1995,5.1,7,1.36,4,0,0,1,2,0,1,0.19,1,0,0,0,0,0,0,Matches
Raúl Guti,es ESP,MF,Elche,24-045,1996,17.1,4,0.25,2,0,0,0,1,1,1,0.06,0,0,0,0,1,0,0,Matches
Marcos Mauro López Gutiérrez,ar ARG,DF,Cádiz,30-035,1991,10.5,3,0.29,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Munir El Haddadi,es ESP,FW,Sevilla,25-165,1995,6.0,19,3.14,12,3,2,1,1,0,2,0.33,2,0,0,0,0,0,0,Matches
Eden Hazard,be BEL,FW,Real Madrid,30-037,1991,4.2,10,2.39,6,0,3,0,1,0,2,0.48,1,0,1,0,0,0,0,Matches
Mario Hermoso,es ESP,DF,Atlético Madrid,25-240,1995,14.8,10,0.67,10,0,0,0,0,0,3,0.20,3,0,0,0,0,0,0,Matches
Aridane Hernández,gq EQG,DF,Osasuna,31-327,1989,10.5,7,0.67,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Héctor Herrera,mx MEX,MF,Atlético Madrid,30-300,1990,4.1,9,2.21,6,2,0,1,0,0,2,0.49,1,1,0,0,0,0,0,Matches
Sergio Herrera,es ESP,GK,Osasuna,27-253,1993,19.9,2,0.10,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Yangel Herrera,ve VEN,MF,Granada,23-037,1998,15.4,21,1.37,15,0,0,2,3,1,2,0.13,0,0,0,0,1,1,0,Matches
Pablo Hervías,es ESP,"DF,FW",Valladolid,27-342,1993,11.0,32,2.90,22,9,0,1,0,0,5,0.45,3,1,0,1,0,0,0,Matches
Jordan Holsgrove,sco SCO,MF,Celta Vigo,21-156,1999,0.8,1,1.18,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Vicente Iborra,es ESP,MF,Villarreal,33-028,1988,10.3,10,0.97,9,0,0,0,0,1,1,0.10,1,0,0,0,0,0,0,Matches
Oussama Idrissi,ma MAR,"FW,MF",Sevilla,24-353,1996,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Borja Iglesias,es ESP,FW,Betis,28-027,1993,6.2,9,1.46,7,1,0,0,0,1,0,0.00,0,0,0,0,0,0,0,Matches
Juan Iglesias,es ESP,DF,Getafe,22-225,1998,1.0,1,0.96,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Asier Illarramendi,es ESP,MF,Real Sociedad,30-342,1990,1.2,4,3.36,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,Matches
Pablo Insua,es ESP,DF,Huesca,27-157,1993,8.0,3,0.37,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Takashi Inui,jp JPN,"MF,FW",Eibar,32-256,1988,15.6,32,2.06,20,0,7,4,1,0,0,0.00,0,0,0,0,0,0,0,Matches
Alexander Isak,se SWE,FW,Real Sociedad,21-145,1999,12.9,22,1.70,14,1,3,3,1,0,3,0.23,2,0,0,0,1,0,0,Matches
Isco,es ESP,MF,Real Madrid,28-298,1992,4.4,15,3.43,14,0,0,1,0,0,2,0.46,2,0,0,0,0,0,0,Matches
Jairo Izquierdo,es ESP,"DF,MF",Cádiz,27-114,1993,8.9,7,0.79,5,0,0,0,1,1,0,0.00,0,0,0,0,0,0,0,Matches
Saidy Janko,ch SUI,DF,Valladolid,25-114,1995,2.3,3,1.32,3,0,0,0,0,0,1,0.44,1,0,0,0,0,0,0,Matches
Adnan Januzaj,be BEL,"FW,MF",Real Sociedad,26-008,1995,4.7,23,4.92,13,3,3,1,3,0,4,0.86,3,0,0,0,1,0,0,Matches
Jason,es ESP,"MF,DF",Valencia,26-222,1994,4.7,9,1.93,8,0,1,0,0,0,1,0.21,1,0,0,0,0,0,0,Matches
Luis Javier Suárez,co COL,"FW,MF",Granada,23-073,1997,13.0,31,2.39,15,0,5,3,5,3,4,0.31,1,0,0,1,1,1,0,Matches
Ángel Jiménez,es ESP,GK,Granada,18-236,2002,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Joaquín,es ESP,"FW,MF",Betis,39-207,1981,9.0,33,3.68,24,7,1,0,1,0,4,0.45,3,1,0,0,0,0,0,Matches
Frenkie de Jong,nl NED,"MF,DF",Barcelona,23-277,1997,19.8,47,2.38,41,0,1,0,5,0,5,0.25,5,0,0,0,0,0,0,Matches
Luuk de Jong,nl NED,FW,Sevilla,30-170,1990,7.6,14,1.83,12,0,0,0,2,0,0,0.00,0,0,0,0,0,0,0,Matches
Jony,es ESP,"MF,FW",Osasuna,29-219,1991,6.6,29,4.37,19,2,5,0,2,1,1,0.15,1,0,0,0,0,0,0,Matches
Joan Jordán,es ESP,MF,Sevilla,26-222,1994,15.6,39,2.50,31,8,0,0,0,0,7,0.45,7,0,0,0,0,0,0,Matches
Josan,es ESP,"MF,DF",Elche,31-072,1989,15.5,21,1.38,10,7,1,0,2,1,3,0.20,2,0,0,0,0,1,0,Matches
Willian José,br BRA,FW,Real Sociedad,29-082,1991,7.7,12,1.57,8,0,0,3,1,0,1,0.13,0,0,0,1,0,0,0,Matches
Joselu,es ESP,FW,Alavés,30-323,1990,18.9,34,1.80,21,0,3,1,6,3,4,0.21,1,0,0,0,1,2,0,Matches
Josema,es ESP,DF,Elche,24-252,1996,15.9,9,0.59,6,2,0,1,0,0,1,0.07,0,1,0,0,0,0,0,Matches
Jota,es ESP,MF,Alavés,29-242,1991,8.8,9,1.03,8,0,0,0,0,1,1,0.11,1,0,0,0,0,0,0,Matches
Jota,pt POR,FW,Valladolid,21-320,1999,4.0,,,,,,,,,,,,,,,,,,Matches
Luka Jović,rs SRB,"FW,MF",Real Madrid,23-052,1997,1.7,4,2.42,2,0,0,1,1,0,0,0.00,0,0,0,0,0,0,0,Matches
Juan,ar ARG,MF,Granada,23-020,1998,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Juanmi,es ESP,"FW,MF",Betis,27-269,1993,3.0,3,1.00,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Vinicius Júnior,br BRA,FW,Real Madrid,20-216,2000,11.1,35,3.16,26,0,4,3,1,1,5,0.45,3,0,0,2,0,0,0,Matches
Jens Jønsson,dk DEN,MF,Cádiz,28-034,1993,18.1,16,0.88,13,0,0,1,2,0,2,0.11,2,0,0,0,0,0,0,Matches
Damian Kądzior,pl POL,"FW,MF",Eibar,28-242,1992,2.2,1,0.46,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Lee Kangin,kr KOR,"FW,MF",Valencia,19-360,2001,7.3,28,3.85,24,1,1,2,0,0,4,0.55,3,1,0,0,0,0,0,Matches
Stephane Keller,cm CMR,DF,Alavés,19-177,2001,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Kenedy,br BRA,"FW,MF",Granada,25-005,1996,10.4,20,1.93,7,3,7,1,1,1,3,0.29,1,1,1,0,0,0,0,Matches
Kike,es ESP,FW,Eibar,31-080,1989,19.0,39,2.06,19,0,5,6,8,1,4,0.21,2,0,1,0,0,1,0,Matches
Giorgi Kochorashvili,ge GEO,MF,Levante,21-229,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Kenan Kodro,ba BIH,"FW,MF",Athletic Club,27-178,1993,0.5,2,4.09,0,0,0,1,1,0,2,4.09,0,0,0,1,1,0,0,Matches
Kenan Kodro,ba BIH,"FW,MF",Valladolid,27-178,1993,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Koba Koindredi,fr FRA,MF,Valencia,19-109,2001,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Koke,es ESP,MF,Atlético Madrid,29-036,1992,16.9,32,1.89,29,2,0,1,0,0,4,0.24,4,0,0,0,0,0,0,Matches
Geoffrey Kondogbia,cf CTA,MF,Valencia,27-364,1993,4.9,5,1.02,4,0,0,0,1,0,1,0.20,1,0,0,0,0,0,0,Matches
Geoffrey Kondogbia,cf CTA,"MF,FW",Atlético Madrid,27-364,1993,2.8,3,1.08,3,0,0,0,0,0,1,0.36,1,0,0,0,0,0,0,Matches
Youssouf Koné,ml MLI,"DF,FW",Elche,25-223,1995,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Jules Koundé,fr FRA,DF,Sevilla,22-093,1998,18.0,16,0.89,14,0,1,1,0,0,2,0.11,2,0,0,0,0,0,0,Matches
Toni Kroos,de GER,MF,Real Madrid,31-040,1990,16.3,69,4.23,34,29,0,2,2,2,6,0.37,3,2,0,0,0,1,0,Matches
Takefusa Kubo,jp JPN,"MF,FW",Villarreal,19-254,2001,3.3,14,4.21,11,0,2,1,0,0,1,0.30,1,0,0,0,0,0,0,Matches
Takefusa Kubo,jp JPN,"MF,FW",Getafe,19-254,2001,3.8,8,2.08,4,2,1,1,0,0,1,0.26,0,0,0,1,0,0,0,Matches
Kuki,es ESP,MF,Valladolid,22-284,1998,0.3,2,6.00,1,0,0,0,0,1,2,6.00,1,0,0,0,0,1,0,Matches
Víctor Laguardia,es ESP,DF,Alavés,31-100,1989,16.0,7,0.44,5,1,0,0,0,1,0,0.00,0,0,0,0,0,0,0,Matches
Diego Lainez,mx MEX,"FW,MF",Betis,20-249,2000,4.9,15,3.05,10,2,3,0,0,0,3,0.61,2,1,0,0,0,0,0,Matches
Toni Lato,es ESP,DF,Valencia,23-084,1997,4.5,6,1.35,3,2,1,0,0,0,1,0.22,0,0,1,0,0,0,0,Matches
Robin Le Normand,fr FRA,DF,Real Sociedad,24-094,1996,16.5,5,0.30,4,0,0,1,0,0,2,0.12,1,0,0,1,0,0,0,Matches
Jeremías Ledesma,ar ARG,GK,Cádiz,28-000,1993,19.0,2,0.11,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Florian Lejeune,fr FRA,DF,Alavés,29-269,1991,18.5,9,0.49,7,2,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Iñigo Lekue,es ESP,"DF,FW",Athletic Club,27-285,1993,0.9,6,6.43,4,1,1,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Thomas Lemar,fr FRA,"MF,FW",Atlético Madrid,25-093,1995,9.9,24,2.43,12,10,1,0,1,0,6,0.61,3,2,0,0,1,0,0,Matches
Clément Lenglet,fr FRA,DF,Barcelona,25-241,1995,13.9,9,0.65,8,0,0,0,0,1,3,0.22,3,0,0,0,0,0,0,Matches
Lautado de León,uy URU,"MF,FW",Celta Vigo,20-004,2001,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Pedro León,es ESP,"MF,FW",Eibar,34-081,1986,5.5,7,1.28,3,3,0,0,1,0,1,0.18,0,1,0,0,0,0,0,Matches
Sergio León,es ESP,FW,Levante,32-038,1989,5.3,14,2.62,7,0,5,0,1,1,2,0.37,2,0,0,0,0,0,0,Matches
Diego Llorente,es ESP,DF,Real Sociedad,27-181,1993,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Marcos Llorente,es ESP,"MF,DF",Atlético Madrid,26-014,1995,16.1,31,1.92,22,1,1,2,3,2,8,0.50,6,0,0,0,1,1,0,Matches
Renan Lodi,br BRA,DF,Atlético Madrid,22-311,1998,7.1,6,0.85,3,1,1,0,0,1,1,0.14,1,0,0,0,0,0,0,Matches
Pedro López Muñoz,es ESP,DF,Huesca,37-104,1983,7.2,5,0.69,5,0,0,0,0,0,1,0.14,1,0,0,0,0,0,0,Matches
Adrián López,es ESP,FW,Osasuna,33-036,1988,3.9,9,2.29,6,0,1,1,1,0,2,0.51,2,0,0,0,0,0,0,Matches
Javi López,es ESP,"DF,MF",Alavés,19-043,2002,2.1,2,0.94,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Roberto López,es ESP,MF,Real Sociedad,20-295,2000,4.5,11,2.42,5,3,0,3,0,0,1,0.22,0,1,0,0,0,0,0,Matches
Unai López,es ESP,MF,Athletic Club,25-106,1995,7.6,23,3.02,14,7,0,1,1,0,1,0.13,1,0,0,0,0,0,0,Matches
Anthony Lozano,hn HON,FW,Cádiz,27-294,1993,11.0,17,1.55,7,0,2,2,5,1,4,0.36,2,0,1,1,0,0,0,Matches
Jeison Lucumí,co COL,FW,Elche,25-311,1995,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
José Luis Gayà,es ESP,DF,Valencia,25-264,1995,18.5,35,1.89,32,1,1,1,0,0,8,0.43,7,0,1,0,0,0,0,Matches
José Luis Morales,es ESP,"FW,MF",Levante,33-205,1987,15.5,41,2.65,30,5,4,0,2,0,8,0.52,5,0,3,0,0,0,0,Matches
Luisinho,pt POR,DF,Huesca,35-284,1985,2.0,2,1.01,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Luismi,es ESP,"MF,DF",Elche,28-284,1992,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Darwin Machís,ve VEN,"FW,MF",Granada,28-006,1993,14.4,38,2.64,17,4,4,7,5,1,8,0.56,3,1,1,1,1,1,0,Matches
Pablo Maffeo,es ESP,DF,Huesca,23-216,1997,11.5,11,0.96,10,0,1,0,0,0,2,0.17,2,0,0,0,0,0,0,Matches
Abdallahi Mahmoud,mr MTN,MF,Alavés,20-285,2000,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Nemanja Maksimović,rs SRB,MF,Getafe,26-018,1995,17.2,21,1.22,17,0,0,1,1,2,1,0.06,0,0,0,1,0,0,0,Matches
Filip Malbašić,rs SRB,"FW,MF",Cádiz,28-087,1992,5.1,5,0.98,3,0,1,0,0,1,2,0.39,1,0,1,0,0,0,0,Matches
Hugo Mallo,es ESP,DF,Celta Vigo,29-236,1991,20.0,26,1.37,22,0,1,2,1,0,1,0.05,1,0,0,0,0,0,0,Matches
Mickael Malsa,mq MTQ,MF,Levante,25-124,1995,14.7,16,1.09,13,0,0,1,1,1,0,0.00,0,0,0,0,0,0,0,Matches
Aïssa Mandi,dz ALG,DF,Betis,29-114,1991,14.6,5,0.34,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Eliaquim Mangala,fr FRA,DF,Valencia,30-000,1991,3.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Maranhão,br BRA,FW,Valladolid,24-116,1996,9.1,13,1.43,8,0,2,1,2,0,3,0.33,2,0,0,0,1,0,0,Matches
Marcelo,br BRA,DF,Real Madrid,32-277,1988,7.0,19,2.73,13,1,4,1,0,0,3,0.43,3,0,0,0,0,0,0,Matches
Iván Marcone,ar ARG,MF,Elche,30-255,1990,16.1,10,0.66,9,1,0,0,0,0,1,0.07,1,0,0,0,0,0,0,Matches
Óscar de Marcos,es ESP,"MF,FW",Athletic Club,31-305,1989,7.1,6,0.84,6,0,0,0,0,0,1,0.14,1,0,0,0,0,0,0,Matches
José Mari,es ESP,MF,Cádiz,33-069,1987,5.6,8,1.44,5,0,1,0,1,1,1,0.18,1,0,0,0,0,0,0,Matches
José María Giménez,uy URU,DF,Atlético Madrid,26-024,1995,10.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Mariano,do DOM,FW,Real Madrid,27-196,1993,2.5,5,1.97,3,0,1,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Adrián Marín,es ESP,"DF,MF",Alavés,24-035,1997,1.0,2,1.94,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Adrián Marín,es ESP,DF,Granada,24-035,1997,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Roger Martí,es ESP,FW,Levante,30-041,1991,13.9,19,1.37,13,0,2,3,1,0,4,0.29,4,0,0,0,0,0,0,Matches
Aarón Martín,es ESP,DF,Celta Vigo,23-297,1997,4.0,2,0.67,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
Iñigo Martínez,es ESP,DF,Athletic Club,29-272,1991,19.0,11,0.58,10,0,0,1,0,0,1,0.05,1,0,0,0,0,0,0,Matches
Javi Martínez,es ESP,MF,Osasuna,21-053,1999,2.1,1,0.49,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Jordi Masip,es ESP,GK,Valladolid,32-041,1989,16.0,2,0.12,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Jaime Mata,es ESP,FW,Getafe,32-112,1988,13.0,22,1.69,18,0,0,1,3,0,1,0.08,1,0,0,0,0,0,0,Matches
Borja Mayoral,es ESP,FW,Real Madrid,23-314,1997,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Gonzalo Melero,es ESP,"MF,FW",Levante,27-042,1994,14.6,35,2.40,29,1,0,2,2,1,4,0.27,3,0,0,1,0,0,0,Matches
Brais Méndez,es ESP,"MF,FW",Celta Vigo,24-037,1997,16.5,28,1.78,19,2,1,1,4,1,6,0.38,2,0,1,1,1,1,0,Matches
Édgar Méndez,es ESP,"MF,DF",Alavés,31-042,1990,13.8,24,1.73,15,0,2,1,5,1,2,0.14,1,0,0,0,1,0,0,Matches
Eñaut Mendía,es ESP,FW,Eibar,21-233,1999,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Ferland Mendy,fr FRA,DF,Real Madrid,25-250,1995,16.5,30,1.81,28,0,1,0,1,0,1,0.06,1,0,0,0,0,0,0,Matches
Mikel Merino,es ESP,MF,Real Sociedad,24-236,1996,19.2,41,2.13,31,0,0,4,3,3,6,0.31,5,0,0,0,0,1,0,Matches
Martín Merquelanz,es ESP,"FW,MF",Real Sociedad,25-246,1995,4.7,18,3.86,11,5,0,1,0,1,0,0.00,0,0,0,0,0,0,0,Matches
Roque Mesa,es ESP,MF,Valladolid,31-251,1989,7.8,19,2.45,16,2,0,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
Lionel Messi,ar ARG,"FW,MF",Barcelona,33-234,1987,17.6,134,7.62,78,9,25,4,16,2,18,1.02,12,0,4,1,1,0,0,Matches
Omenuke Mfulu,cd COD,MF,Elche,26-330,1994,4.0,1,0.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Míchel,es ESP,MF,Valladolid,32-199,1988,6.3,16,2.54,11,5,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Éder Militão,br BRA,"DF,MF",Real Madrid,23-026,1998,2.6,2,0.77,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Luis Milla,es ESP,MF,Granada,26-129,1994,13.9,31,2.23,21,7,1,1,0,1,4,0.29,3,0,0,0,0,1,0,Matches
Pere Milla,es ESP,"FW,MF",Elche,28-143,1992,12.7,22,1.74,11,0,1,6,4,0,4,0.32,2,0,0,1,1,0,0,Matches
Alejandro Millán,es ESP,FW,Villarreal,21-098,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Santi Mina,es ESP,FW,Celta Vigo,25-068,1995,14.6,18,1.31,11,0,1,4,1,1,3,0.22,1,0,0,1,1,0,0,Matches
Óscar Mingueza,es ESP,DF,Barcelona,21-276,1999,9.7,10,1.03,8,0,0,1,0,1,2,0.21,2,0,0,0,0,0,0,Matches
Rafa Mir,es ESP,FW,Huesca,23-240,1997,16.3,18,1.10,13,1,0,1,1,2,1,0.06,1,0,0,0,0,0,0,Matches
Jorge Miramón,es ESP,DF,Levante,31-256,1989,13.0,27,2.07,24,1,0,1,1,0,5,0.38,4,0,0,0,1,0,0,Matches
Juan Miranda,es ESP,DF,Betis,21-025,2000,7.8,10,1.29,7,2,0,0,1,0,1,0.13,1,0,0,0,0,0,0,Matches
Luka Modrić,hr CRO,MF,Real Madrid,35-157,1985,18.1,47,2.60,39,3,3,0,0,2,4,0.22,3,0,1,0,0,0,0,Matches
Johan Mojica,co COL,DF,Elche,28-176,1992,4.3,5,1.25,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Guillem Molina Gutiérrez,es ESP,DF,Valencia,20-286,2000,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Jorge Molina,es ESP,"FW,MF",Granada,38-297,1982,7.7,16,2.08,13,0,0,0,3,0,1,0.13,1,0,0,0,0,0,0,Matches
Victor Mollejo,es ESP,"MF,DF",Getafe,20-023,2001,0.8,5,6.25,3,0,0,0,2,0,0,0.00,0,0,0,0,0,0,0,Matches
Jon Moncayola,es ESP,MF,Osasuna,22-276,1998,17.5,17,0.97,15,1,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Nacho Monreal,es ESP,DF,Real Sociedad,34-353,1986,11.1,11,0.99,11,0,0,0,0,0,1,0.09,1,0,0,0,0,0,0,Matches
Ángel Montoro,es ESP,MF,Granada,32-233,1988,9.2,28,3.05,14,10,0,1,3,0,1,0.11,1,0,0,0,0,0,0,Matches
Martín Montoya,es ESP,DF,Betis,29-305,1991,2.6,5,1.96,3,1,0,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
Emre Mor,tr TUR,"FW,MF",Celta Vigo,23-204,1997,5.6,5,0.90,2,1,2,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Jon Morcillo,es ESP,"FW,MF",Athletic Club,22-151,1998,6.2,21,3.36,11,7,0,0,2,1,3,0.48,2,1,0,0,0,0,0,Matches
Álex Moreno,es ESP,DF,Betis,27-250,1993,14.4,20,1.39,16,0,3,0,0,1,3,0.21,2,0,1,0,0,0,0,Matches
Gerard Moreno,es ESP,"FW,MF",Villarreal,28-312,1992,16.2,41,2.53,31,0,3,5,2,0,6,0.37,4,0,1,1,0,0,0,Matches
Tete Morente,es ESP,"MF,FW",Elche,24-071,1996,13.7,18,1.38,9,0,3,1,5,0,4,0.31,2,0,0,1,1,0,0,Matches
Loren Morón,es ESP,FW,Betis,27-045,1993,7.2,13,1.79,9,0,1,0,3,0,1,0.14,0,0,0,0,1,0,0,Matches
Pedro Mosquera,es ESP,MF,Huesca,32-298,1988,17.9,22,1.23,19,1,0,1,1,0,2,0.11,1,0,0,1,0,0,0,Matches
Javi Moyano,es ESP,DF,Valladolid,34-356,1986,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Iker Muniain,es ESP,"MF,FW",Athletic Club,28-056,1992,15.6,51,3.27,33,4,4,2,8,0,9,0.58,4,1,1,1,2,0,0,Matches
