player,nationality,position,squad,age,birth_year,minutes_90s,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_completed,passes_offsides,passes_oob,passes_intercepted,passes_blocked,matches
Carlos Fernández,es ESP,FW,Real Sociedad,24-267,1996,0.3,12,12,0,0,0,4,0,0,0,0,0,0,7,2,3,8,1,1,0,0,6,0,0,0,1,Matches
Carlos Fernández,es ESP,FW,Sevilla,24-267,1996,1.6,39,37,2,0,0,6,0,2,0,0,0,0,29,7,3,21,11,2,0,2,29,0,1,0,1,Matches
Joaquín Fernández,es ESP,DF,Valladolid,24-258,1996,13.0,449,435,14,13,0,49,15,0,0,0,0,0,288,44,117,70,325,34,1,2,368,0,10,4,5,Matches
Fernando,br BRA,MF,Sevilla,33-203,1987,17.0,910,884,26,21,1,97,25,1,0,0,0,0,696,99,115,99,722,52,4,3,820,2,8,7,7,Matches
David Ferreiro,es ESP,"FW,MF",Huesca,32-318,1988,14.5,611,507,104,38,0,104,50,71,57,21,24,1,311,68,232,70,503,21,9,4,363,7,18,15,29,Matches
Facundo Ferreyra,ar ARG,FW,Celta Vigo,29-336,1991,0.3,4,4,0,0,0,2,0,0,0,0,0,0,1,1,2,1,0,1,0,1,2,0,0,0,0,Matches
Fidel,es ESP,"MF,DF",Elche,31-109,1989,13.4,674,563,111,29,0,120,30,30,19,11,5,0,416,120,138,525,69,13,62,0,525,1,12,14,22,Matches
Junior Firpo,es ESP,DF,Barcelona,24-175,1996,1.7,132,117,15,4,0,15,0,4,0,0,0,0,109,19,4,97,20,3,11,0,118,2,0,5,3,Matches
Kingsley Fobi,gh GHA,DF,Granada,22-146,1998,0.5,12,7,5,0,0,1,0,0,0,0,0,0,4,3,5,1,5,1,5,0,8,0,0,1,0,Matches
Ramón Folch,es ESP,MF,Elche,31-132,1989,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
José Fontán,es ESP,DF,Celta Vigo,21-002,2000,3.8,175,164,11,2,0,26,9,2,0,0,0,0,121,27,27,136,21,7,9,0,139,1,3,5,7,Matches
Dimitri Foulquier,fr FRA,DF,Granada,27-327,1993,16.8,620,421,199,4,0,68,7,22,0,0,0,0,265,186,169,57,328,31,194,3,469,2,12,9,33,Matches
Juan Foyth,ar ARG,"MF,DF",Villarreal,23-032,1998,4.0,228,205,23,3,1,33,4,0,0,0,0,0,160,27,41,22,160,9,20,1,203,0,6,2,3,Matches
Jorge de Frutos,es ESP,MF,Levante,23-359,1997,10.0,320,292,28,3,2,40,10,35,22,5,7,0,201,58,61,33,263,14,3,3,214,2,4,14,21,Matches
Ramiro Funes Mori,ar ARG,DF,Villarreal,29-345,1991,1.1,65,64,1,0,0,6,0,0,0,0,0,0,51,5,9,19,39,1,1,1,62,0,0,0,0,Matches
Javi Galán,es ESP,DF,Huesca,26-086,1994,20.3,1079,881,198,14,0,110,30,57,2,0,1,1,617,234,228,812,50,29,182,0,843,6,33,16,43,Matches
Enric Gallego,es ESP,FW,Osasuna,34-154,1986,6.7,209,200,9,0,1,86,3,7,0,0,0,0,70,79,60,88,16,32,0,9,115,0,9,4,12,Matches
Kévin Gameiro,fr FRA,FW,Valencia,33-280,1987,5.6,128,115,13,1,0,31,0,2,0,0,0,0,94,17,17,7,105,8,2,0,98,2,1,0,6,Matches
Aleix García,es ESP,MF,Eibar,23-230,1997,0.5,30,29,1,1,0,3,2,0,0,0,0,0,25,3,2,4,25,1,0,0,25,0,0,0,0,Matches
Borja García,es ESP,"MF,FW",Huesca,30-103,1990,12.2,541,525,16,4,2,100,13,8,2,0,1,0,386,89,66,47,465,17,0,5,463,5,3,8,15,Matches
Dani García,es ESP,MF,Athletic Club,30-265,1990,13.5,673,649,24,18,1,88,27,5,0,0,0,0,422,83,168,96,499,48,4,1,545,2,19,8,9,Matches
David García,es ESP,DF,Osasuna,26-365,1994,20.0,734,702,32,30,1,121,33,3,0,0,0,0,327,114,293,208,346,101,2,1,525,3,24,12,9,Matches
Manu García,es ESP,MF,Alavés,34-293,1986,6.4,226,222,4,0,0,53,5,3,0,0,0,0,136,27,63,124,57,18,3,2,156,2,5,8,7,Matches
Raúl García,es ESP,"DF,MF",Valladolid,31-289,1989,5.6,287,219,68,4,0,27,5,20,0,0,0,0,125,72,90,181,12,17,64,0,199,1,6,6,19,Matches
Raúl García,es ESP,"FW,MF",Athletic Club,34-217,1986,12.0,358,349,9,1,2,114,6,8,1,1,0,0,126,88,144,43,173,57,1,7,209,2,14,7,14,Matches
Rubén García,es ESP,"MF,FW",Osasuna,27-214,1993,19.5,760,668,92,36,0,135,55,56,35,14,14,3,400,124,236,553,93,62,15,5,495,5,32,30,29,Matches
Sergi García,es ESP,MF,Alavés,21-305,1999,0.2,8,5,3,0,0,2,0,0,0,0,0,0,4,3,1,0,6,0,2,0,5,0,0,0,0,Matches
Unai García,es ESP,DF,Osasuna,29-010,1992,10.1,297,278,19,18,0,39,20,3,0,0,0,0,175,37,85,23,244,21,1,2,225,1,13,0,6,Matches
Mario Gaspar,es ESP,DF,Villarreal,30-081,1990,13.3,713,580,133,11,0,67,9,18,1,0,0,0,453,147,113,53,497,28,121,2,606,3,11,10,22,Matches
David Gil,es ESP,GK,Cádiz,27-033,1994,1.0,37,22,15,6,0,5,0,0,0,0,0,0,5,3,29,28,5,0,0,3,12,0,1,0,0,Matches
Álvaro Giménez,es ESP,"FW,MF",Cádiz,29-270,1991,4.5,93,90,3,0,0,38,1,1,0,0,0,0,46,19,28,49,14,10,0,2,58,0,3,1,7,Matches
Dani Gómez,es ESP,FW,Levante,22-198,1998,9.7,177,168,9,1,0,43,2,6,0,0,0,0,134,23,20,18,143,10,1,2,128,0,3,8,12,Matches
Maxi Gómez,uy URU,FW,Valencia,24-183,1996,18.7,367,357,10,0,2,110,19,10,0,0,0,0,162,108,97,31,220,40,1,18,245,0,9,11,17,Matches
Moi Gómez,es ESP,"MF,FW",Villarreal,26-235,1994,17.9,894,842,52,21,1,128,25,31,30,8,5,0,673,94,127,288,571,25,1,7,732,7,3,11,21,Matches
Papu Gómez,ar ARG,"MF,FW",Sevilla,32-364,1988,0.4,57,55,2,1,0,3,3,0,1,0,1,0,52,0,5,8,49,0,0,0,55,0,0,0,0,Matches
Sergi Gómez,es ESP,DF,Sevilla,28-322,1992,5.0,308,302,6,6,0,22,4,0,0,0,0,0,273,11,24,21,274,6,0,0,292,0,0,0,1,Matches
Sergio Gómez,es ESP,"FW,MF",Huesca,20-162,2000,4.0,179,149,30,12,0,20,8,10,11,2,5,1,106,34,39,155,12,3,7,2,124,3,4,8,9,Matches
Maxime Gonalons,fr FRA,MF,Granada,31-340,1989,9.4,427,416,11,11,0,72,12,3,0,0,0,0,287,52,88,110,271,27,0,2,356,1,4,5,6,Matches
Alfonso González,es ESP,MF,Celta Vigo,21-285,1999,0.4,15,15,0,0,0,2,0,0,0,0,0,0,12,2,1,1,13,1,0,0,15,0,0,0,0,Matches
Bruno González,es ESP,DF,Valladolid,30-265,1990,18.0,555,519,36,34,0,61,24,0,0,0,0,0,344,63,148,72,409,53,2,2,437,0,15,6,6,Matches
Diego González,es ESP,DF,Elche,26-016,1995,9.2,455,442,13,13,0,64,5,0,0,0,0,0,356,31,68,222,213,13,0,0,412,1,5,3,4,Matches
Sergio González,es ESP,MF,Cádiz,23-275,1997,1.0,29,28,1,1,0,8,0,0,0,0,0,0,14,9,6,3,19,6,0,0,20,0,2,0,0,Matches
Urko González,es ESP,MF,Real Sociedad,19-330,2001,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,Matches
Andoni Gorosabel,es ESP,DF,Real Sociedad,24-193,1996,14.9,822,655,167,14,1,85,9,46,1,0,0,1,479,170,173,46,585,31,152,2,642,5,11,15,34,Matches
Antoine Griezmann,fr FRA,"FW,MF",Barcelona,29-329,1991,16.0,699,669,30,6,3,92,15,17,6,0,0,1,568,73,58,559,95,28,6,4,607,1,3,10,18,Matches
Andrés Guardado,mx MEX,"MF,FW",Betis,34-138,1986,6.0,330,322,8,4,1,42,13,4,0,0,0,0,226,41,63,271,33,15,4,1,271,0,5,5,8,Matches
Sergi Guardiola,es ESP,FW,Valladolid,29-260,1991,10.7,273,266,7,1,0,70,9,9,0,0,0,0,161,66,46,194,24,33,0,3,183,2,7,7,20,Matches
Nemanja Gudelj,rs SRB,"MF,DF",Sevilla,29-089,1991,5.2,357,345,12,12,0,36,6,2,0,0,0,0,304,19,34,17,320,9,0,5,338,1,2,1,0,Matches
Gonçalo Guedes,pt POR,"MF,FW",Valencia,24-076,1996,13.0,368,354,14,2,2,76,19,22,3,0,1,0,245,52,71,32,311,14,3,4,267,2,5,10,21,Matches
Ander Guevara,es ESP,MF,Real Sociedad,23-221,1997,12.3,793,775,18,15,2,114,16,1,1,0,0,1,588,94,111,136,602,38,2,4,656,3,15,21,13,Matches
John Guidetti,se SWE,FW,Alavés,28-304,1992,0.7,27,23,4,1,0,7,0,1,0,0,0,0,16,8,3,4,16,3,0,1,19,0,0,1,2,Matches
Hugo Guillamón,es ESP,DF,Valencia,21-013,2000,11.5,562,530,32,30,0,70,27,0,0,0,0,0,426,44,92,117,414,14,2,0,501,1,11,4,3,Matches
Jon Guridi,es ESP,MF,Real Sociedad,25-351,1995,5.1,182,177,5,4,0,31,2,2,0,0,0,0,137,14,31,142,19,13,1,0,145,1,5,3,1,Matches
Raúl Guti,es ESP,MF,Elche,24-045,1996,17.1,642,621,21,11,0,104,15,6,0,0,0,0,491,67,84,29,593,13,2,0,524,3,8,17,15,Matches
Marcos Mauro López Gutiérrez,ar ARG,DF,Cádiz,30-035,1991,10.5,309,289,20,19,0,34,10,0,0,0,0,0,219,31,59,26,245,21,1,3,263,1,5,2,5,Matches
Munir El Haddadi,es ESP,FW,Sevilla,25-165,1995,6.0,241,233,8,2,0,39,12,13,5,0,1,0,178,27,36,207,22,6,1,1,191,0,8,4,9,Matches
Eden Hazard,be BEL,FW,Real Madrid,30-037,1991,4.2,226,221,5,2,1,39,4,3,1,0,0,0,196,21,9,38,180,1,2,4,199,0,1,7,5,Matches
Mario Hermoso,es ESP,DF,Atlético Madrid,25-240,1995,14.8,1083,990,93,25,0,73,36,1,0,0,0,0,795,117,171,821,138,38,68,1,921,2,16,24,17,Matches
Aridane Hernández,gq EQG,DF,Osasuna,31-327,1989,10.5,300,286,14,11,1,45,15,2,0,0,0,0,168,40,92,41,200,36,3,0,242,1,6,5,3,Matches
Héctor Herrera,mx MEX,MF,Atlético Madrid,30-300,1990,4.1,334,319,15,12,1,54,10,2,1,1,0,0,267,29,38,41,270,8,2,4,292,2,2,2,6,Matches
Sergio Herrera,es ESP,GK,Osasuna,27-253,1993,19.9,703,457,246,99,1,28,28,0,0,0,0,0,100,23,580,25,518,1,1,47,392,4,27,5,1,Matches
Yangel Herrera,ve VEN,MF,Granada,23-037,1998,15.4,540,538,2,2,0,141,5,11,0,0,0,0,305,79,156,115,292,66,0,3,354,1,15,10,25,Matches
Pablo Hervías,es ESP,"DF,FW",Valladolid,27-342,1993,11.0,580,472,108,22,0,54,19,58,13,2,5,2,331,109,140,48,437,19,73,0,433,3,10,12,18,Matches
Jordan Holsgrove,sco SCO,MF,Celta Vigo,21-156,1999,0.8,61,58,3,3,0,10,2,2,0,0,0,0,53,2,6,45,16,0,0,0,55,0,1,1,1,Matches
Vicente Iborra,es ESP,MF,Villarreal,33-028,1988,10.3,604,587,17,17,0,59,10,1,0,0,0,0,496,43,65,104,465,18,0,3,545,3,6,6,10,Matches
Oussama Idrissi,ma MAR,"FW,MF",Sevilla,24-353,1996,0.3,10,10,0,0,0,2,3,3,0,0,0,0,5,2,3,4,5,1,0,0,8,0,0,1,1,Matches
Borja Iglesias,es ESP,FW,Betis,28-027,1993,6.2,124,114,10,0,0,25,3,2,1,0,0,0,78,24,22,25,76,12,0,2,85,1,3,7,5,Matches
Juan Iglesias,es ESP,DF,Getafe,22-225,1998,1.0,54,47,7,1,0,6,1,2,0,0,0,0,31,4,19,2,43,2,6,1,37,0,3,0,2,Matches
Asier Illarramendi,es ESP,MF,Real Sociedad,30-342,1990,1.2,105,102,3,1,0,5,3,1,0,0,0,0,84,10,11,7,95,0,2,0,99,0,0,1,0,Matches
Pablo Insua,es ESP,DF,Huesca,27-157,1993,8.0,331,321,10,9,0,50,9,1,0,0,0,0,240,25,66,32,271,14,1,2,277,2,12,3,2,Matches
Takashi Inui,jp JPN,"MF,FW",Eibar,32-256,1988,15.6,387,359,28,3,0,90,25,57,1,0,0,0,227,87,73,46,302,9,18,4,265,0,23,1,20,Matches
Alexander Isak,se SWE,FW,Real Sociedad,21-145,1999,12.9,248,226,22,1,1,62,4,9,0,0,0,0,175,49,24,45,170,16,1,2,192,2,5,6,15,Matches
Isco,es ESP,MF,Real Madrid,28-298,1992,4.4,318,305,13,4,0,43,8,8,4,1,1,1,250,37,31,26,284,1,5,2,274,6,4,6,8,Matches
Jairo Izquierdo,es ESP,"DF,MF",Cádiz,27-114,1993,8.9,282,246,36,2,0,51,8,17,0,0,0,0,164,63,55,216,20,9,33,1,202,1,9,8,11,Matches
Saidy Janko,ch SUI,DF,Valladolid,25-114,1995,2.3,104,80,24,0,0,13,0,7,0,0,0,0,63,19,22,8,66,4,24,0,76,0,3,1,2,Matches
Adnan Januzaj,be BEL,"FW,MF",Real Sociedad,26-008,1995,4.7,256,230,26,5,2,43,16,21,17,5,8,1,185,27,44,209,34,2,4,2,181,3,9,3,14,Matches
Jason,es ESP,"MF,DF",Valencia,26-222,1994,4.7,129,124,5,1,0,15,5,11,0,0,0,0,77,26,26,12,103,8,4,0,85,2,6,5,3,Matches
Luis Javier Suárez,co COL,"FW,MF",Granada,23-073,1997,13.0,201,195,6,0,1,57,2,15,0,0,0,0,129,38,34,43,135,10,0,4,120,1,9,8,15,Matches
Ángel Jiménez,es ESP,GK,Granada,18-236,2002,1.0,30,11,19,2,0,3,1,0,0,0,0,0,5,0,25,12,16,0,0,0,16,0,2,0,0,Matches
Joaquín,es ESP,"FW,MF",Betis,39-207,1981,9.0,481,429,52,15,1,54,21,21,28,3,17,1,356,48,77,30,426,10,9,1,387,2,10,12,15,Matches
Frenkie de Jong,nl NED,"MF,DF",Barcelona,23-277,1997,19.8,1563,1537,26,14,7,190,28,8,0,0,0,0,1327,133,103,89,1399,31,12,6,1419,8,9,26,19,Matches
Luuk de Jong,nl NED,FW,Sevilla,30-170,1990,7.6,191,183,8,0,1,66,4,1,0,0,0,0,106,47,38,30,111,13,0,3,142,0,5,6,5,Matches
Jony,es ESP,"MF,FW",Osasuna,29-219,1991,6.6,260,242,18,2,1,40,19,37,3,0,2,0,131,46,83,197,28,18,13,0,152,0,9,2,25,Matches
Joan Jordán,es ESP,MF,Sevilla,26-222,1994,15.6,1223,1135,88,53,4,165,80,22,25,3,6,0,894,127,202,136,1038,30,8,3,1080,1,18,15,14,Matches
Josan,es ESP,"MF,DF",Elche,31-072,1989,15.5,625,542,83,11,1,111,18,50,13,6,5,1,398,107,120,75,461,23,59,2,460,3,12,17,30,Matches
Willian José,br BRA,FW,Real Sociedad,29-082,1991,7.7,241,221,20,1,2,72,18,3,0,0,0,0,152,52,37,18,202,7,2,4,186,3,3,9,8,Matches
Joselu,es ESP,FW,Alavés,30-323,1990,18.9,587,575,12,0,5,252,15,14,0,0,0,0,220,204,163,95,257,77,3,16,337,3,14,17,23,Matches
Josema,es ESP,DF,Elche,24-252,1996,15.9,707,642,65,20,0,105,25,9,0,0,0,0,456,85,166,573,45,28,45,1,562,0,12,11,13,Matches
Jota,es ESP,MF,Alavés,29-242,1991,8.8,276,262,14,8,2,54,10,10,3,1,2,0,181,34,61,231,25,14,1,0,204,3,5,13,6,Matches
Jota,pt POR,FW,Valladolid,21-320,1999,4.0,,,,,,,,7,,,,,,,,,,,,,,,,,,Matches
Luka Jović,rs SRB,"FW,MF",Real Madrid,23-052,1997,1.7,41,38,3,0,0,9,0,1,0,0,0,0,27,10,4,6,33,1,0,0,34,0,1,1,2,Matches
Juan,ar ARG,MF,Granada,23-020,1998,0.3,6,6,0,0,0,1,0,0,0,0,0,0,2,3,1,0,3,2,0,0,5,0,0,0,0,Matches
Juanmi,es ESP,"FW,MF",Betis,27-269,1993,3.0,76,74,2,0,0,17,1,0,0,0,0,0,47,17,12,9,57,3,2,0,57,0,0,2,4,Matches
Vinicius Júnior,br BRA,FW,Real Madrid,20-216,2000,11.1,440,429,11,0,3,53,4,28,0,0,0,0,357,40,43,48,371,5,11,5,366,0,7,5,14,Matches
Jens Jønsson,dk DEN,MF,Cádiz,28-034,1993,18.1,447,438,9,9,1,84,6,2,0,0,0,0,270,67,110,48,333,36,0,4,348,4,6,7,3,Matches
Damian Kądzior,pl POL,"FW,MF",Eibar,28-242,1992,2.2,76,59,17,6,0,12,8,13,10,2,6,2,35,11,30,61,9,4,1,1,44,1,2,0,5,Matches
Lee Kangin,kr KOR,"FW,MF",Valencia,19-360,2001,7.3,283,246,37,11,3,66,10,8,13,5,4,0,188,36,59,247,17,9,4,2,232,1,3,7,5,Matches
Stephane Keller,cm CMR,DF,Alavés,19-177,2001,0.2,13,13,0,0,0,0,1,0,0,0,0,0,10,1,2,1,11,1,0,0,11,0,0,0,0,Matches
Kenedy,br BRA,"FW,MF",Granada,25-005,1996,10.4,194,169,25,8,1,31,9,15,13,8,4,0,110,31,53,144,26,10,4,5,129,1,4,8,8,Matches
Kike,es ESP,FW,Eibar,31-080,1989,19.0,520,498,22,0,0,173,11,15,0,0,0,0,277,120,123,117,254,49,0,20,342,5,13,11,28,Matches
Giorgi Kochorashvili,ge GEO,MF,Levante,21-229,1999,0.0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,1,0,0,2,0,1,0,0,Matches
Kenan Kodro,ba BIH,"FW,MF",Athletic Club,27-178,1993,0.5,8,8,0,0,0,1,0,0,0,0,0,0,4,3,1,0,6,2,0,0,6,0,0,0,0,Matches
Kenan Kodro,ba BIH,"FW,MF",Valladolid,27-178,1993,0.6,15,14,1,0,0,8,0,0,0,0,0,0,8,3,4,1,8,1,1,0,9,0,1,1,0,Matches
Koba Koindredi,fr FRA,MF,Valencia,19-109,2001,0.2,11,10,1,1,0,1,0,0,0,0,0,0,10,1,0,10,1,0,0,0,9,0,0,0,0,Matches
Koke,es ESP,MF,Atlético Madrid,29-036,1992,16.9,1155,1100,55,34,4,144,19,7,15,2,8,0,915,104,136,91,1020,32,4,3,1026,5,8,19,16,Matches
Geoffrey Kondogbia,cf CTA,MF,Valencia,27-364,1993,4.9,189,179,10,9,0,42,13,1,0,0,0,0,121,22,46,154,27,3,1,1,161,3,4,1,1,Matches
Geoffrey Kondogbia,cf CTA,"MF,FW",Atlético Madrid,27-364,1993,2.8,172,171,1,1,1,39,6,0,0,0,0,0,134,21,17,142,19,7,0,1,148,1,0,4,3,Matches
Youssouf Koné,ml MLI,"DF,FW",Elche,25-223,1995,0.8,29,18,11,0,0,1,1,1,0,0,0,0,13,12,4,14,4,0,11,0,24,0,2,0,0,Matches
Jules Koundé,fr FRA,DF,Sevilla,22-093,1998,18.0,1279,1260,19,18,0,119,35,9,0,0,0,0,1042,91,146,152,1055,37,1,0,1147,3,12,8,17,Matches
Toni Kroos,de GER,MF,Real Madrid,31-040,1990,16.3,1499,1340,159,80,9,107,110,29,73,23,25,6,1110,119,270,231,1237,13,6,3,1350,7,20,14,17,Matches
Takefusa Kubo,jp JPN,"MF,FW",Villarreal,19-254,2001,3.3,139,132,7,3,0,22,3,10,4,3,0,0,105,17,17,118,16,2,0,2,102,0,4,4,5,Matches
Takefusa Kubo,jp JPN,"MF,FW",Getafe,19-254,2001,3.8,95,87,8,2,0,19,2,6,5,4,1,0,66,13,16,80,8,3,1,0,71,0,0,1,4,Matches
Kuki,es ESP,MF,Valladolid,22-284,1998,0.3,11,11,0,0,0,3,0,1,0,0,0,0,8,1,2,8,2,0,0,1,8,0,0,0,0,Matches
Víctor Laguardia,es ESP,DF,Alavés,31-100,1989,16.0,541,513,28,28,0,56,25,1,0,0,0,0,272,61,208,43,424,55,0,0,410,2,14,4,8,Matches
Diego Lainez,mx MEX,"FW,MF",Betis,20-249,2000,4.9,182,176,6,3,0,29,3,11,3,0,0,2,142,18,22,146,26,6,0,1,146,0,2,2,8,Matches
Toni Lato,es ESP,DF,Valencia,23-084,1997,4.5,212,168,44,5,0,35,4,5,0,0,0,0,96,49,67,130,19,19,38,0,153,1,10,7,4,Matches
Robin Le Normand,fr FRA,DF,Real Sociedad,24-094,1996,16.5,946,914,32,30,0,111,28,3,0,0,0,0,707,65,174,98,724,69,2,4,825,1,13,2,4,Matches
Jeremías Ledesma,ar ARG,GK,Cádiz,28-000,1993,19.0,571,328,243,85,0,18,11,0,0,0,0,0,72,14,485,14,399,0,0,36,262,1,24,3,2,Matches
Florian Lejeune,fr FRA,DF,Alavés,29-269,1991,18.5,756,714,42,39,0,81,51,2,0,0,0,0,460,61,235,71,588,54,3,1,584,3,22,8,8,Matches
Iñigo Lekue,es ESP,"DF,FW",Athletic Club,27-285,1993,0.9,71,60,11,1,0,1,3,6,4,0,0,0,45,10,16,10,53,2,6,0,60,0,0,0,4,Matches
Thomas Lemar,fr FRA,"MF,FW",Atlético Madrid,25-093,1995,9.9,524,479,45,13,1,68,21,18,24,8,13,0,387,58,79,421,79,12,6,2,425,2,9,10,13,Matches
Clément Lenglet,fr FRA,DF,Barcelona,25-241,1995,13.9,1079,1043,36,31,2,75,24,1,0,0,0,0,913,72,94,880,135,38,5,0,1000,3,8,15,6,Matches
Lautado de León,uy URU,"MF,FW",Celta Vigo,20-004,2001,0.2,3,3,0,0,0,1,0,0,0,0,0,0,2,1,0,1,1,0,0,1,3,0,0,0,0,Matches
Pedro León,es ESP,"MF,FW",Eibar,34-081,1986,5.5,193,162,31,10,0,32,15,18,16,6,9,0,71,39,83,26,134,17,5,2,109,2,9,3,18,Matches
Sergio León,es ESP,FW,Levante,32-038,1989,5.3,87,80,7,0,1,18,3,4,0,0,0,0,59,14,14,7,73,4,0,0,61,1,2,0,4,Matches
Diego Llorente,es ESP,DF,Real Sociedad,27-181,1993,1.0,54,51,3,3,0,4,1,0,0,0,0,0,46,3,5,12,40,2,0,0,48,1,1,1,0,Matches
Marcos Llorente,es ESP,"MF,DF",Atlético Madrid,26-014,1995,16.1,620,592,28,3,2,130,19,30,1,0,1,0,490,65,65,58,515,15,22,3,500,2,10,9,36,Matches
Renan Lodi,br BRA,DF,Atlético Madrid,22-311,1998,7.1,414,343,71,10,0,57,9,20,3,1,2,0,262,69,83,303,28,15,58,3,328,2,11,3,17,Matches
Pedro López Muñoz,es ESP,DF,Huesca,37-104,1983,7.2,416,331,85,13,0,46,16,21,0,0,0,0,251,79,86,34,287,15,72,1,346,0,2,9,14,Matches
Adrián López,es ESP,FW,Osasuna,33-036,1988,3.9,114,113,1,0,0,35,0,5,0,0,0,0,62,32,20,6,78,15,0,2,86,0,2,2,2,Matches
Javi López,es ESP,"DF,MF",Alavés,19-043,2002,2.1,108,83,25,0,1,13,3,5,0,0,0,0,57,24,27,62,14,6,25,0,81,0,4,2,4,Matches
Roberto López,es ESP,MF,Real Sociedad,20-295,2000,4.5,194,172,22,9,0,37,9,12,12,6,4,0,121,29,44,149,29,11,1,0,143,0,5,4,7,Matches
Unai López,es ESP,MF,Athletic Club,25-106,1995,7.6,490,443,47,28,1,56,28,11,13,5,2,1,317,76,97,15,455,14,2,0,412,3,3,7,9,Matches
Anthony Lozano,hn HON,FW,Cádiz,27-294,1993,11.0,167,160,7,0,0,62,3,9,0,0,0,0,75,52,40,18,92,18,1,7,100,0,6,3,8,Matches
Jeison Lucumí,co COL,FW,Elche,25-311,1995,0.5,11,11,0,0,0,3,0,0,0,0,0,0,10,1,0,3,7,0,0,0,8,0,0,0,2,Matches
José Luis Gayà,es ESP,DF,Valencia,25-264,1995,18.5,874,741,133,27,0,100,35,54,0,0,0,0,499,194,181,654,67,37,106,3,670,4,16,15,40,Matches
José Luis Morales,es ESP,"FW,MF",Levante,33-205,1987,15.5,439,401,38,11,2,52,14,50,19,5,1,4,292,65,82,84,332,13,4,4,295,4,10,19,22,Matches
Luisinho,pt POR,DF,Huesca,35-284,1985,2.0,119,104,15,0,0,9,2,1,0,0,0,0,84,15,20,92,5,7,15,0,100,0,2,1,2,Matches
Luismi,es ESP,"MF,DF",Elche,28-284,1992,1.5,82,80,2,2,0,12,10,1,0,0,0,0,58,10,14,7,72,2,0,0,69,0,4,2,0,Matches
Darwin Machís,ve VEN,"FW,MF",Granada,28-006,1993,14.4,338,314,24,10,2,67,17,41,12,7,1,2,188,62,88,43,261,22,2,3,206,2,11,14,23,Matches
Pablo Maffeo,es ESP,DF,Huesca,23-216,1997,11.5,600,486,114,11,1,85,17,21,0,0,0,0,301,130,169,59,380,39,103,3,435,1,10,11,27,Matches
Abdallahi Mahmoud,mr MTN,MF,Alavés,20-285,2000,0.5,6,6,0,0,0,1,0,0,0,0,0,0,2,1,3,0,5,0,0,0,3,0,1,0,0,Matches
Nemanja Maksimović,rs SRB,MF,Getafe,26-018,1995,17.2,456,427,29,9,0,74,11,10,0,0,0,0,293,62,101,37,346,50,1,2,355,0,10,4,11,Matches
Filip Malbašić,rs SRB,"FW,MF",Cádiz,28-087,1992,5.1,87,83,4,0,0,25,2,7,1,0,0,0,42,26,19,11,65,6,0,1,50,1,5,3,8,Matches
Hugo Mallo,es ESP,DF,Celta Vigo,29-236,1991,20.0,1212,969,243,32,1,107,23,50,0,0,0,0,675,280,257,110,799,60,211,6,935,5,31,23,35,Matches
Mickael Malsa,mq MTQ,MF,Levante,25-124,1995,14.7,774,764,10,8,1,98,26,2,0,0,0,0,597,70,107,77,661,21,1,2,664,0,13,18,9,Matches
Aïssa Mandi,dz ALG,DF,Betis,29-114,1991,14.6,811,776,35,29,0,65,32,1,0,0,0,0,648,72,91,65,693,33,4,2,737,1,5,6,5,Matches
Eliaquim Mangala,fr FRA,DF,Valencia,30-000,1991,3.5,100,96,4,4,0,18,1,0,0,0,0,0,59,17,24,50,32,10,0,0,68,0,3,5,4,Matches
Maranhão,br BRA,FW,Valladolid,24-116,1996,9.1,146,141,5,0,0,50,5,4,0,0,0,0,72,48,26,22,75,18,1,5,89,2,6,8,6,Matches
Marcelo,br BRA,DF,Real Madrid,32-277,1988,7.0,525,464,61,6,2,33,12,23,0,0,0,0,333,110,82,411,46,9,55,3,430,1,9,9,14,Matches
Iván Marcone,ar ARG,MF,Elche,30-255,1990,16.1,929,888,41,39,1,152,27,2,1,1,0,0,717,85,127,81,823,15,0,4,813,2,11,23,15,Matches
Óscar de Marcos,es ESP,"MF,FW",Athletic Club,31-305,1989,7.1,231,206,25,2,0,28,0,16,0,0,0,0,132,54,45,27,162,14,23,3,159,1,6,12,15,Matches
José Mari,es ESP,MF,Cádiz,33-069,1987,5.6,160,146,14,14,1,34,10,1,0,0,0,0,90,25,45,21,123,9,0,0,105,0,10,1,4,Matches
José María Giménez,uy URU,DF,Atlético Madrid,26-024,1995,10.1,551,520,31,18,0,36,29,0,0,0,0,0,423,35,93,86,418,19,12,6,472,1,12,5,7,Matches
Mariano,do DOM,FW,Real Madrid,27-196,1993,2.5,49,43,6,0,0,13,0,0,0,0,0,0,35,8,6,6,34,2,1,0,38,0,0,2,2,Matches
Adrián Marín,es ESP,"DF,MF",Alavés,24-035,1997,1.0,54,44,10,1,1,5,1,0,0,0,0,0,24,20,10,36,3,4,9,0,40,1,0,1,2,Matches
