player,nationality,position,squad,age,birth_year,games,minutes,minutes_per_game,minutes_pct,minutes_90s,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_match,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,matches
João Paulo Santos Costa,pt POR,GK,Granada,25-011,1996,0,,,,,0,,0,0,,13,,,,,,,,,,,,Matches
David Costas,es ESP,DF,Celta Vigo,25-324,1995,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
Thibaut Courtois,be BEL,GK,Real Madrid,28-278,1992,22,"1,980",90,100.0,22.0,22,90,22,0,,0,2.09,39,19,+20,+0.91,,36.1,23.2,+12.9,+0.59,,Matches
Philippe Coutinho,br BRA,"MF,FW",Barcelona,28-246,1992,12,654,55,34.6,7.3,8,70,1,4,25,1,1.50,14,7,+7,+0.96,-0.27,14.1,9.3,+4.8,+0.66,-0.53,Matches
Cristian,es ESP,GK,Valencia,22-329,1998,0,,,,,0,,0,0,,22,,,,,,,,,,,,Matches
Juan Cruz Armada,es ESP,DF,Osasuna,28-200,1992,17,"1,335",79,67.4,14.8,15,81,11,2,57,5,0.88,12,23,-11,-0.74,-0.88,13.0,20.0,-7.0,-0.47,-0.44,Matches
Sergio Cubero Ezcurra,es ESP,MF,Eibar,21-161,1999,1,1,1,0.1,0.0,0,,0,1,1,2,1.00,0,0,0,0.00,+0.32,0.0,0.0,0.0,0.00,+0.25,Matches
Cucho,co COL,"FW,MF",Getafe,21-299,1999,16,"1,150",72,58.1,12.8,15,76,5,1,13,0,1.06,11,15,-4,-0.31,+0.45,10.2,15.1,-4.9,-0.38,-0.07,Matches
Marc Cucurella,es ESP,MF,Getafe,22-206,1998,22,"1,959",89,98.9,21.8,22,89,20,0,,0,1.09,17,27,-10,-0.46,+3.83,17.9,24.8,-6.9,-0.32,+3.22,Matches
Patrick Cutrone,it ITA,FW,Valencia,23-041,1998,1,26,26,1.3,0.3,0,,0,1,26,0,1.00,0,0,0,0.00,+0.09,0.3,0.6,-0.3,-1.04,-0.76,Matches
Konrad De La Fuente,us USA,FW,Barcelona,19-212,2001,0,,,,,0,,0,0,,12,,,,,,,,,,,,Matches
Fran Delgado,es ESP,DF,Betis,19-217,2001,0,,,,,0,,0,0,,10,,,,,,,,,,,,Matches
Javier Delgado,es ESP,FW,Osasuna,21-239,1999,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
Moussa Dembélé,fr FRA,FW,Atlético Madrid,24-216,1996,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Ousmane Dembélé,fr FRA,FW,Barcelona,23-274,1997,15,896,60,47.4,10.0,10,75,3,5,30,2,1.93,20,11,+9,+0.90,-0.45,19.6,11.3,+8.3,+0.83,-0.33,Matches
Sergiño Dest,us USA,DF,Barcelona,20-102,2000,15,"1,016",68,53.8,11.3,12,79,6,3,22,3,1.67,21,10,+11,+0.97,-0.36,24.5,14.7,+9.9,+0.88,-0.28,Matches
Deyverson,br BRA,FW,Alavés,29-281,1991,18,773,43,39.0,8.6,10,68,2,8,12,4,1.11,7,9,-2,-0.23,+0.36,9.9,8.9,+1.0,+0.12,+0.51,Matches
Abdoulay Diaby,ml MLI,MF,Getafe,29-268,1991,1,18,18,0.9,0.2,0,,0,1,18,8,1.00,2,1,+1,+5.00,+5.55,1.0,0.9,+0.1,+0.35,+0.71,Matches
Mouctar Diakhaby,fr FRA,DF,Valencia,24-056,1996,15,"1,259",84,63.6,14.0,14,85,12,1,74,1,0.93,16,20,-4,-0.29,-0.54,13.7,21.1,-7.4,-0.53,-0.67,Matches
Javier Díaz,es ESP,GK,Sevilla,23-274,1997,0,,,,,0,,0,0,,21,,,,,,,,,,,,Matches
Víctor Díaz,es ESP,DF,Granada,32-246,1988,4,109,27,5.5,1.2,1,90,1,3,6,6,1.50,1,7,-6,-4.95,-4.76,0.9,3.7,-2.8,-2.31,-2.03,Matches
Papakouli Diop,sn SEN,MF,Eibar,34-331,1986,18,"1,245",69,62.9,13.8,14,82,6,4,24,1,1.00,12,16,-4,-0.29,+0.08,15.0,19.1,-4.1,-0.29,-0.13,Matches
Djené,tg TOG,DF,Getafe,29-044,1991,19,"1,659",87,83.8,18.4,19,87,17,0,,0,1.21,17,22,-5,-0.27,+1.41,17.1,22.5,-5.4,-0.29,+0.37,Matches
Marko Dmitrović,rs SRB,GK,Eibar,29-020,1992,22,"1,950",89,98.5,21.7,22,89,21,0,,0,0.91,18,25,-7,-0.32,-0.32,22.4,28.1,-5.7,-0.26,-0.89,Matches
Jaume Doménech,es ESP,GK,Valencia,30-100,1990,22,"1,980",90,100.0,22.0,22,90,22,0,,0,1.09,28,30,-2,-0.09,,26.1,32.3,-6.3,-0.28,,Matches
Iago Domínguez,es ESP,GK,Celta Vigo,19-083,2001,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
John Donald,es ESP,DF,Elche,20-167,2000,2,50,25,2.6,0.6,1,45,0,1,5,7,0.50,0,2,-2,-3.60,-3.11,0.1,0.8,-0.7,-1.30,-0.34,Matches
Cheick Doukouré,ci CIV,MF,Levante,28-155,1992,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Idrissa Doumbia,ci CIV,MF,Huesca,22-305,1998,9,335,37,16.9,3.7,3,79,1,6,17,6,1.11,5,5,0,0.00,+0.77,3.0,4.8,-1.8,-0.47,-0.02,Matches
Domingos Duarte,pt POR,DF,Granada,25-340,1995,19,"1,559",82,78.7,17.3,18,86,15,1,8,0,1.42,21,29,-8,-0.46,-0.03,17.2,23.4,-6.2,-0.36,+0.13,Matches
Óscar Duarte,cr CRC,DF,Levante,31-255,1989,12,977,81,51.7,10.9,11,88,9,1,10,7,1.25,19,19,0,0.00,0.00,14.8,13.6,+1.1,+0.11,+0.29,Matches
Rubén Duarte,es ESP,DF,Alavés,25-118,1995,20,"1,718",86,86.8,19.1,19,88,15,1,45,1,1.10,17,24,-7,-0.37,+0.66,22.7,24.5,-1.8,-0.09,+0.75,Matches
Unai Dufur,es ESP,DF,Eibar,22-043,1999,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
Aritz Elustondo,es ESP,DF,Real Sociedad,26-322,1994,13,"1,052",81,53.1,11.7,12,86,11,1,17,1,1.92,23,6,+17,+1.45,+1.55,21.8,7.5,+14.3,+1.22,+0.76,Matches
Rodrigo Ely,br BRA,DF,Alavés,27-102,1993,8,468,59,23.6,5.2,6,72,3,2,17,5,0.50,3,6,-3,-0.58,-0.16,3.5,5.1,-1.6,-0.31,-0.15,Matches
Emerson,br BRA,DF,Betis,22-030,1999,18,"1,551",86,78.3,17.2,18,86,16,0,,0,1.50,28,26,+2,+0.12,+2.21,24.5,23.5,+1.0,+0.06,+1.27,Matches
Youssef En-Nesyri,ma MAR,FW,Sevilla,23-257,1997,21,"1,328",63,70.3,14.8,14,81,4,7,27,0,2.00,25,12,+13,+0.88,+0.56,22.9,13.1,+9.8,+0.66,+0.68,Matches
Sergi Enrich,es ESP,FW,Eibar,30-353,1990,14,528,38,26.7,5.9,4,72,0,10,24,3,1.00,4,3,+1,+0.17,+0.67,7.5,5.5,+2.0,+0.34,+0.80,Matches
Saturday Erimuya,ng NGA,DF,Cádiz,23-034,1998,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
Aarón Escandell,es ESP,GK,Granada,25-139,1995,0,,,,,0,,0,0,,20,,,,,,,,,,,,Matches
Dani Escriche,es ESP,"FW,MF",Huesca,22-326,1998,10,265,27,13.4,2.9,2,59,0,8,19,11,0.70,1,9,-8,-2.72,-2.40,1.2,6.2,-5.0,-1.69,-1.42,Matches
Sergio Escudero,es ESP,DF,Sevilla,31-164,1989,5,288,58,15.2,3.2,3,60,1,2,54,3,2.40,6,1,+5,+1.56,+1.00,4.0,2.2,+1.8,+0.55,+0.10,Matches
Alfonso Espino,uy URU,DF,Cádiz,29-039,1992,19,"1,536",81,77.6,17.1,18,84,15,1,31,0,1.21,16,19,-3,-0.18,+2.26,16.5,16.8,-0.3,-0.02,+1.77,Matches
Esquerdo,es ESP,MF,Valencia,22-042,1999,4,231,58,11.7,2.6,3,77,0,1,1,13,1.00,4,5,-1,-0.39,-0.34,2.4,6.0,-3.6,-1.40,-1.27,Matches
Pervis Estupiñán,ec ECU,DF,Villarreal,23-023,1998,16,694,43,35.1,7.7,7,74,4,9,19,3,1.69,10,8,+2,+0.26,-0.23,10.0,9.0,+1.0,+0.13,-0.68,Matches
Unai Etxebarría,es ESP,GK,Valencia,24-167,1996,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
Xabier Etxeita,es ESP,DF,Getafe,33-105,1987,10,878,88,44.3,9.8,9,90,9,1,68,12,1.10,6,11,-5,-0.51,-0.02,6.1,10.4,-4.4,-0.45,-0.17,Matches
Edu Expósito,es ESP,MF,Eibar,24-196,1996,21,"1,680",80,84.8,18.7,18,89,14,3,26,0,0.90,16,22,-6,-0.32,-0.02,20.6,23.9,-3.3,-0.18,+0.45,Matches
Jokin Ezkieta,es ESP,GK,Athletic Club,24-180,1996,0,,,,,0,,0,0,,20,,,,,,,,,,,,Matches
Arnau Fàbrega Mañas,es ESP,GK,Granada,20-230,2000,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
Fali,es ESP,"DF,MF",Cádiz,27-185,1993,19,"1,447",76,73.1,16.1,16,86,12,3,26,2,1.16,15,26,-11,-0.68,-0.01,14.2,22.6,-8.4,-0.52,-0.41,Matches
Ansu Fati,es ESP,FW,Barcelona,18-105,2002,7,431,62,22.8,4.8,6,67,0,1,29,0,1.57,10,5,+5,+1.04,-0.13,8.0,5.1,+2.9,+0.61,-0.51,Matches
Nabil Fekir,fr FRA,"MF,FW",Betis,27-210,1993,20,"1,643",82,83.0,18.3,20,82,9,0,,0,1.50,21,26,-5,-0.27,+0.53,22.5,21.3,+1.2,+0.07,+1.67,Matches
Yassin Fekir,fr FRA,FW,Betis,23-284,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Felipe,br BRA,DF,Atlético Madrid,31-273,1989,17,"1,037",61,57.6,11.5,12,82,9,5,10,3,2.47,22,7,+15,+1.30,-0.47,13.8,8.3,+5.4,+0.47,-0.22,Matches
João Félix,pt POR,FW,Atlético Madrid,21-095,1999,18,"1,066",59,59.2,11.8,11,74,2,7,36,0,2.61,25,6,+19,+1.60,+0.26,18.8,8.5,+10.3,+0.87,+0.75,Matches
Matheus Fernandes,br BRA,MF,Barcelona,22-228,1998,0,,,,,0,,0,0,,10,,,,,,,,,,,,Matches
Aitor Fernández,es ESP,GK,Levante,29-286,1991,19,"1,710",90,90.5,19.0,19,90,19,0,,0,1.37,30,28,+2,+0.11,+1.11,25.2,23.9,+1.2,+0.07,+1.06,Matches
Álex Fernández,es ESP,MF,Cádiz,28-121,1992,20,"1,554",78,78.5,17.3,17,86,10,3,33,0,1.20,17,25,-8,-0.46,+1.02,16.0,18.9,-3.0,-0.17,+1.12,Matches
Álvaro Fernández,es ESP,GK,Celta Vigo,20-309,2000,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
Álvaro Fernández,es ESP,GK,Huesca,22-306,1998,11,990,90,50.0,11.0,11,90,11,0,,11,0.82,10,15,-5,-0.45,+0.36,8.7,16.5,-7.9,-0.71,-0.51,Matches
Andrés Fernández,es ESP,GK,Huesca,34-058,1986,11,990,90,50.0,11.0,11,90,11,0,,8,0.64,8,17,-9,-0.82,-0.36,10.3,12.6,-2.3,-0.21,+0.51,Matches
Augusto Fernández,ar ARG,MF,Cádiz,34-309,1986,9,239,27,12.1,2.7,2,74,0,7,13,2,1.78,2,6,-4,-1.51,-0.94,2.1,5.1,-3.0,-1.14,-0.83,Matches
Carlos Fernández,es ESP,FW,Real Sociedad,24-267,1996,2,30,15,1.5,0.3,0,,0,2,15,0,2.00,1,0,+1,+3.00,+2.31,1.5,0.1,+1.4,+4.18,+3.36,Matches
Carlos Fernández,es ESP,FW,Sevilla,24-267,1996,5,143,29,7.6,1.6,2,56,0,3,10,5,0.80,1,0,+1,+0.63,-0.09,2.2,1.2,+1.0,+0.62,+0.17,Matches
Joaquín Fernández,es ESP,DF,Valladolid,24-258,1996,14,"1,168",83,59.0,13.0,13,88,12,1,28,2,1.00,15,23,-8,-0.62,-0.17,12.9,20.5,-7.7,-0.59,-0.18,Matches
Fernando,br BRA,MF,Sevilla,33-203,1987,18,"1,526",85,80.7,17.0,17,87,15,1,45,2,2.11,26,13,+13,+0.77,+0.27,22.7,14.4,+8.2,+0.49,+0.12,Matches
David Ferreiro,es ESP,"FW,MF",Huesca,32-318,1988,21,"1,303",62,65.8,14.5,15,77,3,6,24,1,0.71,14,17,-3,-0.21,+1.26,15.0,15.4,-0.5,-0.03,+1.26,Matches
Facundo Ferreyra,ar ARG,FW,Celta Vigo,29-336,1991,2,30,15,1.4,0.3,0,,0,2,15,0,2.00,1,0,+1,+3.00,+3.26,0.7,0.2,+0.6,+3.34,+3.11,Matches
Fidel,es ESP,"MF,DF",Elche,31-109,1989,15,"1,207",80,63.9,13.4,14,84,12,1,34,0,1.00,12,16,-4,-0.30,+0.76,10.6,23.3,-12.8,-0.95,+0.08,Matches
Junior Firpo,es ESP,DF,Barcelona,24-175,1996,4,150,38,7.9,1.7,1,90,1,3,20,14,2.50,2,1,+1,+0.60,-0.59,3.9,1.6,+2.3,+1.37,+0.40,Matches
Juan Flere,ar ARG,GK,Cádiz,22-277,1998,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
Kingsley Fobi,gh GHA,DF,Granada,22-146,1998,1,45,45,2.3,0.5,0,,0,1,45,0,0.00,0,0,0,0.00,+0.47,0.8,1.2,-0.4,-0.75,-0.37,Matches
Ramón Folch,es ESP,MF,Elche,31-132,1989,1,1,1,0.1,0.0,0,,0,1,1,2,3.00,0,0,0,0.00,+0.57,0.0,0.0,0.0,0.00,+0.98,Matches
José Fontán,es ESP,DF,Celta Vigo,21-002,2000,7,338,48,16.3,3.8,4,75,2,3,13,14,1.43,3,9,-6,-1.60,-1.65,4.8,6.4,-1.6,-0.42,-0.80,Matches
Hernâni Fortes,pt POR,"FW,MF",Levante,29-177,1991,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Dimitri Foulquier,fr FRA,DF,Granada,27-327,1993,18,"1,511",84,76.3,16.8,18,84,13,0,,1,1.44,19,26,-7,-0.42,+0.16,17.7,21.7,-4.0,-0.24,+0.63,Matches
Juan Foyth,ar ARG,"MF,DF",Villarreal,23-032,1998,7,361,52,18.2,4.0,4,61,1,3,39,6,1.43,6,7,-1,-0.25,-0.81,6.1,3.5,+2.6,+0.65,+0.09,Matches
Lucas Freitas,br BRA,DF,Valladolid,20-024,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Jorge de Frutos,es ESP,MF,Levante,23-359,1997,20,901,45,47.7,10.0,8,76,0,12,25,0,1.20,20,13,+7,+0.70,+1.34,14.0,14.9,-0.8,-0.08,-0.09,Matches
Ramiro Funes Mori,ar ARG,DF,Villarreal,29-345,1991,3,97,32,4.9,1.1,1,83,0,2,7,17,1.33,0,0,0,0.00,-0.43,0.6,0.3,+0.2,+0.22,-0.37,Matches
Javi Galán,es ESP,DF,Huesca,26-086,1994,22,"1,827",83,92.3,20.3,20,88,18,2,30,0,0.73,16,27,-11,-0.54,+1.22,17.5,27.3,-9.8,-0.48,-0.28,Matches
Enric Gallego,es ESP,FW,Osasuna,34-154,1986,14,606,43,30.6,6.7,6,73,1,8,21,7,0.86,3,6,-3,-0.45,+0.01,5.0,9.6,-4.6,-0.68,-0.51,Matches
Kévin Gameiro,fr FRA,FW,Valencia,33-280,1987,13,503,39,25.4,5.6,5,70,2,8,19,1,0.85,6,8,-2,-0.36,-0.36,8.2,8.3,-0.1,-0.01,+0.37,Matches
Aleix García,es ESP,MF,Eibar,23-230,1997,2,44,22,2.2,0.5,0,,0,2,22,2,0.50,0,0,0,0.00,+0.33,0.3,0.4,-0.1,-0.27,-0.03,Matches
Álvaro García,es ESP,DF,Atlético Madrid,20-257,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Borja García,es ESP,"MF,FW",Huesca,30-103,1990,18,"1,099",61,55.5,12.2,13,75,3,5,25,2,0.78,11,18,-7,-0.57,+0.14,12.4,12.1,+0.3,+0.02,+1.09,Matches
Dani García,es ESP,MF,Athletic Club,30-265,1990,17,"1,212",71,64.1,13.5,14,81,9,3,28,4,1.24,15,19,-4,-0.30,-1.09,14.6,14.6,0.0,0.00,-0.39,Matches
David García,es ESP,DF,Osasuna,26-365,1994,20,"1,800",90,90.9,20.0,20,90,20,0,,0,1.05,20,26,-6,-0.30,+1.70,19.7,24.9,-5.2,-0.26,+0.77,Matches
Manu García,es ESP,MF,Alavés,34-293,1986,16,572,36,28.9,6.4,4,82,2,12,20,1,1.13,4,6,-2,-0.31,+0.20,7.3,6.6,+0.7,+0.11,+0.42,Matches
Raúl García,es ESP,"DF,MF",Valladolid,31-289,1989,8,504,63,25.5,5.6,5,83,4,3,29,7,0.88,1,8,-7,-1.25,-0.95,3.6,11.5,-7.9,-1.41,-1.20,Matches
Raúl García,es ESP,"FW,MF",Athletic Club,34-217,1986,19,"1,077",57,57.0,12.0,13,75,7,6,18,0,1.11,11,18,-7,-0.58,-1.58,12.3,12.9,-0.6,-0.05,-0.44,Matches
Rubén García,es ESP,"MF,FW",Osasuna,27-214,1993,22,"1,752",80,88.5,19.5,21,81,7,1,46,0,1.00,19,28,-9,-0.46,-0.07,18.3,25.5,-7.2,-0.37,-0.34,Matches
Sergi García,es ESP,MF,Alavés,21-305,1999,2,16,8,0.8,0.2,0,,0,2,8,5,0.00,0,0,0,0.00,+0.46,0.5,0.0,+0.5,+2.64,+2.86,Matches
Unai García,es ESP,DF,Osasuna,29-010,1992,11,911,83,46.0,10.1,9,87,6,2,65,10,1.09,12,16,-4,-0.40,+0.11,12.9,16.4,-3.5,-0.35,-0.04,Matches
Juanjo Garrancho,es ESP,GK,Cádiz,23-231,1997,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Javier Gasca,,GK,Huesca,,,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Mario Gaspar,es ESP,DF,Villarreal,30-081,1990,15,"1,200",80,60.6,13.3,14,85,11,1,14,0,1.73,18,13,+5,+0.37,-0.09,18.9,12.8,+6.1,+0.46,-0.30,Matches
Paulo Gazzaniga,ar ARG,GK,Elche,29-042,1992,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Mourad El Ghezouani,ma MAR,FW,Elche,22-262,1998,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
David Gil,es ESP,GK,Cádiz,27-033,1994,1,90,90,4.5,1.0,1,90,1,0,,21,0.00,0,2,-2,-2.00,-1.38,1.1,0.9,+0.2,+0.15,+0.59,Matches
José Antonio Martínez Gil,es ESP,DF,Eibar,28-001,1993,0,,,,,0,,0,0,,13,,,,,,,,,,,,Matches
Álvaro Giménez,es ESP,"FW,MF",Cádiz,29-270,1991,11,407,37,20.6,4.5,3,73,1,8,23,5,1.27,3,9,-6,-1.33,-0.81,3.5,5.2,-1.7,-0.37,+0.05,Matches
Joris Gnagnon,fr FRA,DF,Sevilla,24-031,1997,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
Dani Gómez,es ESP,FW,Levante,22-198,1998,19,869,46,46.0,9.7,9,72,1,10,22,2,1.37,14,15,-1,-0.10,-0.19,9.9,14.6,-4.7,-0.49,-0.83,Matches
Ibai Gómez,es ESP,"FW,MF",Athletic Club,31-094,1989,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
Maxi Gómez,uy URU,FW,Valencia,24-183,1996,19,"1,684",89,85.1,18.7,19,89,16,0,,1,1.21,24,23,+1,+0.05,+0.97,20.1,27.4,-7.3,-0.39,-0.70,Matches
Moi Gómez,es ESP,"MF,FW",Villarreal,26-235,1994,19,"1,610",85,81.3,17.9,18,87,11,1,45,0,1.74,27,19,+8,+0.45,+0.20,25.8,15.8,+9.9,+0.55,-0.11,Matches
Papu Gómez,ar ARG,"MF,FW",Sevilla,32-364,1988,1,34,34,1.8,0.4,0,,0,1,34,1,3.00,3,0,+3,+7.94,+7.36,1.8,0.0,+1.8,+4.86,+4.47,Matches
Sergi Gómez,es ESP,DF,Sevilla,28-322,1992,6,449,75,23.8,5.0,6,75,2,0,,14,2.00,7,4,+3,+0.60,-0.15,6.3,5.3,+1.0,+0.20,-0.35,Matches
Sergio Gómez,es ESP,"FW,MF",Huesca,20-162,2000,15,360,24,18.2,4.0,2,58,0,13,19,7,0.80,1,10,-9,-2.25,-1.97,2.3,7.1,-4.9,-1.21,-0.92,Matches
Maxime Gonalons,fr FRA,MF,Granada,31-340,1989,13,843,65,42.6,9.4,11,71,5,2,30,1,1.85,14,11,+3,+0.32,+1.35,11.7,11.9,-0.3,-0.03,+0.63,Matches
Alfonso González,es ESP,MF,Celta Vigo,21-285,1999,2,34,17,1.6,0.4,0,,0,2,17,1,0.50,0,0,0,0.00,+0.22,0.2,0.2,0.0,0.00,-0.26,Matches
Bruno González,es ESP,DF,Valladolid,30-265,1990,18,"1,620",90,81.8,18.0,18,90,18,0,,3,1.06,18,24,-6,-0.33,+1.17,17.3,23.6,-6.3,-0.35,+0.92,Matches
Diego González,es ESP,DF,Elche,26-016,1995,12,825,69,43.7,9.2,10,80,7,2,12,2,0.75,7,13,-6,-0.65,-0.15,7.2,12.7,-5.5,-0.64,+0.60,Matches
Sergio González,es ESP,MF,Cádiz,23-275,1997,1,90,90,4.5,1.0,1,90,1,0,,0,0.00,0,2,-2,-2.00,-1.38,1.1,0.9,+0.2,+0.15,+0.59,Matches
Urko González,es ESP,MF,Real Sociedad,19-330,2001,1,2,2,0.1,0.0,0,,0,1,2,6,1.00,0,0,0,0.00,-0.73,0.0,0.0,0.0,-0.86,-1.73,Matches
Andoni Gorosabel,es ESP,DF,Real Sociedad,24-193,1996,18,"1,340",74,67.7,14.9,16,82,9,2,13,2,1.50,27,13,+14,+0.94,+0.66,26.6,13.3,+13.3,+0.89,+0.08,Matches
Ivo Grbić,hr CRO,GK,Atlético Madrid,25-026,1996,0,,,,,0,,0,0,,17,,,,,,,,,,,,Matches
Antoine Griezmann,fr FRA,"FW,MF",Barcelona,29-329,1991,20,"1,442",72,76.3,16.0,18,79,7,2,10,1,2.00,34,18,+16,+1.00,-0.61,32.6,17.3,+15.3,+0.96,-0.21,Matches
Andrés Guardado,mx MEX,"MF,FW",Betis,34-138,1986,11,536,49,27.1,6.0,7,68,2,4,15,0,1.55,5,12,-7,-1.18,-1.11,6.5,7.2,-0.7,-0.12,+0.14,Matches
Sergi Guardiola,es ESP,FW,Valladolid,29-260,1991,16,964,60,48.7,10.7,10,86,8,6,18,2,0.94,13,14,-1,-0.09,+0.88,11.8,14.8,-3.0,-0.28,+0.47,Matches
Nemanja Gudelj,rs SRB,"MF,DF",Sevilla,29-089,1991,15,468,31,24.8,5.2,4,79,3,11,14,5,2.00,5,6,-1,-0.19,-1.20,7.9,7.5,+0.3,+0.06,-0.53,Matches
Gonçalo Guedes,pt POR,"MF,FW",Valencia,24-076,1996,17,"1,172",69,59.2,13.0,14,77,3,3,30,3,0.76,14,17,-3,-0.23,-0.34,14.0,19.6,-5.6,-0.43,-0.35,Matches
Ander Guevara,es ESP,MF,Real Sociedad,23-221,1997,17,"1,109",65,56.0,12.3,14,75,4,3,19,5,1.65,17,12,+5,+0.41,-0.73,21.8,12.1,+9.8,+0.79,-0.17,Matches
John Guidetti,se SWE,FW,Alavés,28-304,1992,4,65,16,3.3,0.7,0,,0,4,16,15,0.25,0,4,-4,-5.54,-5.26,0.7,3.5,-2.7,-3.80,-3.73,Matches
Hugo Guillamón,es ESP,DF,Valencia,21-013,2000,13,"1,031",79,52.1,11.5,11,87,10,2,38,4,1.31,15,12,+3,+0.26,+0.74,15.3,14.6,+0.6,+0.06,+0.71,Matches
Jon Guridi,es ESP,MF,Real Sociedad,25-351,1995,9,463,51,23.4,5.1,5,72,2,4,26,4,2.00,11,6,+5,+0.97,+0.32,10.3,4.3,+6.0,+1.16,+0.38,Matches
Raúl Guti,es ESP,MF,Elche,24-045,1996,20,"1,538",77,81.4,17.1,17,84,7,3,36,1,0.85,15,22,-7,-0.41,+0.87,11.0,26.5,-15.5,-0.96,+0.07,Matches
Marcos Mauro López Gutiérrez,ar ARG,DF,Cádiz,30-035,1991,12,947,79,47.8,10.5,12,79,9,0,,4,0.75,8,18,-10,-0.95,-0.51,9.4,15.3,-5.8,-0.55,-0.27,Matches
Miguel Gutiérrez,es ESP,DF,Real Madrid,19-201,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Munir El Haddadi,es ESP,FW,Sevilla,25-165,1995,17,544,32,28.8,6.0,5,69,0,12,16,2,1.88,9,1,+8,+1.32,+0.86,9.7,4.9,+4.8,+0.80,+0.47,Matches
Eden Hazard,be BEL,FW,Real Madrid,30-037,1991,8,376,47,19.0,4.2,6,58,0,2,16,1,1.50,8,3,+5,+1.20,+0.36,4.6,4.3,+0.3,+0.08,-0.63,Matches
Mario Hermoso,es ESP,DF,Atlético Madrid,25-240,1995,15,"1,336",89,74.2,14.8,15,89,14,0,,2,2.67,27,6,+21,+1.41,-0.33,18.9,10.8,+8.1,+0.54,-0.08,Matches
Aridane Hernández,gq EQG,DF,Osasuna,31-327,1989,12,946,79,47.8,10.5,12,79,10,0,,1,1.08,8,12,-4,-0.38,+0.14,9.2,11.7,-2.5,-0.23,+0.18,Matches
Héctor Herrera,mx MEX,MF,Atlético Madrid,30-300,1990,8,367,46,20.4,4.1,4,72,2,4,20,3,2.38,11,2,+9,+2.21,+0.89,7.5,2.4,+5.1,+1.25,+0.86,Matches
Sergio Herrera,es ESP,GK,Osasuna,27-253,1993,20,"1,788",89,90.3,19.9,19,90,19,1,78,2,1.05,18,26,-8,-0.40,+0.53,18.6,25.7,-7.1,-0.36,-0.28,Matches
Yangel Herrera,ve VEN,MF,Granada,23-037,1998,19,"1,384",73,69.9,15.4,15,82,10,4,37,0,1.53,19,20,-1,-0.07,+1.29,15.9,18.5,-2.6,-0.17,+0.74,Matches
Iago Herrerín,es ESP,GK,Athletic Club,33-019,1988,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
Pablo Hervías,es ESP,"DF,FW",Valladolid,27-342,1993,20,994,50,50.2,11.0,9,77,4,11,27,2,0.95,12,11,+1,+0.09,+1.28,10.8,15.6,-4.7,-0.43,+0.18,Matches
Jordan Holsgrove,sco SCO,MF,Celta Vigo,21-156,1999,2,76,38,3.7,0.8,0,,0,2,38,4,0.50,0,0,0,0.00,+0.23,0.2,0.5,-0.4,-0.42,-0.69,Matches
Vicente Iborra,es ESP,MF,Villarreal,33-028,1988,13,928,71,46.9,10.3,10,84,8,3,31,0,1.69,15,5,+10,+0.97,+1.06,15.2,8.5,+6.6,+0.64,+0.13,Matches
Oussama Idrissi,ma MAR,"FW,MF",Sevilla,24-353,1996,3,27,9,1.4,0.3,0,,0,3,9,10,2.00,2,0,+2,+6.67,+6.04,0.8,0.5,+0.3,+1.05,+0.59,Matches
Borja Iglesias,es ESP,FW,Betis,28-027,1993,15,554,37,28.0,6.2,5,69,1,10,21,7,1.33,9,6,+3,+0.49,+1.18,6.8,7.1,-0.3,-0.05,+0.23,Matches
Juan Iglesias,es ESP,DF,Getafe,22-225,1998,2,94,47,4.7,1.0,1,90,1,1,4,4,1.50,0,1,-1,-0.96,-0.48,0.9,0.9,0.0,0.00,+0.37,Matches
