player,nationality,position,squad,age,birth_year,minutes_90s,goals,shots_total,shots_on_target,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,matches
Ansu Fati,es ESP,FW,Barcelona,18-105,2002,4.8,4,14,7,50.0,2.92,1.46,0.29,0.57,15.6,0,0,0,1.8,1.8,0.13,+2.2,+2.2,Matches
Nabil Fekir,fr FRA,"MF,FW",Betis,27-210,1993,18.3,1,55,14,25.5,3.01,0.77,0.00,0.00,22.1,6,1,3,5.5,3.2,0.06,-4.5,-3.2,Matches
Felipe,br BRA,DF,Atlético Madrid,31-273,1989,11.5,0,5,0,0.0,0.43,0.00,0.00,,9.5,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
João Félix,pt POR,FW,Atlético Madrid,21-095,1999,11.8,6,28,9,32.1,2.36,0.76,0.18,0.56,18.7,2,1,2,4.5,3.0,0.11,+1.5,+2.0,Matches
Aitor Fernández,es ESP,GK,Levante,29-286,1991,19.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Álex Fernández,es ESP,MF,Cádiz,28-121,1992,17.3,1,7,1,14.3,0.41,0.06,0.14,1.00,17.7,0,0,0,1.1,1.1,0.16,-0.1,-0.1,Matches
Álvaro Fernández,es ESP,GK,Huesca,22-306,1998,11.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Andrés Fernández,es ESP,GK,Huesca,34-058,1986,11.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Augusto Fernández,ar ARG,MF,Cádiz,34-309,1986,2.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Carlos Fernández,es ESP,FW,Real Sociedad,24-267,1996,0.3,0,1,0,0.0,3.00,0.00,0.00,,5.4,0,0,0,0.3,0.3,0.33,-0.3,-0.3,Matches
Carlos Fernández,es ESP,FW,Sevilla,24-267,1996,1.6,0,2,1,50.0,1.26,0.63,0.00,0.00,8.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Joaquín Fernández,es ESP,DF,Valladolid,24-258,1996,13.0,1,4,1,25.0,0.31,0.08,0.25,1.00,7.8,0,0,0,0.5,0.5,0.12,+0.5,+0.5,Matches
Fernando,br BRA,MF,Sevilla,33-203,1987,17.0,0,1,0,0.0,0.06,0.00,0.00,,19.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
David Ferreiro,es ESP,"FW,MF",Huesca,32-318,1988,14.5,1,16,9,56.3,1.11,0.62,0.06,0.11,19.4,1,0,0,1.3,1.3,0.08,-0.3,-0.3,Matches
Facundo Ferreyra,ar ARG,FW,Celta Vigo,29-336,1991,0.3,1,2,1,50.0,6.00,3.00,0.50,1.00,4.0,0,0,0,0.7,0.7,0.36,+0.3,+0.3,Matches
Fidel,es ESP,"MF,DF",Elche,31-109,1989,13.4,4,5,2,40.0,0.37,0.15,0.40,1.00,24.2,1,2,2,2.4,0.9,0.18,+1.6,+1.1,Matches
Junior Firpo,es ESP,DF,Barcelona,24-175,1996,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Kingsley Fobi,gh GHA,DF,Granada,22-146,1998,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ramón Folch,es ESP,MF,Elche,31-132,1989,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
José Fontán,es ESP,DF,Celta Vigo,21-002,2000,3.8,0,4,3,75.0,1.07,0.80,0.00,0.00,13.0,0,0,0,0.5,0.5,0.12,-0.5,-0.5,Matches
Dimitri Foulquier,fr FRA,DF,Granada,27-327,1993,16.8,0,5,3,60.0,0.30,0.18,0.00,0.00,16.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Juan Foyth,ar ARG,"MF,DF",Villarreal,23-032,1998,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jorge de Frutos,es ESP,MF,Levante,23-359,1997,10.0,2,13,6,46.2,1.30,0.60,0.15,0.33,14.9,0,0,0,1.9,1.9,0.14,+0.1,+0.1,Matches
Ramiro Funes Mori,ar ARG,DF,Villarreal,29-345,1991,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Javi Galán,es ESP,DF,Huesca,26-086,1994,20.3,1,3,1,33.3,0.15,0.05,0.33,1.00,20.3,0,0,0,0.1,0.1,0.05,+0.9,+0.9,Matches
Enric Gallego,es ESP,FW,Osasuna,34-154,1986,6.7,0,11,4,36.4,1.63,0.59,0.00,0.00,13.3,0,0,0,1.2,1.2,0.11,-1.2,-1.2,Matches
Kévin Gameiro,fr FRA,FW,Valencia,33-280,1987,5.6,1,7,4,57.1,1.25,0.72,0.14,0.25,11.0,0,0,0,1.9,1.9,0.27,-0.9,-0.9,Matches
Aleix García,es ESP,MF,Eibar,23-230,1997,0.5,0,1,0,0.0,2.05,0.00,0.00,,24.0,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
Borja García,es ESP,"MF,FW",Huesca,30-103,1990,12.2,1,13,2,15.4,1.06,0.16,0.08,0.50,19.0,0,0,0,1.2,1.2,0.10,-0.2,-0.2,Matches
Dani García,es ESP,MF,Athletic Club,30-265,1990,13.5,0,4,1,25.0,0.30,0.07,0.00,0.00,14.4,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
David García,es ESP,DF,Osasuna,26-365,1994,20.0,1,11,1,9.1,0.55,0.05,0.09,1.00,12.2,0,0,0,0.9,0.9,0.08,+0.1,+0.1,Matches
Manu García,es ESP,MF,Alavés,34-293,1986,6.4,0,8,1,12.5,1.26,0.16,0.00,0.00,15.6,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
Raúl García,es ESP,"DF,MF",Valladolid,31-289,1989,5.6,1,3,3,100.0,0.54,0.54,0.33,0.33,18.8,1,0,0,0.1,0.1,0.04,+0.9,+0.9,Matches
Raúl García,es ESP,"FW,MF",Athletic Club,34-217,1986,12.0,3,27,7,25.9,2.26,0.58,0.07,0.29,16.3,0,1,1,3.2,2.5,0.09,-0.2,-0.5,Matches
Rubén García,es ESP,"MF,FW",Osasuna,27-214,1993,19.5,3,20,6,30.0,1.03,0.31,0.10,0.33,24.2,2,1,1,2.6,1.9,0.09,+0.4,+0.1,Matches
Sergi García,es ESP,MF,Alavés,21-305,1999,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Unai García,es ESP,DF,Osasuna,29-010,1992,10.1,0,3,0,0.0,0.30,0.00,0.00,,17.7,0,0,0,0.4,0.4,0.13,-0.4,-0.4,Matches
Mario Gaspar,es ESP,DF,Villarreal,30-081,1990,13.3,0,9,3,33.3,0.68,0.23,0.00,0.00,19.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
David Gil,es ESP,GK,Cádiz,27-033,1994,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Álvaro Giménez,es ESP,"FW,MF",Cádiz,29-270,1991,4.5,2,5,2,40.0,1.11,0.44,0.40,1.00,10.6,0,0,0,1.4,1.4,0.28,+0.6,+0.6,Matches
Dani Gómez,es ESP,FW,Levante,22-198,1998,9.7,2,19,6,31.6,1.97,0.62,0.11,0.33,15.1,0,0,0,2.2,2.2,0.12,-0.2,-0.2,Matches
Maxi Gómez,uy URU,FW,Valencia,24-183,1996,18.7,5,33,17,51.5,1.76,0.91,0.15,0.29,16.3,3,0,0,4.4,4.4,0.13,+0.6,+0.6,Matches
Moi Gómez,es ESP,"MF,FW",Villarreal,26-235,1994,17.9,2,12,4,33.3,0.67,0.22,0.08,0.25,16.7,0,1,1,2.8,2.0,0.17,-0.8,-1.0,Matches
Papu Gómez,ar ARG,"MF,FW",Sevilla,32-364,1988,0.4,1,1,1,100.0,2.65,2.65,1.00,1.00,28.0,0,0,0,0.0,0.0,0.03,+1.0,+1.0,Matches
Sergi Gómez,es ESP,DF,Sevilla,28-322,1992,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Sergio Gómez,es ESP,"FW,MF",Huesca,20-162,2000,4.0,0,5,1,20.0,1.25,0.25,0.00,0.00,24.0,1,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
Maxime Gonalons,fr FRA,MF,Granada,31-340,1989,9.4,0,2,1,50.0,0.21,0.11,0.00,0.00,11.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Alfonso González,es ESP,MF,Celta Vigo,21-285,1999,0.4,0,1,1,100.0,2.65,2.65,0.00,0.00,18.4,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
Bruno González,es ESP,DF,Valladolid,30-265,1990,18.0,1,4,2,50.0,0.22,0.11,0.25,0.50,10.0,0,0,0,0.3,0.3,0.07,+0.7,+0.7,Matches
Diego González,es ESP,DF,Elche,26-016,1995,9.2,0,2,1,50.0,0.22,0.11,0.00,0.00,6.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Sergio González,es ESP,MF,Cádiz,23-275,1997,1.0,0,1,0,0.0,1.00,0.00,0.00,,7.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Urko González,es ESP,MF,Real Sociedad,19-330,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Andoni Gorosabel,es ESP,DF,Real Sociedad,24-193,1996,14.9,0,8,1,12.5,0.54,0.07,0.00,0.00,21.2,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches
Antoine Griezmann,fr FRA,"FW,MF",Barcelona,29-329,1991,16.0,6,44,20,45.5,2.75,1.25,0.14,0.30,15.1,0,0,1,8.4,7.6,0.18,-2.4,-1.6,Matches
Andrés Guardado,mx MEX,"MF,FW",Betis,34-138,1986,6.0,0,1,0,0.0,0.17,0.00,0.00,,23.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Sergi Guardiola,es ESP,FW,Valladolid,29-260,1991,10.7,1,21,5,23.8,1.96,0.47,0.00,0.00,16.2,1,1,2,4.2,2.7,0.13,-3.2,-2.7,Matches
Nemanja Gudelj,rs SRB,"MF,DF",Sevilla,29-089,1991,5.2,0,5,1,20.0,0.96,0.19,0.00,0.00,31.4,2,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Gonçalo Guedes,pt POR,"MF,FW",Valencia,24-076,1996,13.0,1,27,7,25.9,2.07,0.54,0.04,0.14,23.1,1,0,0,1.2,1.2,0.05,-0.2,-0.2,Matches
Ander Guevara,es ESP,MF,Real Sociedad,23-221,1997,12.3,0,3,0,0.0,0.24,0.00,0.00,,27.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
John Guidetti,se SWE,FW,Alavés,28-304,1992,0.7,0,1,0,0.0,1.38,0.00,0.00,,17.0,0,0,0,0.3,0.3,0.33,-0.3,-0.3,Matches
Hugo Guillamón,es ESP,DF,Valencia,21-013,2000,11.5,1,5,1,20.0,0.44,0.09,0.20,1.00,7.7,0,0,0,0.4,0.4,0.08,+0.6,+0.6,Matches
Jon Guridi,es ESP,MF,Real Sociedad,25-351,1995,5.1,0,6,2,33.3,1.17,0.39,0.00,0.00,17.6,0,0,0,0.7,0.7,0.12,-0.7,-0.7,Matches
Raúl Guti,es ESP,MF,Elche,24-045,1996,17.1,1,14,3,21.4,0.82,0.18,0.07,0.33,21.4,0,0,0,0.7,0.7,0.05,+0.3,+0.3,Matches
Marcos Mauro López Gutiérrez,ar ARG,DF,Cádiz,30-035,1991,10.5,0,2,1,50.0,0.19,0.10,0.00,0.00,11.0,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
Munir El Haddadi,es ESP,FW,Sevilla,25-165,1995,6.0,3,25,7,28.0,4.14,1.16,0.12,0.43,16.9,1,0,0,2.9,2.9,0.12,+0.1,+0.1,Matches
Eden Hazard,be BEL,FW,Real Madrid,30-037,1991,4.2,2,7,3,42.9,1.68,0.72,0.29,0.67,14.9,0,0,0,1.2,1.2,0.18,+0.8,+0.8,Matches
Mario Hermoso,es ESP,DF,Atlético Madrid,25-240,1995,14.8,1,9,2,22.2,0.61,0.13,0.11,0.50,17.9,0,0,0,0.3,0.3,0.03,+0.7,+0.7,Matches
Aridane Hernández,gq EQG,DF,Osasuna,31-327,1989,10.5,0,1,0,0.0,0.10,0.00,0.00,,8.0,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
Héctor Herrera,mx MEX,MF,Atlético Madrid,30-300,1990,4.1,0,1,0,0.0,0.25,0.00,0.00,,23.9,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Sergio Herrera,es ESP,GK,Osasuna,27-253,1993,19.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Yangel Herrera,ve VEN,MF,Granada,23-037,1998,15.4,2,18,5,27.8,1.17,0.33,0.11,0.40,18.4,0,0,0,1.0,1.0,0.05,+1.0,+1.0,Matches
Pablo Hervías,es ESP,"DF,FW",Valladolid,27-342,1993,11.0,0,11,5,45.5,1.00,0.45,0.00,0.00,27.8,6,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Jordan Holsgrove,sco SCO,MF,Celta Vigo,21-156,1999,0.8,0,1,0,0.0,1.18,0.00,0.00,,12.8,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
Vicente Iborra,es ESP,MF,Villarreal,33-028,1988,10.3,0,3,0,0.0,0.29,0.00,0.00,,17.0,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Oussama Idrissi,ma MAR,"FW,MF",Sevilla,24-353,1996,0.3,0,1,1,100.0,3.33,3.33,0.00,0.00,10.4,0,0,0,0.3,0.3,0.29,-0.3,-0.3,Matches
Borja Iglesias,es ESP,FW,Betis,28-027,1993,6.2,3,10,3,30.0,1.62,0.49,0.30,1.00,16.8,0,0,0,2.0,2.0,0.20,+1.0,+1.0,Matches
Juan Iglesias,es ESP,DF,Getafe,22-225,1998,1.0,0,1,0,0.0,0.96,0.00,0.00,,36.3,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Asier Illarramendi,es ESP,MF,Real Sociedad,30-342,1990,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Pablo Insua,es ESP,DF,Huesca,27-157,1993,8.0,0,1,0,0.0,0.12,0.00,0.00,,11.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Takashi Inui,jp JPN,"MF,FW",Eibar,32-256,1988,15.6,1,27,13,48.1,1.73,0.84,0.04,0.08,20.4,0,0,0,2.0,2.0,0.07,-1.0,-1.0,Matches
Alexander Isak,se SWE,FW,Real Sociedad,21-145,1999,12.9,8,43,19,44.2,3.32,1.47,0.19,0.42,13.8,3,0,0,7.4,7.4,0.17,+0.6,+0.6,Matches
Isco,es ESP,MF,Real Madrid,28-298,1992,4.4,0,8,1,12.5,1.83,0.23,0.00,0.00,17.0,0,0,0,0.9,0.9,0.11,-0.9,-0.9,Matches
Jairo Izquierdo,es ESP,"DF,MF",Cádiz,27-114,1993,8.9,1,5,2,40.0,0.56,0.23,0.20,0.50,24.3,0,0,0,0.5,0.5,0.10,+0.5,+0.5,Matches
Saidy Janko,ch SUI,DF,Valladolid,25-114,1995,2.3,0,1,0,0.0,0.44,0.00,0.00,,22.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Adnan Januzaj,be BEL,"FW,MF",Real Sociedad,26-008,1995,4.7,2,18,7,38.9,3.85,1.50,0.06,0.14,20.9,3,1,1,2.8,2.1,0.12,-0.8,-1.1,Matches
Jason,es ESP,"MF,DF",Valencia,26-222,1994,4.7,0,4,0,0.0,0.86,0.00,0.00,,21.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Luis Javier Suárez,co COL,"FW,MF",Granada,23-073,1997,13.0,5,36,12,33.3,2.77,0.92,0.14,0.42,16.8,0,0,0,4.5,4.5,0.12,+0.5,+0.5,Matches
Ángel Jiménez,es ESP,GK,Granada,18-236,2002,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Joaquín,es ESP,"FW,MF",Betis,39-207,1981,9.0,1,8,5,62.5,0.89,0.56,0.13,0.20,15.4,0,0,0,0.8,0.8,0.10,+0.2,+0.2,Matches
Frenkie de Jong,nl NED,"MF,DF",Barcelona,23-277,1997,19.8,3,9,4,44.4,0.46,0.20,0.33,0.75,11.3,0,0,0,2.9,2.9,0.32,+0.1,+0.1,Matches
Luuk de Jong,nl NED,FW,Sevilla,30-170,1990,7.6,2,15,6,40.0,1.97,0.79,0.13,0.33,10.5,0,0,0,1.5,1.5,0.10,+0.5,+0.5,Matches
Jony,es ESP,"MF,FW",Osasuna,29-219,1991,6.6,0,9,4,44.4,1.36,0.60,0.00,0.00,19.8,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Joan Jordán,es ESP,MF,Sevilla,26-222,1994,15.6,1,17,3,17.6,1.09,0.19,0.06,0.33,21.8,3,0,0,1.1,1.1,0.07,-0.1,-0.1,Matches
Josan,es ESP,"MF,DF",Elche,31-072,1989,15.5,4,11,8,72.7,0.71,0.52,0.36,0.50,16.1,0,0,0,1.4,1.4,0.13,+2.6,+2.6,Matches
Willian José,br BRA,FW,Real Sociedad,29-082,1991,7.7,3,13,8,61.5,1.70,1.04,0.23,0.38,10.9,0,0,1,4.3,3.5,0.27,-1.3,-0.5,Matches
Joselu,es ESP,FW,Alavés,30-323,1990,18.9,5,52,16,30.8,2.76,0.85,0.08,0.25,15.3,2,1,2,7.3,5.8,0.11,-2.3,-1.8,Matches
Josema,es ESP,DF,Elche,24-252,1996,15.9,0,6,0,0.0,0.38,0.00,0.00,,12.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Jota,es ESP,MF,Alavés,29-242,1991,8.8,0,7,0,0.0,0.80,0.00,0.00,,19.6,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
Jota,pt POR,FW,Valladolid,21-320,1999,4.0,1,6,5,83.3,1.52,1.26,0.17,0.20,,,0,0,,,,,,Matches
Luka Jović,rs SRB,"FW,MF",Real Madrid,23-052,1997,1.7,0,6,1,16.7,3.62,0.60,0.00,0.00,11.2,0,0,0,1.1,1.1,0.19,-1.1,-1.1,Matches
Juan,ar ARG,MF,Granada,23-020,1998,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Juanmi,es ESP,"FW,MF",Betis,27-269,1993,3.0,0,5,1,20.0,1.66,0.33,0.00,0.00,8.8,0,0,0,1.5,1.5,0.30,-1.5,-1.5,Matches
Vinicius Júnior,br BRA,FW,Real Madrid,20-216,2000,11.1,2,21,6,28.6,1.89,0.54,0.10,0.33,13.0,0,0,0,4.1,4.1,0.20,-2.1,-2.1,Matches
Jens Jønsson,dk DEN,MF,Cádiz,28-034,1993,18.1,0,6,0,0.0,0.33,0.00,0.00,,20.3,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
Damian Kądzior,pl POL,"FW,MF",Eibar,28-242,1992,2.2,0,5,1,20.0,2.31,0.46,0.00,0.00,21.5,1,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Lee Kangin,kr KOR,"FW,MF",Valencia,19-360,2001,7.3,0,13,2,15.4,1.79,0.27,0.00,0.00,21.4,3,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
Stephane Keller,cm CMR,DF,Alavés,19-177,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Kenedy,br BRA,"FW,MF",Granada,25-005,1996,10.4,3,28,10,35.7,2.70,0.97,0.11,0.30,25.5,6,0,0,1.7,1.7,0.06,+1.3,+1.3,Matches
Kike,es ESP,FW,Eibar,31-080,1989,19.0,6,53,19,35.8,2.79,1.00,0.11,0.32,13.1,1,0,0,6.8,6.8,0.13,-0.8,-0.8,Matches
Giorgi Kochorashvili,ge GEO,MF,Levante,21-229,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Kenan Kodro,ba BIH,"FW,MF",Athletic Club,27-178,1993,0.5,1,1,1,100.0,2.05,2.05,0.00,0.00,37.6,0,1,1,0.8,0.0,0.02,+0.2,0.0,Matches
Kenan Kodro,ba BIH,"FW,MF",Valladolid,27-178,1993,0.6,0,1,0,0.0,1.61,0.00,0.00,,5.0,0,0,0,0.4,0.4,0.43,-0.4,-0.4,Matches
Koba Koindredi,fr FRA,MF,Valencia,19-109,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Koke,es ESP,MF,Atlético Madrid,29-036,1992,16.9,1,5,2,40.0,0.30,0.12,0.20,0.50,17.5,0,0,0,1.2,1.2,0.23,-0.2,-0.2,Matches
Geoffrey Kondogbia,cf CTA,MF,Valencia,27-364,1993,4.9,0,4,2,50.0,0.82,0.41,0.00,0.00,33.2,1,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Geoffrey Kondogbia,cf CTA,"MF,FW",Atlético Madrid,27-364,1993,2.8,0,1,0,0.0,0.36,0.00,0.00,,31.0,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Youssouf Koné,ml MLI,"DF,FW",Elche,25-223,1995,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jules Koundé,fr FRA,DF,Sevilla,22-093,1998,18.0,1,12,2,16.7,0.67,0.11,0.08,0.50,11.7,0,0,0,1.4,1.4,0.12,-0.4,-0.4,Matches
Toni Kroos,de GER,MF,Real Madrid,31-040,1990,16.3,1,22,9,40.9,1.35,0.55,0.05,0.11,21.8,0,0,0,1.4,1.4,0.07,-0.4,-0.4,Matches
Takefusa Kubo,jp JPN,"MF,FW",Villarreal,19-254,2001,3.3,0,8,5,62.5,2.41,1.51,0.00,0.00,14.5,0,0,0,1.4,1.4,0.17,-1.4,-1.4,Matches
Takefusa Kubo,jp JPN,"MF,FW",Getafe,19-254,2001,3.8,0,5,3,60.0,1.30,0.78,0.00,0.00,18.7,2,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Kuki,es ESP,MF,Valladolid,22-284,1998,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Víctor Laguardia,es ESP,DF,Alavés,31-100,1989,16.0,0,3,1,33.3,0.19,0.06,0.00,0.00,5.4,0,0,0,0.8,0.8,0.27,-0.8,-0.8,Matches
Diego Lainez,mx MEX,"FW,MF",Betis,20-249,2000,4.9,0,8,2,25.0,1.63,0.41,0.00,0.00,18.0,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
Toni Lato,es ESP,DF,Valencia,23-084,1997,4.5,1,2,2,100.0,0.45,0.45,0.50,0.50,11.6,0,0,0,1.0,1.0,0.48,0.0,0.0,Matches
Robin Le Normand,fr FRA,DF,Real Sociedad,24-094,1996,16.5,0,8,1,12.5,0.48,0.06,0.00,0.00,10.3,0,0,0,1.1,1.1,0.13,-1.1,-1.1,Matches
Jeremías Ledesma,ar ARG,GK,Cádiz,28-000,1993,19.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Florian Lejeune,fr FRA,DF,Alavés,29-269,1991,18.5,0,11,2,18.2,0.59,0.11,0.00,0.00,23.9,3,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
Iñigo Lekue,es ESP,"DF,FW",Athletic Club,27-285,1993,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Thomas Lemar,fr FRA,"MF,FW",Atlético Madrid,25-093,1995,9.9,1,13,5,38.5,1.32,0.51,0.08,0.20,18.5,1,0,0,0.9,0.9,0.07,+0.1,+0.1,Matches
Clément Lenglet,fr FRA,DF,Barcelona,25-241,1995,13.9,1,6,3,50.0,0.43,0.22,0.17,0.33,7.6,0,0,0,1.1,1.1,0.19,-0.1,-0.1,Matches
Lautado de León,uy URU,"MF,FW",Celta Vigo,20-004,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Pedro León,es ESP,"MF,FW",Eibar,34-081,1986,5.5,1,9,6,66.7,1.64,1.10,0.11,0.17,26.0,2,0,0,0.5,0.5,0.05,+0.5,+0.5,Matches
Sergio León,es ESP,FW,Levante,32-038,1989,5.3,1,16,4,25.0,3.00,0.75,0.06,0.25,13.2,0,0,0,2.0,2.0,0.13,-1.0,-1.0,Matches
Diego Llorente,es ESP,DF,Real Sociedad,27-181,1993,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Marcos Llorente,es ESP,"MF,DF",Atlético Madrid,26-014,1995,16.1,6,21,10,47.6,1.30,0.62,0.29,0.60,17.3,0,0,0,2.1,2.1,0.10,+3.9,+3.9,Matches
Renan Lodi,br BRA,DF,Atlético Madrid,22-311,1998,7.1,0,6,1,16.7,0.85,0.14,0.00,0.00,22.7,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Pedro López Muñoz,es ESP,DF,Huesca,37-104,1983,7.2,0,2,0,0.0,0.28,0.00,0.00,,25.4,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Adrián López,es ESP,FW,Osasuna,33-036,1988,3.9,1,8,2,25.0,2.04,0.51,0.13,0.50,13.7,0,0,0,1.1,1.1,0.14,-0.1,-0.1,Matches
Javi López,es ESP,"DF,MF",Alavés,19-043,2002,2.1,0,1,1,100.0,0.47,0.47,0.00,0.00,17.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
Roberto López,es ESP,MF,Real Sociedad,20-295,2000,4.5,2,9,2,22.2,1.98,0.44,0.22,1.00,24.6,2,0,0,0.5,0.5,0.05,+1.5,+1.5,Matches
Unai López,es ESP,MF,Athletic Club,25-106,1995,7.6,2,11,6,54.5,1.45,0.79,0.18,0.33,24.4,3,0,0,0.7,0.7,0.06,+1.3,+1.3,Matches
Anthony Lozano,hn HON,FW,Cádiz,27-294,1993,11.0,3,26,13,50.0,2.37,1.18,0.12,0.23,12.4,0,0,0,4.0,4.0,0.16,-1.0,-1.0,Matches
Jeison Lucumí,co COL,FW,Elche,25-311,1995,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
José Luis Gayà,es ESP,DF,Valencia,25-264,1995,18.5,0,14,4,28.6,0.76,0.22,0.00,0.00,18.5,1,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches
José Luis Morales,es ESP,"FW,MF",Levante,33-205,1987,15.5,10,31,17,54.8,2.01,1.10,0.32,0.59,14.9,0,0,0,5.1,5.1,0.16,+4.9,+4.9,Matches
Luisinho,pt POR,DF,Huesca,35-284,1985,2.0,0,1,0,0.0,0.50,0.00,0.00,,32.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Luismi,es ESP,"MF,DF",Elche,28-284,1992,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Darwin Machís,ve VEN,"FW,MF",Granada,28-006,1993,14.4,2,29,13,44.8,2.01,0.90,0.07,0.15,21.4,3,0,1,3.3,2.5,0.09,-1.3,-0.5,Matches
