player,nationality,position,squad,age,birth_year,minutes_90s,goals,shots_total,shots_on_target,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,matches
Pablo Maffeo,es ESP,DF,Huesca,23-216,1997,11.5,1,6,2,33.3,0.52,0.17,0.17,0.50,18.0,0,0,0,0.4,0.4,0.07,+0.6,+0.6,Matches
Abdallahi Mahmoud,mr MTN,MF,Alavés,20-285,2000,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Nemanja Maksimović,rs SRB,MF,Getafe,26-018,1995,17.2,1,8,2,25.0,0.47,0.12,0.13,0.50,15.0,0,0,0,1.4,1.4,0.18,-0.4,-0.4,Matches
Filip Malbašić,rs SRB,"FW,MF",Cádiz,28-087,1992,5.1,0,5,0,0.0,0.98,0.00,0.00,,16.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Hugo Mallo,es ESP,DF,Celta Vigo,29-236,1991,20.0,1,13,6,46.2,0.65,0.30,0.08,0.17,14.0,0,0,0,0.9,0.9,0.07,+0.1,+0.1,Matches
Mickael Malsa,mq MTQ,MF,Levante,25-124,1995,14.7,0,11,3,27.3,0.75,0.20,0.00,0.00,24.5,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
Aïssa Mandi,dz ALG,DF,Betis,29-114,1991,14.6,3,6,6,100.0,0.41,0.41,0.50,0.50,5.7,0,0,0,1.5,1.5,0.25,+1.5,+1.5,Matches
Eliaquim Mangala,fr FRA,DF,Valencia,30-000,1991,3.5,0,2,0,0.0,0.58,0.00,0.00,,7.0,0,0,0,0.5,0.5,0.26,-0.5,-0.5,Matches
Maranhão,br BRA,FW,Valladolid,24-116,1996,9.1,3,21,8,38.1,2.30,0.88,0.14,0.38,14.6,0,0,0,2.3,2.3,0.11,+0.7,+0.7,Matches
Marcelo,br BRA,DF,Real Madrid,32-277,1988,7.0,0,7,0,0.0,1.00,0.00,0.00,,20.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Iván Marcone,ar ARG,MF,Elche,30-255,1990,16.1,0,1,0,0.0,0.06,0.00,0.00,,10.6,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
Óscar de Marcos,es ESP,"MF,FW",Athletic Club,31-305,1989,7.1,1,4,3,75.0,0.56,0.42,0.25,0.33,13.0,0,0,0,0.5,0.5,0.12,+0.5,+0.5,Matches
José Mari,es ESP,MF,Cádiz,33-069,1987,5.6,0,6,2,33.3,1.08,0.36,0.00,0.00,25.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
José María Giménez,uy URU,DF,Atlético Madrid,26-024,1995,10.1,0,7,2,28.6,0.69,0.20,0.00,0.00,11.8,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
Mariano,do DOM,FW,Real Madrid,27-196,1993,2.5,1,9,3,33.3,3.55,1.18,0.11,0.33,15.9,0,0,0,0.9,0.9,0.10,+0.1,+0.1,Matches
Adrián Marín,es ESP,"DF,MF",Alavés,24-035,1997,1.0,0,1,0,0.0,0.97,0.00,0.00,,21.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Adrián Marín,es ESP,DF,Granada,24-035,1997,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Roger Martí,es ESP,FW,Levante,30-041,1991,13.9,9,26,14,53.8,1.87,1.01,0.31,0.57,13.5,0,1,3,6.4,4.1,0.16,+2.6,+3.9,Matches
Aarón Martín,es ESP,DF,Celta Vigo,23-297,1997,4.0,0,1,1,100.0,0.25,0.25,0.00,0.00,,0,0,0,0.0,0.0,0.00,0.0,0.0,Matches
Iñigo Martínez,es ESP,DF,Athletic Club,29-272,1991,19.0,0,10,3,30.0,0.53,0.16,0.00,0.00,24.5,1,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
Javi Martínez,es ESP,MF,Osasuna,21-053,1999,2.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jordi Masip,es ESP,GK,Valladolid,32-041,1989,16.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jaime Mata,es ESP,FW,Getafe,32-112,1988,13.0,3,21,10,47.6,1.61,0.77,0.10,0.20,12.6,0,1,2,4.5,3.0,0.14,-1.5,-1.0,Matches
Borja Mayoral,es ESP,FW,Real Madrid,23-314,1997,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Gonzalo Melero,es ESP,"MF,FW",Levante,27-042,1994,14.6,4,21,5,23.8,1.44,0.34,0.19,0.80,14.0,0,0,0,2.1,2.1,0.10,+1.9,+1.9,Matches
Brais Méndez,es ESP,"MF,FW",Celta Vigo,24-037,1997,16.5,5,27,12,44.4,1.63,0.73,0.19,0.42,14.4,1,0,0,4.2,4.2,0.16,-0.2,-0.2,Matches
Édgar Méndez,es ESP,"MF,DF",Alavés,31-042,1990,13.8,3,21,7,33.3,1.52,0.51,0.14,0.43,17.2,0,0,0,3.2,3.2,0.15,-0.2,-0.2,Matches
Eñaut Mendía,es ESP,FW,Eibar,21-233,1999,0.7,0,1,0,0.0,1.48,0.00,0.00,,27.2,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Ferland Mendy,fr FRA,DF,Real Madrid,25-250,1995,16.5,1,10,2,20.0,0.60,0.12,0.10,0.50,19.9,0,0,0,0.5,0.5,0.05,+0.5,+0.5,Matches
Mikel Merino,es ESP,MF,Real Sociedad,24-236,1996,19.2,1,26,6,23.1,1.35,0.31,0.04,0.17,13.7,0,0,0,2.8,2.8,0.11,-1.8,-1.8,Matches
Martín Merquelanz,es ESP,"FW,MF",Real Sociedad,25-246,1995,4.7,0,9,4,44.4,1.93,0.86,0.00,0.00,18.2,1,0,0,1.0,1.0,0.11,-1.0,-1.0,Matches
Roque Mesa,es ESP,MF,Valladolid,31-251,1989,7.8,0,12,3,25.0,1.55,0.39,0.00,0.00,24.9,2,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Lionel Messi,ar ARG,"FW,MF",Barcelona,33-234,1987,17.6,13,102,48,47.1,5.80,2.73,0.11,0.23,18.8,23,2,3,12.3,9.9,0.10,+0.7,+1.1,Matches
Omenuke Mfulu,cd COD,MF,Elche,26-330,1994,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Míchel,es ESP,MF,Valladolid,32-199,1988,6.3,2,2,2,100.0,0.32,0.32,1.00,1.00,15.0,0,0,0,0.3,0.3,0.13,+1.7,+1.7,Matches
Éder Militão,br BRA,"DF,MF",Real Madrid,23-026,1998,2.6,0,1,0,0.0,0.39,0.00,0.00,,4.0,0,0,0,0.3,0.3,0.29,-0.3,-0.3,Matches
Luis Milla,es ESP,MF,Granada,26-129,1994,13.9,1,10,3,30.0,0.72,0.22,0.10,0.33,23.6,2,0,0,0.5,0.5,0.05,+0.5,+0.5,Matches
Pere Milla,es ESP,"FW,MF",Elche,28-143,1992,12.7,1,16,5,31.3,1.26,0.39,0.06,0.20,10.7,0,0,0,2.8,2.8,0.18,-1.8,-1.8,Matches
Alejandro Millán,es ESP,FW,Villarreal,21-098,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Santi Mina,es ESP,FW,Celta Vigo,25-068,1995,14.6,5,22,11,50.0,1.50,0.75,0.23,0.45,13.5,0,0,0,3.6,3.6,0.16,-0.6,-0.6,Matches
Óscar Mingueza,es ESP,DF,Barcelona,21-276,1999,9.7,0,6,2,33.3,0.62,0.21,0.00,0.00,13.5,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
Rafa Mir,es ESP,FW,Huesca,23-240,1997,16.3,6,54,24,44.4,3.31,1.47,0.11,0.25,13.7,1,0,0,5.1,5.1,0.09,+0.9,+0.9,Matches
Jorge Miramón,es ESP,DF,Levante,31-256,1989,13.0,0,9,0,0.0,0.69,0.00,0.00,,16.6,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches
Juan Miranda,es ESP,DF,Betis,21-025,2000,7.8,1,2,1,50.0,0.26,0.13,0.50,1.00,16.4,0,0,0,0.4,0.4,0.18,+0.6,+0.6,Matches
Luka Modrić,hr CRO,MF,Real Madrid,35-157,1985,18.1,3,22,8,36.4,1.21,0.44,0.14,0.38,20.7,0,0,0,1.4,1.4,0.07,+1.6,+1.6,Matches
Johan Mojica,co COL,DF,Elche,28-176,1992,4.3,0,4,1,25.0,0.92,0.23,0.00,0.00,26.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Guillem Molina Gutiérrez,es ESP,DF,Valencia,20-286,2000,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jorge Molina,es ESP,"FW,MF",Granada,38-297,1982,7.7,3,14,6,42.9,1.82,0.78,0.21,0.50,11.5,0,0,0,1.9,1.9,0.14,+1.1,+1.1,Matches
Victor Mollejo,es ESP,"MF,DF",Getafe,20-023,2001,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jon Moncayola,es ESP,MF,Osasuna,22-276,1998,17.5,1,20,6,30.0,1.15,0.34,0.05,0.17,29.4,0,0,0,0.6,0.6,0.03,+0.4,+0.4,Matches
Nacho Monreal,es ESP,DF,Real Sociedad,34-353,1986,11.1,1,6,1,16.7,0.54,0.09,0.17,1.00,9.8,0,0,0,0.5,0.5,0.09,+0.5,+0.5,Matches
Ángel Montoro,es ESP,MF,Granada,32-233,1988,9.2,1,8,1,12.5,0.87,0.11,0.00,0.00,32.4,2,1,1,1.2,0.4,0.05,-0.2,-0.4,Matches
Martín Montoya,es ESP,DF,Betis,29-305,1991,2.6,0,2,0,0.0,0.78,0.00,0.00,,14.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Emre Mor,tr TUR,"FW,MF",Celta Vigo,23-204,1997,5.6,0,8,2,25.0,1.44,0.36,0.00,0.00,18.8,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Jon Morcillo,es ESP,"FW,MF",Athletic Club,22-151,1998,6.2,0,12,3,25.0,1.92,0.48,0.00,0.00,24.0,1,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches
Álex Moreno,es ESP,DF,Betis,27-250,1993,14.4,0,9,3,33.3,0.62,0.21,0.00,0.00,20.1,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
Gerard Moreno,es ESP,"FW,MF",Villarreal,28-312,1992,16.2,12,48,20,41.7,2.96,1.23,0.17,0.40,15.9,0,4,4,9.3,6.3,0.13,+2.7,+1.7,Matches
Tete Morente,es ESP,"MF,FW",Elche,24-071,1996,13.7,2,15,3,20.0,1.09,0.22,0.13,0.67,17.0,0,0,0,1.9,1.9,0.13,+0.1,+0.1,Matches
Loren Morón,es ESP,FW,Betis,27-045,1993,7.2,1,14,2,14.3,1.93,0.28,0.07,0.50,17.6,0,0,0,1.6,1.6,0.11,-0.6,-0.6,Matches
Pedro Mosquera,es ESP,MF,Huesca,32-298,1988,17.9,0,7,1,14.3,0.39,0.06,0.00,0.00,30.5,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Javi Moyano,es ESP,DF,Valladolid,34-356,1986,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Iker Muniain,es ESP,"MF,FW",Athletic Club,28-056,1992,15.6,4,16,7,43.8,1.03,0.45,0.25,0.57,13.6,1,0,0,3.1,3.1,0.21,+0.9,+0.9,Matches
Aihen Muñoz,es ESP,DF,Real Sociedad,23-181,1997,11.0,0,4,1,25.0,0.36,0.09,0.00,0.00,21.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
Joaquín Muñoz,es ESP,FW,Huesca,21-340,1999,0.5,0,1,1,100.0,2.20,2.20,0.00,0.00,14.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Jeison Murillo,co COL,DF,Celta Vigo,28-262,1992,20.5,0,5,1,20.0,0.24,0.05,0.00,0.00,8.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
Yunus Musah,us USA,MF,Valencia,18-076,2002,13.1,1,4,1,25.0,0.31,0.08,0.25,1.00,20.2,0,0,0,0.5,0.5,0.13,+0.5,+0.5,Matches
Yoshinori Mutō,jp JPN,"FW,MF",Eibar,28-213,1992,10.7,1,18,6,33.3,1.68,0.56,0.06,0.17,16.7,0,0,0,1.5,1.5,0.08,-0.5,-0.5,Matches
Nacho,es ESP,DF,Valladolid,31-343,1989,16.0,0,8,1,12.5,0.50,0.06,0.00,0.00,21.3,3,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Nacho,es ESP,DF,Real Madrid,31-026,1990,8.5,0,4,0,0.0,0.47,0.00,0.00,,9.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Nano,es ESP,"FW,MF",Cádiz,26-008,1995,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Roberto Navarro,es ESP,MF,Real Sociedad,18-307,2002,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ximo Navarro,es ESP,DF,Alavés,31-021,1990,15.4,1,10,3,30.0,0.65,0.19,0.10,0.33,25.1,0,0,0,0.3,0.3,0.03,+0.7,+0.7,Matches
Jesús Navas,es ESP,DF,Sevilla,35-084,1985,17.2,0,6,0,0.0,0.35,0.00,0.00,,18.3,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
Raúl Navas,es ESP,DF,Osasuna,32-278,1988,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Álvaro Negredo,es ESP,FW,Cádiz,35-177,1985,14.9,6,33,15,45.5,2.21,1.01,0.18,0.40,13.4,0,0,0,4.7,4.7,0.14,+1.3,+1.3,Matches
Neto,br BRA,GK,Barcelona,31-209,1989,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Carlos Neva,es ESP,DF,Granada,24-246,1996,18.1,0,8,1,12.5,0.44,0.06,0.00,0.00,22.1,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
Mamor Niang,sn SEN,"FW,MF",Getafe,19-009,2002,0.2,0,1,0,0.0,4.09,0.00,0.00,,8.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Manuel Nieto,es ESP,"FW,MF",Cádiz,22-321,1998,0.2,0,1,0,0.0,6.43,0.00,0.00,,3.0,0,0,0,0.3,0.3,0.27,-0.3,-0.3,Matches
Saúl Ñíguez,es ESP,"MF,DF",Atlético Madrid,26-084,1994,10.7,2,16,5,31.3,1.49,0.47,0.13,0.40,19.4,0,0,1,1.7,0.8,0.05,+0.3,+1.2,Matches
Nino,es ESP,"MF,FW",Elche,40-248,1980,2.1,0,3,1,33.3,1.41,0.47,0.00,0.00,13.0,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches
Fernando Niño,es ESP,FW,Villarreal,20-112,2000,5.2,3,12,6,50.0,2.32,1.16,0.25,0.50,8.7,0,0,0,4.1,4.1,0.34,-1.1,-1.1,Matches
Nolito,es ESP,"MF,FW",Celta Vigo,34-121,1986,17.6,4,40,19,47.5,2.27,1.08,0.10,0.21,17.2,3,0,0,4.6,4.6,0.11,-0.6,-0.6,Matches
Unai Núñez,es ESP,DF,Athletic Club,24-014,1997,10.1,1,6,2,33.3,0.60,0.20,0.17,0.50,14.2,0,0,0,0.5,0.5,0.08,+0.5,+0.5,Matches
Kelechi Nwakali,ng NGA,"MF,FW",Huesca,22-253,1998,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Allan Nyom,cm CMR,"MF,DF",Getafe,32-279,1988,15.2,0,8,2,25.0,0.53,0.13,0.00,0.00,13.8,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Jan Oblak,si SVN,GK,Atlético Madrid,28-037,1993,20.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Lucas Ocampos,ar ARG,FW,Sevilla,26-217,1994,18.3,4,39,7,17.9,2.13,0.38,0.00,0.00,16.5,0,4,4,6.9,3.9,0.10,-2.9,-3.9,Matches
Álvaro Odriozola,es ESP,DF,Real Madrid,25-061,1995,2.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Shinji Okazaki,jp JPN,"FW,MF",Huesca,34-303,1986,10.6,1,18,4,22.2,1.69,0.38,0.06,0.25,13.7,0,0,0,1.8,1.8,0.10,-0.8,-0.8,Matches
Lucas Olaza,uy URU,DF,Celta Vigo,26-207,1994,17.9,0,11,2,18.2,0.61,0.11,0.00,0.00,26.9,1,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Lucas Olaza,uy URU,DF,Valladolid,26-207,1994,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Paulo Oliveira,pt POR,DF,Eibar,29-036,1992,15.2,0,6,1,16.7,0.39,0.07,0.00,0.00,11.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Mathías Olivera,uy URU,DF,Getafe,23-105,1997,15.3,0,5,1,20.0,0.33,0.07,0.00,0.00,9.7,0,0,0,0.9,0.9,0.17,-0.9,-0.9,Matches
Javier Ontiveros,es ESP,"FW,MF",Huesca,23-157,1997,9.9,2,33,8,24.2,3.33,0.81,0.03,0.13,24.4,2,1,1,1.8,1.1,0.03,+0.2,-0.1,Matches
Fabián Orellana,cl CHI,"MF,FW",Valladolid,35-017,1986,13.8,2,12,7,58.3,0.87,0.51,0.00,0.00,20.0,1,2,2,2.3,0.7,0.06,-0.3,-0.7,Matches
Mikel Oyarzabal,es ESP,"FW,MF",Real Sociedad,23-298,1997,12.9,10,39,16,41.0,3.01,1.24,0.10,0.25,18.6,1,6,6,8.9,4.3,0.12,+1.1,-0.3,Matches
Fernando Pacheco,es ESP,GK,Alavés,28-271,1992,22.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ante Palaversa,hr CRO,"MF,FW",Getafe,20-313,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Daniel Parejo,es ESP,MF,Villarreal,31-303,1989,19.8,3,19,6,31.6,0.96,0.30,0.16,0.50,23.6,5,0,0,1.0,1.0,0.05,+2.0,+2.0,Matches
Marvin Olawale Akinlabi Park,es ESP,"DF,FW",Real Madrid,20-225,2000,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Thomas Partey,gh GHA,MF,Atlético Madrid,27-245,1993,2.2,0,5,0,0.0,2.25,0.00,0.00,,35.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
John Patrick,es ESP,"MF,DF",Getafe,17-142,2003,0.7,0,2,0,0.0,2.77,0.00,0.00,,17.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Gabriel Paulista,br BRA,DF,Valencia,30-079,1990,15.2,2,10,4,40.0,0.66,0.26,0.20,0.50,13.2,0,0,0,0.5,0.5,0.05,+1.5,+1.5,Matches
Alfonso Pedraza,es ESP,DF,Villarreal,24-310,1996,14.7,0,12,3,25.0,0.82,0.20,0.00,0.00,16.9,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
Pedri,es ESP,MF,Barcelona,18-080,2002,14.7,2,15,3,20.0,1.02,0.20,0.13,0.67,14.9,0,0,0,2.2,2.2,0.15,-0.2,-0.2,Matches
Rubén Peña,es ESP,"DF,FW",Villarreal,29-210,1991,7.7,1,5,2,40.0,0.65,0.26,0.20,0.50,16.5,0,0,0,0.4,0.4,0.08,+0.6,+0.6,Matches
Alberto Perea,es ESP,MF,Cádiz,30-056,1990,10.4,1,20,4,20.0,1.93,0.39,0.05,0.25,20.7,4,0,0,1.0,1.0,0.05,0.0,0.0,Matches
Iñigo Pérez,es ESP,"MF,DF",Osasuna,33-026,1988,13.2,0,8,2,25.0,0.61,0.15,0.00,0.00,26.7,1,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
Kike Pérez,es ESP,MF,Valladolid,23-365,1997,9.5,0,10,3,30.0,1.05,0.31,0.00,0.00,18.5,1,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
Lucas Pérez,es ESP,FW,Alavés,32-156,1988,11.5,4,15,6,40.0,1.30,0.52,0.07,0.17,20.0,2,3,4,5.2,2.2,0.14,-1.2,-1.2,Matches
Luis Pérez,es ESP,DF,Valladolid,26-009,1995,10.2,0,1,0,0.0,0.10,0.00,0.00,,19.7,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
Nehuén Pérez,ar ARG,DF,Granada,20-234,2000,3.3,0,1,0,0.0,0.30,0.00,0.00,,9.0,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
Tomás Pina Isla,es ESP,MF,Alavés,33-122,1987,15.8,1,6,1,16.7,0.38,0.06,0.17,1.00,15.6,0,0,0,0.5,0.5,0.08,+0.5,+0.5,Matches
Yeremi Pino,es ESP,"FW,MF",Villarreal,18-116,2002,4.4,1,7,2,28.6,1.60,0.46,0.14,0.50,13.7,0,0,0,0.6,0.6,0.09,+0.4,+0.4,Matches
Gerard Piqué,es ESP,DF,Barcelona,34-011,1987,7.7,0,3,0,0.0,0.39,0.00,0.00,,7.8,0,0,0,0.4,0.4,0.12,-0.4,-0.4,Matches
Miralem Pjanić,ba BIH,MF,Barcelona,30-317,1990,5.7,0,14,3,21.4,2.45,0.52,0.00,0.00,21.6,2,0,0,1.1,1.1,0.08,-1.1,-1.1,Matches
Óscar Plano,es ESP,"MF,FW",Valladolid,30-002,1991,15.5,2,20,4,20.0,1.29,0.26,0.10,0.50,17.5,0,0,0,1.9,1.9,0.09,+0.1,+0.1,Matches
Dani Plomer,es ESP,FW,Granada,22-075,1998,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jorge Pombo,es ESP,"FW,MF",Cádiz,26-357,1994,4.6,1,12,4,33.3,2.59,0.86,0.08,0.25,20.4,0,0,0,1.2,1.2,0.10,-0.2,-0.2,Matches
Pere Pons,es ESP,MF,Alavés,27-359,1993,6.4,0,1,0,0.0,0.16,0.00,0.00,,23.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Francisco Portillo,es ESP,MF,Getafe,30-245,1990,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Portu,es ESP,"FW,MF",Real Sociedad,28-268,1992,14.8,5,16,6,37.5,1.08,0.40,0.31,0.83,12.4,0,0,0,3.2,3.2,0.20,+1.8,+1.8,Matches
Sergio Postigo,es ESP,DF,Levante,32-101,1988,12.4,0,1,0,0.0,0.08,0.00,0.00,,11.2,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Alejandro Pozo Pozo,es ESP,"DF,MF",Eibar,21-357,1999,14.5,0,5,0,0.0,0.35,0.00,0.00,,22.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Antonio Puertas,es ESP,"FW,MF",Granada,28-358,1992,12.4,0,15,6,40.0,1.21,0.48,0.00,0.00,16.2,0,0,0,2.0,2.0,0.14,-2.0,-2.0,Matches
Riqui Puig,es ESP,MF,Barcelona,21-184,1999,0.9,1,1,1,100.0,1.07,1.07,1.00,1.00,5.0,0,0,0,0.1,0.1,0.14,+0.9,+0.9,Matches
Jorge Pulido,es ESP,DF,Huesca,29-311,1991,17.2,0,11,1,9.1,0.64,0.06,0.00,0.00,15.0,0,0,0,1.2,1.2,0.11,-1.2,-1.2,Matches
Quini,es ESP,DF,Granada,31-142,1989,2.2,0,1,0,0.0,0.45,0.00,0.00,,29.0,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Quique,es ESP,FW,Eibar,30-273,1990,1.0,0,2,1,50.0,2.09,1.05,0.00,0.00,16.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Uroš Račić,rs SRB,MF,Valencia,22-333,1998,12.2,1,16,4,25.0,1.31,0.33,0.06,0.25,22.2,0,0,0,0.7,0.7,0.04,+0.3,+0.3,Matches
Nemanja Radoja,rs SRB,MF,Levante,28-007,1993,9.9,0,6,0,0.0,0.61,0.00,0.00,,22.2,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Ivan Rakitić,hr CRO,MF,Sevilla,32-340,1988,14.7,1,24,4,16.7,1.63,0.27,0.04,0.25,18.9,2,0,0,2.2,2.2,0.09,-1.2,-1.2,Matches
Sandro Ramírez,es ESP,"FW,MF",Huesca,25-219,1995,5.4,2,9,7,77.8,1.66,1.29,0.22,0.29,17.9,0,0,0,1.2,1.2,0.13,+0.8,+0.8,Matches
Sergio Ramos,es ESP,DF,Real Madrid,34-320,1986,13.5,2,15,4,26.7,1.11,0.30,0.00,0.00,12.1,3,2,2,3.8,2.3,0.15,-1.8,-2.3,Matches
Recio,es ESP,MF,Eibar,30-033,1991,4.1,0,6,0,0.0,1.47,0.00,0.00,,20.0,1,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Karim Rekik,nl NED,DF,Sevilla,26-073,1994,1.8,0,1,0,0.0,0.55,0.00,0.00,,9.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Álex Remiro,es ESP,GK,Real Sociedad,25-326,1995,22.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Oriol Rey,es ESP,MF,Valladolid,22-354,1998,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Mikel Rico,es ESP,MF,Huesca,36-101,1984,14.2,1,15,5,33.3,1.06,0.35,0.07,0.20,15.0,0,0,0,1.9,1.9,0.13,-0.9,-0.9,Matches
Emiliano Rigoni,ar ARG,"MF,FW",Elche,28-009,1993,9.9,1,13,4,30.8,1.31,0.40,0.08,0.25,23.2,3,0,0,1.0,1.0,0.08,-1.0,-1.0,Matches
Luis Rioja,es ESP,"MF,DF",Alavés,27-120,1993,15.1,1,13,5,38.5,0.86,0.33,0.08,0.20,16.5,0,0,0,2.0,2.0,0.16,-1.0,-1.0,Matches
Rober,es ESP,DF,Levante,25-363,1995,3.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Roberto,es ESP,GK,Valladolid,35-003,1986,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Sergi Roberto,es ESP,DF,Barcelona,29-006,1992,7.2,1,4,1,25.0,0.55,0.14,0.25,1.00,18.1,0,0,0,0.4,0.4,0.11,+0.6,+0.6,Matches
Joel Robles,es ESP,GK,Betis,30-241,1990,13.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rubén Rochina,es ESP,MF,Levante,29-327,1991,8.8,0,21,6,28.6,2.38,0.68,0.00,0.00,24.9,0,0,0,1.1,1.1,0.05,-1.1,-1.1,Matches
Rodrigo,es ESP,"FW,MF",Betis,20-273,2000,4.1,0,3,0,0.0,0.73,0.00,0.00,,23.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Kévin Rodrigues,pt POR,"DF,MF",Eibar,26-345,1994,8.5,1,7,3,42.9,0.82,0.35,0.14,0.33,23.8,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
