player,nationality,position,squad,age,birth_year,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,matches
Álex Fernández,es ESP,MF,Cádiz,28-121,1992,17.3,842,22,157,466,269,16,715,9,18,50.0,13,1,497,2803,1428,62,18,3,13,24,592,487,82.3,27,Matches
Álvaro Fernández,es ESP,GK,Huesca,22-306,1998,11.0,455,407,450,5,0,0,331,0,0,,0,0,210,859,428,0,0,0,0,0,231,230,99.6,0,Matches
Andrés Fernández,es ESP,GK,Huesca,34-058,1986,11.0,421,392,421,0,0,0,313,1,1,100.0,1,0,224,901,498,0,0,0,0,0,206,206,100.0,0,Matches
Augusto Fernández,ar ARG,MF,Cádiz,34-309,1986,2.7,107,3,29,68,15,1,106,0,0,,0,0,54,331,151,7,2,0,2,3,50,45,90.0,2,Matches
Carlos Fernández,es ESP,FW,Real Sociedad,24-267,1996,0.3,19,0,1,9,9,3,19,0,1,0.0,0,0,12,52,14,1,0,0,1,2,21,15,71.4,8,Matches
Carlos Fernández,es ESP,FW,Sevilla,24-267,1996,1.6,57,1,7,32,20,6,55,1,2,50.0,1,0,33,184,86,5,1,1,4,3,58,39,67.2,12,Matches
Joaquín Fernández,es ESP,DF,Valladolid,24-258,1996,13.0,601,120,365,243,16,6,587,0,0,,0,0,275,1455,623,7,2,0,2,5,323,306,94.7,2,Matches
Fernando,br BRA,MF,Sevilla,33-203,1987,17.0,1062,91,361,647,107,10,1040,10,13,76.9,10,0,688,2679,1302,33,8,1,8,15,750,708,94.4,17,Matches
David Ferreiro,es ESP,"FW,MF",Huesca,32-318,1988,14.5,740,10,104,300,386,23,642,16,29,55.2,19,2,499,3205,1674,106,22,8,17,18,602,473,78.6,74,Matches
Facundo Ferreyra,ar ARG,FW,Celta Vigo,29-336,1991,0.3,9,1,1,4,4,1,9,0,0,,0,0,3,0,0,0,0,0,1,2,10,8,80.0,4,Matches
Fidel,es ESP,"MF,DF",Elche,31-109,1989,13.4,821,21,246,436,197,19,715,29,45,64.4,30,2,531,2739,1666,76,21,6,21,29,641,541,84.4,33,Matches
Junior Firpo,es ESP,DF,Barcelona,24-175,1996,1.7,152,7,36,76,51,9,138,3,6,50.0,3,1,105,417,248,12,3,3,2,1,116,111,95.7,13,Matches
Kingsley Fobi,gh GHA,DF,Granada,22-146,1998,0.5,15,2,7,6,3,0,10,0,0,,0,0,6,46,26,0,0,0,0,0,5,5,100.0,1,Matches
Ramón Folch,es ESP,MF,Elche,31-132,1989,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Matches
José Fontán,es ESP,DF,Celta Vigo,21-002,2000,3.8,228,29,103,122,23,5,217,3,3,100.0,3,0,124,925,616,12,6,0,1,1,147,139,94.6,1,Matches
Dimitri Foulquier,fr FRA,DF,Granada,27-327,1993,16.8,790,45,218,399,228,16,593,12,32,37.5,14,2,376,1878,1241,56,29,4,10,21,374,333,89.0,19,Matches
Juan Foyth,ar ARG,"MF,DF",Villarreal,23-032,1998,4.0,265,10,86,171,30,0,244,7,8,87.5,7,0,171,712,425,17,6,0,3,5,181,174,96.1,1,Matches
Jorge de Frutos,es ESP,MF,Levante,23-359,1997,10.0,444,10,76,173,226,45,418,17,28,60.7,19,2,297,1631,1067,56,16,7,24,19,416,313,75.2,76,Matches
Ramiro Funes Mori,ar ARG,DF,Villarreal,29-345,1991,1.1,72,7,28,48,2,0,71,0,0,,0,0,52,313,167,6,2,0,0,0,53,49,92.5,0,Matches
Javi Galán,es ESP,DF,Huesca,26-086,1994,20.3,1336,74,438,660,350,19,1148,73,92,79.3,75,1,926,5046,3105,123,38,10,30,29,859,783,91.2,37,Matches
Enric Gallego,es ESP,FW,Osasuna,34-154,1986,6.7,299,8,32,145,130,29,290,2,8,25.0,2,0,111,404,171,10,2,1,27,11,390,224,57.4,52,Matches
Kévin Gameiro,fr FRA,FW,Valencia,33-280,1987,5.6,181,2,14,80,92,20,169,1,6,16.7,3,0,100,402,205,14,3,4,11,12,242,130,53.7,42,Matches
Aleix García,es ESP,MF,Eibar,23-230,1997,0.5,32,1,4,26,4,0,32,1,1,100.0,1,0,22,145,81,7,2,0,0,0,27,26,96.3,0,Matches
Borja García,es ESP,"MF,FW",Huesca,30-103,1990,12.2,674,6,94,409,224,24,660,21,29,72.4,23,0,517,2323,1144,55,20,1,19,31,606,519,85.6,60,Matches
Dani García,es ESP,MF,Athletic Club,30-265,1990,13.5,767,31,165,561,74,3,745,2,3,66.7,2,0,426,2129,1044,43,11,0,2,5,495,475,96.0,7,Matches
David García,es ESP,DF,Osasuna,26-365,1994,20.0,957,99,446,521,29,18,929,1,1,100.0,1,0,354,1826,797,23,1,0,4,1,410,399,97.3,2,Matches
Manu García,es ESP,MF,Alavés,34-293,1986,6.4,307,14,68,201,49,7,303,2,6,33.3,4,1,167,595,274,12,4,0,6,9,227,185,81.5,22,Matches
Raúl García,es ESP,"DF,MF",Valladolid,31-289,1989,5.6,346,18,80,166,118,4,278,7,9,77.8,7,1,173,789,440,20,9,1,4,2,202,177,87.6,14,Matches
Raúl García,es ESP,"FW,MF",Athletic Club,34-217,1986,12.0,496,13,57,270,186,47,486,1,3,33.3,1,0,197,813,350,14,10,3,19,10,545,335,61.5,71,Matches
Rubén García,es ESP,"MF,FW",Osasuna,27-214,1993,19.5,957,16,131,456,436,36,869,19,37,51.4,22,4,561,2641,1294,70,28,4,37,23,903,630,69.8,108,Matches
Sergi García,es ESP,MF,Alavés,21-305,1999,0.2,11,0,0,7,4,1,8,0,0,,0,0,4,49,26,2,0,0,1,0,7,5,71.4,1,Matches
Unai García,es ESP,DF,Osasuna,29-010,1992,10.1,380,55,194,193,16,8,362,3,3,100.0,3,0,194,1160,626,21,3,0,5,0,187,180,96.3,0,Matches
Mario Gaspar,es ESP,DF,Villarreal,30-081,1990,13.3,852,52,258,415,234,15,719,3,8,37.5,3,0,481,2158,1350,57,23,1,10,5,600,525,87.5,25,Matches
David Gil,es ESP,GK,Cádiz,27-033,1994,1.0,38,33,38,0,0,0,23,0,0,,0,0,15,128,91,0,0,0,0,0,15,15,100.0,0,Matches
Álvaro Giménez,es ESP,"FW,MF",Cádiz,29-270,1991,4.5,138,0,12,62,72,11,135,0,1,0.0,0,0,69,206,64,2,2,0,18,6,216,101,46.8,22,Matches
Dani Gómez,es ESP,FW,Levante,22-198,1998,9.7,287,5,24,125,160,47,278,13,24,54.2,14,0,220,1173,713,36,12,14,24,29,417,213,51.1,70,Matches
Maxi Gómez,uy URU,FW,Valencia,24-183,1996,18.7,539,22,58,297,209,54,526,9,14,64.3,10,1,299,1117,532,32,12,3,36,20,725,401,55.3,74,Matches
Moi Gómez,es ESP,"MF,FW",Villarreal,26-235,1994,17.9,1034,21,171,523,420,48,984,32,49,65.3,33,4,788,4046,1911,98,37,9,15,22,952,798,83.8,104,Matches
Papu Gómez,ar ARG,"MF,FW",Sevilla,32-364,1988,0.4,63,0,4,46,18,0,61,1,1,100.0,1,0,58,292,190,10,3,0,0,1,61,58,95.1,0,Matches
Sergi Gómez,es ESP,DF,Sevilla,28-322,1992,5.0,344,68,239,114,1,0,338,0,0,,0,0,233,924,390,2,0,0,0,0,271,269,99.3,0,Matches
Sergio Gómez,es ESP,"FW,MF",Huesca,20-162,2000,4.0,247,10,56,121,86,7,216,9,14,64.3,11,1,161,829,483,23,5,1,8,8,180,143,79.4,14,Matches
Maxime Gonalons,fr FRA,MF,Granada,31-340,1989,9.4,523,29,154,354,53,8,512,8,13,61.5,8,0,346,1804,770,27,8,1,8,7,316,299,94.6,6,Matches
Alfonso González,es ESP,MF,Celta Vigo,21-285,1999,0.4,21,0,0,7,14,2,21,1,2,50.0,1,0,19,70,41,4,0,0,1,2,27,19,70.4,4,Matches
Bruno González,es ESP,DF,Valladolid,30-265,1990,18.0,736,108,417,337,11,7,702,3,4,75.0,3,0,325,1945,811,15,1,0,2,1,361,349,96.7,3,Matches
Diego González,es ESP,DF,Elche,26-016,1995,9.2,533,94,333,211,15,5,520,5,5,100.0,5,0,351,1872,1036,28,1,0,2,2,369,364,98.6,0,Matches
Sergio González,es ESP,MF,Cádiz,23-275,1997,1.0,40,0,15,22,6,2,39,0,0,,0,0,17,57,37,1,1,0,2,3,25,22,88.0,3,Matches
Urko González,es ESP,MF,Real Sociedad,19-330,2001,0.0,3,1,1,2,0,0,3,0,0,,0,0,1,15,1,0,0,0,0,0,1,1,100.0,0,Matches
Andoni Gorosabel,es ESP,DF,Real Sociedad,24-193,1996,14.9,969,36,221,474,336,28,803,7,16,43.8,7,0,578,2694,1508,69,26,3,16,8,631,572,90.6,53,Matches
Antoine Griezmann,fr FRA,"FW,MF",Barcelona,29-329,1991,16.0,854,15,73,360,459,112,824,10,15,66.7,11,0,575,2617,1138,59,23,5,27,7,874,687,78.6,131,Matches
Andrés Guardado,mx MEX,"MF,FW",Betis,34-138,1986,6.0,365,15,69,252,73,3,359,3,4,75.0,3,0,257,1458,603,27,10,0,2,5,281,257,91.5,10,Matches
Sergi Guardiola,es ESP,FW,Valladolid,29-260,1991,10.7,416,9,30,176,229,37,407,14,32,43.8,17,2,272,1103,497,28,9,10,38,19,495,319,64.4,73,Matches
Nemanja Gudelj,rs SRB,"MF,DF",Sevilla,29-089,1991,5.2,405,24,166,239,34,1,393,2,2,100.0,2,0,270,1406,668,16,8,0,5,1,315,309,98.1,0,Matches
Gonçalo Guedes,pt POR,"MF,FW",Valencia,24-076,1996,13.0,546,9,79,250,278,37,532,23,38,60.5,24,0,427,3139,1907,94,36,19,24,33,529,388,73.3,77,Matches
Ander Guevara,es ESP,MF,Real Sociedad,23-221,1997,12.3,895,44,227,591,135,4,878,5,5,100.0,5,0,594,3258,1776,65,12,1,4,13,641,615,95.9,20,Matches
John Guidetti,se SWE,FW,Alavés,28-304,1992,0.7,31,0,0,19,14,4,27,0,0,,0,0,13,45,9,1,0,0,2,0,44,23,52.3,3,Matches
Hugo Guillamón,es ESP,DF,Valencia,21-013,2000,11.5,684,112,375,334,17,6,656,1,3,33.3,1,0,420,2474,1398,42,3,0,6,1,441,435,98.6,0,Matches
Jon Guridi,es ESP,MF,Real Sociedad,25-351,1995,5.1,243,9,35,142,89,10,239,9,12,75.0,9,0,163,965,474,24,11,0,7,5,208,163,78.4,16,Matches
Raúl Guti,es ESP,MF,Elche,24-045,1996,17.1,798,25,238,509,94,10,780,20,36,55.6,25,6,559,2438,1026,45,6,2,15,21,636,550,86.5,12,Matches
Marcos Mauro López Gutiérrez,ar ARG,DF,Cádiz,30-035,1991,10.5,390,59,184,204,11,4,370,0,0,,0,0,175,663,275,9,0,0,1,0,197,189,95.9,1,Matches
Munir El Haddadi,es ESP,FW,Sevilla,25-165,1995,6.0,329,4,28,151,169,34,320,11,16,68.8,11,0,258,1271,673,34,9,5,11,14,314,249,79.3,57,Matches
Eden Hazard,be BEL,FW,Real Madrid,30-037,1991,4.2,272,2,35,119,145,20,269,11,17,64.7,12,1,228,1505,875,41,10,6,5,10,282,243,86.2,39,Matches
Mario Hermoso,es ESP,DF,Atlético Madrid,25-240,1995,14.8,1213,70,411,766,87,9,1125,7,9,77.8,7,0,758,3674,1942,73,9,0,6,6,891,869,97.5,3,Matches
Aridane Hernández,gq EQG,DF,Osasuna,31-327,1989,10.5,419,64,237,185,10,6,406,0,0,,0,0,157,922,373,4,1,0,2,2,161,154,95.7,1,Matches
Héctor Herrera,mx MEX,MF,Atlético Madrid,30-300,1990,4.1,376,14,86,241,70,1,362,0,2,0.0,0,0,252,1145,540,24,4,1,2,2,286,273,95.5,5,Matches
Sergio Herrera,es ESP,GK,Osasuna,27-253,1993,19.9,781,639,772,10,0,0,536,1,2,50.0,2,0,319,2410,1583,0,0,0,1,0,250,248,99.2,0,Matches
Yangel Herrera,ve VEN,MF,Granada,23-037,1998,15.4,751,33,156,446,185,36,749,13,21,61.9,14,1,411,1878,752,29,11,0,17,20,564,442,78.4,44,Matches
Pablo Hervías,es ESP,"DF,FW",Valladolid,27-342,1993,11.0,680,22,169,330,249,13,570,16,28,57.1,16,0,449,3436,1634,76,32,6,6,15,466,406,87.1,21,Matches
Jordan Holsgrove,sco SCO,MF,Celta Vigo,21-156,1999,0.8,67,0,6,48,18,1,66,0,1,0.0,0,0,56,238,93,5,1,0,2,0,64,61,95.3,2,Matches
Vicente Iborra,es ESP,MF,Villarreal,33-028,1988,10.3,688,49,207,441,63,5,673,5,6,83.3,5,0,478,1724,795,30,5,0,5,4,524,502,95.8,9,Matches
Oussama Idrissi,ma MAR,"FW,MF",Sevilla,24-353,1996,0.3,19,1,3,3,13,3,19,0,1,0.0,0,0,13,79,68,4,0,1,1,2,15,11,73.3,4,Matches
Borja Iglesias,es ESP,FW,Betis,28-027,1993,6.2,185,6,13,102,77,23,175,2,10,20.0,2,0,108,373,190,11,4,2,15,8,265,133,50.2,47,Matches
Juan Iglesias,es ESP,DF,Getafe,22-225,1998,1.0,67,5,23,34,14,0,62,2,2,100.0,2,0,43,199,95,9,3,0,1,0,42,38,90.5,1,Matches
Asier Illarramendi,es ESP,MF,Real Sociedad,30-342,1990,1.2,109,1,10,82,24,0,106,0,0,,0,0,90,562,273,15,0,0,0,0,99,96,97.0,2,Matches
Pablo Insua,es ESP,DF,Huesca,27-157,1993,8.0,405,81,283,138,11,4,395,3,3,100.0,3,0,239,1302,626,6,2,0,0,2,264,255,96.6,1,Matches
Takashi Inui,jp JPN,"MF,FW",Eibar,32-256,1988,15.6,568,5,53,219,335,36,542,24,53,45.3,28,1,412,2414,1387,84,18,9,35,28,588,397,67.5,67,Matches
Alexander Isak,se SWE,FW,Real Sociedad,21-145,1999,12.9,372,7,15,180,201,80,348,18,28,64.3,19,0,257,1642,877,47,14,14,26,16,559,280,50.1,105,Matches
Isco,es ESP,MF,Real Madrid,28-298,1992,4.4,363,3,38,217,141,21,351,13,16,81.3,13,0,303,1724,951,52,12,3,14,6,354,317,89.5,25,Matches
Jairo Izquierdo,es ESP,"DF,MF",Cádiz,27-114,1993,8.9,364,16,97,177,127,6,328,9,16,56.3,11,2,226,1627,1032,42,17,2,10,12,262,199,76.0,22,Matches
Saidy Janko,ch SUI,DF,Valladolid,25-114,1995,2.3,127,8,47,63,25,4,103,4,8,50.0,5,0,69,378,235,13,5,2,1,3,72,69,95.8,5,Matches
Adnan Januzaj,be BEL,"FW,MF",Real Sociedad,26-008,1995,4.7,340,1,19,163,194,24,315,20,34,58.8,21,0,266,1413,873,58,21,6,17,13,323,263,81.4,49,Matches
Jason,es ESP,"MF,DF",Valencia,26-222,1994,4.7,205,11,47,97,89,6,201,8,20,40.0,10,2,142,865,528,21,14,1,13,10,176,134,76.1,17,Matches
Luis Javier Suárez,co COL,"FW,MF",Granada,23-073,1997,13.0,371,10,43,159,199,65,365,15,27,55.6,16,2,249,1486,945,50,16,10,32,21,565,240,42.5,69,Matches
Ángel Jiménez,es ESP,GK,Granada,18-236,2002,1.0,40,37,40,0,0,0,21,0,0,,0,0,5,21,16,0,0,0,0,0,9,8,88.9,0,Matches
Joaquín,es ESP,"FW,MF",Betis,39-207,1981,9.0,551,4,51,250,288,29,501,11,22,50.0,13,2,387,2075,1222,76,26,6,9,7,480,409,85.2,47,Matches
Frenkie de Jong,nl NED,"MF,DF",Barcelona,23-277,1997,19.8,1710,64,402,1044,430,44,1688,25,31,80.6,25,3,1298,8282,4789,186,58,7,9,25,1493,1403,94.0,69,Matches
Luuk de Jong,nl NED,FW,Sevilla,30-170,1990,7.6,269,9,27,161,87,31,261,6,7,85.7,7,1,143,360,128,7,1,2,19,9,350,209,59.7,45,Matches
Jony,es ESP,"MF,FW",Osasuna,29-219,1991,6.6,347,3,30,154,194,19,330,15,32,46.9,18,3,253,1129,719,41,10,6,20,23,348,258,74.1,36,Matches
Joan Jordán,es ESP,MF,Sevilla,26-222,1994,15.6,1357,32,273,815,339,24,1273,16,21,76.2,16,0,926,3836,1930,80,23,2,18,18,1136,1052,92.6,59,Matches
Josan,es ESP,"MF,DF",Elche,31-072,1989,15.5,796,35,268,376,218,21,716,30,52,57.7,33,3,531,3348,2078,89,28,9,21,29,617,520,84.3,34,Matches
Willian José,br BRA,FW,Real Sociedad,29-082,1991,7.7,295,8,27,154,128,31,275,4,4,100.0,4,0,200,863,289,13,6,0,16,10,379,235,62.0,42,Matches
Joselu,es ESP,FW,Alavés,30-323,1990,18.9,841,33,85,476,300,86,825,19,36,52.8,22,2,399,1243,384,21,6,6,41,27,1012,636,62.8,130,Matches
Josema,es ESP,DF,Elche,24-252,1996,15.9,859,99,461,385,58,4,797,7,8,87.5,7,0,496,2649,1594,39,8,0,3,5,559,541,96.8,10,Matches
Jota,es ESP,MF,Alavés,29-242,1991,8.8,374,10,72,226,109,6,360,10,22,45.5,11,2,268,1579,862,39,17,2,14,16,314,241,76.8,24,Matches
Jota,pt POR,FW,Valladolid,21-320,1999,4.0,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Luka Jović,rs SRB,"FW,MF",Real Madrid,23-052,1997,1.7,52,0,4,21,29,12,49,1,1,100.0,1,0,23,89,49,3,2,2,3,0,65,41,63.1,13,Matches
Juan,ar ARG,MF,Granada,23-020,1998,0.3,7,1,1,3,3,0,7,0,0,,0,0,2,4,2,0,0,0,0,0,6,4,66.7,0,Matches
Juanmi,es ESP,"FW,MF",Betis,27-269,1993,3.0,107,1,18,51,43,11,106,2,7,28.6,2,0,68,291,146,7,1,1,7,5,122,81,66.4,23,Matches
Vinicius Júnior,br BRA,FW,Real Madrid,20-216,2000,11.1,625,2,79,242,370,79,614,31,62,50.0,33,3,534,2992,2044,103,33,17,38,28,634,504,79.5,101,Matches
Jens Jønsson,dk DEN,MF,Cádiz,28-034,1993,18.1,597,34,175,355,91,9,589,8,9,88.9,8,0,274,1569,581,21,8,1,7,5,312,269,86.2,14,Matches
Damian Kądzior,pl POL,"FW,MF",Eibar,28-242,1992,2.2,91,0,7,23,64,4,75,3,3,100.0,3,0,60,203,80,6,2,0,1,5,81,54,66.7,10,Matches
Lee Kangin,kr KOR,"FW,MF",Valencia,19-360,2001,7.3,350,2,32,188,164,11,315,16,19,84.2,17,1,256,1548,771,44,20,3,12,14,332,262,78.9,23,Matches
Stephane Keller,cm CMR,DF,Alavés,19-177,2001,0.2,14,0,7,6,1,0,14,0,0,,0,0,11,47,23,1,0,0,0,0,10,10,100.0,0,Matches
Kenedy,br BRA,"FW,MF",Granada,25-005,1996,10.4,343,8,71,140,161,20,316,22,39,56.4,22,4,227,1124,559,25,10,1,19,21,311,183,58.8,33,Matches
Kike,es ESP,FW,Eibar,31-080,1989,19.0,800,20,48,377,423,90,777,26,40,65.0,27,1,487,2153,728,43,21,4,78,38,1160,618,53.3,161,Matches
Giorgi Kochorashvili,ge GEO,MF,Levante,21-229,1999,0.0,3,0,0,0,3,0,3,0,0,,0,0,2,6,0,0,0,0,0,0,5,3,60.0,0,Matches
Kenan Kodro,ba BIH,"FW,MF",Athletic Club,27-178,1993,0.5,12,0,1,4,7,1,12,0,1,0.0,0,0,8,44,30,1,0,0,1,0,18,12,66.7,5,Matches
Kenan Kodro,ba BIH,"FW,MF",Valladolid,27-178,1993,0.6,20,0,0,8,14,1,19,1,1,100.0,1,0,9,39,0,0,0,0,1,3,40,17,42.5,6,Matches
Koba Koindredi,fr FRA,MF,Valencia,19-109,2001,0.2,15,0,3,13,0,0,14,0,0,,0,0,9,75,41,2,0,0,0,0,10,10,100.0,0,Matches
Koke,es ESP,MF,Atlético Madrid,29-036,1992,16.9,1302,35,244,828,278,20,1252,9,14,64.3,10,1,858,3141,1448,75,15,3,15,15,1063,987,92.9,37,Matches
Geoffrey Kondogbia,cf CTA,MF,Valencia,27-364,1993,4.9,238,15,78,156,21,0,229,6,9,66.7,6,0,157,906,427,11,2,0,0,3,153,146,95.4,3,Matches
Geoffrey Kondogbia,cf CTA,"MF,FW",Atlético Madrid,27-364,1993,2.8,208,12,49,149,19,1,208,3,4,75.0,3,0,148,637,371,13,5,1,2,1,146,140,95.9,1,Matches
Youssouf Koné,ml MLI,"DF,FW",Elche,25-223,1995,0.8,39,1,19,6,14,2,28,3,4,75.0,3,0,24,55,19,0,0,0,3,1,27,19,70.4,6,Matches
Jules Koundé,fr FRA,DF,Sevilla,22-093,1998,18.0,1450,181,665,759,124,30,1436,19,22,86.4,20,1,1035,5292,2914,99,27,4,10,7,1134,1101,97.1,14,Matches
Toni Kroos,de GER,MF,Real Madrid,31-040,1990,16.3,1620,28,285,1007,413,21,1473,13,17,76.5,13,0,1146,4971,2624,138,33,5,11,10,1329,1288,96.9,27,Matches
Takefusa Kubo,jp JPN,"MF,FW",Villarreal,19-254,2001,3.3,191,3,25,80,107,18,185,12,16,75.0,13,0,168,1025,605,34,7,7,8,9,197,145,73.6,27,Matches
Takefusa Kubo,jp JPN,"MF,FW",Getafe,19-254,2001,3.8,162,3,14,65,94,11,153,14,25,56.0,14,1,125,622,431,21,5,1,12,11,172,110,64.0,29,Matches
Kuki,es ESP,MF,Valladolid,22-284,1998,0.3,15,0,3,7,5,0,15,0,0,,0,0,8,24,6,0,0,0,2,0,14,9,64.3,1,Matches
Víctor Laguardia,es ESP,DF,Alavés,31-100,1989,16.0,671,106,422,254,18,8,644,0,0,,0,0,322,1436,752,13,1,0,1,2,381,364,95.5,1,Matches
Diego Lainez,mx MEX,"FW,MF",Betis,20-249,2000,4.9,262,4,29,117,137,29,257,14,23,60.9,14,2,200,1289,753,40,11,7,16,13,245,196,80.0,25,Matches
Toni Lato,es ESP,DF,Valencia,23-084,1997,4.5,248,11,79,125,55,5,205,4,5,80.0,4,0,118,494,227,13,5,1,2,1,140,126,90.0,5,Matches
Robin Le Normand,fr FRA,DF,Real Sociedad,24-094,1996,16.5,1097,147,580,568,38,16,1067,2,3,66.7,2,0,677,4409,2582,47,7,0,2,3,725,707,97.5,7,Matches
Jeremías Ledesma,ar ARG,GK,Cádiz,28-000,1993,19.0,632,542,630,2,0,0,393,0,0,,0,0,218,1867,1197,0,0,0,0,1,165,163,98.8,0,Matches
Florian Lejeune,fr FRA,DF,Alavés,29-269,1991,18.5,983,166,581,408,39,13,940,3,5,60.0,3,0,474,2348,1035,17,1,0,2,4,524,507,96.8,4,Matches
Iñigo Lekue,es ESP,"DF,FW",Athletic Club,27-285,1993,0.9,92,5,31,39,33,2,81,5,9,55.6,5,0,58,381,213,9,3,1,3,1,64,62,96.9,2,Matches
Thomas Lemar,fr FRA,"MF,FW",Atlético Madrid,25-093,1995,9.9,634,13,98,336,249,17,592,23,26,88.5,23,1,444,2399,1142,54,25,2,10,21,543,451,83.1,58,Matches
Clément Lenglet,fr FRA,DF,Barcelona,25-241,1995,13.9,1188,133,538,681,62,8,1159,3,7,42.9,3,0,858,4880,2909,84,16,0,4,3,922,904,98.0,5,Matches
Lautado de León,uy URU,"MF,FW",Celta Vigo,20-004,2001,0.2,6,1,1,4,2,1,6,0,0,,0,0,5,4,0,0,0,0,0,2,8,5,62.5,0,Matches
Pedro León,es ESP,"MF,FW",Eibar,34-081,1986,5.5,250,3,29,103,131,7,217,5,11,45.5,7,0,141,696,251,16,3,0,17,3,219,156,71.2,36,Matches
Sergio León,es ESP,FW,Levante,32-038,1989,5.3,149,0,13,74,73,25,142,6,7,85.7,6,0,86,313,152,7,5,2,19,8,202,100,49.5,26,Matches
Diego Llorente,es ESP,DF,Real Sociedad,27-181,1993,1.0,65,11,42,28,0,0,63,0,0,,0,0,40,246,189,5,0,0,0,0,45,44,97.8,0,Matches
Marcos Llorente,es ESP,"MF,DF",Atlético Madrid,26-014,1995,16.1,827,20,153,420,304,51,800,18,33,54.5,22,1,601,2835,1374,72,22,7,23,29,702,558,79.5,102,Matches
Renan Lodi,br BRA,DF,Atlético Madrid,22-311,1998,7.1,504,19,109,243,178,19,437,11,15,73.3,11,0,329,1367,748,39,11,3,13,10,347,316,91.1,35,Matches
Pedro López Muñoz,es ESP,DF,Huesca,37-104,1983,7.2,488,33,190,215,109,3,404,7,14,50.0,9,0,251,1168,504,23,11,0,2,2,291,264,90.7,10,Matches
Adrián López,es ESP,FW,Osasuna,33-036,1988,3.9,168,3,11,82,83,19,167,9,16,56.3,9,1,109,503,280,17,5,3,15,10,255,133,52.2,43,Matches
Javi López,es ESP,"DF,MF",Alavés,19-043,2002,2.1,136,4,41,69,33,3,111,4,6,66.7,4,0,83,476,252,16,5,2,4,7,73,69,94.5,4,Matches
Roberto López,es ESP,MF,Real Sociedad,20-295,2000,4.5,236,4,24,117,108,8,212,2,4,50.0,2,0,148,569,254,16,2,1,6,7,196,160,81.6,25,Matches
Unai López,es ESP,MF,Athletic Club,25-106,1995,7.6,557,10,82,358,146,8,513,7,10,70.0,7,1,364,1831,791,30,12,2,5,9,418,383,91.6,16,Matches
Anthony Lozano,hn HON,FW,Cádiz,27-294,1993,11.0,307,5,13,158,158,51,300,13,22,59.1,15,0,177,861,596,30,12,4,33,29,513,222,43.3,58,Matches
Jeison Lucumí,co COL,FW,Elche,25-311,1995,0.5,15,1,1,12,3,0,15,1,2,50.0,1,0,12,61,31,1,0,0,0,1,15,9,60.0,1,Matches
José Luis Gayà,es ESP,DF,Valencia,25-264,1995,18.5,1052,67,333,474,317,32,920,21,27,77.8,21,2,625,3574,2126,98,20,3,19,14,709,614,86.6,67,Matches
José Luis Morales,es ESP,"FW,MF",Levante,33-205,1987,15.5,604,9,70,235,346,85,566,24,47,51.1,28,6,453,2382,1434,72,28,19,29,31,666,452,67.9,135,Matches
Luisinho,pt POR,DF,Huesca,35-284,1985,2.0,142,9,52,74,23,1,127,1,1,100.0,1,0,85,368,232,8,2,0,0,1,97,92,94.8,3,Matches
Luismi,es ESP,"MF,DF",Elche,28-284,1992,1.5,95,8,44,49,5,1,93,1,1,100.0,1,0,67,206,77,1,1,0,0,0,72,68,94.4,1,Matches
Darwin Machís,ve VEN,"FW,MF",Granada,28-006,1993,14.4,526,13,88,237,256,36,501,29,49,59.2,31,3,371,2480,1369,77,22,16,26,33,511,340,66.5,69,Matches
Pablo Maffeo,es ESP,DF,Huesca,23-216,1997,11.5,721,36,236,356,170,11,613,8,25,32.0,13,0,414,1984,1074,51,16,4,14,7,439,390,88.8,35,Matches
Abdallahi Mahmoud,mr MTN,MF,Alavés,20-285,2000,0.5,11,0,3,8,0,0,11,0,0,,0,0,4,11,5,1,0,0,0,1,12,5,41.7,0,Matches
Nemanja Maksimović,rs SRB,MF,Getafe,26-018,1995,17.2,599,22,124,350,158,14,572,8,11,72.7,9,0,307,1884,829,47,14,1,10,10,334,281,84.1,20,Matches
Filip Malbašić,rs SRB,"FW,MF",Cádiz,28-087,1992,5.1,152,3,17,68,75,14,148,2,7,28.6,3,0,90,396,245,15,4,5,12,11,209,104,49.8,23,Matches
Hugo Mallo,es ESP,DF,Celta Vigo,29-236,1991,20.0,1445,67,466,714,326,22,1211,10,20,50.0,10,0,746,2921,1523,67,22,2,18,10,922,821,89.0,30,Matches
Mickael Malsa,mq MTQ,MF,Levante,25-124,1995,14.7,920,55,268,599,96,6,911,9,12,75.0,9,0,665,3003,1538,55,10,1,3,20,667,631,94.6,17,Matches
Aïssa Mandi,dz ALG,DF,Betis,29-114,1991,14.6,921,105,495,444,26,16,886,1,1,100.0,1,0,615,2449,1059,20,1,0,5,1,662,653,98.6,5,Matches
