player,nationality,position,squad,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,tackles_interceptions,clearances,errors,matches
Álex Fernández,es ESP,MF,Cádiz,28-121,1992,17.3,18,10,3,12,3,6,25,24.0,19,260,55,21.2,90,133,37,20,1,0,19,16,34,13,0,Matches
Álvaro Fernández,es ESP,GK,Huesca,22-306,1998,11.0,0,0,0,0,0,0,1,0.0,1,2,2,100.0,1,1,0,0,0,0,0,0,0,0,0,Matches
Andrés Fernández,es ESP,GK,Huesca,34-058,1986,11.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,2,Matches
Augusto Fernández,ar ARG,MF,Cádiz,34-309,1986,2.7,8,3,1,7,0,5,11,45.5,6,75,19,25.3,31,35,9,4,1,0,3,9,17,3,0,Matches
Carlos Fernández,es ESP,FW,Real Sociedad,24-267,1996,0.3,1,1,0,1,0,0,2,0.0,2,6,3,50.0,0,5,1,0,0,0,0,0,1,0,0,Matches
Carlos Fernández,es ESP,FW,Sevilla,24-267,1996,1.6,1,0,1,0,0,0,2,0.0,2,17,1,5.9,2,4,11,3,1,0,2,1,2,0,0,Matches
Joaquín Fernández,es ESP,DF,Valladolid,24-258,1996,13.0,14,8,8,6,0,1,8,12.5,7,91,28,30.8,52,35,4,22,10,0,12,18,32,95,1,Matches
Fernando,br BRA,MF,Sevilla,33-203,1987,17.0,38,29,18,17,3,18,37,48.6,19,201,68,33.8,80,99,22,31,6,0,25,19,57,52,0,Matches
David Ferreiro,es ESP,"FW,MF",Huesca,32-318,1988,14.5,18,8,9,6,3,6,27,22.2,21,245,53,21.6,63,120,62,24,0,0,24,6,24,6,0,Matches
Facundo Ferreyra,ar ARG,FW,Celta Vigo,29-336,1991,0.3,0,1,0,0,0,0,0,,0,5,2,40.0,1,4,0,0,0,0,0,0,0,1,0,Matches
Fidel,es ESP,"MF,DF",Elche,31-109,1989,13.4,26,16,16,7,3,14,44,31.8,30,192,50,26.0,93,80,19,24,3,0,21,6,32,12,0,Matches
Junior Firpo,es ESP,DF,Barcelona,24-175,1996,1.7,1,1,0,1,0,0,1,0.0,1,18,7,38.9,9,5,4,5,3,0,2,2,3,3,0,Matches
Kingsley Fobi,gh GHA,DF,Granada,22-146,1998,0.5,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,1,0,0,1,0,0,1,0,Matches
Ramón Folch,es ESP,MF,Elche,31-132,1989,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
José Fontán,es ESP,DF,Celta Vigo,21-002,2000,3.8,7,4,4,3,0,2,6,33.3,4,61,14,23.0,25,34,2,7,1,0,6,4,11,22,0,Matches
Dimitri Foulquier,fr FRA,DF,Granada,27-327,1993,16.8,25,17,14,8,3,8,17,47.1,9,180,58,32.2,71,80,29,25,3,0,22,14,39,42,1,Matches
Juan Foyth,ar ARG,"MF,DF",Villarreal,23-032,1998,4.0,13,8,7,3,3,2,7,28.6,5,55,20,36.4,16,30,9,9,2,0,7,3,16,2,0,Matches
Jorge de Frutos,es ESP,MF,Levante,23-359,1997,10.0,18,10,5,10,3,5,16,31.3,11,165,49,29.7,40,73,52,18,3,0,15,7,25,12,0,Matches
Ramiro Funes Mori,ar ARG,DF,Villarreal,29-345,1991,1.1,2,2,2,0,0,2,2,100.0,0,14,6,42.9,6,8,0,0,0,0,0,2,4,4,0,Matches
Javi Galán,es ESP,DF,Huesca,26-086,1994,20.3,65,43,30,32,3,27,52,51.9,25,309,112,36.2,129,148,32,44,1,0,43,12,77,38,0,Matches
Enric Gallego,es ESP,FW,Osasuna,34-154,1986,6.7,8,6,4,2,2,0,7,0.0,7,118,33,28.0,13,52,53,6,0,0,6,0,8,7,0,Matches
Kévin Gameiro,fr FRA,FW,Valencia,33-280,1987,5.6,3,3,3,0,0,2,6,33.3,4,79,23,29.1,22,30,27,7,1,0,6,0,3,1,0,Matches
Aleix García,es ESP,MF,Eibar,23-230,1997,0.5,0,0,0,0,0,0,0,,0,6,1,16.7,4,2,0,1,0,0,1,0,0,1,0,Matches
Borja García,es ESP,"MF,FW",Huesca,30-103,1990,12.2,15,10,5,8,2,3,11,27.3,8,109,43,39.4,32,57,20,12,0,0,12,8,23,6,0,Matches
Dani García,es ESP,MF,Athletic Club,30-265,1990,13.5,20,13,8,11,1,7,25,28.0,18,169,55,32.5,48,102,19,17,3,0,14,13,33,31,0,Matches
David García,es ESP,DF,Osasuna,26-365,1994,20.0,19,12,7,12,0,7,14,50.0,7,166,60,36.1,78,84,4,24,9,0,15,22,41,152,0,Matches
Manu García,es ESP,MF,Alavés,34-293,1986,6.4,15,9,5,9,1,2,11,18.2,9,128,38,29.7,48,65,15,13,2,0,11,6,21,17,0,Matches
Raúl García,es ESP,"DF,MF",Valladolid,31-289,1989,5.6,9,3,5,4,0,5,14,35.7,9,66,20,30.3,20,34,12,11,1,0,10,5,14,18,0,Matches
Raúl García,es ESP,"FW,MF",Athletic Club,34-217,1986,12.0,21,10,5,11,5,3,16,18.8,13,230,52,22.6,34,105,91,26,1,0,25,2,23,14,0,Matches
Rubén García,es ESP,"MF,FW",Osasuna,27-214,1993,19.5,29,23,16,10,3,8,22,36.4,14,246,87,35.4,74,109,63,33,3,0,30,10,39,11,0,Matches
Sergi García,es ESP,MF,Alavés,21-305,1999,0.2,1,1,0,1,0,0,1,0.0,1,3,1,33.3,0,1,2,0,0,0,0,0,1,0,0,Matches
Unai García,es ESP,DF,Osasuna,29-010,1992,10.1,18,8,12,5,1,6,11,54.5,5,66,20,30.3,32,31,3,10,3,0,7,9,27,41,0,Matches
Mario Gaspar,es ESP,DF,Villarreal,30-081,1990,13.3,29,7,10,16,3,7,26,26.9,19,171,38,22.2,63,81,27,30,4,0,26,16,45,37,0,Matches
David Gil,es ESP,GK,Cádiz,27-033,1994,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
Álvaro Giménez,es ESP,"FW,MF",Cádiz,29-270,1991,4.5,3,2,2,1,0,1,4,25.0,3,59,17,28.8,7,27,25,5,0,0,5,3,6,0,0,Matches
Dani Gómez,es ESP,FW,Levante,22-198,1998,9.7,3,3,1,2,0,0,3,0.0,3,124,23,18.5,12,64,48,3,1,0,2,0,3,2,0,Matches
Maxi Gómez,uy URU,FW,Valencia,24-183,1996,18.7,10,8,2,7,1,3,10,30.0,7,158,33,20.9,11,73,74,12,3,0,9,1,11,21,0,Matches
Moi Gómez,es ESP,"MF,FW",Villarreal,26-235,1994,17.9,21,12,7,8,6,7,27,25.9,20,248,70,28.2,49,117,82,24,1,0,23,11,32,10,0,Matches
Papu Gómez,ar ARG,"MF,FW",Sevilla,32-364,1988,0.4,1,1,1,0,0,1,1,100.0,0,4,2,50.0,2,1,1,0,0,0,0,2,3,0,0,Matches
Sergi Gómez,es ESP,DF,Sevilla,28-322,1992,5.0,3,2,1,2,0,0,1,0.0,1,32,12,37.5,12,20,0,7,3,0,4,2,5,24,0,Matches
Sergio Gómez,es ESP,"FW,MF",Huesca,20-162,2000,4.0,16,8,9,6,1,8,16,50.0,8,72,21,29.2,31,31,10,9,0,0,9,10,26,3,0,Matches
Maxime Gonalons,fr FRA,MF,Granada,31-340,1989,9.4,42,32,15,23,4,12,31,38.7,19,166,55,33.1,59,89,18,11,0,0,11,12,54,12,0,Matches
Alfonso González,es ESP,MF,Celta Vigo,21-285,1999,0.4,0,0,0,0,0,0,2,0.0,2,5,1,20.0,0,2,3,0,0,0,0,0,0,0,0,Matches
Bruno González,es ESP,DF,Valladolid,30-265,1990,18.0,23,11,15,8,0,9,18,50.0,9,153,49,32.0,88,62,3,27,11,0,16,18,41,113,3,Matches
Diego González,es ESP,DF,Elche,26-016,1995,9.2,12,9,6,4,2,2,6,33.3,4,83,26,31.3,51,30,2,20,9,1,11,9,21,44,1,Matches
Sergio González,es ESP,MF,Cádiz,23-275,1997,1.0,0,0,0,0,0,0,2,0.0,2,18,4,22.2,3,15,0,0,0,0,0,2,2,2,0,Matches
Urko González,es ESP,MF,Real Sociedad,19-330,2001,0.0,0,0,0,0,0,0,0,,0,3,0,0.0,0,2,1,0,0,0,0,0,0,1,0,Matches
Andoni Gorosabel,es ESP,DF,Real Sociedad,24-193,1996,14.9,41,21,20,18,3,18,50,36.0,32,209,63,30.1,87,80,42,23,1,0,22,4,45,28,0,Matches
Antoine Griezmann,fr FRA,"FW,MF",Barcelona,29-329,1991,16.0,19,13,6,9,4,1,18,5.6,17,200,59,29.5,29,101,70,18,2,0,16,8,27,11,0,Matches
Andrés Guardado,mx MEX,"MF,FW",Betis,34-138,1986,6.0,11,8,2,5,4,4,13,30.8,9,72,20,27.8,19,38,15,4,0,0,4,12,23,7,1,Matches
Sergi Guardiola,es ESP,FW,Valladolid,29-260,1991,10.7,4,3,1,1,2,1,16,6.3,15,253,62,24.5,12,128,113,5,1,0,4,4,8,8,0,Matches
Nemanja Gudelj,rs SRB,"MF,DF",Sevilla,29-089,1991,5.2,9,6,7,2,0,4,8,50.0,4,64,22,34.4,27,28,9,8,3,0,5,4,13,14,1,Matches
Gonçalo Guedes,pt POR,"MF,FW",Valencia,24-076,1996,13.0,15,10,7,5,3,6,24,25.0,18,173,49,28.3,58,75,40,23,0,0,23,8,23,3,0,Matches
Ander Guevara,es ESP,MF,Real Sociedad,23-221,1997,12.3,24,18,11,11,2,8,18,44.4,10,173,50,28.9,50,99,24,21,4,0,17,7,31,23,1,Matches
John Guidetti,se SWE,FW,Alavés,28-304,1992,0.7,0,0,0,0,0,0,0,,0,11,0,0.0,0,5,6,0,0,0,0,0,0,0,0,Matches
Hugo Guillamón,es ESP,DF,Valencia,21-013,2000,11.5,12,5,7,5,0,3,9,33.3,6,83,19,22.9,48,34,1,20,11,0,9,4,16,69,3,Matches
Jon Guridi,es ESP,MF,Real Sociedad,25-351,1995,5.1,14,7,6,5,3,4,11,36.4,7,98,27,27.6,18,62,18,5,0,0,5,5,19,5,0,Matches
Raúl Guti,es ESP,MF,Elche,24-045,1996,17.1,20,16,11,9,0,4,10,40.0,6,189,57,30.2,79,90,20,22,1,0,21,19,39,19,0,Matches
Marcos Mauro López Gutiérrez,ar ARG,DF,Cádiz,30-035,1991,10.5,16,13,11,5,0,3,11,27.3,8,77,30,39.0,47,30,0,13,7,0,6,9,25,40,0,Matches
Munir El Haddadi,es ESP,FW,Sevilla,25-165,1995,6.0,7,6,4,2,1,1,12,8.3,11,110,28,25.5,24,52,34,5,0,0,5,2,9,2,0,Matches
Eden Hazard,be BEL,FW,Real Madrid,30-037,1991,4.2,1,0,0,1,0,1,3,33.3,2,22,3,13.6,6,11,5,1,0,0,1,4,5,0,0,Matches
Mario Hermoso,es ESP,DF,Atlético Madrid,25-240,1995,14.8,29,19,23,5,1,17,29,58.6,12,112,35,31.3,65,41,6,27,4,0,23,15,44,38,0,Matches
Aridane Hernández,gq EQG,DF,Osasuna,31-327,1989,10.5,14,10,8,6,0,4,6,66.7,2,51,14,27.5,28,21,2,16,6,0,10,15,29,81,0,Matches
Héctor Herrera,mx MEX,MF,Atlético Madrid,30-300,1990,4.1,8,6,4,3,1,4,9,44.4,5,59,18,30.5,25,30,4,7,1,0,6,6,14,12,0,Matches
Sergio Herrera,es ESP,GK,Osasuna,27-253,1993,19.9,0,0,0,0,0,0,2,0.0,2,3,0,0.0,3,0,0,0,0,0,0,0,0,1,0,Matches
Yangel Herrera,ve VEN,MF,Granada,23-037,1998,15.4,37,27,13,19,5,7,34,20.6,27,314,85,27.1,86,170,58,41,7,0,34,20,57,31,0,Matches
Pablo Hervías,es ESP,"DF,FW",Valladolid,27-342,1993,11.0,24,17,8,13,3,13,25,52.0,12,112,34,30.4,41,58,13,9,0,0,9,9,33,12,0,Matches
Jordan Holsgrove,sco SCO,MF,Celta Vigo,21-156,1999,0.8,0,0,0,0,0,0,0,,0,20,5,25.0,2,8,10,1,0,0,1,0,0,0,0,Matches
Vicente Iborra,es ESP,MF,Villarreal,33-028,1988,10.3,18,13,9,7,2,5,19,26.3,14,126,39,31.0,50,61,15,19,8,0,11,5,23,28,0,Matches
Oussama Idrissi,ma MAR,"FW,MF",Sevilla,24-353,1996,0.3,2,1,0,1,1,0,1,0.0,1,7,3,42.9,2,3,2,1,0,0,1,1,3,0,0,Matches
Borja Iglesias,es ESP,FW,Betis,28-027,1993,6.2,1,0,0,0,1,0,2,0.0,2,71,15,21.1,4,35,32,6,1,0,5,2,3,3,0,Matches
Juan Iglesias,es ESP,DF,Getafe,22-225,1998,1.0,2,1,2,0,0,0,2,0.0,2,18,5,27.8,14,3,1,6,1,0,5,1,3,3,0,Matches
Asier Illarramendi,es ESP,MF,Real Sociedad,30-342,1990,1.2,2,1,0,2,0,1,2,50.0,1,13,6,46.2,1,5,7,1,0,0,1,0,2,0,0,Matches
Pablo Insua,es ESP,DF,Huesca,27-157,1993,8.0,13,5,8,5,0,6,15,40.0,9,102,35,34.3,67,34,1,10,6,0,4,4,17,46,0,Matches
Takashi Inui,jp JPN,"MF,FW",Eibar,32-256,1988,15.6,14,9,5,4,5,5,13,38.5,8,242,77,31.8,55,73,114,23,0,0,23,9,23,3,0,Matches
Alexander Isak,se SWE,FW,Real Sociedad,21-145,1999,12.9,8,5,0,2,6,2,5,40.0,3,136,43,31.6,6,38,92,5,1,0,4,0,8,6,0,Matches
Isco,es ESP,MF,Real Madrid,28-298,1992,4.4,6,6,2,3,1,1,7,14.3,6,58,24,41.4,8,32,18,3,0,0,3,2,8,2,0,Matches
Jairo Izquierdo,es ESP,"DF,MF",Cádiz,27-114,1993,8.9,15,5,10,4,1,6,21,28.6,15,114,31,27.2,47,45,22,15,1,0,14,9,24,8,0,Matches
Saidy Janko,ch SUI,DF,Valladolid,25-114,1995,2.3,2,2,2,0,0,1,2,50.0,1,24,8,33.3,15,7,2,2,0,0,2,3,5,7,0,Matches
Adnan Januzaj,be BEL,"FW,MF",Real Sociedad,26-008,1995,4.7,4,2,0,3,1,0,4,0.0,4,49,10,20.4,4,27,18,4,0,0,4,0,4,0,0,Matches
Jason,es ESP,"MF,DF",Valencia,26-222,1994,4.7,10,6,4,4,2,3,16,18.8,13,93,22,23.7,27,50,16,9,2,0,7,6,16,5,1,Matches
Luis Javier Suárez,co COL,"FW,MF",Granada,23-073,1997,13.0,19,13,5,7,7,1,9,11.1,8,183,51,27.9,19,83,81,12,1,0,11,7,26,12,0,Matches
Ángel Jiménez,es ESP,GK,Granada,18-236,2002,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
Joaquín,es ESP,"FW,MF",Betis,39-207,1981,9.0,5,3,0,4,1,2,6,33.3,4,79,20,25.3,19,38,22,12,0,0,12,9,14,2,0,Matches
Frenkie de Jong,nl NED,"MF,DF",Barcelona,23-277,1997,19.8,24,17,12,10,2,5,20,25.0,15,185,55,29.7,52,99,34,19,2,0,17,17,41,24,1,Matches
Luuk de Jong,nl NED,FW,Sevilla,30-170,1990,7.6,8,5,4,2,2,1,5,20.0,4,117,37,31.6,7,48,62,5,1,0,4,0,8,8,0,Matches
Jony,es ESP,"MF,FW",Osasuna,29-219,1991,6.6,4,4,0,2,2,3,11,27.3,8,71,19,26.8,7,36,28,5,0,0,5,8,12,0,0,Matches
Joan Jordán,es ESP,MF,Sevilla,26-222,1994,15.6,25,12,5,14,6,7,44,15.9,37,271,71,26.2,58,168,45,19,1,0,18,11,36,20,1,Matches
Josan,es ESP,"MF,DF",Elche,31-072,1989,15.5,29,21,20,9,0,7,24,29.2,17,174,47,27.0,78,71,25,27,1,0,26,14,43,19,1,Matches
Willian José,br BRA,FW,Real Sociedad,29-082,1991,7.7,4,4,0,4,0,2,4,50.0,2,100,35,35.0,3,37,60,5,1,0,4,1,5,5,0,Matches
Joselu,es ESP,FW,Alavés,30-323,1990,18.9,22,17,6,13,3,5,10,50.0,5,306,82,26.8,27,134,145,21,4,0,17,11,33,33,0,Matches
Josema,es ESP,DF,Elche,24-252,1996,15.9,27,16,21,6,0,3,12,25.0,9,148,55,37.2,102,39,7,34,7,0,27,24,51,68,0,Matches
Jota,es ESP,MF,Alavés,29-242,1991,8.8,16,9,5,8,3,2,13,15.4,11,173,47,27.2,50,85,38,12,0,0,12,6,22,9,0,Matches
Jota,pt POR,FW,Valladolid,21-320,1999,4.0,,3,,,,,,,,,,,,,,,,,,4,,,,Matches
Luka Jović,rs SRB,"FW,MF",Real Madrid,23-052,1997,1.7,0,0,0,0,0,0,0,,0,15,2,13.3,2,2,11,0,0,0,0,0,0,0,0,Matches
Juan,ar ARG,MF,Granada,23-020,1998,0.3,0,0,0,0,0,0,0,,0,2,0,0.0,0,2,0,0,0,0,0,0,0,1,0,Matches
Juanmi,es ESP,"FW,MF",Betis,27-269,1993,3.0,7,5,2,3,2,4,11,36.4,7,56,15,26.8,15,28,13,2,0,0,2,0,7,1,0,Matches
Vinicius Júnior,br BRA,FW,Real Madrid,20-216,2000,11.1,20,15,10,8,2,4,25,16.0,21,216,61,28.2,57,84,75,16,1,0,15,3,23,3,0,Matches
Jens Jønsson,dk DEN,MF,Cádiz,28-034,1993,18.1,42,30,22,17,3,8,22,36.4,14,288,90,31.3,102,152,34,36,7,0,29,24,66,20,0,Matches
Damian Kądzior,pl POL,"FW,MF",Eibar,28-242,1992,2.2,1,1,0,1,0,1,6,16.7,5,34,8,23.5,4,16,14,1,0,0,1,0,1,0,0,Matches
Lee Kangin,kr KOR,"FW,MF",Valencia,19-360,2001,7.3,9,7,3,5,1,3,16,18.8,13,150,35,23.3,21,80,49,6,0,0,6,1,10,1,0,Matches
Stephane Keller,cm CMR,DF,Alavés,19-177,2001,0.2,1,1,0,1,0,0,0,,0,2,1,50.0,1,1,0,1,0,0,1,0,1,0,0,Matches
Kenedy,br BRA,"FW,MF",Granada,25-005,1996,10.4,17,10,9,4,4,2,11,18.2,9,170,44,25.9,54,52,64,18,1,0,17,10,27,13,1,Matches
Kike,es ESP,FW,Eibar,31-080,1989,19.0,19,15,6,8,5,2,12,16.7,10,297,94,31.6,22,110,165,18,2,0,16,4,23,18,0,Matches
Giorgi Kochorashvili,ge GEO,MF,Levante,21-229,1999,0.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches
Kenan Kodro,ba BIH,"FW,MF",Athletic Club,27-178,1993,0.5,0,0,0,0,0,0,1,0.0,1,9,1,11.1,1,4,4,0,0,0,0,0,0,0,0,Matches
Kenan Kodro,ba BIH,"FW,MF",Valladolid,27-178,1993,0.6,0,0,0,0,0,0,1,0.0,1,11,3,27.3,0,3,8,0,0,0,0,0,0,0,0,Matches
Koba Koindredi,fr FRA,MF,Valencia,19-109,2001,0.2,2,2,1,1,0,0,1,0.0,1,4,3,75.0,1,3,0,0,0,0,0,0,2,1,0,Matches
Koke,es ESP,MF,Atlético Madrid,29-036,1992,16.9,41,29,15,21,5,18,58,31.0,40,290,85,29.3,101,140,49,21,2,0,19,18,59,20,0,Matches
Geoffrey Kondogbia,cf CTA,MF,Valencia,27-364,1993,4.9,15,10,7,7,1,5,15,33.3,10,118,37,31.4,49,64,5,4,1,0,3,4,19,13,0,Matches
Geoffrey Kondogbia,cf CTA,"MF,FW",Atlético Madrid,27-364,1993,2.8,13,10,2,10,1,6,13,46.2,7,60,18,30.0,16,39,5,9,5,0,4,3,16,6,0,Matches
Youssouf Koné,ml MLI,"DF,FW",Elche,25-223,1995,0.8,2,0,1,0,1,0,1,0.0,1,9,2,22.2,8,0,1,0,0,0,0,1,3,0,0,Matches
Jules Koundé,fr FRA,DF,Sevilla,22-093,1998,18.0,18,13,9,8,1,7,16,43.8,9,124,55,44.4,56,54,14,28,13,1,15,18,36,75,0,Matches
Toni Kroos,de GER,MF,Real Madrid,31-040,1990,16.3,28,15,12,15,1,6,37,16.2,31,301,74,24.6,77,173,51,23,2,0,21,17,45,9,2,Matches
Takefusa Kubo,jp JPN,"MF,FW",Villarreal,19-254,2001,3.3,5,3,2,1,2,2,4,50.0,2,49,17,34.7,13,20,16,1,0,0,1,2,7,1,0,Matches
Takefusa Kubo,jp JPN,"MF,FW",Getafe,19-254,2001,3.8,2,2,1,1,0,1,7,14.3,6,69,23,33.3,8,37,24,7,0,0,7,6,8,4,0,Matches
Kuki,es ESP,MF,Valladolid,22-284,1998,0.3,1,1,0,0,1,0,0,,0,10,2,20.0,0,9,1,1,0,0,1,0,1,0,0,Matches
Víctor Laguardia,es ESP,DF,Alavés,31-100,1989,16.0,16,12,12,3,1,9,24,37.5,15,118,49,41.5,70,42,6,25,8,0,17,15,31,73,0,Matches
Diego Lainez,mx MEX,"FW,MF",Betis,20-249,2000,4.9,4,2,3,1,0,1,2,50.0,1,53,15,28.3,10,25,18,12,0,0,12,6,10,3,0,Matches
Toni Lato,es ESP,DF,Valencia,23-084,1997,4.5,5,4,2,1,2,4,6,66.7,2,68,23,33.8,35,20,13,14,0,0,14,5,10,10,0,Matches
Robin Le Normand,fr FRA,DF,Real Sociedad,24-094,1996,16.5,20,10,17,3,0,6,10,60.0,4,118,30,25.4,66,48,4,23,9,0,14,17,37,81,1,Matches
Jeremías Ledesma,ar ARG,GK,Cádiz,28-000,1993,19.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,2,3,Matches
Florian Lejeune,fr FRA,DF,Alavés,29-269,1991,18.5,30,16,25,5,0,13,21,61.9,8,161,54,33.5,106,51,4,30,9,1,21,25,55,119,0,Matches
Iñigo Lekue,es ESP,"DF,FW",Athletic Club,27-285,1993,0.9,2,1,2,0,0,1,3,33.3,2,16,4,25.0,7,3,6,2,1,0,1,1,3,5,0,Matches
Thomas Lemar,fr FRA,"MF,FW",Atlético Madrid,25-093,1995,9.9,21,11,5,14,2,8,22,36.4,14,194,56,28.9,42,110,42,19,2,0,17,9,30,7,0,Matches
Clément Lenglet,fr FRA,DF,Barcelona,25-241,1995,13.9,24,13,19,5,0,11,17,64.7,6,149,58,38.9,83,59,7,18,4,0,14,12,36,41,0,Matches
Lautado de León,uy URU,"MF,FW",Celta Vigo,20-004,2001,0.2,0,0,0,0,0,0,0,,0,3,1,33.3,0,1,2,0,0,0,0,0,0,1,0,Matches
Pedro León,es ESP,"MF,FW",Eibar,34-081,1986,5.5,5,3,2,2,1,3,12,25.0,9,73,25,34.2,17,39,17,9,0,0,9,2,7,3,0,Matches
Sergio León,es ESP,FW,Levante,32-038,1989,5.3,6,4,0,4,2,0,6,0.0,6,78,20,25.6,6,39,33,4,0,0,4,2,8,1,0,Matches
Diego Llorente,es ESP,DF,Real Sociedad,27-181,1993,1.0,1,0,1,0,0,0,1,0.0,1,7,2,28.6,5,1,1,1,1,1,0,0,1,11,0,Matches
Marcos Llorente,es ESP,"MF,DF",Atlético Madrid,26-014,1995,16.1,41,22,13,18,10,14,25,56.0,11,338,100,29.6,74,161,103,38,3,0,35,17,58,13,0,Matches
Renan Lodi,br BRA,DF,Atlético Madrid,22-311,1998,7.1,20,11,8,8,4,7,14,50.0,7,106,34,32.1,32,53,21,13,0,0,13,14,34,12,0,Matches
Pedro López Muñoz,es ESP,DF,Huesca,37-104,1983,7.2,19,13,11,5,3,10,16,62.5,6,81,24,29.6,44,30,7,18,3,0,15,7,26,17,1,Matches
Adrián López,es ESP,FW,Osasuna,33-036,1988,3.9,4,3,0,2,2,0,2,0.0,2,32,9,28.1,2,20,10,2,0,0,2,0,4,3,0,Matches
Javi López,es ESP,"DF,MF",Alavés,19-043,2002,2.1,5,4,3,2,0,0,0,,0,44,12,27.3,17,16,11,4,0,0,4,2,7,4,0,Matches
Roberto López,es ESP,MF,Real Sociedad,20-295,2000,4.5,4,2,2,1,1,1,7,14.3,6,64,15,23.4,16,37,11,3,0,0,3,1,5,4,0,Matches
Unai López,es ESP,MF,Athletic Club,25-106,1995,7.6,14,9,6,7,1,3,11,27.3,8,123,41,33.3,38,71,14,11,0,0,11,4,18,7,0,Matches
Anthony Lozano,hn HON,FW,Cádiz,27-294,1993,11.0,9,9,0,6,3,1,5,20.0,4,125,28,22.4,8,69,48,5,0,0,5,1,10,4,0,Matches
Jeison Lucumí,co COL,FW,Elche,25-311,1995,0.5,1,1,0,1,0,1,1,100.0,0,7,2,28.6,1,4,2,1,0,0,1,0,1,1,0,Matches
José Luis Gayà,es ESP,DF,Valencia,25-264,1995,18.5,40,23,25,12,3,20,41,48.8,21,212,57,26.9,116,75,21,22,1,0,21,12,52,51,0,Matches
José Luis Morales,es ESP,"FW,MF",Levante,33-205,1987,15.5,10,6,3,7,0,4,18,22.2,14,212,63,29.7,26,77,109,17,0,0,17,4,14,10,0,Matches
Luisinho,pt POR,DF,Huesca,35-284,1985,2.0,4,0,3,1,0,1,4,25.0,3,20,7,35.0,13,6,1,4,0,0,4,1,5,10,0,Matches
Luismi,es ESP,"MF,DF",Elche,28-284,1992,1.5,4,3,3,1,0,0,0,,0,17,5,29.4,9,8,0,1,0,0,1,3,7,4,0,Matches
Darwin Machís,ve VEN,"FW,MF",Granada,28-006,1993,14.4,14,7,5,7,2,4,17,23.5,13,132,38,28.8,36,60,36,18,2,0,16,26,40,10,0,Matches
Pablo Maffeo,es ESP,DF,Huesca,23-216,1997,11.5,16,13,12,4,0,5,12,41.7,7,134,50,37.3,61,53,20,21,3,0,18,17,33,24,0,Matches
Abdallahi Mahmoud,mr MTN,MF,Alavés,20-285,2000,0.5,2,1,0,2,0,1,1,100.0,0,11,2,18.2,4,4,3,0,0,0,0,1,3,0,0,Matches
Nemanja Maksimović,rs SRB,MF,Getafe,26-018,1995,17.2,31,22,18,9,4,8,34,23.5,26,321,95,29.6,89,177,55,34,4,0,30,26,57,32,0,Matches
Filip Malbašić,rs SRB,"FW,MF",Cádiz,28-087,1992,5.1,11,7,4,4,3,4,12,33.3,8,114,29,25.4,15,53,46,9,0,0,9,2,13,2,0,Matches
Hugo Mallo,es ESP,DF,Celta Vigo,29-236,1991,20.0,45,23,23,22,0,14,30,46.7,16,265,75,28.3,109,118,38,52,6,0,46,17,62,68,0,Matches
Mickael Malsa,mq MTQ,MF,Levante,25-124,1995,14.7,40,26,19,21,0,13,32,40.6,19,249,76,30.5,93,139,17,23,6,1,17,26,66,29,0,Matches
Aïssa Mandi,dz ALG,DF,Betis,29-114,1991,14.6,9,9,6,3,0,3,5,60.0,2,92,31,33.7,53,34,5,16,8,2,8,15,24,64,0,Matches
Eliaquim Mangala,fr FRA,DF,Valencia,30-000,1991,3.5,1,1,1,0,0,0,0,,0,35,7,20.0,28,5,2,7,5,0,2,4,5,22,0,Matches
Maranhão,br BRA,FW,Valladolid,24-116,1996,9.1,6,3,2,2,2,0,7,0.0,7,158,41,25.9,16,64,78,12,1,0,11,0,6,9,0,Matches
Marcelo,br BRA,DF,Real Madrid,32-277,1988,7.0,13,12,6,2,5,6,13,46.2,7,79,33,41.8,26,24,29,13,2,0,11,5,18,8,0,Matches
Iván Marcone,ar ARG,MF,Elche,30-255,1990,16.1,37,31,23,11,3,16,42,38.1,26,196,75,38.3,105,80,11,21,5,0,16,14,51,19,0,Matches
Óscar de Marcos,es ESP,"MF,FW",Athletic Club,31-305,1989,7.1,5,3,4,0,1,3,12,25.0,9,75,18,24.0,20,29,26,14,1,1,13,3,8,6,0,Matches
José Mari,es ESP,MF,Cádiz,33-069,1987,5.6,14,11,4,8,2,5,12,41.7,7,119,42,35.3,34,71,14,9,3,0,6,4,18,17,1,Matches
