player,nationality,position,squad,age,birth_year,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,matches
Alfonso González,es ESP,MF,Celta Vigo,21-285,1999,0.4,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,,Matches
Bruno González,es ESP,DF,Valladolid,30-265,1990,18.0,6,0,0,26,12,0,0,18,11,0,0,0,160,42,25,62.7,Matches
Diego González,es ESP,DF,Elche,26-016,1995,9.2,4,0,0,13,3,0,0,9,9,0,0,0,72,24,10,70.6,Matches
Sergio González,es ESP,MF,Cádiz,23-275,1997,1.0,0,0,0,1,1,0,0,2,0,0,0,0,13,2,3,40.0,Matches
Urko González,es ESP,MF,Real Sociedad,19-330,2001,0.0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,,Matches
Andoni Gorosabel,es ESP,DF,Real Sociedad,24-193,1996,14.9,1,0,0,19,15,0,46,4,21,0,0,0,125,9,16,36.0,Matches
Antoine Griezmann,fr FRA,"FW,MF",Barcelona,29-329,1991,16.0,2,0,0,5,21,7,17,8,13,1,0,0,68,10,5,66.7,Matches
Andrés Guardado,mx MEX,"MF,FW",Betis,34-138,1986,6.0,0,0,0,9,4,0,4,12,8,0,0,0,62,8,9,47.1,Matches
Sergi Guardiola,es ESP,FW,Valladolid,29-260,1991,10.7,1,0,0,24,23,9,9,4,3,0,0,0,55,27,48,36.0,Matches
Nemanja Gudelj,rs SRB,"MF,DF",Sevilla,29-089,1991,5.2,6,0,0,10,4,0,2,4,6,0,0,0,41,10,5,66.7,Matches
Gonçalo Guedes,pt POR,"MF,FW",Valencia,24-076,1996,13.0,1,1,0,15,35,3,22,8,10,0,0,0,82,6,10,37.5,Matches
Ander Guevara,es ESP,MF,Real Sociedad,23-221,1997,12.3,3,0,0,15,9,1,1,7,18,0,0,0,174,16,15,51.6,Matches
John Guidetti,se SWE,FW,Alavés,28-304,1992,0.7,0,0,0,2,0,1,1,0,0,0,0,0,4,3,1,75.0,Matches
Hugo Guillamón,es ESP,DF,Valencia,21-013,2000,11.5,6,0,0,18,17,1,0,4,5,0,1,1,108,31,22,58.5,Matches
Jon Guridi,es ESP,MF,Real Sociedad,25-351,1995,5.1,2,0,0,9,10,0,2,5,7,1,0,0,40,9,14,39.1,Matches
Raúl Guti,es ESP,MF,Elche,24-045,1996,17.1,2,0,0,18,28,1,6,19,16,0,0,0,132,10,8,55.6,Matches
Marcos Mauro López Gutiérrez,ar ARG,DF,Cádiz,30-035,1991,10.5,2,1,0,9,0,0,0,9,13,0,1,0,95,21,16,56.8,Matches
Munir El Haddadi,es ESP,FW,Sevilla,25-165,1995,6.0,1,0,0,14,17,3,13,2,6,0,0,0,50,7,8,46.7,Matches
Eden Hazard,be BEL,FW,Real Madrid,30-037,1991,4.2,0,0,0,1,12,3,3,4,0,0,0,0,18,1,5,16.7,Matches
Mario Hermoso,es ESP,DF,Atlético Madrid,25-240,1995,14.8,4,0,0,16,15,0,1,15,19,0,0,0,133,20,21,48.8,Matches
Aridane Hernández,gq EQG,DF,Osasuna,31-327,1989,10.5,3,1,0,8,9,0,2,15,10,0,0,0,116,39,14,73.6,Matches
Héctor Herrera,mx MEX,MF,Atlético Madrid,30-300,1990,4.1,2,0,0,8,4,0,2,6,6,0,0,0,51,9,11,45.0,Matches
Sergio Herrera,es ESP,GK,Osasuna,27-253,1993,19.9,2,0,0,1,7,0,0,0,0,0,1,1,148,0,0,,Matches
Yangel Herrera,ve VEN,MF,Granada,23-037,1998,15.4,6,0,0,43,42,4,11,20,27,1,1,0,162,83,79,51.2,Matches
Pablo Hervías,es ESP,"DF,FW",Valladolid,27-342,1993,11.0,1,0,0,8,11,0,58,9,17,0,0,0,101,9,12,42.9,Matches
Jordan Holsgrove,sco SCO,MF,Celta Vigo,21-156,1999,0.8,0,0,0,1,3,0,2,0,0,0,0,0,3,0,0,,Matches
Vicente Iborra,es ESP,MF,Villarreal,33-028,1988,10.3,4,0,0,15,9,0,1,5,13,0,0,0,94,20,19,51.3,Matches
Oussama Idrissi,ma MAR,"FW,MF",Sevilla,24-353,1996,0.3,0,0,0,1,0,0,3,1,1,0,0,0,3,0,1,0.0,Matches
Borja Iglesias,es ESP,FW,Betis,28-027,1993,6.2,2,0,0,13,6,1,2,2,0,0,0,0,27,10,28,26.3,Matches
Juan Iglesias,es ESP,DF,Getafe,22-225,1998,1.0,0,0,0,1,1,0,2,1,1,0,0,0,12,2,2,50.0,Matches
Asier Illarramendi,es ESP,MF,Real Sociedad,30-342,1990,1.2,1,0,0,1,1,0,1,0,1,0,0,0,6,1,1,50.0,Matches
Pablo Insua,es ESP,DF,Huesca,27-157,1993,8.0,6,0,0,14,3,0,1,4,5,0,0,0,62,25,12,67.6,Matches
Takashi Inui,jp JPN,"MF,FW",Eibar,32-256,1988,15.6,0,0,0,21,13,7,57,9,9,1,0,0,85,9,34,20.9,Matches
Alexander Isak,se SWE,FW,Real Sociedad,21-145,1999,12.9,3,0,0,12,12,13,9,0,5,1,0,0,43,19,35,35.2,Matches
Isco,es ESP,MF,Real Madrid,28-298,1992,4.4,0,0,0,9,6,0,8,2,6,0,0,0,17,1,9,10.0,Matches
Jairo Izquierdo,es ESP,"DF,MF",Cádiz,27-114,1993,8.9,3,0,0,9,12,3,17,9,5,0,0,0,78,3,7,30.0,Matches
Saidy Janko,ch SUI,DF,Valladolid,25-114,1995,2.3,1,0,0,2,1,1,7,3,2,0,0,0,19,3,2,60.0,Matches
Adnan Januzaj,be BEL,"FW,MF",Real Sociedad,26-008,1995,4.7,1,0,0,1,14,0,21,0,2,1,0,0,39,5,3,62.5,Matches
Jason,es ESP,"MF,DF",Valencia,26-222,1994,4.7,3,1,1,6,14,0,11,6,6,0,0,0,32,4,10,28.6,Matches
Luis Javier Suárez,co COL,"FW,MF",Granada,23-073,1997,13.0,4,0,0,15,23,4,15,7,13,1,0,0,63,17,50,25.4,Matches
Ángel Jiménez,es ESP,GK,Granada,18-236,2002,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
Joaquín,es ESP,"FW,MF",Betis,39-207,1981,9.0,0,0,0,2,7,1,21,9,3,0,0,0,57,6,10,37.5,Matches
Frenkie de Jong,nl NED,"MF,DF",Barcelona,23-277,1997,19.8,4,0,0,17,27,1,8,17,17,0,1,0,186,36,17,67.9,Matches
Luuk de Jong,nl NED,FW,Sevilla,30-170,1990,7.6,2,0,0,11,17,4,1,0,5,0,0,0,28,42,38,52.5,Matches
Jony,es ESP,"MF,FW",Osasuna,29-219,1991,6.6,0,0,0,8,7,1,37,8,4,0,0,0,46,6,6,50.0,Matches
Joan Jordán,es ESP,MF,Sevilla,26-222,1994,15.6,4,1,1,33,19,0,22,11,12,0,0,0,134,11,15,42.3,Matches
Josan,es ESP,"MF,DF",Elche,31-072,1989,15.5,2,0,0,14,17,0,50,14,21,0,0,0,103,7,6,53.8,Matches
Willian José,br BRA,FW,Real Sociedad,29-082,1991,7.7,0,0,0,3,10,3,3,1,4,0,0,0,27,12,18,40.0,Matches
Joselu,es ESP,FW,Alavés,30-323,1990,18.9,1,0,0,23,43,8,14,11,17,1,0,0,89,160,85,65.3,Matches
Josema,es ESP,DF,Elche,24-252,1996,15.9,2,0,0,14,13,1,9,24,16,0,0,0,98,28,22,56.0,Matches
Jota,es ESP,MF,Alavés,29-242,1991,8.8,4,1,1,10,2,1,10,6,9,0,0,0,69,6,5,54.5,Matches
Jota,pt POR,FW,Valladolid,21-320,1999,4.0,1,0,0,3,3,1,7,4,3,,,0,,,,,Matches
Luka Jović,rs SRB,"FW,MF",Real Madrid,23-052,1997,1.7,0,0,0,2,1,2,1,0,0,0,0,0,7,3,4,42.9,Matches
Juan,ar ARG,MF,Granada,23-020,1998,0.3,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,100.0,Matches
Juanmi,es ESP,"FW,MF",Betis,27-269,1993,3.0,0,0,0,4,1,1,0,0,5,0,0,0,14,6,7,46.2,Matches
Vinicius Júnior,br BRA,FW,Real Madrid,20-216,2000,11.1,1,0,0,14,21,7,28,3,15,0,1,0,59,3,8,27.3,Matches
Jens Jønsson,dk DEN,MF,Cádiz,28-034,1993,18.1,2,0,0,25,16,0,2,24,30,0,0,0,172,31,21,59.6,Matches
Damian Kądzior,pl POL,"FW,MF",Eibar,28-242,1992,2.2,0,0,0,4,4,2,13,0,1,0,0,0,16,0,3,0.0,Matches
Lee Kangin,kr KOR,"FW,MF",Valencia,19-360,2001,7.3,0,0,0,7,18,1,8,1,7,0,0,0,36,4,14,22.2,Matches
Stephane Keller,cm CMR,DF,Alavés,19-177,2001,0.2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0.0,Matches
Kenedy,br BRA,"FW,MF",Granada,25-005,1996,10.4,1,0,0,21,13,1,15,10,10,0,0,0,69,6,17,26.1,Matches
Kike,es ESP,FW,Eibar,31-080,1989,19.0,3,1,1,40,52,7,15,4,15,1,0,0,84,105,136,43.6,Matches
Giorgi Kochorashvili,ge GEO,MF,Levante,21-229,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
Kenan Kodro,ba BIH,"FW,MF",Athletic Club,27-178,1993,0.5,1,0,0,1,1,2,0,0,0,1,0,0,0,0,2,0.0,Matches
Kenan Kodro,ba BIH,"FW,MF",Valladolid,27-178,1993,0.6,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,50.0,Matches
Koba Koindredi,fr FRA,MF,Valencia,19-109,2001,0.2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,50.0,Matches
Koke,es ESP,MF,Atlético Madrid,29-036,1992,16.9,6,0,0,28,24,0,7,18,29,0,0,0,149,11,16,40.7,Matches
Geoffrey Kondogbia,cf CTA,MF,Valencia,27-364,1993,4.9,1,0,0,8,10,0,1,4,10,0,0,0,41,5,6,45.5,Matches
Geoffrey Kondogbia,cf CTA,"MF,FW",Atlético Madrid,27-364,1993,2.8,2,0,0,9,5,0,0,3,10,0,0,0,34,4,4,50.0,Matches
Youssouf Koné,ml MLI,"DF,FW",Elche,25-223,1995,0.8,0,0,0,1,2,1,1,1,0,0,0,0,5,0,1,0.0,Matches
Jules Koundé,fr FRA,DF,Sevilla,22-093,1998,18.0,2,0,0,16,13,3,9,18,13,0,1,0,174,64,40,61.5,Matches
Toni Kroos,de GER,MF,Real Madrid,31-040,1990,16.3,5,0,0,21,24,1,29,17,15,0,0,0,101,11,4,73.3,Matches
Takefusa Kubo,jp JPN,"MF,FW",Villarreal,19-254,2001,3.3,2,1,1,3,12,0,10,2,3,0,0,0,25,1,3,25.0,Matches
Takefusa Kubo,jp JPN,"MF,FW",Getafe,19-254,2001,3.8,0,0,0,9,14,2,6,6,2,0,0,0,21,5,6,45.5,Matches
Kuki,es ESP,MF,Valladolid,22-284,1998,0.3,0,0,0,1,0,0,1,0,1,0,0,0,3,1,1,50.0,Matches
Víctor Laguardia,es ESP,DF,Alavés,31-100,1989,16.0,3,1,0,16,5,0,1,15,12,0,0,0,145,26,18,59.1,Matches
Diego Lainez,mx MEX,"FW,MF",Betis,20-249,2000,4.9,1,0,0,4,14,1,11,6,2,0,0,0,33,6,4,60.0,Matches
Toni Lato,es ESP,DF,Valencia,23-084,1997,4.5,1,0,0,7,3,1,5,5,4,0,0,1,40,7,8,46.7,Matches
Robin Le Normand,fr FRA,DF,Real Sociedad,24-094,1996,16.5,5,1,0,29,13,2,3,17,10,0,1,0,211,75,34,68.8,Matches
Jeremías Ledesma,ar ARG,GK,Cádiz,28-000,1993,19.0,0,0,0,1,2,0,0,0,0,0,1,0,105,0,0,,Matches
Florian Lejeune,fr FRA,DF,Alavés,29-269,1991,18.5,8,0,0,21,12,1,2,25,16,0,1,0,204,58,29,66.7,Matches
Iñigo Lekue,es ESP,"DF,FW",Athletic Club,27-285,1993,0.9,0,0,0,4,1,1,6,1,1,0,0,0,7,1,1,50.0,Matches
Thomas Lemar,fr FRA,"MF,FW",Atlético Madrid,25-093,1995,9.9,1,0,0,10,17,0,18,9,11,1,0,0,76,6,6,50.0,Matches
Clément Lenglet,fr FRA,DF,Barcelona,25-241,1995,13.9,7,1,1,24,16,4,1,12,13,0,1,0,152,33,18,64.7,Matches
Lautado de León,uy URU,"MF,FW",Celta Vigo,20-004,2001,0.2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.0,Matches
Pedro León,es ESP,"MF,FW",Eibar,34-081,1986,5.5,1,0,0,7,3,1,18,2,3,0,0,0,38,10,8,55.6,Matches
Sergio León,es ESP,FW,Levante,32-038,1989,5.3,0,0,0,9,5,1,4,2,4,0,0,0,22,8,22,26.7,Matches
Diego Llorente,es ESP,DF,Real Sociedad,27-181,1993,1.0,0,0,0,2,0,0,0,0,0,0,0,0,6,2,1,66.7,Matches
Marcos Llorente,es ESP,"MF,DF",Atlético Madrid,26-014,1995,16.1,2,0,0,23,19,5,30,17,22,0,0,0,116,13,21,38.2,Matches
Renan Lodi,br BRA,DF,Atlético Madrid,22-311,1998,7.1,1,0,0,8,14,1,20,14,11,0,0,0,61,8,9,47.1,Matches
Pedro López Muñoz,es ESP,DF,Huesca,37-104,1983,7.2,2,0,0,10,10,2,21,7,13,0,0,0,72,10,6,62.5,Matches
Adrián López,es ESP,FW,Osasuna,33-036,1988,3.9,0,0,0,2,4,4,5,0,3,0,0,0,21,15,25,37.5,Matches
Javi López,es ESP,"DF,MF",Alavés,19-043,2002,2.1,1,0,0,3,0,0,5,2,4,0,0,0,24,1,3,25.0,Matches
Roberto López,es ESP,MF,Real Sociedad,20-295,2000,4.5,0,0,0,1,5,1,12,1,2,0,0,0,37,5,9,35.7,Matches
Unai López,es ESP,MF,Athletic Club,25-106,1995,7.6,4,0,0,9,13,1,11,4,9,0,0,1,87,5,12,29.4,Matches
Anthony Lozano,hn HON,FW,Cádiz,27-294,1993,11.0,4,0,0,37,20,9,9,1,9,0,0,0,47,40,65,38.1,Matches
Jeison Lucumí,co COL,FW,Elche,25-311,1995,0.5,0,0,0,1,0,0,0,0,1,0,0,0,3,1,1,50.0,Matches
José Luis Gayà,es ESP,DF,Valencia,25-264,1995,18.5,2,0,0,19,16,6,54,12,23,0,1,0,166,17,24,41.5,Matches
José Luis Morales,es ESP,"FW,MF",Levante,33-205,1987,15.5,2,0,0,12,11,14,50,4,6,0,0,0,66,9,11,45.0,Matches
Luisinho,pt POR,DF,Huesca,35-284,1985,2.0,1,0,0,0,4,0,1,1,0,0,0,0,16,2,1,66.7,Matches
Luismi,es ESP,"MF,DF",Elche,28-284,1992,1.5,0,0,0,3,1,0,1,3,3,0,1,0,12,1,0,100.0,Matches
Darwin Machís,ve VEN,"FW,MF",Granada,28-006,1993,14.4,1,0,0,21,30,7,41,26,7,0,0,0,85,9,33,21.4,Matches
Pablo Maffeo,es ESP,DF,Huesca,23-216,1997,11.5,3,0,0,10,24,2,21,17,13,0,2,0,128,20,15,57.1,Matches
Abdallahi Mahmoud,mr MTN,MF,Alavés,20-285,2000,0.5,0,0,0,0,1,0,0,1,1,0,0,0,2,1,2,33.3,Matches
Nemanja Maksimović,rs SRB,MF,Getafe,26-018,1995,17.2,3,0,0,14,3,0,10,26,22,0,0,0,149,31,35,47.0,Matches
Filip Malbašić,rs SRB,"FW,MF",Cádiz,28-087,1992,5.1,2,0,0,11,10,5,7,2,7,0,0,0,16,4,26,13.3,Matches
Hugo Mallo,es ESP,DF,Celta Vigo,29-236,1991,20.0,4,0,0,31,18,4,50,17,23,0,2,0,187,40,38,51.3,Matches
Mickael Malsa,mq MTQ,MF,Levante,25-124,1995,14.7,4,0,0,24,23,0,2,26,26,0,0,0,153,15,20,42.9,Matches
Aïssa Mandi,dz ALG,DF,Betis,29-114,1991,14.6,5,2,1,14,10,2,1,15,9,0,1,0,120,38,17,69.1,Matches
Eliaquim Mangala,fr FRA,DF,Valencia,30-000,1991,3.5,1,0,0,5,2,2,0,4,1,0,0,0,42,15,9,62.5,Matches
Maranhão,br BRA,FW,Valladolid,24-116,1996,9.1,1,0,0,19,17,5,4,0,3,1,0,0,37,29,56,34.1,Matches
Marcelo,br BRA,DF,Real Madrid,32-277,1988,7.0,2,0,0,4,8,2,23,5,12,0,1,0,37,2,11,15.4,Matches
Iván Marcone,ar ARG,MF,Elche,30-255,1990,16.1,6,1,1,17,13,0,2,14,31,0,2,0,137,9,4,69.2,Matches
Óscar de Marcos,es ESP,"MF,FW",Athletic Club,31-305,1989,7.1,0,0,0,3,2,1,16,3,3,0,0,0,41,2,7,22.2,Matches
José Mari,es ESP,MF,Cádiz,33-069,1987,5.6,1,0,0,15,5,0,1,4,11,0,0,0,61,7,7,50.0,Matches
José María Giménez,uy URU,DF,Atlético Madrid,26-024,1995,10.1,3,0,0,9,7,0,0,11,8,0,0,0,72,27,16,62.8,Matches
Mariano,do DOM,FW,Real Madrid,27-196,1993,2.5,0,0,0,5,4,6,0,0,1,0,0,0,5,10,3,76.9,Matches
Adrián Marín,es ESP,"DF,MF",Alavés,24-035,1997,1.0,0,0,0,3,0,0,0,1,1,0,0,0,12,3,1,75.0,Matches
Adrián Marín,es ESP,DF,Granada,24-035,1997,0.5,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,,Matches
Roger Martí,es ESP,FW,Levante,30-041,1991,13.9,2,0,0,25,12,6,13,1,6,0,0,0,50,10,32,23.8,Matches
Aarón Martín,es ESP,DF,Celta Vigo,23-297,1997,4.0,1,0,0,3,3,0,8,2,4,0,0,0,12,6,5,54.5,Matches
Iñigo Martínez,es ESP,DF,Athletic Club,29-272,1991,19.0,7,0,0,23,21,3,7,13,11,0,0,0,195,54,32,62.8,Matches
Javi Martínez,es ESP,MF,Osasuna,21-053,1999,2.1,0,0,0,0,5,0,0,0,3,0,0,0,20,2,3,40.0,Matches
Jordi Masip,es ESP,GK,Valladolid,32-041,1989,16.0,1,0,0,0,2,0,0,0,0,0,0,0,68,0,0,,Matches
Jaime Mata,es ESP,FW,Getafe,32-112,1988,13.0,7,0,0,38,22,12,18,7,5,0,0,0,59,37,65,36.3,Matches
Borja Mayoral,es ESP,FW,Real Madrid,23-314,1997,0.3,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,0.0,Matches
Gonzalo Melero,es ESP,"MF,FW",Levante,27-042,1994,14.6,2,0,0,18,25,1,2,14,12,0,0,0,114,31,46,40.3,Matches
Brais Méndez,es ESP,"MF,FW",Celta Vigo,24-037,1997,16.5,5,0,0,41,26,3,10,19,22,1,0,0,109,16,42,27.6,Matches
Édgar Méndez,es ESP,"MF,DF",Alavés,31-042,1990,13.8,8,1,1,33,25,7,26,8,13,0,0,0,91,37,26,58.7,Matches
Eñaut Mendía,es ESP,FW,Eibar,21-233,1999,0.7,1,0,0,3,0,1,0,0,1,0,1,0,5,0,1,0.0,Matches
Ferland Mendy,fr FRA,DF,Real Madrid,25-250,1995,16.5,3,0,0,15,26,3,32,18,12,0,0,0,122,9,12,42.9,Matches
Mikel Merino,es ESP,MF,Real Sociedad,24-236,1996,19.2,4,0,0,66,42,3,8,21,27,0,0,0,184,59,56,51.3,Matches
Martín Merquelanz,es ESP,"FW,MF",Real Sociedad,25-246,1995,4.7,0,0,0,4,11,2,13,5,1,0,0,0,37,4,7,36.4,Matches
Roque Mesa,es ESP,MF,Valladolid,31-251,1989,7.8,3,1,0,12,6,1,9,4,16,0,0,0,81,6,16,27.3,Matches
Lionel Messi,ar ARG,"FW,MF",Barcelona,33-234,1987,17.6,3,0,0,12,49,5,32,3,8,0,0,0,62,10,4,71.4,Matches
Omenuke Mfulu,cd COD,MF,Elche,26-330,1994,4.0,2,0,0,8,2,0,1,2,9,0,0,0,28,3,4,42.9,Matches
Míchel,es ESP,MF,Valladolid,32-199,1988,6.3,2,0,0,11,7,0,17,10,8,0,0,0,71,6,10,37.5,Matches
Éder Militão,br BRA,"DF,MF",Real Madrid,23-026,1998,2.6,2,1,0,4,4,0,0,4,2,0,0,0,30,7,2,77.8,Matches
Luis Milla,es ESP,MF,Granada,26-129,1994,13.9,1,0,0,16,20,0,10,21,16,0,0,0,134,16,13,55.2,Matches
Pere Milla,es ESP,"FW,MF",Elche,28-143,1992,12.7,3,0,0,16,32,3,3,8,14,0,0,0,67,20,27,42.6,Matches
Alejandro Millán,es ESP,FW,Villarreal,21-098,1999,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
Santi Mina,es ESP,FW,Celta Vigo,25-068,1995,14.6,2,0,0,40,38,2,3,7,10,1,0,0,63,45,49,47.9,Matches
Óscar Mingueza,es ESP,DF,Barcelona,21-276,1999,9.7,2,0,0,11,6,0,8,14,17,0,0,0,70,7,11,38.9,Matches
Rafa Mir,es ESP,FW,Huesca,23-240,1997,16.3,1,0,0,29,12,16,13,6,7,0,0,0,60,55,65,45.8,Matches
Jorge Miramón,es ESP,DF,Levante,31-256,1989,13.0,1,0,0,13,8,1,33,14,19,1,0,0,112,16,15,51.6,Matches
Juan Miranda,es ESP,DF,Betis,21-025,2000,7.8,2,0,0,12,12,0,25,12,5,0,0,0,63,13,13,50.0,Matches
Luka Modrić,hr CRO,MF,Real Madrid,35-157,1985,18.1,2,0,0,19,19,1,34,31,18,0,0,0,143,14,10,58.3,Matches
Johan Mojica,co COL,DF,Elche,28-176,1992,4.3,0,0,0,5,6,1,14,3,7,0,0,0,45,3,3,50.0,Matches
Guillem Molina Gutiérrez,es ESP,DF,Valencia,20-286,2000,0.8,1,0,0,1,1,0,0,1,0,0,0,0,9,2,3,40.0,Matches
Jorge Molina,es ESP,"FW,MF",Granada,38-297,1982,7.7,0,0,0,10,11,3,3,0,4,0,0,0,35,36,34,51.4,Matches
Victor Mollejo,es ESP,"MF,DF",Getafe,20-023,2001,0.8,0,0,0,0,2,0,2,0,1,0,0,0,3,1,2,33.3,Matches
Jon Moncayola,es ESP,MF,Osasuna,22-276,1998,17.5,4,1,1,27,5,0,11,13,18,0,1,0,184,21,14,60.0,Matches
Nacho Monreal,es ESP,DF,Real Sociedad,34-353,1986,11.1,0,0,0,9,9,1,21,15,8,0,0,0,117,22,11,66.7,Matches
Ángel Montoro,es ESP,MF,Granada,32-233,1988,9.2,2,0,0,16,18,1,20,5,6,0,0,0,74,9,16,36.0,Matches
Martín Montoya,es ESP,DF,Betis,29-305,1991,2.6,0,1,0,4,1,0,5,1,2,0,0,0,26,7,3,70.0,Matches
Emre Mor,tr TUR,"FW,MF",Celta Vigo,23-204,1997,5.6,2,0,0,7,13,6,4,2,7,0,0,0,23,4,11,26.7,Matches
Jon Morcillo,es ESP,"FW,MF",Athletic Club,22-151,1998,6.2,2,0,0,9,10,2,45,4,3,0,0,0,32,7,5,58.3,Matches
Álex Moreno,es ESP,DF,Betis,27-250,1993,14.4,2,0,0,13,14,0,35,17,19,0,0,0,188,17,16,51.5,Matches
Gerard Moreno,es ESP,"FW,MF",Villarreal,28-312,1992,16.2,3,0,0,27,33,12,29,6,7,0,0,0,69,41,36,53.2,Matches
Tete Morente,es ESP,"MF,FW",Elche,24-071,1996,13.7,5,0,0,14,25,3,20,7,14,0,0,0,73,14,16,46.7,Matches
Loren Morón,es ESP,FW,Betis,27-045,1993,7.2,1,0,0,10,14,6,1,3,5,1,0,0,26,21,40,34.4,Matches
Pedro Mosquera,es ESP,MF,Huesca,32-298,1988,17.9,1,0,0,23,18,0,1,12,18,0,0,0,207,24,39,38.1,Matches
Javi Moyano,es ESP,DF,Valladolid,34-356,1986,1.1,0,0,0,0,1,0,1,0,0,0,0,0,9,3,1,75.0,Matches
Iker Muniain,es ESP,"MF,FW",Athletic Club,28-056,1992,15.6,1,0,0,16,47,0,19,12,16,1,0,0,84,9,11,45.0,Matches
Aihen Muñoz,es ESP,DF,Real Sociedad,23-181,1997,11.0,5,0,0,16,8,0,41,2,11,0,0,0,105,13,13,50.0,Matches
Joaquín Muñoz,es ESP,FW,Huesca,21-340,1999,0.5,0,0,0,2,2,0,0,0,0,0,0,0,4,1,3,25.0,Matches
Jeison Murillo,co COL,DF,Celta Vigo,28-262,1992,20.5,6,0,0,28,21,0,0,19,18,0,0,0,201,47,38,55.3,Matches
Yunus Musah,us USA,MF,Valencia,18-076,2002,13.1,1,0,0,16,19,2,14,4,10,0,0,0,75,10,19,34.5,Matches
Yoshinori Mutō,jp JPN,"FW,MF",Eibar,28-213,1992,10.7,0,0,0,21,13,5,6,5,8,1,0,0,57,31,41,43.1,Matches
Nacho,es ESP,DF,Valladolid,31-343,1989,16.0,2,1,0,10,16,0,32,17,14,0,0,0,163,8,24,25.0,Matches
Nacho,es ESP,DF,Real Madrid,31-026,1990,8.5,3,0,0,12,9,2,7,12,12,0,1,0,59,15,11,57.7,Matches
Nano,es ESP,"FW,MF",Cádiz,26-008,1995,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.0,Matches
Roberto Navarro,es ESP,MF,Real Sociedad,18-307,2002,0.4,0,0,0,1,1,0,0,0,2,0,0,0,5,0,0,,Matches
Ximo Navarro,es ESP,DF,Alavés,31-021,1990,15.4,4,0,0,23,22,0,16,27,21,1,0,0,149,17,20,45.9,Matches
Jesús Navas,es ESP,DF,Sevilla,35-084,1985,17.2,4,0,0,8,12,1,86,12,10,0,0,0,171,13,10,56.5,Matches
Raúl Navas,es ESP,DF,Osasuna,32-278,1988,1.9,0,0,0,2,0,0,0,3,5,0,1,0,17,1,0,100.0,Matches
Álvaro Negredo,es ESP,FW,Cádiz,35-177,1985,14.9,3,1,1,14,18,5,8,2,6,0,1,0,50,83,81,50.6,Matches
Neto,br BRA,GK,Barcelona,31-209,1989,6.0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,,Matches
Carlos Neva,es ESP,DF,Granada,24-246,1996,18.1,1,0,0,7,21,1,27,28,7,0,0,0,114,10,34,22.7,Matches
Mamor Niang,sn SEN,"FW,MF",Getafe,19-009,2002,0.2,0,0,0,0,1,0,0,1,1,0,0,0,2,1,4,20.0,Matches
Manuel Nieto,es ESP,"FW,MF",Cádiz,22-321,1998,0.2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,,Matches
Saúl Ñíguez,es ESP,"MF,DF",Atlético Madrid,26-084,1994,10.7,3,0,0,17,10,3,15,9,18,0,0,0,107,32,30,51.6,Matches
Nino,es ESP,"MF,FW",Elche,40-248,1980,2.1,1,0,0,2,5,1,3,0,0,0,0,0,11,1,6,14.3,Matches
Fernando Niño,es ESP,FW,Villarreal,20-112,2000,5.2,1,0,0,6,14,4,1,0,1,0,0,0,20,8,13,38.1,Matches
Nolito,es ESP,"MF,FW",Celta Vigo,34-121,1986,17.6,4,0,0,30,30,6,20,14,24,0,1,0,101,5,23,17.9,Matches
Unai Núñez,es ESP,DF,Athletic Club,24-014,1997,10.1,4,0,0,11,5,0,1,4,10,0,1,0,111,25,16,61.0,Matches
Kelechi Nwakali,ng NGA,"MF,FW",Huesca,22-253,1998,1.6,1,0,0,3,2,0,0,0,6,0,0,0,13,2,1,66.7,Matches
Allan Nyom,cm CMR,"MF,DF",Getafe,32-279,1988,15.2,6,0,0,29,12,0,54,11,18,0,0,0,104,35,19,64.8,Matches
Jan Oblak,si SVN,GK,Atlético Madrid,28-037,1993,20.0,0,0,0,0,1,0,0,0,0,0,0,1,77,0,0,,Matches
Lucas Ocampos,ar ARG,FW,Sevilla,26-217,1994,18.3,2,0,0,25,58,5,35,13,21,1,0,0,98,26,18,59.1,Matches
Álvaro Odriozola,es ESP,DF,Real Madrid,25-061,1995,2.5,0,0,0,1,2,0,10,2,2,0,0,0,16,0,4,0.0,Matches
