player,nationality,position,squad,age,birth_year,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,gca_og_for,matches
Gonzalo Escalante,ar ARG,MF,Lazio,27-323,1993,5.6,8,1.43,6,0,0,0,1,1,1,0.18,1,0,0,0,0,0,0,Matches
Nahuel Estévez,ar ARG,MF,Spezia,25-091,1995,10.6,25,2.36,16,6,0,3,0,0,4,0.38,2,1,0,1,0,0,0,Matches
Valentin Eysseric,fr FRA,"FW,MF",Fiorentina,28-325,1992,2.3,3,1.33,1,1,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Iago Falque,es ESP,"MF,FW",Benevento,31-040,1990,2.7,13,4.83,12,0,1,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Andri Fannar Baldursson,is ISL,MF,Bologna,19-034,2002,1.3,1,0.79,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Paolo Faragò,it ITA,"DF,MF",Cagliari,28-001,1993,4.1,8,1.95,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Davide Faraoni,it ITA,DF,Hellas Verona,29-111,1991,17.6,21,1.19,16,1,2,0,2,0,5,0.28,4,1,0,0,0,0,0,Matches
Mohamed Fares,dz ALG,DF,Lazio,24-364,1996,4.7,10,2.12,9,1,0,0,0,0,2,0.42,2,0,0,0,0,0,0,Matches
Diego Farias,br BRA,FW,Spezia,30-279,1990,10.1,30,2.98,24,0,2,3,1,0,1,0.10,0,0,0,1,0,0,0,Matches
Andrea Favilli,it ITA,FW,Hellas Verona,23-272,1997,3.0,9,3.00,7,0,1,0,1,0,1,0.33,1,0,0,0,0,0,0,Matches
Luiz Felipe,br BRA,DF,Lazio,23-328,1997,8.3,5,0.60,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Alex Ferrari,it ITA,DF,Sampdoria,26-227,1994,4.1,3,0.74,3,0,0,0,0,0,1,0.25,1,0,0,0,0,0,0,Matches
Salvador Ferrer,es ESP,DF,Spezia,23-023,1998,7.0,,,,,,,,,,,,,,,,,,Matches
Fernando Forestieri,it ITA,"FW,MF",Udinese,31-029,1990,3.1,8,2.57,8,0,0,0,0,0,2,0.64,2,0,0,0,0,0,0,Matches
Daam Foulon,be BEL,DF,Benevento,21-327,1999,7.8,7,0.90,5,2,0,0,0,0,1,0.13,0,1,0,0,0,0,0,Matches
Gianluca Frabotta,it ITA,DF,Juventus,21-234,1999,6.8,15,2.19,13,1,1,0,0,0,2,0.29,2,0,0,0,0,0,0,Matches
Remo Freuler,ch SUI,MF,Atalanta,28-304,1992,14.7,32,2.17,24,1,2,2,1,2,5,0.34,4,0,0,0,0,1,0,Matches
Matteo Gabbia,it ITA,DF,Milan,21-115,1999,5.0,3,0.59,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Manolo Gabbiadini,it ITA,"FW,MF",Sampdoria,29-079,1991,1.2,1,0.83,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Roberto Gagliardini,it ITA,MF,Inter,26-312,1994,9.3,11,1.18,10,0,0,1,0,0,3,0.32,3,0,0,0,0,0,0,Matches
Riccardo Gagliolo,se SWE,DF,Parma,30-291,1990,13.6,17,1.25,15,0,0,0,1,1,1,0.07,1,0,0,0,0,0,0,Matches
Andrey Galabinov,bg BUL,FW,Spezia,32-078,1988,3.7,4,1.07,4,0,0,0,0,0,2,0.54,2,0,0,0,0,0,0,Matches
Gervinho,ci CIV,"FW,MF",Parma,33-262,1987,15.4,39,2.53,30,0,8,0,1,0,2,0.13,2,0,0,0,0,0,0,Matches
Paolo Ghiglione,it ITA,"DF,MF",Genoa,24-011,1997,10.9,21,1.92,17,2,0,0,1,1,4,0.37,4,0,0,0,0,0,0,Matches
Faouzi Ghoulam,dz ALG,"DF,FW",Napoli,30-012,1991,1.6,5,3.06,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Kamil Glik,pl POL,DF,Benevento,33-010,1988,22.0,4,0.18,4,0,0,0,0,0,1,0.05,1,0,0,0,0,0,0,Matches
Diego Godín,uy URU,DF,Cagliari,34-363,1986,11.9,7,0.59,7,0,0,0,0,0,1,0.08,1,0,0,0,0,0,0,Matches
Amer Gojak,ba BIH,"MF,FW",Torino,24-000,1997,3.8,10,2.61,4,5,0,0,0,1,1,0.26,0,1,0,0,0,0,0,Matches
Edoardo Goldaniga,it ITA,DF,Genoa,27-103,1993,11.7,7,0.60,7,0,0,0,0,0,1,0.09,1,0,0,0,0,0,0,Matches
Vladimir Golemić,si SVN,DF,Crotone,29-230,1991,12.4,7,0.56,6,1,0,0,0,0,1,0.08,0,1,0,0,0,0,0,Matches
Pierluigi Gollini,it ITA,GK,Atalanta,25-332,1995,13.7,2,0.15,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Tomislav Gomelt,hr CRO,MF,Crotone,26-037,1995,0.2,1,4.74,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,Matches
Papu Gómez,ar ARG,"FW,MF",Atalanta,32-364,1988,7.4,36,4.86,20,4,7,1,4,0,5,0.68,4,0,1,0,0,0,0,Matches
Robin Gosens,de GER,DF,Atalanta,26-223,1994,14.6,48,3.28,42,1,1,1,2,1,7,0.48,6,0,0,1,0,0,0,Matches
Alberto Grassi,it ITA,"DF,MF",Parma,25-343,1995,7.6,5,0.66,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Koray Günter,de GER,DF,Hellas Verona,26-181,1994,8.3,1,0.12,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Emanuel Gyasi,gh GHA,FW,Spezia,27-033,1994,18.0,37,2.05,30,0,5,1,0,1,7,0.39,6,0,1,0,0,0,0,Matches
Achraf Hakimi,ma MAR,DF,Inter,22-101,1998,15.7,49,3.11,40,3,2,0,4,0,12,0.76,10,0,0,0,2,0,0,Matches
Samir Handanović,si SVN,GK,Inter,36-214,1984,21.0,1,0.05,1,0,0,0,0,0,1,0.05,1,0,0,0,0,0,0,Matches
Lukáš Haraslín,sk SVK,"FW,MF",Sassuolo,24-263,1996,2.7,11,4.02,5,3,1,0,2,0,1,0.37,1,0,0,0,0,0,0,Matches
Hans Hateboer,nl NED,DF,Atalanta,27-035,1994,15.3,33,2.15,30,0,0,3,0,0,1,0.07,1,0,0,0,0,0,0,Matches
Eduardo Henrique,br BRA,MF,Crotone,25-272,1995,7.1,12,1.70,9,0,1,1,0,1,0,0.00,0,0,0,0,0,0,0,Matches
Theo Hernández,fr FRA,DF,Milan,23-130,1997,18.0,51,2.83,37,4,0,2,7,1,8,0.44,6,0,0,0,1,1,0,Matches
Hernani,br BRA,MF,Parma,26-323,1994,13.8,23,1.67,17,2,2,1,1,0,3,0.22,2,0,1,0,0,0,0,Matches
Përparim Hetemaj,fi FIN,MF,Benevento,34-063,1986,12.3,11,0.90,9,1,0,0,1,0,1,0.08,1,0,0,0,0,0,0,Matches
Aaron Hickey,sco SCO,DF,Bologna,18-248,2002,8.1,7,0.86,6,1,0,0,0,0,1,0.12,1,0,0,0,0,0,0,Matches
Wesley Hoedt,nl NED,DF,Lazio,26-344,1994,7.0,5,0.71,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Elseid Hysaj,al ALB,DF,Napoli,26-359,1994,8.7,12,1.38,11,0,1,0,0,0,1,0.11,1,0,0,0,0,0,0,Matches
Simone Iacoponi,it ITA,DF,Parma,33-289,1987,12.3,4,0.33,3,0,0,0,1,0,1,0.08,1,0,0,0,0,0,0,Matches
Roger Ibanez,br BRA,DF,Roma,22-082,1998,19.4,20,1.03,13,1,1,2,0,3,5,0.26,4,0,0,0,0,1,0,Matches
Zlatan Ibrahimović,se SWE,FW,Milan,39-133,1981,9.8,40,4.09,21,0,2,12,4,1,7,0.72,2,0,0,4,1,0,0,Matches
Igor,br BRA,DF,Fiorentina,23-006,1998,10.0,5,0.50,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Ivan Ilić,rs SRB,MF,Hellas Verona,19-333,2001,11.3,22,1.95,13,4,1,1,3,0,0,0.00,0,0,0,0,0,0,0,Matches
Josip Iličić,si SVN,"FW,MF",Atalanta,33-015,1988,10.7,64,5.99,43,5,6,5,5,0,14,1.31,7,0,3,2,2,0,0,Matches
Ciro Immobile,it ITA,FW,Lazio,30-359,1990,17.0,57,3.35,37,2,7,7,3,1,10,0.59,4,0,1,2,2,1,0,Matches
Riccardo Improta,it ITA,"MF,DF",Benevento,27-056,1993,13.7,29,2.12,23,2,1,3,0,0,2,0.15,2,0,0,0,0,0,0,Matches
Roberto Inglese,it ITA,FW,Parma,29-093,1991,6.1,8,1.31,2,0,2,2,1,1,1,0.16,1,0,0,0,0,0,0,Matches
Lorenzo Insigne,it ITA,FW,Napoli,29-254,1991,14.7,63,4.29,42,5,4,11,0,1,8,0.54,4,0,2,2,0,0,0,Matches
Roberto Insigne,it ITA,"MF,FW",Benevento,26-278,1994,12.5,42,3.37,29,10,1,2,0,0,5,0.40,4,0,1,0,0,0,0,Matches
Artur Ioniță,md MDA,MF,Benevento,30-180,1990,19.1,16,0.84,10,1,2,0,1,2,3,0.16,2,0,0,0,0,1,0,Matches
Ardian Ismajli,al ALB,DF,Spezia,24-136,1996,2.5,1,0.39,0,0,0,1,0,0,1,0.39,0,0,0,1,0,0,0,Matches
Armando Izzo,it ITA,DF,Torino,28-348,1992,8.1,11,1.36,7,0,1,3,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Mato Jajalo,ba BIH,MF,Udinese,32-264,1988,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Jakub Jankto,cz CZE,MF,Sampdoria,25-025,1996,14.2,33,2.32,17,9,2,4,1,0,5,0.35,4,0,1,0,0,0,0,Matches
Juan Jesus,br BRA,DF,Roma,29-248,1991,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Hamed Junior Traorè,ci CIV,"FW,MF",Sassuolo,20-363,2000,11.1,44,3.97,29,7,4,2,2,0,3,0.27,2,0,0,1,0,0,0,Matches
Nikola Kalinić,hr CRO,FW,Hellas Verona,33-039,1988,7.8,9,1.16,8,0,0,1,0,0,2,0.26,2,0,0,0,0,0,0,Matches
Pierre Kalulu,fr FRA,DF,Milan,20-253,2000,5.3,5,0.94,4,0,0,1,0,0,1,0.19,1,0,0,0,0,0,0,Matches
Yann Karamoh,fr FRA,"FW,MF",Parma,22-220,1998,9.6,22,2.29,17,0,3,1,1,0,2,0.21,1,0,0,1,0,0,0,Matches
Augustus Kargbo,sl SLE,FW,Crotone,21-173,1999,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Rick Karsdorp,nl NED,DF,Roma,26-002,1995,16.5,26,1.58,21,1,1,3,0,0,5,0.30,5,0,0,0,0,0,0,Matches
Franck Kessié,ci CIV,MF,Milan,24-056,1996,19.1,38,1.99,29,0,2,5,2,0,3,0.16,1,0,0,2,0,0,0,Matches
Omar Khailoti,it ITA,DF,Bologna,19-161,2001,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Giorgos Kiriakopoulos,gr GRE,DF,Sassuolo,25-008,1996,8.5,20,2.36,14,0,3,2,1,0,1,0.12,1,0,0,0,0,0,0,Matches
Simon Kjær,dk DEN,DF,Milan,31-324,1989,13.1,6,0.46,4,0,0,1,1,0,0,0.00,0,0,0,0,0,0,0,Matches
Ragnar Klavan,ee EST,DF,Cagliari,35-106,1985,4.7,1,0.21,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Justin Kluivert,nl NED,"FW,MF",Roma,21-284,1999,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Aleksandr Kokorin,ru RUS,FW,Fiorentina,29-331,1991,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Aleksandar Kolarov,rs SRB,DF,Inter,35-095,1985,4.3,15,3.46,11,2,0,1,0,1,2,0.46,1,1,0,0,0,0,0,Matches
Christian Kouamé,ci CIV,FW,Fiorentina,23-069,1997,6.8,9,1.32,8,0,0,0,1,0,1,0.15,1,0,0,0,0,0,0,Matches
Kalidou Koulibaly,sn SEN,DF,Napoli,29-238,1991,14.5,7,0.48,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Rade Krunić,ba BIH,MF,Milan,27-129,1993,4.1,8,1.97,7,0,0,0,1,0,1,0.25,0,0,0,0,1,0,0,Matches
Juraj Kucka,sk SVK,"MF,FW",Parma,33-353,1987,16.1,31,1.93,19,0,4,1,7,0,4,0.25,3,0,1,0,0,0,0,Matches
Dejan Kulusevski,se SWE,"FW,MF",Juventus,20-294,2000,9.6,45,4.67,32,5,3,2,2,1,3,0.31,2,0,1,0,0,0,0,Matches
Marash Kumbulla,al ALB,DF,Roma,21-005,2000,9.2,5,0.54,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Jasmin Kurtić,si SVN,MF,Parma,32-034,1989,16.9,32,1.89,19,8,1,4,0,0,2,0.12,1,0,0,1,0,0,0,Matches
Antonino La Gumina,it ITA,FW,Sampdoria,24-344,1996,2.3,2,0.86,1,0,0,1,0,0,1,0.43,0,0,0,1,0,0,0,Matches
Sam Lammers,nl NED,"FW,MF",Atalanta,23-289,1997,2.7,8,2.98,7,0,1,0,0,0,1,0.37,0,0,1,0,0,0,0,Matches
Gianluca Lapadula,pe PER,FW,Benevento,31-006,1990,17.4,48,2.76,31,0,1,7,6,3,6,0.35,4,0,0,1,1,0,0,Matches
Danilo Larangeira,br BRA,DF,Bologna,36-279,1984,21.8,11,0.50,8,1,0,1,1,0,1,0.05,1,0,0,0,0,0,0,Matches
Kevin Lasagna,it ITA,FW,Udinese,28-187,1992,12.3,24,1.96,16,0,1,4,2,1,3,0.24,1,0,1,0,0,1,0,Matches
Kevin Lasagna,it ITA,"MF,FW",Hellas Verona,28-187,1992,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Vincent Laurini,fr FRA,DF,Parma,31-248,1989,3.5,2,0.57,1,0,0,0,0,1,1,0.29,1,0,0,0,0,0,0,Matches
Darko Lazović,rs SRB,"DF,MF",Hellas Verona,30-151,1990,12.0,19,1.58,15,1,1,1,1,0,2,0.17,2,0,0,0,0,0,0,Matches
Manuel Lazzari,it ITA,DF,Lazio,27-076,1993,16.9,30,1.77,27,1,0,1,0,1,6,0.35,5,0,0,1,0,0,0,Matches
Rafael Leão,pt POR,"FW,MF",Milan,21-248,1999,12.6,33,2.61,21,0,7,1,4,0,6,0.47,5,0,1,0,0,0,0,Matches
Lucas Leiva,br BRA,MF,Lazio,34-035,1987,11.8,16,1.36,14,1,0,0,0,1,1,0.08,1,0,0,0,0,0,0,Matches
Lukas Lerager,dk DEN,MF,Genoa,27-216,1993,12.9,18,1.40,17,0,0,0,1,0,3,0.23,3,0,0,0,0,0,0,Matches
Mehdi Léris,fr FRA,"MF,DF",Sampdoria,22-266,1998,2.1,6,2.83,4,1,0,0,0,1,1,0.47,1,0,0,0,0,0,0,Matches
Gaetano Letizia,it ITA,DF,Benevento,30-229,1990,13.6,25,1.84,18,3,1,1,1,1,0,0.00,0,0,0,0,0,0,0,Matches
Matthijs de Ligt,nl NED,DF,Juventus,21-185,1999,9.2,7,0.76,6,0,0,1,0,0,2,0.22,2,0,0,0,0,0,0,Matches
Karol Linetty,pl POL,MF,Torino,26-011,1995,18.2,35,1.92,27,1,4,1,1,1,1,0.05,0,0,0,1,0,0,0,Matches
Pol Lirola,es ESP,"DF,FW",Fiorentina,23-184,1997,5.5,10,1.81,8,1,1,0,0,0,1,0.18,1,0,0,0,0,0,0,Matches
Fernando Llorente,es ESP,"FW,MF",Napoli,35-353,1985,0.6,2,3.46,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Fernando Llorente,es ESP,FW,Udinese,35-353,1985,1.2,4,3.43,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Stanislav Lobotka,sk SVK,MF,Napoli,26-080,1994,1.5,1,0.66,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Manuel Locatelli,it ITA,MF,Sassuolo,23-036,1998,18.7,43,2.30,35,3,1,2,2,0,5,0.27,4,1,0,0,0,0,0,Matches
Maxime Lopez,fr FRA,MF,Sassuolo,23-071,1997,9.3,19,2.04,13,2,3,0,0,1,4,0.43,1,1,2,0,0,0,0,Matches
Pau López,es ESP,GK,Roma,26-062,1994,10.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Matteo Lovato,it ITA,DF,Hellas Verona,20-365,2000,10.6,5,0.47,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Hirving Lozano,mx MEX,FW,Napoli,25-198,1995,16.3,61,3.74,39,0,6,3,9,4,7,0.43,4,0,1,1,1,0,0,Matches
José Luis Palomino,ar ARG,DF,Atalanta,31-039,1990,15.4,11,0.71,11,0,0,0,0,0,2,0.13,2,0,0,0,0,0,0,Matches
Romelu Lukaku,be BEL,FW,Inter,27-276,1993,16.7,57,3.42,42,0,7,7,1,0,10,0.60,7,0,2,1,0,0,0,Matches
Saša Lukić,rs SRB,MF,Torino,24-184,1996,14.8,39,2.64,30,2,2,1,3,1,3,0.20,1,0,0,0,1,1,0,Matches
Senad Lulić,ba BIH,DF,Lazio,35-026,1986,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Sebastiano Luperto,it ITA,DF,Crotone,24-160,1996,12.7,8,0.63,7,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,Matches
Lyanco,br BRA,DF,Torino,24-012,1997,16.3,8,0.49,8,0,0,0,0,0,1,0.06,1,0,0,0,0,0,0,Matches
Charalambos Lykogiannis,gr GRE,DF,Cagliari,27-114,1993,15.9,11,0.69,8,3,0,0,0,0,1,0.06,1,0,0,0,0,0,0,Matches
Lisandro Magallán,ar ARG,DF,Crotone,27-139,1993,13.6,10,0.74,9,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
Christian Maggio,it ITA,DF,Benevento,39-002,1982,3.3,1,0.30,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Giulio Maggiore,it ITA,MF,Spezia,22-338,1998,11.1,19,1.71,15,0,1,1,0,2,1,0.09,1,0,0,0,0,0,0,Matches
Francesco Magnanelli,it ITA,MF,Sassuolo,36-093,1984,2.1,1,0.47,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Giangiacomo Magnani,it ITA,DF,Hellas Verona,25-132,1995,8.8,3,0.34,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Jean-Victor Makengo,fr FRA,MF,Udinese,22-246,1998,1.0,1,1.02,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Nikola Maksimović,rs SRB,DF,Napoli,29-080,1991,7.6,6,0.79,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Kévin Malcuit,ma MAR,"MF,FW",Napoli,29-197,1991,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Kévin Malcuit,ma MAR,DF,Fiorentina,29-197,1991,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Daniel Maldini,it ITA,"FW,MF",Milan,19-125,2001,0.3,3,9.31,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Ruslan Malinovskyi,ua UKR,"FW,MF",Atalanta,27-285,1993,10.3,60,5.80,39,11,4,1,4,1,5,0.48,4,1,0,0,0,0,0,Matches
Dennis Man,ro ROU,"FW,DF",Parma,22-171,1998,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Gianluca Mancini,it ITA,DF,Roma,24-302,1996,16.7,12,0.72,8,0,0,2,0,2,0,0.00,0,0,0,0,0,0,0,Matches
Rolando Mandragora,it ITA,"MF,DF",Torino,23-229,1997,1.0,2,2.00,0,1,0,1,0,0,1,1.00,0,0,0,1,0,0,0,Matches
Rolando Mandragora,it ITA,MF,Udinese,23-229,1997,4.4,7,1.58,7,0,0,0,0,0,1,0.23,1,0,0,0,0,0,0,Matches
Mario Mandžukić,hr CRO,FW,Milan,34-268,1986,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Kostas Manolas,gr GRE,DF,Napoli,29-244,1991,16.6,12,0.72,10,0,1,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
Juan Manuel Ramos,uy URU,DF,Spezia,24-064,1996,2.1,3,1.41,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Federico Marchetti,it ITA,GK,Genoa,38-006,1983,1.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Riccardo Marchizza,it ITA,DF,Spezia,22-324,1998,8.9,12,1.34,8,4,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Gian Marco Ferrari,it ITA,DF,Sassuolo,28-364,1992,20.0,23,1.15,18,0,0,2,2,1,3,0.15,2,0,0,0,1,0,0,Matches
Răzvan Marin,ro ROU,MF,Cagliari,24-266,1996,18.5,45,2.43,26,17,0,0,1,1,3,0.16,2,1,0,0,0,0,0,Matches
Marlon,br BRA,DF,Sassuolo,25-159,1995,7.7,4,0.52,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Luca Marrone,it ITA,DF,Crotone,30-322,1990,14.5,3,0.21,2,0,0,0,0,1,1,0.07,0,0,0,0,0,1,0,Matches
Lucas Martínez Quarta,ar ARG,DF,Fiorentina,24-279,1996,5.3,9,1.71,7,0,1,0,1,0,1,0.19,1,0,0,0,0,0,0,Matches
Lautaro Martínez,ar ARG,FW,Inter,23-175,1997,15.8,39,2.46,29,0,2,3,2,3,7,0.44,5,0,0,1,0,1,0,Matches
Adam Marušić,me MNE,DF,Lazio,28-119,1992,17.3,38,2.20,31,1,1,5,0,0,5,0.29,4,0,0,1,0,0,0,Matches
Andrea Masiello,it ITA,DF,Genoa,35-008,1986,14.0,4,0.29,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Giuseppe Mastinu,it ITA,FW,Spezia,29-127,1991,0.4,1,2.81,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Ryder Matos,br BRA,MF,Udinese,27-352,1993,0.1,3,20.77,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
Federico Mattiello,it ITA,DF,Spezia,25-214,1995,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Borja Mayoral,es ESP,FW,Roma,23-314,1997,6.1,26,4.25,18,0,2,3,2,1,7,1.15,3,0,1,1,2,0,0,Matches
Antonio Mazzotta,it ITA,DF,Crotone,31-195,1989,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Ibrahima Mbaye,sn SEN,DF,Bologna,26-086,1994,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Weston McKennie,us USA,MF,Juventus,22-169,1998,10.8,36,3.32,29,0,3,3,1,0,3,0.28,2,0,0,1,0,0,0,Matches
Gary Medel,cl CHI,"DF,MF",Bologna,33-194,1987,4.7,1,0.21,1,0,0,0,0,0,1,0.21,1,0,0,0,0,0,0,Matches
Soualiho Meïté,fr FRA,MF,Torino,26-333,1994,10.2,18,1.76,14,0,2,2,0,0,3,0.29,1,0,0,2,0,0,0,Matches
Soualiho Meïté,fr FRA,MF,Milan,26-333,1994,1.7,6,3.51,4,0,0,0,1,1,0,0.00,0,0,0,0,0,0,0,Matches
Filippo Melegoni,it ITA,MF,Genoa,21-361,1999,1.2,5,4.13,1,2,1,0,0,1,0,0.00,0,0,0,0,0,0,0,Matches
Arthur Melo,br BRA,MF,Juventus,24-185,1996,9.3,17,1.83,17,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Alex Meret,it ITA,GK,Napoli,23-328,1997,8.0,1,0.12,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Yıldırım Mert Çetin,tr TUR,DF,Hellas Verona,24-043,1997,3.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Dries Mertens,be BEL,"MF,FW",Napoli,33-283,1987,8.6,40,4.64,33,3,1,1,1,1,7,0.81,6,0,0,0,1,0,0,Matches
Junior Messias,br BRA,"FW,MF",Crotone,29-276,1991,19.8,54,2.73,23,6,12,5,6,2,6,0.30,2,1,2,1,0,0,0,Matches
Valentin Mihaila,ro ROU,"MF,FW",Parma,21-011,2000,1.6,1,0.62,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Nikola Milenković,rs SRB,DF,Fiorentina,23-124,1997,18.7,12,0.64,9,0,0,3,0,0,3,0.16,1,0,0,2,0,0,0,Matches
Sergej Milinković-Savić,rs SRB,MF,Lazio,25-352,1995,17.0,45,2.65,40,0,0,2,1,2,13,0.77,11,0,0,0,1,1,0,Matches
Vanja Milinković-Savić,rs SRB,GK,Torino,23-359,1997,2.0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Vincenzo Millico,it ITA,"FW,MF",Torino,20-185,2000,0.2,1,4.29,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Aleksei Miranchuk,ru RUS,"MF,FW",Atalanta,25-119,1995,3.5,13,3.68,9,1,1,1,1,0,1,0.28,0,0,1,0,0,0,0,Matches
Antonio Mirante,it ITA,GK,Roma,37-220,1983,10.8,2,0.18,2,0,0,0,0,0,2,0.18,2,0,0,0,0,0,0,Matches
Henrikh Mkhitaryan,am ARM,"FW,MF",Roma,32-023,1989,19.5,75,3.85,60,1,3,6,4,1,12,0.62,11,0,0,1,0,0,0,Matches
Johan Mojica,co COL,"DF,FW",Atalanta,28-176,1992,3.3,4,1.20,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Nahuel Molina,ar ARG,DF,Udinese,23-073,1997,4.5,11,2.44,10,0,1,0,0,0,3,0.67,3,0,0,0,0,0,0,Matches
Salvatore Molina,it ITA,"MF,DF",Crotone,29-043,1992,12.5,30,2.40,24,2,2,0,1,1,6,0.48,6,0,0,0,0,0,0,Matches
Gabriele Moncini,it ITA,FW,Benevento,24-293,1996,3.4,6,1.78,4,0,1,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
Lorenzo Montipò,it ITA,GK,Benevento,24-359,1996,22.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Luca Mora,it ITA,MF,Spezia,32-279,1988,1.3,1,0.80,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Álvaro Morata,es ESP,FW,Juventus,28-113,1992,11.8,40,3.40,30,0,1,4,5,0,11,0.93,8,0,0,2,1,0,0,Matches
Mert Müldür,tr TUR,DF,Sassuolo,21-316,1999,11.7,11,0.94,9,1,0,0,1,0,1,0.09,1,0,0,0,0,0,0,Matches
Luis Muriel,co COL,FW,Atalanta,29-303,1991,7.2,33,4.57,19,2,5,5,1,1,7,0.97,2,0,2,2,0,1,0,Matches
Vedat Muriqi,xk KVX,FW,Lazio,26-295,1994,3.4,9,2.66,5,0,0,3,1,0,2,0.59,1,0,0,1,0,0,0,Matches
