player,nationality,position,squad,age,birth_year,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,matches
Salvador Ferrer,es ESP,DF,Spezia,23-023,1998,7.0,4,0,0,9,2,0,21,17,8,,,0,,,,,Matches
Fernando Forestieri,it ITA,"FW,MF",Udinese,31-029,1990,3.1,0,0,0,6,7,0,8,1,4,0,0,0,26,4,8,33.3,Matches
Daam Foulon,be BEL,DF,Benevento,21-327,1999,7.8,4,0,0,12,15,0,17,2,7,0,0,0,43,10,5,66.7,Matches
Gianluca Frabotta,it ITA,DF,Juventus,21-234,1999,6.8,3,0,0,10,2,0,30,11,5,0,0,0,59,13,15,46.4,Matches
Remo Freuler,ch SUI,MF,Atalanta,28-304,1992,14.7,3,0,0,18,10,1,8,19,27,0,0,0,209,18,16,52.9,Matches
Matteo Gabbia,it ITA,DF,Milan,21-115,1999,5.0,2,0,0,5,4,0,0,2,3,0,0,0,64,19,5,79.2,Matches
Manolo Gabbiadini,it ITA,"FW,MF",Sampdoria,29-079,1991,1.2,0,0,0,1,3,1,2,1,0,0,0,0,4,1,2,33.3,Matches
Roberto Gagliardini,it ITA,MF,Inter,26-312,1994,9.3,0,0,0,11,10,0,7,9,7,0,0,0,52,16,7,69.6,Matches
Riccardo Gagliolo,se SWE,DF,Parma,30-291,1990,13.6,3,0,0,17,23,0,21,18,21,0,0,0,103,10,17,37.0,Matches
Andrey Galabinov,bg BUL,FW,Spezia,32-078,1988,3.7,0,0,0,3,4,1,1,0,0,0,0,0,12,6,17,26.1,Matches
Gervinho,ci CIV,"FW,MF",Parma,33-262,1987,15.4,0,0,0,6,7,11,16,11,3,0,0,0,60,0,5,0.0,Matches
Paolo Ghiglione,it ITA,"DF,MF",Genoa,24-011,1997,10.9,4,0,0,15,6,1,34,8,10,0,0,0,71,11,16,40.7,Matches
Faouzi Ghoulam,dz ALG,"DF,FW",Napoli,30-012,1991,1.6,0,0,0,1,3,0,10,0,1,0,0,0,13,2,2,50.0,Matches
Kamil Glik,pl POL,DF,Benevento,33-010,1988,22.0,5,0,0,19,13,0,0,18,20,0,0,1,162,49,28,63.6,Matches
Diego Godín,uy URU,DF,Cagliari,34-363,1986,11.9,1,0,0,8,8,2,1,18,11,0,0,0,128,29,13,69.0,Matches
Amer Gojak,ba BIH,"MF,FW",Torino,24-000,1997,3.8,1,0,0,8,9,2,6,2,4,0,0,0,20,3,10,23.1,Matches
Edoardo Goldaniga,it ITA,DF,Genoa,27-103,1993,11.7,6,0,0,16,17,1,10,17,15,0,0,0,96,19,18,51.4,Matches
Vladimir Golemić,si SVN,DF,Crotone,29-230,1991,12.4,3,0,0,16,4,0,3,13,12,0,1,0,117,23,21,52.3,Matches
Pierluigi Gollini,it ITA,GK,Atalanta,25-332,1995,13.7,0,0,0,0,4,0,0,0,0,0,0,0,61,0,0,,Matches
Tomislav Gomelt,hr CRO,MF,Crotone,26-037,1995,0.2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,,Matches
Papu Gómez,ar ARG,"FW,MF",Atalanta,32-364,1988,7.4,0,0,0,10,19,0,6,3,4,0,0,0,64,2,3,40.0,Matches
Robin Gosens,de GER,DF,Atalanta,26-223,1994,14.6,5,0,0,28,15,3,39,19,11,0,0,0,124,18,10,64.3,Matches
Alberto Grassi,it ITA,"DF,MF",Parma,25-343,1995,7.6,1,0,0,4,15,1,5,15,9,0,0,0,66,6,6,50.0,Matches
Koray Günter,de GER,DF,Hellas Verona,26-181,1994,8.3,0,0,0,10,2,0,0,17,7,0,1,0,133,33,29,53.2,Matches
Emanuel Gyasi,gh GHA,FW,Spezia,27-033,1994,18.0,4,0,0,39,31,18,22,11,15,0,0,0,88,13,24,35.1,Matches
Achraf Hakimi,ma MAR,DF,Inter,22-101,1998,15.7,3,0,0,18,22,5,66,8,18,1,0,0,103,6,10,37.5,Matches
Samir Handanović,si SVN,GK,Inter,36-214,1984,21.0,1,0,0,0,1,0,0,0,0,0,0,0,65,0,0,,Matches
Lukáš Haraslín,sk SVK,"FW,MF",Sassuolo,24-263,1996,2.7,0,1,0,4,14,1,5,1,4,0,0,0,10,3,2,60.0,Matches
Hans Hateboer,nl NED,DF,Atalanta,27-035,1994,15.3,2,0,0,15,8,1,19,10,11,0,1,0,90,22,11,66.7,Matches
Eduardo Henrique,br BRA,MF,Crotone,25-272,1995,7.1,3,0,0,12,11,1,1,8,2,0,0,0,54,7,13,35.0,Matches
Theo Hernández,fr FRA,DF,Milan,23-130,1997,18.0,6,0,0,17,40,4,26,20,26,1,0,0,151,33,15,68.8,Matches
Hernani,br BRA,MF,Parma,26-323,1994,13.8,5,0,0,25,15,0,20,11,18,0,0,0,119,20,12,62.5,Matches
Përparim Hetemaj,fi FIN,MF,Benevento,34-063,1986,12.3,2,0,0,22,39,1,20,10,18,0,0,0,109,8,23,25.8,Matches
Aaron Hickey,sco SCO,DF,Bologna,18-248,2002,8.1,3,0,0,9,14,0,6,12,6,0,0,0,78,3,4,42.9,Matches
Wesley Hoedt,nl NED,DF,Lazio,26-344,1994,7.0,4,0,0,9,2,0,0,4,11,0,1,0,79,15,8,65.2,Matches
Elseid Hysaj,al ALB,DF,Napoli,26-359,1994,8.7,0,0,0,4,9,0,8,7,6,0,0,0,84,7,5,58.3,Matches
Simone Iacoponi,it ITA,DF,Parma,33-289,1987,12.3,3,1,0,15,12,2,7,6,15,0,0,1,95,10,8,55.6,Matches
Roger Ibanez,br BRA,DF,Roma,22-082,1998,19.4,4,0,0,39,24,0,2,37,33,0,0,1,203,50,23,68.5,Matches
Zlatan Ibrahimović,se SWE,FW,Milan,39-133,1981,9.8,2,0,0,22,13,26,9,5,4,2,0,0,37,55,33,62.5,Matches
Igor,br BRA,DF,Fiorentina,23-006,1998,10.0,3,0,0,14,5,1,1,18,8,0,1,0,89,15,13,53.6,Matches
Ivan Ilić,rs SRB,MF,Hellas Verona,19-333,2001,11.3,0,0,0,13,14,0,8,16,9,0,0,0,149,19,22,46.3,Matches
Josip Iličić,si SVN,"FW,MF",Atalanta,33-015,1988,10.7,0,0,0,11,48,6,41,2,1,2,0,0,61,0,13,0.0,Matches
Ciro Immobile,it ITA,FW,Lazio,30-359,1990,17.0,3,1,0,22,28,14,15,3,7,1,0,0,81,16,31,34.0,Matches
Riccardo Improta,it ITA,"MF,DF",Benevento,27-056,1993,13.7,5,0,0,16,24,2,29,12,12,0,0,1,92,33,28,54.1,Matches
Roberto Inglese,it ITA,FW,Parma,29-093,1991,6.1,2,0,0,14,10,8,3,1,4,0,0,0,22,12,14,46.2,Matches
Lorenzo Insigne,it ITA,FW,Napoli,29-254,1991,14.7,2,1,0,5,16,7,27,15,9,0,0,0,105,0,1,0.0,Matches
Roberto Insigne,it ITA,"MF,FW",Benevento,26-278,1994,12.5,2,0,0,7,12,2,18,4,3,0,0,0,73,5,13,27.8,Matches
Artur Ioniță,md MDA,MF,Benevento,30-180,1990,19.1,5,0,0,42,17,1,9,11,24,1,0,0,155,39,56,41.1,Matches
Ardian Ismajli,al ALB,DF,Spezia,24-136,1996,2.5,2,1,1,4,0,0,0,8,2,0,0,0,27,9,0,100.0,Matches
Armando Izzo,it ITA,DF,Torino,28-348,1992,8.1,2,0,0,13,19,1,7,17,11,0,0,0,77,19,9,67.9,Matches
Mato Jajalo,ba BIH,MF,Udinese,32-264,1988,0.4,0,0,0,0,1,0,0,0,2,0,0,0,4,0,0,,Matches
Jakub Jankto,cz CZE,MF,Sampdoria,25-025,1996,14.2,6,0,0,8,16,5,36,11,4,0,1,0,95,2,8,20.0,Matches
Juan Jesus,br BRA,DF,Roma,29-248,1991,1.0,0,0,0,0,0,0,0,0,1,0,0,0,5,2,1,66.7,Matches
Hamed Junior Traorè,ci CIV,"FW,MF",Sassuolo,20-363,2000,11.1,2,0,0,13,13,1,13,9,9,0,0,0,72,8,13,38.1,Matches
Nikola Kalinić,hr CRO,FW,Hellas Verona,33-039,1988,7.8,0,0,0,17,18,8,2,0,1,0,0,0,22,13,40,24.5,Matches
Pierre Kalulu,fr FRA,DF,Milan,20-253,2000,5.3,1,0,0,7,2,0,1,13,9,0,1,0,47,8,13,38.1,Matches
Yann Karamoh,fr FRA,"FW,MF",Parma,22-220,1998,9.6,1,0,0,5,8,8,12,3,14,0,0,0,51,3,11,21.4,Matches
Augustus Kargbo,sl SLE,FW,Crotone,21-173,1999,0.4,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,,Matches
Rick Karsdorp,nl NED,DF,Roma,26-002,1995,16.5,1,0,0,19,7,1,29,22,15,0,0,0,105,7,13,35.0,Matches
Franck Kessié,ci CIV,MF,Milan,24-056,1996,19.1,6,0,0,39,16,0,6,21,23,1,1,0,186,27,25,51.9,Matches
Omar Khailoti,it ITA,DF,Bologna,19-161,2001,0.3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Matches
Giorgos Kiriakopoulos,gr GRE,DF,Sassuolo,25-008,1996,8.5,1,0,0,10,2,1,13,7,15,0,0,0,63,9,14,39.1,Matches
Simon Kjær,dk DEN,DF,Milan,31-324,1989,13.1,1,0,0,14,4,0,0,14,10,0,0,0,117,39,22,63.9,Matches
Ragnar Klavan,ee EST,DF,Cagliari,35-106,1985,4.7,0,0,0,2,1,0,0,3,1,0,1,0,40,5,5,50.0,Matches
Justin Kluivert,nl NED,"FW,MF",Roma,21-284,1999,0.2,0,0,0,1,0,0,2,0,0,0,0,0,5,0,1,0.0,Matches
Aleksandr Kokorin,ru RUS,FW,Fiorentina,29-331,1991,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Aleksandar Kolarov,rs SRB,DF,Inter,35-095,1985,4.3,0,0,0,3,4,0,8,2,5,0,1,0,63,13,5,72.2,Matches
Christian Kouamé,ci CIV,FW,Fiorentina,23-069,1997,6.8,2,0,0,15,22,4,5,2,7,0,0,0,30,21,19,52.5,Matches
Kalidou Koulibaly,sn SEN,DF,Napoli,29-238,1991,14.5,3,0,0,14,5,0,5,13,20,0,0,0,137,15,20,42.9,Matches
Rade Krunić,ba BIH,MF,Milan,27-129,1993,4.1,2,0,0,8,11,1,1,2,10,0,1,0,35,6,7,46.2,Matches
Juraj Kucka,sk SVK,"MF,FW",Parma,33-353,1987,16.1,4,0,0,46,50,4,8,15,30,0,0,0,113,57,34,62.6,Matches
Dejan Kulusevski,se SWE,"FW,MF",Juventus,20-294,2000,9.6,5,0,0,16,9,1,17,7,9,0,0,0,46,2,13,13.3,Matches
Marash Kumbulla,al ALB,DF,Roma,21-005,2000,9.2,4,0,0,17,8,0,1,9,5,0,0,0,67,18,6,75.0,Matches
Jasmin Kurtić,si SVN,MF,Parma,32-034,1989,16.9,2,0,0,20,20,3,35,16,18,0,0,0,122,18,18,50.0,Matches
Antonino La Gumina,it ITA,FW,Sampdoria,24-344,1996,2.3,0,0,0,5,2,1,2,2,3,0,0,0,7,10,17,37.0,Matches
Sam Lammers,nl NED,"FW,MF",Atalanta,23-289,1997,2.7,0,0,0,5,3,2,0,0,3,0,0,0,15,9,9,50.0,Matches
Gianluca Lapadula,pe PER,FW,Benevento,31-006,1990,17.4,2,0,0,26,40,16,11,5,12,1,0,0,83,25,71,26.0,Matches
Danilo Larangeira,br BRA,DF,Bologna,36-279,1984,21.8,4,0,0,23,12,1,3,22,16,0,0,0,207,54,41,56.8,Matches
Kevin Lasagna,it ITA,FW,Udinese,28-187,1992,12.3,1,0,0,20,11,9,10,7,3,0,0,0,54,19,38,33.3,Matches
Kevin Lasagna,it ITA,"MF,FW",Hellas Verona,28-187,1992,1.0,0,0,0,2,1,2,0,0,0,0,0,0,4,4,5,44.4,Matches
Vincent Laurini,fr FRA,DF,Parma,31-248,1989,3.5,1,0,0,5,4,0,4,2,4,0,0,0,34,4,2,66.7,Matches
Darko Lazović,rs SRB,"DF,MF",Hellas Verona,30-151,1990,12.0,2,0,0,5,1,3,42,7,11,0,0,0,95,9,14,39.1,Matches
Manuel Lazzari,it ITA,DF,Lazio,27-076,1993,16.9,2,0,0,19,26,1,70,17,6,0,0,1,108,7,9,43.8,Matches
Rafael Leão,pt POR,"FW,MF",Milan,21-248,1999,12.6,5,0,0,17,15,3,25,2,5,1,0,0,49,25,33,43.1,Matches
Lucas Leiva,br BRA,MF,Lazio,34-035,1987,11.8,7,0,0,23,14,0,4,20,20,0,0,0,180,26,14,65.0,Matches
Lukas Lerager,dk DEN,MF,Genoa,27-216,1993,12.9,0,0,0,16,16,3,2,14,20,0,0,0,135,10,14,41.7,Matches
Mehdi Léris,fr FRA,"MF,DF",Sampdoria,22-266,1998,2.1,0,0,0,7,2,0,9,7,6,0,0,0,27,7,5,58.3,Matches
Gaetano Letizia,it ITA,DF,Benevento,30-229,1990,13.6,1,0,0,12,9,0,40,13,22,0,0,0,125,11,5,68.8,Matches
Matthijs de Ligt,nl NED,DF,Juventus,21-185,1999,9.2,2,0,0,16,10,1,1,6,9,0,0,0,102,22,17,56.4,Matches
Karol Linetty,pl POL,MF,Torino,26-011,1995,18.2,4,0,0,27,23,1,5,14,28,0,0,0,153,8,15,34.8,Matches
Pol Lirola,es ESP,"DF,FW",Fiorentina,23-184,1997,5.5,3,0,0,4,3,1,20,5,5,0,0,0,39,4,5,44.4,Matches
Fernando Llorente,es ESP,FW,Udinese,35-353,1985,1.2,1,0,0,9,3,1,0,1,2,0,0,0,4,11,8,57.9,Matches
Fernando Llorente,es ESP,"FW,MF",Napoli,35-353,1985,0.6,0,0,0,3,1,0,1,0,0,0,0,0,3,3,3,50.0,Matches
Stanislav Lobotka,sk SVK,MF,Napoli,26-080,1994,1.5,2,0,0,5,0,0,0,1,1,0,0,0,15,2,2,50.0,Matches
Manuel Locatelli,it ITA,MF,Sassuolo,23-036,1998,18.7,7,0,0,36,26,0,15,28,31,0,1,0,203,38,27,58.5,Matches
Maxime Lopez,fr FRA,MF,Sassuolo,23-071,1997,9.3,5,0,0,10,8,0,5,10,8,0,0,0,48,3,4,42.9,Matches
Pau López,es ESP,GK,Roma,26-062,1994,10.2,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,,Matches
Matteo Lovato,it ITA,DF,Hellas Verona,20-365,2000,10.6,3,0,0,21,3,0,2,14,10,0,1,0,133,31,23,57.4,Matches
Hirving Lozano,mx MEX,FW,Napoli,25-198,1995,16.3,4,0,0,28,55,7,49,9,15,1,0,0,83,9,18,33.3,Matches
José Luis Palomino,ar ARG,DF,Atalanta,31-039,1990,15.4,3,0,0,31,9,2,7,32,25,0,1,0,214,44,26,62.9,Matches
Romelu Lukaku,be BEL,FW,Inter,27-276,1993,16.7,3,0,0,21,23,10,17,0,2,0,0,0,40,19,33,36.5,Matches
Saša Lukić,rs SRB,MF,Torino,24-184,1996,14.8,3,0,0,29,21,2,16,10,15,1,0,0,100,14,34,29.2,Matches
Senad Lulić,ba BIH,DF,Lazio,35-026,1986,0.5,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,,Matches
Sebastiano Luperto,it ITA,DF,Crotone,24-160,1996,12.7,5,1,1,18,11,0,0,7,13,0,0,0,115,11,13,45.8,Matches
Lyanco,br BRA,DF,Torino,24-012,1997,16.3,7,0,0,18,10,0,3,38,7,0,0,0,178,34,21,61.8,Matches
Charalambos Lykogiannis,gr GRE,DF,Cagliari,27-114,1993,15.9,5,1,1,13,14,0,38,15,11,0,1,0,122,32,13,71.1,Matches
Lisandro Magallán,ar ARG,DF,Crotone,27-139,1993,13.6,6,0,0,33,11,0,0,20,30,0,0,0,140,24,16,60.0,Matches
Christian Maggio,it ITA,DF,Benevento,39-002,1982,3.3,2,0,0,6,7,0,3,2,5,0,0,0,26,5,7,41.7,Matches
Giulio Maggiore,it ITA,MF,Spezia,22-338,1998,11.1,2,0,0,28,15,0,9,13,19,0,0,0,87,11,12,47.8,Matches
Francesco Magnanelli,it ITA,MF,Sassuolo,36-093,1984,2.1,1,0,0,1,3,0,0,3,3,0,0,0,38,2,7,22.2,Matches
Giangiacomo Magnani,it ITA,DF,Hellas Verona,25-132,1995,8.8,5,0,0,20,16,0,1,26,5,0,0,1,102,44,20,68.8,Matches
Jean-Victor Makengo,fr FRA,MF,Udinese,22-246,1998,1.0,1,0,0,5,2,0,1,0,3,0,0,0,12,3,0,100.0,Matches
Nikola Maksimović,rs SRB,DF,Napoli,29-080,1991,7.6,0,0,0,3,2,0,1,9,2,0,0,0,93,26,9,74.3,Matches
Kévin Malcuit,ma MAR,"MF,FW",Napoli,29-197,1991,0.4,0,0,0,0,0,0,0,2,0,0,0,0,2,1,2,33.3,Matches
Kévin Malcuit,ma MAR,DF,Fiorentina,29-197,1991,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100.0,Matches
Daniel Maldini,it ITA,"FW,MF",Milan,19-125,2001,0.3,0,0,0,4,1,0,1,0,0,0,0,0,5,0,0,,Matches
Ruslan Malinovskyi,ua UKR,"FW,MF",Atalanta,27-285,1993,10.3,2,0,0,21,29,1,16,2,11,0,0,0,72,12,14,46.2,Matches
Dennis Man,ro ROU,"FW,DF",Parma,22-171,1998,0.6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0.0,Matches
Gianluca Mancini,it ITA,DF,Roma,24-302,1996,16.7,6,0,0,36,16,2,4,30,25,0,1,0,130,36,21,63.2,Matches
Rolando Mandragora,it ITA,"MF,DF",Torino,23-229,1997,1.0,0,0,0,1,2,0,2,3,0,0,0,0,14,1,1,50.0,Matches
Rolando Mandragora,it ITA,MF,Udinese,23-229,1997,4.4,0,0,0,5,4,1,3,3,5,0,1,0,37,6,2,75.0,Matches
Mario Mandžukić,hr CRO,FW,Milan,34-268,1986,0.6,0,0,0,0,1,1,0,1,2,0,0,0,4,5,3,62.5,Matches
Kostas Manolas,gr GRE,DF,Napoli,29-244,1991,16.6,2,0,0,14,6,1,2,11,13,0,0,0,129,32,17,65.3,Matches
Juan Manuel Ramos,uy URU,DF,Spezia,24-064,1996,2.1,1,0,0,3,2,0,2,0,0,0,0,0,18,3,0,100.0,Matches
Federico Marchetti,it ITA,GK,Genoa,38-006,1983,1.7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,Matches
Riccardo Marchizza,it ITA,DF,Spezia,22-324,1998,8.9,3,0,0,12,10,2,18,9,5,0,0,0,88,12,7,63.2,Matches
Gian Marco Ferrari,it ITA,DF,Sassuolo,28-364,1992,20.0,5,0,0,21,24,0,2,20,16,1,0,0,174,47,27,63.5,Matches
Răzvan Marin,ro ROU,MF,Cagliari,24-266,1996,18.5,3,0,0,27,14,3,22,16,26,0,0,0,167,8,9,47.1,Matches
Marlon,br BRA,DF,Sassuolo,25-159,1995,7.7,2,0,0,5,3,0,0,8,10,0,0,0,64,13,11,54.2,Matches
Luca Marrone,it ITA,DF,Crotone,30-322,1990,14.5,5,0,0,27,11,0,0,10,18,0,1,1,160,17,12,58.6,Matches
Lucas Martínez Quarta,ar ARG,DF,Fiorentina,24-279,1996,5.3,1,1,0,6,4,0,2,9,11,0,0,0,34,8,12,40.0,Matches
Lautaro Martínez,ar ARG,FW,Inter,23-175,1997,15.8,3,0,0,35,24,8,8,11,7,0,0,0,67,15,38,28.3,Matches
Adam Marušić,me MNE,DF,Lazio,28-119,1992,17.3,2,0,0,10,9,2,33,22,17,0,0,0,105,22,12,64.7,Matches
Andrea Masiello,it ITA,DF,Genoa,35-008,1986,14.0,4,0,0,7,8,1,3,18,10,0,1,0,123,14,15,48.3,Matches
Giuseppe Mastinu,it ITA,FW,Spezia,29-127,1991,0.4,0,0,0,1,1,0,0,1,1,0,0,0,4,0,0,,Matches
Ryder Matos,br BRA,MF,Udinese,27-352,1993,0.1,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,,Matches
Federico Mattiello,it ITA,DF,Spezia,25-214,1995,0.4,0,0,0,0,1,0,1,1,0,0,0,0,7,1,2,33.3,Matches
Borja Mayoral,es ESP,FW,Roma,23-314,1997,6.1,1,0,0,5,9,5,1,1,2,1,0,0,13,6,26,18.8,Matches
Antonio Mazzotta,it ITA,DF,Crotone,31-195,1989,0.6,1,0,0,2,0,0,1,0,0,0,0,0,1,1,0,100.0,Matches
Ibrahima Mbaye,sn SEN,DF,Bologna,26-086,1994,0.8,1,0,0,1,1,1,0,2,1,0,0,0,6,2,0,100.0,Matches
Weston McKennie,us USA,MF,Juventus,22-169,1998,10.8,3,0,0,23,5,4,7,12,18,0,0,0,72,23,18,56.1,Matches
Gary Medel,cl CHI,"DF,MF",Bologna,33-194,1987,4.7,0,0,0,3,5,0,0,9,6,0,0,0,57,6,6,50.0,Matches
Soualiho Meïté,fr FRA,MF,Torino,26-333,1994,10.2,0,0,0,11,9,1,3,10,6,0,0,0,82,10,8,55.6,Matches
Soualiho Meïté,fr FRA,MF,Milan,26-333,1994,1.7,0,0,0,4,4,0,1,2,2,0,0,0,14,3,0,100.0,Matches
Filippo Melegoni,it ITA,MF,Genoa,21-361,1999,1.2,0,0,0,1,2,0,3,4,3,0,0,0,11,2,1,66.7,Matches
Arthur Melo,br BRA,MF,Juventus,24-185,1996,9.3,3,0,0,8,15,0,0,11,8,0,0,0,101,1,4,20.0,Matches
Alex Meret,it ITA,GK,Napoli,23-328,1997,8.0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,,Matches
Yıldırım Mert Çetin,tr TUR,DF,Hellas Verona,24-043,1997,3.1,0,0,0,3,4,0,0,5,2,0,0,0,45,15,7,68.2,Matches
Dries Mertens,be BEL,"MF,FW",Napoli,33-283,1987,8.6,0,0,0,9,6,2,22,5,11,0,0,0,47,0,5,0.0,Matches
Junior Messias,br BRA,"FW,MF",Crotone,29-276,1991,19.8,5,0,0,22,57,4,36,11,27,0,0,0,119,18,44,29.0,Matches
Valentin Mihaila,ro ROU,"MF,FW",Parma,21-011,2000,1.6,0,0,0,0,1,0,2,0,2,0,0,0,10,0,3,0.0,Matches
Nikola Milenković,rs SRB,DF,Fiorentina,23-124,1997,18.7,3,1,0,30,9,0,2,13,27,0,0,0,208,74,14,84.1,Matches
Sergej Milinković-Savić,rs SRB,MF,Lazio,25-352,1995,17.0,2,0,0,33,32,6,20,16,24,1,0,0,127,64,46,58.2,Matches
Vanja Milinković-Savić,rs SRB,GK,Torino,23-359,1997,2.0,0,1,0,0,1,0,0,0,0,0,0,0,7,0,0,,Matches
Vincenzo Millico,it ITA,"FW,MF",Torino,20-185,2000,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
Aleksei Miranchuk,ru RUS,"MF,FW",Atalanta,25-119,1995,3.5,0,0,0,7,8,0,6,4,4,0,0,0,29,8,3,72.7,Matches
Antonio Mirante,it ITA,GK,Roma,37-220,1983,10.8,2,0,0,0,2,0,0,0,0,0,0,0,71,0,0,,Matches
Henrikh Mkhitaryan,am ARM,"FW,MF",Roma,32-023,1989,19.5,1,0,0,23,29,7,30,21,18,0,0,0,151,13,22,37.1,Matches
Johan Mojica,co COL,"DF,FW",Atalanta,28-176,1992,3.3,1,0,0,4,1,0,13,2,5,0,1,0,40,4,6,40.0,Matches
Nahuel Molina,ar ARG,DF,Udinese,23-073,1997,4.5,0,0,0,1,2,1,15,8,9,0,0,0,28,3,3,50.0,Matches
Salvatore Molina,it ITA,"MF,DF",Crotone,29-043,1992,12.5,1,0,0,10,28,0,23,8,14,0,0,0,116,14,11,56.0,Matches
Gabriele Moncini,it ITA,FW,Benevento,24-293,1996,3.4,0,0,0,7,8,2,0,1,1,0,0,0,10,8,10,44.4,Matches
Lorenzo Montipò,it ITA,GK,Benevento,24-359,1996,22.0,1,0,0,1,6,0,0,0,0,0,1,0,96,0,0,,Matches
Luca Mora,it ITA,MF,Spezia,32-279,1988,1.3,0,0,0,2,2,0,1,1,3,0,0,0,5,3,2,60.0,Matches
Álvaro Morata,es ESP,FW,Juventus,28-113,1992,11.8,2,1,0,20,31,15,13,3,7,1,0,0,45,21,13,61.8,Matches
Mert Müldür,tr TUR,DF,Sassuolo,21-316,1999,11.7,1,0,0,8,8,0,19,17,13,0,0,0,89,8,19,29.6,Matches
Luis Muriel,co COL,FW,Atalanta,29-303,1991,7.2,0,0,0,14,7,3,14,3,5,0,0,0,44,15,21,41.7,Matches
Vedat Muriqi,xk KVX,FW,Lazio,26-295,1994,3.4,1,0,0,6,9,4,2,0,2,0,0,0,18,19,15,55.9,Matches
Nicola Murru,it ITA,DF,Torino,26-059,1994,4.8,0,0,0,9,10,0,14,5,7,0,0,0,46,8,9,47.1,Matches
Mateo Musacchio,ar ARG,DF,Milan,30-171,1990,0.4,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,,Matches
Mateo Musacchio,ar ARG,DF,Lazio,30-171,1990,1.5,1,0,0,0,2,0,0,3,0,0,0,0,12,1,5,16.7,Matches
Juan Musso,ar ARG,GK,Udinese,26-283,1994,19.0,3,0,0,1,3,0,0,0,0,0,1,0,99,0,0,,Matches
Joakim Mæhle,dk DEN,DF,Atalanta,23-269,1997,2.8,0,0,0,3,8,0,9,1,2,0,0,0,25,3,2,60.0,Matches
Mbala N'Zola,fr FRA,FW,Spezia,24-179,1996,12.0,1,0,0,32,16,16,2,3,5,0,1,0,61,15,51,22.7,Matches
Radja Nainggolan,be BEL,MF,Cagliari,32-285,1988,5.6,1,0,0,2,2,0,19,7,9,0,0,0,63,3,9,25.0,Matches
Radja Nainggolan,be BEL,MF,Inter,32-285,1988,0.5,0,0,0,1,0,0,0,0,2,0,0,0,3,0,0,,Matches
Nahitan Nández,uy URU,"MF,FW",Cagliari,25-047,1995,14.2,6,1,0,18,34,2,35,11,22,0,0,0,105,18,21,46.2,Matches
Ilija Nestorovski,mk MKD,FW,Udinese,30-338,1990,3.4,0,0,0,7,6,3,3,1,1,0,0,0,23,7,9,43.8,Matches
Nicolas Nkoulou,cm CMR,DF,Torino,30-323,1990,6.9,2,0,0,5,7,0,0,14,4,0,2,0,49,9,12,42.9,Matches
Bram Nuytinck,nl NED,DF,Udinese,30-285,1990,5.6,1,0,0,3,3,0,0,6,3,0,0,0,52,16,4,80.0,Matches
Simeon Nwankwo,ng NGA,FW,Crotone,28-282,1992,18.2,1,0,0,23,23,12,4,2,4,0,0,0,74,24,42,36.4,Matches
Pedro Obiang,gq EQG,MF,Sassuolo,28-323,1992,8.1,3,1,0,14,7,0,1,7,14,0,0,0,72,13,11,54.2,Matches
Brain Oddei,it ITA,"MF,FW",Sassuolo,18-148,2002,0.2,0,0,0,0,0,0,4,0,2,0,0,0,4,0,0,,Matches
Stefano Okaka,it ITA,FW,Udinese,31-188,1989,7.6,1,0,0,15,10,6,2,2,6,0,0,0,20,17,23,42.5,Matches
Christian Oliva,uy URU,MF,Cagliari,24-257,1996,4.3,2,0,0,7,5,0,2,5,4,0,0,0,42,5,4,55.6,Matches
Jerome Onguene,cm CMR,DF,Genoa,23-053,1997,0.5,0,0,0,0,0,0,0,3,0,0,0,0,3,1,1,50.0,Matches
Riccardo Orsolini,it ITA,"FW,MF",Bologna,24-020,1997,11.6,0,0,0,11,19,6,18,3,6,0,1,0,64,15,15,50.0,Matches
Victor Osimhen,ng NGA,FW,Napoli,22-046,1998,5.9,1,0,0,6,10,2,8,3,3,0,0,0,18,13,26,33.3,Matches
Yordan Osorio,ve VEN,DF,Parma,26-279,1994,10.8,1,0,0,7,8,0,1,21,10,0,0,0,97,17,10,63.0,Matches
David Ospina,co COL,GK,Napoli,32-166,1988,12.0,2,0,0,1,2,0,0,0,0,0,1,0,57,0,0,,Matches
Adam Ounas,dz ALG,"MF,FW",Cagliari,24-094,1996,3.4,0,0,0,3,9,1,11,5,1,0,0,0,27,3,5,37.5,Matches
