player,nationality,position,squad,age,birth_year,minutes_90s,goals,shots_total,shots_on_target,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,matches
Samuel Di Carmine,it ITA,FW,Crotone,32-146,1988,1.5,0,4,1,25.0,2.73,0.68,0.00,0.00,9.2,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
Giovanni Di Lorenzo,it ITA,DF,Napoli,27-193,1993,19.0,0,16,6,37.5,0.84,0.32,0.00,0.00,12.8,0,0,0,1.3,1.3,0.08,-1.3,-1.3,Matches
Giuseppe Di Serio,it ITA,"MF,FW",Benevento,19-208,2001,1.9,0,4,2,50.0,2.16,1.08,0.00,0.00,14.8,0,0,0,0.5,0.5,0.11,-0.5,-0.5,Matches
Amad Diallo,ci CIV,MF,Atalanta,18-217,2002,0.2,0,1,0,0.0,6.43,0.00,0.00,,21.5,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Amadou Diawara,gn GUI,MF,Roma,23-211,1997,1.8,0,2,0,0.0,1.10,0.00,0.00,,26.7,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Brahim Díaz,es ESP,"MF,FW",Milan,21-194,1999,7.7,1,17,4,23.5,2.20,0.52,0.06,0.25,16.5,0,0,0,2.1,2.1,0.12,-1.1,-1.1,Matches
Daan Dierckx,be BEL,DF,Parma,17-355,2003,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Mitchell Dijks,nl NED,DF,Bologna,28-004,1993,9.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Federico Dimarco,it ITA,DF,Hellas Verona,23-095,1997,17.9,3,17,6,35.3,0.95,0.34,0.18,0.50,19.1,2,0,0,1.0,1.0,0.06,+2.0,+2.0,Matches
Koffi Djidji,ci CIV,DF,Crotone,28-075,1992,4.5,0,1,0,0.0,0.22,0.00,0.00,,3.6,0,0,0,0.1,0.1,0.14,-0.1,-0.1,Matches
Berat Djimsiti,al ALB,DF,Atalanta,27-360,1993,15.3,0,6,1,16.7,0.39,0.07,0.00,0.00,9.6,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
Nicolás Domínguez,ar ARG,MF,Bologna,22-230,1998,9.4,1,11,4,36.4,1.18,0.43,0.09,0.25,19.5,0,0,0,0.8,0.8,0.07,+0.2,+0.2,Matches
Gianluigi Donnarumma,it ITA,GK,Milan,21-354,1999,20.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Bartłomiej Drągowski,pl POL,GK,Fiorentina,23-178,1997,21.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Denis Drăguș,ro ROU,"FW,MF",Crotone,21-222,1999,1.9,0,3,0,0.0,1.60,0.00,0.00,,26.7,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Radu Drăgușin,ro ROU,DF,Juventus,19-010,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Léo Duarte,br BRA,DF,Milan,24-211,1996,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Alfred Duncan,gh GHA,MF,Fiorentina,27-340,1993,1.8,0,1,0,0.0,0.56,0.00,0.00,,25.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Alfred Duncan,gh GHA,MF,Cagliari,27-340,1993,1.5,0,1,0,0.0,0.66,0.00,0.00,,27.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Paulo Dybala,ar ARG,FW,Juventus,27-090,1993,7.2,2,29,7,24.1,4.05,0.98,0.07,0.29,18.3,3,0,0,2.7,2.7,0.09,-0.7,-0.7,Matches
Edin Džeko,ba BIH,FW,Roma,34-333,1986,13.3,7,41,17,41.5,3.07,1.27,0.17,0.41,11.0,0,0,0,9.4,9.4,0.23,-2.4,-2.4,Matches
Steeve-Mike Ebongue,fr FRA,MF,Genoa,19-359,2001,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Simone Edera,it ITA,"DF,MF",Torino,24-035,1997,0.6,0,3,1,33.3,5.19,1.73,0.00,0.00,27.5,2,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Albin Ekdal,se SWE,MF,Sampdoria,31-200,1989,16.3,2,12,3,25.0,0.74,0.18,0.17,0.67,18.0,0,0,0,0.7,0.7,0.06,+1.3,+1.3,Matches
Elif Elmas,mk MKD,"MF,FW",Napoli,21-142,1999,5.3,2,9,5,55.6,1.69,0.94,0.22,0.40,16.5,0,0,0,1.2,1.2,0.14,+0.8,+0.8,Matches
Manu Emmanuel Gyabuaa,it ITA,MF,Atalanta,19-145,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Alan Empereur,br BRA,DF,Hellas Verona,26-340,1994,2.4,0,1,0,0.0,0.41,0.00,0.00,,7.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Christian Eriksen,dk DEN,"MF,DF",Inter,28-365,1992,4.3,0,7,2,28.6,1.64,0.47,0.00,0.00,17.9,1,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches
Martin Erlic,hr CRO,DF,Spezia,23-020,1998,9.6,1,5,1,20.0,0.52,0.10,0.20,1.00,9.1,0,0,0,0.5,0.5,0.09,+0.5,+0.5,Matches
Gonzalo Escalante,ar ARG,MF,Lazio,27-323,1993,5.6,0,4,2,50.0,0.72,0.36,0.00,0.00,20.7,0,0,0,0.5,0.5,0.13,-0.5,-0.5,Matches
Nahuel Estévez,ar ARG,MF,Spezia,25-091,1995,10.6,0,14,6,42.9,1.32,0.57,0.00,0.00,17.9,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches
Valentin Eysseric,fr FRA,"FW,MF",Fiorentina,28-325,1992,2.3,0,4,2,50.0,1.77,0.89,0.00,0.00,17.4,0,0,0,0.4,0.4,0.10,-0.4,-0.4,Matches
Iago Falque,es ESP,"MF,FW",Benevento,31-040,1990,2.7,1,6,1,16.7,2.23,0.37,0.17,1.00,21.3,0,0,0,0.2,0.2,0.03,+0.8,+0.8,Matches
Andri Fannar Baldursson,is ISL,MF,Bologna,19-034,2002,1.3,0,1,0,0.0,0.79,0.00,0.00,,10.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Paolo Faragò,it ITA,"DF,MF",Cagliari,28-001,1993,4.1,0,3,0,0.0,0.73,0.00,0.00,,16.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Davide Faraoni,it ITA,DF,Hellas Verona,29-111,1991,17.6,0,15,3,20.0,0.85,0.17,0.00,0.00,12.6,0,0,0,2.0,2.0,0.14,-2.0,-2.0,Matches
Mohamed Fares,dz ALG,DF,Lazio,24-364,1996,4.7,0,2,1,50.0,0.42,0.21,0.00,0.00,7.4,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
Diego Farias,br BRA,FW,Spezia,30-279,1990,10.1,3,17,6,35.3,1.69,0.60,0.18,0.50,15.4,0,0,0,1.7,1.7,0.10,+1.3,+1.3,Matches
Andrea Favilli,it ITA,FW,Hellas Verona,23-272,1997,3.0,2,12,4,33.3,4.00,1.33,0.17,0.50,12.5,0,0,0,1.8,1.8,0.15,+0.2,+0.2,Matches
Luiz Felipe,br BRA,DF,Lazio,23-328,1997,8.3,0,3,0,0.0,0.36,0.00,0.00,,15.2,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
Alex Ferrari,it ITA,DF,Sampdoria,26-227,1994,4.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Salvador Ferrer,es ESP,DF,Spezia,23-023,1998,7.0,0,1,0,0.0,0.14,0.00,0.00,,,,0,0,,,,,,Matches
Fernando Forestieri,it ITA,"FW,MF",Udinese,31-029,1990,3.1,1,7,1,14.3,2.25,0.32,0.14,1.00,17.3,0,0,0,0.9,0.9,0.13,+0.1,+0.1,Matches
Daam Foulon,be BEL,DF,Benevento,21-327,1999,7.8,0,1,0,0.0,0.13,0.00,0.00,,26.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Gianluca Frabotta,it ITA,DF,Juventus,21-234,1999,6.8,0,4,2,50.0,0.58,0.29,0.00,0.00,17.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Remo Freuler,ch SUI,MF,Atalanta,28-304,1992,14.7,1,11,1,9.1,0.75,0.07,0.09,1.00,17.1,0,0,0,0.8,0.8,0.07,+0.2,+0.2,Matches
Matteo Gabbia,it ITA,DF,Milan,21-115,1999,5.0,0,5,0,0.0,0.99,0.00,0.00,,13.2,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches
Manolo Gabbiadini,it ITA,"FW,MF",Sampdoria,29-079,1991,1.2,0,3,1,33.3,2.50,0.83,0.00,0.00,21.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Roberto Gagliardini,it ITA,MF,Inter,26-312,1994,9.3,2,13,4,30.8,1.40,0.43,0.15,0.50,16.0,0,0,0,0.7,0.7,0.06,+1.3,+1.3,Matches
Riccardo Gagliolo,se SWE,DF,Parma,30-291,1990,13.6,1,12,1,8.3,0.88,0.07,0.08,1.00,12.2,0,0,0,1.4,1.4,0.11,-0.4,-0.4,Matches
Andrey Galabinov,bg BUL,FW,Spezia,32-078,1988,3.7,3,6,3,50.0,1.61,0.81,0.50,1.00,10.8,0,0,0,1.2,1.2,0.20,+1.8,+1.8,Matches
Gervinho,ci CIV,"FW,MF",Parma,33-262,1987,15.4,4,22,6,27.3,1.43,0.39,0.18,0.67,14.3,0,0,0,2.9,2.9,0.13,+1.1,+1.1,Matches
Paolo Ghiglione,it ITA,"DF,MF",Genoa,24-011,1997,10.9,0,9,2,22.2,0.82,0.18,0.00,0.00,21.2,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
Faouzi Ghoulam,dz ALG,"DF,FW",Napoli,30-012,1991,1.6,0,1,0,0.0,0.61,0.00,0.00,,31.9,1,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Kamil Glik,pl POL,DF,Benevento,33-010,1988,22.0,0,15,5,33.3,0.68,0.23,0.00,0.00,10.2,0,0,0,1.7,1.7,0.11,-1.7,-1.7,Matches
Diego Godín,uy URU,DF,Cagliari,34-363,1986,11.9,1,5,2,40.0,0.42,0.17,0.20,0.50,9.8,0,0,0,0.3,0.3,0.05,+0.7,+0.7,Matches
Amer Gojak,ba BIH,"MF,FW",Torino,24-000,1997,3.8,1,2,1,50.0,0.52,0.26,0.50,1.00,10.6,0,0,0,0.6,0.6,0.29,+0.4,+0.4,Matches
Edoardo Goldaniga,it ITA,DF,Genoa,27-103,1993,11.7,0,2,0,0.0,0.17,0.00,0.00,,18.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Vladimir Golemić,si SVN,DF,Crotone,29-230,1991,12.4,2,5,2,40.0,0.40,0.16,0.20,0.50,9.9,0,1,1,1.2,0.4,0.08,+0.8,+0.6,Matches
Pierluigi Gollini,it ITA,GK,Atalanta,25-332,1995,13.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Tomislav Gomelt,hr CRO,MF,Crotone,26-037,1995,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Papu Gómez,ar ARG,"FW,MF",Atalanta,32-364,1988,7.4,4,29,12,41.4,3.92,1.62,0.14,0.33,19.4,1,0,0,2.2,2.2,0.08,+1.8,+1.8,Matches
Robin Gosens,de GER,DF,Atalanta,26-223,1994,14.6,5,24,9,37.5,1.64,0.62,0.21,0.56,12.1,0,0,0,3.3,3.3,0.14,+1.7,+1.7,Matches
Alberto Grassi,it ITA,"DF,MF",Parma,25-343,1995,7.6,0,5,2,40.0,0.66,0.26,0.00,0.00,22.8,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
Koray Günter,de GER,DF,Hellas Verona,26-181,1994,8.3,0,2,1,50.0,0.24,0.12,0.00,0.00,19.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Emanuel Gyasi,gh GHA,FW,Spezia,27-033,1994,18.0,2,19,12,63.2,1.05,0.67,0.11,0.17,12.4,0,0,0,4.1,4.1,0.21,-2.1,-2.1,Matches
Achraf Hakimi,ma MAR,DF,Inter,22-101,1998,15.7,6,24,11,45.8,1.53,0.70,0.25,0.55,15.4,1,0,0,3.1,3.1,0.13,+2.9,+2.9,Matches
Samir Handanović,si SVN,GK,Inter,36-214,1984,21.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Lukáš Haraslín,sk SVK,"FW,MF",Sassuolo,24-263,1996,2.7,0,7,4,57.1,2.56,1.46,0.00,0.00,17.5,1,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
Hans Hateboer,nl NED,DF,Atalanta,27-035,1994,15.3,2,22,11,50.0,1.44,0.72,0.09,0.18,11.3,0,0,0,2.6,2.6,0.12,-0.6,-0.6,Matches
Eduardo Henrique,br BRA,MF,Crotone,25-272,1995,7.1,1,7,1,14.3,0.99,0.14,0.14,1.00,19.7,0,0,0,1.1,1.1,0.16,-0.1,-0.1,Matches
Theo Hernández,fr FRA,DF,Milan,23-130,1997,18.0,4,26,9,34.6,1.44,0.50,0.15,0.44,20.3,1,0,0,1.9,1.9,0.07,+2.1,+2.1,Matches
Hernani,br BRA,MF,Parma,26-323,1994,13.8,3,14,3,21.4,1.01,0.22,0.21,1.00,23.4,3,0,0,1.1,1.1,0.08,+1.9,+1.9,Matches
Përparim Hetemaj,fi FIN,MF,Benevento,34-063,1986,12.3,0,7,2,28.6,0.57,0.16,0.00,0.00,22.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
Aaron Hickey,sco SCO,DF,Bologna,18-248,2002,8.1,0,3,1,33.3,0.37,0.12,0.00,0.00,28.1,1,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Wesley Hoedt,nl NED,DF,Lazio,26-344,1994,7.0,0,2,0,0.0,0.28,0.00,0.00,,13.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Elseid Hysaj,al ALB,DF,Napoli,26-359,1994,8.7,0,6,0,0.0,0.69,0.00,0.00,,24.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Simone Iacoponi,it ITA,DF,Parma,33-289,1987,12.3,0,4,2,50.0,0.33,0.16,0.00,0.00,36.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Roger Ibanez,br BRA,DF,Roma,22-082,1998,19.4,0,9,2,22.2,0.46,0.10,0.00,0.00,16.1,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
Zlatan Ibrahimović,se SWE,FW,Milan,39-133,1981,9.8,14,50,21,42.0,5.11,2.15,0.22,0.52,16.4,5,3,6,12.4,8.3,0.17,+1.6,+2.7,Matches
Igor,br BRA,DF,Fiorentina,23-006,1998,10.0,0,1,1,100.0,0.10,0.10,0.00,0.00,6.0,0,0,0,0.1,0.1,0.14,-0.1,-0.1,Matches
Ivan Ilić,rs SRB,MF,Hellas Verona,19-333,2001,11.3,1,9,2,22.2,0.80,0.18,0.11,0.50,21.5,1,0,0,0.9,0.9,0.10,+0.1,+0.1,Matches
Josip Iličić,si SVN,"FW,MF",Atalanta,33-015,1988,10.7,4,40,11,27.5,3.74,1.03,0.08,0.27,19.2,2,1,1,3.5,2.7,0.07,+0.5,+0.3,Matches
Ciro Immobile,it ITA,FW,Lazio,30-359,1990,17.0,14,58,24,41.4,3.41,1.41,0.19,0.46,16.7,0,3,4,9.7,6.7,0.12,+4.3,+4.3,Matches
Riccardo Improta,it ITA,"MF,DF",Benevento,27-056,1993,13.7,1,23,5,21.7,1.68,0.36,0.04,0.20,16.4,0,0,0,1.7,1.7,0.07,-0.7,-0.7,Matches
Roberto Inglese,it ITA,FW,Parma,29-093,1991,6.1,0,8,5,62.5,1.31,0.82,0.00,0.00,15.9,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
Lorenzo Insigne,it ITA,FW,Napoli,29-254,1991,14.7,9,71,21,29.6,4.83,1.43,0.08,0.29,20.3,8,3,3,8.2,5.9,0.08,+0.8,+0.1,Matches
Roberto Insigne,it ITA,"MF,FW",Benevento,26-278,1994,12.5,2,26,8,30.8,2.08,0.64,0.08,0.25,15.1,0,0,0,2.7,2.7,0.11,-0.7,-0.7,Matches
Artur Ioniță,md MDA,MF,Benevento,30-180,1990,19.1,0,11,1,9.1,0.57,0.05,0.00,0.00,19.6,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
Ardian Ismajli,al ALB,DF,Spezia,24-136,1996,2.5,0,2,0,0.0,0.79,0.00,0.00,,18.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Armando Izzo,it ITA,DF,Torino,28-348,1992,8.1,2,7,2,28.6,0.86,0.25,0.29,1.00,9.3,0,0,0,0.4,0.4,0.05,+1.6,+1.6,Matches
Mato Jajalo,ba BIH,MF,Udinese,32-264,1988,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jakub Jankto,cz CZE,MF,Sampdoria,25-025,1996,14.2,4,22,7,31.8,1.55,0.49,0.18,0.57,17.6,0,0,0,2.0,2.0,0.09,+2.0,+2.0,Matches
Juan Jesus,br BRA,DF,Roma,29-248,1991,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Hamed Junior Traorè,ci CIV,"FW,MF",Sassuolo,20-363,2000,11.1,2,22,8,36.4,1.98,0.72,0.09,0.25,17.1,1,0,0,2.1,2.1,0.10,-0.1,-0.1,Matches
Nikola Kalinić,hr CRO,FW,Hellas Verona,33-039,1988,7.8,1,14,6,42.9,1.81,0.77,0.07,0.17,13.3,0,0,0,2.7,2.7,0.19,-1.7,-1.7,Matches
Pierre Kalulu,fr FRA,DF,Milan,20-253,2000,5.3,1,3,1,33.3,0.57,0.19,0.33,1.00,6.7,0,0,0,0.6,0.6,0.20,+0.4,+0.4,Matches
Yann Karamoh,fr FRA,"FW,MF",Parma,22-220,1998,9.6,1,14,7,50.0,1.46,0.73,0.07,0.14,13.1,0,0,0,2.3,2.3,0.17,-1.3,-1.3,Matches
Augustus Kargbo,sl SLE,FW,Crotone,21-173,1999,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rick Karsdorp,nl NED,DF,Roma,26-002,1995,16.5,1,10,4,40.0,0.61,0.24,0.10,0.25,15.0,0,0,0,0.9,0.9,0.09,+0.1,+0.1,Matches
Franck Kessié,ci CIV,MF,Milan,24-056,1996,19.1,7,20,4,20.0,1.05,0.21,0.05,0.25,15.8,0,6,7,7.3,2.0,0.10,-0.3,-1.0,Matches
Omar Khailoti,it ITA,DF,Bologna,19-161,2001,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Giorgos Kiriakopoulos,gr GRE,DF,Sassuolo,25-008,1996,8.5,0,16,7,43.8,1.89,0.83,0.00,0.00,20.8,1,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches
Simon Kjær,dk DEN,DF,Milan,31-324,1989,13.1,0,9,2,22.2,0.69,0.15,0.00,0.00,10.0,1,0,0,0.9,0.9,0.10,-0.9,-0.9,Matches
Ragnar Klavan,ee EST,DF,Cagliari,35-106,1985,4.7,0,2,0,0.0,0.42,0.00,0.00,,26.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Justin Kluivert,nl NED,"FW,MF",Roma,21-284,1999,0.2,0,1,0,0.0,4.74,0.00,0.00,,26.9,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Aleksandr Kokorin,ru RUS,FW,Fiorentina,29-331,1991,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Aleksandar Kolarov,rs SRB,DF,Inter,35-095,1985,4.3,0,6,2,33.3,1.38,0.46,0.00,0.00,29.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Christian Kouamé,ci CIV,FW,Fiorentina,23-069,1997,6.8,1,17,6,35.3,2.50,0.88,0.06,0.17,9.8,0,0,0,3.1,3.1,0.18,-2.1,-2.1,Matches
Kalidou Koulibaly,sn SEN,DF,Napoli,29-238,1991,14.5,0,6,0,0.0,0.41,0.00,0.00,,10.9,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
Rade Krunić,ba BIH,MF,Milan,27-129,1993,4.1,0,4,2,50.0,0.98,0.49,0.00,0.00,16.4,0,0,0,0.5,0.5,0.11,-0.5,-0.5,Matches
Juraj Kucka,sk SVK,"MF,FW",Parma,33-353,1987,16.1,3,35,11,31.4,2.18,0.69,0.06,0.18,18.9,1,1,1,3.2,2.4,0.07,-0.2,-0.4,Matches
Dejan Kulusevski,se SWE,"FW,MF",Juventus,20-294,2000,9.6,3,15,4,26.7,1.56,0.41,0.20,0.75,15.9,0,0,0,1.4,1.4,0.09,+1.6,+1.6,Matches
Marash Kumbulla,al ALB,DF,Roma,21-005,2000,9.2,1,3,2,66.7,0.32,0.22,0.33,0.50,7.7,0,0,0,0.7,0.7,0.24,+0.3,+0.3,Matches
Jasmin Kurtić,si SVN,MF,Parma,32-034,1989,16.9,2,22,4,18.2,1.30,0.24,0.09,0.50,17.7,0,0,0,2.1,2.1,0.09,-0.1,-0.1,Matches
Antonino La Gumina,it ITA,FW,Sampdoria,24-344,1996,2.3,0,8,1,12.5,3.44,0.43,0.00,0.00,14.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Sam Lammers,nl NED,"FW,MF",Atalanta,23-289,1997,2.7,2,8,4,50.0,2.98,1.49,0.25,0.50,13.2,0,0,0,1.2,1.2,0.15,+0.8,+0.8,Matches
Gianluca Lapadula,pe PER,FW,Benevento,31-006,1990,17.4,4,49,17,34.7,2.82,0.98,0.08,0.24,14.9,2,0,1,7.3,6.4,0.13,-3.3,-2.4,Matches
Danilo Larangeira,br BRA,DF,Bologna,36-279,1984,21.8,0,7,2,28.6,0.32,0.09,0.00,0.00,14.0,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Kevin Lasagna,it ITA,FW,Udinese,28-187,1992,12.3,2,43,14,32.6,3.51,1.14,0.05,0.14,14.6,1,0,0,7.3,7.3,0.17,-5.3,-5.3,Matches
Kevin Lasagna,it ITA,"MF,FW",Hellas Verona,28-187,1992,1.0,0,2,0,0.0,2.00,0.00,0.00,,13.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Vincent Laurini,fr FRA,DF,Parma,31-248,1989,3.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Darko Lazović,rs SRB,"DF,MF",Hellas Verona,30-151,1990,12.0,1,12,4,33.3,1.00,0.33,0.08,0.25,17.9,1,0,0,1.6,1.6,0.13,-0.6,-0.6,Matches
Manuel Lazzari,it ITA,DF,Lazio,27-076,1993,16.9,1,11,3,27.3,0.65,0.18,0.09,0.33,18.7,0,0,0,1.2,1.2,0.11,-0.2,-0.2,Matches
Rafael Leão,pt POR,"FW,MF",Milan,21-248,1999,12.6,5,25,11,44.0,1.98,0.87,0.20,0.45,17.0,0,0,0,3.1,3.1,0.12,+1.9,+1.9,Matches
Lucas Leiva,br BRA,MF,Lazio,34-035,1987,11.8,0,6,2,33.3,0.51,0.17,0.00,0.00,24.7,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Lukas Lerager,dk DEN,MF,Genoa,27-216,1993,12.9,0,5,2,40.0,0.39,0.16,0.00,0.00,15.9,0,0,0,0.5,0.5,0.11,-0.5,-0.5,Matches
Mehdi Léris,fr FRA,"MF,DF",Sampdoria,22-266,1998,2.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Gaetano Letizia,it ITA,DF,Benevento,30-229,1990,13.6,3,11,6,54.5,0.81,0.44,0.27,0.50,22.0,0,0,0,0.3,0.3,0.03,+2.7,+2.7,Matches
Matthijs de Ligt,nl NED,DF,Juventus,21-185,1999,9.2,0,4,1,25.0,0.44,0.11,0.00,0.00,10.2,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
Karol Linetty,pl POL,MF,Torino,26-011,1995,18.2,1,7,3,42.9,0.38,0.16,0.14,0.33,17.1,0,0,0,0.8,0.8,0.11,+0.2,+0.2,Matches
Pol Lirola,es ESP,"DF,FW",Fiorentina,23-184,1997,5.5,0,2,0,0.0,0.36,0.00,0.00,,9.3,0,0,0,0.3,0.3,0.17,-0.3,-0.3,Matches
Fernando Llorente,es ESP,"FW,MF",Napoli,35-353,1985,0.6,0,2,0,0.0,3.46,0.00,0.00,,8.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Fernando Llorente,es ESP,FW,Udinese,35-353,1985,1.2,0,1,0,0.0,0.86,0.00,0.00,,3.2,0,0,0,0.2,0.2,0.20,-0.2,-0.2,Matches
Stanislav Lobotka,sk SVK,MF,Napoli,26-080,1994,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Manuel Locatelli,it ITA,MF,Sassuolo,23-036,1998,18.7,2,21,3,14.3,1.12,0.16,0.05,0.33,21.7,4,1,1,1.9,1.2,0.06,+0.1,-0.2,Matches
Maxime Lopez,fr FRA,MF,Sassuolo,23-071,1997,9.3,1,3,2,66.7,0.32,0.21,0.33,0.50,14.1,0,0,0,0.6,0.6,0.19,+0.4,+0.4,Matches
Pau López,es ESP,GK,Roma,26-062,1994,10.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Matteo Lovato,it ITA,DF,Hellas Verona,20-365,2000,10.6,0,1,0,0.0,0.09,0.00,0.00,,7.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Hirving Lozano,mx MEX,FW,Napoli,25-198,1995,16.3,9,48,23,47.9,2.94,1.41,0.19,0.39,15.2,0,0,0,6.3,6.3,0.13,+2.7,+2.7,Matches
José Luis Palomino,ar ARG,DF,Atalanta,31-039,1990,15.4,0,1,0,0.0,0.06,0.00,0.00,,9.5,0,0,0,0.1,0.1,0.12,-0.1,-0.1,Matches
Romelu Lukaku,be BEL,FW,Inter,27-276,1993,16.7,14,50,22,44.0,3.00,1.32,0.22,0.50,12.8,0,3,3,14.0,11.7,0.24,0.0,-0.7,Matches
Saša Lukić,rs SRB,MF,Torino,24-184,1996,14.8,3,11,5,45.5,0.74,0.34,0.27,0.60,15.8,0,0,0,1.6,1.6,0.14,+1.4,+1.4,Matches
Senad Lulić,ba BIH,DF,Lazio,35-026,1986,0.5,0,1,0,0.0,2.09,0.00,0.00,,25.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Sebastiano Luperto,it ITA,DF,Crotone,24-160,1996,12.7,0,1,0,0.0,0.08,0.00,0.00,,39.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Lyanco,br BRA,DF,Torino,24-012,1997,16.3,0,9,3,33.3,0.55,0.18,0.00,0.00,21.3,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
Charalambos Lykogiannis,gr GRE,DF,Cagliari,27-114,1993,15.9,2,11,3,27.3,0.69,0.19,0.18,0.67,24.4,4,0,0,0.4,0.4,0.04,+1.6,+1.6,Matches
