player,nationality,position,squad,age,birth_year,minutes_90s,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_completed,passes_offsides,passes_oob,passes_intercepted,passes_blocked,matches
Samuel Di Carmine,it ITA,FW,Crotone,32-146,1988,1.5,31,26,5,0,0,11,1,1,0,0,0,0,20,5,6,3,21,3,0,1,26,0,0,0,0,Matches
Giovanni Di Lorenzo,it ITA,DF,Napoli,27-193,1993,19.0,1416,1213,203,35,0,123,23,32,0,0,0,0,985,279,152,156,1060,17,168,2,1250,1,6,26,33,Matches
Giuseppe Di Serio,it ITA,"MF,FW",Benevento,19-208,2001,1.9,43,41,2,1,0,16,0,1,1,0,1,0,27,10,6,8,24,4,0,1,31,0,1,0,2,Matches
Amad Diallo,ci CIV,MF,Atalanta,18-217,2002,0.2,10,10,0,0,0,0,0,0,0,0,0,0,9,1,0,5,5,0,0,0,9,0,0,0,0,Matches
Amadou Diawara,gn GUI,MF,Roma,23-211,1997,1.8,131,129,2,1,0,18,1,0,0,0,0,0,101,14,16,10,112,6,1,2,119,1,0,0,0,Matches
Brahim Díaz,es ESP,"MF,FW",Milan,21-194,1999,7.7,279,260,19,4,1,34,5,4,11,1,2,2,229,27,23,110,157,6,1,2,239,0,2,5,8,Matches
Daan Dierckx,be BEL,DF,Parma,17-355,2003,1.0,13,13,0,0,0,2,0,0,0,0,0,0,10,1,2,4,8,1,0,0,11,0,0,0,0,Matches
Mitchell Dijks,nl NED,DF,Bologna,28-004,1993,9.0,453,360,93,11,0,22,2,23,0,0,0,0,277,79,97,301,56,11,82,0,341,0,8,20,16,Matches
Federico Dimarco,it ITA,DF,Hellas Verona,23-095,1997,17.9,1098,849,249,66,1,104,46,70,61,27,29,2,527,220,351,882,60,24,122,2,754,4,21,34,48,Matches
Koffi Djidji,ci CIV,DF,Crotone,28-075,1992,4.5,230,210,20,11,0,20,6,0,0,0,0,0,169,18,43,9,200,8,9,0,193,0,2,5,2,Matches
Berat Djimsiti,al ALB,DF,Atalanta,27-360,1993,15.3,915,874,41,22,1,103,16,3,0,0,0,0,682,104,129,192,622,48,19,2,795,1,9,11,20,Matches
Nicolás Domínguez,ar ARG,MF,Bologna,22-230,1998,9.4,469,451,18,14,3,54,4,7,0,0,0,0,344,71,54,80,340,28,3,1,410,2,5,7,2,Matches
Gianluigi Donnarumma,it ITA,GK,Milan,21-354,1999,20.0,660,509,151,40,0,42,13,0,0,0,0,0,361,22,277,78,482,0,0,76,492,4,13,1,1,Matches
Bartłomiej Drągowski,pl POL,GK,Fiorentina,23-178,1997,21.0,628,423,205,59,0,32,14,0,0,0,0,0,316,37,275,46,452,0,0,110,450,3,12,0,0,Matches
Denis Drăguș,ro ROU,"FW,MF",Crotone,21-222,1999,1.9,64,63,1,0,0,7,2,3,0,0,0,0,48,11,5,4,58,0,0,0,48,0,1,4,5,Matches
Radu Drăgușin,ro ROU,DF,Juventus,19-010,2002,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Matches
Léo Duarte,br BRA,DF,Milan,24-211,1996,0.2,13,12,1,1,0,0,0,0,0,0,0,0,13,0,0,1,12,0,0,0,13,0,0,0,0,Matches
Alfred Duncan,gh GHA,MF,Fiorentina,27-340,1993,1.8,85,80,5,4,0,10,6,1,0,0,0,0,51,16,18,75,3,5,0,0,65,1,1,2,2,Matches
Alfred Duncan,gh GHA,MF,Cagliari,27-340,1993,1.5,74,73,1,0,0,9,3,3,0,0,0,0,58,7,9,69,2,2,1,0,55,0,2,4,4,Matches
Paulo Dybala,ar ARG,FW,Juventus,27-090,1993,7.2,417,349,68,14,0,37,24,15,40,5,20,3,294,51,72,358,41,8,3,6,338,2,3,7,13,Matches
Edin Džeko,ba BIH,FW,Roma,34-333,1986,13.3,337,311,26,0,3,114,8,7,0,0,0,0,201,83,53,62,208,14,2,13,230,3,5,9,27,Matches
Steeve-Mike Ebongue,fr FRA,MF,Genoa,19-359,2001,0.4,19,19,0,0,0,3,0,0,0,0,0,0,17,2,0,0,19,0,0,0,15,0,0,0,2,Matches
Simone Edera,it ITA,"DF,MF",Torino,24-035,1997,0.6,22,17,5,4,0,3,1,2,1,0,1,0,17,1,4,18,4,0,0,0,16,0,0,1,2,Matches
Albin Ekdal,se SWE,MF,Sampdoria,31-200,1989,16.3,661,620,41,39,2,113,13,3,0,0,0,0,448,97,116,62,531,43,1,6,541,0,10,10,19,Matches
Elif Elmas,mk MKD,"MF,FW",Napoli,21-142,1999,5.3,239,231,8,3,0,34,2,4,2,1,0,0,203,19,17,38,194,4,2,1,216,0,0,5,2,Matches
Manu Emmanuel Gyabuaa,it ITA,MF,Atalanta,19-145,2001,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Matches
Alan Empereur,br BRA,DF,Hellas Verona,26-340,1994,2.4,121,118,3,2,0,7,2,0,0,0,0,0,86,13,22,82,28,7,1,0,95,0,2,2,3,Matches
Christian Eriksen,dk DEN,"MF,DF",Inter,28-365,1992,4.3,343,305,38,10,0,48,18,10,27,13,3,6,237,36,70,70,257,10,0,2,274,1,4,3,5,Matches
Martin Erlic,hr CRO,DF,Spezia,23-020,1998,9.6,483,448,35,32,0,39,27,1,0,0,0,0,341,45,97,57,375,38,3,4,399,0,16,4,3,Matches
Gonzalo Escalante,ar ARG,MF,Lazio,27-323,1993,5.6,295,289,6,6,0,46,8,0,0,0,0,0,216,32,47,23,242,21,0,0,258,0,5,3,3,Matches
Nahuel Estévez,ar ARG,MF,Spezia,25-091,1995,10.6,523,483,40,14,1,76,20,24,22,0,12,3,340,57,126,41,449,17,4,2,391,5,14,5,22,Matches
Valentin Eysseric,fr FRA,"FW,MF",Fiorentina,28-325,1992,2.3,107,100,7,3,0,21,6,3,3,0,2,0,72,13,22,19,82,1,1,0,81,0,2,3,6,Matches
Iago Falque,es ESP,"MF,FW",Benevento,31-040,1990,2.7,129,121,8,3,0,25,4,6,4,1,0,2,85,13,31,111,16,0,1,0,97,0,4,1,3,Matches
Andri Fannar Baldursson,is ISL,MF,Bologna,19-034,2002,1.3,35,35,0,0,0,4,1,0,0,0,0,0,26,5,4,9,25,1,0,0,28,0,0,2,0,Matches
Paolo Faragò,it ITA,"DF,MF",Cagliari,28-001,1993,4.1,225,185,40,3,1,26,3,7,1,1,0,0,125,51,49,56,122,7,36,1,187,0,5,4,5,Matches
Davide Faraoni,it ITA,DF,Hellas Verona,29-111,1991,17.6,824,677,147,13,0,87,14,32,0,0,0,0,372,187,265,79,561,31,134,2,581,7,24,27,26,Matches
Mohamed Fares,dz ALG,DF,Lazio,24-364,1996,4.7,243,215,28,4,0,19,5,19,0,0,0,0,155,48,40,187,23,6,24,2,188,0,4,1,14,Matches
Diego Farias,br BRA,FW,Spezia,30-279,1990,10.1,404,396,8,2,2,68,11,8,3,0,1,0,324,53,27,29,358,10,3,3,337,1,2,15,13,Matches
Andrea Favilli,it ITA,FW,Hellas Verona,23-272,1997,3.0,60,56,4,0,0,19,1,0,0,0,0,0,40,14,6,38,13,4,0,3,43,0,1,1,3,Matches
Luiz Felipe,br BRA,DF,Lazio,23-328,1997,8.3,414,397,17,12,0,22,7,1,0,0,0,0,343,31,40,51,338,16,5,0,375,0,3,5,4,Matches
Alex Ferrari,it ITA,DF,Sampdoria,26-227,1994,4.1,178,147,31,4,0,22,2,3,0,0,0,0,101,26,51,20,119,5,27,2,144,1,1,5,6,Matches
Salvador Ferrer,es ESP,DF,Spezia,23-023,1998,7.0,,,,,,,,21,,,,,,,,,,,,,,,,,,Matches
Fernando Forestieri,it ITA,"FW,MF",Udinese,31-029,1990,3.1,112,106,6,2,1,20,3,8,0,0,0,0,80,12,20,5,97,5,1,1,88,0,2,1,4,Matches
Daam Foulon,be BEL,DF,Benevento,21-327,1999,7.8,343,263,80,14,0,33,4,17,1,0,1,0,198,58,87,223,36,14,65,0,253,0,10,4,17,Matches
Gianluca Frabotta,it ITA,DF,Juventus,21-234,1999,6.8,442,384,58,8,1,44,6,30,1,0,0,0,296,88,58,339,35,9,49,0,371,1,10,8,13,Matches
Remo Freuler,ch SUI,MF,Atalanta,28-304,1992,14.7,997,955,42,31,1,111,18,8,2,0,0,0,790,88,119,158,779,30,9,4,875,3,10,18,16,Matches
Matteo Gabbia,it ITA,DF,Milan,21-115,1999,5.0,294,285,9,8,0,24,9,0,0,0,0,0,234,23,37,43,220,17,1,1,270,0,2,1,1,Matches
Manolo Gabbiadini,it ITA,"FW,MF",Sampdoria,29-079,1991,1.2,21,21,0,0,0,7,1,2,0,0,0,0,12,5,4,14,4,2,0,0,13,2,0,0,2,Matches
Roberto Gagliardini,it ITA,MF,Inter,26-312,1994,9.3,404,394,10,10,0,57,15,7,0,0,0,0,320,41,43,40,344,9,0,2,348,1,3,9,7,Matches
Riccardo Gagliolo,se SWE,DF,Parma,30-291,1990,13.6,836,730,106,27,0,63,17,21,0,0,0,0,523,118,195,515,205,29,79,3,676,3,11,17,9,Matches
Andrey Galabinov,bg BUL,FW,Spezia,32-078,1988,3.7,80,66,14,1,0,17,3,1,0,0,0,0,40,23,17,13,53,6,0,4,60,1,2,1,1,Matches
Gervinho,ci CIV,"FW,MF",Parma,33-262,1987,15.4,383,369,14,1,0,74,2,16,0,0,0,0,336,29,18,120,258,1,0,4,311,2,3,8,21,Matches
Paolo Ghiglione,it ITA,"DF,MF",Genoa,24-011,1997,10.9,431,364,67,4,1,42,16,34,1,0,1,0,209,93,129,45,298,17,62,1,296,0,5,6,26,Matches
Faouzi Ghoulam,dz ALG,"DF,FW",Napoli,30-012,1991,1.6,143,119,24,11,0,11,3,10,8,3,3,0,103,19,21,129,7,2,5,0,114,1,3,4,4,Matches
Kamil Glik,pl POL,DF,Benevento,33-010,1988,22.0,832,783,49,42,0,71,31,0,0,0,0,0,645,61,126,158,606,44,0,3,740,2,8,8,2,Matches
Diego Godín,uy URU,DF,Cagliari,34-363,1986,11.9,649,612,37,31,0,42,11,1,0,0,0,0,468,46,135,118,492,24,1,5,563,5,9,2,3,Matches
Amer Gojak,ba BIH,"MF,FW",Torino,24-000,1997,3.8,173,150,23,9,0,28,15,6,12,4,8,0,112,16,45,31,128,11,1,0,126,1,2,3,6,Matches
Edoardo Goldaniga,it ITA,DF,Genoa,27-103,1993,11.7,499,455,44,11,1,45,13,10,0,0,0,0,284,66,149,41,382,33,33,3,364,3,10,5,13,Matches
Vladimir Golemić,si SVN,DF,Crotone,29-230,1991,12.4,707,656,51,39,0,77,16,3,0,0,0,0,506,77,124,111,531,38,12,2,611,1,12,8,4,Matches
Pierluigi Gollini,it ITA,GK,Atalanta,25-332,1995,13.7,372,290,82,18,0,37,12,0,0,0,0,0,201,20,151,19,298,0,0,46,286,1,5,4,2,Matches
Tomislav Gomelt,hr CRO,MF,Crotone,26-037,1995,0.2,17,16,1,1,0,1,2,0,0,0,0,0,15,0,2,16,1,0,0,0,16,0,0,0,1,Matches
Papu Gómez,ar ARG,"FW,MF",Atalanta,32-364,1988,7.4,432,396,36,13,1,69,21,6,15,6,6,2,309,34,89,64,350,7,5,5,356,3,7,7,7,Matches
Robin Gosens,de GER,DF,Atalanta,26-223,1994,14.6,839,731,108,9,2,107,18,39,1,0,1,0,554,150,135,628,74,23,98,1,667,2,12,26,34,Matches
Alberto Grassi,it ITA,"DF,MF",Parma,25-343,1995,7.6,272,243,29,10,0,27,3,5,0,0,0,0,170,57,45,37,199,12,19,1,220,2,3,5,5,Matches
Koray Günter,de GER,DF,Hellas Verona,26-181,1994,8.3,484,468,16,15,0,49,10,0,0,0,0,0,334,65,85,51,366,43,1,3,411,0,10,4,2,Matches
Emanuel Gyasi,gh GHA,FW,Spezia,27-033,1994,18.0,538,534,4,1,1,114,6,22,0,0,0,0,451,47,40,100,414,6,3,5,447,2,6,14,17,Matches
Achraf Hakimi,ma MAR,DF,Inter,22-101,1998,15.7,853,732,121,10,0,74,24,66,2,0,1,0,592,177,84,111,616,14,109,0,699,0,8,19,41,Matches
Samir Handanović,si SVN,GK,Inter,36-214,1984,21.0,623,501,122,27,0,64,5,0,0,0,0,0,440,31,152,60,469,1,0,86,531,2,8,2,1,Matches
Lukáš Haraslín,sk SVK,"FW,MF",Sassuolo,24-263,1996,2.7,100,83,17,3,0,10,7,5,13,3,7,2,69,10,21,14,82,0,1,1,69,0,5,3,3,Matches
Hans Hateboer,nl NED,DF,Atalanta,27-035,1994,15.3,795,698,97,8,0,84,8,19,0,0,0,0,569,119,107,142,519,26,89,2,691,1,10,11,15,Matches
Eduardo Henrique,br BRA,MF,Crotone,25-272,1995,7.1,270,264,6,4,1,49,4,1,0,0,0,0,205,34,31,14,237,12,2,0,219,0,6,9,7,Matches
Theo Hernández,fr FRA,DF,Milan,23-130,1997,18.0,993,838,155,20,2,113,18,26,4,0,4,0,642,178,173,742,71,27,131,1,801,3,8,27,29,Matches
Hernani,br BRA,MF,Parma,26-323,1994,13.8,599,553,46,23,1,91,35,20,13,5,5,0,407,76,116,64,488,23,9,2,475,3,9,12,20,Matches
Përparim Hetemaj,fi FIN,MF,Benevento,34-063,1986,12.3,411,398,13,6,1,61,11,20,1,0,1,0,272,50,89,67,306,26,5,2,311,1,11,13,10,Matches
Aaron Hickey,sco SCO,DF,Bologna,18-248,2002,8.1,398,319,79,11,0,50,5,6,2,1,0,0,264,64,70,211,109,8,66,2,333,2,5,7,12,Matches
Wesley Hoedt,nl NED,DF,Lazio,26-344,1994,7.0,479,469,10,9,0,27,31,0,1,1,0,0,373,31,75,346,113,14,0,1,434,2,8,4,5,Matches
Elseid Hysaj,al ALB,DF,Napoli,26-359,1994,8.7,668,576,92,18,0,66,4,8,1,0,0,0,472,91,105,199,376,17,73,0,568,2,8,16,13,Matches
Simone Iacoponi,it ITA,DF,Parma,33-289,1987,12.3,649,570,79,29,0,40,30,7,0,0,0,0,430,83,136,52,532,13,48,1,556,1,7,7,17,Matches
Roger Ibanez,br BRA,DF,Roma,22-082,1998,19.4,1200,1145,55,47,2,81,37,2,0,0,0,0,921,133,146,201,907,54,5,6,1040,2,12,18,24,Matches
Zlatan Ibrahimović,se SWE,FW,Milan,39-133,1981,9.8,335,311,24,1,1,95,4,9,1,0,0,0,189,96,50,34,227,23,1,7,230,3,3,7,16,Matches
Igor,br BRA,DF,Fiorentina,23-006,1998,10.0,660,633,27,20,3,46,16,1,0,0,0,0,552,41,67,574,54,14,7,1,594,0,6,5,7,Matches
Ivan Ilić,rs SRB,MF,Hellas Verona,19-333,2001,11.3,598,551,47,25,1,80,11,8,19,4,7,7,436,62,100,500,48,29,0,3,494,4,14,9,11,Matches
Josip Iličić,si SVN,"FW,MF",Atalanta,33-015,1988,10.7,594,537,57,22,4,86,33,41,29,11,14,1,398,89,107,470,111,2,4,7,417,2,12,13,33,Matches
Ciro Immobile,it ITA,FW,Lazio,30-359,1990,17.0,499,482,17,3,3,98,9,15,5,4,0,0,354,91,54,50,407,13,4,11,369,2,6,24,18,Matches
Riccardo Improta,it ITA,"MF,DF",Benevento,27-056,1993,13.7,494,449,45,6,2,84,12,29,2,1,1,0,281,90,123,119,280,33,37,0,361,1,10,8,26,Matches
Roberto Inglese,it ITA,FW,Parma,29-093,1991,6.1,112,100,12,0,1,28,3,3,0,0,0,0,61,25,26,16,72,12,0,4,72,0,2,4,7,Matches
Lorenzo Insigne,it ITA,FW,Napoli,29-254,1991,14.7,867,797,70,22,3,113,35,27,24,10,0,6,604,114,149,40,790,12,24,1,694,6,12,24,18,Matches
Roberto Insigne,it ITA,"MF,FW",Benevento,26-278,1994,12.5,384,348,36,7,3,68,11,18,22,5,12,0,262,48,74,325,34,16,3,1,295,1,3,8,14,Matches
Artur Ioniță,md MDA,MF,Benevento,30-180,1990,19.1,516,500,16,10,0,119,8,9,0,0,0,0,338,85,93,118,299,58,3,4,404,2,7,7,22,Matches
Ardian Ismajli,al ALB,DF,Spezia,24-136,1996,2.5,142,138,4,3,0,17,2,0,0,0,0,0,105,14,23,18,112,8,1,1,122,1,2,3,2,Matches
Armando Izzo,it ITA,DF,Torino,28-348,1992,8.1,469,429,40,30,0,47,22,7,0,0,0,0,298,51,120,126,302,22,10,2,390,2,9,6,4,Matches
Mato Jajalo,ba BIH,MF,Udinese,32-264,1988,0.4,29,27,2,2,0,5,0,0,0,0,0,0,23,2,4,6,23,0,0,0,23,0,0,2,1,Matches
Jakub Jankto,cz CZE,MF,Sampdoria,25-025,1996,14.2,472,440,32,8,1,55,16,36,12,3,5,2,279,81,112,385,58,16,12,0,303,8,5,13,22,Matches
Juan Jesus,br BRA,DF,Roma,29-248,1991,1.0,83,80,3,3,0,5,1,0,0,0,0,0,74,1,8,74,9,0,0,0,78,1,0,0,1,Matches
Hamed Junior Traorè,ci CIV,"FW,MF",Sassuolo,20-363,2000,11.1,455,411,44,8,0,68,20,13,32,14,9,7,358,35,62,68,370,8,1,2,330,3,8,22,18,Matches
Nikola Kalinić,hr CRO,FW,Hellas Verona,33-039,1988,7.8,153,135,18,0,0,48,3,2,0,0,0,0,90,40,23,15,122,2,0,6,110,0,3,2,11,Matches
Pierre Kalulu,fr FRA,DF,Milan,20-253,2000,5.3,294,282,12,6,0,15,0,1,0,0,0,0,242,14,38,32,242,12,0,4,256,2,3,1,1,Matches
Yann Karamoh,fr FRA,"FW,MF",Parma,22-220,1998,9.6,254,251,3,0,1,46,7,12,1,1,0,0,190,32,32,47,198,4,2,1,197,3,3,7,13,Matches
Augustus Kargbo,sl SLE,FW,Crotone,21-173,1999,0.4,9,9,0,0,0,2,0,0,0,0,0,0,6,3,0,1,8,0,0,0,6,0,0,1,0,Matches
Rick Karsdorp,nl NED,DF,Roma,26-002,1995,16.5,730,613,117,6,2,56,11,29,0,0,0,0,464,170,96,33,565,16,111,2,606,1,6,16,26,Matches
Franck Kessié,ci CIV,MF,Milan,24-056,1996,19.1,1005,987,18,18,1,122,35,6,0,0,0,0,833,75,97,190,771,23,0,3,905,4,10,12,14,Matches
Omar Khailoti,it ITA,DF,Bologna,19-161,2001,0.3,21,21,0,0,0,0,0,0,0,0,0,0,19,0,2,17,3,1,0,0,19,0,0,0,1,Matches
Giorgos Kiriakopoulos,gr GRE,DF,Sassuolo,25-008,1996,8.5,467,402,65,8,0,39,4,13,2,0,2,0,317,92,58,330,62,15,55,0,393,1,5,6,13,Matches
Simon Kjær,dk DEN,DF,Milan,31-324,1989,13.1,688,649,39,35,0,48,21,0,0,0,0,0,507,32,149,111,526,33,0,1,588,3,7,8,6,Matches
Ragnar Klavan,ee EST,DF,Cagliari,35-106,1985,4.7,204,196,8,8,0,18,1,0,0,0,0,0,152,21,31,163,29,4,0,4,172,1,3,3,2,Matches
Justin Kluivert,nl NED,"FW,MF",Roma,21-284,1999,0.2,11,10,1,0,0,0,2,2,0,0,0,0,3,5,3,3,6,1,1,0,6,0,0,0,1,Matches
Aleksandr Kokorin,ru RUS,FW,Fiorentina,29-331,1991,0.2,9,9,0,0,0,1,0,0,0,0,0,0,7,0,2,1,8,0,0,0,9,0,0,0,0,Matches
Aleksandar Kolarov,rs SRB,DF,Inter,35-095,1985,4.3,371,335,36,8,0,34,18,8,7,3,3,0,262,44,65,301,29,14,16,0,318,0,3,6,6,Matches
Christian Kouamé,ci CIV,FW,Fiorentina,23-069,1997,6.8,190,178,12,2,1,43,4,5,0,0,0,0,136,36,18,21,141,10,2,3,148,0,2,8,10,Matches
Kalidou Koulibaly,sn SEN,DF,Napoli,29-238,1991,14.5,1123,1059,64,39,1,85,24,5,0,0,0,0,910,83,130,356,732,18,3,6,1018,3,17,12,8,Matches
Rade Krunić,ba BIH,MF,Milan,27-129,1993,4.1,132,130,2,2,0,14,0,1,0,0,0,0,101,15,16,11,108,8,0,1,120,1,1,2,0,Matches
Juraj Kucka,sk SVK,"MF,FW",Parma,33-353,1987,16.1,584,574,10,2,4,136,16,8,1,0,1,0,363,102,119,143,344,44,3,4,412,6,16,25,28,Matches
Dejan Kulusevski,se SWE,"FW,MF",Juventus,20-294,2000,9.6,393,373,20,4,1,75,8,17,14,3,8,0,316,35,42,302,74,11,1,3,316,2,5,7,16,Matches
Marash Kumbulla,al ALB,DF,Roma,21-005,2000,9.2,469,450,19,16,2,43,9,1,0,0,0,0,371,39,59,65,375,14,3,0,409,0,4,3,8,Matches
Jasmin Kurtić,si SVN,MF,Parma,32-034,1989,16.9,769,722,47,19,0,98,34,35,17,3,11,2,530,85,154,109,597,37,9,1,621,4,10,9,22,Matches
Antonino La Gumina,it ITA,FW,Sampdoria,24-344,1996,2.3,48,43,5,0,0,19,0,2,0,0,0,0,30,9,9,7,33,1,0,2,36,0,0,2,1,Matches
Sam Lammers,nl NED,"FW,MF",Atalanta,23-289,1997,2.7,101,99,2,0,0,22,0,0,0,0,0,0,82,11,8,48,41,6,0,1,77,0,3,6,4,Matches
Gianluca Lapadula,pe PER,FW,Benevento,31-006,1990,17.4,310,279,31,0,2,90,1,11,0,0,0,0,195,58,57,186,64,34,1,6,212,0,5,7,19,Matches
Danilo Larangeira,br BRA,DF,Bologna,36-279,1984,21.8,1060,1002,58,54,1,84,34,3,0,0,0,0,670,110,280,65,897,61,3,5,885,8,12,8,10,Matches
Kevin Lasagna,it ITA,FW,Udinese,28-187,1992,12.3,215,197,18,1,0,57,9,10,0,0,0,0,137,53,25,135,43,11,3,10,152,0,5,5,19,Matches
Kevin Lasagna,it ITA,"MF,FW",Hellas Verona,28-187,1992,1.0,14,13,1,0,0,3,0,0,0,0,0,0,3,7,4,8,0,0,0,3,12,0,0,0,0,Matches
Vincent Laurini,fr FRA,DF,Parma,31-248,1989,3.5,171,139,32,2,0,18,2,4,0,0,0,0,97,26,48,20,112,7,30,0,130,0,2,5,7,Matches
Darko Lazović,rs SRB,"DF,MF",Hellas Verona,30-151,1990,12.0,582,492,90,10,0,63,14,42,3,2,1,0,309,124,149,55,421,20,77,2,423,9,12,19,24,Matches
Manuel Lazzari,it ITA,DF,Lazio,27-076,1993,16.9,716,578,138,13,0,73,17,70,0,0,0,0,415,146,155,75,495,17,125,1,562,2,6,12,20,Matches
Rafael Leão,pt POR,"FW,MF",Milan,21-248,1999,12.6,318,302,16,0,2,62,8,25,0,0,0,0,213,54,51,53,218,17,8,1,228,4,1,10,12,Matches
Lucas Leiva,br BRA,MF,Lazio,34-035,1987,11.8,687,656,31,23,0,103,20,4,6,4,0,0,510,84,93,78,542,41,1,2,574,2,8,13,13,Matches
Lukas Lerager,dk DEN,MF,Genoa,27-216,1993,12.9,490,474,16,9,0,62,14,2,0,0,0,0,348,78,64,55,384,35,6,2,405,5,3,11,15,Matches
Mehdi Léris,fr FRA,"MF,DF",Sampdoria,22-266,1998,2.1,129,115,14,3,0,25,5,9,4,1,3,0,87,13,29,17,98,3,7,0,93,3,1,4,3,Matches
Gaetano Letizia,it ITA,DF,Benevento,30-229,1990,13.6,674,554,120,22,0,72,19,40,1,0,1,0,381,130,163,100,440,30,97,0,509,6,18,17,19,Matches
Matthijs de Ligt,nl NED,DF,Juventus,21-185,1999,9.2,722,706,16,15,0,46,15,1,0,0,0,0,624,36,62,138,545,21,0,1,673,1,4,4,4,Matches
Karol Linetty,pl POL,MF,Torino,26-011,1995,18.2,661,637,24,11,0,127,20,5,2,0,0,0,485,94,82,256,364,25,8,2,549,2,7,12,21,Matches
Pol Lirola,es ESP,"DF,FW",Fiorentina,23-184,1997,5.5,290,245,45,4,1,24,7,20,0,0,0,0,178,57,55,16,213,16,41,1,208,1,8,11,11,Matches
Fernando Llorente,es ESP,FW,Udinese,35-353,1985,1.2,35,34,1,0,0,17,0,0,0,0,0,0,17,6,12,3,17,4,0,2,25,0,0,1,1,Matches
Fernando Llorente,es ESP,"FW,MF",Napoli,35-353,1985,0.6,21,21,0,0,0,7,0,1,0,0,0,0,11,6,4,6,7,2,0,3,12,0,0,2,0,Matches
Stanislav Lobotka,sk SVK,MF,Napoli,26-080,1994,1.5,119,118,1,1,0,16,4,0,0,0,0,0,100,13,6,11,104,2,0,0,106,0,1,4,1,Matches
Manuel Locatelli,it ITA,MF,Sassuolo,23-036,1998,18.7,1563,1504,59,49,3,168,44,15,8,2,5,1,1230,118,215,302,1215,21,2,3,1360,3,10,33,20,Matches
Maxime Lopez,fr FRA,MF,Sassuolo,23-071,1997,9.3,641,621,20,9,0,63,10,5,10,2,7,0,558,43,40,61,569,8,1,0,588,1,1,6,13,Matches
Pau López,es ESP,GK,Roma,26-062,1994,10.2,338,276,62,18,0,39,7,0,0,0,0,0,193,15,130,192,84,0,0,53,254,0,7,2,0,Matches
Matteo Lovato,it ITA,DF,Hellas Verona,20-365,2000,10.6,440,414,26,21,0,60,6,2,0,0,0,0,301,55,84,49,335,29,5,1,352,1,11,6,6,Matches
Hirving Lozano,mx MEX,FW,Napoli,25-198,1995,16.3,462,450,12,1,1,91,5,49,2,2,0,0,322,82,58,21,417,9,6,3,336,0,8,7,28,Matches
José Luis Palomino,ar ARG,DF,Atalanta,31-039,1990,15.4,850,805,45,35,1,86,14,7,0,0,0,0,617,97,136,633,128,51,10,0,707,3,6,16,8,Matches
Romelu Lukaku,be BEL,FW,Inter,27-276,1993,16.7,427,398,29,0,3,142,12,17,0,0,0,0,298,77,52,247,142,15,2,9,316,3,9,8,23,Matches
Saša Lukić,rs SRB,MF,Torino,24-184,1996,14.8,520,500,20,11,2,69,8,16,3,1,1,0,403,59,58,98,388,18,4,2,415,1,6,14,19,Matches
Senad Lulić,ba BIH,DF,Lazio,35-026,1986,0.5,17,15,2,0,0,2,0,1,1,0,0,0,13,1,3,6,9,1,1,0,13,0,0,1,1,Matches
Sebastiano Luperto,it ITA,DF,Crotone,24-160,1996,12.7,695,656,39,36,0,57,10,0,0,0,0,0,530,50,115,580,75,27,3,1,578,0,15,12,13,Matches
Lyanco,br BRA,DF,Torino,24-012,1997,16.3,1017,968,49,48,0,104,51,3,0,0,0,0,779,83,155,67,899,26,1,9,894,1,14,10,6,Matches
Charalambos Lykogiannis,gr GRE,DF,Cagliari,27-114,1993,15.9,786,615,171,36,0,51,10,38,11,6,1,3,420,148,218,582,37,23,124,3,564,4,20,20,31,Matches
Lisandro Magallán,ar ARG,DF,Crotone,27-139,1993,13.6,717,663,54,18,0,97,15,0,0,0,0,0,512,91,114,86,546,33,36,4,605,1,5,14,17,Matches
Christian Maggio,it ITA,DF,Benevento,39-002,1982,3.3,144,113,31,5,0,15,0,3,0,0,0,0,82,28,34,13,90,9,26,1,110,0,1,1,6,Matches
Giulio Maggiore,it ITA,MF,Spezia,22-338,1998,11.1,396,381,15,1,2,66,8,9,0,0,0,0,265,64,67,70,286,15,14,4,286,2,5,16,17,Matches
Francesco Magnanelli,it ITA,MF,Sassuolo,36-093,1984,2.1,194,190,4,4,0,18,4,0,0,0,0,0,153,14,27,14,173,5,0,0,158,0,5,9,2,Matches
Giangiacomo Magnani,it ITA,DF,Hellas Verona,25-132,1995,8.8,257,248,9,8,0,35,8,1,0,0,0,0,141,45,71,30,177,31,1,0,188,1,11,5,4,Matches
Jean-Victor Makengo,fr FRA,MF,Udinese,22-246,1998,1.0,38,38,0,0,0,8,2,1,0,0,0,0,27,5,6,25,8,1,0,1,31,0,2,1,2,Matches
Nikola Maksimović,rs SRB,DF,Napoli,29-080,1991,7.6,635,614,21,17,0,40,37,1,0,0,0,0,530,65,40,26,570,20,1,5,606,0,4,3,3,Matches
