player,nationality,position,squad,age,birth_year,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,matches
Jean-Victor Makengo,fr FRA,MF,Udinese,22-246,1998,1.0,47,0,11,28,12,2,47,2,2,100.0,2,0,36,206,121,5,3,1,0,2,37,30,81.1,3,Matches
Nikola Maksimović,rs SRB,DF,Napoli,29-080,1991,7.6,703,90,361,370,23,10,682,3,3,100.0,3,0,469,3108,1575,36,4,1,3,2,532,523,98.3,2,Matches
Kévin Malcuit,ma MAR,"MF,FW",Napoli,29-197,1991,0.4,31,1,5,23,4,0,30,1,2,50.0,1,0,23,143,109,5,0,0,3,0,23,22,95.7,1,Matches
Kévin Malcuit,ma MAR,DF,Fiorentina,29-197,1991,0.2,18,0,3,5,11,0,15,0,0,,0,0,12,98,86,1,1,0,0,1,15,12,80.0,0,Matches
Daniel Maldini,it ITA,"FW,MF",Milan,19-125,2001,0.3,21,0,4,8,12,1,21,1,1,100.0,1,0,14,95,80,2,1,0,1,0,21,15,71.4,3,Matches
Ruslan Malinovskyi,ua UKR,"FW,MF",Atalanta,27-285,1993,10.3,682,5,50,298,381,41,623,24,33,72.7,24,2,530,2831,1584,100,27,11,19,33,618,518,83.8,95,Matches
Dennis Man,ro ROU,"FW,DF",Parma,22-171,1998,0.6,31,0,6,20,6,0,31,0,0,,0,0,18,123,53,2,0,0,1,3,32,23,71.9,4,Matches
Gianluca Mancini,it ITA,DF,Roma,24-302,1996,16.7,1134,101,436,644,126,22,1097,4,6,66.7,5,0,767,3741,2019,80,22,2,6,4,843,814,96.6,8,Matches
Rolando Mandragora,it ITA,"MF,DF",Torino,23-229,1997,1.0,60,4,16,36,9,2,51,0,0,,0,0,29,140,61,2,1,0,1,0,29,25,86.2,1,Matches
Rolando Mandragora,it ITA,MF,Udinese,23-229,1997,4.4,219,9,60,109,61,8,215,3,3,100.0,3,0,133,580,348,13,2,2,3,8,185,143,77.3,15,Matches
Mario Mandžukić,hr CRO,FW,Milan,34-268,1986,0.6,31,1,2,17,14,3,31,0,0,,0,0,15,51,16,0,1,0,0,0,30,23,76.7,1,Matches
Kostas Manolas,gr GRE,DF,Napoli,29-244,1991,16.6,1201,159,605,639,23,8,1162,2,2,100.0,2,0,821,4004,2018,32,4,0,1,0,929,911,98.1,1,Matches
Juan Manuel Ramos,uy URU,DF,Spezia,24-064,1996,2.1,120,5,42,56,30,0,100,3,3,100.0,3,1,67,377,240,9,3,0,3,2,78,70,89.7,1,Matches
Federico Marchetti,it ITA,GK,Genoa,38-006,1983,1.7,56,53,55,1,0,0,39,0,0,,0,0,21,63,22,0,0,0,0,0,26,26,100.0,0,Matches
Riccardo Marchizza,it ITA,DF,Spezia,22-324,1998,8.9,576,24,205,258,155,15,483,4,8,50.0,4,0,344,1977,942,37,14,2,10,6,370,340,91.9,16,Matches
Gian Marco Ferrari,it ITA,DF,Sassuolo,28-364,1992,20.0,1718,269,833,938,80,26,1659,2,4,50.0,2,0,1207,7490,4726,112,18,1,7,7,1344,1318,98.1,10,Matches
Răzvan Marin,ro ROU,MF,Cagliari,24-266,1996,18.5,1147,40,271,660,321,23,1037,18,34,52.9,19,1,718,4530,2387,87,41,7,15,20,832,761,91.5,45,Matches
Marlon,br BRA,DF,Sassuolo,25-159,1995,7.7,655,74,322,392,12,2,640,3,3,100.0,3,0,507,3514,2279,46,0,0,1,1,521,515,98.8,0,Matches
Luca Marrone,it ITA,DF,Crotone,30-322,1990,14.5,1011,223,647,395,8,4,959,1,2,50.0,1,1,610,3201,1640,26,0,0,1,2,677,675,99.7,1,Matches
Lucas Martínez Quarta,ar ARG,DF,Fiorentina,24-279,1996,5.3,353,50,179,171,37,7,340,6,8,75.0,6,1,224,1522,860,22,13,0,5,1,256,247,96.5,2,Matches
Lautaro Martínez,ar ARG,FW,Inter,23-175,1997,15.8,577,7,32,228,342,119,567,16,39,41.0,20,0,356,1394,859,47,14,18,48,36,686,428,62.4,162,Matches
Adam Marušić,me MNE,DF,Lazio,28-119,1992,17.3,897,43,233,378,345,40,773,14,32,43.8,14,1,540,2851,1564,73,21,10,12,13,669,558,83.4,70,Matches
Andrea Masiello,it ITA,DF,Genoa,35-008,1986,14.0,766,117,399,359,33,3,738,2,3,66.7,2,0,420,1813,916,27,5,1,1,1,481,470,97.7,0,Matches
Giuseppe Mastinu,it ITA,FW,Spezia,29-127,1991,0.4,19,0,0,16,4,1,19,1,2,50.0,1,0,10,28,3,0,0,0,1,0,20,12,60.0,3,Matches
Ryder Matos,br BRA,MF,Udinese,27-352,1993,0.1,9,0,0,5,6,1,9,0,0,,0,0,8,105,90,4,2,0,0,1,9,9,100.0,1,Matches
Federico Mattiello,it ITA,DF,Spezia,25-214,1995,0.4,44,0,12,24,11,0,37,0,0,,0,0,29,196,111,2,0,0,0,0,30,28,93.3,0,Matches
Borja Mayoral,es ESP,FW,Roma,23-314,1997,6.1,214,2,9,108,112,32,203,6,8,75.0,6,0,164,785,414,21,7,6,14,14,360,175,48.6,60,Matches
Antonio Mazzotta,it ITA,DF,Crotone,31-195,1989,0.6,16,1,4,9,5,1,14,1,1,100.0,1,0,9,62,48,1,1,0,3,0,14,11,78.6,1,Matches
Ibrahima Mbaye,sn SEN,DF,Bologna,26-086,1994,0.8,44,5,14,26,7,0,38,0,0,,0,0,25,140,48,1,1,0,0,0,26,23,88.5,0,Matches
Weston McKennie,us USA,MF,Juventus,22-169,1998,10.8,570,25,108,298,190,49,562,8,12,66.7,10,0,354,1443,718,27,12,1,15,16,512,402,78.5,67,Matches
Gary Medel,cl CHI,"DF,MF",Bologna,33-194,1987,4.7,298,33,149,155,19,1,286,2,2,100.0,2,1,192,966,513,7,2,0,2,2,189,184,97.4,1,Matches
Soualiho Meïté,fr FRA,MF,Torino,26-333,1994,10.2,493,12,124,272,119,10,492,24,36,66.7,24,0,362,1625,823,29,9,0,16,17,403,355,88.1,26,Matches
Soualiho Meïté,fr FRA,MF,Milan,26-333,1994,1.7,91,5,13,62,21,3,90,0,1,0.0,0,0,51,260,123,5,1,0,1,2,66,55,83.3,6,Matches
Filippo Melegoni,it ITA,MF,Genoa,21-361,1999,1.2,102,6,23,45,37,2,91,3,7,42.9,3,0,64,277,155,6,3,0,2,3,71,63,88.7,8,Matches
Arthur Melo,br BRA,MF,Juventus,24-185,1996,9.3,823,37,249,497,148,7,815,9,11,81.8,9,0,633,3235,1343,50,14,0,4,9,694,674,97.1,11,Matches
Alex Meret,it ITA,GK,Napoli,23-328,1997,8.0,251,234,251,0,0,0,209,0,0,,0,0,126,569,316,0,0,0,0,0,139,136,97.8,0,Matches
Yıldırım Mert Çetin,tr TUR,DF,Hellas Verona,24-043,1997,3.1,164,21,72,85,11,1,158,1,4,25.0,1,0,88,401,159,5,1,0,1,1,88,88,100.0,3,Matches
Dries Mertens,be BEL,"MF,FW",Napoli,33-283,1987,8.6,414,6,31,143,258,57,371,6,16,37.5,6,0,271,1170,679,45,8,4,7,7,395,296,74.9,82,Matches
Junior Messias,br BRA,"FW,MF",Crotone,29-276,1991,19.8,1001,25,139,541,430,74,945,54,88,61.4,59,5,742,5303,3463,165,60,20,67,51,1036,717,69.2,158,Matches
Valentin Mihaila,ro ROU,"MF,FW",Parma,21-011,2000,1.6,84,4,11,48,32,3,81,1,3,33.3,1,0,53,376,178,10,2,1,4,4,90,61,67.8,17,Matches
Nikola Milenković,rs SRB,DF,Fiorentina,23-124,1997,18.7,1274,142,567,680,109,21,1209,5,6,83.3,5,0,744,4347,2613,79,12,1,8,2,836,811,97.0,10,Matches
Sergej Milinković-Savić,rs SRB,MF,Lazio,25-352,1995,17.0,1186,44,243,632,394,60,1165,14,27,51.9,17,2,801,3926,1793,73,26,9,38,37,1060,899,84.8,88,Matches
Vanja Milinković-Savić,rs SRB,GK,Torino,23-359,1997,2.0,71,59,71,0,0,0,58,0,0,,0,0,40,174,79,0,0,0,0,0,39,39,100.0,0,Matches
Vincenzo Millico,it ITA,"FW,MF",Torino,20-185,2000,0.2,11,0,0,6,5,0,10,0,1,0.0,0,0,8,49,18,1,0,0,0,0,9,8,88.9,1,Matches
Aleksei Miranchuk,ru RUS,"MF,FW",Atalanta,25-119,1995,3.5,225,0,15,95,136,23,218,10,14,71.4,10,0,186,998,500,34,13,8,6,3,213,174,81.7,38,Matches
Antonio Mirante,it ITA,GK,Roma,37-220,1983,10.8,369,329,364,5,0,0,272,0,0,,0,0,171,728,445,0,0,0,0,0,159,159,100.0,0,Matches
Henrikh Mkhitaryan,am ARM,"FW,MF",Roma,32-023,1989,19.5,1057,12,102,541,516,109,1040,28,51,54.9,29,1,700,4535,2893,142,59,34,18,26,1001,783,78.2,165,Matches
Johan Mojica,co COL,"DF,FW",Atalanta,28-176,1992,3.3,265,12,64,113,99,6,243,3,5,60.0,3,0,194,914,409,25,8,1,6,6,199,180,90.5,12,Matches
Nahuel Molina,ar ARG,DF,Udinese,23-073,1997,4.5,252,10,59,107,102,6,212,7,7,100.0,7,0,149,679,418,18,7,1,2,4,169,145,85.8,12,Matches
Salvatore Molina,it ITA,"MF,DF",Crotone,29-043,1992,12.5,717,44,220,361,182,11,679,16,28,57.1,17,0,469,2293,958,55,14,3,13,20,530,478,90.2,35,Matches
Gabriele Moncini,it ITA,FW,Benevento,24-293,1996,3.4,108,2,5,73,36,13,104,3,4,75.0,3,0,65,293,110,5,2,1,13,7,137,87,63.5,29,Matches
Lorenzo Montipò,it ITA,GK,Benevento,24-359,1996,22.0,824,712,822,2,0,0,567,0,0,,0,0,357,1550,753,0,0,0,0,1,357,356,99.7,0,Matches
Luca Mora,it ITA,MF,Spezia,32-279,1988,1.3,74,3,16,44,19,2,73,2,3,66.7,2,1,50,152,81,2,1,0,3,2,79,59,74.7,3,Matches
Álvaro Morata,es ESP,FW,Juventus,28-113,1992,11.8,507,14,46,241,260,72,491,12,18,66.7,12,0,340,1696,935,40,23,11,31,26,584,401,68.7,129,Matches
Mert Müldür,tr TUR,DF,Sassuolo,21-316,1999,11.7,760,41,244,327,223,32,672,15,25,60.0,16,0,481,1889,1156,45,15,4,6,12,546,480,87.9,38,Matches
Luis Muriel,co COL,FW,Atalanta,29-303,1991,7.2,457,3,15,167,295,77,419,18,35,51.4,20,6,315,1472,764,43,14,13,26,24,565,352,62.3,134,Matches
Vedat Muriqi,xk KVX,FW,Lazio,26-295,1994,3.4,150,5,13,72,71,24,149,3,4,75.0,3,0,93,319,99,6,2,2,10,7,190,116,61.1,31,Matches
Nicola Murru,it ITA,DF,Torino,26-059,1994,4.8,356,16,96,164,111,9,302,1,7,14.3,2,0,206,866,546,24,8,1,4,5,221,204,92.3,15,Matches
Mateo Musacchio,ar ARG,DF,Milan,30-171,1990,0.4,28,3,14,14,0,0,27,0,0,,0,0,14,78,42,0,0,0,0,0,17,17,100.0,0,Matches
Mateo Musacchio,ar ARG,DF,Lazio,30-171,1990,1.5,90,3,36,54,11,0,87,1,1,100.0,1,0,61,347,172,3,4,0,1,0,67,66,98.5,0,Matches
Juan Musso,ar ARG,GK,Udinese,26-283,1994,19.0,575,502,571,4,0,0,405,0,0,,0,0,276,1580,741,0,0,0,0,1,235,232,98.7,0,Matches
Joakim Mæhle,dk DEN,DF,Atalanta,23-269,1997,2.8,200,5,40,73,100,12,174,2,9,22.2,4,1,122,766,501,20,6,3,3,9,144,129,89.6,10,Matches
Mbala N'Zola,fr FRA,FW,Spezia,24-179,1996,12.0,445,15,28,245,199,62,413,10,17,58.8,11,1,308,1422,468,29,11,9,41,29,645,314,48.7,96,Matches
Radja Nainggolan,be BEL,MF,Cagliari,32-285,1988,5.6,314,9,52,171,130,10,310,7,9,77.8,8,0,237,1758,844,33,15,2,6,13,259,217,83.8,28,Matches
Radja Nainggolan,be BEL,MF,Inter,32-285,1988,0.5,46,0,1,26,20,1,45,0,0,,0,0,34,120,44,2,1,0,1,2,45,39,86.7,3,Matches
Nahitan Nández,uy URU,"MF,FW",Cagliari,25-047,1995,14.2,704,30,141,363,262,31,691,24,36,66.7,24,0,514,2971,1588,78,26,7,21,26,637,498,78.2,61,Matches
Ilija Nestorovski,mk MKD,FW,Udinese,30-338,1990,3.4,136,1,12,66,63,20,128,0,1,0.0,1,0,86,224,101,1,1,0,5,3,152,95,62.5,26,Matches
Nicolas Nkoulou,cm CMR,DF,Torino,30-323,1990,6.9,445,100,268,197,2,1,431,1,1,100.0,1,0,275,1239,585,3,0,0,1,0,311,305,98.1,0,Matches
Bram Nuytinck,nl NED,DF,Udinese,30-285,1990,5.6,305,51,189,117,8,4,295,0,1,0.0,0,0,165,849,401,9,0,0,0,0,186,179,96.2,0,Matches
Simeon Nwankwo,ng NGA,FW,Crotone,28-282,1992,18.2,634,39,69,360,233,74,585,21,30,70.0,21,0,388,1160,469,28,11,5,66,48,776,438,56.4,148,Matches
Pedro Obiang,gq EQG,MF,Sassuolo,28-323,1992,8.1,462,24,111,286,92,7,451,3,4,75.0,3,0,298,1473,589,20,8,0,3,5,349,317,90.8,12,Matches
Brain Oddei,it ITA,"MF,FW",Sassuolo,18-148,2002,0.2,19,0,3,5,11,2,19,2,3,66.7,2,0,16,55,26,2,0,0,0,0,15,13,86.7,1,Matches
Stefano Okaka,it ITA,FW,Udinese,31-188,1989,7.6,242,11,28,117,103,38,230,6,11,54.5,7,0,154,663,179,13,3,4,23,11,310,178,57.4,62,Matches
Christian Oliva,uy URU,MF,Cagliari,24-257,1996,4.3,218,13,51,153,31,1,208,3,3,100.0,3,0,129,694,450,18,2,0,0,6,144,131,91.0,3,Matches
Jerome Onguene,cm CMR,DF,Genoa,23-053,1997,0.5,27,7,18,9,0,0,25,0,0,,0,0,8,19,9,0,0,0,0,0,9,9,100.0,0,Matches
Riccardo Orsolini,it ITA,"FW,MF",Bologna,24-020,1997,11.6,596,10,90,270,275,47,549,29,41,70.7,30,3,407,1991,1252,72,14,7,25,13,558,434,77.8,83,Matches
Victor Osimhen,ng NGA,FW,Napoli,22-046,1998,5.9,167,4,7,70,102,39,163,8,12,66.7,10,0,104,675,378,22,7,11,9,8,247,122,49.4,50,Matches
Yordan Osorio,ve VEN,DF,Parma,26-279,1994,10.8,740,97,445,324,19,5,713,11,14,78.6,11,0,485,2513,1268,32,2,0,6,6,507,500,98.6,1,Matches
David Ospina,co COL,GK,Napoli,32-166,1988,12.0,424,367,423,4,0,0,369,0,0,,0,0,271,1179,690,0,0,0,0,0,271,270,99.6,0,Matches
Adam Ounas,dz ALG,"MF,FW",Cagliari,24-094,1996,3.4,182,0,27,89,88,10,178,20,27,74.1,20,0,148,666,396,23,9,2,7,14,158,130,82.3,26,Matches
Adam Ounas,dz ALG,FW,Crotone,24-094,1996,0.7,49,0,3,29,24,2,49,2,3,66.7,2,1,38,224,137,4,3,0,1,4,46,36,78.3,5,Matches
Thomas Ouwejan,nl NED,DF,Udinese,24-136,1996,3.5,216,5,37,93,105,12,177,1,2,50.0,1,0,140,796,399,25,9,1,6,0,155,135,87.1,16,Matches
Mattia Pagliuca,it ITA,MF,Bologna,18-294,2002,0.1,6,0,1,2,3,1,6,1,1,100.0,1,0,4,18,0,0,0,0,1,1,9,5,55.6,2,Matches
Rodrigo Palacio,ar ARG,FW,Bologna,39-008,1982,16.5,792,17,45,360,433,98,754,32,52,61.5,32,2,573,3421,1832,107,22,28,40,41,954,627,65.7,188,Matches
Alberto Paleari,it ITA,GK,Genoa,28-168,1992,1.3,46,38,44,3,0,0,33,0,0,,0,0,22,77,56,0,0,0,0,0,20,20,100.0,0,Matches
Antonio Palumbo,it ITA,MF,Sampdoria,24-191,1996,0.1,2,0,0,1,1,1,2,0,0,,0,0,1,2,2,0,0,0,0,0,2,2,100.0,0,Matches
Martin Palumbo,no NOR,MF,Udinese,18-345,2002,0.6,21,0,2,10,9,1,21,0,0,,0,0,7,13,0,0,0,0,0,1,15,9,60.0,3,Matches
Goran Pandev,mk MKD,"FW,MF",Genoa,37-201,1983,8.7,345,6,43,191,131,30,337,9,13,69.2,9,0,264,1248,625,32,11,6,26,20,433,259,59.8,77,Matches
Vittorio Parigini,it ITA,"FW,DF",Genoa,24-325,1996,0.6,35,1,4,7,26,0,29,1,2,50.0,1,0,23,214,132,9,1,0,1,1,29,21,72.4,4,Matches
Marco Parolo,it ITA,"DF,MF",Lazio,36-019,1985,4.2,252,21,93,129,40,5,243,1,3,33.3,2,0,130,587,226,5,4,0,2,2,158,138,87.3,10,Matches
Mario Pašalić,hr CRO,MF,Atalanta,26-004,1995,6.3,471,6,72,282,162,16,462,5,7,71.4,5,0,376,1946,1037,54,21,3,7,9,413,371,89.8,25,Matches
Christian Pastina,it ITA,DF,Benevento,19-364,2001,0.8,44,4,15,27,2,0,42,0,0,,0,0,23,61,35,1,0,0,0,0,34,29,85.3,0,Matches
Patric,es ESP,DF,Lazio,27-302,1993,11.5,839,87,367,408,105,10,800,0,1,0.0,1,0,575,2986,1338,31,6,0,5,5,610,588,96.4,12,Matches
Leonardo Pavoletti,it ITA,FW,Cagliari,32-079,1988,6.8,245,11,26,133,92,41,233,1,2,50.0,1,0,110,369,144,7,1,3,22,2,361,190,52.6,49,Matches
Nehuén Paz,ar ARG,DF,Bologna,27-291,1993,4.0,285,29,141,142,10,3,277,1,2,50.0,1,0,146,646,272,3,0,0,0,0,168,166,98.8,0,Matches
Pedro,es ESP,"FW,MF",Roma,33-200,1987,11.2,542,4,64,289,234,42,536,18,27,66.7,19,2,432,2803,1263,73,22,6,24,9,545,442,81.1,78,Matches
João Pedro,br BRA,"MF,FW",Cagliari,28-341,1992,20.7,898,35,113,446,386,97,884,24,43,55.8,25,0,571,2696,1248,72,22,9,38,40,938,683,72.8,146,Matches
Gianluca Pegolo,it ITA,GK,Sassuolo,39-325,1981,1.0,24,23,24,0,0,0,14,0,0,,0,0,8,37,24,0,0,0,0,0,6,6,100.0,0,Matches
Lorenzo Pellegrini,it ITA,"MF,FW",Roma,24-239,1996,16.5,1056,29,154,625,362,37,944,24,39,61.5,27,2,704,4645,2307,110,49,8,23,14,858,714,83.2,73,Matches
Luca Pellegrini,it ITA,"DF,MF",Genoa,21-343,1999,6.6,416,21,118,186,139,14,367,14,27,51.9,15,2,286,1189,704,31,12,2,20,15,300,266,88.7,20,Matches
Federico Peluso,it ITA,DF,Sassuolo,37-024,1984,1.1,104,14,53,57,2,0,94,0,0,,0,0,69,487,297,8,2,0,0,1,78,78,100.0,0,Matches
Andreas Pereira,br BRA,"MF,FW",Lazio,25-043,1996,3.1,170,3,16,78,84,11,158,6,8,75.0,6,0,136,733,375,17,4,1,7,3,174,120,69.0,27,Matches
Pedro Pereira,pt POR,DF,Crotone,23-022,1998,17.0,787,45,180,352,294,25,666,15,40,37.5,18,3,469,1997,1018,44,9,5,26,29,560,439,78.4,57,Matches
Gastón Pereiro,uy URU,"MF,FW",Cagliari,25-247,1995,1.6,86,1,16,35,45,9,81,2,5,40.0,2,0,55,386,251,15,7,1,2,3,69,57,82.6,4,Matches
Bruno Peres,br BRA,DF,Roma,30-349,1990,6.5,399,9,80,180,170,23,350,3,6,50.0,4,0,257,1618,902,54,13,6,8,9,282,251,89.0,38,Matches
Roberto Pereyra,ar ARG,MF,Udinese,30-037,1991,17.7,909,30,160,430,400,67,881,20,45,44.4,23,4,687,3915,2255,110,38,15,30,47,810,650,80.2,105,Matches
Carles Pérez,es ESP,"MF,FW",Roma,22-363,1998,3.8,202,4,21,103,88,18,200,8,12,66.7,8,0,153,761,391,17,6,4,12,11,205,158,77.1,30,Matches
Mattia Perin,it ITA,GK,Genoa,28-095,1992,18.0,695,621,694,1,0,0,459,0,0,,0,0,303,1430,745,0,0,0,0,0,279,278,99.6,0,Matches
Ivan Perišić,hr CRO,"DF,FW",Inter,32-011,1989,11.2,563,29,94,208,287,57,496,5,11,45.5,5,0,302,1950,1234,66,8,15,15,7,448,365,81.5,54,Matches
Matteo Pessina,it ITA,MF,Atalanta,23-298,1997,9.7,608,14,91,326,230,24,603,13,28,46.4,13,0,470,2216,984,52,15,2,18,14,556,448,80.6,60,Matches
Andrea Petagna,it ITA,FW,Napoli,25-228,1995,10.1,318,10,32,144,164,88,302,7,12,58.3,8,1,216,1235,431,28,6,18,16,12,411,242,58.9,74,Matches
Jacopo Petriccione,it ITA,MF,Crotone,25-357,1995,4.6,259,10,86,159,29,0,246,0,0,,0,0,171,687,381,10,2,0,0,4,189,179,94.7,5,Matches
Jens Petter Hauge,no NOR,"FW,MF",Milan,21-124,1999,5.0,220,4,25,88,120,20,217,10,14,71.4,11,0,162,737,365,18,4,2,9,10,236,166,70.3,36,Matches
Germán Pezzella,ar ARG,DF,Fiorentina,29-231,1991,14.6,830,94,437,411,32,18,813,1,1,100.0,1,0,498,2718,1161,21,2,0,7,1,572,551,96.3,2,Matches
Giuseppe Pezzella,it ITA,DF,Parma,23-076,1997,10.5,640,52,229,281,181,12,570,17,23,73.9,17,0,417,2690,1512,61,20,5,6,19,432,397,91.9,28,Matches
Cristiano Piccini,it ITA,DF,Atalanta,28-140,1992,0.7,23,0,2,13,9,1,17,1,2,50.0,1,0,11,31,0,0,0,0,0,2,16,13,81.3,0,Matches
Roberto Piccoli,it ITA,FW,Spezia,20-017,2001,4.4,156,4,5,78,81,22,141,2,3,66.7,2,0,83,354,140,7,4,1,25,7,218,108,49.5,39,Matches
Andrea Pinamonti,it ITA,FW,Inter,21-270,1999,0.6,35,1,3,11,23,5,35,2,2,100.0,2,0,27,91,25,3,1,1,3,2,38,28,73.7,9,Matches
Fabio Pisacane,it ITA,DF,Cagliari,35-016,1986,2.5,114,20,65,48,11,0,108,0,0,,0,0,66,320,162,6,4,0,0,1,77,74,96.1,0,Matches
Marko Pjaca,hr CRO,"FW,MF",Genoa,25-283,1995,8.6,366,6,65,204,134,29,359,20,34,58.8,22,2,281,1582,926,55,26,8,20,27,417,289,69.3,50,Matches
Tommaso Pobega,it ITA,MF,Spezia,21-213,1999,9.0,381,23,77,229,97,12,381,3,4,75.0,3,0,231,869,395,15,6,1,9,7,295,259,87.8,17,Matches
Andrea Poli,it ITA,MF,Bologna,31-137,1989,2.4,141,7,31,82,38,3,139,1,1,100.0,1,0,103,458,220,7,2,0,2,2,109,96,88.1,3,Matches
Matteo Politano,it ITA,"FW,MF",Napoli,27-194,1993,8.2,493,11,51,173,311,36,454,23,33,69.7,26,0,391,2712,1544,85,20,10,21,13,444,374,84.2,60,Matches
Manolo Portanova,it ITA,FW,Genoa,20-256,2000,0.1,7,1,2,1,4,0,7,0,1,0.0,0,0,7,18,2,0,0,0,1,0,12,6,50.0,4,Matches
Manolo Portanova,it ITA,"FW,MF",Juventus,20-256,2000,0.8,40,1,12,20,12,2,39,0,0,,0,0,26,151,99,4,1,0,0,1,37,28,75.7,3,Matches
Ivan Provedel,it ITA,GK,Spezia,26-333,1994,18.0,962,797,955,8,0,0,804,0,0,,0,0,538,2653,1143,0,0,0,0,1,617,615,99.7,0,Matches
Erick Pulgar,cl CHI,MF,Fiorentina,27-029,1994,7.0,526,35,102,341,107,2,488,1,1,100.0,1,0,305,1313,519,19,6,0,2,3,355,336,94.6,12,Matches
Ignacio Pussetto,ar ARG,FW,Udinese,25-054,1995,8.4,320,10,35,134,183,51,310,13,21,61.9,14,1,217,1233,788,32,13,10,21,21,319,203,63.6,66,Matches
Fabio Quagliarella,it ITA,FW,Sampdoria,38-013,1983,14.2,399,9,48,188,181,51,361,7,18,38.9,9,0,216,777,350,16,4,4,23,19,649,270,41.6,95,Matches
Simone Rabbi,it ITA,FW,Bologna,19-106,2001,0.4,19,0,3,11,9,2,17,0,0,,0,0,15,95,48,1,1,0,3,4,24,14,58.3,9,Matches
Adrien Rabiot,fr FRA,MF,Juventus,25-316,1995,11.7,840,42,209,502,207,18,827,20,27,74.1,22,0,619,3739,1825,69,27,3,13,15,693,641,92.5,35,Matches
Ivan Radovanović,rs SRB,"DF,MF",Genoa,32-168,1988,12.5,631,99,330,298,31,1,611,5,6,83.3,5,0,360,1891,897,14,1,0,0,4,364,349,95.9,5,Matches
Ștefan Radu,ro ROU,DF,Lazio,34-114,1986,15.3,1025,88,419,513,160,6,994,7,9,77.8,7,0,642,3807,2111,74,24,1,4,7,703,688,97.9,4,Matches
Rafael,br BRA,GK,Spezia,38-347,1982,1.3,62,50,62,1,0,0,46,0,0,,0,0,23,136,101,0,0,0,0,0,31,31,100.0,0,Matches
Gastón Ramírez,uy URU,"FW,MF",Sampdoria,30-073,1990,7.4,458,12,59,209,215,20,414,13,21,61.9,13,0,280,1275,627,27,9,2,24,17,414,305,73.7,44,Matches
Aaron Ramsey,wal WAL,"MF,FW",Juventus,30-049,1990,8.3,616,8,86,305,261,52,599,7,10,70.0,7,0,424,2062,824,45,14,4,16,7,583,505,86.6,90,Matches
Andrea Ranocchia,it ITA,DF,Inter,32-363,1988,3.8,323,18,112,224,10,7,316,0,0,,0,0,237,1712,1066,30,1,0,1,2,252,250,99.2,0,Matches
Giacomo Raspadori,it ITA,"FW,MF",Sassuolo,20-361,2000,6.1,228,12,32,91,115,28,202,8,14,57.1,8,0,156,638,263,12,1,4,13,14,261,163,62.5,56,Matches
Federico Ravaglia,it ITA,GK,Bologna,21-094,1999,1.0,35,28,35,0,0,0,27,0,0,,0,0,18,46,18,0,0,0,0,0,20,20,100.0,0,Matches
Ante Rebić,hr CRO,FW,Milan,27-145,1993,10.3,371,10,27,127,238,62,363,13,22,59.1,13,1,249,1137,721,44,12,14,24,24,425,262,61.6,91,Matches
Arkadiusz Reca,pl POL,DF,Crotone,25-241,1995,16.7,933,67,296,402,304,51,800,27,47,57.4,28,1,534,3872,2494,113,35,13,20,16,601,487,81.0,57,Matches
Vasco Regini,it ITA,DF,Sampdoria,30-157,1990,0.9,41,4,13,16,12,0,34,0,0,,0,0,18,43,14,0,0,0,0,0,28,22,78.6,0,Matches
Pepe Reina,es ESP,GK,Lazio,38-166,1982,15.0,659,596,652,8,0,0,551,0,0,,0,0,405,2506,1351,0,0,0,0,0,414,414,100.0,0,Matches
Franck Ribéry,fr FRA,FW,Fiorentina,37-312,1983,13.6,757,1,52,425,351,61,745,39,61,63.9,41,1,674,3442,1790,107,34,24,31,72,747,623,83.4,84,Matches
Federico Ricci,it ITA,FW,Sassuolo,26-262,1994,0.0,5,0,0,4,2,0,5,0,0,,0,0,4,11,5,1,0,0,1,0,6,5,83.3,0,Matches
Giacomo Ricci,it ITA,DF,Parma,24-164,1996,0.7,40,6,11,23,9,1,36,0,3,0.0,0,0,22,89,65,3,0,1,0,2,28,23,82.1,0,Matches
Matteo Ricci,it ITA,MF,Spezia,26-262,1994,12.7,956,22,201,642,147,5,907,4,6,66.7,5,0,609,2300,931,35,8,2,6,4,724,696,96.1,16,Matches
Tomás Rincón,ve VEN,MF,Torino,33-031,1988,19.0,1080,72,364,646,137,10,1038,21,28,75.0,21,1,688,2717,1286,40,21,2,8,18,745,692,92.9,10,Matches
Andrea Rispoli,it ITA,DF,Crotone,32-137,1988,4.3,244,13,74,98,91,8,203,3,5,60.0,3,0,135,827,402,15,4,1,4,2,167,145,86.8,16,Matches
Emmanuel Rivière,fr FRA,"FW,MF",Crotone,30-347,1990,5.7,192,2,15,120,66,18,188,2,5,40.0,2,0,140,512,206,7,5,1,21,8,278,158,56.8,50,Matches
Ricardo Rodríguez,ch SUI,DF,Torino,28-172,1992,11.4,753,55,264,390,148,5,679,6,10,60.0,6,0,492,2248,1235,47,12,0,3,6,515,491,95.3,8,Matches
