player,nationality,position,squad,age,birth_year,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,matches
Giuseppe Di Serio,it ITA,"MF,FW",Benevento,19-208,2001,1.9,72,2,9,34,36,8,70,3,3,100.0,3,0,48,261,134,8,4,0,5,8,105,54,51.4,9,Matches
Amad Diallo,ci CIV,MF,Atalanta,18-217,2002,0.2,12,0,0,11,2,0,12,2,2,100.0,2,0,14,100,50,5,1,0,0,0,21,12,57.1,2,Matches
Amadou Diawara,gn GUI,MF,Roma,23-211,1997,1.8,152,4,38,100,21,0,150,0,1,0.0,0,0,100,446,198,9,4,0,0,0,115,112,97.4,1,Matches
Brahim Díaz,es ESP,"MF,FW",Milan,21-194,1999,7.7,393,6,38,193,188,38,377,19,29,65.5,20,1,286,1333,655,36,11,5,15,25,389,284,73.0,64,Matches
Daan Dierckx,be BEL,DF,Parma,17-355,2003,1.0,24,5,15,10,1,1,24,0,0,,0,0,8,57,21,0,0,0,0,0,8,8,100.0,0,Matches
Mitchell Dijks,nl NED,DF,Bologna,28-004,1993,9.0,563,38,195,251,171,14,472,21,42,50.0,23,2,347,1952,1234,36,19,2,6,15,374,344,92.0,15,Matches
Federico Dimarco,it ITA,DF,Hellas Verona,23-095,1997,17.9,1255,88,351,560,414,39,1018,9,15,60.0,10,1,692,3839,2428,90,30,5,13,9,799,717,89.7,49,Matches
Koffi Djidji,ci CIV,DF,Crotone,28-075,1992,4.5,298,48,168,130,18,1,278,2,5,40.0,2,0,169,777,416,10,1,0,1,4,180,175,97.2,1,Matches
Berat Djimsiti,al ALB,DF,Atalanta,27-360,1993,15.3,1070,87,411,564,154,21,1034,2,3,66.7,2,0,643,3385,1704,70,21,1,10,6,736,694,94.3,29,Matches
Nicolás Domínguez,ar ARG,MF,Bologna,22-230,1998,9.4,580,27,142,333,140,18,562,7,8,87.5,7,1,321,1714,802,35,9,2,13,12,427,363,85.0,31,Matches
Gianluigi Donnarumma,it ITA,GK,Milan,21-354,1999,20.0,719,635,715,4,0,0,568,1,1,100.0,1,0,373,1946,1083,0,0,0,0,0,371,370,99.7,0,Matches
Bartłomiej Drągowski,pl POL,GK,Fiorentina,23-178,1997,21.0,685,626,684,1,0,0,483,0,0,,0,0,306,1760,958,0,0,0,0,0,275,274,99.6,0,Matches
Denis Drăguș,ro ROU,"FW,MF",Crotone,21-222,1999,1.9,96,0,7,49,49,4,95,3,5,60.0,4,0,74,356,129,5,5,0,11,7,105,73,69.5,17,Matches
Radu Drăgușin,ro ROU,DF,Juventus,19-010,2002,0.0,2,1,2,0,0,0,2,0,0,,0,0,1,4,0,0,0,0,0,0,1,1,100.0,0,Matches
Léo Duarte,br BRA,DF,Milan,24-211,1996,0.2,15,1,12,5,0,0,14,0,0,,0,0,11,42,17,0,0,0,0,0,12,12,100.0,0,Matches
Alfred Duncan,gh GHA,MF,Fiorentina,27-340,1993,1.8,102,1,15,71,23,1,97,5,5,100.0,5,1,69,295,102,4,0,0,1,2,71,69,97.2,1,Matches
Alfred Duncan,gh GHA,MF,Cagliari,27-340,1993,1.5,87,1,9,51,34,0,86,3,5,60.0,3,0,56,275,146,9,3,0,1,3,80,67,83.8,13,Matches
Paulo Dybala,ar ARG,FW,Juventus,27-090,1993,7.2,524,1,36,236,284,41,459,13,23,56.5,13,2,349,1783,851,52,16,9,22,12,462,395,85.5,69,Matches
Edin Džeko,ba BIH,FW,Roma,34-333,1986,13.3,499,16,29,244,256,83,473,15,29,51.7,17,1,301,1493,842,51,15,11,41,25,663,396,59.7,125,Matches
Steeve-Mike Ebongue,fr FRA,MF,Genoa,19-359,2001,0.4,22,1,9,7,8,0,22,0,0,,0,0,17,52,15,0,1,0,1,0,11,10,90.9,0,Matches
Simone Edera,it ITA,"DF,MF",Torino,24-035,1997,0.6,33,2,11,12,12,1,27,2,2,100.0,2,0,16,65,42,3,0,1,1,0,20,14,70.0,0,Matches
Albin Ekdal,se SWE,MF,Sampdoria,31-200,1989,16.3,823,47,223,499,150,16,794,13,15,86.7,13,0,449,2286,1102,45,12,1,8,11,486,439,90.3,24,Matches
Elif Elmas,mk MKD,"MF,FW",Napoli,21-142,1999,5.3,287,4,28,164,119,22,280,9,12,75.0,9,1,219,1158,602,34,15,5,3,9,282,227,80.5,29,Matches
Manu Emmanuel Gyabuaa,it ITA,MF,Atalanta,19-145,2001,0.0,2,0,1,1,0,0,2,0,0,,0,0,1,5,5,0,0,0,0,0,1,1,100.0,0,Matches
Alan Empereur,br BRA,DF,Hellas Verona,26-340,1994,2.4,138,10,44,87,12,1,135,0,0,,0,0,84,409,275,9,1,0,0,1,98,96,98.0,0,Matches
Christian Eriksen,dk DEN,"MF,DF",Inter,28-365,1992,4.3,383,4,45,209,156,10,344,4,5,80.0,4,1,248,1222,700,40,15,0,9,10,319,287,90.0,20,Matches
Martin Erlic,hr CRO,DF,Spezia,23-020,1998,9.6,585,78,339,264,13,7,552,4,6,66.7,4,0,287,1701,797,13,0,0,0,4,343,342,99.7,2,Matches
Gonzalo Escalante,ar ARG,MF,Lazio,27-323,1993,5.6,352,11,102,227,44,2,346,5,6,83.3,5,0,209,1109,514,21,7,0,2,4,221,211,95.5,6,Matches
Nahuel Estévez,ar ARG,MF,Spezia,25-091,1995,10.6,618,21,74,342,228,22,582,6,9,66.7,7,0,408,2024,993,44,18,3,13,6,469,419,89.3,36,Matches
Valentin Eysseric,fr FRA,"FW,MF",Fiorentina,28-325,1992,2.3,126,3,20,63,53,4,120,0,0,,0,0,88,508,253,12,5,0,1,3,109,90,82.6,13,Matches
Iago Falque,es ESP,"MF,FW",Benevento,31-040,1990,2.7,158,3,18,95,66,7,150,2,4,50.0,3,2,128,958,554,28,12,2,4,8,144,114,79.2,18,Matches
Andri Fannar Baldursson,is ISL,MF,Bologna,19-034,2002,1.3,56,3,15,31,17,2,56,0,1,0.0,0,0,36,179,59,4,2,0,2,3,39,35,89.7,5,Matches
Paolo Faragò,it ITA,"DF,MF",Cagliari,28-001,1993,4.1,281,27,88,123,86,6,242,2,6,33.3,3,0,153,714,362,22,3,1,2,3,183,165,90.2,5,Matches
Davide Faraoni,it ITA,DF,Hellas Verona,29-111,1991,17.6,1053,99,338,478,267,34,911,15,37,40.5,19,0,543,1920,875,36,7,1,10,8,644,546,84.8,40,Matches
Mohamed Fares,dz ALG,DF,Lazio,24-364,1996,4.7,290,8,56,110,134,10,262,3,5,60.0,3,0,180,827,435,23,4,3,7,3,210,192,91.4,19,Matches
Diego Farias,br BRA,FW,Spezia,30-279,1990,10.1,484,2,51,233,223,54,477,8,13,61.5,10,0,363,2099,1095,65,9,23,16,5,505,399,79.0,66,Matches
Andrea Favilli,it ITA,FW,Hellas Verona,23-272,1997,3.0,128,2,5,57,73,24,124,3,7,42.9,3,0,94,301,123,7,2,4,14,20,201,103,51.2,52,Matches
Luiz Felipe,br BRA,DF,Lazio,23-328,1997,8.3,508,54,255,241,38,3,495,1,1,100.0,1,0,324,2355,1054,34,5,0,3,3,338,322,95.3,0,Matches
Alex Ferrari,it ITA,DF,Sampdoria,26-227,1994,4.1,223,26,97,83,51,5,194,1,3,33.3,2,0,102,468,241,4,1,1,3,1,122,113,92.6,2,Matches
Salvador Ferrer,es ESP,DF,Spezia,23-023,1998,7.0,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Fernando Forestieri,it ITA,"FW,MF",Udinese,31-029,1990,3.1,150,0,15,70,73,12,145,6,9,66.7,6,0,108,471,210,12,5,1,7,4,148,105,70.9,14,Matches
Daam Foulon,be BEL,DF,Benevento,21-327,1999,7.8,429,31,151,192,106,3,352,4,8,50.0,4,0,219,1095,667,21,9,2,8,3,262,240,91.6,5,Matches
Gianluca Frabotta,it ITA,DF,Juventus,21-234,1999,6.8,507,19,139,232,162,18,450,5,11,45.5,5,0,318,1416,776,32,8,3,5,8,369,341,92.4,24,Matches
Remo Freuler,ch SUI,MF,Atalanta,28-304,1992,14.7,1148,20,187,712,319,24,1107,20,24,83.3,20,0,823,4268,2108,106,36,3,23,23,862,788,91.4,34,Matches
Matteo Gabbia,it ITA,DF,Milan,21-115,1999,5.0,340,53,187,163,11,6,333,0,0,,0,0,205,1021,467,9,0,0,1,0,227,226,99.6,3,Matches
Manolo Gabbiadini,it ITA,"FW,MF",Sampdoria,29-079,1991,1.2,32,1,8,14,13,2,32,0,0,,0,0,19,116,71,3,2,0,3,1,38,25,65.8,6,Matches
Roberto Gagliardini,it ITA,MF,Inter,26-312,1994,9.3,490,21,87,284,151,28,480,4,7,57.1,4,0,326,1809,930,49,15,2,9,7,405,368,90.9,28,Matches
Riccardo Gagliolo,se SWE,DF,Parma,30-291,1990,13.6,971,87,420,495,129,17,871,6,11,54.5,7,1,573,3253,2097,57,14,2,5,6,667,640,96.0,8,Matches
Andrey Galabinov,bg BUL,FW,Spezia,32-078,1988,3.7,122,5,10,73,43,12,108,3,3,100.0,3,0,68,323,199,8,3,2,14,11,154,88,57.1,26,Matches
Gervinho,ci CIV,"FW,MF",Parma,33-262,1987,15.4,523,2,43,225,308,80,509,30,52,57.7,32,1,447,3007,1928,108,25,35,31,36,642,420,65.4,113,Matches
Paolo Ghiglione,it ITA,"DF,MF",Genoa,24-011,1997,10.9,543,31,153,247,185,19,478,4,15,26.7,4,0,321,1798,1165,60,28,7,18,2,410,331,80.7,22,Matches
Faouzi Ghoulam,dz ALG,"DF,FW",Napoli,30-012,1991,1.6,156,6,33,77,55,1,133,1,2,50.0,1,0,93,430,206,10,3,1,1,1,121,109,90.1,7,Matches
Kamil Glik,pl POL,DF,Benevento,33-010,1988,22.0,1064,220,678,396,37,25,1018,1,2,50.0,1,0,527,2561,1493,23,0,0,4,1,656,636,97.0,5,Matches
Diego Godín,uy URU,DF,Cagliari,34-363,1986,11.9,795,149,463,351,29,11,762,7,7,100.0,7,0,453,2567,1452,40,6,1,2,2,505,485,96.0,5,Matches
Amer Gojak,ba BIH,"MF,FW",Torino,24-000,1997,3.8,217,3,23,118,88,6,195,4,9,44.4,4,0,153,636,270,16,4,0,8,5,210,157,74.8,21,Matches
Edoardo Goldaniga,it ITA,DF,Genoa,27-103,1993,11.7,606,72,314,273,54,5,563,1,2,50.0,1,0,324,1774,885,21,6,0,5,1,377,354,93.9,5,Matches
Vladimir Golemić,si SVN,DF,Crotone,29-230,1991,12.4,829,146,497,346,30,7,781,1,1,100.0,1,0,474,2416,1347,22,3,0,4,4,556,543,97.7,5,Matches
Pierluigi Gollini,it ITA,GK,Atalanta,25-332,1995,13.7,399,346,398,1,0,0,318,1,1,100.0,1,0,232,1138,563,0,0,0,1,0,205,205,100.0,0,Matches
Tomislav Gomelt,hr CRO,MF,Crotone,26-037,1995,0.2,21,2,7,12,2,0,20,0,0,,0,0,12,69,30,2,0,0,0,2,16,15,93.8,1,Matches
Papu Gómez,ar ARG,"FW,MF",Atalanta,32-364,1988,7.4,516,4,51,282,240,21,484,22,30,73.3,22,0,416,2923,1618,86,36,3,8,10,471,406,86.2,40,Matches
Robin Gosens,de GER,DF,Atalanta,26-223,1994,14.6,990,32,198,462,381,63,883,10,19,52.6,11,0,624,3233,1969,94,27,15,12,12,765,654,85.5,63,Matches
Alberto Grassi,it ITA,"DF,MF",Parma,25-343,1995,7.6,388,33,138,191,77,8,361,3,9,33.3,3,0,197,848,419,14,5,0,9,5,234,209,89.3,10,Matches
Koray Günter,de GER,DF,Hellas Verona,26-181,1994,8.3,591,61,276,343,9,3,575,4,4,100.0,4,0,329,1706,894,14,4,0,2,1,334,327,97.9,2,Matches
Emanuel Gyasi,gh GHA,FW,Spezia,27-033,1994,18.0,697,9,82,340,334,59,694,19,27,70.4,19,0,568,2838,1298,73,18,20,35,30,874,551,63.0,108,Matches
Achraf Hakimi,ma MAR,DF,Inter,22-101,1998,15.7,1025,23,173,395,519,81,910,22,45,48.9,25,7,692,3853,2600,122,30,21,29,16,834,719,86.2,96,Matches
Samir Handanović,si SVN,GK,Inter,36-214,1984,21.0,650,612,648,3,0,0,529,0,0,,0,0,366,1636,952,0,0,0,0,0,399,397,99.5,0,Matches
Lukáš Haraslín,sk SVK,"FW,MF",Sassuolo,24-263,1996,2.7,139,3,18,55,80,14,123,6,11,54.5,7,0,101,541,343,19,6,3,3,5,124,97,78.2,32,Matches
Hans Hateboer,nl NED,DF,Atalanta,27-035,1994,15.3,903,17,193,403,373,53,810,4,11,36.4,4,0,595,2876,1798,64,24,1,13,14,785,663,84.5,69,Matches
Eduardo Henrique,br BRA,MF,Crotone,25-272,1995,7.1,336,9,77,204,77,7,331,8,11,72.7,8,0,244,1314,652,25,6,1,8,12,286,243,85.0,21,Matches
Theo Hernández,fr FRA,DF,Milan,23-130,1997,18.0,1205,54,360,622,368,58,1059,34,52,65.4,36,3,821,6097,4199,142,72,14,22,21,828,775,93.6,52,Matches
Hernani,br BRA,MF,Parma,26-323,1994,13.8,779,31,182,468,183,13,735,27,36,75.0,27,0,468,2602,1291,46,12,2,17,28,563,496,88.1,37,Matches
Përparim Hetemaj,fi FIN,MF,Benevento,34-063,1986,12.3,555,21,166,283,137,13,546,4,8,50.0,4,0,371,1738,703,25,12,0,19,15,405,349,86.2,28,Matches
Aaron Hickey,sco SCO,DF,Bologna,18-248,2002,8.1,497,29,156,245,137,10,421,8,15,53.3,10,0,319,1925,947,34,18,2,10,13,297,276,92.9,16,Matches
Wesley Hoedt,nl NED,DF,Lazio,26-344,1994,7.0,565,92,289,292,20,4,555,2,3,66.7,2,0,380,2382,1183,25,2,0,2,2,395,394,99.7,0,Matches
Elseid Hysaj,al ALB,DF,Napoli,26-359,1994,8.7,744,33,210,427,159,7,657,6,9,66.7,7,0,498,2449,1472,53,21,3,6,8,539,518,96.1,7,Matches
Simone Iacoponi,it ITA,DF,Parma,33-289,1987,12.3,753,95,359,363,81,5,682,3,5,60.0,4,1,449,2437,1398,40,8,0,6,0,506,482,95.3,7,Matches
Roger Ibanez,br BRA,DF,Roma,22-082,1998,19.4,1436,141,647,838,67,15,1390,12,24,50.0,19,1,950,5658,2997,74,18,1,8,9,970,953,98.2,5,Matches
Zlatan Ibrahimović,se SWE,FW,Milan,39-133,1981,9.8,462,19,23,196,261,96,429,5,7,71.4,5,0,239,994,574,30,12,4,19,10,545,354,65.0,96,Matches
Igor,br BRA,DF,Fiorentina,23-006,1998,10.0,739,65,284,478,41,5,713,3,3,100.0,3,1,539,3610,2439,56,11,0,4,2,554,546,98.6,1,Matches
Ivan Ilić,rs SRB,MF,Hellas Verona,19-333,2001,11.3,701,24,134,455,165,14,657,22,28,78.6,23,0,479,2728,1385,59,14,5,16,16,494,442,89.5,25,Matches
Josip Iličić,si SVN,"FW,MF",Atalanta,33-015,1988,10.7,786,2,41,310,505,82,740,44,67,65.7,46,5,673,3624,2177,130,43,26,31,43,803,652,81.2,129,Matches
Ciro Immobile,it ITA,FW,Lazio,30-359,1990,17.0,680,6,61,270,387,112,662,16,25,64.0,19,1,481,2417,1116,64,17,16,38,35,891,551,61.8,154,Matches
Riccardo Improta,it ITA,"MF,DF",Benevento,27-056,1993,13.7,657,36,172,318,220,37,613,10,14,71.4,10,0,390,2356,1398,57,18,6,16,25,548,428,78.1,60,Matches
Roberto Inglese,it ITA,FW,Parma,29-093,1991,6.1,204,5,30,114,71,16,192,6,6,100.0,6,0,129,402,101,5,1,1,27,26,292,148,50.7,40,Matches
Lorenzo Insigne,it ITA,FW,Napoli,29-254,1991,14.7,1066,8,110,510,530,75,987,23,42,54.8,24,4,787,4583,2730,141,38,14,25,27,990,819,82.7,107,Matches
Roberto Insigne,it ITA,"MF,FW",Benevento,26-278,1994,12.5,490,10,77,218,227,46,456,9,15,60.0,10,0,350,2280,1074,56,13,10,15,15,473,344,72.7,71,Matches
Artur Ioniță,md MDA,MF,Benevento,30-180,1990,19.1,674,38,167,414,143,17,659,11,16,68.8,12,0,370,2120,1061,44,20,1,17,14,510,385,75.5,42,Matches
Ardian Ismajli,al ALB,DF,Spezia,24-136,1996,2.5,178,22,103,81,3,1,174,0,0,,0,0,97,503,228,7,0,0,0,0,106,105,99.1,0,Matches
Armando Izzo,it ITA,DF,Torino,28-348,1992,8.1,552,42,244,284,65,10,521,3,6,50.0,3,0,360,2046,961,33,12,0,1,3,364,355,97.5,6,Matches
Mato Jajalo,ba BIH,MF,Udinese,32-264,1988,0.4,36,2,12,21,3,0,34,0,0,,0,0,19,83,36,1,0,0,0,0,23,23,100.0,0,Matches
Jakub Jankto,cz CZE,MF,Sampdoria,25-025,1996,14.2,601,23,121,259,258,55,572,8,17,47.1,8,2,388,2026,1181,56,18,12,11,13,519,401,77.3,63,Matches
Juan Jesus,br BRA,DF,Roma,29-248,1991,1.0,88,11,44,47,0,0,85,0,0,,0,0,73,287,89,2,0,0,0,0,76,75,98.7,0,Matches
Hamed Junior Traorè,ci CIV,"FW,MF",Sassuolo,20-363,2000,11.1,597,11,86,287,268,31,552,27,37,73.0,30,5,465,2523,1395,64,20,4,26,28,553,423,76.5,59,Matches
Nikola Kalinić,hr CRO,FW,Hellas Verona,33-039,1988,7.8,233,5,10,118,118,39,215,3,6,50.0,4,1,153,525,172,9,5,1,21,13,450,176,39.1,70,Matches
Pierre Kalulu,fr FRA,DF,Milan,20-253,2000,5.3,347,62,219,139,9,3,335,2,2,100.0,2,0,202,1284,582,12,3,0,0,0,232,225,97.0,0,Matches
Yann Karamoh,fr FRA,"FW,MF",Parma,22-220,1998,9.6,368,11,59,168,185,33,365,20,32,62.5,22,1,299,1679,1113,54,21,9,28,18,389,272,69.9,67,Matches
Augustus Kargbo,sl SLE,FW,Crotone,21-173,1999,0.4,17,0,1,6,10,0,17,0,1,0.0,0,0,12,10,0,0,0,0,3,3,19,14,73.7,8,Matches
Rick Karsdorp,nl NED,DF,Roma,26-002,1995,16.5,840,35,208,401,272,29,725,8,10,80.0,9,0,503,2326,957,46,14,6,14,7,616,521,84.6,44,Matches
Franck Kessié,ci CIV,MF,Milan,24-056,1996,19.1,1207,69,317,753,227,50,1184,23,26,88.5,24,0,844,4719,2025,74,22,1,17,21,930,844,90.8,38,Matches
Omar Khailoti,it ITA,DF,Bologna,19-161,2001,0.3,23,3,7,11,6,0,23,0,0,,0,0,17,98,56,4,1,0,0,0,22,18,81.8,0,Matches
Giorgos Kiriakopoulos,gr GRE,DF,Sassuolo,25-008,1996,8.5,584,36,196,250,182,16,518,19,27,70.4,19,0,397,2142,1313,64,18,5,11,13,404,371,91.8,33,Matches
Simon Kjær,dk DEN,DF,Milan,31-324,1989,13.1,842,147,486,378,20,13,806,0,0,,0,0,469,2358,1292,14,0,0,4,1,540,532,98.5,3,Matches
Ragnar Klavan,ee EST,DF,Cagliari,35-106,1985,4.7,247,53,154,97,7,1,240,0,0,,0,0,125,775,364,9,2,0,1,1,158,157,99.4,0,Matches
Justin Kluivert,nl NED,"FW,MF",Roma,21-284,1999,0.2,14,0,3,6,9,0,13,0,0,,0,0,8,94,69,4,3,0,1,1,12,7,58.3,2,Matches
Aleksandr Kokorin,ru RUS,FW,Fiorentina,29-331,1991,0.2,9,0,0,5,5,0,9,0,0,,0,0,4,3,3,0,1,0,0,0,13,9,69.2,6,Matches
Aleksandar Kolarov,rs SRB,DF,Inter,35-095,1985,4.3,407,40,136,239,81,1,371,0,3,0.0,0,0,278,2251,1666,60,19,0,3,0,292,285,97.6,6,Matches
Christian Kouamé,ci CIV,FW,Fiorentina,23-069,1997,6.8,279,2,13,129,151,42,269,10,14,71.4,10,0,192,749,228,11,3,5,17,21,352,217,61.6,76,Matches
Kalidou Koulibaly,sn SEN,DF,Napoli,29-238,1991,14.5,1248,141,548,726,50,12,1186,6,7,85.7,6,1,856,4519,2527,70,12,0,4,3,929,918,98.8,3,Matches
Rade Krunić,ba BIH,MF,Milan,27-129,1993,4.1,184,9,47,118,33,6,182,3,7,42.9,3,0,105,577,334,12,6,1,0,5,136,112,82.4,10,Matches
Juraj Kucka,sk SVK,"MF,FW",Parma,33-353,1987,16.1,810,32,142,464,241,38,800,22,31,71.0,22,4,476,2186,1107,53,12,1,26,33,728,576,79.1,96,Matches
Dejan Kulusevski,se SWE,"FW,MF",Juventus,20-294,2000,9.6,505,3,58,242,253,58,486,17,27,63.0,17,0,411,2690,1799,84,28,17,23,28,512,403,78.7,79,Matches
Marash Kumbulla,al ALB,DF,Roma,21-005,2000,9.2,537,44,234,304,32,5,520,2,2,100.0,2,0,369,1723,831,36,8,0,4,1,398,389,97.7,1,Matches
Jasmin Kurtić,si SVN,MF,Parma,32-034,1989,16.9,916,33,171,527,283,28,872,11,22,50.0,14,1,602,3675,1785,79,33,1,14,8,738,640,86.7,44,Matches
Antonino La Gumina,it ITA,FW,Sampdoria,24-344,1996,2.3,88,4,7,30,52,16,83,2,3,66.7,2,0,53,225,117,7,1,3,14,5,149,64,43.0,24,Matches
Sam Lammers,nl NED,"FW,MF",Atalanta,23-289,1997,2.7,142,5,9,60,78,24,140,13,16,81.3,14,0,120,353,175,11,3,3,12,8,167,115,68.9,42,Matches
Gianluca Lapadula,pe PER,FW,Benevento,31-006,1990,17.4,509,15,38,235,264,112,476,7,11,63.6,7,1,286,1465,822,42,14,13,35,29,749,339,45.3,137,Matches
Danilo Larangeira,br BRA,DF,Bologna,36-279,1984,21.8,1270,257,695,610,24,13,1212,0,0,,0,0,707,4013,2317,32,3,0,0,1,804,786,97.8,3,Matches
Kevin Lasagna,it ITA,FW,Udinese,28-187,1992,12.3,354,8,28,138,203,77,336,7,16,43.8,8,1,209,1093,425,29,7,9,28,14,488,240,49.2,96,Matches
Kevin Lasagna,it ITA,"MF,FW",Hellas Verona,28-187,1992,1.0,29,1,3,11,16,3,28,0,2,0.0,0,0,13,48,28,2,0,0,4,3,53,20,37.7,8,Matches
Vincent Laurini,fr FRA,DF,Parma,31-248,1989,3.5,193,12,74,94,36,0,161,0,1,0.0,0,0,97,541,372,14,2,0,1,1,112,107,95.5,3,Matches
Darko Lazović,rs SRB,"DF,MF",Hellas Verona,30-151,1990,12.0,682,27,139,334,256,25,592,11,19,57.9,13,1,410,2051,1300,59,28,8,19,17,523,441,84.3,36,Matches
Manuel Lazzari,it ITA,DF,Lazio,27-076,1993,16.9,872,21,189,367,386,41,736,15,33,45.5,19,0,580,4523,3184,126,41,16,17,21,656,543,82.8,53,Matches
Rafael Leão,pt POR,"FW,MF",Milan,21-248,1999,12.6,440,10,41,206,238,64,424,23,35,65.7,23,1,309,2432,1596,76,19,20,27,15,547,340,62.2,94,Matches
Lucas Leiva,br BRA,MF,Lazio,34-035,1987,11.8,788,33,238,481,114,6,759,5,10,50.0,5,0,471,2421,1257,40,11,0,4,7,503,481,95.6,11,Matches
Lukas Lerager,dk DEN,MF,Genoa,27-216,1993,12.9,620,32,143,347,153,11,606,10,16,62.5,10,0,364,1369,585,25,10,1,13,8,446,368,82.5,28,Matches
Mehdi Léris,fr FRA,"MF,DF",Sampdoria,22-266,1998,2.1,170,12,39,77,69,9,156,3,6,50.0,3,0,114,760,478,20,8,4,6,3,117,95,81.2,14,Matches
Gaetano Letizia,it ITA,DF,Benevento,30-229,1990,13.6,799,61,303,355,184,13,683,7,11,63.6,8,0,480,2636,1583,59,21,1,6,5,472,440,93.2,17,Matches
Matthijs de Ligt,nl NED,DF,Juventus,21-185,1999,9.2,798,105,356,442,39,8,783,1,3,33.3,2,0,550,2932,1406,39,5,0,4,2,618,605,97.9,0,Matches
Karol Linetty,pl POL,MF,Torino,26-011,1995,18.2,841,34,203,466,234,31,817,11,24,45.8,12,0,571,2785,1674,66,17,5,27,28,651,553,84.9,56,Matches
Pol Lirola,es ESP,"DF,FW",Fiorentina,23-184,1997,5.5,352,20,88,168,126,13,308,8,13,61.5,9,1,204,1178,788,40,16,7,6,7,257,221,86.0,12,Matches
Fernando Llorente,es ESP,"FW,MF",Napoli,35-353,1985,0.6,31,0,1,8,22,12,31,1,2,50.0,1,0,19,44,15,1,0,0,3,1,41,26,63.4,14,Matches
Fernando Llorente,es ESP,FW,Udinese,35-353,1985,1.2,52,4,7,31,15,4,51,0,0,,0,0,24,82,13,1,0,0,6,2,74,39,52.7,8,Matches
Stanislav Lobotka,sk SVK,MF,Napoli,26-080,1994,1.5,126,1,26,94,14,1,125,2,3,66.7,2,0,92,528,214,7,3,0,0,0,110,105,95.5,2,Matches
Manuel Locatelli,it ITA,MF,Sassuolo,23-036,1998,18.7,1803,108,465,1141,296,26,1745,17,23,73.9,18,0,1275,5398,2599,95,22,3,18,31,1425,1363,95.6,28,Matches
Maxime Lopez,fr FRA,MF,Sassuolo,23-071,1997,9.3,706,20,127,441,184,10,686,6,11,54.5,8,1,540,2718,1228,64,15,1,5,9,646,597,92.4,21,Matches
Pau López,es ESP,GK,Roma,26-062,1994,10.2,361,320,361,1,0,0,300,0,0,,0,0,213,849,357,0,0,0,0,0,204,203,99.5,0,Matches
Matteo Lovato,it ITA,DF,Hellas Verona,20-365,2000,10.6,543,62,279,278,24,5,518,2,4,50.0,2,0,294,1609,981,23,7,0,4,4,293,282,96.2,6,Matches
Hirving Lozano,mx MEX,FW,Napoli,25-198,1995,16.3,704,8,67,246,444,114,692,21,40,52.5,22,0,542,3934,2454,147,22,42,33,27,725,522,72.0,142,Matches
José Luis Palomino,ar ARG,DF,Atalanta,31-039,1990,15.4,1000,81,395,578,71,10,957,1,1,100.0,1,0,564,3319,1476,41,7,2,3,3,594,572,96.3,6,Matches
Romelu Lukaku,be BEL,FW,Inter,27-276,1993,16.7,614,15,30,255,371,127,582,22,33,66.7,22,0,427,2131,1286,67,25,24,42,23,837,504,60.2,228,Matches
Saša Lukić,rs SRB,MF,Torino,24-184,1996,14.8,672,15,94,388,250,34,653,14,27,51.9,16,1,473,2886,1592,66,32,6,19,23,634,476,75.1,58,Matches
Senad Lulić,ba BIH,DF,Lazio,35-026,1986,0.5,21,1,5,10,8,0,19,0,0,,0,0,15,131,74,2,2,0,0,1,15,12,80.0,0,Matches
Sebastiano Luperto,it ITA,DF,Crotone,24-160,1996,12.7,802,133,460,365,20,3,765,3,3,100.0,3,0,485,2427,1320,31,4,0,3,2,540,533,98.7,0,Matches
Lyanco,br BRA,DF,Torino,24-012,1997,16.3,1181,208,672,548,39,9,1137,13,15,86.7,13,0,785,4110,2189,50,15,1,5,2,792,780,98.5,0,Matches
Charalambos Lykogiannis,gr GRE,DF,Cagliari,27-114,1993,15.9,979,93,365,457,217,11,811,11,16,68.8,12,0,526,2489,1657,53,18,1,14,6,585,525,89.7,18,Matches
Lisandro Magallán,ar ARG,DF,Crotone,27-139,1993,13.6,869,89,454,400,56,6,816,4,6,66.7,6,1,521,2343,1167,29,6,0,8,5,528,519,98.3,4,Matches
Christian Maggio,it ITA,DF,Benevento,39-002,1982,3.3,179,6,66,87,36,5,150,1,4,25.0,1,0,91,405,281,5,3,0,2,5,120,103,85.8,4,Matches
Giulio Maggiore,it ITA,MF,Spezia,22-338,1998,11.1,529,15,109,295,157,29,515,8,14,57.1,8,1,311,1449,820,39,16,1,16,11,419,340,81.1,40,Matches
Francesco Magnanelli,it ITA,MF,Sassuolo,36-093,1984,2.1,212,18,59,141,19,0,208,1,2,50.0,1,0,138,588,309,9,0,0,1,0,158,153,96.8,3,Matches
Giangiacomo Magnani,it ITA,DF,Hellas Verona,25-132,1995,8.8,387,66,210,169,21,7,379,0,1,0.0,0,0,141,748,353,13,2,1,5,0,149,140,94.0,1,Matches
