player,nationality,position,squad,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,tackles_interceptions,clearances,errors,matches
Brahim Díaz,es ESP,"MF,FW",Milan,21-194,1999,7.7,15,14,6,7,2,2,11,18.2,9,153,46,30.1,35,69,49,9,1,0,8,4,19,1,0,Matches
Daan Dierckx,be BEL,DF,Parma,17-355,2003,1.0,4,4,3,1,0,1,1,100.0,0,13,5,38.5,10,3,0,2,1,0,1,1,5,5,0,Matches
Mitchell Dijks,nl NED,DF,Bologna,28-004,1993,9.0,17,11,13,1,3,6,10,60.0,4,125,35,28.0,58,46,21,16,2,0,14,8,25,22,0,Matches
Federico Dimarco,it ITA,DF,Hellas Verona,23-095,1997,17.9,29,16,18,10,1,8,22,36.4,14,180,58,32.2,78,73,29,30,8,0,22,19,48,46,0,Matches
Koffi Djidji,ci CIV,DF,Crotone,28-075,1992,4.5,14,4,11,2,1,3,8,37.5,5,75,19,25.3,47,22,6,20,6,1,14,5,19,24,0,Matches
Berat Djimsiti,al ALB,DF,Atalanta,27-360,1993,15.3,22,15,12,9,1,7,17,41.2,10,155,60,38.7,67,75,13,25,8,1,17,19,41,61,0,Matches
Nicolás Domínguez,ar ARG,MF,Bologna,22-230,1998,9.4,38,24,21,13,4,9,21,42.9,12,224,59,26.3,83,104,37,22,4,0,18,9,47,11,0,Matches
Gianluigi Donnarumma,it ITA,GK,Milan,21-354,1999,20.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
Bartłomiej Drągowski,pl POL,GK,Fiorentina,23-178,1997,21.0,0,0,0,0,0,0,0,,0,4,2,50.0,4,0,0,0,0,0,0,0,0,0,1,Matches
Denis Drăguș,ro ROU,"FW,MF",Crotone,21-222,1999,1.9,2,2,0,0,2,0,4,0.0,4,43,12,27.9,7,17,19,4,0,0,4,1,3,0,0,Matches
Radu Drăgușin,ro ROU,DF,Juventus,19-010,2002,0.0,0,0,0,0,0,0,0,,0,2,0,0.0,2,0,0,0,0,0,0,0,0,1,0,Matches
Léo Duarte,br BRA,DF,Milan,24-211,1996,0.2,1,1,0,1,0,0,0,,0,5,3,60.0,3,2,0,1,0,0,1,0,1,0,0,Matches
Alfred Duncan,gh GHA,MF,Fiorentina,27-340,1993,1.8,1,1,0,1,0,0,2,0.0,2,20,5,25.0,4,9,7,2,0,0,2,3,4,4,0,Matches
Alfred Duncan,gh GHA,MF,Cagliari,27-340,1993,1.5,1,0,0,1,0,0,1,0.0,1,9,0,0.0,2,6,1,0,0,0,0,3,4,1,0,Matches
Paulo Dybala,ar ARG,FW,Juventus,27-090,1993,7.2,9,6,1,5,3,2,6,33.3,4,85,25,29.4,8,34,43,11,0,0,11,1,10,1,0,Matches
Edin Džeko,ba BIH,FW,Roma,34-333,1986,13.3,4,4,1,2,1,2,9,22.2,7,100,26,26.0,4,52,44,8,2,0,6,3,7,10,0,Matches
Steeve-Mike Ebongue,fr FRA,MF,Genoa,19-359,2001,0.4,1,1,0,0,1,0,2,0.0,2,13,6,46.2,6,3,4,1,0,0,1,0,1,1,0,Matches
Simone Edera,it ITA,"DF,MF",Torino,24-035,1997,0.6,3,0,2,1,0,3,4,75.0,1,10,3,30.0,6,4,0,0,0,0,0,0,3,1,0,Matches
Albin Ekdal,se SWE,MF,Sampdoria,31-200,1989,16.3,42,33,15,24,3,12,42,28.6,30,390,126,32.3,130,204,56,38,10,0,28,19,61,25,0,Matches
Elif Elmas,mk MKD,"MF,FW",Napoli,21-142,1999,5.3,8,6,1,3,4,5,11,45.5,6,81,23,28.4,17,39,25,6,0,0,6,3,11,1,0,Matches
Manu Emmanuel Gyabuaa,it ITA,MF,Atalanta,19-145,2001,0.0,0,0,0,0,0,0,0,,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,Matches
Alan Empereur,br BRA,DF,Hellas Verona,26-340,1994,2.4,2,1,2,0,0,1,2,50.0,1,15,6,40.0,8,6,1,2,1,0,1,5,7,5,2,Matches
Christian Eriksen,dk DEN,"MF,DF",Inter,28-365,1992,4.3,4,2,3,0,1,3,9,33.3,6,51,12,23.5,10,28,13,6,0,0,6,0,4,3,0,Matches
Martin Erlic,hr CRO,DF,Spezia,23-020,1998,9.6,20,13,16,4,0,9,13,69.2,4,124,47,37.9,66,53,5,12,5,0,7,13,33,51,1,Matches
Gonzalo Escalante,ar ARG,MF,Lazio,27-323,1993,5.6,21,14,9,10,2,8,20,40.0,12,97,38,39.2,42,45,10,9,2,0,7,7,28,12,0,Matches
Nahuel Estévez,ar ARG,MF,Spezia,25-091,1995,10.6,10,7,3,5,2,3,26,11.5,23,159,45,28.3,44,81,34,17,3,0,14,14,24,15,0,Matches
Valentin Eysseric,fr FRA,"FW,MF",Fiorentina,28-325,1992,2.3,3,3,2,0,1,1,6,16.7,5,32,7,21.9,8,17,7,4,0,0,4,0,3,1,0,Matches
Iago Falque,es ESP,"MF,FW",Benevento,31-040,1990,2.7,3,1,2,1,0,1,4,25.0,3,17,6,35.3,5,6,6,2,1,0,1,1,4,2,0,Matches
Andri Fannar Baldursson,is ISL,MF,Bologna,19-034,2002,1.3,2,1,0,1,1,0,1,0.0,1,42,8,19.0,8,26,8,3,0,0,3,0,2,3,0,Matches
Paolo Faragò,it ITA,"DF,MF",Cagliari,28-001,1993,4.1,11,3,5,6,0,6,18,33.3,12,73,15,20.5,34,25,14,6,2,0,4,9,20,18,0,Matches
Davide Faraoni,it ITA,DF,Hellas Verona,29-111,1991,17.6,44,20,25,15,4,13,42,31.0,29,230,56,24.3,110,77,43,52,12,0,40,27,71,55,1,Matches
Mohamed Fares,dz ALG,DF,Lazio,24-364,1996,4.7,13,5,8,4,1,7,15,46.7,8,83,16,19.3,32,35,16,13,1,0,12,1,14,5,0,Matches
Diego Farias,br BRA,FW,Spezia,30-279,1990,10.1,6,3,4,2,0,2,13,15.4,11,112,22,19.6,29,53,30,10,0,0,10,8,14,2,0,Matches
Andrea Favilli,it ITA,FW,Hellas Verona,23-272,1997,3.0,2,2,0,1,1,1,2,50.0,1,29,11,37.9,0,12,17,2,1,0,1,0,2,2,0,Matches
Luiz Felipe,br BRA,DF,Lazio,23-328,1997,8.3,30,24,23,6,1,13,24,54.2,11,99,38,38.4,51,42,6,20,8,0,12,18,48,20,1,Matches
Alex Ferrari,it ITA,DF,Sampdoria,26-227,1994,4.1,11,6,7,4,0,4,7,57.1,3,59,27,45.8,29,21,9,9,4,0,5,8,19,12,0,Matches
Salvador Ferrer,es ESP,DF,Spezia,23-023,1998,7.0,,8,,,,,,,,,,,,,,,,,,17,,,,Matches
Fernando Forestieri,it ITA,"FW,MF",Udinese,31-029,1990,3.1,6,4,3,2,1,1,1,100.0,0,49,21,42.9,12,17,20,5,0,0,5,1,7,1,0,Matches
Daam Foulon,be BEL,DF,Benevento,21-327,1999,7.8,18,7,15,3,0,11,22,50.0,11,93,25,26.9,53,32,8,21,2,0,19,2,20,23,0,Matches
Gianluca Frabotta,it ITA,DF,Juventus,21-234,1999,6.8,6,5,3,2,1,1,10,10.0,9,89,24,27.0,34,33,22,12,0,0,12,11,17,14,0,Matches
Remo Freuler,ch SUI,MF,Atalanta,28-304,1992,14.7,33,27,8,21,4,6,30,20.0,24,280,92,32.9,69,152,59,27,2,0,25,19,52,12,0,Matches
Matteo Gabbia,it ITA,DF,Milan,21-115,1999,5.0,5,3,1,4,0,0,1,0.0,1,48,19,39.6,18,28,2,11,7,0,4,2,7,20,0,Matches
Manolo Gabbiadini,it ITA,"FW,MF",Sampdoria,29-079,1991,1.2,0,0,0,0,0,0,0,,0,13,3,23.1,1,7,5,1,1,0,0,1,1,1,0,Matches
Roberto Gagliardini,it ITA,MF,Inter,26-312,1994,9.3,17,7,6,7,4,6,20,30.0,14,149,40,26.8,57,69,23,13,3,0,10,9,26,11,0,Matches
Riccardo Gagliolo,se SWE,DF,Parma,30-291,1990,13.6,38,21,27,9,2,13,23,56.5,10,164,58,35.4,100,47,17,29,6,0,23,18,56,30,0,Matches
Andrey Galabinov,bg BUL,FW,Spezia,32-078,1988,3.7,0,0,0,0,0,0,0,,0,41,9,22.0,0,21,20,1,0,0,1,0,0,4,0,Matches
Gervinho,ci CIV,"FW,MF",Parma,33-262,1987,15.4,3,3,2,1,0,1,9,11.1,8,107,28,26.2,23,40,44,7,1,0,6,11,14,0,0,Matches
Paolo Ghiglione,it ITA,"DF,MF",Genoa,24-011,1997,10.9,22,10,14,8,0,8,24,33.3,16,140,40,28.6,51,63,26,21,1,0,20,8,30,17,0,Matches
Faouzi Ghoulam,dz ALG,"DF,FW",Napoli,30-012,1991,1.6,3,1,3,0,0,0,0,,0,18,3,16.7,6,6,6,2,2,0,0,0,3,3,0,Matches
Kamil Glik,pl POL,DF,Benevento,33-010,1988,22.0,34,20,25,8,1,14,31,45.2,17,166,73,44.0,102,60,4,39,25,0,14,18,52,119,1,Matches
Diego Godín,uy URU,DF,Cagliari,34-363,1986,11.9,27,11,20,7,0,8,22,36.4,14,101,36,35.6,63,34,4,24,9,0,15,18,45,75,1,Matches
Amer Gojak,ba BIH,"MF,FW",Torino,24-000,1997,3.8,5,4,2,2,1,1,6,16.7,5,56,20,35.7,13,28,15,4,0,0,4,2,7,3,0,Matches
Edoardo Goldaniga,it ITA,DF,Genoa,27-103,1993,11.7,20,15,16,4,0,5,15,33.3,10,115,41,35.7,71,41,3,16,4,0,12,17,37,53,2,Matches
Vladimir Golemić,si SVN,DF,Crotone,29-230,1991,12.4,20,12,13,4,3,4,11,36.4,7,130,49,37.7,84,37,9,25,13,0,12,13,33,55,0,Matches
Pierluigi Gollini,it ITA,GK,Atalanta,25-332,1995,13.7,0,0,0,0,0,0,1,0.0,1,1,1,100.0,1,0,0,1,0,0,1,0,0,1,0,Matches
Tomislav Gomelt,hr CRO,MF,Crotone,26-037,1995,0.2,2,2,1,0,1,0,2,0.0,2,8,2,25.0,2,4,2,0,0,0,0,0,2,0,0,Matches
Papu Gómez,ar ARG,"FW,MF",Atalanta,32-364,1988,7.4,5,4,2,2,1,0,5,0.0,5,86,22,25.6,11,50,25,6,1,0,5,3,8,1,0,Matches
Robin Gosens,de GER,DF,Atalanta,26-223,1994,14.6,29,11,12,13,4,6,23,26.1,17,195,48,24.6,48,97,50,30,5,1,25,19,48,14,0,Matches
Alberto Grassi,it ITA,"DF,MF",Parma,25-343,1995,7.6,17,9,12,2,3,6,16,37.5,10,124,32,25.8,61,45,18,25,5,0,20,15,32,22,0,Matches
Koray Günter,de GER,DF,Hellas Verona,26-181,1994,8.3,16,7,9,7,0,3,6,50.0,3,81,29,35.8,45,34,2,24,16,1,8,17,33,48,0,Matches
Emanuel Gyasi,gh GHA,FW,Spezia,27-033,1994,18.0,21,15,12,4,5,6,15,40.0,9,213,57,26.8,50,86,77,8,2,0,6,11,32,2,0,Matches
Achraf Hakimi,ma MAR,DF,Inter,22-101,1998,15.7,27,18,15,8,4,12,30,40.0,18,264,83,31.4,96,79,89,25,1,0,24,8,35,9,0,Matches
Samir Handanović,si SVN,GK,Inter,36-214,1984,21.0,0,0,0,0,0,0,0,,0,3,1,33.3,3,0,0,0,0,0,0,0,0,0,2,Matches
Lukáš Haraslín,sk SVK,"FW,MF",Sassuolo,24-263,1996,2.7,7,4,1,5,1,2,3,66.7,1,32,10,31.3,4,16,12,3,0,0,3,1,8,2,0,Matches
Hans Hateboer,nl NED,DF,Atalanta,27-035,1994,15.3,19,11,7,11,1,7,17,41.2,10,147,48,32.7,40,61,46,12,0,0,12,10,29,8,0,Matches
Eduardo Henrique,br BRA,MF,Crotone,25-272,1995,7.1,6,2,3,3,0,2,10,20.0,8,91,19,20.9,32,35,24,10,2,0,8,8,14,6,0,Matches
Theo Hernández,fr FRA,DF,Milan,23-130,1997,18.0,35,26,18,15,2,11,23,47.8,12,203,73,36.0,94,83,26,31,1,0,30,20,55,35,0,Matches
Hernani,br BRA,MF,Parma,26-323,1994,13.8,33,18,13,20,0,16,33,48.5,17,361,79,21.9,119,194,48,29,2,0,27,11,44,27,1,Matches
Përparim Hetemaj,fi FIN,MF,Benevento,34-063,1986,12.3,28,18,18,9,1,16,34,47.1,18,201,44,21.9,85,89,27,22,2,0,20,10,38,16,0,Matches
Aaron Hickey,sco SCO,DF,Bologna,18-248,2002,8.1,13,6,10,2,1,6,17,35.3,11,88,31,35.2,41,32,15,16,2,0,14,12,25,15,0,Matches
Wesley Hoedt,nl NED,DF,Lazio,26-344,1994,7.0,21,11,18,3,0,9,14,64.3,5,72,16,22.2,52,20,0,11,5,0,6,4,25,41,1,Matches
Elseid Hysaj,al ALB,DF,Napoli,26-359,1994,8.7,13,6,7,6,0,5,13,38.5,8,95,25,26.3,39,43,13,14,2,0,12,7,20,16,0,Matches
Simone Iacoponi,it ITA,DF,Parma,33-289,1987,12.3,22,15,14,7,1,6,18,33.3,12,140,38,27.1,83,44,13,22,3,0,19,6,28,44,1,Matches
Roger Ibanez,br BRA,DF,Roma,22-082,1998,19.4,46,33,27,17,2,12,23,52.2,11,250,81,32.4,131,97,22,48,16,1,32,37,83,83,0,Matches
Zlatan Ibrahimović,se SWE,FW,Milan,39-133,1981,9.8,6,4,0,4,2,2,7,28.6,5,79,24,30.4,3,36,40,3,1,0,2,5,11,16,1,Matches
Igor,br BRA,DF,Fiorentina,23-006,1998,10.0,13,8,8,5,0,3,7,42.9,4,84,30,35.7,32,43,9,16,7,0,9,18,31,30,2,Matches
Ivan Ilić,rs SRB,MF,Hellas Verona,19-333,2001,11.3,13,9,7,5,1,3,15,20.0,12,151,45,29.8,39,76,36,18,2,0,16,16,29,11,0,Matches
Josip Iličić,si SVN,"FW,MF",Atalanta,33-015,1988,10.7,4,1,0,1,3,1,8,12.5,7,108,27,25.0,8,39,61,5,0,0,5,2,6,0,0,Matches
Ciro Immobile,it ITA,FW,Lazio,30-359,1990,17.0,11,7,3,1,7,4,17,23.5,13,213,67,31.5,29,77,107,7,0,0,7,3,14,2,0,Matches
Riccardo Improta,it ITA,"MF,DF",Benevento,27-056,1993,13.7,23,12,12,9,2,10,23,43.5,13,178,52,29.2,91,68,19,20,4,0,16,12,35,26,0,Matches
Roberto Inglese,it ITA,FW,Parma,29-093,1991,6.1,5,4,1,1,3,1,10,10.0,9,94,19,20.2,15,48,31,9,0,0,9,1,6,4,0,Matches
Lorenzo Insigne,it ITA,FW,Napoli,29-254,1991,14.7,15,9,3,9,3,5,39,12.8,34,171,51,29.8,60,69,42,19,1,0,18,15,30,1,0,Matches
Roberto Insigne,it ITA,"MF,FW",Benevento,26-278,1994,12.5,12,3,3,4,5,7,23,30.4,16,130,33,25.4,30,47,53,11,0,0,11,4,16,7,0,Matches
Artur Ioniță,md MDA,MF,Benevento,30-180,1990,19.1,36,24,13,22,1,9,32,28.1,23,322,92,28.6,79,180,63,30,8,0,22,11,47,18,0,Matches
Ardian Ismajli,al ALB,DF,Spezia,24-136,1996,2.5,3,2,3,0,0,1,2,50.0,1,23,8,34.8,17,5,1,8,5,0,3,8,11,18,1,Matches
Armando Izzo,it ITA,DF,Torino,28-348,1992,8.1,15,11,10,4,1,5,18,27.8,13,78,23,29.5,36,33,9,9,3,0,6,17,32,36,0,Matches
Mato Jajalo,ba BIH,MF,Udinese,32-264,1988,0.4,2,2,2,0,0,0,0,,0,4,3,75.0,4,0,0,1,0,0,1,0,2,3,1,Matches
Jakub Jankto,cz CZE,MF,Sampdoria,25-025,1996,14.2,13,4,7,5,1,6,19,31.6,13,197,38,19.3,54,83,60,25,2,0,23,11,24,12,0,Matches
Juan Jesus,br BRA,DF,Roma,29-248,1991,1.0,1,1,1,0,0,1,2,50.0,1,9,3,33.3,5,2,2,1,0,0,1,0,1,3,0,Matches
Hamed Junior Traorè,ci CIV,"FW,MF",Sassuolo,20-363,2000,11.1,15,9,7,4,4,8,19,42.1,11,158,43,27.2,37,78,43,13,2,1,11,9,24,7,1,Matches
Nikola Kalinić,hr CRO,FW,Hellas Verona,33-039,1988,7.8,2,1,1,1,0,0,1,0.0,1,89,25,28.1,5,22,62,4,0,0,4,0,2,4,0,Matches
Pierre Kalulu,fr FRA,DF,Milan,20-253,2000,5.3,13,9,9,3,1,4,7,57.1,3,88,27,30.7,48,32,8,10,4,0,6,13,26,20,0,Matches
Yann Karamoh,fr FRA,"FW,MF",Parma,22-220,1998,9.6,18,14,7,8,3,6,16,37.5,10,156,44,28.2,33,70,53,8,1,0,7,3,21,5,0,Matches
Augustus Kargbo,sl SLE,FW,Crotone,21-173,1999,0.4,1,1,0,0,1,0,1,0.0,1,20,6,30.0,1,5,14,0,0,0,0,0,1,0,0,Matches
Rick Karsdorp,nl NED,DF,Roma,26-002,1995,16.5,28,15,13,12,3,6,23,26.1,17,184,47,25.5,67,70,47,22,0,0,22,22,50,10,0,Matches
Franck Kessié,ci CIV,MF,Milan,24-056,1996,19.1,38,23,23,11,4,13,23,56.5,10,271,74,27.3,82,154,35,39,12,0,27,21,59,30,0,Matches
Omar Khailoti,it ITA,DF,Bologna,19-161,2001,0.3,0,0,0,0,0,0,0,,0,2,1,50.0,1,0,1,2,0,0,2,0,0,0,0,Matches
Giorgos Kiriakopoulos,gr GRE,DF,Sassuolo,25-008,1996,8.5,26,15,19,3,4,8,17,47.1,9,114,28,24.6,58,38,18,21,4,0,17,7,33,22,0,Matches
Simon Kjær,dk DEN,DF,Milan,31-324,1989,13.1,24,10,15,8,1,10,20,50.0,10,150,46,30.7,74,73,3,24,14,0,10,14,38,79,2,Matches
Ragnar Klavan,ee EST,DF,Cagliari,35-106,1985,4.7,4,1,2,2,0,3,4,75.0,1,50,14,28.0,31,18,1,8,5,0,3,3,7,22,0,Matches
Justin Kluivert,nl NED,"FW,MF",Roma,21-284,1999,0.2,0,0,0,0,0,0,0,,0,8,1,12.5,2,3,3,0,0,0,0,0,0,0,0,Matches
Aleksandr Kokorin,ru RUS,FW,Fiorentina,29-331,1991,0.2,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
Aleksandar Kolarov,rs SRB,DF,Inter,35-095,1985,4.3,7,5,2,4,1,1,2,50.0,1,37,14,37.8,10,23,4,3,0,0,3,2,9,9,0,Matches
Christian Kouamé,ci CIV,FW,Fiorentina,23-069,1997,6.8,11,7,1,3,7,3,8,37.5,5,114,29,25.4,15,41,58,2,0,0,2,2,13,1,0,Matches
Kalidou Koulibaly,sn SEN,DF,Napoli,29-238,1991,14.5,29,20,13,16,0,11,23,47.8,12,141,58,41.1,85,49,7,35,17,1,18,13,42,41,1,Matches
Rade Krunić,ba BIH,MF,Milan,27-129,1993,4.1,11,10,4,5,2,5,15,33.3,10,88,22,25.0,39,38,11,8,1,0,7,2,13,8,0,Matches
Juraj Kucka,sk SVK,"MF,FW",Parma,33-353,1987,16.1,40,30,16,19,5,8,38,21.1,30,327,91,27.8,101,164,62,24,3,0,21,15,55,14,0,Matches
Dejan Kulusevski,se SWE,"FW,MF",Juventus,20-294,2000,9.6,12,9,5,5,2,6,18,33.3,12,187,53,28.3,52,67,68,11,0,0,11,7,19,0,0,Matches
Marash Kumbulla,al ALB,DF,Roma,21-005,2000,9.2,6,5,3,3,0,0,4,0.0,4,101,32,31.7,47,49,5,9,4,0,5,9,15,34,0,Matches
Jasmin Kurtić,si SVN,MF,Parma,32-034,1989,16.9,32,18,13,17,2,6,34,17.6,28,275,76,27.6,89,146,40,17,0,0,17,16,48,24,0,Matches
Antonino La Gumina,it ITA,FW,Sampdoria,24-344,1996,2.3,3,3,0,1,2,0,0,,0,51,14,27.5,1,13,37,2,1,0,1,2,5,4,0,Matches
Sam Lammers,nl NED,"FW,MF",Atalanta,23-289,1997,2.7,3,3,0,2,1,0,5,0.0,5,34,11,32.4,2,12,20,1,1,0,0,0,3,3,0,Matches
Gianluca Lapadula,pe PER,FW,Benevento,31-006,1990,17.4,17,12,1,9,7,6,17,35.3,11,203,44,21.7,19,98,86,11,4,0,7,5,22,9,0,Matches
Danilo Larangeira,br BRA,DF,Bologna,36-279,1984,21.8,31,16,19,12,0,7,22,31.8,15,220,76,34.5,122,93,5,45,18,0,27,22,53,106,1,Matches
Kevin Lasagna,it ITA,FW,Udinese,28-187,1992,12.3,6,3,1,3,2,1,11,9.1,10,183,41,22.4,23,75,85,10,1,0,9,7,13,7,0,Matches
Kevin Lasagna,it ITA,"MF,FW",Hellas Verona,28-187,1992,1.0,0,0,0,0,0,0,1,0.0,1,19,4,21.1,2,3,14,2,0,0,2,0,0,1,0,Matches
Vincent Laurini,fr FRA,DF,Parma,31-248,1989,3.5,4,4,3,0,1,0,1,0.0,1,48,12,25.0,30,13,5,4,0,0,4,2,6,8,0,Matches
Darko Lazović,rs SRB,"DF,MF",Hellas Verona,30-151,1990,12.0,13,11,3,9,1,5,20,25.0,15,98,27,27.6,28,47,23,12,4,0,8,7,20,15,0,Matches
Manuel Lazzari,it ITA,DF,Lazio,27-076,1993,16.9,15,6,4,7,4,7,29,24.1,22,150,33,22.0,45,66,39,28,4,0,24,17,32,19,0,Matches
Rafael Leão,pt POR,"FW,MF",Milan,21-248,1999,12.6,7,5,2,4,1,4,10,40.0,6,124,22,17.7,12,59,53,16,0,0,16,2,9,7,0,Matches
Lucas Leiva,br BRA,MF,Lazio,34-035,1987,11.8,29,20,17,11,1,12,41,29.3,29,224,65,29.0,93,114,17,16,1,0,15,20,49,20,0,Matches
Lukas Lerager,dk DEN,MF,Genoa,27-216,1993,12.9,27,20,15,10,2,4,28,14.3,24,218,59,27.1,71,103,44,20,3,0,17,14,41,24,2,Matches
Mehdi Léris,fr FRA,"MF,DF",Sampdoria,22-266,1998,2.1,8,6,4,2,2,3,7,42.9,4,65,17,26.2,22,33,10,10,4,0,6,7,15,6,0,Matches
Gaetano Letizia,it ITA,DF,Benevento,30-229,1990,13.6,33,22,21,10,2,12,30,40.0,18,151,46,30.5,89,51,11,34,5,0,29,13,46,30,1,Matches
Matthijs de Ligt,nl NED,DF,Juventus,21-185,1999,9.2,14,9,6,7,1,3,3,100.0,0,77,26,33.8,28,42,7,16,6,0,10,6,20,27,0,Matches
Karol Linetty,pl POL,MF,Torino,26-011,1995,18.2,45,28,17,19,9,11,37,29.7,26,280,78,27.9,102,133,45,19,4,0,15,14,59,8,0,Matches
Pol Lirola,es ESP,"DF,FW",Fiorentina,23-184,1997,5.5,9,5,5,3,1,2,5,40.0,3,44,19,43.2,17,18,9,14,3,0,11,5,14,12,0,Matches
Fernando Llorente,es ESP,"FW,MF",Napoli,35-353,1985,0.6,0,0,0,0,0,0,0,,0,6,2,33.3,0,3,3,0,0,0,0,0,0,0,0,Matches
Fernando Llorente,es ESP,FW,Udinese,35-353,1985,1.2,3,2,0,3,0,2,3,66.7,1,21,4,19.0,4,13,4,0,0,0,0,1,4,3,0,Matches
Stanislav Lobotka,sk SVK,MF,Napoli,26-080,1994,1.5,1,1,0,1,0,0,1,0.0,1,20,5,25.0,4,10,6,1,1,0,0,1,2,1,0,Matches
Manuel Locatelli,it ITA,MF,Sassuolo,23-036,1998,18.7,52,31,21,23,8,17,36,47.2,19,258,73,28.3,101,115,42,39,11,0,28,28,80,45,1,Matches
Maxime Lopez,fr FRA,MF,Sassuolo,23-071,1997,9.3,13,8,8,3,2,8,21,38.1,13,146,38,26.0,49,68,29,8,2,0,6,10,23,3,0,Matches
Pau López,es ESP,GK,Roma,26-062,1994,10.2,0,0,0,0,0,0,0,,0,2,0,0.0,2,0,0,1,0,0,1,0,0,0,1,Matches
Matteo Lovato,it ITA,DF,Hellas Verona,20-365,2000,10.6,16,10,6,9,1,4,10,40.0,6,136,42,30.9,63,66,7,16,5,0,11,14,30,52,2,Matches
Hirving Lozano,mx MEX,FW,Napoli,25-198,1995,16.3,25,15,8,12,5,7,24,29.2,17,299,79,26.4,48,137,114,39,2,0,37,9,34,3,0,Matches
José Luis Palomino,ar ARG,DF,Atalanta,31-039,1990,15.4,42,25,22,17,3,10,26,38.5,16,224,74,33.0,98,117,9,23,6,0,17,32,74,59,0,Matches
Romelu Lukaku,be BEL,FW,Inter,27-276,1993,16.7,7,2,1,3,3,3,6,50.0,3,127,41,32.3,4,48,75,8,2,0,6,0,7,13,0,Matches
Saša Lukić,rs SRB,MF,Torino,24-184,1996,14.8,21,15,8,10,3,5,30,16.7,25,294,78,26.5,80,156,58,25,2,0,23,10,31,7,0,Matches
Senad Lulić,ba BIH,DF,Lazio,35-026,1986,0.5,0,0,0,0,0,0,0,,0,3,1,33.3,1,2,0,0,0,0,0,0,0,1,0,Matches
Sebastiano Luperto,it ITA,DF,Crotone,24-160,1996,12.7,24,13,19,5,0,7,17,41.2,10,125,35,28.0,66,51,8,23,6,0,17,7,31,49,0,Matches
Lyanco,br BRA,DF,Torino,24-012,1997,16.3,16,7,8,7,1,6,13,46.2,7,109,37,33.9,59,45,5,38,20,1,18,38,54,76,1,Matches
Charalambos Lykogiannis,gr GRE,DF,Cagliari,27-114,1993,15.9,22,11,14,7,1,8,22,36.4,14,142,41,28.9,73,56,13,51,12,0,39,15,37,70,0,Matches
Lisandro Magallán,ar ARG,DF,Crotone,27-139,1993,13.6,49,30,27,20,2,17,27,63.0,10,200,70,35.0,93,96,11,25,9,0,16,20,69,52,2,Matches
Christian Maggio,it ITA,DF,Benevento,39-002,1982,3.3,9,5,5,3,1,2,6,33.3,4,50,14,28.0,21,20,9,8,2,0,6,2,11,2,0,Matches
Giulio Maggiore,it ITA,MF,Spezia,22-338,1998,11.1,33,19,11,19,3,12,25,48.0,13,203,55,27.1,61,109,33,18,3,0,15,13,46,9,0,Matches
Francesco Magnanelli,it ITA,MF,Sassuolo,36-093,1984,2.1,4,3,3,1,0,2,8,25.0,6,36,12,33.3,19,15,2,3,0,0,3,3,7,7,0,Matches
Giangiacomo Magnani,it ITA,DF,Hellas Verona,25-132,1995,8.8,11,5,10,1,0,4,9,44.4,5,117,36,30.8,55,61,1,23,14,0,9,26,37,66,2,Matches
Jean-Victor Makengo,fr FRA,MF,Udinese,22-246,1998,1.0,3,3,2,1,0,0,4,0.0,4,25,5,20.0,12,10,3,0,0,0,0,0,3,1,0,Matches
Nikola Maksimović,rs SRB,DF,Napoli,29-080,1991,7.6,11,2,5,6,0,3,8,37.5,5,62,20,32.3,30,30,2,10,4,0,6,9,20,31,0,Matches
Kévin Malcuit,ma MAR,"MF,FW",Napoli,29-197,1991,0.4,1,0,1,0,0,0,0,,0,11,2,18.2,5,4,2,1,0,0,1,2,3,1,0,Matches
Kévin Malcuit,ma MAR,DF,Fiorentina,29-197,1991,0.2,0,0,0,0,0,0,0,,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,Matches
Daniel Maldini,it ITA,"FW,MF",Milan,19-125,2001,0.3,1,0,0,1,0,0,2,0.0,2,16,7,43.8,5,5,6,0,0,0,0,0,1,0,0,Matches
Ruslan Malinovskyi,ua UKR,"FW,MF",Atalanta,27-285,1993,10.3,14,11,0,11,3,4,8,50.0,4,175,44,25.1,19,86,70,11,0,0,11,2,16,2,0,Matches
Dennis Man,ro ROU,"FW,DF",Parma,22-171,1998,0.6,2,0,1,1,0,2,3,66.7,1,8,1,12.5,2,4,2,1,0,0,1,0,2,0,0,Matches
Gianluca Mancini,it ITA,DF,Roma,24-302,1996,16.7,42,25,18,19,5,8,20,40.0,12,236,82,34.7,102,117,17,21,7,0,14,30,72,50,0,Matches
