player,nationality,position,squad,age,birth_year,games,minutes,minutes_per_game,minutes_pct,minutes_90s,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_match,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,matches
Rocco Ascone,fr FRA,FW,Lille,17-154,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Ismael Aaneba,fr FRA,"FW,DF",Strasbourg,21-260,1999,2,11,6,0.5,0.1,0,,0,2,6,13,2.00,0,0,0,0.00,+0.29,0.0,0.3,-0.3,-2.34,-2.50,Matches
Yunis Abdelhamid,ma MAR,DF,Reims,33-138,1987,23,"2,070",90,95.8,23.0,23,90,23,0,,0,1.22,30,31,-1,-0.04,+0.96,23.2,34.7,-11.5,-0.50,+1.13,Matches
Mehdi Abeid,dz ALG,MF,Nantes,28-191,1992,18,"1,320",73,61.1,14.7,15,83,10,3,23,1,0.94,14,23,-9,-0.61,+0.24,16.9,23.5,-6.7,-0.45,-0.17,Matches
Laurent Abergel,fr FRA,MF,Lorient,28-012,1993,23,"1,698",74,82.0,18.9,18,82,10,5,43,0,0.96,21,32,-11,-0.58,+0.38,22.5,25.2,-2.7,-0.14,+0.28,Matches
Charles Abi,fr FRA,FW,Saint-Étienne,20-307,2000,11,418,38,19.4,4.6,5,60,0,6,19,2,1.09,7,11,-4,-0.86,-0.40,6.2,8.3,-2.1,-0.45,-0.51,Matches
Pape Abou Cisse,sn SEN,DF,Saint-Étienne,25-152,1995,2,180,90,8.3,2.0,2,90,2,0,,0,2.00,2,1,+1,+0.50,+1.14,2.4,1.9,+0.6,+0.28,+0.34,Matches
Yacine Adli,fr FRA,MF,Bordeaux,20-199,2000,22,"1,277",58,59.1,14.2,12,80,5,10,32,0,1.27,16,22,-6,-0.42,-0.83,14.5,21.9,-7.4,-0.52,-0.18,Matches
Nayef Aguerd,ma MAR,DF,Rennes,24-320,1996,21,"1,890",90,91.3,21.0,21,90,21,0,,0,1.76,30,21,+9,+0.43,+1.43,27.8,21.1,+6.6,+0.32,-0.31,Matches
Ruben Aguilar,fr FRA,DF,Monaco,27-293,1993,22,"1,634",74,75.6,18.2,19,84,15,3,11,0,1.91,31,28,+3,+0.17,-1.89,28.4,18.7,+9.7,+0.53,-1.02,Matches
Matteo Ahlinvi,bj BEN,MF,Nîmes,21-226,1999,13,777,60,37.5,8.6,9,77,5,4,21,7,0.38,4,18,-14,-1.62,-0.44,7.7,18.5,-10.8,-1.26,-0.27,Matches
Jean-Eudes Aholou,ci CIV,MF,Strasbourg,26-330,1994,15,"1,184",79,54.8,13.2,14,83,7,1,17,0,1.27,21,20,+1,+0.08,+0.81,22.3,19.5,+2.8,+0.21,+0.15,Matches
Jean-Eudes Aholou,ci CIV,MF,Monaco,26-330,1994,2,36,18,1.7,0.4,0,,0,2,18,1,2.00,0,0,0,0.00,-0.64,0.2,0.4,-0.3,-0.70,-1.51,Matches
Rayan Aït Nouri,fr FRA,DF,Angers,19-252,2001,3,187,62,8.7,2.1,2,80,0,1,28,0,1.00,3,8,-5,-2.41,-2.27,1.8,5.6,-3.8,-1.83,-1.87,Matches
Ludovic Ajorque,re REU,FW,Strasbourg,26-354,1994,22,"1,859",85,86.1,20.7,21,87,18,1,25,1,1.14,31,35,-4,-0.19,+0.70,34.1,29.5,+4.6,+0.22,+0.57,Matches
Marley Aké,fr FRA,FW,Marseille,20-039,2001,9,146,16,7.4,1.6,0,,0,9,16,11,1.56,3,3,0,0.00,-0.15,3.3,3.7,-0.4,-0.23,-0.30,Matches
Sofiane Alakouch,fr FRA,DF,Nîmes,22-199,1998,12,733,61,35.4,8.1,8,87,5,4,10,8,0.33,11,24,-13,-1.60,-0.38,9.5,17.2,-7.7,-0.95,+0.22,Matches
Rúnar Alex Rúnarsson,is ISL,GK,Dijon,25-361,1995,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Mohamed Ali Cho,fr FRA,"FW,MF",Angers,17-025,2004,12,184,15,8.5,2.0,0,,0,12,15,9,0.92,2,4,-2,-0.98,-0.70,1.7,3.1,-1.3,-0.65,-0.59,Matches
Rachid Alioui,ma MAR,FW,Angers,28-240,1992,1,15,15,0.7,0.2,0,,0,1,15,0,1.00,0,0,0,0.00,+0.34,0.0,0.0,0.0,+0.01,+0.13,Matches
Saturnin Allagbé,bj BEN,GK,Dijon,27-083,1993,4,360,90,16.7,4.0,4,90,4,0,,14,0.50,1,8,-7,-1.75,-1.15,3.3,8.3,-5.0,-1.24,+0.04,Matches
Ibrahim Amadou,fr FRA,MF,Angers,27-313,1993,14,874,62,40.5,9.7,11,76,4,3,14,0,1.43,11,12,-1,-0.10,+0.39,12.4,12.1,+0.2,+0.02,+0.23,Matches
Romain Amalfitano,fr FRA,"FW,DF",Dijon,31-170,1989,2,116,58,5.4,1.3,1,70,0,1,46,0,0.00,1,4,-3,-2.33,-1.62,0.4,5.4,-5.0,-3.88,-2.75,Matches
Jordan Amavi,fr FRA,DF,Marseille,26-341,1994,9,738,82,37.3,8.2,9,82,7,0,,0,2.44,15,5,+10,+1.22,+1.73,10.2,10.0,+0.2,+0.03,-0.04,Matches
Thierry Ambrose,fr FRA,FW,Metz,23-322,1997,15,490,33,22.7,5.4,4,58,0,11,23,5,1.27,8,8,0,0.00,-0.32,5.9,7.4,-1.5,-0.28,-0.31,Matches
Yanis Ammour,fr FRA,FW,Montpellier,21-268,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Joachim Andersen,dk DEN,DF,Lyon,24-258,1996,3,192,64,8.9,2.1,2,90,2,1,12,3,1.33,1,2,-1,-0.47,-1.89,3.8,1.8,+2.0,+0.92,-0.35,Matches
Benjamin André,fr FRA,MF,Lille,30-194,1990,22,"1,832",83,84.8,20.4,22,83,10,0,,0,2.32,31,9,+22,+1.08,-0.29,26.4,13.8,+12.5,+0.62,-0.85,Matches
Victorien Angban,ci CIV,MF,Metz,24-137,1996,21,"1,472",70,68.1,16.4,19,77,7,2,3,2,1.57,17,18,-1,-0.06,-0.98,17.6,18.8,-1.1,-0.07,-0.11,Matches
Houssem Aouar,fr FRA,MF,Lyon,22-228,1998,19,"1,261",66,58.4,14.0,16,74,6,3,25,1,2.05,33,15,+18,+1.28,+0.08,35.1,16.8,+18.3,+1.30,+0.15,Matches
Adil Aouchiche,fr FRA,"MF,FW",Saint-Étienne,18-213,2002,21,"1,117",53,51.7,12.4,14,65,1,7,30,2,1.00,13,16,-3,-0.24,+0.62,14.6,13.3,+1.3,+0.11,+0.30,Matches
Dennis Appiah,fr FRA,DF,Nantes,28-249,1992,13,878,68,40.6,9.8,9,85,8,4,28,11,0.77,10,21,-11,-1.13,-0.71,14.2,19.5,-5.3,-0.54,-0.27,Matches
Luiz Araújo,br BRA,MF,Lille,24-256,1996,16,961,60,44.5,10.7,11,77,1,5,22,0,2.38,20,3,+17,+1.59,+0.84,17.1,8.1,+9.0,+0.84,+0.17,Matches
Karim Aribi,dz ALG,FW,Nîmes,26-234,1994,9,241,27,11.6,2.7,2,55,0,7,19,2,0.78,2,9,-7,-2.61,-1.43,3.5,6.7,-3.2,-1.21,-0.14,Matches
Amir Arli,tr TUR,MF,Dijon,18-039,2003,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
Roger Assalé,ci CIV,"FW,MF",Dijon,27-092,1993,10,437,44,20.2,4.9,6,59,1,4,21,1,0.70,4,8,-4,-0.82,-0.04,4.9,12.0,-7.1,-1.47,-0.24,Matches
Lorenz Assignon,tg TOG,FW,Rennes,20-236,2000,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
Youcef Attal,dz ALG,DF,Nice,24-272,1996,10,489,49,23.6,5.4,7,62,0,3,17,0,0.90,5,10,-5,-0.92,-0.98,4.7,9.8,-5.1,-0.94,-0.95,Matches
Jean-Kévin Augustin,fr FRA,FW,Nantes,23-242,1997,3,36,12,1.7,0.4,0,,0,3,12,3,0.33,0,1,-1,-2.50,-1.82,0.2,0.3,-0.1,-0.22,+0.17,Matches
Ludovic Baal,gf GUF,DF,Brest,34-265,1986,5,287,57,13.3,3.2,3,81,1,2,22,19,0.20,5,9,-4,-1.25,-1.11,4.8,7.8,-2.9,-0.92,-1.04,Matches
Loïc Bade,fr FRA,DF,Lens,20-308,2000,19,"1,530",81,70.8,17.0,17,89,15,2,10,0,1.37,23,26,-3,-0.18,-0.75,23.3,20.1,+3.2,+0.19,-0.39,Matches
Stéphane Bahoken,cm CMR,FW,Angers,28-261,1992,18,"1,010",56,46.8,11.2,12,71,0,6,27,0,1.28,13,18,-5,-0.45,-0.21,12.7,13.8,-1.0,-0.09,+0.04,Matches
Stefan Bajic,fr FRA,GK,Saint-Étienne,19-052,2001,0,,,,,0,,0,0,,20,,,,,,,,,,,,Matches
Abdoulaye Bakayoko,fr FRA,DF,Saint-Étienne,18-060,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Mitchel Bakker,nl NED,DF,Paris S-G,20-238,2000,20,"1,356",68,62.8,15.1,15,83,10,5,22,4,2.25,37,7,+30,+1.99,+0.76,37.0,17.7,+19.3,+1.28,+0.26,Matches
Dilane Bakwa,fr FRA,"FW,MF",Bordeaux,18-171,2002,7,56,8,2.6,0.6,0,,0,7,8,9,1.43,2,2,0,0.00,+0.09,1.3,0.7,+0.6,+0.93,+1.41,Matches
Leonardo Balerdi,ar ARG,"DF,MF",Marseille,22-018,1999,8,589,74,29.7,6.5,7,84,6,1,4,13,1.50,7,9,-2,-0.31,-0.63,4.9,8.8,-3.9,-0.59,-0.92,Matches
Fodé Ballo-Touré,fr FRA,DF,Monaco,24-041,1997,14,568,41,26.3,6.3,6,78,4,8,13,5,2.07,12,13,-1,-0.16,-1.06,9.7,7.5,+2.2,+0.35,-0.59,Matches
Abdoulaye Bamba,ci CIV,DF,Angers,30-294,1990,11,931,85,43.1,10.3,11,85,9,0,,11,1.64,13,16,-3,-0.29,+0.08,12.2,12.9,-0.7,-0.07,+0.08,Matches
Jonathan Bamba,fr FRA,MF,Lille,24-324,1996,24,"2,035",85,94.2,22.6,23,87,16,1,23,0,2.25,38,13,+25,+1.11,-0.33,32.7,15.7,+17.0,+0.75,+0.12,Matches
Robson Bambu,br BRA,DF,Nice,23-093,1997,12,863,72,41.7,9.6,10,83,7,2,16,5,1.67,15,11,+4,+0.42,+1.01,10.8,13.9,-3.1,-0.33,-0.19,Matches
Cheick Bangoura,gn GUI,FW,Brest,19-048,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Simon Banza,fr FRA,FW,Lens,24-184,1996,22,937,43,43.4,10.4,8,78,1,14,22,2,1.36,16,11,+5,+0.48,+0.77,13.7,11.1,+2.7,+0.26,-0.08,Matches
Danilo Barbosa,br BRA,DF,Nice,24-351,1996,4,250,63,12.1,2.8,3,81,2,1,8,1,1.00,2,4,-2,-0.72,-0.62,6.5,2.3,+4.2,+1.50,+1.95,Matches
Malcolm Barcola,tg TOG,GK,Lyon,21-275,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Melvin Bard,fr FRA,DF,Lyon,20-099,2000,10,309,31,14.3,3.4,3,79,2,7,10,12,2.10,2,2,0,0.00,-1.46,7.2,2.3,+4.9,+1.41,+0.20,Matches
Teddy Bartouche,fr FRA,GK,Lorient,23-253,1997,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
Toma Bašić,hr CRO,MF,Bordeaux,24-080,1996,24,"1,919",80,88.8,21.3,24,80,17,0,,0,1.33,24,23,+1,+0.05,+1.17,22.5,28.8,-6.3,-0.30,+1.37,Matches
Thomas Basila,fr FRA,DF,Nantes,21-289,1999,0,,,,,0,,0,0,,17,,,,,,,,,,,,Matches
Cristian Battocchio,it ITA,"MF,FW",Brest,29-003,1992,15,355,24,16.4,3.9,2,77,0,13,16,2,1.47,4,11,-7,-1.77,-1.77,4.7,8.7,-4.0,-1.02,-1.19,Matches
Cyrille Bayala,bf BFA,"FW,MF",Lens,24-265,1996,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Paul Baysse,fr FRA,DF,Bordeaux,32-271,1988,21,"1,772",84,82.0,19.7,20,88,19,1,5,2,1.48,24,22,+2,+0.10,+1.03,21.2,28.6,-7.4,-0.37,+0.42,Matches
Haris Belkebla,dz ALG,MF,Brest,27-016,1994,23,"1,864",81,86.3,20.7,23,81,14,0,,0,1.26,27,36,-9,-0.43,-1.04,25.8,28.3,-2.6,-0.12,-0.72,Matches
Jean-Ricner Bellegarde,fr FRA,"MF,FW",Strasbourg,22-231,1998,22,"1,385",63,64.1,15.4,18,74,3,4,15,0,0.95,19,22,-3,-0.19,+0.27,22.0,19.0,+3.1,+0.20,+0.16,Matches
Adil Ben Achour,fr FRA,FW,Montpellier,19-012,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Hatem Ben Arfa,fr FRA,"MF,FW",Bordeaux,33-343,1987,15,"1,240",83,57.4,13.8,15,83,7,0,,0,1.07,15,24,-9,-0.65,-1.34,13.0,23.1,-10.1,-0.73,-0.67,Matches
Salim Ben Seghir,fr FRA,DF,Nice,17-355,2003,1,7,7,0.3,0.1,0,,0,1,7,8,0.00,0,0,0,0.00,+0.17,0.5,0.0,+0.5,+6.17,+6.41,Matches
Wissam Ben Yedder,fr FRA,FW,Monaco,30-185,1990,23,"1,658",72,76.8,18.4,22,74,5,1,30,0,1.96,39,29,+10,+0.54,-0.35,32.6,18.8,+13.8,+0.75,-0.13,Matches
Samy Benchama,fr FRA,MF,Montpellier,20-233,2000,1,3,3,0.1,0.0,0,,0,1,3,6,0.00,1,0,+1,+30.00,+30.25,0.1,0.1,0.0,+1.15,+1.62,Matches
Darío Benedetto,ar ARG,FW,Marseille,30-272,1990,21,"1,369",65,69.1,15.2,17,73,2,4,31,0,1.57,21,16,+5,+0.33,+0.62,20.5,16.9,+3.6,+0.23,+0.58,Matches
Walter Benítez,ar ARG,GK,Nice,27-331,1993,23,"2,070",90,100.0,23.0,23,90,23,0,,0,1.26,27,31,-4,-0.17,,27.7,32.7,-5.0,-0.22,,Matches
Loris Benito,ch SUI,DF,Bordeaux,29-037,1992,20,"1,684",84,78.0,18.7,19,86,17,1,45,3,1.40,21,22,-1,-0.05,+0.14,20.0,27.6,-7.5,-0.40,+0.21,Matches
Bilal Benkhedim,fr FRA,FW,Saint-Étienne,19-299,2001,3,73,24,3.4,0.8,1,59,0,2,7,3,0.00,0,2,-2,-2.47,-1.99,0.4,1.2,-0.8,-0.96,-0.95,Matches
Djamel Benlamri,dz ALG,DF,Lyon,31-050,1989,4,72,18,3.3,0.8,0,,0,4,18,14,2.50,0,1,-1,-1.25,-2.59,0.3,0.4,-0.1,-0.15,-1.44,Matches
Yassine Benrahou,fr FRA,MF,Nîmes,22-020,1999,13,554,43,26.8,6.2,7,66,1,6,15,4,0.54,8,18,-10,-1.62,-0.38,6.9,13.8,-6.8,-1.11,-0.03,Matches
Killian Benvindo,fr FRA,MF,Brest,19-293,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Valon Berisha,xk KVX,MF,Reims,28-006,1993,19,"1,363",72,63.1,15.1,14,86,9,5,31,0,1.16,19,18,+1,+0.07,+0.40,16.3,20.3,-4.0,-0.26,+0.77,Matches
Paul Bernardoni,fr FRA,GK,Angers,23-301,1997,24,"2,160",90,100.0,24.0,24,90,24,0,,0,1.42,29,37,-8,-0.33,,28.0,30.8,-2.8,-0.11,,Matches
