player,nationality,position,squad,age,birth_year,games,minutes,minutes_per_game,minutes_pct,minutes_90s,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_match,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,matches
Franklin Wadja,cm CMR,MF,Lorient,25-288,1995,3,31,10,1.5,0.3,0,,0,3,10,8,1.33,2,0,+2,+5.81,+6.56,1.5,0.9,+0.5,+1.49,+1.71,Matches
Anthony Walongwa,cd COD,DF,Nantes,27-121,1993,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Timothy Weah,us USA,"MF,FW",Lille,20-357,2000,18,442,25,20.5,4.9,3,76,0,15,14,3,2.44,10,4,+6,+1.22,+0.12,9.2,2.9,+6.3,+1.27,+0.67,Matches
Yoane Wissa,cd COD,"FW,MF",Lorient,24-163,1996,23,"1,650",72,79.7,18.3,18,83,10,5,31,0,0.96,22,34,-12,-0.65,-0.01,22.9,26.6,-3.6,-0.20,-0.03,Matches
Xeka,pt POR,MF,Lille,26-095,1994,20,710,36,32.9,7.9,7,76,3,13,14,1,2.30,17,5,+12,+1.52,+0.59,14.2,4.5,+9.7,+1.23,+0.72,Matches
Yusuf Yazıcı,tr TUR,"FW,MF",Lille,24-015,1997,20,773,39,35.8,8.6,8,72,0,12,17,1,2.35,14,5,+9,+1.05,-0.12,15.4,5.6,+9.8,+1.14,+0.62,Matches
Burak Yılmaz,tr TUR,FW,Lille,35-213,1985,18,"1,345",75,62.3,14.9,15,85,8,3,25,0,2.00,23,11,+12,+0.80,-0.85,17.7,11.7,+6.0,+0.40,-0.91,Matches
Elie Youan,fr FRA,FW,Nantes,21-312,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Wilitty Younoussa,cm CMR,"DF,MF",Dijon,19-157,2001,2,17,9,0.8,0.2,0,,0,2,9,7,0.00,0,1,-1,-5.29,-4.54,0.3,0.7,-0.4,-2.06,-0.79,Matches
Zaydou Youssouf,fr FRA,MF,Saint-Étienne,21-217,1999,16,810,51,37.5,9.0,10,68,2,6,22,5,1.00,9,16,-7,-0.78,-0.38,9.8,10.3,-0.4,-0.05,-0.01,Matches
Arthur Zagre,fr FRA,DF,Dijon,19-132,2001,0,,,,,0,,0,0,,9,,,,,,,,,,,,Matches
Arber Zeneli,xk KVX,"MF,FW",Reims,25-354,1995,16,843,53,39.0,9.4,10,67,0,6,28,1,0.88,12,10,+2,+0.21,+0.49,9.6,15.3,-5.7,-0.61,-0.10,Matches
Mehdi Zerkane,dz ALG,"FW,MF",Bordeaux,21-213,1999,14,615,44,28.5,6.8,8,56,0,6,28,0,1.29,9,9,0,0.00,+0.12,7.7,9.4,-1.7,-0.25,+0.27,Matches
Kévin Zohi,ml MLI,"FW,MF",Strasbourg,24-056,1996,19,385,20,17.8,4.3,2,69,0,17,15,5,0.95,4,8,-4,-0.94,-0.78,6.5,5.7,+0.8,+0.18,+0.04,Matches
