player,nationality,position,squad,age,birth_year,minutes_90s,goals,shots_total,shots_on_target,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,matches
Senou Coulibaly,ml MLI,DF,Dijon,26-162,1994,8.8,2,4,3,75.0,0.46,0.34,0.50,0.67,6.7,0,0,0,0.6,0.6,0.15,+1.4,+1.4,Matches
Nicolas Cozza,fr FRA,DF,Montpellier,22-036,1999,7.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Adrián Cubas,py PAR,MF,Nîmes,24-267,1996,15.6,1,7,4,57.1,0.45,0.26,0.14,0.25,24.2,0,0,0,0.2,0.2,0.03,+0.8,+0.8,Matches
Mickaël Cuisance,fr FRA,MF,Marseille,21-181,1999,9.0,0,7,1,14.3,0.78,0.11,0.00,0.00,19.7,1,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches
Damien Da Silva,fr FRA,DF,Rennes,32-272,1988,19.0,4,16,9,56.3,0.84,0.47,0.25,0.44,13.5,0,0,0,1.5,1.5,0.09,+2.5,+2.5,Matches
Colin Dagba,fr FRA,DF,Paris S-G,22-157,1998,9.9,1,6,1,16.7,0.61,0.10,0.17,1.00,20.0,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
Flavius Daniliuc,at AUT,DF,Nice,19-292,2001,11.3,0,4,0,0.0,0.35,0.00,0.00,,19.5,0,0,0,0.5,0.5,0.13,-0.5,-0.5,Matches
Dante,br BRA,DF,Nice,37-118,1983,8.6,2,6,2,33.3,0.70,0.23,0.33,1.00,12.1,1,0,0,0.6,0.6,0.09,+1.4,+1.4,Matches
Jonathan David,ca CAN,FW,Lille,21-030,2000,15.4,7,37,22,59.5,2.40,1.43,0.19,0.32,15.9,0,0,0,6.6,6.6,0.18,+0.4,+0.4,Matches
Mattia De Sciglio,it ITA,DF,Lyon,28-116,1992,8.1,0,2,0,0.0,0.25,0.00,0.00,,23.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Thibault De Smet,be BEL,DF,Reims,22-253,1998,4.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Lucas Deaux,fr FRA,"MF,DF",Nîmes,32-049,1988,13.7,1,10,4,40.0,0.73,0.29,0.10,0.25,14.6,0,0,0,0.8,0.8,0.08,+0.2,+0.2,Matches
Mathieu Debuchy,fr FRA,DF,Saint-Étienne,35-200,1985,11.9,1,18,5,27.8,1.52,0.42,0.06,0.20,13.1,0,0,0,1.4,1.4,0.08,-0.4,-0.4,Matches
Romain Del Castillo,fr FRA,"MF,FW",Rennes,24-321,1996,5.2,0,13,4,30.8,2.50,0.77,0.00,0.00,20.0,0,0,0,1.0,1.0,0.08,-1.0,-1.0,Matches
Thomas Delaine,fr FRA,DF,Metz,28-326,1992,11.7,0,10,4,40.0,0.86,0.34,0.00,0.00,25.4,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Jonathan Delaplace,fr FRA,DF,Lorient,34-330,1986,8.4,0,4,0,0.0,0.48,0.00,0.00,,24.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Andy Delort,dz ALG,FW,Montpellier,29-127,1991,17.3,9,57,22,38.6,3.30,1.27,0.16,0.41,16.4,2,0,0,5.7,5.7,0.10,+3.3,+3.3,Matches
Moussa Dembélé,fr FRA,FW,Lyon,24-216,1996,7.5,1,27,8,29.6,3.59,1.06,0.04,0.13,13.6,1,0,0,3.8,3.8,0.14,-2.8,-2.8,Matches
Jason Denayer,be BEL,DF,Lyon,25-230,1995,18.9,1,5,1,20.0,0.26,0.05,0.20,1.00,16.8,0,0,0,0.5,0.5,0.10,+0.5,+0.5,Matches
Kevin Denkey,tg TOG,FW,Nîmes,20-075,2000,5.8,1,17,8,47.1,2.92,1.37,0.06,0.13,15.3,0,0,0,1.8,1.8,0.10,-0.8,-0.8,Matches
Memphis Depay,nl NED,FW,Lyon,27-000,1994,20.1,13,61,27,44.3,3.03,1.34,0.11,0.26,22.0,10,6,6,11.5,6.9,0.11,+1.5,+0.1,Matches
Ángel Di María,ar ARG,"FW,MF",Paris S-G,32-365,1988,15.0,4,40,12,30.0,2.67,0.80,0.10,0.33,20.5,4,0,0,3.8,3.8,0.10,+0.2,+0.2,Matches
Boulaye Dia,sn SEN,"FW,MF",Reims,24-089,1996,19.7,12,37,14,37.8,1.88,0.71,0.19,0.50,16.3,0,5,5,9.6,5.8,0.16,+2.4,+1.2,Matches
Abdou Diallo,fr FRA,DF,Paris S-G,24-285,1996,10.4,0,3,0,0.0,0.29,0.00,0.00,,12.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Habib Diallo,sn SEN,FW,Metz,25-240,1995,1.6,0,2,0,0.0,1.26,0.00,0.00,,9.6,0,0,0,0.4,0.4,0.19,-0.4,-0.4,Matches
Habib Diallo,sn SEN,FW,Strasbourg,25-240,1995,15.5,7,32,12,37.5,2.06,0.77,0.19,0.50,17.6,0,1,1,5.2,4.4,0.14,+1.8,+1.6,Matches
Ibrahima Diallo,fr FRA,MF,Brest,21-342,1999,4.9,0,1,0,0.0,0.20,0.00,0.00,,31.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Stéphane Diarra,fr FRA,"FW,MF",Lorient,22-066,1998,1.9,0,2,2,100.0,1.06,1.06,0.00,0.00,21.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Raphael Dias Belloli,br BRA,"FW,MF",Rennes,24-061,1996,4.5,1,11,3,27.3,2.45,0.67,0.09,0.33,18.0,3,0,0,1.2,1.2,0.11,-0.2,-0.2,Matches
Krepin Diatta,sn SEN,"MF,DF",Monaco,21-354,1999,2.3,0,1,0,0.0,0.44,0.00,0.00,,22.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Tristan Dingomé,cm CMR,MF,Reims,29-362,1991,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Sinaly Diomande,ci CIV,DF,Lyon,19-310,2001,8.5,0,10,1,10.0,1.17,0.12,0.00,0.00,12.8,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
Lois Diony,fr FRA,FW,Angers,28-055,1992,10.2,3,18,9,50.0,1.76,0.88,0.11,0.22,16.5,0,1,1,2.8,2.1,0.11,+0.2,-0.1,Matches
Sofiane Diop,fr FRA,"MF,FW",Monaco,20-249,2000,18.1,5,33,13,39.4,1.82,0.72,0.15,0.38,19.6,1,0,0,3.0,3.0,0.09,+2.0,+2.0,Matches
Yehvann Diouf,fr FRA,GK,Reims,21-089,1999,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Assane Dioussé,sn SEN,DF,Saint-Étienne,23-146,1997,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Axel Disasi,fr FRA,DF,Monaco,22-339,1998,14.1,3,15,4,26.7,1.07,0.28,0.20,0.75,9.5,0,0,0,2.1,2.1,0.14,+0.9,+0.9,Matches
Tiago Djaló,pt POR,DF,Lille,20-310,2000,6.3,0,2,0,0.0,0.32,0.00,0.00,,26.7,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Alexander Djiku,gh GHA,"DF,MF",Strasbourg,26-188,1994,18.5,0,9,0,0.0,0.49,0.00,0.00,,15.8,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
Mihai Dobre,ro ROU,"FW,MF",Dijon,22-167,1998,3.8,0,6,0,0.0,1.59,0.00,0.00,,15.9,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
Jeremy Doku,be BEL,MF,Rennes,18-262,2002,13.7,0,15,2,13.3,1.09,0.15,0.00,0.00,16.7,0,0,0,1.5,1.5,0.10,-1.5,-1.5,Matches
Kasper Dolberg,dk DEN,FW,Nice,23-130,1997,11.1,3,17,9,52.9,1.53,0.81,0.12,0.22,13.3,1,1,1,3.3,2.5,0.15,-0.3,-0.5,Matches
Keagan Dolly,za RSA,MF,Montpellier,28-022,1993,4.5,0,5,0,0.0,1.11,0.00,0.00,,23.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Anastasios Donis,gr GRE,MF,Reims,24-168,1996,1.1,0,1,0,0.0,0.93,0.00,0.00,,29.1,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Lucas Douath,fr FRA,MF,Saint-Étienne,17-192,2003,9.1,0,4,0,0.0,0.44,0.00,0.00,,14.1,0,0,0,0.4,0.4,0.10,-0.4,-0.4,Matches
Cheick Doucouré,ml MLI,MF,Lens,21-036,2000,17.5,2,22,3,13.6,1.25,0.17,0.09,0.67,23.4,0,0,0,0.8,0.8,0.04,+1.2,+1.2,Matches
Fodé Doucouré,ml MLI,DF,Reims,20-010,2001,2.5,0,3,2,66.7,1.22,0.81,0.00,0.00,22.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Moussa Doumbia,ml MLI,"MF,FW",Reims,26-182,1994,5.6,0,11,0,0.0,1.96,0.00,0.00,,20.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Souleyman Doumbia,ci CIV,DF,Angers,24-142,1996,17.9,0,6,1,16.7,0.33,0.06,0.00,0.00,23.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
Mouhamadou Drammeh,fr FRA,MF,Reims,21-274,1999,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Julian Draxler,de GER,MF,Paris S-G,27-146,1993,5.3,2,6,3,50.0,1.13,0.56,0.33,0.67,14.6,0,0,0,1.2,1.2,0.20,+0.8,+0.8,Matches
Matthieu Dreyer,fr FRA,GK,Lorient,31-330,1989,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Leo Dubois,fr FRA,DF,Lyon,26-152,1994,20.6,2,13,2,15.4,0.63,0.10,0.15,1.00,20.9,0,0,0,0.7,0.7,0.05,+1.3,+1.3,Matches
Haris Duljević,ba BIH,"FW,MF",Nîmes,27-089,1993,6.6,0,10,4,40.0,1.52,0.61,0.00,0.00,21.9,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
Jean-Kevin Duverne,fr FRA,DF,Brest,23-216,1997,18.4,1,9,1,11.1,0.49,0.05,0.11,1.00,12.8,0,0,0,0.7,0.7,0.07,+0.3,+0.3,Matches
Eric Junior Dina Ebimbe,fr FRA,"FW,MF",Dijon,20-084,2000,18.5,1,39,10,25.6,2.11,0.54,0.03,0.10,17.2,0,0,0,3.1,3.1,0.08,-2.1,-2.1,Matches
Enzo Ebosse,fr FRA,DF,Angers,21-339,1999,2.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Bruno Ecuele Manga,ga GAB,DF,Dijon,32-212,1988,24.0,2,20,4,20.0,0.83,0.17,0.10,0.50,9.0,0,0,0,1.1,1.1,0.06,+0.9,+0.9,Matches
Hugo Ekitike,fr FRA,"MF,FW",Reims,18-238,2002,1.0,0,3,1,33.3,3.07,1.02,0.00,0.00,14.0,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Niclas Eliasson,se SWE,"MF,FW",Nîmes,25-068,1995,10.9,3,15,7,46.7,1.37,0.64,0.20,0.43,17.3,5,0,0,2.1,2.1,0.14,+0.9,+0.9,Matches
Sepe Elye Wahi,fr FRA,"FW,DF",Montpellier,18-042,2003,1.6,2,8,4,50.0,4.90,2.45,0.25,0.50,9.1,0,0,0,0.9,0.9,0.11,+1.1,+1.1,Matches
Renaud Emond,be BEL,FW,Nantes,29-070,1991,3.1,2,7,5,71.4,2.26,1.61,0.29,0.40,9.4,0,0,0,1.3,1.3,0.19,+0.7,+0.7,Matches
Yoann Etienne,fr FRA,DF,Lorient,23-270,1997,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Fábio,br BRA,DF,Nantes,30-219,1990,14.8,0,7,1,14.3,0.47,0.07,0.00,0.00,21.2,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Cesc Fàbregas,es ESP,MF,Monaco,33-285,1987,6.1,1,8,2,25.0,1.30,0.33,0.00,0.00,17.0,1,1,1,2.3,1.5,0.19,-1.3,-1.5,Matches
Bandiougou Fadiga,fr FRA,"FW,MF",Paris S-G,20-029,2001,0.7,0,1,1,100.0,1.43,1.43,0.00,0.00,25.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Wout Faes,be BEL,DF,Reims,22-316,1998,20.5,1,6,1,16.7,0.29,0.05,0.17,1.00,10.6,0,0,0,0.7,0.7,0.11,+0.3,+0.3,Matches
Romain Faivre,fr FRA,"MF,FW",Brest,22-214,1998,21.4,5,42,17,40.5,1.97,0.80,0.10,0.24,20.4,5,1,1,4.9,4.1,0.10,+0.1,-0.1,Matches
Wuilker Faríñez,ve VEN,GK,Lens,22-364,1998,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Julien Faussurier,fr FRA,DF,Brest,34-030,1987,6.2,0,5,1,20.0,0.80,0.16,0.00,0.00,15.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Zinedine Ferhat,dz ALG,"FW,MF",Nîmes,27-349,1993,19.9,4,31,12,38.7,1.56,0.60,0.13,0.33,20.8,4,0,0,1.8,1.8,0.06,+2.2,+2.2,Matches
Jordan Ferri,fr FRA,MF,Montpellier,28-338,1992,18.7,0,3,1,33.3,0.16,0.05,0.00,0.00,24.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Alessandro Florenzi,it ITA,DF,Paris S-G,29-339,1991,13.2,2,19,7,36.8,1.44,0.53,0.11,0.29,18.9,0,0,0,2.0,2.0,0.11,0.0,0.0,Matches
Mamadou Fofana,ml MLI,"MF,DF",Metz,23-023,1998,10.4,0,3,0,0.0,0.29,0.00,0.00,,12.5,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches
Seko Fofana,ci CIV,MF,Lens,25-282,1995,13.7,0,20,3,15.0,1.46,0.22,0.00,0.00,22.5,0,0,0,0.9,0.9,0.05,-0.9,-0.9,Matches
Wesley Fofana,fr FRA,DF,Saint-Étienne,20-058,2000,3.5,0,2,0,0.0,0.57,0.00,0.00,,8.3,0,0,0,0.2,0.2,0.10,-0.2,-0.2,Matches
Youssouf Fofana,fr FRA,MF,Monaco,22-034,1999,19.0,0,23,3,13.0,1.21,0.16,0.00,0.00,23.8,1,0,0,1.4,1.4,0.06,-1.4,-1.4,Matches
Thomas Foket,be BEL,DF,Reims,26-141,1994,23.0,0,3,2,66.7,0.13,0.09,0.00,0.00,21.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Lamine Fomba,fr FRA,MF,Nîmes,23-018,1998,12.9,0,13,5,38.5,1.01,0.39,0.00,0.00,15.2,0,0,0,1.4,1.4,0.11,-1.4,-1.4,Matches
Thomas Fontaine,mg MAD,DF,Lorient,29-281,1991,3.6,0,2,1,50.0,0.56,0.28,0.00,0.00,18.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
José Fonte,pt POR,DF,Lille,37-053,1983,22.4,1,12,4,33.3,0.54,0.18,0.08,0.25,9.2,0,0,0,0.5,0.5,0.04,+0.5,+0.5,Matches
Steven Fortes,cv CPV,DF,Lens,28-302,1992,10.3,0,2,0,0.0,0.19,0.00,0.00,,17.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Angelo Fulgini,fr FRA,"MF,FW",Angers,24-177,1996,19.6,4,35,15,42.9,1.79,0.77,0.11,0.27,20.1,5,0,0,2.9,2.9,0.08,+1.1,+1.1,Matches
Baptiste Gabard,fr FRA,MF,Saint-Étienne,21-016,2000,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Idrissa Gana Gueye,sn SEN,MF,Paris S-G,31-140,1989,11.9,2,14,6,42.9,1.18,0.51,0.14,0.33,21.7,0,0,0,0.5,0.5,0.03,+1.5,+1.5,Matches
Ignatius Ganago,cm CMR,FW,Lens,21-363,1999,10.1,5,25,12,48.0,2.49,1.19,0.20,0.42,14.0,0,0,0,5.2,5.2,0.21,-0.2,-0.2,Matches
Yann Gboho,fr FRA,"MF,FW",Rennes,20-030,2001,3.0,0,7,3,42.9,2.33,1.00,0.00,0.00,13.2,0,0,0,0.7,0.7,0.10,-0.7,-0.7,Matches
Valère Germain,fr FRA,"FW,MF",Marseille,30-302,1990,7.5,3,5,3,60.0,0.66,0.40,0.60,1.00,5.0,0,0,0,1.6,1.6,0.32,+1.4,+1.4,Matches
Willem Geubbels,fr FRA,"FW,MF",Monaco,19-181,2001,3.2,1,5,1,20.0,1.58,0.32,0.20,1.00,10.5,0,0,0,0.6,0.6,0.12,+0.4,+0.4,Matches
Andrei Girotto,br BRA,"DF,MF",Nantes,28-362,1992,20.4,1,22,6,27.3,1.08,0.29,0.05,0.17,20.7,2,0,0,0.8,0.8,0.04,+0.2,+0.2,Matches
Aleksandr Golovin,ru RUS,"MF,FW",Monaco,24-259,1996,3.9,4,12,6,50.0,3.06,1.53,0.33,0.67,19.7,1,0,0,0.9,0.9,0.08,+3.1,+3.1,Matches
Alfred Gomis,sn SEN,GK,Rennes,27-161,1993,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Alfred Gomis,sn SEN,GK,Dijon,27-161,1993,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Vagner Gonçalves,cv CPV,"FW,MF",Metz,25-034,1996,4.8,1,7,1,14.3,1.47,0.21,0.00,0.00,20.1,0,1,1,1.4,0.6,0.09,-0.4,-0.6,Matches
Álvaro González,es ESP,DF,Marseille,31-036,1990,18.9,0,9,1,11.1,0.48,0.05,0.00,0.00,10.2,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
Amine Gouiri,fr FRA,"FW,MF",Nice,20-363,2000,20.1,7,50,19,38.0,2.49,0.95,0.10,0.26,15.8,4,2,2,9.4,8.0,0.16,-2.4,-3.0,Matches
Jonathan Gradit,fr FRA,DF,Lens,28-081,1992,18.4,0,1,0,0.0,0.05,0.00,0.00,,26.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Andrew Gravillon,fr FRA,DF,Lorient,23-005,1998,14.5,1,10,4,40.0,0.69,0.28,0.10,0.25,12.1,1,0,0,0.8,0.8,0.08,+0.2,+0.2,Matches
Adrian Grbić,at AUT,FW,Lorient,24-193,1996,8.4,3,25,8,32.0,2.96,0.95,0.04,0.13,18.0,3,2,2,4.5,3.0,0.12,-1.5,-2.0,Matches
Clément Grenier,fr FRA,MF,Rennes,30-037,1991,8.1,3,18,7,38.9,2.23,0.87,0.11,0.29,24.2,5,1,1,2.0,1.3,0.07,+1.0,+0.7,Matches
Evann Guessand,fr FRA,FW,Nice,19-227,2001,0.3,0,1,1,100.0,3.10,3.10,0.00,0.00,9.9,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
Kelyan Guessoum,fr FRA,DF,Nîmes,22-008,1999,4.0,0,1,0,0.0,0.25,0.00,0.00,,8.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Lamine Gueye,sn SEN,"FW,MF",Metz,22-337,1998,10.0,1,31,10,32.3,3.09,1.00,0.03,0.10,17.0,0,0,0,3.1,3.1,0.10,-2.1,-2.1,Matches
Pape Gueye,fr FRA,MF,Marseille,22-020,1999,10.0,1,9,2,22.2,0.90,0.20,0.11,0.50,26.1,0,0,0,0.2,0.2,0.02,+0.8,+0.8,Matches
Bruno Guimarães,br BRA,MF,Lyon,23-089,1997,12.3,1,18,9,50.0,1.46,0.73,0.06,0.11,22.5,0,0,0,0.6,0.6,0.04,+0.4,+0.4,Matches
Sehrou Guirassy,fr FRA,FW,Rennes,24-338,1996,9.7,3,20,7,35.0,2.05,0.72,0.15,0.43,13.4,0,0,0,3.0,3.0,0.15,0.0,0.0,Matches
Malo Gusto,fr FRA,MF,Lyon,17-270,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Massadio Haïdara,ml MLI,DF,Lens,28-073,1992,12.9,0,6,1,16.7,0.47,0.08,0.00,0.00,13.9,0,0,0,0.9,0.9,0.14,-0.9,-0.9,Matches
Pierre-Yves Hamel,fr FRA,FW,Lorient,27-010,1994,8.7,4,22,8,36.4,2.53,0.92,0.14,0.38,14.4,0,1,1,4.1,3.4,0.15,-0.1,-0.4,Matches
Romain Hamouma,fr FRA,FW,Saint-Étienne,33-321,1987,15.4,4,26,12,46.2,1.69,0.78,0.15,0.33,15.6,2,0,0,2.5,2.2,0.09,+1.5,+1.8,Matches
Dalbert Henrique,br BRA,DF,Rennes,27-158,1993,2.5,0,2,0,0.0,0.79,0.00,0.00,,27.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Luis Henrique,br BRA,"FW,MF",Marseille,19-061,2001,0.6,0,2,1,50.0,3.10,1.55,0.00,0.00,27.8,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Christophe Hérelle,mq MTQ,DF,Brest,28-175,1992,13.3,0,4,0,0.0,0.30,0.00,0.00,,5.5,0,0,0,0.4,0.4,0.11,-0.4,-0.4,Matches
Jérôme Hergault,fr FRA,DF,Lorient,34-314,1986,6.0,0,1,0,0.0,0.17,0.00,0.00,,12.8,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
Ander Herrera,es ESP,MF,Paris S-G,31-183,1989,12.5,1,14,3,21.4,1.12,0.24,0.07,0.33,16.5,1,0,0,0.7,0.7,0.05,+0.3,+0.3,Matches
Vitorino Hilton,br BRA,DF,Montpellier,43-153,1977,12.1,0,9,3,33.3,0.74,0.25,0.00,0.00,8.2,0,0,0,0.8,0.8,0.09,-0.8,-0.8,Matches
Franck Honorat,fr FRA,"MF,FW",Brest,24-186,1996,15.3,7,24,16,66.7,1.57,1.05,0.29,0.44,19.2,1,0,0,2.0,2.0,0.09,+5.0,+5.0,Matches
Fraser Hornby,sco SCO,FW,Reims,21-153,1999,0.4,0,2,1,50.0,5.14,2.57,0.00,0.00,10.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Adrien Hunou,fr FRA,"FW,MF",Rennes,27-025,1994,5.8,4,20,10,50.0,3.43,1.71,0.20,0.40,12.5,0,0,0,4.3,4.3,0.21,-0.3,-0.3,Matches
Didier Ibrahim Ndong,ga GAB,MF,Dijon,26-241,1994,23.0,0,5,1,20.0,0.22,0.04,0.00,0.00,28.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Mauro Icardi,ar ARG,FW,Paris S-G,27-360,1993,7.1,5,27,11,40.7,3.80,1.55,0.19,0.45,8.1,0,0,0,6.9,6.9,0.26,-1.9,-1.9,Matches
Jonathan Ikone,fr FRA,"MF,FW",Lille,22-287,1998,15.5,3,23,6,26.1,1.48,0.39,0.09,0.33,18.5,1,1,1,2.9,2.2,0.09,+0.1,-0.2,Matches
Yun Il-lok,kr KOR,"MF,FW",Montpellier,28-343,1992,3.5,0,6,0,0.0,1.73,0.00,0.00,,16.4,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
Corentin Jean,fr FRA,"FW,MF",Lens,25-213,1995,3.9,0,13,7,53.8,3.37,1.82,0.00,0.00,21.2,4,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
Jesé,es ESP,FW,Paris S-G,27-353,1993,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Stevan Jovetić,me MNE,"FW,MF",Monaco,31-103,1989,4.3,2,24,9,37.5,5.55,2.08,0.08,0.22,18.7,4,0,0,2.1,2.1,0.09,-0.1,-0.1,Matches
Abdoul Kader Bamba,fr FRA,"FW,MF",Nantes,26-294,1994,8.4,2,12,5,41.7,1.44,0.60,0.17,0.40,20.1,1,0,1,2.0,1.2,0.10,0.0,+0.8,Matches
Tino Kadewere,zw ZIM,FW,Lyon,25-039,1996,17.0,9,47,19,40.4,2.77,1.12,0.19,0.47,11.4,0,0,0,8.0,8.0,0.17,+1.0,+1.0,Matches
Gaël Kakuta,cd COD,"MF,FW",Lens,29-237,1991,18.0,9,33,6,18.2,1.84,0.33,0.12,0.67,25.2,8,5,6,7.8,3.2,0.10,+1.2,+0.8,Matches
Arnaud Kalimuendo,fr FRA,"FW,MF",Lens,19-023,2002,7.8,4,20,9,45.0,2.56,1.15,0.20,0.44,13.5,0,0,0,4.0,4.0,0.21,0.0,0.0,Matches
Arnaud Kalimuendo,fr FRA,FW,Paris S-G,19-023,2002,0.8,0,2,1,50.0,2.47,1.23,0.00,0.00,16.6,0,0,0,0.4,0.4,0.19,-0.4,-0.4,Matches
Samuel Kalu,ng NGA,FW,Bordeaux,23-171,1997,7.2,3,15,6,40.0,2.08,0.83,0.20,0.50,18.5,0,0,0,0.8,0.8,0.05,+2.2,+2.2,Matches
Bingourou Kamara,sn SEN,GK,Strasbourg,24-115,1996,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Boubacar Kamara,fr FRA,MF,Marseille,21-082,1999,18.3,0,17,7,41.2,0.93,0.38,0.00,0.00,22.8,0,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches
Hassane Kamara,fr FRA,DF,Nice,26-147,1994,18.7,0,13,1,7.7,0.69,0.05,0.00,0.00,21.4,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
Wilfried Kanga,fr FRA,FW,Angers,22-358,1998,1.5,0,1,1,100.0,0.68,0.68,0.00,0.00,21.4,0,0,0,0.3,0.3,0.26,-0.3,-0.3,Matches
Eiji Kawashima,jp JPN,GK,Strasbourg,37-330,1983,16.0,0,1,0,0.0,0.06,0.00,0.00,,74.0,1,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Moise Kean,it ITA,FW,Paris S-G,20-351,2000,11.7,9,34,13,38.2,2.89,1.11,0.26,0.69,10.5,0,0,0,7.4,7.4,0.22,+1.6,+1.6,Matches
Thilo Kehrer,de GER,DF,Paris S-G,24-145,1996,10.1,0,5,0,0.0,0.49,0.00,0.00,,8.0,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches
Saîf-Eddine Khaoui,tn TUN,"DF,MF",Marseille,25-292,1995,2.0,0,4,3,75.0,1.99,1.49,0.00,0.00,17.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Wahbi Khazri,tn TUN,"FW,MF",Saint-Étienne,30-005,1991,4.1,1,6,0,0.0,1.48,0.00,0.00,,26.1,1,1,1,1.1,0.4,0.06,-0.1,-0.4,Matches
Presnel Kimpembe,fr FRA,DF,Paris S-G,25-184,1995,12.6,0,1,0,0.0,0.08,0.00,0.00,,12.1,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
Randal Kolo Muani,fr FRA,FW,Nantes,22-070,1998,20.3,3,41,15,36.6,2.02,0.74,0.07,0.20,13.4,0,0,0,5.8,5.8,0.14,-2.8,-2.8,Matches
Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,29-135,1991,17.1,0,10,2,20.0,0.58,0.12,0.00,0.00,10.4,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
Ghislain Konan,ci CIV,DF,Reims,25-048,1995,17.2,0,5,1,20.0,0.29,0.06,0.00,0.00,21.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
