player,nationality,position,squad,age,birth_year,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,matches
Matthieu Dreyer,fr FRA,GK,Lorient,31-330,1989,5.0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,,Matches
Leo Dubois,fr FRA,DF,Lyon,26-152,1994,20.6,3,0,0,13,23,0,84,12,19,1,1,0,209,17,14,54.8,Matches
Haris Duljević,ba BIH,"FW,MF",Nîmes,27-089,1993,6.6,0,0,0,5,9,1,7,11,11,0,0,0,38,3,17,15.0,Matches
Jean-Kevin Duverne,fr FRA,DF,Brest,23-216,1997,18.4,4,0,0,18,11,0,6,15,19,0,2,0,191,42,36,53.8,Matches
Eric Junior Dina Ebimbe,fr FRA,"FW,MF",Dijon,20-084,2000,18.5,2,0,0,37,33,1,19,12,22,0,0,0,112,10,24,29.4,Matches
Enzo Ebosse,fr FRA,DF,Angers,21-339,1999,2.9,1,0,0,3,4,0,3,1,3,0,0,0,20,1,2,33.3,Matches
Bruno Ecuele Manga,ga GAB,DF,Dijon,32-212,1988,24.0,1,0,0,13,17,1,0,35,30,0,0,0,240,85,31,73.3,Matches
Hugo Ekitike,fr FRA,"MF,FW",Reims,18-238,2002,1.0,1,0,0,3,1,0,0,0,1,0,0,0,5,3,1,75.0,Matches
Niclas Eliasson,se SWE,"MF,FW",Nîmes,25-068,1995,10.9,1,0,0,11,13,2,37,8,16,0,0,0,57,13,26,33.3,Matches
Sepe Elye Wahi,fr FRA,"FW,DF",Montpellier,18-042,2003,1.6,0,0,0,4,6,3,2,0,2,0,0,0,10,2,2,50.0,Matches
Renaud Emond,be BEL,FW,Nantes,29-070,1991,3.1,1,0,0,5,11,0,3,0,2,1,0,0,8,10,19,34.5,Matches
Yoann Etienne,fr FRA,DF,Lorient,23-270,1997,1.0,1,0,0,2,1,0,2,2,1,0,0,0,11,1,3,25.0,Matches
Fábio,br BRA,DF,Nantes,30-219,1990,14.8,5,1,1,32,13,1,19,18,38,1,2,0,137,30,31,49.2,Matches
Cesc Fàbregas,es ESP,MF,Monaco,33-285,1987,6.1,2,0,0,9,7,0,10,1,11,0,0,0,51,4,3,57.1,Matches
Bandiougou Fadiga,fr FRA,"FW,MF",Paris S-G,20-029,2001,0.7,1,0,0,2,2,0,1,1,1,0,0,0,5,0,0,,Matches
Wout Faes,be BEL,DF,Reims,22-316,1998,20.5,8,1,0,14,10,0,0,27,16,0,0,0,195,53,22,70.7,Matches
Romain Faivre,fr FRA,"MF,FW",Brest,22-214,1998,21.4,0,0,0,28,47,0,31,23,28,0,0,0,166,14,16,46.7,Matches
Wuilker Faríñez,ve VEN,GK,Lens,22-364,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Julien Faussurier,fr FRA,DF,Brest,34-030,1987,6.2,2,0,0,9,1,1,23,1,6,0,1,0,56,7,6,53.8,Matches
Zinedine Ferhat,dz ALG,"FW,MF",Nîmes,27-349,1993,19.9,1,0,0,12,41,5,66,19,13,1,0,0,123,56,44,56.0,Matches
Jordan Ferri,fr FRA,MF,Montpellier,28-338,1992,18.7,4,0,0,29,28,0,9,12,39,0,0,0,223,16,19,45.7,Matches
Alessandro Florenzi,it ITA,DF,Paris S-G,29-339,1991,13.2,1,0,0,8,5,2,57,11,15,0,0,0,111,8,17,32.0,Matches
Mamadou Fofana,ml MLI,"MF,DF",Metz,23-023,1998,10.4,2,0,0,11,2,0,0,13,14,0,0,0,106,4,11,26.7,Matches
Seko Fofana,ci CIV,MF,Lens,25-282,1995,13.7,1,0,0,13,13,0,10,24,7,1,0,0,127,18,13,58.1,Matches
Wesley Fofana,fr FRA,DF,Saint-Étienne,20-058,2000,3.5,1,0,0,6,5,1,1,4,5,0,0,0,34,10,7,58.8,Matches
Youssouf Fofana,fr FRA,MF,Monaco,22-034,1999,19.0,8,1,1,31,20,0,6,24,53,0,1,0,183,9,14,39.1,Matches
Thomas Foket,be BEL,DF,Reims,26-141,1994,23.0,3,0,0,26,23,3,30,27,30,1,0,1,165,14,27,34.1,Matches
Lamine Fomba,fr FRA,MF,Nîmes,23-018,1998,12.9,4,0,0,24,12,0,1,18,25,0,1,0,130,15,19,44.1,Matches
Thomas Fontaine,mg MAD,DF,Lorient,29-281,1991,3.6,0,0,0,1,3,0,0,1,2,0,1,0,17,2,6,25.0,Matches
José Fonte,pt POR,DF,Lille,37-053,1983,22.4,4,0,0,16,10,0,7,19,17,1,0,0,211,60,20,75.0,Matches
Steven Fortes,cv CPV,DF,Lens,28-302,1992,10.3,3,0,0,17,6,0,0,20,13,0,0,1,99,31,14,68.9,Matches
Angelo Fulgini,fr FRA,"MF,FW",Angers,24-177,1996,19.6,3,0,0,15,78,2,30,11,10,0,0,0,142,13,26,33.3,Matches
Baptiste Gabard,fr FRA,MF,Saint-Étienne,21-016,2000,1.5,1,0,0,2,3,0,0,0,3,0,0,0,12,1,3,25.0,Matches
Idrissa Gana Gueye,sn SEN,MF,Paris S-G,31-140,1989,11.9,1,0,0,29,13,0,2,10,30,0,0,0,156,20,18,52.6,Matches
Ignatius Ganago,cm CMR,FW,Lens,21-363,1999,10.1,0,0,0,11,36,5,12,8,3,2,0,0,32,11,25,30.6,Matches
Yann Gboho,fr FRA,"MF,FW",Rennes,20-030,2001,3.0,0,0,0,7,7,1,5,1,4,0,0,0,19,2,4,33.3,Matches
Valère Germain,fr FRA,"FW,MF",Marseille,30-302,1990,7.5,1,0,0,7,19,2,7,6,2,0,0,0,24,33,32,50.8,Matches
Willem Geubbels,fr FRA,"FW,MF",Monaco,19-181,2001,3.2,3,0,0,10,2,1,4,4,6,0,0,0,24,9,9,50.0,Matches
Andrei Girotto,br BRA,"DF,MF",Nantes,28-362,1992,20.4,3,1,0,19,18,0,3,21,32,0,1,0,247,60,37,61.9,Matches
Aleksandr Golovin,ru RUS,"MF,FW",Monaco,24-259,1996,3.9,1,0,0,3,5,0,12,4,4,0,0,0,33,4,6,40.0,Matches
Alfred Gomis,sn SEN,GK,Rennes,27-161,1993,7.0,0,0,0,0,1,0,0,0,0,0,0,0,33,0,0,,Matches
Alfred Gomis,sn SEN,GK,Dijon,27-161,1993,5.0,0,0,0,0,1,0,0,0,0,0,0,0,19,0,0,,Matches
Vagner Gonçalves,cv CPV,"FW,MF",Metz,25-034,1996,4.8,2,0,0,13,14,4,2,2,8,1,0,0,28,7,15,31.8,Matches
Álvaro González,es ESP,DF,Marseille,31-036,1990,18.9,7,0,0,21,20,1,0,12,17,0,1,0,185,24,25,49.0,Matches
Amine Gouiri,fr FRA,"FW,MF",Nice,20-363,2000,20.1,5,0,0,34,23,3,32,10,13,0,0,0,89,12,19,38.7,Matches
Jonathan Gradit,fr FRA,DF,Lens,28-081,1992,18.4,8,1,1,32,33,0,0,21,18,0,2,0,132,34,26,56.7,Matches
Andrew Gravillon,fr FRA,DF,Lorient,23-005,1998,14.5,2,1,0,13,21,0,1,29,12,0,0,0,153,41,24,63.1,Matches
Adrian Grbić,at AUT,FW,Lorient,24-193,1996,8.4,0,0,0,16,12,2,1,2,7,2,0,0,35,25,33,43.1,Matches
Clément Grenier,fr FRA,MF,Rennes,30-037,1991,8.1,2,0,0,17,11,0,11,6,5,0,0,0,69,7,8,46.7,Matches
Evann Guessand,fr FRA,FW,Nice,19-227,2001,0.3,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,100.0,Matches
Kelyan Guessoum,fr FRA,DF,Nîmes,22-008,1999,4.0,0,0,0,0,5,0,0,11,2,0,0,0,27,8,4,66.7,Matches
Lamine Gueye,sn SEN,"FW,MF",Metz,22-337,1998,10.0,1,0,0,9,21,4,16,4,13,0,0,0,65,19,24,44.2,Matches
Pape Gueye,fr FRA,MF,Marseille,22-020,1999,10.0,7,1,1,26,21,1,2,18,15,0,0,0,106,22,25,46.8,Matches
Bruno Guimarães,br BRA,MF,Lyon,23-089,1997,12.3,4,0,0,24,24,0,5,11,33,0,0,0,114,4,7,36.4,Matches
Sehrou Guirassy,fr FRA,FW,Rennes,24-338,1996,9.7,0,0,0,18,26,2,2,1,2,0,0,0,27,28,23,54.9,Matches
Malo Gusto,fr FRA,MF,Lyon,17-270,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Massadio Haïdara,ml MLI,DF,Lens,28-073,1992,12.9,3,0,0,21,24,1,18,22,21,0,0,0,108,26,10,72.2,Matches
Pierre-Yves Hamel,fr FRA,FW,Lorient,27-010,1994,8.7,3,0,0,20,7,4,1,6,11,0,0,0,33,38,42,47.5,Matches
Romain Hamouma,fr FRA,FW,Saint-Étienne,33-321,1987,15.4,5,0,0,28,33,9,36,3,6,1,0,0,94,22,40,35.5,Matches
Dalbert Henrique,br BRA,DF,Rennes,27-158,1993,2.5,2,0,0,5,2,0,11,0,2,0,0,0,26,4,0,100.0,Matches
Luis Henrique,br BRA,"FW,MF",Marseille,19-061,2001,0.6,0,0,0,1,0,2,7,0,0,0,0,0,7,0,0,,Matches
Christophe Hérelle,mq MTQ,DF,Brest,28-175,1992,13.3,3,0,0,18,13,1,2,12,9,0,0,1,125,38,17,69.1,Matches
Jérôme Hergault,fr FRA,DF,Lorient,34-314,1986,6.0,0,0,0,6,9,0,11,10,6,0,0,0,41,9,10,47.4,Matches
Ander Herrera,es ESP,MF,Paris S-G,31-183,1989,12.5,1,0,0,16,7,0,9,15,23,0,0,0,100,9,7,56.3,Matches
Vitorino Hilton,br BRA,DF,Montpellier,43-153,1977,12.1,2,2,0,10,8,0,0,18,1,0,0,0,116,23,15,60.5,Matches
Franck Honorat,fr FRA,"MF,FW",Brest,24-186,1996,15.3,3,0,0,21,7,4,73,13,15,0,1,0,107,12,14,46.2,Matches
Fraser Hornby,sco SCO,FW,Reims,21-153,1999,0.4,1,0,0,1,0,0,0,1,0,0,0,0,1,2,2,50.0,Matches
Adrien Hunou,fr FRA,"FW,MF",Rennes,27-025,1994,5.8,1,0,0,7,8,1,6,1,7,0,0,0,18,8,15,34.8,Matches
Didier Ibrahim Ndong,ga GAB,MF,Dijon,26-241,1994,23.0,4,0,0,33,15,1,13,28,32,0,0,0,215,28,16,63.6,Matches
Mauro Icardi,ar ARG,FW,Paris S-G,27-360,1993,7.1,1,0,0,4,8,5,2,1,3,1,0,0,23,8,8,50.0,Matches
Jonathan Ikone,fr FRA,"MF,FW",Lille,22-287,1998,15.5,0,0,0,9,12,4,6,6,10,0,0,0,54,11,25,30.6,Matches
Yun Il-lok,kr KOR,"MF,FW",Montpellier,28-343,1992,3.5,1,0,0,5,1,1,2,6,0,0,0,0,29,9,9,50.0,Matches
Corentin Jean,fr FRA,"FW,MF",Lens,25-213,1995,3.9,2,0,0,8,12,1,7,2,5,1,0,0,18,4,10,28.6,Matches
Jesé,es ESP,FW,Paris S-G,27-353,1993,0.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,Matches
Stevan Jovetić,me MNE,"FW,MF",Monaco,31-103,1989,4.3,0,0,0,8,6,1,5,3,6,0,0,0,35,6,11,35.3,Matches
Abdoul Kader Bamba,fr FRA,"FW,MF",Nantes,26-294,1994,8.4,1,0,0,5,30,0,12,3,10,0,0,0,65,5,7,41.7,Matches
Tino Kadewere,zw ZIM,FW,Lyon,25-039,1996,17.0,2,0,0,24,18,8,30,20,21,1,0,0,101,23,30,43.4,Matches
Gaël Kakuta,cd COD,"MF,FW",Lens,29-237,1991,18.0,2,0,0,17,27,1,39,15,20,0,0,0,138,11,34,24.4,Matches
Arnaud Kalimuendo,fr FRA,"FW,MF",Lens,19-023,2002,7.8,0,0,0,7,10,0,9,0,2,1,0,0,35,3,10,23.1,Matches
Arnaud Kalimuendo,fr FRA,FW,Paris S-G,19-023,2002,0.8,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,,Matches
Samuel Kalu,ng NGA,FW,Bordeaux,23-171,1997,7.2,2,0,0,14,24,4,11,8,14,0,0,0,46,10,12,45.5,Matches
Bingourou Kamara,sn SEN,GK,Strasbourg,24-115,1996,8.0,0,0,0,1,1,1,0,0,0,0,0,1,44,0,0,,Matches
Boubacar Kamara,fr FRA,MF,Marseille,21-082,1999,18.3,3,0,0,26,35,0,5,15,41,0,0,0,219,48,26,64.9,Matches
Hassane Kamara,fr FRA,DF,Nice,26-147,1994,18.7,2,0,0,15,22,1,62,17,15,0,0,0,148,23,20,53.5,Matches
Wilfried Kanga,fr FRA,FW,Angers,22-358,1998,1.5,0,0,0,2,1,1,1,0,0,0,0,0,2,1,5,16.7,Matches
Eiji Kawashima,jp JPN,GK,Strasbourg,37-330,1983,16.0,1,0,0,1,1,0,0,0,0,0,1,0,73,0,0,,Matches
Moise Kean,it ITA,FW,Paris S-G,20-351,2000,11.7,2,0,0,18,4,4,8,1,5,0,0,0,34,11,10,52.4,Matches
Thilo Kehrer,de GER,DF,Paris S-G,24-145,1996,10.1,2,0,0,10,7,1,0,3,7,0,0,0,121,16,15,51.6,Matches
Saîf-Eddine Khaoui,tn TUN,"DF,MF",Marseille,25-292,1995,2.0,4,0,0,7,1,0,4,4,7,0,0,0,29,2,4,33.3,Matches
Wahbi Khazri,tn TUN,"FW,MF",Saint-Étienne,30-005,1991,4.1,3,1,0,7,8,1,10,1,5,1,0,0,20,1,11,8.3,Matches
Presnel Kimpembe,fr FRA,DF,Paris S-G,25-184,1995,12.6,4,0,0,16,13,0,1,8,19,0,0,0,120,15,7,68.2,Matches
Randal Kolo Muani,fr FRA,FW,Nantes,22-070,1998,20.3,2,0,0,35,42,13,21,9,8,2,0,0,101,40,98,29.0,Matches
Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,29-135,1991,17.1,3,1,0,24,7,0,3,18,15,0,0,0,206,47,28,62.7,Matches
Ghislain Konan,ci CIV,DF,Reims,25-048,1995,17.2,2,0,0,16,17,1,21,18,27,0,1,0,159,18,14,56.3,Matches
Moussa Konaté,sn SEN,FW,Dijon,27-316,1993,8.6,3,0,0,18,17,8,2,4,0,0,0,0,35,18,33,35.3,Matches
Lamine Koné,ci CIV,DF,Strasbourg,32-012,1989,4.8,1,0,0,5,4,0,1,1,4,0,1,0,47,12,8,60.0,Matches
Moussa Koné,sn SEN,"FW,MF",Nîmes,24-045,1996,7.6,0,0,0,7,14,6,2,0,6,0,0,0,34,6,22,21.4,Matches
Laurent Koscielny,fr FRA,DF,Bordeaux,35-156,1985,16.4,2,0,0,11,16,1,0,24,14,0,0,0,153,40,23,63.5,Matches
Boubakar Kouyaté,ml MLI,DF,Metz,23-304,1997,11.4,3,0,0,15,20,1,0,24,23,0,1,0,91,54,14,79.4,Matches
Jean-Philippe Krasso,fr FRA,FW,Saint-Étienne,23-211,1997,2.5,0,0,0,3,4,5,3,3,3,0,0,0,11,2,5,28.6,Matches
Layvin Kurzawa,fr FRA,DF,Paris S-G,28-162,1992,10.1,2,1,0,25,6,1,18,16,11,0,0,0,103,24,11,68.6,Matches
Dereck Kutesa,ch SUI,"MF,FW",Reims,23-069,1997,5.5,2,0,0,11,12,4,12,2,7,0,0,0,17,3,7,30.0,Matches
Enock Kwateng,fr FRA,DF,Bordeaux,23-310,1997,5.7,3,0,0,10,8,0,5,10,6,0,0,0,59,14,5,73.7,Matches
Gaëtan Laborde,fr FRA,"FW,MF",Montpellier,26-286,1994,23.0,3,0,0,40,22,4,39,12,16,0,0,0,137,81,77,51.3,Matches
Tom Lacoux,fr FRA,"MF,DF",Bordeaux,19-019,2002,0.7,0,0,0,0,0,0,1,2,4,0,0,0,6,1,1,50.0,Matches
Alban Lafont,fr FRA,GK,Nantes,22-021,1999,24.0,1,0,0,0,5,0,0,0,0,0,0,0,125,0,0,,Matches
Kenny Lala,fr FRA,DF,Strasbourg,29-133,1991,20.4,1,0,0,20,16,1,62,13,15,0,0,0,160,18,22,45.0,Matches
Loïck Landre,fr FRA,DF,Nîmes,28-284,1992,11.2,2,1,0,17,6,0,0,14,12,0,2,0,78,23,17,57.5,Matches
Julien Laporte,fr FRA,DF,Lorient,27-101,1993,16.0,4,0,0,13,9,0,0,20,21,0,2,0,168,45,18,71.4,Matches
Gautier Larsonneur,fr FRA,GK,Brest,23-356,1997,23.0,1,0,0,0,5,0,0,1,0,0,0,0,112,0,0,,Matches
Paul Lasne,fr FRA,MF,Brest,32-028,1989,13.5,3,1,0,18,17,1,4,18,29,0,1,0,142,17,15,53.1,Matches
Armand Lauriente,fr FRA,"FW,MF",Lorient,22-071,1998,10.5,3,0,0,18,15,7,27,7,12,1,0,0,62,4,13,23.5,Matches
Wesley Lautoa,nc NCL,"MF,DF",Dijon,33-172,1987,10.5,1,0,0,23,9,0,1,11,19,0,0,1,85,14,9,60.9,Matches
Jérémy Le Douaron,fr FRA,"FW,MF",Brest,22-298,1998,6.3,0,0,0,15,14,1,10,1,5,1,0,0,52,21,13,61.8,Matches
Enzo Le Fée,fr FRA,"MF,FW",Lorient,21-010,2000,10.2,5,0,0,17,18,1,11,15,17,0,0,0,80,2,6,25.0,Matches
Vincent Le Goff,fr FRA,DF,Lorient,31-121,1989,14.0,0,0,0,11,4,0,26,19,13,0,0,0,110,18,21,46.2,Matches
Damien Le Tallec,fr FRA,"MF,DF",Montpellier,30-300,1990,9.1,2,1,0,13,8,0,0,9,4,0,0,1,87,23,10,69.7,Matches
James Lea Siliki,fr FRA,MF,Rennes,24-246,1996,2.7,0,0,0,2,0,0,4,0,4,0,0,0,23,1,2,33.3,Matches
Jean-Louis Leca,fr FRA,GK,Lens,35-145,1985,23.9,1,0,0,1,4,0,0,0,0,0,1,0,102,0,0,,Matches
Benjamin Lecomte,fr FRA,GK,Monaco,29-293,1991,14.0,0,0,0,0,2,0,0,0,0,0,0,0,92,0,0,,Matches
Pierre Lees-Melou,fr FRA,MF,Nice,27-264,1993,14.7,2,0,0,21,18,0,11,16,31,0,0,0,122,8,13,38.1,Matches
Fabien Lemoine,fr FRA,MF,Lorient,33-334,1987,11.3,4,0,0,40,10,0,7,15,22,0,0,0,132,11,11,50.0,Matches
Aaron Leya Iseka,be BEL,FW,Metz,23-090,1997,6.0,4,0,0,16,4,1,2,1,3,0,0,0,13,11,30,26.8,Matches
Dimitri Liénard,fr FRA,MF,Strasbourg,33-000,1988,9.3,1,0,0,8,9,0,24,11,14,0,0,0,85,10,15,40.0,Matches
Isaac Lihadji,fr FRA,MF,Lille,18-309,2002,2.1,0,0,0,3,1,1,4,0,7,0,0,0,23,4,5,44.4,Matches
Pol Lirola,es ESP,DF,Marseille,23-184,1997,3.3,1,0,0,4,3,0,6,8,5,0,0,0,32,5,2,71.4,Matches
Anthony Lopes,pt POR,GK,Lyon,30-135,1990,24.0,1,0,0,1,7,0,0,0,0,0,1,2,115,0,0,,Matches
Rony Lopes,pt POR,"FW,MF",Nice,25-047,1995,12.2,1,0,0,12,18,1,18,7,10,0,0,0,77,7,13,35.0,Matches
Maxime Lopez,fr FRA,"FW,MF",Marseille,23-071,1997,1.5,1,0,0,4,1,0,1,1,0,0,0,0,6,1,3,25.0,Matches
Jordan Lotomba,ch SUI,DF,Nice,22-137,1998,17.4,4,0,0,19,30,2,41,13,16,1,0,0,141,16,15,51.6,Matches
Imran Louza,fr FRA,MF,Nantes,21-288,1999,15.3,3,1,0,22,26,2,15,12,16,0,0,0,135,13,21,38.2,Matches
Jean Lucas,br BRA,MF,Brest,22-236,1998,2.5,0,0,0,2,2,0,6,0,3,0,0,0,24,1,3,25.0,Matches
Jean Lucas,br BRA,MF,Lyon,22-236,1998,1.9,1,0,0,3,2,0,7,3,4,0,1,0,18,1,2,33.3,Matches
Florentino Luís,pt POR,MF,Monaco,21-178,1999,2.4,1,0,0,3,3,0,1,2,7,0,0,0,20,2,1,66.7,Matches
Yann M'Vila,fr FRA,"MF,FW",Saint-Étienne,30-229,1990,0.2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,Matches
Yvann Macon,fr FRA,DF,Saint-Étienne,22-135,1998,6.0,2,0,0,11,7,0,13,2,19,0,0,0,65,10,9,52.6,Matches
Hugo Magnetti,fr FRA,MF,Brest,22-259,1998,1.0,2,0,0,3,1,0,2,1,1,0,0,0,12,0,1,0.0,Matches
Hicham Mahou,fr FRA,DF,Nice,21-226,1999,0.4,1,0,0,3,0,0,3,1,1,0,0,0,1,0,0,,Matches
Habib Maïga,ci CIV,MF,Metz,25-043,1996,18.3,8,0,0,41,22,2,11,16,33,0,0,0,198,25,22,53.2,Matches
Mike Maignan,fr FRA,GK,Lille,25-077,1995,24.0,1,0,0,2,7,0,0,0,0,0,0,0,129,0,0,,Matches
Josh Maja,ng NGA,FW,Bordeaux,22-048,1998,8.9,2,0,0,8,12,2,0,5,2,0,0,0,33,12,20,37.5,Matches
Radosław Majecki,pl POL,GK,Monaco,21-089,1999,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Matches
Abdul Majeed Waris,gh GHA,"FW,MF",Strasbourg,29-147,1991,5.3,0,0,0,8,15,2,8,2,1,0,0,0,25,2,9,18.2,Matches
Marco Majouga,fr FRA,"FW,MF",Nîmes,19-280,2001,1.2,0,0,0,3,1,1,1,1,0,0,0,0,8,3,2,60.0,Matches
Adilson Malanda,fr FRA,MF,Nîmes,19-107,2001,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
Hianga Mananga Mbock,fr FRA,MF,Brest,21-047,1999,5.0,1,0,0,8,3,0,1,1,4,0,0,0,36,7,5,58.3,Matches
Vincent Manceau,fr FRA,DF,Angers,31-218,1989,15.7,2,0,0,9,7,0,30,15,15,0,0,0,127,9,11,45.0,Matches
Steve Mandanda,fr FRA,GK,Marseille,35-322,1985,21.0,1,0,0,0,2,0,0,0,0,0,0,0,109,0,0,,Matches
Reinildo Mandava,mz MOZ,DF,Lille,27-023,1994,10.8,1,1,0,18,20,1,18,20,23,0,0,0,102,23,7,76.7,Matches
Thomas Mangani,fr FRA,MF,Angers,33-290,1987,18.6,3,0,0,15,8,1,24,18,31,0,0,0,209,16,13,55.2,Matches
Vito Mannone,it ITA,GK,Monaco,32-348,1988,9.0,0,0,0,0,1,0,0,0,0,0,0,0,35,0,0,,Matches
Myziane Maolida,fr FRA,"FW,MF",Nice,21-365,1999,4.3,1,0,0,5,2,1,8,1,5,0,0,0,20,2,12,14.3,Matches
Faitout Maouassa,fr FRA,DF,Rennes,22-222,1998,8.9,3,0,0,10,15,0,32,6,13,0,0,0,65,10,10,50.0,Matches
Fernando Marçal,br BRA,DF,Lyon,31-360,1989,0.9,0,0,0,1,1,0,3,0,0,0,0,0,13,8,1,88.9,Matches
Marcelo,br BRA,DF,Lyon,33-269,1987,21.0,6,1,1,24,9,1,2,13,15,0,1,0,220,68,33,67.3,Matches
Dario Maresic,at AUT,DF,Reims,21-137,1999,4.5,0,0,0,7,1,0,3,5,6,0,0,0,35,8,5,61.5,Matches
Jordan Marié,fr FRA,MF,Dijon,29-137,1991,7.4,1,0,0,6,2,0,3,7,17,0,0,0,76,8,10,44.4,Matches
Guillermo Maripán,cl CHI,DF,Monaco,26-283,1994,10.5,2,0,0,5,5,0,1,9,8,0,1,0,92,24,13,64.9,Matches
Marquinhos,br BRA,DF,Paris S-G,26-275,1994,12.6,1,0,0,7,4,0,1,8,12,0,0,0,137,27,20,57.4,Matches
Jonas Martin,fr FRA,MF,Rennes,30-310,1990,3.4,2,0,0,5,4,0,2,6,9,0,0,0,43,6,3,66.7,Matches
Pablo Martinez,fr FRA,DF,Nîmes,31-358,1989,6.0,1,0,0,5,10,0,0,7,8,0,0,0,50,8,7,53.3,Matches
Gelson Martins,pt POR,"MF,FW",Monaco,25-278,1995,14.4,3,0,0,20,33,4,25,9,21,1,0,0,108,9,18,33.3,Matches
Sylvain Marveaux,fr FRA,"MF,FW",Lorient,34-304,1986,2.2,0,0,0,2,7,0,1,1,4,0,0,0,21,2,1,66.7,Matches
Pape Matar Sarr,sn SEN,MF,Metz,18-152,2002,5.2,2,0,0,8,7,1,0,12,6,0,0,0,54,3,5,37.5,Matches
Eliot Matazo,be BEL,MF,Monaco,18-364,2002,1.3,0,1,0,3,0,0,0,2,5,0,0,0,8,0,4,0.0,Matches
Chrislain Matsima,fr FRA,DF,Monaco,18-274,2002,3.7,2,0,0,2,1,0,2,1,4,0,0,0,41,8,9,47.1,Matches
Tony Mauricio,fr FRA,MF,Lens,26-328,1994,3.8,3,0,0,17,5,0,4,1,9,0,0,0,33,2,4,33.3,Matches
Stephy Mavididi,eng ENG,"FW,MF",Montpellier,22-258,1998,10.6,3,0,0,17,14,2,8,6,6,0,0,0,51,8,35,18.6,Matches
Youssef Maziz,fr FRA,"MF,FW",Metz,22-234,1998,2.0,1,0,0,2,5,0,3,1,1,0,0,0,11,0,2,0.0,Matches
Kylian Mbappé,fr FRA,"FW,MF",Paris S-G,22-055,1998,15.9,1,0,0,14,22,14,37,2,1,3,0,0,63,5,6,45.5,Matches
Nathanael Mbuku,fr FRA,MF,Reims,18-334,2002,13.4,2,0,0,17,38,2,12,8,12,1,1,0,62,18,31,36.7,Matches
Facundo Medina,ar ARG,DF,Lens,21-261,1999,14.7,7,0,0,22,5,1,1,19,20,0,0,1,166,22,18,55.0,Matches
Farid El Melali,dz ALG,"FW,MF",Angers,23-215,1997,2.8,1,0,0,6,10,0,6,2,4,1,0,0,27,1,4,20.0,Matches
Birger Meling,no NOR,DF,Nîmes,26-058,1994,11.9,2,0,0,9,18,0,18,10,17,0,0,0,89,12,14,46.2,Matches
Houboulang Mendes,fr FRA,DF,Lorient,22-285,1998,10.3,2,0,0,17,5,0,16,5,12,0,2,0,64,9,14,39.1,Matches
Pedro Mendes,pt POR,DF,Montpellier,30-135,1990,16.9,4,0,0,22,26,1,2,23,20,0,2,0,139,26,35,42.6,Matches
Thiago Mendes,br BRA,MF,Lyon,28-335,1992,15.2,4,1,0,23,11,0,5,22,23,0,0,0,165,17,16,51.5,Matches
Batista Mendy,fr FRA,MF,Nantes,21-032,2000,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
Edouard Mendy,sn SEN,GK,Rennes,28-349,1992,1.0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,,Matches
Clément Michelin,fr FRA,DF,Lens,23-278,1997,9.8,0,1,0,16,12,4,44,10,10,0,1,0,77,19,15,55.9,Matches
Florian Miguel,fr FRA,DF,Nîmes,24-165,1996,11.1,1,1,0,9,20,0,4,21,11,0,1,0,90,24,15,61.5,Matches
Arkadiusz Milik,pl POL,FW,Marseille,26-351,1994,1.0,0,0,0,5,3,0,0,1,1,0,0,0,2,1,2,33.3,Matches
Enzo Millot,fr FRA,MF,Monaco,18-211,2002,0.5,0,0,0,1,1,0,1,1,0,0,0,0,3,1,1,50.0,Matches
Stefan Mitrović,rs SRB,DF,Strasbourg,30-267,1990,16.9,2,1,0,14,10,0,1,19,16,0,1,0,145,26,17,60.5,Matches
Anthony Modeste,fr FRA,FW,Saint-Étienne,32-305,1988,1.3,0,0,0,2,2,0,2,0,0,0,0,0,4,8,4,66.7,Matches
Terem Moffi,ng NGA,FW,Lorient,21-264,1999,10.2,0,0,0,15,7,6,6,5,1,1,0,0,48,19,35,35.2,Matches
Florent Mollet,fr FRA,MF,Montpellier,29-086,1991,15.5,2,1,0,23,13,3,27,14,6,0,0,0,104,6,23,20.7,Matches
Thomas Monconduit,fr FRA,MF,Lorient,30-003,1991,8.9,2,0,0,16,11,0,6,5,18,0,0,0,89,12,15,44.4,Matches
Kévin Monnet-Paquet,fr FRA,"FW,MF",Saint-Étienne,32-178,1988,4.0,0,0,0,2,3,0,9,4,3,0,0,0,31,3,9,25.0,Matches
