player,nationality,position,squad,age,birth_year,minutes_90s,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_completed,passes_offsides,passes_oob,passes_intercepted,passes_blocked,matches
Andy Delort,dz ALG,FW,Montpellier,29-127,1991,17.3,557,513,44,4,2,135,19,55,2,0,0,0,228,157,172,16,376,53,5,52,366,1,14,12,35,Matches
Moussa Dembélé,fr FRA,FW,Lyon,24-216,1996,7.5,146,137,9,1,2,38,1,2,1,0,0,1,101,28,17,24,100,7,0,7,104,0,1,5,5,Matches
Jason Denayer,be BEL,DF,Lyon,25-230,1995,18.9,1146,1122,24,21,0,48,22,1,0,0,0,0,1024,53,69,80,1020,24,3,5,1105,0,2,7,3,Matches
Kevin Denkey,tg TOG,FW,Nîmes,20-075,2000,5.8,113,101,12,0,0,32,4,5,0,0,0,0,71,25,17,23,81,2,0,2,81,1,3,4,2,Matches
Memphis Depay,nl NED,FW,Lyon,27-000,1994,20.1,751,635,116,32,7,139,43,64,62,24,17,6,520,79,152,96,625,9,4,12,523,4,18,27,30,Matches
Ángel Di María,ar ARG,"FW,MF",Paris S-G,32-365,1988,15.0,871,766,105,27,13,94,43,72,53,25,16,0,579,102,190,777,59,8,23,4,647,7,20,20,39,Matches
Boulaye Dia,sn SEN,"FW,MF",Reims,24-089,1996,19.7,354,328,26,0,0,74,3,9,0,0,0,0,275,59,20,43,286,11,0,5,283,0,1,6,14,Matches
Abdou Diallo,fr FRA,DF,Paris S-G,24-285,1996,10.4,752,737,15,14,0,46,12,0,0,0,0,0,666,37,49,619,108,11,1,3,707,2,6,5,5,Matches
Habib Diallo,sn SEN,FW,Metz,25-240,1995,1.6,36,33,3,0,0,19,0,1,0,0,0,0,19,10,7,5,18,4,0,1,21,0,0,1,3,Matches
Habib Diallo,sn SEN,FW,Strasbourg,25-240,1995,15.5,331,319,12,0,2,95,10,10,0,0,0,0,175,90,66,53,207,19,2,16,223,0,8,15,20,Matches
Ibrahima Diallo,fr FRA,MF,Brest,21-342,1999,4.9,282,274,8,8,0,27,10,3,0,0,0,0,208,45,29,36,239,5,0,0,245,1,4,4,3,Matches
Stéphane Diarra,fr FRA,"FW,MF",Lorient,22-066,1998,1.9,68,64,4,0,0,15,1,7,2,0,0,0,45,16,7,54,9,2,2,0,50,0,0,3,5,Matches
Raphael Dias Belloli,br BRA,"FW,MF",Rennes,24-061,1996,4.5,139,121,18,5,4,19,10,7,10,8,1,1,82,25,32,110,16,7,3,0,90,1,4,1,9,Matches
Krepin Diatta,sn SEN,"MF,DF",Monaco,21-354,1999,2.3,90,83,7,0,0,16,2,3,0,0,0,0,62,11,17,9,65,6,7,1,61,2,3,5,5,Matches
Tristan Dingomé,cm CMR,MF,Reims,29-362,1991,0.2,15,15,0,0,0,2,0,0,0,0,0,0,10,3,2,13,1,1,0,0,11,0,2,0,1,Matches
Sinaly Diomande,ci CIV,DF,Lyon,19-310,2001,8.5,515,503,12,8,0,38,12,3,0,0,0,0,416,48,51,55,407,24,4,8,460,0,6,5,5,Matches
Lois Diony,fr FRA,FW,Angers,28-055,1992,10.2,205,184,21,0,1,56,7,15,0,0,0,0,121,41,43,34,133,9,0,9,123,0,5,12,18,Matches
Sofiane Diop,fr FRA,"MF,FW",Monaco,20-249,2000,18.1,810,779,31,14,0,138,20,22,10,3,3,1,597,94,119,60,697,29,7,5,633,2,17,25,22,Matches
Yehvann Diouf,fr FRA,GK,Reims,21-089,1999,1.5,52,39,13,1,0,2,2,0,0,0,0,0,33,1,18,4,34,0,0,13,40,0,4,0,0,Matches
Assane Dioussé,sn SEN,DF,Saint-Étienne,23-146,1997,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,Matches
Axel Disasi,fr FRA,DF,Monaco,22-339,1998,14.1,930,906,24,18,0,47,26,1,0,0,0,0,732,66,132,79,794,31,6,3,805,4,14,10,3,Matches
Tiago Djaló,pt POR,DF,Lille,20-310,2000,6.3,448,383,65,4,1,31,12,6,0,0,0,0,306,81,61,34,334,14,61,0,386,1,5,11,7,Matches
Alexander Djiku,gh GHA,"DF,MF",Strasbourg,26-188,1994,18.5,867,837,30,28,1,72,37,3,0,0,0,0,608,75,184,141,657,42,2,1,738,2,13,6,13,Matches
Mihai Dobre,ro ROU,"FW,MF",Dijon,22-167,1998,3.8,120,117,3,0,0,32,1,5,0,0,0,0,89,17,14,29,76,6,2,3,89,0,5,4,7,Matches
Jeremy Doku,be BEL,MF,Rennes,18-262,2002,13.7,542,536,6,2,2,92,12,38,0,0,0,0,491,29,22,83,449,2,4,2,447,0,9,13,29,Matches
Kasper Dolberg,dk DEN,FW,Nice,23-130,1997,11.1,169,149,20,0,0,44,2,2,0,0,0,0,125,31,13,14,139,5,0,7,135,1,2,0,4,Matches
Keagan Dolly,za RSA,MF,Montpellier,28-022,1993,4.5,154,141,13,3,0,27,6,4,8,3,3,1,112,29,13,123,23,5,1,1,129,0,5,1,5,Matches
Anastasios Donis,gr GRE,MF,Reims,24-168,1996,1.1,20,20,0,0,0,4,0,3,0,0,0,0,11,6,3,3,14,1,0,1,13,0,0,0,1,Matches
Lucas Douath,fr FRA,MF,Saint-Étienne,17-192,2003,9.1,378,369,9,9,0,68,8,0,0,0,0,0,311,24,43,50,301,16,0,2,317,0,16,9,8,Matches
Cheick Doucouré,ml MLI,MF,Lens,21-036,2000,17.5,910,899,11,11,2,145,41,1,0,0,0,0,718,107,85,41,817,37,0,3,800,2,10,11,20,Matches
Fodé Doucouré,ml MLI,DF,Reims,20-010,2001,2.5,135,106,29,2,0,11,2,2,0,0,0,0,88,34,13,10,95,2,27,0,104,0,3,7,3,Matches
Moussa Doumbia,ml MLI,"MF,FW",Reims,26-182,1994,5.6,230,223,7,4,0,33,7,10,2,0,1,0,183,26,21,32,190,5,1,1,192,1,1,8,5,Matches
Souleyman Doumbia,ci CIV,DF,Angers,24-142,1996,17.9,903,734,169,7,0,71,14,29,0,0,0,0,570,198,135,630,76,21,162,3,733,1,25,14,27,Matches
Mouhamadou Drammeh,fr FRA,MF,Reims,21-274,1999,1.8,46,44,2,2,0,7,0,0,0,0,0,0,28,13,5,32,7,5,0,0,37,0,1,1,0,Matches
Julian Draxler,de GER,MF,Paris S-G,27-146,1993,5.3,300,283,17,2,3,48,8,13,11,8,0,0,253,21,26,40,253,1,4,1,260,1,2,7,4,Matches
Matthieu Dreyer,fr FRA,GK,Lorient,31-330,1989,5.0,114,62,52,11,0,4,3,0,0,0,0,0,41,6,67,5,86,0,0,16,62,0,4,1,1,Matches
Leo Dubois,fr FRA,DF,Lyon,26-152,1994,20.6,1440,1142,298,43,1,105,36,84,65,2,41,2,858,285,297,118,1065,52,190,1,1147,4,20,28,39,Matches
Haris Duljević,ba BIH,"FW,MF",Nîmes,27-089,1993,6.6,219,206,13,1,0,38,9,7,2,1,0,1,165,19,35,35,179,2,1,0,174,1,5,9,5,Matches
Jean-Kevin Duverne,fr FRA,DF,Brest,23-216,1997,18.4,1124,1067,57,37,1,94,35,6,0,0,0,0,794,115,215,177,843,55,19,1,944,3,21,18,9,Matches
Eric Junior Dina Ebimbe,fr FRA,"FW,MF",Dijon,20-084,2000,18.5,520,509,11,4,2,101,14,19,1,0,0,1,400,71,49,72,407,23,6,5,394,3,14,20,24,Matches
Enzo Ebosse,fr FRA,DF,Angers,21-339,1999,2.9,153,140,13,2,0,12,3,3,0,0,0,0,120,11,22,133,7,1,11,0,127,1,2,2,3,Matches
Bruno Ecuele Manga,ga GAB,DF,Dijon,32-212,1988,24.0,1244,1198,46,43,0,105,30,0,0,0,0,0,935,91,218,155,983,62,3,4,1072,3,11,11,11,Matches
Hugo Ekitike,fr FRA,"MF,FW",Reims,18-238,2002,1.0,26,23,3,0,0,8,0,0,0,0,0,0,20,2,4,1,22,1,0,0,21,0,0,1,0,Matches
Niclas Eliasson,se SWE,"MF,FW",Nîmes,25-068,1995,10.9,308,247,61,24,0,36,21,37,31,12,16,1,135,50,123,225,49,13,6,2,182,2,8,10,19,Matches
Sepe Elye Wahi,fr FRA,"FW,DF",Montpellier,18-042,2003,1.6,30,28,2,0,0,4,1,2,0,0,0,0,21,6,3,2,25,1,1,0,20,0,2,2,1,Matches
Renaud Emond,be BEL,FW,Nantes,29-070,1991,3.1,70,64,6,0,0,24,0,3,0,0,0,0,35,20,15,4,45,11,1,0,48,0,1,3,1,Matches
Yoann Etienne,fr FRA,DF,Lorient,23-270,1997,1.0,38,29,9,0,0,12,0,2,0,0,0,0,14,9,15,20,3,3,9,1,24,0,4,2,2,Matches
Fábio,br BRA,DF,Nantes,30-219,1990,14.8,774,604,170,12,1,69,12,19,0,0,0,0,415,157,202,199,354,38,158,3,597,2,18,17,29,Matches
Cesc Fàbregas,es ESP,MF,Monaco,33-285,1987,6.1,540,466,74,26,3,58,32,10,44,19,16,5,332,63,145,79,435,16,3,3,430,0,7,4,10,Matches
Bandiougou Fadiga,fr FRA,"FW,MF",Paris S-G,20-029,2001,0.7,34,33,1,1,1,6,0,1,0,0,0,0,33,0,1,9,24,1,0,0,33,1,0,0,0,Matches
Wout Faes,be BEL,DF,Reims,22-316,1998,20.5,1011,987,24,20,1,76,42,0,0,0,0,0,767,90,154,106,821,55,4,3,883,2,16,16,2,Matches
Romain Faivre,fr FRA,"MF,FW",Brest,22-214,1998,21.4,1001,883,118,41,3,129,35,31,63,32,15,7,711,128,162,839,123,17,7,2,789,5,15,26,30,Matches
Wuilker Faríñez,ve VEN,GK,Lens,22-364,1998,0.1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,Matches
Julien Faussurier,fr FRA,DF,Brest,34-030,1987,6.2,366,289,77,6,1,29,23,23,4,0,2,0,176,77,113,26,249,18,67,1,278,0,13,6,18,Matches
Zinedine Ferhat,dz ALG,"FW,MF",Nîmes,27-349,1993,19.9,770,713,57,11,4,139,36,66,30,10,10,7,417,158,195,31,643,38,13,2,489,1,27,21,43,Matches
Jordan Ferri,fr FRA,MF,Montpellier,28-338,1992,18.7,1135,1102,33,30,0,134,65,9,1,0,0,1,837,115,183,70,1012,32,2,5,969,3,7,21,25,Matches
Alessandro Florenzi,it ITA,DF,Paris S-G,29-339,1991,13.2,743,661,82,6,0,43,21,57,3,1,2,0,462,135,146,41,594,27,73,3,610,2,16,12,14,Matches
Mamadou Fofana,ml MLI,"MF,DF",Metz,23-023,1998,10.4,370,359,11,11,0,48,6,0,0,0,0,0,267,36,67,64,278,25,0,1,307,0,5,7,6,Matches
Seko Fofana,ci CIV,MF,Lens,25-282,1995,13.7,803,788,15,5,2,106,13,10,0,0,0,0,686,51,66,138,614,25,3,6,702,0,7,13,18,Matches
Wesley Fofana,fr FRA,DF,Saint-Étienne,20-058,2000,3.5,184,175,9,4,0,16,2,1,0,0,0,0,134,21,29,5,162,9,5,0,148,3,4,1,3,Matches
Youssouf Fofana,fr FRA,MF,Monaco,22-034,1999,19.0,1014,971,43,26,0,120,40,6,17,5,11,0,767,99,148,177,807,22,0,2,851,3,21,19,12,Matches
Thomas Foket,be BEL,DF,Reims,26-141,1994,23.0,1148,918,230,15,0,113,25,30,0,0,0,0,691,261,196,80,811,32,215,2,921,3,23,38,36,Matches
Lamine Fomba,fr FRA,MF,Nîmes,23-018,1998,12.9,369,364,5,3,0,51,4,1,0,0,0,0,291,50,28,54,291,14,1,2,299,0,7,10,8,Matches
Thomas Fontaine,mg MAD,DF,Lorient,29-281,1991,3.6,100,90,10,10,0,7,5,0,0,0,0,0,74,8,18,59,36,2,0,1,89,0,3,0,2,Matches
José Fonte,pt POR,DF,Lille,37-053,1983,22.4,1387,1347,40,40,0,96,52,7,0,0,0,0,1099,86,202,119,1168,63,0,4,1242,3,16,7,9,Matches
Steven Fortes,cv CPV,DF,Lens,28-302,1992,10.3,633,614,19,18,0,59,18,0,0,0,0,0,513,39,81,99,482,36,1,1,559,0,10,9,5,Matches
Angelo Fulgini,fr FRA,"MF,FW",Angers,24-177,1996,19.6,1014,934,80,29,6,164,38,30,42,11,15,7,769,110,135,105,870,16,2,11,818,2,13,29,19,Matches
Baptiste Gabard,fr FRA,MF,Saint-Étienne,21-016,2000,1.5,55,54,1,1,0,6,0,0,0,0,0,0,49,1,5,42,11,1,0,0,43,0,0,6,2,Matches
Idrissa Gana Gueye,sn SEN,MF,Paris S-G,31-140,1989,11.9,1206,1180,26,22,1,134,17,2,0,0,0,0,1083,61,62,90,1071,20,4,6,1115,1,8,18,8,Matches
Ignatius Ganago,cm CMR,FW,Lens,21-363,1999,10.1,199,185,14,0,0,51,5,12,1,0,0,0,129,46,24,23,143,18,2,2,145,0,5,6,9,Matches
Yann Gboho,fr FRA,"MF,FW",Rennes,20-030,2001,3.0,105,104,1,0,0,27,1,5,0,0,0,0,90,9,6,6,95,1,1,0,79,1,2,2,4,Matches
Valère Germain,fr FRA,"FW,MF",Marseille,30-302,1990,7.5,216,202,14,1,0,57,3,7,0,0,0,0,121,57,38,12,154,19,2,1,157,1,1,8,11,Matches
Willem Geubbels,fr FRA,"FW,MF",Monaco,19-181,2001,3.2,101,96,5,1,0,16,2,4,0,0,0,0,68,16,17,11,74,8,1,0,72,0,4,1,7,Matches
Andrei Girotto,br BRA,"DF,MF",Nantes,28-362,1992,20.4,1108,1060,48,43,1,92,34,3,2,1,1,0,817,100,191,94,891,77,3,7,930,1,20,19,14,Matches
Aleksandr Golovin,ru RUS,"MF,FW",Monaco,24-259,1996,3.9,199,157,42,17,1,31,8,12,22,9,11,0,110,28,61,32,155,6,2,1,132,2,7,4,9,Matches
Alfred Gomis,sn SEN,GK,Rennes,27-161,1993,7.0,190,140,50,16,0,4,10,0,0,0,0,0,123,8,59,15,133,1,1,36,154,0,4,0,1,Matches
Alfred Gomis,sn SEN,GK,Dijon,27-161,1993,5.0,188,101,87,20,0,7,6,0,0,0,0,0,77,4,107,8,144,0,0,28,120,0,6,1,1,Matches
Vagner Gonçalves,cv CPV,"FW,MF",Metz,25-034,1996,4.8,89,86,3,1,2,18,3,2,1,0,0,1,62,15,12,7,73,3,1,1,67,1,3,1,4,Matches
Álvaro González,es ESP,DF,Marseille,31-036,1990,18.9,1008,967,41,35,1,81,24,0,0,0,0,0,733,78,197,119,803,62,6,2,872,2,14,11,7,Matches
Amine Gouiri,fr FRA,"FW,MF",Nice,20-363,2000,20.1,756,669,87,17,4,132,30,32,40,20,6,3,559,88,109,33,683,19,10,1,581,3,12,25,33,Matches
Jonathan Gradit,fr FRA,DF,Lens,28-081,1992,18.4,1014,983,31,27,2,80,46,0,0,0,0,0,808,68,138,28,922,35,4,2,899,0,21,14,12,Matches
Andrew Gravillon,fr FRA,DF,Lorient,23-005,1998,14.5,648,627,21,19,0,78,25,1,0,0,0,0,408,62,178,106,487,30,2,0,480,3,23,9,15,Matches
Adrian Grbić,at AUT,FW,Lorient,24-193,1996,8.4,159,142,17,0,0,56,1,1,0,0,0,0,101,27,31,13,113,10,0,2,88,1,6,7,17,Matches
Clément Grenier,fr FRA,MF,Rennes,30-037,1991,8.1,630,583,47,21,0,85,27,11,22,11,9,1,470,62,98,102,499,15,1,6,505,0,10,18,12,Matches
Evann Guessand,fr FRA,FW,Nice,19-227,2001,0.3,4,4,0,0,0,2,0,1,0,0,0,0,2,0,2,0,3,0,0,0,2,0,0,0,0,Matches
Kelyan Guessoum,fr FRA,DF,Nîmes,22-008,1999,4.0,157,149,8,7,0,7,5,0,0,0,0,0,127,5,25,14,132,8,1,0,140,1,1,1,2,Matches
Lamine Gueye,sn SEN,"FW,MF",Metz,22-337,1998,10.0,292,282,10,2,0,57,5,16,4,2,2,0,197,38,57,28,230,11,4,2,211,1,8,7,15,Matches
Pape Gueye,fr FRA,MF,Marseille,22-020,1999,10.0,585,573,12,10,2,82,20,2,0,0,0,0,411,54,120,458,67,38,2,1,476,1,14,10,12,Matches
Bruno Guimarães,br BRA,MF,Lyon,23-089,1997,12.3,896,864,32,22,2,119,25,5,4,1,0,0,755,64,77,46,826,15,6,0,807,4,12,14,8,Matches
Sehrou Guirassy,fr FRA,FW,Rennes,24-338,1996,9.7,238,224,14,0,2,81,13,2,0,0,0,0,156,52,30,26,176,10,1,4,184,0,2,7,13,Matches
Malo Gusto,fr FRA,MF,Lyon,17-270,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Massadio Haïdara,ml MLI,DF,Lens,28-073,1992,12.9,756,664,92,25,0,81,17,18,0,0,0,0,538,93,125,580,67,30,67,1,634,2,14,19,15,Matches
Pierre-Yves Hamel,fr FRA,FW,Lorient,27-010,1994,8.7,171,154,17,0,0,55,1,1,0,0,0,0,96,37,38,18,99,21,0,7,112,0,10,4,9,Matches
Romain Hamouma,fr FRA,FW,Saint-Étienne,33-321,1987,15.4,509,432,77,16,1,100,29,36,28,5,16,5,311,95,103,50,415,12,7,7,333,3,22,12,34,Matches
Dalbert Henrique,br BRA,DF,Rennes,27-158,1993,2.5,175,152,23,5,1,25,4,11,0,0,0,0,124,22,29,132,16,4,18,1,152,0,1,0,4,Matches
Luis Henrique,br BRA,"FW,MF",Marseille,19-061,2001,0.6,49,48,1,0,0,4,1,7,0,0,0,0,41,3,5,5,43,1,0,0,39,0,0,3,2,Matches
Christophe Hérelle,mq MTQ,DF,Brest,28-175,1992,13.3,784,759,25,16,0,72,21,2,0,0,0,0,606,56,122,87,635,29,9,0,703,0,18,6,1,Matches
Jérôme Hergault,fr FRA,DF,Lorient,34-314,1986,6.0,280,225,55,3,0,22,4,11,0,0,0,0,163,55,62,24,186,12,52,2,206,1,8,8,10,Matches
Ander Herrera,es ESP,MF,Paris S-G,31-183,1989,12.5,1088,1066,22,13,6,108,4,9,3,0,1,1,935,79,74,113,936,21,4,11,979,5,11,19,6,Matches
Vitorino Hilton,br BRA,DF,Montpellier,43-153,1977,12.1,551,525,26,19,0,52,28,0,0,0,0,0,367,51,133,130,386,18,7,2,472,0,8,7,10,Matches
Franck Honorat,fr FRA,"MF,FW",Brest,24-186,1996,15.3,575,517,58,14,2,72,31,73,19,13,1,1,312,130,133,51,467,20,24,2,384,7,11,16,32,Matches
Fraser Hornby,sco SCO,FW,Reims,21-153,1999,0.4,9,9,0,0,0,2,0,0,0,0,0,0,3,3,3,2,3,3,0,0,4,0,0,0,0,Matches
Adrien Hunou,fr FRA,"FW,MF",Rennes,27-025,1994,5.8,162,153,9,0,0,40,3,6,0,0,0,0,109,39,14,11,138,9,1,1,127,0,2,3,6,Matches
Didier Ibrahim Ndong,ga GAB,MF,Dijon,26-241,1994,23.0,1156,1132,24,22,2,145,36,13,0,0,0,0,906,122,128,141,950,38,2,2,998,3,24,16,18,Matches
Mauro Icardi,ar ARG,FW,Paris S-G,27-360,1993,7.1,92,82,10,0,3,17,0,2,0,0,0,0,64,14,14,18,64,3,1,3,71,0,1,1,3,Matches
Jonathan Ikone,fr FRA,"MF,FW",Lille,22-287,1998,15.5,436,421,15,8,6,88,9,6,0,0,0,0,354,46,36,364,43,9,4,6,349,2,7,15,18,Matches
Yun Il-lok,kr KOR,"MF,FW",Montpellier,28-343,1992,3.5,109,102,7,1,0,28,5,2,4,1,3,0,75,16,18,22,73,5,1,0,80,1,3,2,7,Matches
Corentin Jean,fr FRA,"FW,MF",Lens,25-213,1995,3.9,116,107,9,1,1,19,4,7,5,1,3,1,78,14,24,17,82,12,1,1,83,0,2,1,5,Matches
Jesé,es ESP,FW,Paris S-G,27-353,1993,0.3,8,8,0,0,0,2,0,1,0,0,0,0,8,0,0,1,7,0,0,0,4,0,0,1,2,Matches
Stevan Jovetić,me MNE,"FW,MF",Monaco,31-103,1989,4.3,205,188,17,0,2,36,8,5,14,4,6,0,129,32,44,20,167,11,1,2,153,1,3,3,7,Matches
Abdoul Kader Bamba,fr FRA,"FW,MF",Nantes,26-294,1994,8.4,392,358,34,14,1,64,11,12,13,3,7,3,289,51,52,37,336,8,6,1,291,1,9,8,24,Matches
Tino Kadewere,zw ZIM,FW,Lyon,25-039,1996,17.0,472,466,6,0,1,100,6,30,0,0,0,0,354,66,52,67,370,13,2,5,346,0,5,16,23,Matches
Gaël Kakuta,cd COD,"MF,FW",Lens,29-237,1991,18.0,845,759,86,36,5,163,26,39,46,26,15,1,580,108,157,676,132,20,2,5,621,6,15,15,36,Matches
Arnaud Kalimuendo,fr FRA,"FW,MF",Lens,19-023,2002,7.8,188,179,9,1,0,26,3,9,0,0,0,0,156,19,13,44,134,5,2,2,146,0,3,8,10,Matches
Arnaud Kalimuendo,fr FRA,FW,Paris S-G,19-023,2002,0.8,22,21,1,0,0,5,0,0,0,0,0,0,20,1,1,5,16,0,1,0,20,0,0,0,1,Matches
Samuel Kalu,ng NGA,FW,Bordeaux,23-171,1997,7.2,221,216,5,1,0,51,6,11,3,3,0,0,162,36,23,16,185,10,1,1,158,1,5,8,11,Matches
Bingourou Kamara,sn SEN,GK,Strasbourg,24-115,1996,8.0,247,174,73,17,0,25,2,0,0,0,0,0,98,9,140,11,183,0,0,45,166,0,5,1,0,Matches
Boubacar Kamara,fr FRA,MF,Marseille,21-082,1999,18.3,1108,1046,62,60,1,154,44,5,0,0,0,0,809,87,212,124,901,45,2,2,942,3,19,20,19,Matches
Hassane Kamara,fr FRA,DF,Nice,26-147,1994,18.7,1096,954,142,11,3,137,30,62,1,0,0,1,725,178,193,810,114,22,130,3,887,2,30,25,26,Matches
Wilfried Kanga,fr FRA,FW,Angers,22-358,1998,1.5,17,13,4,0,0,4,0,1,0,0,0,0,10,4,3,4,11,1,0,1,14,0,0,0,0,Matches
Eiji Kawashima,jp JPN,GK,Strasbourg,37-330,1983,16.0,470,305,165,42,0,19,7,0,0,0,0,0,173,22,275,45,332,1,0,58,321,0,12,0,2,Matches
Moise Kean,it ITA,FW,Paris S-G,20-351,2000,11.7,167,151,16,0,1,37,4,8,0,0,0,0,132,23,12,14,136,7,1,5,129,1,1,8,6,Matches
Thilo Kehrer,de GER,DF,Paris S-G,24-145,1996,10.1,801,779,22,14,0,43,3,0,0,0,0,0,713,52,36,264,487,31,8,2,754,0,2,9,5,Matches
Saîf-Eddine Khaoui,tn TUN,"DF,MF",Marseille,25-292,1995,2.0,122,93,29,0,0,11,1,4,2,0,0,2,54,41,27,87,3,4,27,1,91,0,2,4,6,Matches
Wahbi Khazri,tn TUN,"FW,MF",Saint-Étienne,30-005,1991,4.1,133,118,15,10,0,23,8,10,1,0,0,1,77,23,33,8,116,2,4,2,89,1,5,4,7,Matches
Presnel Kimpembe,fr FRA,DF,Paris S-G,25-184,1995,12.6,949,923,26,24,0,75,10,1,0,0,0,0,856,50,43,802,111,25,2,0,902,2,6,5,5,Matches
Randal Kolo Muani,fr FRA,FW,Nantes,22-070,1998,20.3,371,347,24,0,2,79,5,21,0,0,0,0,240,75,56,20,281,22,0,14,248,1,5,10,21,Matches
Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,29-135,1991,17.1,1027,961,66,37,0,86,16,3,0,0,0,0,747,107,173,852,50,65,29,1,874,2,18,16,16,Matches
Ghislain Konan,ci CIV,DF,Reims,25-048,1995,17.2,874,710,164,18,0,92,8,21,0,0,0,0,551,174,149,624,68,30,146,1,679,1,21,25,29,Matches
Moussa Konaté,sn SEN,FW,Dijon,27-316,1993,8.6,189,168,21,1,0,46,1,2,0,0,0,0,128,32,29,26,132,7,0,8,145,0,4,0,6,Matches
Lamine Koné,ci CIV,DF,Strasbourg,32-012,1989,4.8,228,209,19,19,0,22,15,1,0,0,0,0,144,23,61,30,173,14,0,4,188,0,1,4,4,Matches
Moussa Koné,sn SEN,"FW,MF",Nîmes,24-045,1996,7.6,135,117,18,1,1,18,7,2,0,0,0,0,104,19,12,10,116,4,1,1,111,2,2,3,5,Matches
Laurent Koscielny,fr FRA,DF,Bordeaux,35-156,1985,16.4,837,811,26,25,0,87,23,0,0,0,0,0,663,68,106,91,684,38,1,2,747,0,12,8,13,Matches
Boubakar Kouyaté,ml MLI,DF,Metz,23-304,1997,11.4,374,363,11,11,0,40,10,0,0,0,0,0,281,25,68,97,242,18,0,2,323,1,4,4,2,Matches
Jean-Philippe Krasso,fr FRA,FW,Saint-Étienne,23-211,1997,2.5,46,43,3,0,0,9,0,3,0,0,0,0,28,10,8,30,7,5,1,1,30,0,0,0,2,Matches
Layvin Kurzawa,fr FRA,DF,Paris S-G,28-162,1992,10.1,682,608,74,8,1,51,4,18,0,0,0,0,518,107,57,530,54,15,66,3,606,1,11,11,9,Matches
Dereck Kutesa,ch SUI,"MF,FW",Reims,23-069,1997,5.5,100,98,2,0,0,33,2,12,0,0,0,0,75,12,13,17,76,3,1,0,68,0,2,6,7,Matches
Enock Kwateng,fr FRA,DF,Bordeaux,23-310,1997,5.7,338,279,59,2,0,52,3,5,0,0,0,0,206,66,66,38,220,14,57,0,275,0,7,5,8,Matches
Gaëtan Laborde,fr FRA,"FW,MF",Montpellier,26-286,1994,23.0,598,583,15,1,2,178,11,39,0,0,0,0,355,114,129,298,167,48,5,20,400,3,15,17,37,Matches
Tom Lacoux,fr FRA,"MF,DF",Bordeaux,19-019,2002,0.7,34,32,2,0,0,5,2,1,0,0,0,0,28,3,3,3,27,1,2,0,29,0,0,3,0,Matches
Alban Lafont,fr FRA,GK,Nantes,22-021,1999,24.0,747,493,254,80,0,20,18,0,0,0,0,0,340,21,386,31,584,1,0,100,481,3,16,3,1,Matches
Kenny Lala,fr FRA,DF,Strasbourg,29-133,1991,20.4,1127,853,274,43,4,128,55,62,29,9,15,2,529,216,382,133,745,24,202,7,832,1,27,23,41,Matches
Loïck Landre,fr FRA,DF,Nîmes,28-284,1992,11.2,478,457,21,17,0,41,22,0,0,0,0,0,368,37,73,58,391,15,4,0,420,2,7,3,3,Matches
Julien Laporte,fr FRA,DF,Lorient,27-101,1993,16.0,742,718,24,23,1,67,26,0,0,0,0,0,508,51,183,101,558,56,1,2,609,1,20,5,5,Matches
Gautier Larsonneur,fr FRA,GK,Brest,23-356,1997,23.0,850,602,248,67,0,59,17,0,0,0,0,0,509,46,295,36,652,0,0,116,672,3,23,2,4,Matches
Paul Lasne,fr FRA,MF,Brest,32-028,1989,13.5,771,760,11,9,0,75,17,4,1,1,0,0,598,79,94,317,409,32,0,1,659,0,11,18,7,Matches
Armand Lauriente,fr FRA,"FW,MF",Lorient,22-071,1998,10.5,317,290,27,2,1,43,13,27,22,5,11,4,227,35,55,39,264,7,2,2,242,0,8,9,11,Matches
Wesley Lautoa,nc NCL,"MF,DF",Dijon,33-172,1987,10.5,483,469,14,12,2,57,19,1,0,0,0,0,354,60,69,359,91,15,2,3,413,1,9,7,8,Matches
Jérémy Le Douaron,fr FRA,"FW,MF",Brest,22-298,1998,6.3,143,140,3,1,0,41,1,10,0,0,0,0,89,28,26,88,26,10,0,3,99,1,1,1,5,Matches
Enzo Le Fée,fr FRA,"MF,FW",Lorient,21-010,2000,10.2,448,412,36,13,2,48,16,11,20,7,10,0,313,62,73,56,380,11,0,0,347,4,13,15,11,Matches
Vincent Le Goff,fr FRA,DF,Lorient,31-121,1989,14.0,736,590,146,10,1,79,14,26,1,0,1,0,417,179,140,531,37,23,135,2,579,5,10,12,22,Matches
Damien Le Tallec,fr FRA,"MF,DF",Montpellier,30-300,1990,9.1,282,270,12,12,0,42,19,0,0,0,0,0,170,31,81,24,209,30,0,1,228,0,3,2,3,Matches
