player,nationality,position,squad,age,birth_year,minutes_90s,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_completed,passes_offsides,passes_oob,passes_intercepted,passes_blocked,matches
Paul Baysse,fr FRA,DF,Bordeaux,32-271,1988,19.7,1191,1153,38,37,1,82,40,0,0,0,0,0,945,69,177,197,918,52,1,4,1069,2,8,10,8,Matches
Haris Belkebla,dz ALG,MF,Brest,27-016,1994,20.7,1011,983,28,23,2,126,19,8,1,0,0,0,818,89,104,116,845,28,4,1,885,1,12,8,21,Matches
Jean-Ricner Bellegarde,fr FRA,"MF,FW",Strasbourg,22-231,1998,15.4,532,503,29,5,1,86,22,23,21,12,5,3,349,86,97,111,378,23,3,4,406,2,13,6,26,Matches
Hatem Ben Arfa,fr FRA,"MF,FW",Bordeaux,33-343,1987,13.8,634,527,107,39,2,117,36,24,36,11,13,6,453,60,121,508,96,14,11,1,497,1,10,16,15,Matches
Salim Ben Seghir,fr FRA,DF,Nice,17-355,2003,0.1,8,8,0,0,0,1,0,0,0,0,0,0,8,0,0,1,7,0,0,0,8,0,0,0,0,Matches
Wissam Ben Yedder,fr FRA,FW,Monaco,30-185,1990,18.4,561,508,53,3,4,115,9,18,0,0,0,0,383,94,84,261,241,25,5,8,416,2,5,13,24,Matches
Samy Benchama,fr FRA,MF,Montpellier,20-233,2000,0.0,3,3,0,0,0,1,1,0,0,0,0,0,2,0,1,0,3,0,0,0,2,0,1,0,0,Matches
Darío Benedetto,ar ARG,FW,Marseille,30-272,1990,15.2,298,286,12,0,1,59,17,15,0,0,0,0,170,69,59,46,202,21,0,9,199,0,9,9,9,Matches
Walter Benítez,ar ARG,GK,Nice,27-331,1993,23.0,783,552,231,34,0,68,15,0,0,0,0,0,528,35,220,118,534,0,0,102,626,2,9,8,0,Matches
Loris Benito,ch SUI,DF,Bordeaux,29-037,1992,18.7,1168,979,189,27,1,117,9,24,1,0,0,0,815,180,173,792,158,32,161,6,996,2,10,13,29,Matches
Bilal Benkhedim,fr FRA,FW,Saint-Étienne,19-299,2001,0.8,49,40,9,3,0,8,2,4,6,3,0,2,36,2,11,1,48,0,0,0,33,0,0,1,3,Matches
Djamel Benlamri,dz ALG,DF,Lyon,31-050,1989,0.8,31,31,0,0,0,2,4,0,0,0,0,0,26,3,2,0,30,0,0,1,30,0,1,0,0,Matches
Yassine Benrahou,fr FRA,MF,Nîmes,22-020,1999,6.2,294,241,53,21,1,30,20,14,28,14,7,3,198,22,74,250,37,2,3,2,222,0,4,3,5,Matches
Valon Berisha,xk KVX,MF,Reims,28-006,1993,15.1,905,820,85,41,2,91,66,15,42,10,22,4,572,134,199,102,757,29,2,7,734,2,16,19,11,Matches
Paul Bernardoni,fr FRA,GK,Angers,23-301,1997,24.0,593,354,239,73,0,26,16,0,0,0,0,0,236,29,328,364,82,1,1,118,379,2,21,1,0,Matches
Juan Bernat,es ESP,DF,Paris S-G,27-349,1993,2.2,129,111,18,2,2,6,1,1,0,0,0,0,101,16,12,105,4,3,16,1,117,1,1,3,2,Matches
Dimitry Bertaud,fr FRA,GK,Montpellier,22-252,1998,5.3,183,112,71,24,0,12,10,0,0,0,0,0,69,7,107,11,138,0,0,21,133,0,5,0,0,Matches
Giulian Biancone,fr FRA,"DF,MF",Monaco,20-319,2000,1.0,90,80,10,1,0,12,5,8,0,0,0,0,57,17,16,15,56,6,9,0,70,0,0,0,5,Matches
El Bilal Touré,ml MLI,"FW,MF",Reims,19-133,2001,9.3,185,165,20,0,1,62,2,1,0,0,0,0,101,51,33,40,93,14,0,5,130,1,3,2,4,Matches
Ludovic Blas,fr FRA,"MF,FW",Nantes,23-044,1997,17.5,554,525,29,9,0,77,31,13,0,0,0,0,445,51,58,476,63,4,1,5,444,3,16,14,10,Matches
Antonin Bobichon,fr FRA,"FW,MF",Angers,25-152,1995,5.0,227,202,25,12,2,32,11,7,9,3,6,0,154,24,49,16,197,7,4,1,174,0,5,3,7,Matches
Sacha Boey,fr FRA,DF,Rennes,20-153,2000,1.4,89,71,18,1,0,12,0,2,0,0,0,0,53,20,16,11,53,6,17,0,76,0,3,2,2,Matches
Sacha Boey,fr FRA,DF,Dijon,20-153,2000,14.0,726,551,175,9,0,67,10,22,1,1,0,0,402,145,179,56,456,31,165,3,550,2,9,18,20,Matches
Quentin Boisgard,fr FRA,"FW,MF",Lorient,23-333,1997,11.8,440,358,82,19,1,77,27,32,58,25,20,9,260,56,124,30,384,11,4,3,277,2,9,10,27,Matches
Sven Botman,nl NED,DF,Lille,21-032,2000,24.0,1685,1652,33,28,1,112,32,1,0,0,0,0,1296,119,270,1254,290,86,5,5,1470,4,15,20,12,Matches
Denis Bouanga,ga GAB,"FW,MF",Saint-Étienne,26-094,1994,19.0,456,423,33,6,1,89,19,31,2,2,0,0,263,85,108,76,320,26,10,3,293,2,21,18,23,Matches
Hicham Boudaoui,dz ALG,"MF,FW",Nice,21-143,1999,10.5,477,473,4,3,0,75,7,7,0,0,0,0,381,45,51,57,400,14,0,1,377,0,14,12,21,Matches
Ryad Boudebouz,dz ALG,"MF,FW",Saint-Étienne,30-360,1990,6.0,370,323,47,21,2,33,22,17,19,11,5,1,243,35,92,293,60,11,2,1,280,2,10,9,9,Matches
Sofiane Boufal,ma MAR,"FW,MF",Angers,27-149,1993,4.2,152,146,6,0,1,26,8,7,6,1,4,0,109,18,25,29,115,5,0,0,109,0,1,5,6,Matches
Farid Boulaya,dz ALG,"MF,FW",Metz,27-354,1993,19.6,972,814,158,55,5,147,70,50,83,25,34,6,565,109,298,104,815,24,5,4,646,6,34,23,42,Matches
Ismaëlben Boura,fr FRA,DF,Lens,20-183,2000,6.8,357,280,77,5,0,49,13,20,5,3,0,2,199,82,76,232,35,12,67,3,270,1,6,8,12,Matches
Benjamin Bourigeaud,fr FRA,MF,Rennes,27-030,1994,17.0,1174,1038,136,57,3,116,82,42,70,35,32,2,778,125,271,101,1027,29,5,8,931,2,19,15,35,Matches
John Boye,gh GHA,DF,Metz,33-296,1987,21.4,763,739,24,14,1,59,33,0,0,0,0,0,562,76,125,111,589,42,10,0,659,1,14,2,6,Matches
Umut Bozok,tr TUR,"FW,MF",Lorient,24-147,1996,0.7,27,27,0,0,0,8,1,0,0,0,0,0,18,7,2,3,20,2,0,2,17,0,1,1,1,Matches
Domagoj Bradarić,hr CRO,DF,Lille,21-065,1999,13.3,852,735,117,16,0,75,11,32,1,0,1,0,560,114,178,648,60,29,100,3,689,4,20,16,16,Matches
Lilian Brassier,fr FRA,DF,Brest,21-103,1999,2.0,106,89,17,5,0,8,3,3,0,0,0,0,68,14,24,75,16,1,12,0,85,0,2,3,1,Matches
Anthony Briançon,fr FRA,DF,Nîmes,26-077,1994,12.0,741,700,41,37,0,47,56,1,0,0,0,0,547,67,127,32,656,38,4,0,641,2,11,10,5,Matches
Jimmy Briand,fr FRA,FW,Bordeaux,35-195,1985,5.5,140,137,3,0,0,40,0,1,0,0,0,0,93,31,16,10,105,6,0,3,99,1,4,1,7,Matches
Dylan Bronn,tn TUN,DF,Metz,25-239,1995,24.0,1048,1005,43,39,1,97,42,3,0,0,0,0,730,82,236,63,920,47,3,4,866,3,19,13,8,Matches
Lucas Buadés,fr FRA,FW,Nîmes,23-047,1997,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Patrick Burner,fr FRA,DF,Nice,24-308,1996,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Patrick Burner,fr FRA,DF,Nîmes,24-308,1996,10.2,486,368,118,5,1,33,6,19,0,0,0,0,252,121,113,38,318,13,113,0,373,1,15,5,13,Matches
Marcin Bułka,pl POL,GK,Paris S-G,21-132,1999,1.0,30,28,2,0,0,3,0,0,0,0,0,0,24,1,5,8,13,0,0,9,25,1,0,1,0,Matches
Jimmy Cabot,fr FRA,FW,Angers,26-301,1994,8.0,307,298,9,1,2,38,10,14,6,5,0,0,213,50,44,52,247,5,2,0,226,0,5,11,11,Matches
Anthony Caci,fr FRA,DF,Strasbourg,23-227,1997,17.5,1105,905,200,28,0,112,63,43,0,0,0,0,588,245,272,312,580,29,172,3,854,1,18,29,38,Matches
Mathieu Cafaro,fr FRA,"MF,FW",Reims,23-325,1997,15.4,552,520,32,20,1,53,30,38,12,4,7,1,342,79,131,46,486,12,0,5,355,6,16,23,21,Matches
Yannick Cahuzac,fr FRA,MF,Lens,36-026,1985,15.3,595,568,27,19,0,67,10,3,1,0,0,0,394,82,119,43,469,50,6,3,506,0,12,3,9,Matches
Marc-Aurèle Caillard,fr FRA,GK,Metz,26-277,1994,1.0,29,22,7,1,0,0,0,0,0,0,0,0,11,2,16,1,18,0,0,9,19,0,1,0,0,Matches
Duje Ćaleta-Car,hr CRO,DF,Marseille,24-149,1996,19.9,1115,1070,45,40,3,74,33,0,0,0,0,0,826,92,197,330,692,55,4,4,964,2,23,8,7,Matches
Mahdi Camara,fr FRA,"MF,DF",Saint-Étienne,22-228,1998,22.8,1110,1057,53,24,0,141,25,15,1,1,0,0,856,121,133,36,987,36,28,3,954,2,24,15,25,Matches
Eduardo Camavinga,fr FRA,MF,Rennes,18-095,2002,15.6,945,922,23,19,1,115,20,3,0,0,0,0,775,89,81,832,50,42,4,5,845,0,8,21,11,Matches
Pierrick Capelle,fr FRA,"MF,FW",Angers,33-304,1987,13.4,617,590,27,9,2,119,12,17,8,3,2,1,439,89,89,484,75,22,8,7,493,1,1,15,23,Matches
Maxence Caqueret,fr FRA,MF,Lyon,20-364,2000,11.1,564,554,10,5,1,89,9,6,1,0,0,0,458,48,58,82,454,13,0,8,488,3,3,11,12,Matches
Irvin Cardona,fr FRA,FW,Brest,23-189,1997,15.6,357,326,31,0,1,63,18,26,1,0,1,0,216,77,64,46,271,23,3,4,243,2,15,10,14,Matches
Lionel Carole,fr FRA,DF,Strasbourg,29-307,1991,10.0,584,460,124,20,1,56,21,26,0,0,0,0,307,115,162,387,60,21,104,0,432,1,16,16,13,Matches
Moreto Cassamã,gw GNB,MF,Reims,22-363,1998,12.9,816,791,25,24,4,90,35,4,1,0,1,0,635,91,90,55,747,9,0,3,709,1,20,23,7,Matches
Jean-Charles Castelletto,cm CMR,DF,Nantes,26-018,1995,10.5,411,386,25,24,0,42,11,2,0,0,0,0,326,26,59,18,363,17,1,0,362,1,6,1,5,Matches
Zeki Çelik,tr TUR,DF,Lille,23-362,1997,14.8,829,662,167,11,0,86,8,18,0,0,0,0,470,165,194,72,561,25,155,3,627,3,13,17,36,Matches
Bersant Celina,xk KVX,"MF,FW",Dijon,24-157,1996,15.5,638,546,92,32,6,73,37,29,50,21,25,3,429,67,142,58,556,16,6,1,478,1,8,17,21,Matches
Fabien Centonze,fr FRA,DF,Metz,25-028,1996,23.0,1043,805,238,17,0,104,19,62,0,0,0,0,567,238,238,130,630,39,221,5,803,2,21,16,31,Matches
Fouad Chafik,ma MAR,DF,Dijon,34-120,1986,10.9,626,509,117,18,0,45,6,18,0,0,0,0,351,129,146,25,476,21,98,2,487,2,11,9,17,Matches
Mehdi Chahiri,ma MAR,"FW,MF",Strasbourg,24-203,1996,8.0,256,249,7,1,2,61,7,8,1,0,1,0,184,35,37,18,213,8,4,3,185,1,7,9,13,Matches
Aníbal Chalá,ec ECU,DF,Dijon,24-280,1996,4.4,253,209,44,4,0,27,1,2,0,0,0,0,160,47,46,191,12,9,40,0,199,0,5,4,9,Matches
Trevoh Chalobah,eng ENG,"MF,DF",Lorient,21-223,1999,11.6,509,485,24,14,0,61,10,9,0,0,0,0,364,65,80,45,407,34,9,0,408,1,11,14,11,Matches
Gaëtan Charbonnier,fr FRA,"MF,FW",Brest,32-048,1988,9.8,405,374,31,1,3,61,5,8,2,0,0,0,293,69,43,38,335,9,5,6,315,1,10,10,15,Matches
Brendan Chardonnet,fr FRA,DF,Brest,26-053,1994,16.2,878,848,30,27,0,52,47,4,0,0,0,0,622,60,196,57,772,30,3,2,731,5,16,11,7,Matches
Xavier Chavalerin,fr FRA,MF,Reims,29-343,1991,15.4,537,522,15,13,2,53,11,6,2,1,0,1,378,62,97,416,90,21,0,1,435,2,10,11,10,Matches
Pape Cheikh Diop,sn SEN,MF,Dijon,23-189,1997,11.3,576,561,15,14,1,111,14,1,0,0,0,0,456,65,55,77,471,18,1,1,500,1,5,11,9,Matches
Rayan Cherki,fr FRA,"FW,MF",Lyon,17-180,2003,4.8,199,189,10,3,3,36,1,6,4,1,0,0,169,12,18,107,85,2,3,2,163,1,4,3,7,Matches
Pedro Chirivella,es ESP,MF,Nantes,23-266,1997,12.4,664,645,19,15,0,83,19,2,0,0,0,0,526,62,76,85,548,24,2,2,570,2,10,13,11,Matches
Joris Chotard,fr FRA,MF,Montpellier,19-142,2001,8.6,232,218,14,7,0,30,13,5,3,2,1,0,137,36,59,31,175,16,2,2,166,1,4,7,6,Matches
Mounir Chouiar,fr FRA,"FW,MF",Dijon,22-021,1999,11.6,397,357,40,9,0,62,23,14,22,11,10,0,284,54,59,44,319,13,7,5,296,0,5,11,19,Matches
Sébastien Cibois,fr FRA,GK,Brest,22-348,1998,1.0,19,15,4,1,0,0,1,0,0,0,0,0,9,0,10,1,16,0,0,1,14,0,4,0,0,Matches
Alexis Claude-Maurice,fr FRA,"MF,FW",Nice,22-252,1998,7.8,255,242,13,6,0,58,7,4,6,1,5,0,222,12,21,14,235,4,1,0,214,0,6,5,9,Matches
Jonathan Clauss,fr FRA,DF,Lens,28-141,1992,15.2,772,595,177,16,1,53,19,72,24,12,5,4,436,172,164,74,532,23,137,0,575,2,9,10,24,Matches
Marcus Coco,fr FRA,"MF,FW",Nantes,24-234,1996,12.5,471,458,13,2,1,93,10,15,6,2,2,0,315,75,81,67,351,16,5,5,324,4,10,18,29,Matches
Racine Coly,sn SEN,DF,Nice,25-067,1995,0.2,20,16,4,0,0,0,0,0,0,0,0,0,12,6,2,7,7,1,4,1,18,0,0,0,0,Matches
Daniel Congré,fr FRA,DF,Montpellier,35-314,1985,23.7,1062,1019,43,38,1,89,21,3,0,0,0,0,775,99,188,243,734,57,5,0,910,0,14,15,17,Matches
Sébastien Corchia,fr FRA,DF,Nantes,30-104,1990,14.2,674,470,204,32,0,62,28,40,39,13,24,2,329,127,218,51,467,11,133,2,480,1,7,15,34,Matches
Maxwel Cornet,ci CIV,"DF,FW",Lyon,24-139,1996,17.4,1096,919,177,15,0,108,16,46,9,1,2,0,721,186,189,701,189,35,153,1,864,1,16,32,41,Matches
David Pereira da Costa,pt POR,"MF,DF",Lens,20-039,2001,0.4,27,26,1,0,0,3,2,0,1,0,1,0,18,1,8,9,18,0,0,0,19,0,2,2,1,Matches
Benoît Costil,fr FRA,GK,Bordeaux,33-225,1987,24.0,848,571,277,98,0,34,32,0,0,0,0,0,351,37,460,43,672,0,0,100,581,1,28,3,1,Matches
Kalifa Coulibaly,ml MLI,FW,Nantes,29-176,1991,5.2,124,118,6,0,0,39,1,5,0,0,0,0,62,37,25,12,63,16,1,5,72,1,4,2,6,Matches
Lassana Coulibaly,ml MLI,MF,Angers,24-309,1996,12.7,522,512,10,7,0,75,12,4,0,0,0,0,418,42,62,21,472,14,3,3,454,0,9,6,19,Matches
Senou Coulibaly,ml MLI,DF,Dijon,26-162,1994,8.8,455,444,11,11,0,43,10,0,0,0,0,0,337,28,90,52,361,21,0,3,377,1,17,6,5,Matches
Nicolas Cozza,fr FRA,DF,Montpellier,22-036,1999,7.6,311,290,21,3,0,22,5,6,0,0,0,0,224,24,63,223,56,9,18,0,257,0,9,2,4,Matches
Adrián Cubas,py PAR,MF,Nîmes,24-267,1996,15.6,674,640,34,27,2,87,37,2,5,1,4,0,494,69,111,104,542,22,1,2,559,2,5,17,10,Matches
Mickaël Cuisance,fr FRA,MF,Marseille,21-181,1999,9.0,386,377,9,3,1,75,7,9,2,1,1,0,292,47,47,305,62,9,3,1,325,1,1,6,11,Matches
Damien Da Silva,fr FRA,DF,Rennes,32-272,1988,19.0,1325,1304,21,20,2,99,37,4,0,0,0,0,1026,101,198,31,1190,65,1,3,1174,0,16,8,13,Matches
Colin Dagba,fr FRA,DF,Paris S-G,22-157,1998,9.9,639,571,68,6,0,42,4,20,0,0,0,0,506,88,45,72,496,8,62,1,561,0,8,12,17,Matches
Flavius Daniliuc,at AUT,DF,Nice,19-292,2001,11.3,787,764,23,19,0,51,23,2,0,0,0,0,646,41,100,73,679,24,4,0,692,0,8,16,5,Matches
Dante,br BRA,DF,Nice,37-118,1983,8.6,695,682,13,12,1,72,22,0,0,0,0,0,566,55,74,551,112,14,1,4,630,1,8,1,3,Matches
Jonathan David,ca CAN,FW,Lille,21-030,2000,15.4,359,342,17,0,0,67,2,5,1,0,0,0,262,62,35,83,233,21,6,3,291,1,1,12,18,Matches
Mattia De Sciglio,it ITA,DF,Lyon,28-116,1992,8.1,515,441,74,5,0,49,10,17,2,0,1,0,341,84,90,102,307,31,67,1,426,1,11,11,19,Matches
Thibault De Smet,be BEL,DF,Reims,22-253,1998,4.4,297,260,37,0,0,22,4,9,0,0,0,0,199,40,58,204,45,7,37,0,237,2,2,9,10,Matches
Lucas Deaux,fr FRA,"MF,DF",Nîmes,32-049,1988,13.7,751,721,30,22,0,81,52,14,1,1,0,0,499,106,146,91,592,38,7,3,601,2,15,11,15,Matches
Mathieu Debuchy,fr FRA,DF,Saint-Étienne,35-200,1985,11.9,727,563,164,16,0,74,25,38,0,0,0,0,327,176,224,17,483,51,148,5,546,3,14,9,27,Matches
Romain Del Castillo,fr FRA,"MF,FW",Rennes,24-321,1996,5.2,268,248,20,7,1,48,9,18,7,2,4,0,179,51,38,189,57,12,6,0,190,0,2,11,19,Matches
Thomas Delaine,fr FRA,DF,Metz,28-326,1992,11.7,436,357,79,8,0,46,9,46,0,0,0,0,226,95,115,223,120,16,71,1,304,0,8,14,14,Matches
Jonathan Delaplace,fr FRA,DF,Lorient,34-330,1986,8.4,429,317,112,8,0,40,3,25,0,0,0,0,204,105,120,46,265,11,104,1,324,1,7,15,14,Matches
