player,nationality,position,squad,age,birth_year,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,gca_og_for,matches
Axel Disasi,fr FRA,DF,Monaco,22-339,1998,14.1,5,0.36,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Tiago Djaló,pt POR,DF,Lille,20-310,2000,6.3,5,0.79,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Alexander Djiku,gh GHA,"DF,MF",Strasbourg,26-188,1994,18.5,10,0.54,7,0,0,1,0,2,0,0.00,0,0,0,0,0,0,0,Matches
Mihai Dobre,ro ROU,"FW,MF",Dijon,22-167,1998,3.8,7,1.86,4,0,1,1,1,0,0,0.00,0,0,0,0,0,0,0,Matches
Jeremy Doku,be BEL,MF,Rennes,18-262,2002,13.7,47,3.43,38,0,2,1,5,1,6,0.44,6,0,0,0,0,0,0,Matches
Kasper Dolberg,dk DEN,FW,Nice,23-130,1997,11.1,14,1.26,8,0,2,0,4,0,2,0.18,1,0,1,0,0,0,0,Matches
Keagan Dolly,za RSA,MF,Montpellier,28-022,1993,4.5,13,2.89,8,4,1,0,0,0,1,0.22,1,0,0,0,0,0,0,Matches
Anastasios Donis,gr GRE,MF,Reims,24-168,1996,1.1,1,0.93,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Lucas Douath,fr FRA,MF,Saint-Étienne,17-192,2003,9.1,6,0.66,5,0,1,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Cheick Doucouré,ml MLI,MF,Lens,21-036,2000,17.5,32,1.82,25,0,4,3,0,0,5,0.28,5,0,0,0,0,0,0,Matches
Fodé Doucouré,ml MLI,DF,Reims,20-010,2001,2.5,5,2.04,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Moussa Doumbia,ml MLI,"MF,FW",Reims,26-182,1994,5.6,18,3.20,15,0,1,2,0,0,1,0.18,1,0,0,0,0,0,0,Matches
Souleyman Doumbia,ci CIV,DF,Angers,24-142,1996,17.9,18,1.00,16,1,0,0,0,1,1,0.06,1,0,0,0,0,0,0,Matches
Mouhamadou Drammeh,fr FRA,MF,Reims,21-274,1999,1.8,1,0.57,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Julian Draxler,de GER,MF,Paris S-G,27-146,1993,5.3,21,3.95,17,2,0,1,0,1,3,0.56,3,0,0,0,0,0,0,Matches
Matthieu Dreyer,fr FRA,GK,Lorient,31-330,1989,5.0,1,0.20,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Leo Dubois,fr FRA,DF,Lyon,26-152,1994,20.6,81,3.92,44,27,3,2,5,0,6,0.29,1,2,1,0,2,0,0,Matches
Haris Duljević,ba BIH,"FW,MF",Nîmes,27-089,1993,6.6,19,2.88,15,0,1,2,0,1,1,0.15,1,0,0,0,0,0,0,Matches
Jean-Kevin Duverne,fr FRA,DF,Brest,23-216,1997,18.4,8,0.44,7,0,1,0,0,0,1,0.05,1,0,0,0,0,0,0,Matches
Eric Junior Dina Ebimbe,fr FRA,"FW,MF",Dijon,20-084,2000,18.5,43,2.32,29,1,5,4,4,0,3,0.16,2,0,0,1,0,0,0,Matches
Enzo Ebosse,fr FRA,DF,Angers,21-339,1999,2.9,1,0.35,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Bruno Ecuele Manga,ga GAB,DF,Dijon,32-212,1988,24.0,3,0.12,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Hugo Ekitike,fr FRA,"MF,FW",Reims,18-238,2002,1.0,2,2.05,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Niclas Eliasson,se SWE,"MF,FW",Nîmes,25-068,1995,10.9,31,2.83,12,14,2,0,3,0,1,0.09,1,0,0,0,0,0,0,Matches
Sepe Elye Wahi,fr FRA,"FW,DF",Montpellier,18-042,2003,1.6,4,2.45,2,0,0,0,2,0,0,0.00,0,0,0,0,0,0,0,Matches
Renaud Emond,be BEL,FW,Nantes,29-070,1991,3.1,7,2.26,1,0,0,2,3,1,1,0.32,0,0,0,0,1,0,0,Matches
Yoann Etienne,fr FRA,DF,Lorient,23-270,1997,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Fábio,br BRA,DF,Nantes,30-219,1990,14.8,28,1.89,22,3,0,0,3,0,3,0.20,2,0,0,0,1,0,0,Matches
Cesc Fàbregas,es ESP,MF,Monaco,33-285,1987,6.1,35,5.71,18,14,2,0,1,0,3,0.49,3,0,0,0,0,0,0,Matches
Bandiougou Fadiga,fr FRA,"FW,MF",Paris S-G,20-029,2001,0.7,2,2.86,0,0,0,0,2,0,0,0.00,0,0,0,0,0,0,0,Matches
Wout Faes,be BEL,DF,Reims,22-316,1998,20.5,7,0.34,6,0,0,1,0,0,1,0.05,0,0,0,1,0,0,0,Matches
Romain Faivre,fr FRA,"MF,FW",Brest,22-214,1998,21.4,119,5.57,57,32,11,4,13,2,9,0.42,3,3,1,2,0,0,0,Matches
Wuilker Faríñez,ve VEN,GK,Lens,22-364,1998,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Julien Faussurier,fr FRA,DF,Brest,34-030,1987,6.2,19,3.05,13,3,0,2,0,1,4,0.64,4,0,0,0,0,0,0,Matches
Zinedine Ferhat,dz ALG,"FW,MF",Nîmes,27-349,1993,19.9,66,3.31,43,8,7,2,5,1,11,0.55,8,0,2,0,1,0,0,Matches
Jordan Ferri,fr FRA,MF,Montpellier,28-338,1992,18.7,39,2.08,31,0,0,1,3,4,3,0.16,2,0,0,0,0,1,0,Matches
Alessandro Florenzi,it ITA,DF,Paris S-G,29-339,1991,13.2,24,1.82,19,3,0,2,0,0,1,0.08,1,0,0,0,0,0,0,Matches
Mamadou Fofana,ml MLI,"MF,DF",Metz,23-023,1998,10.4,5,0.48,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Seko Fofana,ci CIV,MF,Lens,25-282,1995,13.7,35,2.55,28,0,1,3,3,0,9,0.66,7,0,0,1,1,0,0,Matches
Wesley Fofana,fr FRA,DF,Saint-Étienne,20-058,2000,3.5,3,0.86,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Youssouf Fofana,fr FRA,MF,Monaco,22-034,1999,19.0,45,2.37,30,9,2,0,2,2,6,0.32,4,1,0,0,1,0,0,Matches
Thomas Foket,be BEL,DF,Reims,26-141,1994,23.0,27,1.17,24,2,0,0,1,0,1,0.04,0,0,0,0,1,0,0,Matches
Lamine Fomba,fr FRA,MF,Nîmes,23-018,1998,12.9,10,0.77,8,0,2,0,0,0,1,0.08,1,0,0,0,0,0,0,Matches
Thomas Fontaine,mg MAD,DF,Lorient,29-281,1991,3.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
José Fonte,pt POR,DF,Lille,37-053,1983,22.4,18,0.80,16,0,0,1,1,0,2,0.09,0,0,0,1,1,0,0,Matches
Steven Fortes,cv CPV,DF,Lens,28-302,1992,10.3,6,0.58,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Angelo Fulgini,fr FRA,"MF,FW",Angers,24-177,1996,19.6,76,3.88,50,14,3,1,7,1,7,0.36,4,1,1,0,1,0,0,Matches
Baptiste Gabard,fr FRA,MF,Saint-Étienne,21-016,2000,1.5,1,0.68,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Idrissa Gana Gueye,sn SEN,MF,Paris S-G,31-140,1989,11.9,34,2.87,26,0,3,0,2,3,3,0.25,2,0,1,0,0,0,0,Matches
Ignatius Ganago,cm CMR,FW,Lens,21-363,1999,10.1,27,2.69,11,0,6,1,7,2,7,0.70,0,0,3,0,2,2,0,Matches
Yann Gboho,fr FRA,"MF,FW",Rennes,20-030,2001,3.0,14,4.67,9,0,3,1,1,0,0,0.00,0,0,0,0,0,0,0,Matches
Valère Germain,fr FRA,"FW,MF",Marseille,30-302,1990,7.5,5,0.66,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
Willem Geubbels,fr FRA,"FW,MF",Monaco,19-181,2001,3.2,6,1.89,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Andrei Girotto,br BRA,"DF,MF",Nantes,28-362,1992,20.4,15,0.74,9,0,0,5,1,0,2,0.10,0,0,0,2,0,0,0,Matches
Aleksandr Golovin,ru RUS,"MF,FW",Monaco,24-259,1996,3.9,19,4.84,7,11,1,0,0,0,6,1.53,2,4,0,0,0,0,0,Matches
Alfred Gomis,sn SEN,GK,Rennes,27-161,1993,7.0,2,0.29,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Alfred Gomis,sn SEN,GK,Dijon,27-161,1993,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Vagner Gonçalves,cv CPV,"FW,MF",Metz,25-034,1996,4.8,10,2.09,5,0,2,0,3,0,3,0.63,1,0,1,0,1,0,0,Matches
Álvaro González,es ESP,DF,Marseille,31-036,1990,18.9,7,0.37,4,0,0,1,1,1,3,0.16,1,0,0,1,0,1,0,Matches
Amine Gouiri,fr FRA,"FW,MF",Nice,20-363,2000,20.1,73,3.63,45,7,7,5,4,5,6,0.30,2,1,0,2,0,1,0,Matches
Jonathan Gradit,fr FRA,DF,Lens,28-081,1992,18.4,10,0.54,10,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Andrew Gravillon,fr FRA,DF,Lorient,23-005,1998,14.5,6,0.41,4,1,0,1,0,0,3,0.21,2,0,0,1,0,0,0,Matches
Adrian Grbić,at AUT,FW,Lorient,24-193,1996,8.4,12,1.42,7,0,0,2,2,1,2,0.24,0,0,0,0,2,0,0,Matches
Clément Grenier,fr FRA,MF,Rennes,30-037,1991,8.1,24,2.97,16,8,0,0,0,0,2,0.25,2,0,0,0,0,0,0,Matches
Evann Guessand,fr FRA,FW,Nice,19-227,2001,0.3,1,3.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Kelyan Guessoum,fr FRA,DF,Nîmes,22-008,1999,4.0,1,0.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Lamine Gueye,sn SEN,"FW,MF",Metz,22-337,1998,10.0,23,2.29,13,2,1,5,2,0,3,0.30,2,0,0,1,0,0,0,Matches
Pape Gueye,fr FRA,MF,Marseille,22-020,1999,10.0,11,1.10,10,0,0,0,1,0,1,0.10,1,0,0,0,0,0,0,Matches
Bruno Guimarães,br BRA,MF,Lyon,23-089,1997,12.3,33,2.68,30,1,1,0,0,1,3,0.24,2,1,0,0,0,0,0,Matches
Sehrou Guirassy,fr FRA,FW,Rennes,24-338,1996,9.7,25,2.57,18,0,1,2,4,0,1,0.10,1,0,0,0,0,0,0,Matches
Malo Gusto,fr FRA,MF,Lyon,17-270,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Massadio Haïdara,ml MLI,DF,Lens,28-073,1992,12.9,20,1.55,18,0,1,0,0,1,2,0.16,2,0,0,0,0,0,0,Matches
Pierre-Yves Hamel,fr FRA,FW,Lorient,27-010,1994,8.7,20,2.30,15,0,0,2,1,2,3,0.34,2,0,0,1,0,0,0,Matches
Romain Hamouma,fr FRA,FW,Saint-Étienne,33-321,1987,15.4,45,2.93,23,11,3,3,5,0,3,0.20,2,0,0,1,0,0,0,Matches
Dalbert Henrique,br BRA,DF,Rennes,27-158,1993,2.5,3,1.18,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Luis Henrique,br BRA,"FW,MF",Marseille,19-061,2001,0.6,5,7.76,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Christophe Hérelle,mq MTQ,DF,Brest,28-175,1992,13.3,7,0.53,6,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,Matches
Jérôme Hergault,fr FRA,DF,Lorient,34-314,1986,6.0,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Ander Herrera,es ESP,MF,Paris S-G,31-183,1989,12.5,34,2.71,32,0,1,0,1,0,3,0.24,3,0,0,0,0,0,0,Matches
Vitorino Hilton,br BRA,DF,Montpellier,43-153,1977,12.1,6,0.50,3,2,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Franck Honorat,fr FRA,"MF,FW",Brest,24-186,1996,15.3,62,4.06,46,8,2,3,1,2,7,0.46,4,0,0,2,0,1,0,Matches
Fraser Hornby,sco SCO,FW,Reims,21-153,1999,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Adrien Hunou,fr FRA,"FW,MF",Rennes,27-025,1994,5.8,11,1.89,7,0,0,2,2,0,0,0.00,0,0,0,0,0,0,0,Matches
Didier Ibrahim Ndong,ga GAB,MF,Dijon,26-241,1994,23.0,25,1.09,25,0,0,0,0,0,1,0.04,1,0,0,0,0,0,0,Matches
Mauro Icardi,ar ARG,FW,Paris S-G,27-360,1993,7.1,16,2.25,11,0,0,2,3,0,3,0.42,2,0,0,0,1,0,0,Matches
Jonathan Ikone,fr FRA,"MF,FW",Lille,22-287,1998,15.5,34,2.19,24,0,5,2,1,2,8,0.52,5,0,2,1,0,0,0,Matches
Yun Il-lok,kr KOR,"MF,FW",Montpellier,28-343,1992,3.5,7,2.02,6,1,0,0,0,0,1,0.29,1,0,0,0,0,0,0,Matches
Corentin Jean,fr FRA,"FW,MF",Lens,25-213,1995,3.9,14,3.63,6,1,1,2,3,1,2,0.52,1,0,0,0,1,0,0,Matches
Jesé,es ESP,FW,Paris S-G,27-353,1993,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Stevan Jovetić,me MNE,"FW,MF",Monaco,31-103,1989,4.3,21,4.86,13,2,2,1,3,0,4,0.93,3,0,0,0,1,0,0,Matches
Abdoul Kader Bamba,fr FRA,"FW,MF",Nantes,26-294,1994,8.4,33,3.95,24,3,2,0,3,1,2,0.24,2,0,0,0,0,0,0,Matches
Tino Kadewere,zw ZIM,FW,Lyon,25-039,1996,17.0,41,2.42,29,0,2,3,6,1,11,0.65,7,0,1,0,2,1,0,Matches
Gaël Kakuta,cd COD,"MF,FW",Lens,29-237,1991,18.0,70,3.90,41,17,7,1,1,3,9,0.50,8,1,0,0,0,0,0,Matches
Arnaud Kalimuendo,fr FRA,"FW,MF",Lens,19-023,2002,7.8,21,2.68,13,0,3,3,2,0,5,0.64,3,0,1,0,1,0,0,Matches
Arnaud Kalimuendo,fr FRA,FW,Paris S-G,19-023,2002,0.8,3,3.70,1,0,1,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Samuel Kalu,ng NGA,FW,Bordeaux,23-171,1997,7.2,14,1.94,5,2,3,0,2,2,2,0.28,1,0,0,0,1,0,0,Matches
Bingourou Kamara,sn SEN,GK,Strasbourg,24-115,1996,8.0,4,0.50,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Boubacar Kamara,fr FRA,MF,Marseille,21-082,1999,18.3,36,1.97,26,0,2,2,4,2,5,0.27,3,0,0,0,2,0,0,Matches
Hassane Kamara,fr FRA,DF,Nice,26-147,1994,18.7,34,1.81,27,0,3,1,3,0,1,0.05,1,0,0,0,0,0,0,Matches
Wilfried Kanga,fr FRA,FW,Angers,22-358,1998,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Eiji Kawashima,jp JPN,GK,Strasbourg,37-330,1983,16.0,2,0.12,2,0,0,0,0,0,1,0.06,1,0,0,0,0,0,0,Matches
Moise Kean,it ITA,FW,Paris S-G,20-351,2000,11.7,13,1.11,8,0,2,1,1,1,2,0.17,1,0,1,0,0,0,0,Matches
Thilo Kehrer,de GER,DF,Paris S-G,24-145,1996,10.1,2,0.20,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Saîf-Eddine Khaoui,tn TUN,"DF,MF",Marseille,25-292,1995,2.0,5,2.49,4,0,0,1,0,0,1,0.50,1,0,0,0,0,0,0,Matches
Wahbi Khazri,tn TUN,"FW,MF",Saint-Étienne,30-005,1991,4.1,11,2.70,7,3,0,0,1,0,1,0.25,0,0,0,0,1,0,0,Matches
Presnel Kimpembe,fr FRA,DF,Paris S-G,25-184,1995,12.6,6,0.47,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Randal Kolo Muani,fr FRA,FW,Nantes,22-070,1998,20.3,56,2.76,35,0,10,2,7,2,7,0.34,2,0,2,1,2,0,0,Matches
Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,29-135,1991,17.1,10,0.58,7,1,0,1,0,1,1,0.06,0,0,0,0,0,1,0,Matches
Ghislain Konan,ci CIV,DF,Reims,25-048,1995,17.2,29,1.69,22,1,4,0,0,2,2,0.12,2,0,0,0,0,0,0,Matches
Moussa Konaté,sn SEN,FW,Dijon,27-316,1993,8.6,12,1.40,7,0,1,2,1,1,3,0.35,0,0,1,2,0,0,0,Matches
Lamine Koné,ci CIV,DF,Strasbourg,32-012,1989,4.8,3,0.62,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Moussa Koné,sn SEN,"FW,MF",Nîmes,24-045,1996,7.6,9,1.19,7,0,0,1,1,0,0,0.00,0,0,0,0,0,0,0,Matches
Laurent Koscielny,fr FRA,DF,Bordeaux,35-156,1985,16.4,12,0.73,11,0,0,1,0,0,1,0.06,1,0,0,0,0,0,0,Matches
Boubakar Kouyaté,ml MLI,DF,Metz,23-304,1997,11.4,3,0.26,2,0,0,0,0,1,1,0.09,0,0,0,0,0,1,0,Matches
Jean-Philippe Krasso,fr FRA,FW,Saint-Étienne,23-211,1997,2.5,6,2.42,4,0,1,1,0,0,1,0.40,1,0,0,0,0,0,0,Matches
Layvin Kurzawa,fr FRA,DF,Paris S-G,28-162,1992,10.1,11,1.09,9,0,0,0,2,0,1,0.10,1,0,0,0,0,0,0,Matches
Dereck Kutesa,ch SUI,"MF,FW",Reims,23-069,1997,5.5,10,1.82,7,0,0,0,3,0,2,0.36,2,0,0,0,0,0,0,Matches
Enock Kwateng,fr FRA,DF,Bordeaux,23-310,1997,5.7,9,1.57,9,0,0,0,0,0,1,0.17,1,0,0,0,0,0,0,Matches
Gaëtan Laborde,fr FRA,"FW,MF",Montpellier,26-286,1994,23.0,57,2.47,40,0,7,5,3,2,15,0.65,10,0,2,3,0,0,0,Matches
Tom Lacoux,fr FRA,"MF,DF",Bordeaux,19-019,2002,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Alban Lafont,fr FRA,GK,Nantes,22-021,1999,24.0,1,0.04,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Kenny Lala,fr FRA,DF,Strasbourg,29-133,1991,20.4,52,2.55,33,17,2,0,0,0,5,0.25,4,1,0,0,0,0,0,Matches
Loïck Landre,fr FRA,DF,Nîmes,28-284,1992,11.2,2,0.18,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Julien Laporte,fr FRA,DF,Lorient,27-101,1993,16.0,10,0.62,8,2,0,0,0,0,1,0.06,1,0,0,0,0,0,0,Matches
Gautier Larsonneur,fr FRA,GK,Brest,23-356,1997,23.0,1,0.04,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Paul Lasne,fr FRA,MF,Brest,32-028,1989,13.5,10,0.74,7,1,0,0,1,1,2,0.15,2,0,0,0,0,0,0,Matches
Armand Lauriente,fr FRA,"FW,MF",Lorient,22-071,1998,10.5,51,4.86,27,8,7,4,4,1,5,0.48,4,0,0,1,0,0,0,Matches
Wesley Lautoa,nc NCL,"MF,DF",Dijon,33-172,1987,10.5,8,0.76,6,0,0,0,0,2,0,0.00,0,0,0,0,0,0,0,Matches
Jérémy Le Douaron,fr FRA,"FW,MF",Brest,22-298,1998,6.3,12,1.89,9,0,0,1,2,0,4,0.63,3,0,0,0,1,0,0,Matches
Enzo Le Fée,fr FRA,"MF,FW",Lorient,21-010,2000,10.2,28,2.75,20,2,1,2,3,0,1,0.10,1,0,0,0,0,0,0,Matches
Vincent Le Goff,fr FRA,DF,Lorient,31-121,1989,14.0,17,1.21,16,0,1,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Damien Le Tallec,fr FRA,"MF,DF",Montpellier,30-300,1990,9.1,6,0.66,5,0,0,1,0,0,3,0.33,2,0,0,1,0,0,0,Matches
James Lea Siliki,fr FRA,MF,Rennes,24-246,1996,2.7,7,2.56,5,0,1,1,0,0,1,0.37,1,0,0,0,0,0,0,Matches
Jean-Louis Leca,fr FRA,GK,Lens,35-145,1985,23.9,4,0.17,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Benjamin Lecomte,fr FRA,GK,Monaco,29-293,1991,14.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Pierre Lees-Melou,fr FRA,MF,Nice,27-264,1993,14.7,27,1.84,19,1,1,2,1,3,2,0.14,2,0,0,0,0,0,0,Matches
Fabien Lemoine,fr FRA,MF,Lorient,33-334,1987,11.3,11,0.97,10,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,Matches
Aaron Leya Iseka,be BEL,FW,Metz,23-090,1997,6.0,10,1.65,7,0,2,0,1,0,1,0.17,0,0,1,0,0,0,0,Matches
Dimitri Liénard,fr FRA,MF,Strasbourg,33-000,1988,9.3,32,3.45,15,15,0,0,1,1,3,0.32,1,2,0,0,0,0,0,Matches
Isaac Lihadji,fr FRA,MF,Lille,18-309,2002,2.1,11,5.21,8,2,0,0,0,1,2,0.95,2,0,0,0,0,0,0,Matches
Pol Lirola,es ESP,DF,Marseille,23-184,1997,3.3,4,1.22,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
Anthony Lopes,pt POR,GK,Lyon,30-135,1990,24.0,1,0.04,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Rony Lopes,pt POR,"FW,MF",Nice,25-047,1995,12.2,37,3.04,17,12,5,2,0,1,2,0.16,1,0,1,0,0,0,0,Matches
Maxime Lopez,fr FRA,"FW,MF",Marseille,23-071,1997,1.5,4,2.69,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
Jordan Lotomba,ch SUI,DF,Nice,22-137,1998,17.4,25,1.44,23,0,0,0,1,1,5,0.29,3,0,0,0,1,1,0,Matches
Imran Louza,fr FRA,MF,Nantes,21-288,1999,15.3,32,2.10,21,9,0,0,1,1,1,0.07,0,1,0,0,0,0,0,Matches
Jean Lucas,br BRA,MF,Brest,22-236,1998,2.5,5,2.02,3,0,0,1,1,0,1,0.40,1,0,0,0,0,0,0,Matches
Jean Lucas,br BRA,MF,Lyon,22-236,1998,1.9,6,3.14,3,0,3,0,0,0,1,0.52,1,0,0,0,0,0,0,Matches
Florentino Luís,pt POR,MF,Monaco,21-178,1999,2.4,4,1.65,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Yann M'Vila,fr FRA,"MF,FW",Saint-Étienne,30-229,1990,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Yvann Macon,fr FRA,DF,Saint-Étienne,22-135,1998,6.0,5,0.83,3,1,0,0,0,1,2,0.33,1,1,0,0,0,0,0,Matches
Hugo Magnetti,fr FRA,MF,Brest,22-259,1998,1.0,1,1.02,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Hicham Mahou,fr FRA,DF,Nice,21-226,1999,0.4,1,2.65,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Habib Maïga,ci CIV,MF,Metz,25-043,1996,18.3,45,2.47,37,0,4,2,1,1,8,0.44,5,0,2,1,0,0,0,Matches
Mike Maignan,fr FRA,GK,Lille,25-077,1995,24.0,3,0.12,1,2,0,0,0,0,1,0.04,1,0,0,0,0,0,0,Matches
Josh Maja,ng NGA,FW,Bordeaux,22-048,1998,8.9,15,1.68,12,0,1,1,1,0,0,0.00,0,0,0,0,0,0,0,Matches
Radosław Majecki,pl POL,GK,Monaco,21-089,1999,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Abdul Majeed Waris,gh GHA,"FW,MF",Strasbourg,29-147,1991,5.3,5,0.94,1,0,0,1,3,0,0,0.00,0,0,0,0,0,0,0,Matches
Marco Majouga,fr FRA,"FW,MF",Nîmes,19-280,2001,1.2,5,4.29,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Adilson Malanda,fr FRA,MF,Nîmes,19-107,2001,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Hianga Mananga Mbock,fr FRA,MF,Brest,21-047,1999,5.0,4,0.80,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Vincent Manceau,fr FRA,DF,Angers,31-218,1989,15.7,17,1.09,14,3,0,0,0,0,1,0.06,0,1,0,0,0,0,0,Matches
Steve Mandanda,fr FRA,GK,Marseille,35-322,1985,21.0,1,0.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Reinildo Mandava,mz MOZ,DF,Lille,27-023,1994,10.8,20,1.85,20,0,0,0,0,0,2,0.19,2,0,0,0,0,0,0,Matches
Thomas Mangani,fr FRA,MF,Angers,33-290,1987,18.6,38,2.04,25,12,0,1,0,0,5,0.27,3,2,0,0,0,0,0,Matches
Vito Mannone,it ITA,GK,Monaco,32-348,1988,9.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Myziane Maolida,fr FRA,"FW,MF",Nice,21-365,1999,4.3,9,2.09,7,0,1,1,0,0,2,0.47,1,0,0,1,0,0,0,Matches
Faitout Maouassa,fr FRA,DF,Rennes,22-222,1998,8.9,13,1.46,11,0,0,1,0,1,1,0.11,1,0,0,0,0,0,0,Matches
Fernando Marçal,br BRA,DF,Lyon,31-360,1989,0.9,1,1.15,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Marcelo,br BRA,DF,Lyon,33-269,1987,21.0,18,0.86,16,0,0,0,1,1,0,0.00,0,0,0,0,0,0,0,Matches
Dario Maresic,at AUT,DF,Reims,21-137,1999,4.5,2,0.44,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Jordan Marié,fr FRA,MF,Dijon,29-137,1991,7.4,7,0.94,5,2,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
Guillermo Maripán,cl CHI,DF,Monaco,26-283,1994,10.5,3,0.29,2,0,0,0,0,1,1,0.10,1,0,0,0,0,0,0,Matches
Marquinhos,br BRA,DF,Paris S-G,26-275,1994,12.6,7,0.55,6,0,0,1,0,0,4,0.32,3,0,0,1,0,0,0,Matches
Jonas Martin,fr FRA,MF,Rennes,30-310,1990,3.4,7,2.07,7,0,0,0,0,0,2,0.59,2,0,0,0,0,0,0,Matches
Pablo Martinez,fr FRA,DF,Nîmes,31-358,1989,6.0,2,0.33,2,0,0,0,0,0,1,0.17,1,0,0,0,0,0,0,Matches
Gelson Martins,pt POR,"MF,FW",Monaco,25-278,1995,14.4,39,2.71,27,0,5,3,3,1,7,0.49,4,0,1,1,1,0,0,Matches
Sylvain Marveaux,fr FRA,"MF,FW",Lorient,34-304,1986,2.2,7,3.15,4,0,2,1,0,0,1,0.45,0,0,0,1,0,0,0,Matches
