player,nationality,position,squad,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,tackles_interceptions,clearances,errors,matches
Thibault De Smet,be BEL,DF,Reims,22-253,1998,4.4,10,6,5,5,0,3,12,25.0,9,77,26,33.8,39,31,7,13,2,0,11,4,14,15,0,Matches
Lucas Deaux,fr FRA,"MF,DF",Nîmes,32-049,1988,13.7,35,23,17,16,2,12,39,30.8,27,271,78,28.8,91,145,35,20,5,0,15,7,42,28,4,Matches
Mathieu Debuchy,fr FRA,DF,Saint-Étienne,35-200,1985,11.9,30,16,18,9,3,19,26,73.1,7,131,48,36.6,68,44,19,24,5,0,19,17,47,43,0,Matches
Romain Del Castillo,fr FRA,"MF,FW",Rennes,24-321,1996,5.2,17,14,3,9,5,3,11,27.3,8,118,46,39.0,24,46,48,8,0,0,8,3,20,2,0,Matches
Thomas Delaine,fr FRA,DF,Metz,28-326,1992,11.7,23,11,14,6,3,8,22,36.4,14,120,22,18.3,59,42,19,22,3,0,19,9,32,27,1,Matches
Jonathan Delaplace,fr FRA,DF,Lorient,34-330,1986,8.4,14,9,10,3,1,6,13,46.2,7,113,34,30.1,53,49,11,15,5,0,10,16,30,18,1,Matches
Andy Delort,dz ALG,FW,Montpellier,29-127,1991,17.3,13,13,2,7,4,2,12,16.7,10,144,37,25.7,23,55,66,7,1,0,6,3,16,20,0,Matches
Moussa Dembélé,fr FRA,FW,Lyon,24-216,1996,7.5,3,3,0,1,2,1,5,20.0,4,80,24,30.0,1,28,51,8,4,0,4,2,5,9,0,Matches
Jason Denayer,be BEL,DF,Lyon,25-230,1995,18.9,23,16,16,7,0,6,8,75.0,2,103,43,41.7,53,43,7,49,23,1,26,11,34,65,2,Matches
Kevin Denkey,tg TOG,FW,Nîmes,20-075,2000,5.8,3,3,0,2,1,1,4,25.0,3,90,17,18.9,5,37,48,2,0,0,2,2,5,3,0,Matches
Memphis Depay,nl NED,FW,Lyon,27-000,1994,20.1,6,5,0,3,3,1,14,7.1,13,200,39,19.5,6,78,116,9,0,0,9,6,12,0,0,Matches
Ángel Di María,ar ARG,"FW,MF",Paris S-G,32-365,1988,15.0,19,15,5,8,6,8,29,27.6,21,192,56,29.2,31,69,92,21,1,0,20,5,24,5,0,Matches
Boulaye Dia,sn SEN,"FW,MF",Reims,24-089,1996,19.7,17,9,4,5,8,2,12,16.7,10,256,57,22.3,35,106,115,14,2,0,12,9,26,19,0,Matches
Abdou Diallo,fr FRA,DF,Paris S-G,24-285,1996,10.4,15,10,9,6,0,4,9,44.4,5,65,23,35.4,32,31,2,16,8,0,8,5,20,38,2,Matches
Habib Diallo,sn SEN,FW,Metz,25-240,1995,1.6,1,0,0,0,1,1,1,100.0,0,19,6,31.6,2,7,10,1,0,0,1,0,1,5,0,Matches
Habib Diallo,sn SEN,FW,Strasbourg,25-240,1995,15.5,12,10,5,5,2,3,11,27.3,8,131,37,28.2,18,52,61,8,2,0,6,9,21,8,1,Matches
Ibrahima Diallo,fr FRA,MF,Brest,21-342,1999,4.9,9,8,1,6,2,2,7,28.6,5,85,24,28.2,22,51,12,4,0,0,4,3,12,3,0,Matches
Stéphane Diarra,fr FRA,"FW,MF",Lorient,22-066,1998,1.9,1,1,1,0,0,0,7,0.0,7,41,9,22.0,11,17,13,6,1,0,5,0,1,0,0,Matches
Raphael Dias Belloli,br BRA,"FW,MF",Rennes,24-061,1996,4.5,6,2,2,3,1,1,6,16.7,5,64,11,17.2,16,24,24,6,0,0,6,4,10,2,0,Matches
Krepin Diatta,sn SEN,"MF,DF",Monaco,21-354,1999,2.3,4,2,1,1,2,0,1,0.0,1,33,8,24.2,3,15,15,3,1,0,2,0,4,3,0,Matches
Tristan Dingomé,cm CMR,MF,Reims,29-362,1991,0.2,0,0,0,0,0,0,1,0.0,1,3,0,0.0,1,1,1,0,0,0,0,0,0,0,0,Matches
Sinaly Diomande,ci CIV,DF,Lyon,19-310,2001,8.5,12,8,8,4,0,8,15,53.3,7,72,22,30.6,41,24,7,16,9,1,7,10,22,52,1,Matches
Lois Diony,fr FRA,FW,Angers,28-055,1992,10.2,12,8,2,6,4,1,5,20.0,4,212,58,27.4,5,100,107,5,0,0,5,3,15,6,0,Matches
Sofiane Diop,fr FRA,"MF,FW",Monaco,20-249,2000,18.1,52,34,18,29,5,10,35,28.6,25,355,107,30.1,94,181,80,35,1,0,34,14,66,11,0,Matches
Yehvann Diouf,fr FRA,GK,Reims,21-089,1999,1.5,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
Assane Dioussé,sn SEN,DF,Saint-Étienne,23-146,1997,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
Axel Disasi,fr FRA,DF,Monaco,22-339,1998,14.1,15,11,9,5,1,6,14,42.9,8,89,34,38.2,46,39,4,22,12,0,10,16,31,64,1,Matches
Tiago Djaló,pt POR,DF,Lille,20-310,2000,6.3,17,11,10,6,1,12,15,80.0,3,75,26,34.7,35,31,9,15,3,0,12,11,28,21,0,Matches
Alexander Djiku,gh GHA,"DF,MF",Strasbourg,26-188,1994,18.5,47,29,36,10,1,13,25,52.0,12,196,61,31.1,103,78,15,29,10,0,19,54,101,83,1,Matches
Mihai Dobre,ro ROU,"FW,MF",Dijon,22-167,1998,3.8,6,5,3,2,1,3,9,33.3,6,41,12,29.3,11,16,14,10,0,0,10,7,13,5,0,Matches
Jeremy Doku,be BEL,MF,Rennes,18-262,2002,13.7,30,23,9,13,8,8,18,44.4,10,205,69,33.7,41,82,82,14,1,0,13,9,39,1,0,Matches
Kasper Dolberg,dk DEN,FW,Nice,23-130,1997,11.1,4,4,0,3,1,1,8,12.5,7,111,30,27.0,5,40,66,11,1,0,10,1,5,9,1,Matches
Keagan Dolly,za RSA,MF,Montpellier,28-022,1993,4.5,11,8,6,3,2,2,5,40.0,3,65,14,21.5,16,26,23,4,0,0,4,4,15,2,0,Matches
Anastasios Donis,gr GRE,MF,Reims,24-168,1996,1.1,1,0,0,1,0,0,1,0.0,1,16,2,12.5,3,7,6,0,0,0,0,0,1,0,0,Matches
Lucas Douath,fr FRA,MF,Saint-Étienne,17-192,2003,9.1,23,18,14,9,0,9,20,45.0,11,145,55,37.9,53,75,17,12,0,0,12,13,36,15,0,Matches
Cheick Doucouré,ml MLI,MF,Lens,21-036,2000,17.5,53,32,22,27,4,12,36,33.3,24,295,110,37.3,92,159,44,22,4,0,18,33,86,29,0,Matches
Fodé Doucouré,ml MLI,DF,Reims,20-010,2001,2.5,5,1,1,4,0,0,3,0.0,3,36,7,19.4,19,14,3,3,0,0,3,3,8,9,0,Matches
Moussa Doumbia,ml MLI,"MF,FW",Reims,26-182,1994,5.6,1,1,0,1,0,0,8,0.0,8,69,15,21.7,23,30,16,8,2,0,6,9,10,1,0,Matches
Souleyman Doumbia,ci CIV,DF,Angers,24-142,1996,17.9,43,28,25,16,2,15,31,48.4,16,182,60,33.0,82,73,27,33,5,0,28,30,73,40,1,Matches
Mouhamadou Drammeh,fr FRA,MF,Reims,21-274,1999,1.8,0,0,0,0,0,0,1,0.0,1,18,6,33.3,7,9,2,1,1,0,0,2,2,6,0,Matches
Julian Draxler,de GER,MF,Paris S-G,27-146,1993,5.3,8,4,3,5,0,3,9,33.3,6,53,14,26.4,14,28,11,4,0,0,4,4,12,3,0,Matches
Matthieu Dreyer,fr FRA,GK,Lorient,31-330,1989,5.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,1,Matches
Leo Dubois,fr FRA,DF,Lyon,26-152,1994,20.6,24,19,13,7,4,7,22,31.8,15,229,78,34.1,95,80,54,47,9,0,38,12,36,30,0,Matches
Haris Duljević,ba BIH,"FW,MF",Nîmes,27-089,1993,6.6,16,11,6,7,3,4,14,28.6,10,79,22,27.8,12,40,27,2,0,0,2,11,27,1,0,Matches
Jean-Kevin Duverne,fr FRA,DF,Brest,23-216,1997,18.4,32,19,22,10,0,11,24,45.8,13,170,61,35.9,105,57,8,28,13,0,15,15,47,81,1,Matches
Eric Junior Dina Ebimbe,fr FRA,"FW,MF",Dijon,20-084,2000,18.5,32,22,13,15,4,11,39,28.2,28,295,64,21.7,71,144,80,16,2,0,14,12,44,10,0,Matches
Enzo Ebosse,fr FRA,DF,Angers,21-339,1999,2.9,6,3,4,2,0,4,7,57.1,3,39,14,35.9,26,10,3,6,2,0,4,1,7,12,0,Matches
Bruno Ecuele Manga,ga GAB,DF,Dijon,32-212,1988,24.0,42,30,36,6,0,22,30,73.3,8,132,52,39.4,90,38,4,40,26,1,14,35,77,129,1,Matches
Hugo Ekitike,fr FRA,"MF,FW",Reims,18-238,2002,1.0,1,1,0,0,1,1,2,50.0,1,22,9,40.9,2,7,13,0,0,0,0,0,1,0,0,Matches
Niclas Eliasson,se SWE,"MF,FW",Nîmes,25-068,1995,10.9,21,16,5,10,6,6,19,31.6,13,174,47,27.0,38,79,57,15,1,0,14,8,29,9,0,Matches
Sepe Elye Wahi,fr FRA,"FW,DF",Montpellier,18-042,2003,1.6,2,2,1,1,0,0,2,0.0,2,28,9,32.1,4,11,13,3,0,0,3,0,2,0,0,Matches
Renaud Emond,be BEL,FW,Nantes,29-070,1991,3.1,2,2,0,2,0,0,0,,0,49,16,32.7,2,20,27,3,0,0,3,0,2,1,0,Matches
Yoann Etienne,fr FRA,DF,Lorient,23-270,1997,1.0,2,1,0,2,0,1,3,33.3,2,20,5,25.0,9,9,2,3,0,0,3,2,4,0,0,Matches
Fábio,br BRA,DF,Nantes,30-219,1990,14.8,71,38,41,27,3,29,57,50.9,28,283,91,32.2,145,110,28,40,8,1,32,18,89,59,0,Matches
Cesc Fàbregas,es ESP,MF,Monaco,33-285,1987,6.1,19,11,8,8,3,8,25,32.0,17,94,29,30.9,29,49,16,9,2,0,7,1,20,4,0,Matches
Bandiougou Fadiga,fr FRA,"FW,MF",Paris S-G,20-029,2001,0.7,1,1,1,0,0,0,0,,0,17,7,41.2,2,8,7,0,0,0,0,1,2,0,0,Matches
Wout Faes,be BEL,DF,Reims,22-316,1998,20.5,29,16,26,3,0,11,27,40.7,16,125,49,39.2,84,39,2,36,21,1,15,27,56,123,3,Matches
Romain Faivre,fr FRA,"MF,FW",Brest,22-214,1998,21.4,38,28,17,17,4,10,33,30.3,23,325,109,33.5,110,137,78,30,0,0,30,23,61,14,0,Matches
Wuilker Faríñez,ve VEN,GK,Lens,22-364,1998,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
Julien Faussurier,fr FRA,DF,Brest,34-030,1987,6.2,14,6,5,8,1,8,15,53.3,7,85,18,21.2,35,40,10,14,3,0,11,1,15,11,0,Matches
Zinedine Ferhat,dz ALG,"FW,MF",Nîmes,27-349,1993,19.9,22,13,9,8,5,10,23,43.5,13,174,50,28.7,34,86,54,24,1,0,23,19,41,24,0,Matches
Jordan Ferri,fr FRA,MF,Montpellier,28-338,1992,18.7,54,39,27,23,4,17,62,27.4,45,359,132,36.8,144,176,39,19,2,1,17,12,66,13,0,Matches
Alessandro Florenzi,it ITA,DF,Paris S-G,29-339,1991,13.2,21,15,10,7,4,8,26,30.8,18,128,44,34.4,39,47,42,13,1,0,12,11,32,20,0,Matches
Mamadou Fofana,ml MLI,"MF,DF",Metz,23-023,1998,10.4,25,14,15,10,0,6,28,21.4,22,149,43,28.9,86,60,3,17,3,0,14,13,38,34,0,Matches
Seko Fofana,ci CIV,MF,Lens,25-282,1995,13.7,14,7,2,11,1,4,19,21.1,15,177,58,32.8,51,96,30,20,4,0,16,24,38,8,0,Matches
Wesley Fofana,fr FRA,DF,Saint-Étienne,20-058,2000,3.5,6,5,5,1,0,3,4,75.0,1,27,13,48.1,20,5,2,8,3,0,5,4,10,18,0,Matches
Youssouf Fofana,fr FRA,MF,Monaco,22-034,1999,19.0,66,53,26,34,6,14,42,33.3,28,316,128,40.5,91,200,25,24,1,0,23,24,90,15,1,Matches
Thomas Foket,be BEL,DF,Reims,26-141,1994,23.0,54,30,33,16,5,19,42,45.2,23,266,84,31.6,149,80,37,37,2,0,35,27,81,64,0,Matches
Lamine Fomba,fr FRA,MF,Nîmes,23-018,1998,12.9,38,25,11,19,8,10,33,30.3,23,341,88,25.8,79,201,61,28,9,0,19,18,56,16,2,Matches
Thomas Fontaine,mg MAD,DF,Lorient,29-281,1991,3.6,5,2,4,1,0,1,4,25.0,3,35,11,31.4,27,8,0,4,2,0,2,1,6,19,0,Matches
José Fonte,pt POR,DF,Lille,37-053,1983,22.4,31,17,23,5,3,20,27,74.1,7,122,44,36.1,77,35,10,45,23,0,22,19,50,124,1,Matches
Steven Fortes,cv CPV,DF,Lens,28-302,1992,10.3,24,13,9,14,1,9,11,81.8,2,107,39,36.4,58,43,6,14,4,0,10,20,44,45,0,Matches
Angelo Fulgini,fr FRA,"MF,FW",Angers,24-177,1996,19.6,21,10,3,13,5,9,31,29.0,22,217,59,27.2,36,129,52,17,2,0,15,11,32,5,0,Matches
Baptiste Gabard,fr FRA,MF,Saint-Étienne,21-016,2000,1.5,4,3,0,4,0,0,6,0.0,6,43,16,37.2,18,24,1,8,1,0,7,0,4,0,1,Matches
Idrissa Gana Gueye,sn SEN,MF,Paris S-G,31-140,1989,11.9,48,30,19,20,9,14,33,42.4,19,225,82,36.4,70,105,50,17,5,0,12,10,58,11,0,Matches
Ignatius Ganago,cm CMR,FW,Lens,21-363,1999,10.1,3,3,1,2,0,1,8,12.5,7,102,32,31.4,8,34,60,6,2,0,4,8,11,2,0,Matches
Yann Gboho,fr FRA,"MF,FW",Rennes,20-030,2001,3.0,6,4,4,1,1,1,8,12.5,7,64,21,32.8,18,23,23,2,0,0,2,1,7,2,1,Matches
Valère Germain,fr FRA,"FW,MF",Marseille,30-302,1990,7.5,9,2,3,4,2,2,11,18.2,9,118,31,26.3,24,45,49,9,2,0,7,6,15,18,0,Matches
Willem Geubbels,fr FRA,"FW,MF",Monaco,19-181,2001,3.2,13,6,9,4,0,4,9,44.4,5,84,15,17.9,20,43,21,12,0,0,12,4,17,4,0,Matches
Andrei Girotto,br BRA,"DF,MF",Nantes,28-362,1992,20.4,55,32,39,16,0,21,45,46.7,24,238,93,39.1,151,78,9,42,16,2,26,21,76,91,0,Matches
Aleksandr Golovin,ru RUS,"MF,FW",Monaco,24-259,1996,3.9,7,4,3,2,2,0,14,0.0,14,80,24,30.0,11,42,27,4,0,0,4,4,11,1,0,Matches
Alfred Gomis,sn SEN,GK,Rennes,27-161,1993,7.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
Alfred Gomis,sn SEN,GK,Dijon,27-161,1993,5.0,0,0,0,0,0,0,1,0.0,1,3,1,33.3,3,0,0,0,0,0,0,0,0,1,0,Matches
Vagner Gonçalves,cv CPV,"FW,MF",Metz,25-034,1996,4.8,10,8,4,5,1,1,9,11.1,8,75,20,26.7,16,36,23,8,0,0,8,2,12,4,0,Matches
Álvaro González,es ESP,DF,Marseille,31-036,1990,18.9,30,17,24,6,0,16,26,61.5,10,117,44,37.6,78,32,7,33,10,0,23,12,42,83,0,Matches
Amine Gouiri,fr FRA,"FW,MF",Nice,20-363,2000,20.1,20,13,2,11,7,5,21,23.8,16,221,54,24.4,24,86,111,29,3,0,26,10,30,9,0,Matches
Jonathan Gradit,fr FRA,DF,Lens,28-081,1992,18.4,36,18,19,13,4,10,26,38.5,16,182,62,34.1,83,85,14,20,9,0,11,21,57,55,0,Matches
Andrew Gravillon,fr FRA,DF,Lorient,23-005,1998,14.5,25,12,18,5,2,9,21,42.9,12,116,43,37.1,69,46,1,44,26,0,18,29,54,85,0,Matches
Adrian Grbić,at AUT,FW,Lorient,24-193,1996,8.4,8,7,2,3,3,2,4,50.0,2,112,26,23.2,7,51,54,7,0,0,7,2,10,8,0,Matches
Clément Grenier,fr FRA,MF,Rennes,30-037,1991,8.1,9,5,3,6,0,2,16,12.5,14,111,24,21.6,25,64,22,5,0,0,5,6,15,1,0,Matches
Evann Guessand,fr FRA,FW,Nice,19-227,2001,0.3,0,0,0,0,0,0,1,0.0,1,18,3,16.7,2,7,9,0,0,0,0,1,1,2,0,Matches
Kelyan Guessoum,fr FRA,DF,Nîmes,22-008,1999,4.0,4,2,3,1,0,3,6,50.0,3,29,10,34.5,18,8,3,5,2,0,3,11,15,22,0,Matches
Lamine Gueye,sn SEN,"FW,MF",Metz,22-337,1998,10.0,19,13,10,7,2,7,19,36.8,12,120,34,28.3,32,45,43,16,2,0,14,4,23,4,0,Matches
Pape Gueye,fr FRA,MF,Marseille,22-020,1999,10.0,25,15,10,12,3,6,24,25.0,18,155,51,32.9,48,93,14,24,3,0,21,18,43,11,1,Matches
Bruno Guimarães,br BRA,MF,Lyon,23-089,1997,12.3,55,33,14,28,13,21,55,38.2,34,283,90,31.8,96,141,46,18,6,0,12,11,66,11,0,Matches
Sehrou Guirassy,fr FRA,FW,Rennes,24-338,1996,9.7,4,2,0,2,2,0,3,0.0,3,81,18,22.2,4,39,38,8,2,0,6,1,5,7,0,Matches
Malo Gusto,fr FRA,MF,Lyon,17-270,2003,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
Massadio Haïdara,ml MLI,DF,Lens,28-073,1992,12.9,36,21,13,21,2,12,21,57.1,9,185,70,37.8,74,86,25,24,2,0,22,22,58,35,1,Matches
Pierre-Yves Hamel,fr FRA,FW,Lorient,27-010,1994,8.7,16,11,2,9,5,1,7,14.3,6,153,48,31.4,13,88,52,11,1,0,10,6,22,6,0,Matches
Romain Hamouma,fr FRA,FW,Saint-Étienne,33-321,1987,15.4,13,6,2,7,4,2,18,11.1,16,276,81,29.3,37,113,126,18,3,0,15,3,16,6,0,Matches
Dalbert Henrique,br BRA,DF,Rennes,27-158,1993,2.5,4,2,3,0,1,2,3,66.7,1,28,9,32.1,14,9,5,3,1,0,2,0,4,6,0,Matches
Luis Henrique,br BRA,"FW,MF",Marseille,19-061,2001,0.6,0,0,0,0,0,0,0,,0,11,5,45.5,4,2,5,1,0,0,1,0,0,1,0,Matches
Christophe Hérelle,mq MTQ,DF,Brest,28-175,1992,13.3,16,9,11,4,1,5,11,45.5,6,93,30,32.3,56,36,1,20,9,0,11,12,28,68,0,Matches
Jérôme Hergault,fr FRA,DF,Lorient,34-314,1986,6.0,13,6,5,5,3,1,8,12.5,7,50,16,32.0,18,23,9,9,1,0,8,10,23,15,0,Matches
Ander Herrera,es ESP,MF,Paris S-G,31-183,1989,12.5,36,23,11,17,8,16,47,34.0,31,263,82,31.2,59,134,70,34,4,0,30,15,51,19,0,Matches
Vitorino Hilton,br BRA,DF,Montpellier,43-153,1977,12.1,5,1,4,1,0,1,7,14.3,6,59,19,32.2,46,11,2,27,15,0,12,18,23,69,3,Matches
Franck Honorat,fr FRA,"MF,FW",Brest,24-186,1996,15.3,22,15,11,9,2,5,21,23.8,16,287,60,20.9,95,101,91,18,2,0,16,13,35,16,0,Matches
Fraser Hornby,sco SCO,FW,Reims,21-153,1999,0.4,0,0,0,0,0,0,0,,0,6,0,0.0,0,1,5,0,0,0,0,1,1,0,0,Matches
Adrien Hunou,fr FRA,"FW,MF",Rennes,27-025,1994,5.8,7,7,3,2,2,1,6,16.7,5,99,36,36.4,14,31,54,7,0,0,7,1,8,2,0,Matches
Didier Ibrahim Ndong,ga GAB,MF,Dijon,26-241,1994,23.0,57,32,25,29,3,19,56,33.9,37,349,116,33.2,133,187,29,38,8,0,30,28,85,26,1,Matches
Mauro Icardi,ar ARG,FW,Paris S-G,27-360,1993,7.1,4,3,1,3,0,2,5,40.0,3,91,24,26.4,3,31,57,4,3,0,1,1,5,2,0,Matches
Jonathan Ikone,fr FRA,"MF,FW",Lille,22-287,1998,15.5,15,10,4,6,5,5,14,35.7,9,226,49,21.7,29,101,96,13,0,0,13,6,21,1,0,Matches
Yun Il-lok,kr KOR,"MF,FW",Montpellier,28-343,1992,3.5,0,0,0,0,0,0,6,0.0,6,46,12,26.1,7,30,9,2,0,0,2,6,6,1,0,Matches
Corentin Jean,fr FRA,"FW,MF",Lens,25-213,1995,3.9,6,5,2,3,1,1,4,25.0,3,53,19,35.8,6,23,24,4,0,0,4,2,8,2,0,Matches
Jesé,es ESP,FW,Paris S-G,27-353,1993,0.3,0,0,0,0,0,0,1,0.0,1,6,0,0.0,0,4,2,0,0,0,0,0,0,0,0,Matches
Stevan Jovetić,me MNE,"FW,MF",Monaco,31-103,1989,4.3,8,6,2,4,2,3,8,37.5,5,65,20,30.8,10,26,29,3,0,0,3,3,11,4,0,Matches
Abdoul Kader Bamba,fr FRA,"FW,MF",Nantes,26-294,1994,8.4,12,10,4,6,2,3,11,27.3,8,104,35,33.7,26,57,21,9,0,0,9,3,15,3,0,Matches
Tino Kadewere,zw ZIM,FW,Lyon,25-039,1996,17.0,34,21,15,14,5,11,28,39.3,17,241,75,31.1,60,93,88,19,5,0,14,20,54,17,0,Matches
Gaël Kakuta,cd COD,"MF,FW",Lens,29-237,1991,18.0,32,20,7,14,11,4,22,18.2,18,330,88,26.7,60,187,83,18,2,0,16,15,47,2,0,Matches
Arnaud Kalimuendo,fr FRA,"FW,MF",Lens,19-023,2002,7.8,2,2,1,1,0,1,5,20.0,4,104,27,26.0,11,44,49,5,0,0,5,0,2,0,0,Matches
Arnaud Kalimuendo,fr FRA,FW,Paris S-G,19-023,2002,0.8,0,0,0,0,0,0,0,,0,4,1,25.0,0,3,1,0,0,0,0,0,0,0,0,Matches
Samuel Kalu,ng NGA,FW,Bordeaux,23-171,1997,7.2,20,14,9,7,4,4,11,36.4,7,112,40,35.7,29,44,39,14,0,0,14,8,28,3,0,Matches
Bingourou Kamara,sn SEN,GK,Strasbourg,24-115,1996,8.0,0,0,0,0,0,0,2,0.0,2,3,0,0.0,3,0,0,0,0,0,0,0,0,0,0,Matches
Boubacar Kamara,fr FRA,MF,Marseille,21-082,1999,18.3,57,41,20,31,6,20,47,42.6,27,305,104,34.1,96,176,33,33,4,0,29,15,72,40,0,Matches
Hassane Kamara,fr FRA,DF,Nice,26-147,1994,18.7,36,15,20,14,2,16,32,50.0,16,183,47,25.7,72,67,44,34,4,0,30,17,53,36,1,Matches
Wilfried Kanga,fr FRA,FW,Angers,22-358,1998,1.5,0,0,0,0,0,0,2,0.0,2,27,4,14.8,2,10,15,1,0,0,1,0,0,2,0,Matches
Eiji Kawashima,jp JPN,GK,Strasbourg,37-330,1983,16.0,0,0,0,0,0,0,1,0.0,1,3,1,33.3,3,0,0,0,0,0,0,0,0,0,0,Matches
Moise Kean,it ITA,FW,Paris S-G,20-351,2000,11.7,5,5,0,3,2,3,6,50.0,3,94,21,22.3,6,34,54,5,1,0,4,1,6,4,0,Matches
Thilo Kehrer,de GER,DF,Paris S-G,24-145,1996,10.1,11,7,7,3,1,5,9,55.6,4,80,33,41.3,42,36,2,14,2,0,12,3,14,28,2,Matches
Saîf-Eddine Khaoui,tn TUN,"DF,MF",Marseille,25-292,1995,2.0,11,7,7,1,3,4,6,66.7,2,42,14,33.3,19,18,5,5,0,0,5,4,15,4,0,Matches
Wahbi Khazri,tn TUN,"FW,MF",Saint-Étienne,30-005,1991,4.1,9,5,3,4,2,3,7,42.9,4,70,27,38.6,11,32,27,5,0,0,5,1,10,1,0,Matches
Presnel Kimpembe,fr FRA,DF,Paris S-G,25-184,1995,12.6,28,19,14,14,0,8,14,57.1,6,107,32,29.9,53,43,11,29,13,0,16,8,36,41,2,Matches
Randal Kolo Muani,fr FRA,FW,Nantes,22-070,1998,20.3,14,8,1,8,5,2,13,15.4,11,272,82,30.1,21,128,123,13,2,0,11,9,23,19,0,Matches
Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,29-135,1991,17.1,25,15,18,7,0,10,24,41.7,14,153,58,37.9,87,59,7,28,13,1,15,18,43,78,2,Matches
Ghislain Konan,ci CIV,DF,Reims,25-048,1995,17.2,46,27,26,14,6,16,32,50.0,16,161,48,29.8,89,56,16,31,5,0,26,18,64,50,0,Matches
Moussa Konaté,sn SEN,FW,Dijon,27-316,1993,8.6,2,0,1,1,0,1,14,7.1,13,94,24,25.5,4,59,31,9,1,0,8,4,6,7,0,Matches
Lamine Koné,ci CIV,DF,Strasbourg,32-012,1989,4.8,8,4,6,2,0,4,4,100.0,0,29,9,31.0,19,9,1,6,1,0,5,1,9,21,0,Matches
Moussa Koné,sn SEN,"FW,MF",Nîmes,24-045,1996,7.6,10,6,2,4,4,2,11,18.2,9,78,25,32.1,7,47,24,5,1,0,4,0,10,7,0,Matches
Laurent Koscielny,fr FRA,DF,Bordeaux,35-156,1985,16.4,20,14,15,5,0,8,13,61.5,5,117,57,48.7,78,35,4,36,22,0,14,24,44,94,1,Matches
Boubakar Kouyaté,ml MLI,DF,Metz,23-304,1997,11.4,49,23,35,14,0,23,40,57.5,17,140,53,37.9,94,44,2,33,21,2,12,24,73,114,2,Matches
Jean-Philippe Krasso,fr FRA,FW,Saint-Étienne,23-211,1997,2.5,5,3,1,3,1,1,1,100.0,0,50,17,34.0,2,20,28,5,1,0,4,3,8,1,0,Matches
Layvin Kurzawa,fr FRA,DF,Paris S-G,28-162,1992,10.1,24,11,13,8,3,8,21,38.1,13,111,43,38.7,39,43,29,14,4,0,10,16,40,25,1,Matches
Dereck Kutesa,ch SUI,"MF,FW",Reims,23-069,1997,5.5,11,7,5,2,4,3,12,25.0,9,87,13,14.9,34,27,26,8,1,0,7,2,13,0,0,Matches
Enock Kwateng,fr FRA,DF,Bordeaux,23-310,1997,5.7,12,6,9,2,1,9,12,75.0,3,60,13,21.7,34,17,9,12,1,0,11,10,22,21,0,Matches
Gaëtan Laborde,fr FRA,"FW,MF",Montpellier,26-286,1994,23.0,23,16,9,9,5,5,34,14.7,29,298,71,23.8,48,131,119,21,0,0,21,12,35,14,0,Matches
Tom Lacoux,fr FRA,"MF,DF",Bordeaux,19-019,2002,0.7,4,4,3,1,0,1,6,16.7,5,21,8,38.1,9,12,0,2,1,0,1,2,6,2,0,Matches
Alban Lafont,fr FRA,GK,Nantes,22-021,1999,24.0,0,0,0,0,0,0,0,,0,5,1,20.0,5,0,0,0,0,0,0,0,0,1,1,Matches
Kenny Lala,fr FRA,DF,Strasbourg,29-133,1991,20.4,24,15,14,8,2,8,21,38.1,13,208,65,31.3,77,96,35,27,8,2,19,13,37,39,2,Matches
Loïck Landre,fr FRA,DF,Nîmes,28-284,1992,11.2,13,12,9,4,0,10,19,52.6,9,69,24,34.8,41,28,0,25,14,0,11,14,27,49,0,Matches
Julien Laporte,fr FRA,DF,Lorient,27-101,1993,16.0,35,21,24,9,2,20,37,54.1,17,169,59,34.9,117,47,5,24,15,0,9,20,55,92,2,Matches
Gautier Larsonneur,fr FRA,GK,Brest,23-356,1997,23.0,0,0,0,0,0,0,0,,0,2,0,0.0,2,0,0,1,0,0,1,1,1,5,2,Matches
Paul Lasne,fr FRA,MF,Brest,32-028,1989,13.5,43,29,24,17,2,7,28,25.0,21,303,81,26.7,158,114,31,18,5,0,13,18,61,15,0,Matches
Armand Lauriente,fr FRA,"FW,MF",Lorient,22-071,1998,10.5,16,12,6,10,0,4,14,28.6,10,179,47,26.3,32,87,60,11,0,0,11,7,23,1,0,Matches
